POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
206041508,10,3,7,4,7,7,0,0,30,56,84,104,40,78,46,29,0,39,78,503,14,14,0,10,8,5,0,4,0,62,3,16,5,14,5,15,0,6,0,66,0,8,10,53,16,54,0,16,3,164,16,21,12,89,24,44,0,52,14,267,20,39,29,122,25,69,0,72,11,388,23,52,59,227,64,106,9,121,16,680,46,73,68,347,98,107,10,129,16,897,127,209,202,402,220,132,9,134,40,1474,260,642,328,521,474,156,7,105,55,2551,322,1000,242,389,397,133,11,34,42,2578,380,1249,211,406,299,119,11,30,64,2758,326,1005,166,134,171,79,6,23,25,1939,1240,2562,246,165,285,147,7,31,38,4724,549,741,56,11,78,47,0,5,12,1495,1630,1616,60,12,139,130,0,10,33,3637,22,36,13,11,22,5,0,6,55,164,4964,9292,1714,2924,2317,1349,71,778,429,23834
206041509,0,3,0,3,0,0,0,0,11,16,28,66,22,16,33,10,0,10,27,206,3,9,0,7,4,0,0,0,12,36,0,20,0,9,8,5,5,8,0,46,3,36,3,21,5,6,5,9,5,89,3,32,6,31,17,12,0,17,4,131,9,59,14,29,22,17,0,25,9,180,20,89,26,47,55,36,4,43,11,330,33,129,31,70,83,43,8,41,13,433,76,206,69,71,171,46,10,27,15,694,120,463,133,69,244,39,8,15,27,1127,141,590,119,78,241,37,8,20,24,1252,203,638,104,27,179,27,4,15,11,1204,223,616,99,30,148,19,0,6,13,1146,670,1062,123,61,188,45,6,14,22,2194,224,224,21,11,45,11,0,3,7,532,434,363,25,4,56,28,0,4,8,928,11,28,8,6,9,0,0,4,17,82,2171,4577,775,559,1459,371,55,253,182,10408
206041510,0,0,4,0,0,0,0,0,4,10,16,27,18,15,14,3,3,8,10,124,7,6,3,6,4,0,0,0,4,27,3,8,0,0,3,0,0,0,0,19,8,8,7,5,3,3,0,0,0,35,4,14,10,12,12,4,0,12,0,69,9,9,7,16,11,7,4,6,0,72,16,30,22,27,35,8,5,23,7,158,11,51,33,28,56,15,7,16,7,227,31,95,50,29,77,21,10,30,13,353,53,159,78,62,93,19,18,28,10,515,41,253,75,55,90,16,8,4,11,557,77,284,76,66,71,14,8,5,5,613,95,238,50,57,45,10,0,12,6,516,240,385,95,71,59,16,3,9,8,881,74,72,13,3,13,5,0,6,0,183,134,138,14,6,7,0,0,4,3,301,4,9,8,3,0,0,0,0,6,30,809,1753,534,453,582,143,67,151,74,4567
206051128,3,3,0,6,0,0,0,0,15,25,58,67,20,27,36,21,0,9,35,284,17,17,3,0,10,5,0,0,7,53,9,19,3,12,10,9,0,5,6,74,10,23,5,33,18,7,0,8,0,120,20,49,14,30,32,29,0,21,5,194,22,50,23,55,53,20,0,18,7,248,24,88,35,82,80,45,0,34,4,406,41,142,47,102,91,53,6,35,13,530,103,276,87,128,222,70,12,35,18,943,197,608,156,116,319,93,11,35,25,1547,241,761,135,85,249,70,0,10,18,1570,299,771,112,60,160,73,0,17,23,1513,242,629,89,30,104,54,5,8,11,1161,770,1204,139,38,122,97,0,17,23,2412,324,296,33,4,31,25,0,8,13,737,869,667,49,6,70,69,0,4,32,1760,9,36,6,3,3,5,0,3,29,93,3198,5627,935,784,1575,722,45,246,225,13356
206051129,0,0,0,0,0,0,0,0,0,3,3,8,3,9,5,14,0,4,9,51,3,5,0,0,0,0,0,0,0,19,0,8,0,3,4,5,0,7,0,29,0,7,3,21,4,3,0,4,0,44,3,10,5,17,3,9,0,5,5,54,3,14,8,27,8,6,3,6,0,81,6,34,19,30,8,13,0,11,0,121,25,42,32,39,14,13,4,13,0,185,20,60,52,57,16,23,3,13,0,246,36,72,49,35,19,14,5,12,4,237,25,103,37,15,16,15,9,5,3,224,30,128,33,13,14,6,0,3,4,230,30,72,17,5,6,5,0,5,9,146,71,141,23,0,16,7,0,0,0,259,34,41,0,0,7,3,0,0,0,88,47,72,3,0,4,6,0,0,5,143,0,0,0,0,0,3,0,0,3,16,341,809,279,273,138,135,24,70,42,2115
206051130,0,4,0,0,0,0,0,0,3,9,19,24,4,9,9,10,0,6,15,98,10,0,0,0,0,0,0,0,0,23,0,0,0,6,5,3,0,3,0,18,0,13,3,12,8,8,0,11,0,62,4,18,6,12,6,10,3,4,0,73,5,11,16,27,9,7,4,6,0,100,15,34,20,60,22,27,3,3,5,177,21,44,42,62,23,13,9,19,3,242,29,89,47,88,28,26,6,31,4,344,71,108,72,83,56,20,3,11,13,433,49,115,41,35,46,21,7,5,10,334,62,124,40,24,42,17,3,7,7,325,52,100,32,12,24,22,5,0,7,250,115,184,45,19,31,17,6,11,3,435,48,63,8,7,11,3,0,0,3,140,118,121,5,0,19,19,0,0,11,291,4,7,0,0,0,0,0,3,9,29,601,1039,384,455,337,208,49,130,68,3270
206051134,0,0,0,0,0,0,0,0,5,8,10,21,11,15,4,7,3,4,7,80,0,0,3,0,5,0,0,0,4,18,3,9,0,9,0,0,0,0,0,21,9,19,5,16,0,12,0,3,0,64,3,17,9,19,9,12,0,11,3,78,5,23,11,26,12,16,3,14,5,122,15,51,22,38,16,28,11,22,3,205,25,35,39,42,23,37,3,25,3,237,30,56,58,60,29,28,4,26,7,302,53,98,71,45,32,22,7,13,5,355,41,119,39,41,27,23,7,0,6,301,38,96,27,36,22,7,0,3,0,230,35,79,15,26,5,11,0,0,3,175,74,150,22,23,11,7,0,0,4,299,22,35,8,6,0,3,0,0,0,70,54,88,0,0,9,8,0,0,6,170,3,0,8,5,0,0,0,3,9,26,414,875,335,401,202,213,43,135,50,2665
206051511,3,0,0,0,6,5,4,0,29,52,82,121,82,22,84,41,75,63,89,657,16,8,13,5,10,0,3,5,13,80,5,6,3,0,6,6,7,7,4,41,4,24,16,17,14,16,33,16,0,153,14,15,13,13,21,23,58,25,8,190,15,36,32,25,36,29,97,41,10,326,28,64,58,44,104,54,139,79,28,597,53,104,133,48,146,69,177,121,22,873,109,276,285,74,370,125,291,171,47,1757,264,641,540,104,626,175,308,221,68,2948,333,884,517,75,501,134,164,136,38,2786,430,1015,541,50,363,148,100,104,30,2784,437,838,540,26,204,108,89,65,24,2327,1436,1954,922,81,319,187,100,158,41,5206,530,410,151,8,75,34,13,44,10,1278,1201,473,97,15,67,63,8,25,16,1964,33,27,36,10,16,7,12,5,54,194,4891,6785,3892,599,2896,1182,1614,1226,415,23508
206051512,0,3,6,0,0,0,0,0,26,38,57,119,27,28,48,25,5,20,70,402,10,22,6,3,8,0,0,0,8,58,6,18,3,11,9,7,5,6,0,71,3,35,6,29,16,17,6,17,0,129,9,55,22,53,28,35,3,25,5,230,24,64,19,66,55,57,3,53,7,353,39,102,52,128,98,76,16,87,13,618,58,154,88,145,134,92,10,66,10,762,126,348,127,203,333,99,19,82,25,1364,223,736,208,211,541,128,11,52,46,2156,287,917,178,135,378,112,9,28,31,2079,328,868,140,96,294,102,8,39,31,1894,277,725,106,51,161,65,7,18,23,1429,903,1633,212,65,203,160,12,44,33,3258,354,411,47,9,58,40,3,14,6,952,950,678,41,9,71,101,3,6,11,1881,13,37,16,9,0,9,0,6,48,141,3607,6801,1281,1219,2403,1100,121,536,304,17379
206051513,0,0,0,0,0,0,0,0,7,6,21,25,11,9,9,4,0,6,20,95,11,6,0,6,3,0,0,0,3,29,0,5,0,10,0,0,0,0,4,23,5,14,5,13,7,0,0,4,4,51,4,26,6,24,10,9,6,4,5,87,8,35,14,35,25,5,4,9,0,131,12,60,22,40,26,14,3,8,0,188,20,74,38,77,38,13,6,14,4,289,49,138,51,76,75,40,9,13,10,453,74,238,74,82,103,24,7,15,7,637,57,253,60,53,77,25,0,4,10,542,74,274,46,24,76,34,0,8,5,537,68,196,33,23,43,9,0,0,0,378,204,413,47,28,59,15,0,7,18,793,49,67,3,3,6,0,0,0,0,134,132,125,5,7,9,17,0,4,7,313,0,6,0,7,5,0,0,5,5,29,766,1935,410,496,558,222,30,100,93,4601
206051514,0,0,0,0,0,0,0,0,12,15,29,43,17,28,29,10,5,6,25,199,7,6,4,5,0,3,0,5,3,26,0,9,5,7,5,3,0,9,0,27,0,12,5,20,11,16,0,10,0,78,15,24,19,32,15,21,13,17,7,155,9,32,28,55,16,14,12,28,3,190,20,67,38,84,46,37,19,44,0,362,37,85,58,151,52,32,15,32,9,471,73,155,86,155,95,42,7,37,5,662,139,329,120,136,180,45,9,18,21,996,132,397,77,65,134,41,3,12,12,872,157,354,66,39,89,21,0,4,5,732,139,305,38,16,59,10,0,4,11,585,411,619,66,18,82,26,4,6,17,1246,129,173,8,4,13,5,4,0,5,346,431,335,14,9,15,17,3,0,11,831,9,16,5,3,0,0,0,0,19,56,1699,2921,628,795,809,341,92,222,129,7637
206061135,0,3,0,0,0,0,0,0,7,15,28,32,14,11,10,23,13,11,12,148,7,15,0,0,3,3,0,3,3,35,7,0,3,5,3,9,4,0,0,26,9,9,8,13,8,23,0,10,3,85,3,15,17,44,16,28,5,15,4,140,6,21,12,56,25,39,0,22,0,185,24,39,24,66,43,68,4,25,4,304,44,52,49,96,39,62,15,37,3,392,53,108,79,110,67,56,6,31,9,508,70,158,95,108,93,59,10,31,4,626,61,167,78,45,79,39,17,12,4,506,77,179,45,41,68,25,22,5,4,472,47,166,35,16,31,24,42,4,0,377,151,334,54,16,39,29,32,3,9,676,59,81,5,3,11,21,0,0,5,187,158,168,4,0,17,43,0,0,14,404,6,14,4,4,4,4,4,3,15,56,787,1530,515,633,537,542,163,202,82,4987
206061136,0,3,4,0,4,0,0,0,10,23,33,54,31,44,25,23,0,11,33,253,15,8,3,5,7,4,0,3,10,50,7,9,7,10,10,12,0,7,0,51,3,17,8,29,9,11,3,9,0,103,12,43,15,56,11,33,5,23,0,194,23,41,32,81,39,41,4,33,3,293,40,77,70,122,55,82,7,42,10,514,49,126,107,169,93,76,5,51,13,681,93,225,179,185,151,85,9,52,21,992,173,382,201,166,139,74,9,24,17,1183,167,437,137,99,105,50,3,27,11,1040,161,473,89,74,77,45,4,7,6,927,116,338,45,66,28,16,0,3,12,622,267,559,47,95,43,31,0,7,11,1060,76,129,8,12,9,8,0,0,0,254,206,303,13,3,20,23,0,4,19,592,8,20,16,4,7,0,0,3,21,82,1410,3192,968,1187,807,583,57,291,148,8645
206061138,0,0,0,0,0,0,0,0,5,12,17,22,15,15,12,11,0,8,15,119,4,8,0,0,5,4,0,0,5,30,3,4,0,9,0,3,0,3,3,31,5,13,9,9,10,10,0,7,5,50,6,17,7,20,5,16,0,13,0,84,7,19,13,29,17,25,0,15,0,121,13,45,19,34,27,33,0,15,4,198,17,57,41,46,28,22,4,21,5,249,31,79,57,60,35,37,0,23,6,334,59,100,82,62,50,25,5,40,6,439,45,142,64,34,48,14,4,15,8,372,50,173,45,30,39,17,0,8,10,375,52,150,34,8,16,11,3,9,5,290,129,336,50,14,17,14,4,7,4,574,42,50,0,5,5,0,0,5,4,119,125,201,3,4,22,22,0,0,19,395,5,12,3,8,3,6,0,0,13,39,584,1421,441,376,325,270,20,172,88,3684
206061515,5,3,0,0,0,0,0,0,3,10,21,25,9,20,10,14,0,6,20,114,10,7,0,0,0,0,0,3,4,27,0,10,0,10,4,3,0,4,3,32,0,16,5,14,10,24,4,11,3,77,5,15,4,34,10,22,0,11,3,112,13,21,7,35,14,28,0,17,0,144,21,41,20,64,21,38,3,50,0,264,19,65,41,80,36,45,0,38,0,326,43,120,86,87,66,52,5,30,11,500,103,238,88,83,137,57,7,18,13,751,93,299,51,43,86,45,0,9,17,637,104,312,49,23,55,39,0,3,11,589,70,222,34,5,25,12,0,7,4,383,226,448,52,4,41,28,0,9,10,819,106,118,7,0,5,14,0,6,0,263,282,260,10,11,11,21,0,5,22,613,8,10,0,0,0,5,0,0,12,45,1099,2193,464,503,532,439,32,216,111,5584
206061516,0,0,0,0,0,0,0,0,8,7,20,21,11,8,13,14,6,15,22,130,13,4,5,0,6,0,0,0,0,29,0,9,0,0,5,4,0,3,0,23,8,15,5,19,4,22,3,6,0,79,4,3,17,28,13,38,0,17,0,125,17,15,16,30,24,44,5,32,0,177,24,49,35,61,27,48,8,37,5,297,39,49,63,76,37,66,5,34,4,374,74,129,70,68,64,49,10,24,9,494,121,219,93,68,86,61,3,20,9,689,103,243,73,28,66,38,0,8,4,559,106,228,50,19,48,36,0,4,4,498,88,169,14,16,28,14,0,3,3,331,166,305,38,7,33,31,0,3,7,589,70,102,5,3,7,11,0,5,0,200,162,165,9,4,8,21,0,0,8,385,3,6,4,3,0,3,0,0,13,38,1000,1719,505,423,457,486,36,192,76,4895
206071139,0,0,0,0,0,0,0,0,10,11,29,44,11,12,28,16,5,15,23,188,8,4,0,0,0,0,0,0,0,23,0,6,3,3,6,5,0,10,0,36,4,8,3,15,3,3,4,11,3,69,8,23,15,31,17,29,7,11,3,139,8,36,23,19,32,24,18,15,3,174,33,71,28,62,52,37,23,29,5,339,38,102,65,63,105,35,46,21,13,484,80,170,111,76,204,48,58,33,19,808,124,351,125,59,256,45,24,25,13,1014,168,406,120,64,188,40,13,15,16,1025,172,475,87,34,94,34,13,19,15,947,164,386,61,19,73,20,9,17,7,761,483,721,117,32,80,33,5,45,20,1529,163,129,28,0,18,6,0,0,6,350,392,195,19,5,10,14,0,3,7,657,7,11,7,0,5,3,0,0,16,64,1842,3112,817,483,1136,384,233,254,144,8406
206071140,0,0,0,0,0,0,0,0,0,9,3,18,8,3,4,8,0,0,9,49,4,0,0,0,0,0,0,0,0,7,0,8,3,5,0,4,0,5,0,26,6,11,0,8,8,9,0,0,0,39,9,15,6,14,8,6,0,4,0,63,0,18,6,21,17,12,0,3,0,81,6,23,15,34,6,10,3,0,7,105,18,46,21,43,12,3,0,4,0,138,26,44,41,32,17,13,6,11,0,182,24,97,42,35,24,15,0,12,3,252,27,102,34,12,12,13,0,3,0,205,31,108,25,4,9,18,0,0,4,197,19,75,20,8,5,11,0,0,0,136,39,121,16,4,15,6,0,3,3,205,23,38,0,0,4,0,0,0,0,64,35,69,0,8,4,10,0,0,0,124,0,5,0,0,0,0,0,0,3,11,272,784,234,225,128,112,11,40,36,1831
206071141,0,4,3,4,0,0,0,4,17,31,36,62,25,25,34,12,7,19,36,261,4,19,5,0,0,0,0,0,7,35,9,16,4,10,3,5,0,4,0,56,8,32,14,34,5,17,5,10,0,118,11,42,20,42,12,13,5,18,0,165,16,75,17,64,26,24,10,33,4,275,43,128,57,90,61,50,19,60,13,517,58,190,101,112,76,54,21,52,10,676,72,333,168,125,142,55,30,75,15,1003,174,565,231,127,242,81,25,48,11,1512,246,694,163,63,165,53,12,22,14,1429,231,727,125,35,131,50,3,17,11,1345,222,481,117,10,79,39,4,8,12,976,564,934,129,19,85,64,4,9,19,1830,172,203,14,5,19,9,3,3,3,431,365,275,16,0,22,17,0,0,6,705,10,19,8,4,3,0,0,5,28,79,2196,4728,1192,742,1080,537,138,364,156,11144
206071142,0,4,3,0,5,0,0,4,22,44,29,84,29,33,32,10,4,17,51,297,16,7,5,11,8,4,0,0,6,42,0,15,3,15,5,5,0,7,0,48,5,33,9,46,20,9,3,17,3,143,7,45,19,71,18,30,0,22,10,222,11,75,34,95,36,53,7,28,4,335,29,125,75,141,80,77,18,40,7,583,56,228,111,212,124,94,19,54,14,911,82,465,177,197,162,60,16,57,15,1235,200,814,234,210,229,57,29,49,23,1849,172,950,152,130,166,44,12,11,12,1651,185,1033,99,80,132,48,3,7,10,1597,193,839,43,32,50,19,9,0,13,1194,376,1324,59,66,70,29,0,12,15,1943,103,242,14,5,12,10,0,0,7,396,236,519,6,7,12,15,0,0,10,806,3,38,10,12,5,0,5,4,30,106,1676,6742,1053,1315,1118,553,131,307,168,13055
206071143,0,0,0,0,0,0,0,0,5,11,7,14,9,15,3,7,7,0,11,70,0,7,0,4,3,0,0,0,4,22,0,10,0,4,3,0,0,3,0,22,0,18,3,11,7,7,7,5,4,65,10,23,4,20,9,5,0,8,0,82,15,35,13,29,14,20,0,14,3,146,12,44,17,72,17,18,7,14,0,203,14,68,43,80,33,23,9,11,0,280,30,102,66,72,27,30,15,20,3,361,35,137,50,61,53,23,46,7,3,413,39,150,40,41,27,6,36,8,8,357,34,182,37,23,23,13,28,9,4,351,41,109,22,11,27,0,11,0,0,219,59,199,33,4,17,0,5,4,8,329,28,55,9,0,0,0,0,3,0,89,56,93,10,0,0,3,0,3,3,164,0,9,3,0,5,0,4,0,11,30,385,1225,348,444,257,158,164,103,36,3126
206071145,0,3,0,0,0,0,0,0,0,12,8,24,10,9,4,5,0,6,8,78,0,0,4,0,4,0,0,0,3,14,0,3,3,8,0,0,0,3,0,13,0,11,6,11,4,3,0,7,0,47,3,18,4,18,9,4,0,4,3,81,4,25,8,20,8,9,3,8,0,85,8,43,15,57,18,20,4,15,0,185,15,60,22,74,24,24,12,27,5,262,19,88,37,83,43,12,19,23,4,325,38,157,60,101,55,20,10,16,6,472,29,202,46,56,50,10,5,10,5,422,50,237,38,27,21,8,0,6,6,394,40,154,26,16,17,5,0,8,3,259,99,308,40,20,24,9,0,10,4,512,29,37,15,0,0,0,0,0,0,91,76,86,12,0,3,8,0,0,3,181,0,10,0,5,0,0,0,0,3,31,421,1445,326,503,293,139,57,136,50,3371
206071517,8,9,3,6,3,3,0,0,21,58,88,112,53,38,38,56,6,13,71,472,21,21,0,9,10,9,0,3,12,81,7,24,9,9,5,9,0,4,4,76,9,31,12,36,24,36,5,23,0,180,7,49,16,58,32,39,0,23,11,241,23,42,28,70,51,74,6,31,5,326,33,111,75,122,79,91,23,55,13,589,58,187,94,151,139,115,25,58,7,826,123,360,214,164,254,155,23,62,20,1369,314,891,351,144,609,278,28,64,56,2746,419,1305,302,62,411,218,14,38,43,2816,497,1393,247,58,257,167,4,24,38,2690,414,1097,193,27,178,130,5,15,19,2066,1318,2945,322,88,271,255,9,27,46,5287,624,622,81,14,57,54,3,0,18,1466,1551,898,96,17,100,103,0,10,29,2812,28,46,26,15,16,12,3,0,38,182,5451,10023,2075,1045,2484,1738,152,431,366,23766
206071518,0,3,3,0,3,0,0,0,21,29,38,85,29,27,43,17,10,25,44,312,9,20,9,3,9,0,0,0,4,46,3,6,5,10,6,11,0,8,3,51,4,20,3,32,23,29,3,12,7,132,14,37,12,41,26,44,0,30,7,207,11,34,19,55,42,55,6,43,7,262,27,77,43,105,97,74,9,57,3,500,38,138,66,113,161,81,14,74,18,705,105,324,123,160,287,93,27,97,17,1231,144,618,199,177,314,79,49,55,21,1651,147,771,129,108,267,57,20,21,24,1539,208,798,110,86,178,44,5,19,16,1462,181,666,68,58,100,39,8,3,19,1136,542,1010,142,90,121,53,4,8,28,2006,193,194,16,5,24,11,0,0,8,456,394,480,13,4,35,16,0,5,12,969,6,33,7,8,7,0,0,13,33,115,2021,5241,964,1057,1700,687,148,438,216,12473
207011146,0,0,0,0,0,0,0,0,0,0,4,19,3,10,4,6,0,0,5,49,0,0,0,3,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,15,0,19,4,17,3,6,5,3,0,53,0,11,3,24,10,12,0,7,3,69,5,14,7,34,7,14,5,10,0,95,8,26,15,54,19,12,0,4,0,144,20,32,21,62,30,20,3,4,0,180,23,49,32,52,21,12,0,16,0,214,27,63,32,42,27,7,0,4,0,207,19,87,21,23,16,0,0,7,4,182,14,71,8,11,10,7,3,4,0,126,17,61,0,3,14,4,3,4,3,103,40,96,9,6,13,7,0,4,0,173,19,22,6,3,3,4,0,0,0,47,34,70,3,6,0,4,0,0,3,114,0,7,0,6,0,0,0,0,4,20,243,628,154,344,164,107,20,62,29,1753
207011147,0,0,0,0,0,0,0,0,4,7,21,31,12,15,15,6,0,7,11,119,13,0,0,3,3,0,0,0,5,29,9,8,6,9,3,6,0,0,0,46,0,18,7,34,7,15,3,9,0,94,16,27,8,36,12,11,6,12,3,123,12,17,8,29,23,24,9,16,4,145,28,49,21,56,47,31,10,22,3,264,32,46,50,79,47,34,7,18,3,322,42,95,57,86,52,40,7,9,8,387,63,154,65,68,83,31,3,15,4,486,47,142,52,50,48,12,0,5,11,368,48,175,31,16,47,12,5,0,6,349,55,123,13,15,31,5,0,3,0,240,88,309,17,9,22,15,0,3,7,468,32,60,7,0,10,11,0,0,6,126,62,143,6,4,13,13,0,0,5,249,3,8,4,0,0,0,0,0,7,32,548,1380,349,489,449,266,40,119,68,3715
207011148,0,0,0,0,0,0,0,0,0,0,14,14,14,9,8,3,0,3,10,76,12,4,3,8,3,3,0,0,3,38,10,6,3,9,4,0,0,0,0,38,8,14,10,18,8,10,0,9,3,75,15,24,10,25,21,9,0,11,3,117,12,23,11,34,16,9,0,6,3,116,28,31,23,49,28,18,0,16,3,197,27,59,39,64,30,20,6,13,3,262,31,85,31,68,34,24,7,10,10,301,62,118,56,41,35,23,3,13,4,347,33,155,43,22,32,10,3,5,3,306,29,154,22,17,21,7,0,5,4,266,33,95,11,14,16,8,0,0,9,181,58,174,22,11,23,12,0,5,7,319,27,44,3,0,5,3,0,0,0,92,44,101,0,0,11,7,0,0,6,175,4,4,3,4,0,0,0,0,8,25,426,1097,298,386,297,175,24,92,60,2853
207011149,0,0,0,0,0,0,0,0,10,18,19,37,13,24,28,24,5,5,15,175,12,6,10,4,3,0,0,0,4,35,6,22,3,7,10,9,0,3,7,73,9,36,7,49,11,28,5,14,0,159,14,23,11,62,30,32,0,17,0,197,18,54,23,73,40,31,5,25,4,277,24,71,38,139,61,66,7,37,5,457,41,99,47,190,70,68,7,33,10,559,82,150,85,195,118,48,5,23,11,717,88,244,105,166,168,55,3,31,9,877,97,329,103,83,164,25,13,18,12,849,105,371,53,65,120,38,4,9,15,775,105,313,27,43,77,25,3,5,3,608,291,643,40,43,80,16,4,8,9,1133,110,137,0,10,14,11,0,0,3,278,249,242,8,9,23,18,0,3,9,560,4,17,0,11,6,3,0,0,22,68,1273,2747,559,1141,1001,488,61,232,112,7618
207011150,0,3,0,3,0,0,0,0,12,26,22,45,15,8,19,7,0,6,20,147,7,10,3,0,0,4,0,0,3,31,0,15,3,7,0,8,0,3,0,35,3,18,5,26,9,4,0,4,0,72,10,20,10,21,18,14,0,8,4,114,15,23,8,33,18,18,0,17,0,130,18,54,21,51,32,26,5,21,5,232,15,83,23,47,38,25,4,30,0,270,17,115,48,62,66,33,3,22,10,361,61,211,52,57,88,32,3,24,4,528,65,316,52,32,80,31,0,6,15,595,92,349,36,22,89,33,5,4,11,638,70,356,27,12,60,32,0,0,9,567,355,893,38,9,119,67,0,10,6,1491,200,280,15,0,26,32,0,3,9,566,501,389,14,8,56,49,0,3,5,1016,8,20,4,5,4,0,0,4,21,62,1429,3153,348,369,707,410,32,161,106,6718
