POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
213041578,24,0,0,210,170,10,26,4,0,208,136,8,20,0,4,173,114,14,5,5,3,141,79,6,12,0,0,94,41,6,4,0,0,50,8,0,0,0,0,13,3,0,0,0,0,3,1799,129,173,24,23,2151
213051361,43,22,5,813,599,124,60,14,5,797,503,101,58,17,0,680,451,89,49,17,5,604,332,62,37,12,3,452,120,20,12,7,0,168,36,10,13,4,0,63,3,7,0,6,0,19,6940,725,450,137,46,8297
213051362,41,14,0,437,311,37,39,5,8,394,286,39,27,3,4,359,247,22,33,8,0,311,175,27,20,5,0,222,70,13,15,0,0,96,21,4,0,0,0,22,3,0,3,0,4,14,4439,258,297,48,28,5076
213051363,46,18,17,2606,2226,127,55,10,9,2429,2224,149,46,5,8,2434,1925,116,39,10,6,2097,1179,88,29,6,8,1304,412,51,12,4,5,482,75,26,5,0,0,116,18,13,4,3,3,50,19647,1051,461,102,108,21361
213051368,70,16,5,1452,1215,113,55,20,3,1404,1063,94,45,10,4,1222,853,98,48,10,6,1015,587,75,24,13,4,702,251,48,23,15,3,340,70,19,18,3,0,110,20,9,6,7,3,47,11229,752,488,138,64,12674
213051464,59,7,0,265,141,50,35,4,0,229,99,35,21,9,0,171,48,36,25,7,0,118,51,14,9,6,0,83,26,17,6,3,0,54,10,4,3,0,0,24,0,0,0,0,0,4,1182,330,284,64,9,1866
213051466,55,19,3,342,119,37,22,6,0,193,84,14,23,3,3,131,50,16,18,5,0,85,37,5,8,0,0,55,17,0,3,5,0,31,4,0,3,0,0,5,0,0,0,0,0,0,1338,271,269,74,6,1961
213051467,23,7,3,289,211,21,26,3,4,258,194,22,31,6,0,253,169,23,18,4,5,216,147,15,27,6,0,198,55,5,4,3,0,67,15,5,6,6,0,20,5,0,3,0,0,10,2158,192,233,31,23,2634
213051468,46,3,3,234,139,31,30,0,3,201,141,16,22,3,0,183,102,18,25,0,0,148,66,14,15,4,4,106,37,3,16,0,0,55,8,0,0,0,0,8,3,4,0,0,0,15,1570,225,297,54,17,2159
213051579,31,4,0,154,94,9,16,0,3,121,50,4,7,3,0,65,57,6,11,0,0,73,18,3,0,0,0,25,11,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,768,106,124,23,3,1026
213051580,54,15,0,548,334,75,40,13,0,460,249,65,44,10,0,365,195,45,22,7,0,262,161,17,17,5,0,210,49,8,13,0,0,69,11,4,0,0,0,22,5,0,0,0,5,5,4389,465,288,72,29,5240
213051581,17,3,5,186,81,11,19,5,0,124,65,13,16,0,3,98,46,13,5,0,0,67,30,4,9,0,3,48,7,0,4,0,0,11,5,0,0,0,0,3,3,0,0,0,0,3,926,119,128,31,10,1205
213051582,33,4,3,115,23,11,14,0,0,54,22,6,3,0,0,33,9,0,7,0,0,15,3,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,565,130,152,25,10,878
213051583,71,17,4,482,210,40,41,10,0,305,176,27,26,8,4,234,119,15,25,9,0,167,79,4,15,3,0,103,32,4,0,0,0,44,9,0,0,0,0,9,0,0,0,0,0,4,2999,356,384,74,29,3834
213051584,10,0,0,72,17,7,3,0,0,32,16,8,4,0,0,25,11,5,0,0,0,15,11,4,3,0,0,13,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,351,114,100,11,9,590
213051585,40,0,0,158,73,14,16,0,0,108,56,8,6,0,0,66,48,8,9,0,0,68,33,0,8,0,0,39,4,0,4,0,0,4,3,0,0,0,0,3,4,0,3,0,0,6,895,94,162,18,9,1182
213051586,47,15,3,1505,1232,72,24,10,5,1342,1104,47,15,3,5,1176,878,46,18,5,4,953,567,21,7,0,4,599,178,10,9,0,0,197,28,5,4,0,0,36,4,3,0,0,0,7,11697,616,322,84,77,12792
213051587,16,3,0,162,79,17,13,5,0,113,94,7,9,0,0,112,48,0,9,0,0,61,27,3,11,0,0,43,13,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,1133,158,140,19,10,1464
213051588,48,4,5,318,182,20,40,9,0,247,117,13,21,0,0,153,106,12,16,0,0,139,48,7,9,4,0,66,24,0,6,0,0,35,4,0,0,0,0,9,4,0,0,0,0,8,1658,183,291,34,24,2193
213051589,18,0,0,99,49,3,9,0,0,64,38,9,7,0,0,54,34,7,3,0,0,45,10,0,0,0,0,17,9,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,580,72,102,20,0,786
213051590,28,4,0,174,79,20,22,0,0,119,68,10,19,0,0,98,54,12,15,4,0,86,35,7,7,0,0,50,14,4,3,0,0,21,6,6,6,0,0,11,0,0,3,0,0,3,1274,122,162,23,10,1594
214011370,97,22,10,1481,1127,195,78,18,5,1431,1100,221,73,20,6,1419,907,181,80,11,12,1189,651,124,65,9,6,863,213,70,48,6,4,350,86,33,10,4,0,129,35,27,11,9,0,78,11796,1366,741,132,71,14105
214011371,96,14,7,1782,1596,124,86,7,12,1826,1623,96,116,10,15,1866,1329,77,83,12,8,1505,1065,65,63,12,16,1221,429,34,52,7,3,526,112,23,34,4,5,173,42,15,8,11,10,83,15964,708,807,117,106,17699
214011372,45,7,0,335,309,19,31,4,0,369,266,19,31,14,7,337,233,23,48,5,4,309,208,27,27,8,3,276,68,13,10,0,0,90,16,6,12,3,0,30,7,0,6,0,0,12,3134,209,324,54,19,3741
214011373,45,14,0,290,192,46,43,10,0,305,213,57,57,10,0,340,172,48,56,11,4,288,153,40,38,10,0,241,44,13,27,7,0,91,23,23,20,0,0,66,5,9,4,3,0,27,1964,358,398,78,18,2809
214011374,61,13,0,545,404,67,69,4,3,543,386,86,79,9,6,569,316,56,70,11,3,456,239,46,49,9,6,353,108,26,34,18,3,187,21,9,12,3,3,42,12,4,0,4,0,20,4125,494,546,101,39,5306
214011375,66,14,3,735,536,90,74,12,0,705,530,120,69,6,7,730,474,93,39,13,3,622,367,74,44,4,5,494,177,53,37,5,0,270,58,28,7,9,0,103,12,17,10,12,5,46,5399,757,510,100,36,6799
214011376,35,4,0,163,114,29,35,0,0,175,102,37,32,5,0,178,99,36,30,0,0,167,59,26,22,3,0,97,30,16,19,3,0,62,13,6,4,0,0,21,4,0,0,0,0,7,1087,213,243,26,8,1581
214021377,49,7,0,314,245,57,55,12,4,380,266,75,35,4,4,386,224,57,45,3,7,337,183,71,40,17,11,317,63,32,25,11,0,139,35,19,9,8,4,75,11,17,9,8,4,51,2665,444,396,80,60,3648
214021378,32,3,4,274,236,40,44,12,3,329,252,50,53,26,5,380,189,66,44,22,6,328,133,66,51,19,9,276,68,45,52,16,7,188,31,19,26,11,8,96,15,16,12,26,3,77,2510,396,396,147,63,3516
214021379,66,10,5,804,722,89,90,13,7,921,739,85,91,7,12,928,702,85,82,9,13,897,476,69,57,5,4,621,199,49,45,12,4,306,66,31,20,11,0,128,25,7,12,4,0,46,7934,639,639,117,63,9396
214021381,67,12,4,457,312,112,84,5,4,517,301,118,99,10,0,538,268,103,75,8,0,450,187,87,59,18,0,351,80,49,36,3,0,175,24,47,21,13,6,106,24,17,13,10,3,69,2892,746,587,94,29,4344
214021382,70,8,3,334,209,100,83,13,0,404,209,90,85,18,0,394,152,86,53,19,0,307,120,41,45,14,3,228,59,32,33,8,0,130,19,32,22,9,0,83,12,9,11,5,5,42,1899,550,540,108,23,3118
214021383,71,8,11,415,319,76,102,7,15,534,319,103,99,30,13,559,289,99,105,18,6,508,250,86,109,19,12,481,109,84,54,11,14,266,41,57,28,9,10,152,17,27,15,7,6,76,3380,713,783,131,127,5137
214021384,56,12,9,638,550,75,71,10,19,724,614,86,94,8,11,813,570,72,59,8,7,720,471,62,63,12,17,614,216,43,47,4,17,327,77,22,24,4,5,133,37,6,21,7,3,74,5752,573,571,91,109,7091
214021385,62,7,4,763,604,121,79,18,6,826,575,130,88,23,3,820,515,121,83,16,6,742,373,80,63,23,5,546,150,52,44,12,0,256,50,21,26,14,0,102,10,8,19,17,0,51,6330,827,702,173,57,8083
214021591,66,11,0,706,584,115,86,6,3,793,529,103,67,11,11,726,430,94,59,15,0,604,330,67,42,7,4,447,146,21,22,9,0,203,50,12,17,0,0,86,18,7,10,3,0,43,5975,745,527,87,44,7389
214021592,50,3,10,608,538,81,65,6,7,702,580,83,59,7,10,739,481,75,61,9,8,632,379,70,45,12,6,498,187,48,34,7,6,281,73,30,26,21,4,148,17,17,10,6,0,49,5575,600,463,85,56,6765
215011386,16,3,0,374,360,17,6,4,3,390,442,22,21,7,0,482,374,26,23,5,4,431,287,27,28,8,4,355,128,15,8,9,0,159,31,10,3,6,0,61,9,5,4,7,0,23,3608,155,166,53,34,4014
215011387,25,15,4,127,53,17,18,18,0,107,59,31,25,15,0,125,41,21,29,19,0,111,43,23,42,22,5,130,20,15,31,17,0,89,15,8,21,19,6,71,8,7,18,20,0,50,554,185,258,167,30,1190
215011388,52,8,10,771,678,84,63,12,3,840,716,73,45,11,16,857,758,77,46,12,13,910,592,59,42,10,8,718,225,34,31,10,9,301,67,12,15,9,0,99,26,11,12,12,5,68,7414,487,434,102,89,8524
215011389,16,9,5,81,58,21,34,10,4,127,70,19,29,11,6,141,67,16,31,20,4,144,48,22,45,29,8,150,9,21,19,23,6,81,10,7,28,28,0,77,0,5,22,16,0,51,598,163,265,173,34,1237
215011390,36,13,0,230,153,19,41,12,4,229,199,41,42,16,9,304,211,36,80,20,8,356,176,26,82,26,0,310,69,15,36,28,0,156,19,8,23,21,0,73,8,11,23,28,5,71,1899,205,462,207,42,2813
215011391,5,3,0,103,100,16,8,3,0,129,113,25,13,7,5,162,89,18,35,9,0,152,99,20,30,11,4,171,29,12,22,13,3,77,11,8,9,18,0,39,7,5,13,13,4,48,938,144,176,96,23,1373
215011392,29,8,0,297,256,16,32,7,4,315,305,26,31,9,8,392,290,34,26,5,3,365,238,29,35,13,10,329,109,13,49,10,3,185,36,15,18,4,6,68,14,5,14,12,5,50,3061,200,305,87,69,3713
215011393,21,9,4,80,70,12,8,9,3,106,64,11,37,16,3,125,70,7,41,27,3,150,63,11,40,20,5,137,27,10,33,24,0,99,10,3,21,19,4,64,6,4,33,17,0,58,619,85,283,173,25,1185
215011394,16,5,3,185,148,30,34,7,0,211,162,40,33,23,3,257,202,43,50,19,6,325,213,48,53,26,8,342,85,20,21,16,3,155,13,9,28,21,0,61,9,7,23,30,7,75,1762,270,306,179,46,2556
215021395,21,5,0,201,169,29,26,10,0,244,175,23,30,13,9,246,124,18,27,24,4,198,127,17,22,18,0,186,44,10,21,14,6,87,14,7,15,11,3,54,0,0,4,9,4,17,1570,176,217,127,41,2129
215021396,12,8,3,126,97,15,11,0,7,133,111,15,19,7,4,150,104,6,23,11,0,147,79,3,9,11,3,110,30,8,12,3,0,58,8,3,4,6,0,26,4,4,6,3,0,14,914,99,120,63,26,1218
215021398,25,14,3,226,144,23,25,10,4,212,169,33,26,13,4,246,156,22,33,7,0,222,135,26,33,33,4,228,46,19,36,16,4,116,11,14,21,14,7,69,0,6,18,10,6,40,1513,191,259,152,47,2155
215021399,22,7,4,159,111,13,12,4,0,143,120,25,20,14,0,182,101,9,24,22,0,158,92,15,29,20,3,169,38,5,15,8,4,71,5,0,10,3,0,20,4,0,0,0,0,4,1165,115,172,96,21,1565
215021469,65,13,11,1181,1156,113,76,8,12,1363,1077,89,81,10,20,1273,1008,106,57,11,8,1202,747,84,68,15,15,930,305,55,34,5,9,408,85,26,15,5,4,133,28,8,7,9,0,56,11044,745,568,115,128,12598
215021470,20,6,4,361,302,29,22,5,7,364,345,32,21,10,8,412,294,16,19,17,7,357,257,24,29,14,5,333,69,21,19,7,0,116,18,11,13,3,0,45,4,7,8,4,0,24,3671,222,208,83,57,4231
215031400,20,8,0,198,167,31,27,18,4,248,191,50,33,31,0,309,196,58,30,25,4,316,166,43,57,39,13,318,90,15,44,26,9,187,20,16,21,24,0,89,3,6,15,29,3,57,1707,292,295,238,54,2593
215031401,28,9,4,183,109,34,36,16,9,204,148,52,42,26,8,281,140,40,45,16,9,250,128,35,52,35,0,250,65,18,39,23,6,154,30,13,19,18,0,83,7,11,21,28,3,64,1313,259,338,201,58,2167
215031402,14,0,3,142,127,6,6,3,3,146,160,18,17,0,6,194,172,26,22,9,6,227,125,17,26,11,3,185,69,11,11,4,4,101,19,3,0,0,0,24,5,3,4,7,0,18,1409,117,125,35,24,1711
215031403,13,3,0,156,78,11,11,12,0,109,101,10,5,7,4,123,83,11,7,13,4,118,83,11,8,9,3,115,40,4,13,5,0,69,16,7,3,3,4,35,0,0,4,4,0,11,1067,126,84,82,33,1392
215031404,29,9,12,593,466,41,40,5,8,559,518,45,33,4,10,612,532,64,58,12,11,677,417,55,38,11,14,533,171,31,23,3,9,236,30,10,11,8,3,65,6,4,9,7,6,32,5497,422,351,79,94,6447
215031405,25,11,3,212,114,30,27,11,8,188,133,26,31,26,4,216,151,29,31,24,5,247,118,24,29,26,4,209,47,26,20,31,9,129,19,11,17,19,6,65,7,5,9,27,3,59,1563,233,235,205,47,2286
216011406,58,3,6,778,799,79,69,15,11,975,744,89,79,9,7,933,744,76,65,20,6,919,614,81,80,18,5,806,238,34,40,11,7,332,71,10,12,6,0,99,15,7,8,15,3,56,7485,572,551,120,86,8813
216011407,31,8,9,344,318,43,43,6,11,420,323,45,43,10,9,436,319,46,42,15,5,426,258,47,47,19,3,371,111,19,40,14,10,196,44,13,30,18,4,106,17,14,18,7,7,66,3076,301,377,134,84,3967
216011408,12,9,0,72,34,20,28,5,0,91,42,16,24,5,5,101,37,28,27,12,0,106,43,23,34,11,6,119,15,13,38,23,3,87,0,0,21,7,0,32,5,5,15,12,3,39,466,141,226,100,31,967
216011409,15,4,0,116,106,10,16,6,3,138,105,18,20,12,0,154,112,14,12,9,3,155,95,16,24,12,0,146,46,0,17,8,5,78,12,4,7,4,0,27,4,5,6,3,0,16,961,104,147,68,23,1305
216011410,12,6,0,108,94,11,20,4,3,131,108,18,19,5,0,159,114,20,26,9,4,176,93,18,33,16,3,169,40,18,23,17,5,96,12,3,24,13,3,50,0,0,12,13,9,38,927,130,204,100,35,1392
216021411,27,6,4,359,308,34,16,4,6,367,295,50,20,4,8,374,277,41,22,11,4,351,247,26,14,8,3,304,105,18,13,14,4,150,29,13,3,5,0,60,12,10,0,8,0,30,2936,265,165,79,43,3490
216021412,5,5,3,56,34,13,18,6,0,66,48,16,14,7,0,85,36,22,15,12,0,83,29,12,18,22,0,75,12,5,19,8,4,54,7,3,9,12,0,34,0,0,11,14,3,26,336,105,133,82,17,677
216021413,49,9,0,391,280,39,47,18,12,402,324,57,67,30,9,487,315,52,77,20,11,469,257,59,84,34,18,447,99,29,55,35,7,224,44,25,17,30,3,110,5,8,23,21,3,67,3177,373,526,229,85,4388
216021414,26,3,5,241,214,41,24,0,0,285,250,32,23,13,3,320,234,43,20,7,3,302,185,12,20,9,5,236,79,8,15,4,4,109,15,13,5,0,0,39,11,9,3,5,0,28,2323,242,198,55,26,2847
216031415,10,6,0,169,137,17,10,4,3,176,142,26,16,5,0,181,141,11,10,0,0,167,117,10,6,4,3,148,56,9,16,0,0,75,29,7,5,4,0,41,5,0,4,0,6,14,1518,111,99,25,27,1785
216031416,44,12,11,1421,1343,110,57,15,11,1537,1399,125,61,8,9,1605,1315,125,56,15,9,1522,993,118,61,19,18,1193,440,60,38,18,0,559,113,29,26,8,7,187,24,12,3,12,7,60,13190,882,518,127,111,14831
216031418,15,5,0,129,91,14,22,9,0,140,91,32,17,12,0,160,107,24,33,14,5,179,71,22,29,12,5,142,24,19,18,15,0,81,11,7,16,9,0,44,4,9,15,18,4,54,920,176,195,111,29,1428
216031419,32,11,3,419,349,46,43,14,7,457,362,42,46,26,10,491,343,43,55,22,10,468,230,34,50,19,7,341,88,31,48,27,5,192,30,7,23,27,0,83,15,16,16,15,4,65,3125,304,391,188,68,4079
216031593,18,0,3,166,115,27,22,3,0,159,107,25,24,6,0,166,115,34,22,0,4,177,75,28,18,3,0,127,30,8,13,4,6,63,8,3,3,3,0,32,8,7,0,0,0,17,1401,209,169,30,20,1830
216031594,38,13,8,675,538,54,33,11,5,642,579,68,34,13,10,704,513,65,34,19,9,643,377,51,39,7,14,487,137,43,28,6,5,218,61,4,14,9,0,87,13,9,5,9,7,39,6215,453,325,115,69,7172
217011420,30,12,0,220,185,29,38,22,11,287,170,23,55,23,11,286,203,43,66,19,4,335,168,28,91,27,3,321,84,14,79,31,9,219,30,10,37,40,5,113,12,11,44,38,18,122,1747,219,533,244,72,2815
217011421,36,6,6,472,455,25,45,4,9,530,496,30,34,5,5,569,482,41,53,5,11,589,373,29,46,6,11,470,177,23,39,7,5,250,45,7,13,8,6,83,10,11,9,5,9,39,4548,255,366,64,81,5315
217011422,35,5,4,488,550,17,28,4,3,613,541,34,36,9,5,617,571,30,38,4,7,650,374,44,45,6,14,483,156,23,29,11,3,223,50,5,10,6,0,85,10,6,9,6,4,38,4709,222,307,75,64,5369
217011423,53,22,8,206,108,20,70,16,5,224,121,29,53,27,8,235,116,36,87,30,4,277,109,25,96,45,6,282,48,30,73,52,13,220,16,12,59,39,7,135,5,12,28,39,4,89,1169,229,611,335,68,2406
217031471,13,4,0,148,138,12,10,0,3,171,139,9,22,0,0,172,159,11,12,0,6,186,118,14,17,0,4,155,56,7,10,4,0,77,16,3,3,4,0,30,10,3,9,4,4,33,1321,96,121,32,25,1598
217031472,42,9,0,663,605,56,42,5,10,714,669,31,60,9,4,772,629,46,43,3,4,732,454,32,62,4,0,549,214,17,23,9,6,270,68,14,12,3,10,107,21,3,7,5,9,41,6589,329,398,66,65,7453
217031473,25,10,0,125,65,30,43,7,3,144,76,20,44,12,6,148,48,31,43,22,5,147,53,23,44,22,3,140,19,14,45,20,0,108,12,13,38,20,3,91,6,3,26,27,9,72,776,184,368,167,48,1549
217031474,27,11,3,194,140,21,29,8,4,205,168,36,27,12,5,240,156,24,61,14,9,272,138,28,49,18,8,246,70,31,45,18,5,169,17,13,20,20,3,78,8,4,15,14,7,50,1548,218,324,152,67,2313
217031475,42,7,5,286,210,40,75,16,10,351,216,52,92,14,10,393,247,29,86,29,22,414,182,32,79,16,16,317,91,23,48,17,4,188,21,19,28,39,3,108,5,3,40,21,3,76,2230,309,603,191,95,3425
217031476,19,3,0,112,80,26,32,5,3,145,102,29,34,6,5,178,109,22,34,6,3,178,101,24,40,14,6,176,38,13,23,17,0,100,21,3,23,7,0,57,0,3,9,12,4,31,978,166,247,87,32,1504
217041477,45,16,0,184,116,33,64,14,3,227,112,39,63,19,5,243,109,39,94,28,16,278,101,34,69,22,10,231,45,11,73,20,7,157,8,14,36,22,3,82,6,15,37,24,15,95,1242,286,570,206,71,2372
217041478,36,7,0,294,232,42,76,17,9,365,230,44,67,16,10,373,245,38,72,24,19,393,175,23,74,26,10,311,88,24,73,23,4,212,27,18,38,20,11,109,6,9,22,24,12,68,2290,289,551,173,84,3381
217041479,58,9,3,509,398,26,50,7,8,482,379,49,68,12,3,515,350,29,44,7,9,439,275,34,63,9,0,378,106,18,35,6,0,167,20,8,18,13,0,63,11,4,4,4,0,23,4016,262,483,76,37,4866
217041480,80,7,14,1292,1183,99,86,10,5,1387,1253,121,76,15,10,1466,1170,88,67,11,18,1352,887,73,86,17,17,1069,343,25,62,14,4,440,90,19,31,11,11,152,30,13,17,6,8,70,11899,664,683,116,127,13485
297979799,0,0,0,24,36,0,0,0,0,36,34,0,0,0,0,35,34,0,0,0,0,35,12,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,194
299999499,3872,230,213,13467,6693,2195,4220,215,204,13522,6267,2248,4507,232,263,13516,5443,1834,4211,240,250,11974,4164,1383,3707,226,262,9740,1906,795,2019,214,139,5077,707,340,872,163,78,2149,326,189,453,240,86,1298,79049,16470,37324,2452,2182,137478
