POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
208011171,59,4,7,630,466,123,53,10,4,661,472,118,52,10,0,651,399,108,62,7,3,578,260,61,52,10,5,395,124,54,23,5,0,210,43,35,7,3,0,91,9,9,6,0,0,27,4856,744,433,65,31,6134
208011172,62,11,3,384,264,100,68,10,5,449,277,123,85,8,0,499,265,127,63,13,0,468,190,80,71,15,3,355,76,44,35,0,0,159,32,20,18,6,0,77,3,20,10,7,0,49,2968,702,548,95,27,4331
208011173,45,10,7,513,443,110,73,15,0,640,422,124,66,14,3,630,383,107,82,21,4,595,279,80,59,21,4,439,151,64,31,6,0,253,62,30,30,9,0,138,20,27,9,6,0,61,4345,728,528,116,31,5742
208021174,85,19,3,654,511,125,96,14,5,752,505,126,101,12,0,749,412,95,88,8,0,607,293,68,63,10,0,437,136,37,38,12,0,227,57,25,26,10,0,114,17,7,16,5,4,44,4929,759,683,117,34,6521
208021176,35,9,0,341,219,61,46,8,0,335,198,64,51,8,3,325,196,34,47,8,0,289,140,35,36,6,0,227,76,24,26,5,0,136,25,10,13,0,0,45,12,3,9,0,0,25,2936,431,422,84,14,3892
208021177,80,9,0,801,637,106,80,11,0,841,552,107,89,21,0,770,483,70,78,15,4,650,341,95,71,15,3,521,188,72,67,23,3,350,82,62,45,19,0,203,28,31,14,18,4,91,6105,780,765,154,37,7839
208021178,54,7,0,567,409,101,77,8,9,604,458,80,80,16,9,637,398,91,78,11,0,574,333,88,49,0,0,476,174,43,44,11,0,278,75,44,39,9,0,167,37,15,21,3,0,76,4643,658,616,85,35,6028
208021179,61,8,6,441,291,79,75,5,4,452,273,86,71,8,0,438,222,66,58,12,0,358,192,50,42,11,0,299,104,36,44,9,4,191,52,28,20,0,0,90,19,7,6,3,0,42,3832,551,519,79,25,5016
208021180,14,3,0,143,122,18,17,0,3,158,112,20,27,5,0,161,120,17,15,0,0,150,83,18,15,3,0,124,31,8,10,3,0,51,12,7,4,0,0,23,6,0,0,0,0,10,1090,149,164,21,6,1432
208021181,28,4,0,153,85,38,29,9,3,162,85,29,23,4,0,140,62,29,30,3,0,124,53,30,26,3,0,117,28,8,14,0,0,48,11,6,7,4,0,27,5,0,4,0,0,7,1016,216,225,36,8,1498
208021182,31,5,0,242,161,41,38,9,0,259,168,64,39,9,0,284,145,43,38,8,0,240,111,38,37,6,0,190,64,27,25,5,3,117,24,8,12,0,0,50,7,4,0,0,0,22,1977,337,312,52,15,2694
208021426,54,17,0,592,485,79,60,4,3,632,391,77,56,5,6,536,331,58,53,5,0,447,229,29,45,5,0,310,116,32,28,7,0,181,22,9,15,0,0,52,19,3,0,3,0,34,4439,420,436,76,25,5399
208021427,29,13,0,230,177,46,48,4,0,273,184,39,37,3,0,271,137,36,32,4,0,213,106,23,38,0,0,171,45,9,19,3,0,79,22,0,9,5,3,41,3,4,7,0,0,9,1536,287,300,49,8,2194
208031183,19,4,0,179,119,24,18,4,3,172,143,33,29,6,0,210,94,22,19,8,0,134,52,23,13,5,0,94,18,7,13,8,0,45,0,0,3,0,0,7,6,3,5,0,0,15,1087,156,158,37,7,1451
208031184,31,7,12,1401,1346,127,28,12,9,1521,1403,154,47,9,6,1616,1240,147,29,10,5,1434,863,95,23,8,9,1002,340,80,17,6,4,448,94,37,4,13,0,148,24,24,6,9,0,68,11504,967,277,90,78,12916
208031185,22,0,0,178,132,26,26,11,0,188,131,49,32,7,4,214,105,43,23,5,0,168,80,41,23,8,0,153,32,20,18,5,0,78,20,11,13,4,0,54,5,3,7,6,3,20,1397,278,231,54,14,1966
208031186,35,9,0,280,195,33,42,12,0,287,178,32,38,0,3,252,149,32,33,4,0,217,119,22,36,3,0,178,47,8,13,0,0,69,20,4,14,3,0,35,3,0,4,0,0,7,1891,244,300,43,17,2496
208031187,20,4,4,179,153,21,20,3,0,196,147,27,17,3,0,196,117,16,12,5,0,143,88,17,11,5,0,112,33,7,5,0,0,46,10,0,0,0,0,18,0,0,0,0,0,3,1437,134,140,23,13,1752
208031188,98,22,4,1273,1086,180,107,24,10,1401,999,183,118,15,8,1309,889,193,76,16,14,1179,596,136,71,22,7,828,280,99,54,19,9,452,106,41,23,8,7,188,50,13,15,5,7,87,11803,1301,797,162,86,14147
208031189,42,4,0,224,183,42,37,0,0,252,172,46,34,12,0,270,121,31,43,10,0,211,91,25,36,0,0,157,32,6,7,3,0,57,13,9,0,0,0,25,0,6,4,0,0,14,1542,255,313,51,4,2166
208031190,43,3,3,500,443,78,62,9,5,583,422,95,46,11,3,573,447,58,50,4,8,562,311,47,38,6,3,406,138,29,23,5,0,193,46,16,18,6,0,93,16,19,6,0,0,45,4623,481,389,60,28,5584
208031191,69,22,3,1879,1693,197,104,34,9,2032,1709,218,77,12,9,2024,1371,182,68,17,16,1658,1011,125,75,21,14,1245,440,94,45,32,0,604,159,40,23,13,0,235,42,29,17,16,4,102,15812,1393,665,208,96,18187
208031192,0,0,0,364,364,17,7,0,0,393,340,18,9,0,0,361,257,6,4,0,0,269,155,12,11,0,0,180,65,14,3,0,0,78,18,4,3,0,0,30,11,3,0,0,0,11,3338,104,44,3,12,3502
208031193,70,8,3,704,594,118,81,13,8,811,578,135,111,10,6,836,508,110,73,11,0,706,343,73,60,17,4,503,143,49,46,7,3,244,49,26,24,15,5,114,24,15,8,6,0,59,5725,814,643,116,49,7346
208041194,87,13,0,1069,888,140,110,11,7,1160,911,172,118,21,4,1228,789,135,83,24,5,1027,622,104,85,3,6,832,318,73,63,10,0,462,110,49,49,17,0,231,38,39,32,17,3,133,9421,1022,847,161,36,11486
208041195,65,22,6,1033,804,143,58,10,8,1018,759,126,72,12,12,980,503,110,70,11,3,692,421,85,54,14,0,575,197,49,27,15,0,296,91,32,31,12,0,164,19,12,16,8,6,63,12058,887,592,132,42,13710
209011196,23,5,4,284,208,40,34,4,5,290,174,39,31,7,0,250,194,36,25,0,0,255,129,19,21,0,0,168,55,8,8,5,0,80,12,12,4,0,0,27,8,0,0,0,0,18,1943,254,228,31,11,2472
209011197,71,13,0,684,554,72,59,8,5,705,533,79,48,6,0,668,464,70,63,10,3,607,413,50,62,3,0,528,170,34,21,6,3,234,44,19,18,0,0,83,18,8,11,5,0,40,6171,523,519,73,29,7322
209011198,64,11,0,1545,1359,76,63,10,5,1521,1329,75,76,12,8,1492,1204,63,46,10,9,1328,936,55,41,4,11,1047,472,42,42,5,4,562,118,18,15,3,0,159,31,10,11,9,3,62,14148,539,513,80,61,15349
209011199,63,10,8,834,726,99,53,12,8,885,746,95,62,5,3,901,660,95,60,12,0,824,562,85,35,6,4,693,241,43,32,7,0,324,71,26,11,4,0,108,21,21,9,3,0,54,6848,724,512,70,40,8192
209011200,43,3,0,409,290,60,43,3,0,398,326,66,42,11,0,440,245,80,47,6,5,384,209,39,43,8,0,307,96,37,37,9,0,174,30,17,20,5,3,75,10,9,3,3,6,29,3215,461,408,59,17,4162
209011201,16,0,0,133,81,42,17,0,0,144,105,48,32,0,0,180,50,52,17,6,0,119,45,25,20,6,0,101,26,23,18,3,3,75,13,21,9,10,0,49,4,7,6,0,0,22,976,286,211,33,4,1509
209011202,57,9,0,353,229,55,57,6,0,355,233,61,60,3,3,362,194,42,45,6,0,290,139,48,53,11,5,255,57,39,21,7,0,119,17,20,17,3,0,56,6,16,9,5,0,30,2379,450,436,64,13,3348
209011203,41,3,0,334,264,50,52,0,0,367,266,36,42,5,0,344,186,25,27,3,0,244,137,31,24,5,0,197,63,19,12,0,0,95,18,8,9,0,0,32,7,5,5,3,0,20,2672,270,296,36,18,3288
209011204,23,0,0,152,127,21,29,0,0,179,113,23,20,0,4,153,98,13,18,4,0,133,74,12,12,0,4,98,43,4,8,0,0,58,8,4,4,3,0,17,0,0,3,4,0,8,1176,134,176,24,11,1532
209021205,21,5,6,791,751,29,23,9,0,809,596,33,26,8,5,659,517,40,17,11,0,583,383,22,15,0,0,423,161,10,6,0,0,177,39,6,0,0,5,48,17,6,0,0,0,30,5795,221,180,40,26,6259
209021428,106,24,9,1792,1549,136,95,14,6,1801,1512,165,104,18,13,1808,1278,116,84,8,13,1495,954,84,62,17,9,1125,355,52,34,8,3,453,116,22,9,3,6,156,30,12,7,0,5,63,16255,1016,880,147,85,18384
209021429,36,5,5,312,195,25,40,0,3,269,197,21,46,4,3,273,182,18,22,0,4,228,134,4,20,4,0,162,67,7,14,0,0,94,19,5,4,0,3,38,3,3,0,3,0,15,2057,171,312,35,21,2595
209021523,32,5,0,172,100,13,24,3,0,152,78,13,26,5,3,126,88,7,20,0,0,122,63,13,17,3,0,97,28,3,12,0,0,46,13,3,7,0,0,20,0,0,7,0,0,16,1078,138,262,41,17,1529
209021524,20,0,0,134,92,11,8,0,0,113,94,12,15,8,0,129,73,10,15,5,0,103,50,3,10,0,3,69,18,8,15,0,4,39,9,5,5,0,0,15,0,3,0,0,0,8,866,94,127,16,16,1123
209021525,23,12,0,188,135,20,20,4,0,186,121,26,33,3,0,182,124,18,20,4,0,169,95,10,20,0,0,128,49,6,8,0,0,61,19,0,7,0,0,29,5,0,0,0,0,5,1510,187,234,33,11,1977
209021526,55,6,4,496,371,72,46,9,5,504,433,62,37,10,0,545,382,51,37,7,3,477,278,52,29,10,3,365,118,23,13,0,0,161,33,10,5,4,0,52,13,11,0,0,0,27,3797,467,374,59,38,4739
209031209,91,20,0,606,458,121,112,12,0,703,467,116,102,9,5,704,399,109,89,13,3,617,271,112,74,18,4,475,150,67,59,18,0,291,50,28,31,6,0,116,27,24,17,5,0,73,4903,795,805,126,30,6668
209031210,17,0,0,56,44,20,15,0,0,81,28,14,18,0,0,63,26,15,21,3,0,64,29,11,13,5,0,61,17,9,10,4,0,32,11,3,7,0,0,17,3,0,0,0,0,3,375,121,125,17,7,642
209031211,14,3,0,77,67,20,11,0,0,95,57,21,18,4,0,102,52,27,22,3,0,107,46,14,16,5,0,85,9,7,4,5,0,29,0,8,11,0,0,23,3,0,5,6,0,18,559,128,116,37,13,858
209031212,15,3,4,104,76,27,18,4,0,124,92,24,24,3,7,146,80,29,20,4,6,138,61,29,24,10,0,118,14,23,11,14,0,63,8,7,8,5,0,35,13,10,5,3,0,28,754,203,167,50,14,1179
209031213,24,5,0,241,169,30,14,6,0,231,155,45,22,3,0,227,133,48,28,7,0,215,106,35,19,3,0,165,37,17,18,4,0,85,17,5,11,6,0,41,13,5,5,0,0,23,1643,268,195,39,14,2166
209031214,16,3,0,136,92,53,20,3,5,166,108,48,33,0,0,202,100,30,32,0,3,162,78,46,15,6,0,140,32,16,16,4,0,74,15,16,14,9,0,48,0,0,4,0,0,11,911,306,212,39,13,1482
209031215,40,5,6,279,178,51,39,10,0,278,176,64,38,8,0,282,177,60,31,8,0,280,118,42,28,6,0,196,52,20,18,3,0,92,12,5,5,0,0,32,9,10,3,5,0,28,2084,388,333,49,26,2875
209041216,20,3,0,543,443,43,23,4,5,510,404,51,22,0,9,479,363,36,16,4,9,419,251,31,17,7,0,307,100,11,13,0,0,120,18,3,3,0,0,31,13,0,0,0,0,13,4212,297,176,39,29,4768
209041217,26,0,0,185,152,19,9,0,0,176,126,16,18,5,0,164,138,14,12,9,0,176,105,15,13,0,0,129,43,5,9,3,0,59,8,4,5,0,0,18,0,0,4,0,0,12,1649,122,140,19,7,1932
209041220,43,6,5,484,387,35,30,3,0,463,417,40,35,7,6,503,304,43,34,3,4,391,219,33,34,5,3,298,84,18,20,7,5,137,13,0,4,3,0,16,7,0,3,0,0,22,4854,332,338,64,32,5617
209041221,12,3,0,89,50,12,26,3,0,87,54,6,13,5,4,87,44,16,18,0,0,79,38,7,13,3,0,69,20,5,8,0,0,35,3,7,0,0,0,5,0,0,0,0,0,0,544,102,130,23,4,811
209041223,90,15,14,1831,1602,219,104,17,11,1966,1560,237,90,25,7,1915,1384,227,79,23,16,1733,942,166,65,21,7,1202,402,98,37,12,3,560,103,49,18,8,0,175,39,30,5,10,3,83,14746,1635,724,173,116,17393
209041224,66,7,0,330,208,46,48,4,0,300,187,47,32,10,5,276,147,37,39,7,4,233,103,39,20,6,5,173,55,18,23,10,0,107,12,8,9,3,3,32,7,9,4,3,0,23,2697,409,408,75,31,3623
209041225,30,4,0,207,174,42,29,4,4,247,153,48,20,5,3,231,140,35,20,6,0,211,107,32,24,3,3,172,42,18,10,3,0,73,13,8,14,3,0,32,6,9,8,3,0,32,1819,309,246,54,27,2459
209041431,25,0,0,180,127,10,18,0,0,158,111,13,12,0,0,148,116,21,22,3,4,157,83,21,16,0,0,114,21,8,4,0,0,27,13,0,0,0,0,13,3,0,0,0,0,8,1171,116,164,20,10,1480
209041432,40,12,10,1586,1306,94,33,16,9,1454,1222,83,35,7,9,1357,1031,63,31,12,5,1145,696,50,24,5,5,783,266,33,6,3,4,315,52,3,7,4,0,70,18,11,0,3,0,27,14062,620,292,98,82,15155
209041433,37,9,8,413,241,46,23,0,3,320,199,43,18,4,0,265,147,32,21,0,0,201,110,23,8,0,0,144,45,5,3,6,0,57,11,0,0,0,0,19,3,3,0,0,0,3,3033,326,218,41,26,3642
209041435,20,3,0,116,74,16,17,8,4,128,49,24,12,0,4,84,30,13,10,0,0,54,22,5,9,0,0,37,5,4,6,0,0,14,0,0,3,0,0,10,0,0,0,0,0,4,560,135,148,26,14,878
209041436,29,5,5,389,317,21,32,3,0,374,296,32,28,0,0,356,235,19,15,3,0,273,126,6,15,0,4,149,84,7,4,0,0,90,25,0,0,0,0,28,12,0,0,0,0,12,2968,172,219,30,23,3415
209041437,53,7,4,247,97,25,23,0,4,145,90,28,14,6,3,137,64,9,11,0,0,86,43,3,11,0,0,65,13,0,4,6,5,25,5,0,0,0,0,11,0,0,0,0,0,0,1346,275,343,46,25,2036
209041527,52,7,0,338,228,39,28,3,3,298,152,31,24,0,0,217,101,29,17,5,3,149,59,14,16,4,0,94,23,16,7,4,0,48,10,5,3,0,0,14,0,0,0,0,0,4,2051,243,276,40,12,2625
209041528,26,0,0,126,45,19,18,0,0,89,38,19,10,3,0,64,30,5,10,0,0,46,22,6,9,4,0,36,3,3,8,0,0,11,0,6,0,0,0,6,0,0,0,0,0,3,704,120,178,16,8,1025
209041529,14,8,0,137,87,19,15,4,0,125,101,21,22,0,0,142,105,7,23,7,0,136,81,13,11,4,6,103,36,6,0,0,0,48,15,0,6,0,0,14,0,3,4,3,0,11,1002,134,176,33,10,1347
209041530,30,0,6,315,244,34,30,0,0,308,229,40,29,12,0,310,180,28,21,0,3,237,130,29,21,0,0,180,68,21,8,4,0,96,14,6,9,5,0,32,6,0,0,0,0,7,2251,311,218,38,15,2830
209041531,16,0,0,150,60,18,27,5,0,107,56,4,10,0,0,75,31,11,5,3,0,51,35,4,3,0,0,41,10,0,5,0,0,19,4,3,0,0,0,6,0,0,0,0,0,6,844,109,150,17,9,1129
209041532,24,6,0,160,116,24,19,0,3,157,56,12,18,0,0,91,39,13,5,0,0,63,32,3,6,3,0,46,11,0,3,0,0,15,4,0,0,4,0,4,0,0,0,0,0,5,1076,116,158,20,8,1384
210011226,31,3,5,446,356,61,28,5,6,457,313,76,26,3,3,424,324,66,29,3,3,422,221,42,29,6,3,301,91,27,9,5,0,133,24,18,10,0,0,54,13,10,0,0,0,20,4139,478,262,53,30,4961
210011227,7,0,4,646,578,7,9,5,4,601,558,17,8,0,3,584,441,9,3,5,0,452,284,14,9,0,0,305,107,0,0,0,0,113,17,0,0,0,0,21,8,4,0,0,0,11,5597,99,48,16,31,5795
210011228,54,21,5,2043,1882,219,73,17,7,2196,1844,217,79,17,13,2174,1384,218,49,13,10,1671,1047,162,63,16,10,1290,388,90,22,16,8,519,103,50,15,8,5,171,33,30,3,9,0,78,16716,1565,535,145,94,19052
210011230,18,3,0,224,173,47,31,3,0,254,229,39,33,5,0,299,165,36,20,8,0,224,132,21,10,0,0,164,41,18,8,3,0,77,18,0,0,0,0,26,3,3,0,0,0,5,1956,262,197,35,10,2467
210011231,31,4,3,156,82,31,36,9,0,156,102,31,24,4,6,161,75,31,15,3,0,123,78,25,25,5,0,123,30,16,12,4,0,65,10,4,3,0,0,20,3,4,6,0,0,12,995,223,212,30,11,1470
210011533,20,4,0,165,106,18,23,0,0,148,94,28,19,9,5,151,85,22,21,5,0,132,74,11,12,5,3,108,26,10,11,4,0,48,7,0,8,0,0,20,4,4,0,0,0,12,1183,172,179,34,10,1583
210011534,29,3,0,245,190,39,43,6,0,274,207,33,29,8,6,283,174,43,40,9,3,265,121,19,18,5,0,158,71,14,17,4,0,103,18,10,8,8,0,46,10,3,3,0,0,16,1838,246,262,60,21,2424
210021232,55,15,5,450,328,78,47,11,3,462,312,100,49,12,0,473,267,64,47,10,5,391,198,56,42,15,0,317,85,22,26,8,0,133,24,21,18,10,0,72,8,3,11,3,0,27,3433,485,423,102,25,4464
210021233,17,0,4,106,73,11,19,0,0,109,58,14,9,3,0,87,45,17,19,4,3,87,28,10,13,5,3,57,26,9,5,4,0,48,8,5,5,0,0,27,0,5,0,4,0,15,563,104,114,20,16,827
210021234,10,3,0,76,38,12,8,3,0,62,62,19,21,0,0,105,48,26,13,4,0,92,23,15,17,0,0,58,10,10,8,0,0,26,5,4,6,4,0,18,4,0,3,3,0,14,543,121,122,28,3,819
210021235,36,13,4,226,153,35,32,10,0,236,144,62,44,11,3,262,130,38,35,9,6,221,92,33,41,13,0,171,56,14,26,12,4,114,21,9,8,14,5,55,0,19,18,18,4,59,1521,307,319,105,42,2301
210031236,62,12,7,579,396,83,60,11,6,559,431,86,67,19,3,600,347,74,39,10,3,474,262,57,32,4,5,361,109,28,14,3,0,149,28,19,13,4,0,54,19,6,8,0,0,35,4309,580,435,84,34,5440
210031237,36,8,6,278,225,29,32,8,0,291,206,25,35,4,7,277,187,31,21,10,0,251,127,5,16,11,4,157,38,7,13,0,0,67,20,4,5,0,0,28,3,0,3,9,0,11,1897,204,286,57,22,2467
210031439,3,0,0,22,16,3,8,0,0,28,14,8,3,0,0,21,6,0,8,0,0,11,4,3,5,0,0,17,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,101,29,41,0,6,173
210031440,17,0,0,163,107,5,19,5,0,128,115,10,13,0,0,131,102,10,14,4,0,126,64,5,5,3,0,80,21,0,8,0,0,28,4,0,0,0,0,7,4,0,0,0,0,0,1177,75,113,14,7,1382
210031535,21,3,0,239,174,27,35,4,0,234,177,16,26,5,4,227,144,16,24,0,6,187,120,14,13,5,0,147,37,0,0,0,0,41,18,3,4,5,0,25,3,0,0,0,0,4,1769,170,250,35,18,2238
210031536,14,0,0,158,80,22,26,3,0,131,97,19,16,5,0,135,94,18,18,0,0,126,70,10,12,0,4,98,26,4,9,0,3,51,12,3,0,0,0,15,3,4,4,0,0,6,1169,146,167,25,15,1522
210031537,10,0,0,68,52,12,6,3,0,77,54,18,10,0,0,82,38,13,11,0,0,63,31,9,5,0,0,38,17,4,3,0,0,31,8,0,0,0,0,8,0,0,0,0,0,0,652,103,84,17,3,862
210031538,36,5,0,242,172,40,45,0,4,264,151,39,48,8,0,241,172,33,41,4,3,252,120,23,20,0,0,164,45,5,9,0,0,60,16,0,0,5,0,19,5,3,0,4,0,8,1724,287,331,37,11,2401
210041240,24,5,0,198,141,24,36,7,0,204,153,37,18,8,0,216,142,29,30,7,0,211,112,23,34,3,0,177,53,12,8,4,3,79,18,7,7,7,0,41,5,7,0,8,0,20,1513,224,258,55,13,2068
210041539,17,3,0,57,21,10,8,0,0,44,21,8,9,0,0,36,20,8,9,0,0,35,13,9,7,3,0,26,4,0,6,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,296,68,93,7,6,467
210041540,51,6,4,600,441,83,45,5,6,578,456,83,43,8,8,603,404,57,42,5,5,515,288,32,32,4,0,361,123,18,28,17,4,185,41,6,12,3,0,64,17,4,4,0,0,22,5530,483,439,80,35,6578
210041541,5,0,0,83,92,13,21,4,0,125,72,18,18,0,0,109,49,21,22,4,0,99,39,18,14,3,0,72,22,11,10,3,0,49,8,5,0,0,0,16,0,4,0,0,0,10,759,125,151,19,5,1061
210051242,35,9,9,1416,1204,48,24,7,5,1291,1230,56,32,9,9,1332,1054,49,27,4,9,1137,740,25,19,0,6,793,274,16,9,5,3,304,82,9,0,0,0,94,19,6,0,0,0,29,12018,377,324,52,83,12848
210051243,112,18,25,2907,2537,309,101,26,24,3003,2423,323,102,29,20,2899,2187,307,92,19,14,2623,1400,205,53,15,14,1690,557,90,30,14,10,696,117,56,20,16,9,214,32,33,9,9,0,82,22967,2105,877,229,197,26381
210051245,38,8,4,414,335,33,40,4,3,410,324,38,47,3,4,412,341,39,38,3,4,416,225,39,18,6,0,286,95,17,13,5,0,131,18,11,3,0,0,37,12,3,5,0,0,20,3501,301,313,50,25,4193
210051246,42,10,3,336,188,57,33,10,0,284,174,45,58,3,0,283,144,48,55,8,0,258,115,38,34,4,0,187,39,21,13,4,0,79,14,10,6,6,0,40,0,0,6,5,0,17,2025,392,362,69,24,2879
210051247,17,3,5,89,63,10,13,0,4,94,50,14,26,3,0,93,62,8,20,0,6,97,39,6,6,0,0,52,23,9,0,0,0,28,4,3,0,0,0,14,0,0,0,0,0,0,581,106,160,23,12,884
210051248,31,0,9,1825,1829,40,16,6,9,1894,1921,51,15,6,9,2001,1586,44,16,0,10,1658,968,28,12,5,7,1016,296,19,9,0,0,324,58,3,3,0,0,69,15,0,3,0,0,22,15395,395,187,31,83,16084
210051250,27,6,0,489,413,39,14,5,0,473,370,55,23,5,0,456,280,50,18,6,0,357,193,30,27,5,6,259,87,18,16,10,0,126,23,16,7,10,0,53,6,5,0,5,0,12,3684,357,222,51,23,4332
210051441,12,0,5,128,93,18,14,5,0,134,96,10,10,3,0,115,83,10,15,0,0,109,55,7,9,0,0,78,24,0,0,0,0,25,5,0,0,0,0,6,0,0,0,0,0,0,1185,118,117,15,12,1437
210051442,25,9,7,206,106,14,21,3,0,143,87,14,12,0,0,113,72,13,11,0,0,96,58,7,8,0,0,76,22,4,0,0,0,33,6,0,0,0,0,6,3,0,0,0,0,3,1341,125,147,23,13,1656
210051443,73,8,0,575,355,64,47,11,3,481,368,51,38,5,0,474,281,49,34,5,0,364,198,28,19,4,0,261,67,13,8,0,0,94,22,3,3,0,0,31,5,5,7,0,0,16,3886,510,402,74,22,4897
210051445,43,10,0,281,160,24,22,4,4,217,133,23,22,5,0,181,96,28,22,7,0,144,55,8,5,0,0,71,21,4,4,0,0,33,4,3,0,3,0,8,0,0,0,0,0,4,1893,354,315,59,21,2642
210051542,13,0,0,78,25,11,6,0,0,48,21,6,6,0,0,29,6,0,5,0,0,14,6,0,4,0,0,10,4,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,345,89,108,10,7,560
210051543,30,3,4,273,165,26,22,6,5,219,117,15,13,5,0,153,87,13,8,0,0,112,57,13,5,0,3,77,18,0,0,0,0,22,4,0,4,0,0,5,0,0,0,0,0,0,2434,199,200,32,22,2892
210051544,37,10,5,921,744,83,25,3,4,861,758,61,34,7,10,871,616,51,26,8,3,704,365,37,6,0,7,418,142,12,16,0,3,166,26,4,0,0,0,37,10,0,0,0,0,17,7346,463,294,58,52,8221
210051545,35,3,0,118,78,19,25,0,4,121,47,10,18,0,0,81,41,11,11,0,3,64,16,4,10,0,0,31,13,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,645,116,176,16,15,971
211011251,72,13,11,1422,1251,147,78,25,13,1508,1251,165,82,11,15,1526,1217,184,85,17,5,1513,793,144,64,13,3,1020,363,69,29,11,4,473,92,40,18,12,0,161,34,32,10,11,7,95,11621,1152,637,158,67,13634
211011254,68,21,7,2058,1890,125,54,14,5,2085,1821,150,58,13,11,2053,1541,106,51,6,10,1719,1043,86,56,14,0,1201,392,70,23,14,4,495,95,32,15,10,0,147,30,26,8,4,3,68,15872,938,508,142,55,17517
211011255,16,3,0,77,28,16,14,0,0,65,30,31,18,10,0,94,42,20,20,3,0,88,27,16,17,4,0,63,12,13,3,0,0,26,5,0,3,0,0,13,0,0,0,0,0,7,413,145,131,21,0,706
211011256,39,8,0,621,518,45,39,4,4,605,434,59,39,8,5,539,438,64,49,6,5,560,278,52,31,6,0,366,119,19,17,4,0,156,38,10,9,0,0,58,5,0,4,0,4,12,5053,393,347,61,16,5866
211011257,19,0,0,352,278,53,21,3,0,359,292,48,34,3,4,383,256,48,23,4,0,329,169,30,22,8,0,230,58,17,14,0,3,91,17,7,0,0,0,20,5,0,5,0,0,10,2623,304,184,30,14,3154
211011258,22,7,0,257,210,27,34,5,0,274,216,38,35,0,3,291,192,41,24,6,0,264,122,35,23,6,0,185,44,14,6,3,0,61,3,11,12,4,0,27,4,6,3,0,0,10,2031,247,222,36,10,2543
211011259,32,4,0,443,417,44,47,5,0,522,410,39,35,0,0,490,398,40,35,10,0,480,313,52,28,4,3,395,138,30,34,0,0,202,38,13,18,0,0,66,16,6,5,6,0,28,4089,313,322,52,14,4792
211011260,52,12,0,736,656,70,36,3,5,773,632,71,51,9,0,758,570,58,50,11,6,694,395,62,51,6,4,510,186,35,25,12,0,252,55,14,17,4,0,88,19,14,6,6,5,40,6853,486,422,77,34,7877
211011446,64,11,0,609,561,86,66,9,5,729,548,83,62,8,6,714,508,58,68,5,0,640,387,68,61,11,7,532,172,45,41,13,5,273,61,22,25,8,0,109,10,7,9,4,0,37,5631,616,609,93,30,6973
211011447,41,4,0,290,211,43,36,4,0,289,228,42,34,6,0,309,188,38,31,5,0,271,141,24,31,9,3,210,53,18,18,0,0,88,18,4,14,3,0,40,6,3,12,6,0,29,2161,284,315,49,13,2820
211011448,42,10,0,524,427,60,49,7,4,540,452,79,58,11,0,601,379,64,51,3,0,505,328,54,35,5,3,422,137,26,31,3,3,206,38,10,10,5,0,63,13,9,5,8,0,29,4637,495,417,73,16,5638
211011449,14,4,0,76,41,11,10,0,0,64,41,11,12,0,0,68,28,10,19,0,0,51,27,6,7,0,0,44,10,3,9,0,0,23,4,3,3,0,0,7,0,4,0,0,0,8,367,78,104,18,4,569
211021261,30,8,0,295,214,59,39,13,0,324,221,78,44,13,0,358,188,67,49,14,3,319,149,53,43,13,3,251,62,36,31,13,0,148,26,23,10,3,0,66,11,8,15,12,0,46,1976,432,357,104,12,2874
211021262,28,0,0,165,143,63,40,12,0,256,173,81,39,3,0,298,167,63,48,15,0,293,113,46,37,13,0,209,49,37,20,3,0,116,13,18,17,9,0,55,9,22,12,11,0,48,1613,412,320,87,9,2438
211031263,40,9,4,1037,885,115,40,9,5,1056,906,119,58,12,4,1097,799,131,47,5,4,997,567,92,36,6,11,718,231,54,18,8,3,312,64,34,10,3,0,109,20,22,3,7,0,50,8465,841,400,91,65,9859
