POW_SA2_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
201011001,0,3,5,3,0,8,7,16,0,40,0,0,3,8,10,10,3,16,0,56,0,3,3,4,9,4,0,13,0,36,0,0,0,5,0,0,3,8,0,20,0,6,0,3,0,4,0,3,0,14,0,0,3,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,5,8,17,31,29,33,51,24,121,3,319,0,0,0,0,0,0,0,0,0,6,0,8,0,0,3,3,4,0,0,14,0,4,0,4,0,6,0,3,0,27,0,8,5,4,0,6,0,7,0,35,0,8,8,6,0,7,0,8,0,40,0,10,4,3,7,9,0,11,0,38,0,5,6,3,4,9,5,6,0,40,0,8,4,8,10,8,4,9,0,36,0,4,4,5,0,0,0,0,0,18,0,6,4,6,0,0,0,0,0,22,0,3,7,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,10
201011002,0,12,17,12,11,35,12,52,0,158,7,14,9,12,24,30,13,35,0,145,3,4,12,6,25,33,9,43,0,139,3,5,15,11,12,28,10,32,0,115,3,12,7,5,7,12,3,20,0,69,0,9,6,4,6,3,3,0,0,32,3,3,0,0,4,0,0,0,0,15,29,83,110,69,121,227,90,273,12,1018,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,4,3,0,25,3,9,7,7,5,10,0,7,0,42,6,11,9,10,10,11,6,6,3,66,0,15,19,5,9,15,5,7,0,77,0,10,13,3,7,17,4,22,4,93,0,19,15,7,17,20,4,20,0,103,0,15,16,6,6,16,9,14,0,81,5,10,11,7,14,19,5,20,0,93,6,22,12,10,4,10,4,4,4,73,0,8,13,4,3,9,3,10,0,48,0,0,0,3,3,3,3,4,0,20
201011005,0,0,4,0,0,3,0,8,0,15,0,0,0,5,6,9,4,4,0,22,0,0,3,0,0,0,0,3,0,14,0,3,5,4,0,3,0,4,0,17,0,0,0,6,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,17,13,15,32,10,27,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,11,0,7,4,0,0,3,4,0,0,15,0,0,0,0,0,0,0,4,0,19,0,4,0,0,0,7,0,3,0,15,0,3,4,3,3,5,0,0,0,27,0,4,5,4,0,3,0,4,0,20,4,6,0,0,0,0,0,8,0,24,0,9,0,0,0,0,0,3,0,15,4,5,0,0,0,0,0,0,0,13
201011006,0,7,6,3,0,15,6,20,0,56,0,3,3,0,3,15,0,27,0,56,0,0,7,0,3,6,0,15,0,43,8,3,4,0,0,9,8,8,0,42,3,5,4,0,0,4,0,3,0,23,0,5,4,0,0,4,0,4,0,17,0,0,0,0,0,0,0,0,0,4,5,26,33,20,43,86,25,144,5,394,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,13,0,4,3,3,3,5,4,5,0,26,0,4,3,3,3,5,0,7,0,34,0,0,7,6,0,8,0,9,0,41,0,0,6,0,8,5,0,8,0,29,0,7,0,4,3,0,0,9,0,28,0,4,4,0,0,11,0,7,0,27,4,5,0,0,3,12,4,15,0,34,0,3,4,5,5,6,4,8,0,37,0,9,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,0,8
201011007,0,0,0,0,0,4,0,4,0,11,0,3,0,0,0,0,0,6,0,6,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,12,22,3,27,0,83,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,3,0,10,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,4,3,0,0,3,0,3,0,14,0,3,0,0,4,0,0,3,0,22,0,0,0,3,4,0,0,0,0,16,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,0,11,5,0,0,0,0,0,0,0,0,3
201011008,0,3,3,3,4,17,8,36,0,77,0,3,4,5,12,12,9,33,0,83,5,6,3,4,21,16,6,23,0,80,5,3,0,0,4,14,3,15,0,55,0,3,0,4,5,5,0,9,0,31,3,4,3,0,0,4,0,0,0,16,0,3,0,0,0,0,0,0,0,7,14,40,32,27,72,109,40,201,5,554,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,10,4,0,12,7,7,5,3,0,0,44,0,4,4,3,3,7,0,10,0,36,0,10,3,4,5,11,0,6,0,42,4,5,3,3,0,10,4,9,0,36,0,3,12,3,3,14,0,12,5,48,0,12,6,0,0,12,0,9,0,48,5,11,9,0,3,5,3,10,0,42,5,11,5,4,3,10,8,3,0,35,0,7,9,0,0,0,3,3,0,28,0,7,5,0,0,6,0,0,0,12
201011481,0,0,4,3,3,8,0,7,0,32,0,0,0,3,6,6,0,16,0,32,0,3,5,0,0,4,3,4,0,23,0,5,4,0,3,3,0,7,0,20,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,15,15,13,21,45,11,68,4,193,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,9,5,3,4,0,0,0,0,0,0,15,0,6,6,6,0,0,4,9,0,25,0,7,7,0,0,7,4,0,0,23,4,7,0,3,0,6,0,4,0,19,3,3,0,0,0,6,0,5,0,25,3,0,3,0,0,3,0,4,0,26,6,6,4,7,0,7,0,8,0,34,0,6,0,4,5,6,4,6,0,27,0,9,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6
201011482,0,0,5,3,0,8,3,11,0,34,0,0,0,6,3,8,3,5,0,39,0,5,3,7,4,7,0,4,0,35,0,0,3,8,7,3,4,4,0,26,0,0,4,0,0,0,0,6,0,18,0,4,4,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,5,34,25,27,22,55,17,53,3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,4,0,3,0,0,0,0,21,0,6,3,0,3,9,4,0,0,29,0,3,5,3,7,10,0,12,0,36,0,3,0,3,0,3,4,5,0,26,0,12,7,0,8,4,0,15,0,40,0,3,9,0,0,0,0,7,0,27,0,11,9,0,0,6,3,3,0,44,4,9,5,7,6,4,0,3,0,34,0,7,5,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,3
201011483,0,0,4,0,5,3,3,10,0,26,0,0,0,4,4,6,0,4,0,16,0,0,4,5,0,4,0,5,0,23,0,0,3,4,0,0,0,4,0,14,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,13,22,15,28,34,10,55,0,176,0,4,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,4,0,24,3,6,4,0,0,5,0,3,0,21,0,4,0,4,5,3,0,0,0,26,4,4,4,6,0,6,0,0,0,24,4,11,6,0,0,5,0,5,0,35,0,3,3,0,0,7,4,3,0,18,3,6,0,0,3,6,0,3,0,20,0,9,3,3,8,3,0,5,0,30,0,5,3,0,0,3,0,0,0,13,0,0,0,0,4,0,0,0,0,6
201011484,0,4,0,0,4,10,0,6,0,20,0,0,6,0,3,9,5,10,0,22,0,0,0,0,4,0,0,9,0,17,0,0,3,0,0,0,3,7,0,17,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,7,13,39,15,48,4,152,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,20,3,3,0,0,6,3,0,0,0,24,0,6,3,5,0,3,0,0,0,16,0,7,5,3,3,5,0,3,0,24,0,5,3,0,0,0,0,5,0,25,0,0,3,0,0,5,3,3,5,16,3,4,3,0,3,3,0,0,0,22,0,5,0,3,4,0,0,3,0,22,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6
201021009,0,0,0,0,6,7,0,7,0,19,0,4,0,0,4,5,0,3,0,17,0,4,0,4,4,0,0,3,0,20,0,4,3,0,0,3,0,3,0,20,0,0,0,0,0,4,0,3,0,6,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,5,19,19,6,19,37,9,56,0,163,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,4,0,3,6,15,0,5,5,0,0,0,0,0,0,18,5,5,0,0,0,0,0,4,0,20,0,3,3,0,0,0,0,9,0,21,0,4,0,5,5,6,0,7,0,23,0,3,3,0,0,3,4,6,0,30,0,4,3,0,4,4,0,6,0,24,0,0,0,0,0,0,0,9,0,9,0,3,0,0,0,6,0,0,0,13
201021010,5,0,0,5,0,6,0,12,0,33,0,0,0,0,5,6,5,3,0,21,6,0,0,4,5,11,0,17,0,35,0,5,0,0,0,0,0,9,0,17,0,5,0,0,0,0,0,9,0,15,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,10,12,17,16,6,23,42,12,80,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,3,0,14,0,3,0,0,0,4,0,0,0,16,0,6,6,0,4,3,0,6,0,21,0,8,4,0,0,5,0,10,5,26,0,3,13,8,0,4,3,4,0,41,0,3,4,5,0,4,0,5,0,26,0,4,3,3,8,3,3,3,0,29,3,13,12,7,5,4,5,11,0,57,0,0,0,9,0,5,4,6,0,28,0,6,0,0,0,4,0,3,0,17
201021011,0,0,0,3,4,4,6,16,0,43,0,6,4,5,9,15,7,24,0,69,0,8,4,3,4,15,5,19,0,62,5,11,3,5,3,13,0,17,0,55,0,6,4,0,3,7,5,6,0,35,0,6,6,3,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,10,8,56,39,35,34,83,21,124,3,403,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,5,0,0,4,5,0,4,0,20,0,3,3,0,3,8,6,6,0,38,3,15,9,8,3,12,3,13,0,69,3,19,7,12,3,11,4,10,0,69,11,15,14,6,5,12,3,16,5,84,4,21,20,4,10,14,12,17,4,104,9,28,9,13,3,5,0,16,0,84,6,24,17,5,3,14,3,9,0,82,5,21,10,5,4,9,0,13,0,66,0,18,3,0,3,0,0,11,0,44
