POW_SA2_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
205051099,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,0,5,0,5,0,11,0,0,0,0,0,3,0,8,0,23,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,0,0,8,0,0,6,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,4,9,5,20,3,31,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,0,0,14,0,7,3,5,0,7,0,0,0,14,0,3,0,0,0,4,0,6,0,14,0,3,3,0,3,0,0,7,0,18,0,0,0,8,0,5,0,5,0,14,4,9,5,0,4,9,0,7,0,28,0,6,3,3,6,3,0,5,0,29,0,3,5,0,0,3,0,4,0,22,0,0,0,0,0,0,0,8,0,16
205051101,0,0,6,0,0,8,0,20,0,34,0,0,6,3,3,6,3,13,0,38,0,4,0,0,5,11,4,17,0,46,0,7,3,0,0,3,4,11,0,23,0,3,3,0,0,0,0,9,0,16,0,0,4,0,0,5,0,4,0,13,0,0,0,0,0,3,0,0,0,5,7,17,28,11,31,57,24,103,6,280,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,4,0,15,0,6,3,0,3,12,0,6,0,33,3,10,3,3,0,11,7,7,0,43,0,8,10,3,0,7,0,16,6,49,0,0,7,3,7,8,3,26,0,56,0,7,7,7,3,13,3,19,4,61,0,6,6,5,3,7,4,17,0,46,6,8,13,5,3,8,0,12,0,68,3,13,6,3,0,14,4,26,0,74,0,14,7,10,0,4,0,12,0,56,0,9,8,8,0,3,0,5,0,34
205051102,0,0,0,0,5,0,0,6,0,8,0,3,0,0,4,0,0,4,0,18,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,3,5,18,5,38,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,6,0,4,0,18,0,0,0,0,0,4,0,20,0,25,0,0,4,0,0,3,0,17,0,24,0,8,0,0,0,3,0,14,0,29,0,4,0,0,0,5,3,5,3,21,0,0,3,0,0,0,0,7,3,16,0,5,0,4,6,0,0,18,0,29,0,4,4,0,0,3,0,8,0,25,0,0,0,0,0,7,0,7,0,24
205051103,0,0,3,0,11,14,5,19,3,58,0,0,6,5,6,9,4,24,0,53,0,3,0,3,5,5,6,21,0,46,0,6,4,0,3,13,4,4,0,38,0,3,0,0,3,4,5,8,0,28,0,0,0,0,0,4,0,4,0,8,3,0,3,0,3,4,0,0,0,10,8,21,36,12,51,74,33,130,3,378,0,4,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,16,5,5,8,9,9,4,5,8,0,43,7,11,8,0,3,6,3,3,0,35,3,15,17,3,4,15,5,9,0,59,0,3,14,6,4,10,6,19,0,53,0,8,3,5,6,8,3,9,3,50,0,7,6,8,0,9,3,17,0,56,0,6,9,4,3,10,0,7,0,49,0,4,9,4,3,10,3,14,0,57,0,13,6,4,0,4,0,4,0,32,0,15,0,0,0,4,0,0,0,23
205051104,0,4,0,0,0,3,0,5,0,11,0,0,0,0,0,6,3,11,0,17,0,0,4,0,0,6,0,6,0,13,0,3,0,3,0,0,0,3,0,13,0,0,0,5,0,0,6,3,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,13,11,15,5,28,10,48,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,0,4,0,0,0,0,0,5,0,12,0,0,0,0,0,4,3,5,0,17,0,8,4,0,0,7,0,12,0,24,0,4,3,0,0,5,0,13,0,29,0,9,4,3,0,13,5,14,0,47,5,9,0,0,0,5,0,14,0,39,0,10,7,6,0,7,7,18,0,45,0,6,4,0,0,3,6,8,0,38,0,4,0,3,0,4,0,5,0,22
206011106,0,6,3,3,0,9,3,11,0,36,0,0,6,6,3,9,4,18,0,47,0,0,0,3,7,12,0,11,0,35,0,5,4,0,0,7,0,3,0,26,0,3,0,3,0,3,0,3,0,14,0,0,5,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,31,36,37,45,83,18,115,0,372,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,18,3,16,11,3,0,18,0,5,0,52,3,24,13,12,7,13,5,9,0,82,0,14,12,12,6,10,7,13,0,79,4,13,9,15,8,13,0,10,0,74,0,8,8,6,0,3,0,6,3,42,0,11,5,5,0,3,0,0,0,28,0,10,0,0,8,4,0,7,0,31,0,4,5,3,0,4,0,4,0,21,0,6,4,0,4,3,0,0,0,12,0,0,5,0,0,0,0,0,0,9
206011107,0,0,3,8,5,9,4,9,0,32,0,5,0,4,5,0,0,16,0,33,0,4,4,4,3,6,0,5,0,22,0,5,4,5,4,0,0,6,0,20,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,21,22,23,54,8,47,4,211,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,19,0,14,7,4,3,6,0,7,0,44,0,6,3,5,3,9,0,16,0,49,4,12,8,9,7,13,0,8,0,55,3,7,6,4,4,8,6,9,0,44,4,9,4,4,6,7,0,10,0,45,0,8,5,4,4,9,0,3,0,34,0,8,3,10,0,0,0,6,0,28,0,9,4,0,0,3,0,9,0,25,0,7,3,5,0,0,0,0,0,13,0,5,4,4,0,0,0,0,0,13
206011109,0,3,0,0,0,9,3,3,0,30,3,0,6,0,4,5,0,7,0,24,0,0,0,3,3,13,0,4,0,25,0,4,6,4,0,3,0,4,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,25,21,16,14,45,9,39,0,180,0,4,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,12,3,7,3,0,3,9,0,7,0,23,4,5,0,0,0,6,0,3,0,24,0,4,5,4,3,3,0,0,0,24,4,6,10,0,0,8,0,3,0,29,3,11,0,5,0,7,0,3,0,28,6,3,3,6,0,0,0,0,0,25,0,7,3,3,0,4,0,0,0,15,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
206011495,0,0,5,8,11,18,3,12,0,59,0,5,8,0,7,8,4,19,0,53,0,6,0,6,5,6,10,12,0,38,0,4,0,3,5,9,5,9,0,43,0,0,3,0,7,6,0,0,0,19,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,6,14,27,35,38,65,120,32,102,4,436,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,6,0,0,0,22,5,14,20,6,3,12,0,9,0,64,0,19,12,7,12,28,6,11,4,99,3,11,13,6,6,11,3,5,0,72,3,12,9,7,3,13,4,5,4,61,0,9,9,9,7,15,5,4,0,60,0,0,7,4,3,3,5,10,3,42,4,6,8,0,0,3,0,4,0,30,0,10,6,7,0,3,0,7,0,33,0,11,6,0,3,4,0,0,0,23,0,5,0,0,0,6,0,0,0,17
206011496,0,14,4,10,20,30,10,19,0,104,0,4,6,0,7,21,8,33,0,92,3,3,10,5,5,17,10,20,3,76,3,0,4,3,9,7,5,17,0,42,0,0,4,6,0,6,0,8,0,28,0,4,0,0,5,0,3,11,0,26,0,0,6,0,0,8,0,0,0,15,12,42,62,50,81,158,58,179,10,651,0,0,0,0,0,0,0,0,0,0,4,9,7,0,0,4,0,0,0,24,8,23,21,0,11,13,0,0,4,80,5,29,14,14,13,33,4,14,0,124,9,18,12,17,13,21,0,11,0,108,8,20,11,14,12,12,0,7,0,84,4,10,18,3,13,8,3,11,0,73,0,5,10,3,5,12,6,15,0,56,3,6,12,0,8,3,0,7,0,47,4,5,5,3,5,5,0,4,0,33,0,5,7,0,0,6,0,7,0,23,0,4,0,0,6,0,0,0,0,15
206011497,5,8,6,8,11,11,3,16,0,58,4,3,4,3,10,6,5,22,0,54,0,8,4,12,3,17,0,10,0,62,0,0,4,0,12,7,0,6,0,28,0,5,4,0,4,4,0,3,0,28,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,17,45,49,39,62,92,26,77,6,415,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,18,3,15,6,10,4,13,0,0,0,44,8,10,13,11,9,19,4,0,0,74,5,21,18,12,0,19,3,7,0,89,4,11,7,8,12,10,0,11,3,62,0,18,5,8,8,9,4,12,0,55,3,6,8,7,8,8,3,7,0,58,0,6,10,6,5,9,0,7,0,48,0,5,5,3,3,5,0,5,0,27,0,5,3,0,0,0,0,7,5,17,0,3,0,3,0,0,0,0,0,11
206011498,0,0,0,6,7,9,0,6,0,37,0,0,4,0,3,13,0,6,0,28,0,3,4,4,4,0,0,8,0,24,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,4,0,5,0,13,0,0,3,0,5,0,0,3,0,11,0,4,0,0,0,0,0,0,0,4,6,21,29,19,24,37,8,60,4,207,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,3,0,14,0,5,9,10,6,3,0,5,0,36,0,6,6,7,0,11,0,7,0,41,4,3,7,10,0,10,3,5,0,44,5,10,11,4,6,9,0,5,0,43,0,9,12,10,0,9,5,0,0,42,0,11,3,0,0,5,3,8,0,39,0,10,6,3,4,0,5,14,0,37,0,3,9,3,0,0,0,0,0,18,5,6,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
206021110,0,0,6,0,5,19,4,26,0,62,0,6,6,7,16,21,9,17,0,76,0,9,0,3,12,9,5,28,0,65,0,7,3,5,10,10,3,18,0,55,4,8,4,3,4,5,0,13,0,35,0,3,6,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,12,32,40,41,60,105,43,144,8,483,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,6,0,0,9,0,0,0,0,24,3,4,7,6,4,7,8,3,0,33,9,7,11,7,3,6,5,4,0,53,0,13,6,7,5,6,0,3,0,39,3,7,7,10,6,4,3,4,0,45,0,11,12,11,7,13,8,3,0,60,0,0,5,8,4,4,4,6,0,34,0,9,7,8,10,7,0,4,0,44,0,9,11,0,3,8,0,0,0,25,3,8,0,0,0,3,0,0,0,15
206021112,0,11,4,10,9,14,3,23,0,75,0,6,0,8,5,15,7,28,0,72,0,0,7,8,9,17,3,17,0,56,0,4,0,5,6,12,0,11,0,54,0,6,3,5,3,5,0,0,0,28,0,9,0,3,0,4,3,3,0,19,0,0,0,0,0,0,0,0,0,5,10,49,36,55,55,138,30,145,8,529,0,4,0,0,0,0,0,0,0,4,0,3,0,4,3,3,0,0,0,11,0,21,5,3,0,16,0,7,0,50,5,24,10,11,14,18,0,19,0,104,9,17,11,12,10,11,0,12,0,86,0,12,16,11,12,9,4,11,0,80,0,17,16,8,9,16,4,13,0,83,5,25,14,12,7,6,7,7,0,78,0,19,4,11,7,11,0,9,0,50,3,10,9,3,3,9,0,5,0,44,3,9,12,7,3,0,0,3,0,35,0,3,0,0,0,0,0,0,0,13
206021499,0,6,8,4,8,12,0,18,0,57,4,7,8,7,10,18,7,10,0,67,0,6,5,12,0,8,7,13,5,52,0,6,0,5,0,7,0,5,0,29,0,8,5,0,3,0,0,3,0,17,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,4,11,38,33,46,40,83,26,95,9,375,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,13,3,13,5,6,9,4,0,3,0,40,5,10,12,5,12,14,4,8,4,71,0,13,11,3,6,5,0,3,0,51,7,16,14,6,3,13,3,0,0,67,3,18,14,6,7,12,5,12,0,77,6,22,10,11,5,9,0,11,0,75,3,8,12,6,6,7,0,7,0,50,6,18,6,6,0,0,3,8,0,46,0,9,7,3,0,4,0,7,0,28,0,4,0,0,0,0,0,0,0,9
206021500,3,4,8,10,4,9,0,12,0,54,0,8,3,0,10,19,9,15,0,59,0,0,4,0,3,8,6,10,0,34,0,3,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,28,35,34,31,75,22,79,0,305,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,16,4,10,8,7,6,3,0,3,0,47,8,12,8,10,11,20,0,0,0,73,6,13,15,13,9,14,4,0,0,66,4,14,15,7,8,13,0,7,0,68,0,6,14,6,10,10,0,3,0,59,3,11,7,9,9,16,4,13,0,68,6,3,7,9,0,8,0,6,0,35,0,9,7,0,0,3,0,3,0,26,0,10,10,0,0,0,0,4,0,24,0,3,4,0,0,0,0,5,0,14
206031113,0,9,8,4,8,14,3,18,0,63,0,4,7,6,6,11,0,17,0,46,0,9,8,0,4,16,0,9,0,44,0,5,5,4,0,4,3,9,0,28,0,5,0,5,0,0,0,7,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,12,37,36,32,41,80,18,84,4,339,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,17,3,9,3,8,0,7,0,3,0,36,4,17,7,0,7,5,0,8,0,50,0,5,10,6,3,0,3,4,0,35,3,10,7,0,0,10,0,17,0,43,0,7,9,6,10,4,0,8,0,47,0,3,6,4,0,4,0,4,0,32,0,10,9,3,0,0,0,9,0,32,4,8,0,6,0,5,0,3,0,31,0,4,0,4,3,5,0,0,0,21,0,3,0,0,0,3,0,0,0,7
206031115,0,3,0,0,3,11,0,13,0,35,0,0,0,0,0,3,0,14,0,22,0,7,4,0,0,9,3,5,0,22,0,3,3,0,4,0,0,5,0,17,0,0,5,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,17,8,16,52,9,52,3,186,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,3,3,0,0,3,0,0,0,20,0,9,10,3,5,4,3,5,0,35,0,6,9,0,7,0,3,6,0,26,3,7,3,3,3,9,0,3,0,34,0,4,4,0,0,5,0,0,0,30,0,3,4,0,3,6,0,0,0,14,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
206031116,3,7,9,7,15,27,10,22,0,97,3,7,13,7,13,31,6,25,0,110,3,4,9,4,11,27,16,16,0,90,4,4,9,11,13,12,0,17,0,67,0,0,3,3,3,0,3,5,0,35,0,3,4,3,3,0,0,7,0,19,0,0,0,4,0,0,0,0,0,12,26,48,59,56,95,159,46,162,8,660,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,4,0,0,0,17,3,13,4,3,3,9,0,3,0,47,4,11,6,6,3,5,0,4,0,52,6,20,8,11,5,11,0,8,0,69,0,12,9,6,7,7,5,7,0,56,4,15,12,12,3,14,9,12,0,79,4,5,4,10,4,11,6,11,0,52,8,10,10,5,9,13,6,16,0,66,4,0,8,5,5,11,4,8,0,46,0,10,7,3,6,3,0,0,0,38,0,9,0,0,0,0,0,3,0,21
206031501,0,0,11,7,10,15,4,21,0,71,0,7,10,10,7,20,8,33,3,87,0,3,7,9,9,20,5,25,0,67,0,5,12,8,3,20,4,7,0,57,4,3,3,3,6,5,0,4,0,26,0,5,3,0,0,0,0,5,0,16,0,0,0,0,0,0,0,6,0,7,9,44,54,53,37,115,29,128,7,482,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,3,0,0,0,12,5,6,0,0,0,3,0,0,0,21,5,5,5,3,3,6,0,7,0,31,5,7,4,4,3,0,4,7,3,39,0,8,3,5,0,6,4,4,0,37,0,15,7,3,5,12,0,3,6,49,3,16,7,4,8,16,0,8,0,63,0,9,10,6,0,11,0,8,0,48,0,6,4,0,4,3,0,5,0,25,0,5,0,0,3,5,0,0,0,17,0,7,0,0,0,0,0,0,0,9
206031502,0,0,6,7,7,12,6,28,0,66,0,8,10,3,9,19,0,15,0,70,0,4,6,9,4,11,6,21,0,62,4,0,9,0,0,9,5,10,0,44,0,0,3,6,4,0,4,10,0,25,0,5,8,0,0,0,0,0,0,14,0,0,6,0,5,0,0,0,0,9,3,35,62,41,53,108,23,161,7,486,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,0,0,0,0,11,0,5,0,4,6,12,0,3,0,32,5,9,11,9,3,8,0,6,0,51,0,10,0,4,9,5,0,5,0,38,0,5,13,3,0,5,3,10,3,48,3,5,8,0,3,13,8,10,0,44,5,13,5,4,0,6,3,10,0,42,0,7,9,7,7,5,3,5,0,36,3,13,4,3,4,4,0,0,0,38,0,9,3,4,6,4,0,0,0,28,0,3,5,0,0,6,0,5,0,14
206041117,0,8,7,8,10,21,6,22,5,93,5,5,7,13,12,18,7,37,0,99,0,15,7,7,8,19,9,26,0,88,5,3,8,7,4,7,6,21,0,53,0,7,8,0,4,5,4,6,0,43,0,4,0,5,6,8,0,7,0,28,0,8,4,0,7,3,0,0,0,10,24,72,82,58,99,174,52,213,13,778,0,0,0,0,0,0,0,0,0,3,0,22,6,3,4,4,0,0,0,41,7,17,20,9,5,19,7,5,0,73,4,18,22,10,11,15,4,4,0,99,4,10,9,10,4,9,0,12,3,60,0,7,14,5,8,3,4,5,0,49,3,16,11,10,7,6,0,13,0,63,0,8,13,8,4,6,4,7,0,57,0,9,3,0,3,12,6,8,0,43,5,13,3,3,0,9,0,7,0,41,0,9,6,0,0,6,0,4,0,23,0,11,3,0,0,3,3,4,0,26
206041118,0,7,9,6,19,54,13,59,3,173,8,6,13,14,9,44,6,58,4,161,9,11,16,9,15,42,12,41,0,144,5,8,7,5,6,24,0,26,0,79,0,8,3,3,3,13,9,7,3,45,0,10,0,0,0,7,3,9,3,35,0,0,0,0,0,0,0,0,0,9,38,93,98,85,127,385,65,363,42,1293,0,0,0,0,0,0,0,0,0,0,0,16,11,3,0,0,0,5,0,41,6,9,12,5,11,11,0,7,6,68,5,21,14,10,10,19,0,9,6,91,6,18,12,5,4,14,6,16,5,91,0,11,8,9,3,30,3,21,0,96,0,9,7,3,4,22,6,34,0,93,3,8,3,0,4,11,4,37,3,78,4,9,4,7,4,9,7,16,3,65,5,6,3,3,4,3,0,8,0,33,5,8,6,0,0,0,3,0,6,27,0,4,0,0,0,0,0,4,0,12
206041119,0,0,0,5,14,11,6,26,0,67,0,10,0,0,0,11,6,29,0,58,4,5,3,8,4,13,4,23,0,64,6,9,8,3,4,8,5,21,0,69,0,8,6,5,6,5,3,0,0,40,0,13,9,0,4,0,0,4,0,31,0,4,7,7,4,3,0,3,0,24,16,59,41,44,41,83,47,167,9,496,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,0,3,5,0,0,4,25,0,8,3,8,0,4,3,4,4,36,6,10,10,9,6,7,7,6,0,47,0,5,6,6,4,4,4,18,3,56,0,3,0,3,4,6,8,26,0,65,0,6,6,0,4,10,7,23,0,50,0,9,5,9,4,15,6,21,0,70,0,14,10,6,8,9,4,12,0,58,3,7,5,5,0,4,0,11,0,36,6,8,6,5,0,0,0,3,0,24
206041120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,8,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
