POW_SA2_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
210031236,0,380,287,62,31,0,0,384,265,68,30,5,0,370,308,69,33,9,3,423,239,52,27,3,3,323,158,44,21,0,0,226,58,22,5,3,0,89,10,4,7,0,0,21,7,4,0,0,0,14,2555,430,223,31,17,3258,175,0,0,0,0,175,310,3,7,0,0,320,177,8,29,0,0,215,138,4,19,5,0,168,135,13,25,7,0,171,116,14,26,10,0,168,117,10,24,10,0,164,107,16,30,4,0,154,96,20,14,5,0,133,86,17,13,4,6,111,40,5,8,0,0,48,13,9,7,6,0,37,11,4,3,0,0,19,1519,120,190,47,6,1877,162,13,21,0,4,206,80,7,9,4,4,100,4309,580,435,84,34,5440
210031237,0,126,103,15,7,4,0,133,138,21,17,0,0,180,124,17,11,0,4,154,118,19,11,3,0,151,65,3,9,3,0,81,16,3,7,0,0,27,10,0,3,0,0,12,3,0,0,0,0,4,987,127,109,12,4,1239,69,0,0,0,0,73,105,5,8,3,0,130,85,6,22,3,0,114,59,10,14,3,0,91,69,10,23,5,0,105,91,9,20,4,0,125,77,6,14,3,0,100,71,10,19,3,0,107,61,11,5,5,0,83,48,3,3,6,0,63,21,3,6,0,0,35,10,7,4,0,0,17,3,0,0,5,0,6,781,70,147,40,8,1048,87,3,17,0,0,113,40,8,12,0,6,67,1897,204,286,57,22,2467
210031439,0,14,7,0,0,0,0,13,8,0,10,0,0,18,3,8,0,0,0,11,0,0,4,0,0,4,6,0,4,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,21,21,0,0,90,4,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,7,9,3,0,0,0,7,3,0,3,0,0,12,5,0,3,0,0,12,8,0,5,0,0,10,6,0,0,0,0,12,0,0,3,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,16,0,0,72,0,0,4,0,0,9,0,0,0,0,0,3,101,29,41,0,6,173
210031440,0,122,85,12,8,0,0,103,65,0,6,0,0,73,81,6,5,0,0,91,68,11,7,0,0,86,41,0,0,0,0,47,16,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,746,49,46,4,0,848,33,0,0,0,0,28,58,0,4,0,0,63,31,0,10,0,0,40,55,3,10,0,0,62,35,4,5,0,0,51,35,4,5,0,0,44,33,0,4,0,0,43,32,3,7,0,0,39,27,0,3,0,0,35,15,4,3,0,0,24,8,0,5,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,360,21,66,9,0,451,53,3,3,0,0,60,18,0,5,0,0,27,1177,75,113,14,7,1382
210031535,0,143,108,9,9,4,0,121,86,16,8,0,0,116,102,4,15,3,0,126,76,13,13,0,0,101,70,10,0,0,0,79,8,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,915,106,83,5,7,1112,17,0,0,0,0,11,88,6,8,0,0,99,83,8,17,0,0,107,94,5,21,3,0,125,103,9,22,6,0,141,78,11,15,0,0,107,76,8,23,0,0,106,67,6,13,6,0,91,56,0,6,0,3,69,42,3,8,0,0,59,21,0,5,0,0,25,12,0,0,0,0,14,4,0,0,0,0,4,740,62,140,23,4,964,79,3,20,5,0,111,36,0,3,3,0,50,1769,170,250,35,18,2238
210031536,0,112,65,15,5,0,0,83,49,17,12,0,0,76,38,7,5,0,0,59,39,7,9,0,0,57,30,12,6,0,4,46,8,6,7,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,539,103,68,11,5,722,55,0,0,0,0,55,66,0,5,0,0,76,55,4,9,0,0,68,61,6,13,0,0,77,48,0,10,3,0,66,50,5,8,0,0,62,32,3,13,0,0,49,48,11,12,0,0,70,46,3,7,0,0,56,43,0,3,0,0,45,17,0,0,0,0,23,7,3,0,0,0,15,3,0,4,0,0,7,538,41,89,8,6,684,62,5,16,6,3,89,24,0,0,0,0,25,1169,146,167,25,15,1522
210031537,0,60,23,14,3,0,0,38,33,9,6,0,0,48,36,12,3,0,0,47,15,8,4,0,0,26,11,0,0,0,0,16,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,287,66,31,6,0,398,78,0,0,0,0,79,58,0,0,0,0,58,24,5,3,0,0,27,28,5,10,0,0,39,31,0,6,4,0,45,12,4,6,0,0,21,20,0,9,0,0,29,17,3,3,4,0,31,19,8,9,0,0,34,14,3,4,0,0,24,10,0,3,0,0,16,8,0,0,0,0,6,0,0,0,0,0,0,319,33,49,10,0,416,36,0,3,0,0,42,8,0,0,0,0,6,652,103,84,17,3,862
210031538,0,157,77,29,14,0,0,126,103,22,20,0,0,156,76,25,21,4,0,131,93,25,18,0,0,136,61,11,4,0,0,75,16,5,5,0,0,20,0,0,0,0,0,5,0,0,0,3,0,0,875,198,137,13,4,1227,53,0,0,0,0,54,99,3,9,0,0,110,78,3,15,0,0,104,81,6,18,6,0,114,69,9,20,0,0,101,66,9,18,6,0,101,60,12,26,0,0,96,74,8,20,5,0,101,77,5,17,4,0,102,51,13,13,0,0,74,17,4,5,0,0,30,13,0,0,5,0,19,0,3,0,0,0,4,735,81,163,27,5,1016,96,9,27,5,0,135,23,0,6,0,3,30,1724,287,331,37,11,2401
210041240,0,126,99,18,13,0,0,128,84,20,10,0,0,113,81,20,9,0,0,112,82,11,9,0,0,105,59,13,16,4,0,80,21,3,0,4,5,27,0,4,5,3,0,9,0,6,0,0,0,6,857,140,97,17,0,1116,56,0,0,0,0,56,58,4,4,0,0,62,38,4,4,3,0,45,49,0,6,0,0,65,56,14,20,4,0,90,44,0,8,0,0,61,52,4,25,0,0,82,64,16,7,4,0,91,50,8,16,6,0,89,46,12,19,0,0,81,27,4,11,5,0,44,14,0,3,4,0,25,5,4,0,0,0,10,553,76,135,30,0,801,87,3,17,0,3,114,20,3,8,4,0,39,1513,224,258,55,13,2068
210041539,0,29,12,5,8,0,0,34,11,6,3,0,0,25,14,6,3,0,0,22,9,3,6,0,0,17,5,8,4,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,154,43,37,6,3,251,15,0,0,0,0,15,12,0,0,0,0,16,10,0,3,0,0,15,13,6,11,0,0,31,13,0,8,0,0,24,11,4,7,0,0,21,13,6,0,0,0,21,12,0,0,0,0,13,9,0,8,0,0,13,3,4,3,0,0,12,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,111,14,48,0,0,186,22,0,5,0,0,24,8,0,0,0,0,7,296,68,93,7,6,467
210041540,0,330,266,38,20,3,0,341,250,60,20,5,0,340,249,62,22,8,4,341,205,35,20,6,3,265,104,24,12,0,0,149,42,8,7,3,0,66,10,8,3,0,0,12,4,3,0,0,0,6,2498,353,179,31,13,3070,587,0,3,5,0,602,463,3,6,0,0,473,211,4,21,0,0,241,191,5,28,8,0,227,204,7,33,8,3,255,179,15,21,4,0,233,173,15,20,5,0,213,183,21,18,8,4,231,167,18,20,0,0,203,160,4,19,4,0,192,68,10,19,9,0,103,24,5,6,5,0,40,11,3,4,0,0,19,2634,114,218,47,18,3032,330,10,36,3,0,385,65,9,3,0,6,87,5530,483,439,80,35,6578
210041541,0,69,31,5,6,0,0,44,52,8,9,0,0,75,44,7,6,0,0,56,28,21,14,0,0,64,17,11,4,0,0,30,11,3,6,0,0,21,6,3,0,0,0,6,3,0,0,0,0,3,403,85,71,4,0,560,29,0,0,0,0,29,28,0,4,0,0,33,24,3,5,0,0,38,29,3,11,0,0,47,38,0,7,0,0,46,30,4,4,0,0,41,31,5,11,4,0,48,26,3,6,0,0,43,17,4,8,3,0,29,20,3,8,0,0,33,6,3,7,3,0,24,4,3,0,0,0,4,0,0,0,0,0,0,297,34,65,12,0,412,45,9,13,3,0,62,18,0,0,0,6,27,759,125,151,19,5,1061
210051242,5,1157,914,38,7,0,6,964,823,36,10,6,0,874,847,37,14,0,3,897,705,31,12,0,0,750,444,21,9,0,0,481,134,11,0,0,0,147,33,0,0,0,0,35,4,5,0,0,0,6,7533,254,114,11,26,7935,338,0,0,6,0,348,514,5,19,0,4,543,381,8,24,0,0,417,350,6,32,3,4,396,423,11,21,3,4,471,356,8,22,4,0,393,332,14,16,3,0,357,340,16,16,6,3,374,308,16,14,0,4,340,251,5,8,0,0,265,118,3,8,0,3,133,36,5,0,0,0,45,12,4,0,0,0,16,3758,100,180,23,33,4096,521,11,19,8,3,562,206,12,12,8,20,261,12018,377,324,52,83,12848
210051243,12,2425,1940,191,63,10,8,2219,1970,251,62,8,14,2311,1957,263,62,8,10,2298,1717,227,55,7,11,2023,1067,147,32,8,6,1257,379,66,15,6,5,466,60,27,8,3,0,101,10,13,5,4,0,35,16786,1605,479,77,91,19033,513,7,0,6,0,526,778,5,19,10,3,820,603,22,44,6,7,680,530,21,52,14,4,615,514,37,47,20,7,625,476,45,33,12,3,569,483,44,30,17,6,584,382,57,36,14,3,492,399,62,29,14,0,507,272,45,22,3,3,351,141,19,16,3,3,177,54,21,11,8,0,96,16,15,0,3,0,40,5154,407,349,134,45,6085,597,50,29,8,20,701,422,51,23,9,48,556,22967,2105,877,229,197,26381
210051245,0,298,202,25,11,5,0,248,202,23,11,0,3,237,196,29,29,0,0,251,194,25,13,0,0,231,118,16,5,0,0,146,33,9,5,0,0,54,11,4,0,0,0,13,3,0,0,0,0,3,1846,189,123,15,6,2179,188,0,0,0,0,191,209,0,8,0,5,219,126,9,15,7,0,151,119,7,18,0,0,149,143,10,17,3,0,170,117,7,24,3,0,146,112,10,27,3,0,147,111,13,15,4,0,144,129,14,24,4,4,169,87,15,8,4,0,118,40,6,3,0,0,57,5,4,4,0,0,19,10,3,3,0,0,11,1396,98,166,26,8,1685,201,13,19,6,3,235,64,8,11,0,5,86,3501,301,313,50,25,4193
210051246,6,180,136,34,15,0,0,187,119,34,21,0,0,178,105,28,24,0,0,164,90,40,24,5,0,156,64,23,7,0,0,93,14,13,3,0,0,34,8,4,0,0,0,12,0,0,7,0,0,9,1139,245,140,17,12,1555,100,0,3,0,0,104,132,3,5,0,0,142,80,4,16,0,0,98,57,3,28,6,0,99,79,21,27,6,5,128,73,23,24,4,0,131,60,15,14,5,0,98,65,11,20,5,0,102,49,8,23,4,0,91,46,18,19,3,0,84,16,8,10,0,0,34,6,3,6,4,0,19,0,0,4,5,0,6,764,123,200,47,6,1136,78,8,15,9,0,114,39,11,6,4,5,70,2025,392,362,69,24,2879
210051247,0,47,25,3,0,0,0,32,27,4,9,0,0,37,27,7,3,0,0,42,22,4,10,0,0,33,15,3,5,0,0,24,13,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,261,63,43,0,0,362,15,0,0,4,0,18,28,0,3,0,0,34,25,6,13,0,0,41,37,7,19,0,0,58,34,6,19,6,0,59,29,9,9,3,0,49,34,4,5,0,4,43,16,3,18,0,0,35,34,3,11,0,0,53,22,3,4,0,0,23,4,6,0,0,0,12,5,3,0,0,0,9,0,0,0,0,0,0,275,41,95,11,7,435,17,3,17,4,5,45,30,3,5,5,3,39,581,106,160,23,12,884
210051248,9,1374,1097,49,19,0,3,1160,1247,28,9,0,5,1290,1288,45,9,0,0,1350,1085,36,5,0,5,1129,650,18,5,0,0,676,195,15,3,0,0,218,20,4,3,0,0,24,9,0,0,0,0,13,9507,302,93,3,21,9932,185,0,0,0,0,196,566,6,3,0,0,573,520,7,3,0,3,535,449,4,4,0,4,466,444,6,13,0,3,471,458,11,6,0,7,484,413,6,7,0,0,425,453,5,4,3,3,474,320,10,6,0,5,343,209,4,6,0,0,220,65,8,0,0,0,73,24,0,0,0,0,26,3,0,3,0,0,6,4119,63,70,11,27,4287,1497,14,11,3,11,1535,269,15,15,11,23,338,15395,395,187,31,83,16084
210051250,0,430,316,36,20,4,0,374,305,27,4,0,0,339,279,46,13,0,0,336,204,38,9,0,0,257,129,24,13,0,4,164,47,13,3,0,0,64,7,12,6,0,0,15,0,3,0,0,0,0,2649,256,104,15,10,3025,64,0,3,0,0,70,113,6,11,0,0,126,75,3,3,0,0,89,83,3,13,0,0,105,85,9,15,0,0,105,78,8,11,3,0,99,95,6,8,7,0,117,81,16,7,7,0,107,62,10,3,4,0,80,51,7,10,0,0,83,39,8,10,4,0,61,12,7,3,8,0,28,4,5,0,5,0,7,848,82,93,36,3,1067,121,8,12,3,5,145,70,9,10,0,3,98,3684,357,222,51,23,4332
210051441,0,95,44,20,7,0,0,77,55,11,4,4,0,74,49,6,10,3,0,68,47,11,18,0,0,68,31,5,4,0,0,44,13,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,517,77,65,11,7,668,145,0,0,0,0,145,104,0,3,0,0,106,49,7,5,0,0,59,61,0,8,3,0,70,51,3,5,0,0,64,28,7,4,0,0,37,38,9,3,3,0,51,37,0,3,0,0,39,37,5,3,0,0,39,22,3,6,0,0,28,9,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,574,31,43,11,0,663,66,0,8,0,0,74,28,5,0,0,0,35,1185,118,117,15,12,1437
210051442,0,117,89,7,12,0,0,108,53,11,3,0,0,71,52,7,7,0,0,60,36,10,4,0,0,59,28,6,4,0,0,31,11,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,646,73,64,5,0,794,77,0,0,0,0,81,114,0,0,0,0,120,42,6,10,0,0,61,79,8,6,6,0,98,68,10,17,0,0,98,62,6,15,0,0,85,45,7,15,3,0,60,38,5,3,0,0,50,27,0,8,0,0,37,28,3,3,0,0,36,12,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,3,594,49,78,12,3,746,58,3,8,5,0,71,30,0,3,4,9,47,1341,125,147,23,13,1656
210051443,0,477,302,46,34,0,0,392,260,51,30,3,0,342,275,39,19,9,0,339,209,40,11,0,0,258,128,14,8,0,0,152,45,5,4,0,0,60,12,3,0,0,0,20,0,4,0,0,0,4,2666,351,181,25,11,3239,40,0,0,3,0,46,159,3,8,3,0,182,136,3,14,0,0,153,129,15,21,6,0,168,115,38,35,14,0,197,88,23,26,0,0,144,81,12,20,4,3,118,76,16,20,5,0,109,51,11,15,0,0,86,53,8,15,0,0,82,15,4,4,0,0,24,9,0,4,0,0,9,3,3,0,0,0,10,968,131,188,38,3,1334,155,12,22,8,4,201,96,16,9,5,0,128,3886,510,402,74,22,4897
210051445,0,293,119,49,24,0,0,192,115,14,14,0,0,145,96,15,14,0,0,129,63,21,5,3,0,96,39,7,3,0,0,45,15,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1122,224,153,17,9,1526,108,0,0,0,0,113,102,5,10,0,0,115,104,15,12,0,0,127,98,25,37,5,0,163,82,29,35,3,3,158,39,12,14,10,0,73,35,8,7,4,0,60,28,11,8,0,0,49,27,0,10,3,0,42,15,4,6,0,0,18,7,0,3,0,0,14,4,0,0,0,0,10,0,0,0,0,0,4,650,114,138,32,9,944,72,9,15,6,0,97,53,11,9,8,5,73,1893,354,315,59,21,2642
210051542,0,70,28,10,9,0,0,44,17,6,3,0,0,28,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,53,41,0,0,294,6,0,0,0,0,6,17,0,0,0,0,21,15,0,6,3,0,22,23,13,20,4,0,58,10,9,19,0,0,43,13,6,3,0,0,24,4,4,4,0,0,18,12,0,3,0,0,20,3,0,5,0,0,8,9,0,3,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,121,31,64,9,5,224,22,4,3,0,0,30,8,0,0,0,0,10,345,89,108,10,7,560
210051543,0,172,93,23,10,0,0,128,78,14,8,0,0,107,55,12,7,0,0,79,32,4,0,0,0,42,24,11,3,0,0,42,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,858,127,89,10,4,1078,415,0,0,5,0,425,287,0,9,0,0,299,136,12,11,0,0,155,115,11,11,8,0,149,112,10,24,3,0,147,93,11,13,0,0,116,76,10,10,5,0,101,52,0,3,4,0,62,46,4,4,0,0,58,20,4,6,0,0,29,11,0,0,0,0,11,0,0,4,0,0,4,0,0,0,0,0,0,1362,59,98,23,10,1558,155,8,9,0,4,173,62,6,3,0,8,80,2434,199,200,32,22,2892
210051544,6,768,599,53,23,3,0,680,579,62,16,0,0,657,575,48,17,3,0,646,470,45,11,4,4,529,255,23,4,0,0,287,89,5,3,0,0,103,12,0,0,0,0,14,6,0,0,0,0,7,4990,335,155,19,22,5520,273,0,0,5,0,280,358,0,13,4,0,374,247,10,11,4,5,278,205,5,11,4,4,228,206,13,16,3,0,239,169,16,10,4,0,197,139,17,15,3,4,175,152,17,12,3,0,182,113,10,13,3,0,136,91,16,4,0,0,111,44,3,6,0,0,51,11,3,0,0,0,20,3,0,0,0,0,5,2018,103,115,33,17,2287,172,6,12,0,4,200,165,18,18,10,8,213,7346,463,294,58,52,8221
210051545,0,55,31,4,11,0,0,50,33,4,10,0,3,53,21,5,12,0,0,37,19,5,4,0,0,30,8,0,7,0,0,12,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,249,61,64,3,3,380,83,0,4,0,0,82,43,0,5,0,0,48,29,3,4,0,6,38,36,3,8,3,0,59,41,10,14,0,3,69,29,10,18,0,0,55,41,6,14,0,0,65,16,3,11,0,0,32,18,5,7,0,3,33,9,3,4,0,0,16,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,348,45,93,15,7,509,33,6,9,0,0,49,17,7,6,0,4,30,645,116,176,16,15,971
211011251,6,1244,930,110,38,0,5,1084,983,105,42,12,3,1150,966,129,54,8,10,1159,919,148,45,6,3,1122,516,106,33,6,4,666,195,44,10,0,0,250,32,27,8,0,0,68,6,12,4,7,0,31,8384,868,331,47,37,9672,205,0,0,0,0,209,366,0,10,0,0,386,234,3,20,6,6,261,246,16,23,8,0,289,244,20,26,14,0,309,218,20,24,8,0,269,235,36,29,15,0,317,252,34,29,4,0,322,251,31,34,7,0,327,241,34,29,3,0,313,151,23,14,4,4,200,61,16,7,11,0,84,22,12,8,4,3,49,2730,247,243,92,16,3329,354,23,41,8,3,431,151,16,22,10,15,205,11621,1152,637,158,67,13634
211011254,3,1645,1466,98,22,14,3,1603,1549,96,32,7,3,1688,1483,115,20,7,7,1628,1248,78,24,3,3,1353,774,51,25,6,0,858,261,34,3,3,0,309,45,10,3,3,0,59,7,14,0,0,0,22,11885,658,222,52,30,12846,404,0,4,5,0,410,489,3,13,3,0,508,268,12,17,3,0,298,288,19,23,10,0,340,311,20,24,8,0,365,314,25,34,11,0,380,294,24,20,8,0,345,284,27,37,3,0,350,242,26,30,4,0,300,220,25,23,5,0,279,113,32,15,8,0,166,46,21,10,4,0,77,16,5,4,0,0,32,3288,237,245,70,5,3845,497,29,30,11,9,567,204,19,20,6,18,259,15872,938,508,142,55,17517
211011255,0,36,21,10,3,0,0,35,25,12,3,3,0,39,20,17,9,0,0,48,27,13,7,3,0,49,14,11,3,0,0,32,6,6,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,221,89,47,3,0,369,25,0,0,4,0,32,18,0,5,0,0,21,17,0,3,0,0,23,11,0,0,0,0,14,14,7,6,0,0,36,23,3,10,3,0,38,4,3,10,0,0,20,10,11,5,4,0,34,15,3,13,0,0,35,11,7,10,0,0,23,7,7,4,0,0,20,0,0,3,0,0,3,0,0,0,0,0,0,164,48,69,15,0,293,15,0,15,0,0,39,3,0,0,3,0,7,413,145,131,21,0,706
211011256,0,458,371,41,19,4,0,437,384,33,18,0,0,434,313,41,19,4,0,375,297,48,28,6,3,381,182,30,13,0,0,222,60,6,10,0,0,73,11,4,0,0,0,17,0,0,0,0,0,6,2995,277,160,19,8,3456,463,0,0,0,0,461,296,0,6,0,0,307,128,0,11,3,0,142,126,10,29,5,0,160,147,12,14,7,0,178,131,19,15,3,0,164,121,8,15,0,0,144,115,13,18,4,0,145,122,10,22,7,0,158,87,21,20,4,0,135,53,10,11,0,0,71,24,6,4,0,0,33,6,0,0,0,0,6,1809,107,158,38,3,2114,195,3,24,0,0,232,46,4,4,0,10,64,5053,393,347,61,16,5866
211011257,0,260,253,31,11,0,0,290,219,34,8,0,0,261,239,33,14,0,0,295,197,35,11,0,0,247,130,22,8,5,0,166,32,8,0,0,0,46,0,4,0,0,0,5,0,0,0,0,0,0,1971,227,79,5,5,2287,78,0,3,0,0,83,82,0,4,0,0,79,46,0,3,0,0,59,43,5,3,6,0,55,43,8,13,5,0,66,38,6,8,0,0,56,54,14,8,3,0,86,45,16,16,3,0,78,46,12,10,4,0,70,34,3,14,0,0,56,31,9,6,0,4,44,11,0,0,0,0,15,5,0,5,0,0,6,564,68,91,23,9,745,58,7,8,4,0,78,34,3,4,0,0,50,2623,304,184,30,14,3154
211011258,0,220,150,16,12,3,0,188,157,13,23,0,0,196,157,33,17,0,0,205,149,33,7,4,0,192,85,20,11,6,0,114,26,9,0,0,0,35,0,7,0,0,0,9,0,3,0,0,0,4,1343,171,102,8,0,1628,100,0,0,0,0,106,104,0,6,0,0,114,57,4,13,0,3,75,48,3,6,0,0,58,39,4,8,0,0,57,43,6,10,3,0,62,40,14,9,4,0,65,56,8,11,0,0,77,37,6,16,3,0,59,29,14,13,4,0,61,15,5,4,0,0,24,3,7,6,4,0,21,0,0,4,0,0,4,587,66,100,24,4,783,66,3,19,5,0,90,32,5,0,0,0,41,2031,247,222,36,10,2543
211011259,0,197,184,28,15,0,0,227,200,31,15,0,0,252,197,30,15,0,0,244,187,30,10,0,0,225,113,30,6,0,0,151,41,13,13,0,0,59,9,0,3,0,0,17,0,0,0,0,0,3,1718,198,112,10,0,2041,244,0,0,0,0,253,250,3,6,0,0,262,190,3,7,0,0,200,173,4,19,3,0,193,182,7,13,6,0,216,158,12,18,0,0,192,195,16,29,8,0,236,192,11,22,5,0,225,198,3,24,5,0,229,177,18,16,3,3,214,86,15,25,0,0,129,26,9,11,0,0,47,14,0,0,0,0,13,2089,100,185,32,9,2414,226,8,13,3,0,261,57,5,5,5,4,77,4089,313,322,52,14,4792
211011260,0,377,326,46,19,5,0,389,361,39,9,3,0,420,348,38,14,0,0,403,320,43,25,4,0,390,164,29,25,4,0,213,52,15,8,0,0,74,14,3,5,0,0,19,0,3,0,0,0,10,2970,283,153,17,7,3434,574,0,3,0,0,581,616,3,14,5,0,641,294,0,24,0,0,321,234,13,19,4,0,268,225,15,19,3,0,270,234,20,36,8,0,305,255,26,25,0,4,310,251,25,25,11,0,315,222,17,24,3,0,268,199,28,24,3,4,264,113,20,18,7,0,155,37,9,14,4,0,63,16,5,4,6,0,28,3276,179,244,54,14,3772,497,21,23,5,4,544,103,5,5,0,7,122,6853,486,422,77,34,7877
