POW_SA2_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
205051101,0,0,5,58,47,94,77,101,73,14,4,471,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,11,4,0,3,0,4,4,0,0,14,0,0,4,0,4,5,6,0,18,3,5,3,9,7,15,5,0,44,0,7,7,9,5,13,6,0,49,0,6,8,9,13,11,5,0,52,0,3,10,9,27,12,9,0,61,0,0,4,7,9,10,0,0,30,0,0,4,8,4,5,0,0,22,0,0,0,0,6,3,0,0,15,0,0,4,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,9,17,56,60,81,81,36,5,347,0,0,0,0,0,0,0,0,3,46,0,0,3,0,0,0,0,51,24,4,7,0,4,3,0,0,38,3,3,0,0,0,7,0,0
205051102,0,0,0,7,20,65,65,81,53,15,4,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,11,0,0,3,5,5,3,0,0,13,0,0,4,3,5,3,0,0,19,0,0,7,5,6,9,0,0,32,0,0,0,8,7,9,0,0,17,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,28,29,32,12,0,136,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0
205051103,0,0,6,92,138,275,222,275,202,41,0,1249,0,0,0,0,3,3,0,0,8,0,0,0,0,4,4,0,0,9,3,0,3,5,0,0,3,0,14,3,0,4,4,7,3,0,0,18,4,6,6,13,9,16,3,0,49,4,11,12,15,18,25,3,0,95,0,13,19,19,28,30,4,0,114,4,20,30,38,38,31,0,0,165,0,13,35,34,34,42,8,0,167,0,0,6,23,31,29,9,0,97,0,0,8,16,22,18,0,0,63,0,0,4,9,9,14,0,0,39,0,4,10,7,4,15,0,0,38,0,0,0,0,0,0,6,0,3,0,0,3,4,4,0,0,0,12,0,0,0,0,3,0,0,0,4,21,67,142,183,213,227,44,5,897,3,0,0,0,0,0,0,0,4,154,0,0,0,0,0,0,0,159,44,7,3,3,4,3,4,0,71,19,9,9,5,9,8,3,0
205051104,0,0,0,20,27,39,37,51,48,21,0,236,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,0,0,13,0,0,5,5,7,13,3,0,26,0,0,8,0,3,10,0,0,21,0,0,3,4,7,8,10,0,24,0,0,0,7,0,6,0,0,10,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,29,51,23,0,135,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,11,0,0,5,3,4,3,0,0
206011106,0,0,0,15,85,140,51,33,22,3,0,356,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,6,4,0,0,0,0,0,24,0,7,3,5,0,8,0,0,29,0,3,10,10,8,6,5,0,40,0,4,18,5,11,6,6,0,40,0,0,14,14,9,11,0,0,41,0,0,3,0,7,4,0,0,20,0,0,9,7,6,3,0,0,20,0,0,8,3,4,0,0,0,11,0,0,5,3,6,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,3,8,29,66,58,52,41,15,0,272,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,38,21,10,0,0,3,0,0,0,43,4,8,3,0,0,6,0,0
206011107,0,0,4,16,65,96,66,43,34,13,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,4,8,0,0,0,3,0,14,0,4,3,5,0,0,3,0,17,0,0,0,5,4,7,0,0,13,0,0,3,4,9,0,0,0,21,0,0,3,5,3,3,0,0,21,0,0,3,5,9,3,0,0,20,0,0,8,5,3,8,0,0,24,0,0,0,0,5,0,3,0,12,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,3,16,40,28,44,32,10,0,169,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,11,0,6,0,9,0,4,0,0
206011109,0,0,0,13,39,79,55,41,30,7,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,11,0,0,0,3,5,0,4,0,10,0,0,4,3,3,0,0,0,17,0,0,3,8,4,0,3,0,18,0,0,4,4,5,5,0,0,14,0,0,0,0,4,0,0,0,8,0,0,0,0,5,4,0,0,6,0,0,0,4,4,9,0,0,18,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,17,32,38,30,10,0,132,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
206011495,0,0,4,39,122,249,107,63,48,15,0,641,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,3,0,3,7,0,0,0,0,13,0,4,7,0,3,0,0,0,20,6,6,5,9,3,0,0,0,22,0,4,9,5,3,3,0,0,30,0,5,15,7,7,10,5,0,57,0,13,21,14,21,6,4,0,88,0,18,31,19,14,26,0,0,109,0,3,20,20,27,26,0,0,102,0,0,11,19,23,16,3,0,64,0,0,0,8,3,8,0,0,21,0,0,0,7,3,4,3,0,20,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,7,62,124,117,120,104,27,0,571,0,0,0,0,0,0,6,0,5,16,4,3,3,0,0,0,0,23,6,6,0,0,0,0,0,0,15,4,17,8,4,0,3,0,0
206011496,0,0,9,81,281,437,202,170,124,25,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,13,6,0,0,0,0,0,24,5,4,3,9,10,6,0,0,35,6,3,11,5,0,0,0,0,28,0,15,12,7,7,14,0,0,59,0,14,23,8,16,19,0,0,75,0,10,30,14,16,12,4,0,85,0,11,31,25,18,23,3,0,115,0,0,18,30,27,20,3,0,99,0,0,11,14,12,13,5,0,59,0,0,7,10,10,6,4,0,32,0,0,6,3,9,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,3,0,0,0,0,0,9,17,69,154,124,145,130,26,4,676,3,0,0,0,0,0,0,0,8,95,16,0,0,0,0,0,0,121,31,33,8,0,0,0,0,0,76,11,41,13,4,6,0,0,0
206011497,0,0,11,50,129,225,200,201,162,31,0,998,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,6,3,5,0,0,0,0,15,3,4,3,7,4,5,0,0,25,0,5,9,7,14,10,0,0,41,5,8,11,19,16,11,5,0,71,6,9,15,22,15,5,6,5,72,0,11,37,26,25,18,3,0,116,0,10,33,32,29,30,9,0,143,0,0,34,27,28,30,5,0,125,0,0,9,11,20,17,0,0,60,0,3,8,19,15,9,5,0,51,0,0,11,10,17,11,3,0,55,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,5,10,72,178,180,183,134,38,7,810,0,0,0,0,0,0,0,0,4,53,6,0,0,0,0,0,0,61,47,23,7,4,7,7,3,0,98,8,23,12,6,5,5,3,0
206011498,0,0,4,15,54,89,79,63,52,11,0,373,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,4,0,0,4,7,0,0,18,0,8,0,0,0,7,0,0,14,0,4,3,3,8,4,6,0,31,0,9,4,6,11,10,0,0,32,0,4,9,5,17,8,3,0,44,0,5,10,4,8,11,3,0,48,0,4,13,11,6,13,5,0,39,0,0,4,3,0,8,4,0,17,0,0,0,5,4,4,0,0,13,0,0,3,0,5,0,0,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,3,33,50,44,75,74,24,0,299,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,7,0,0,0,0,3,0,0,10,5,4,0,0,0,0,0,0
206021110,0,0,3,73,98,141,80,67,33,6,0,502,0,0,0,0,0,0,0,0,0,4,4,0,5,0,5,0,0,11,0,6,0,0,4,0,0,0,11,6,7,0,4,0,4,6,0,23,0,3,3,0,9,7,3,0,31,0,15,11,5,13,5,3,0,49,0,9,16,3,11,12,9,0,68,0,9,16,14,11,13,0,6,72,0,4,36,19,24,25,3,0,113,0,0,16,10,15,19,3,0,58,0,0,6,9,9,9,3,0,37,0,0,0,5,6,0,0,0,23,0,0,8,8,8,8,0,0,29,0,0,0,8,4,0,0,0,11,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,0,0,7,12,62,116,93,127,107,42,5,563,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,36,18,17,0,0,0,0,0,0,34,10,18,12,0,8,4,0,0
206021112,0,0,8,47,121,260,186,141,105,29,0,884,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,13,0,4,4,3,5,0,7,0,20,0,0,0,3,5,0,0,0,14,0,6,5,0,7,3,0,0,19,0,8,8,3,15,11,5,0,48,0,4,7,7,28,14,0,4,59,3,7,20,19,23,11,5,0,87,0,7,27,18,21,32,3,0,102,0,0,8,22,15,19,0,0,63,0,0,5,11,13,18,0,0,42,0,0,5,3,5,9,0,0,15,0,0,4,6,3,3,3,0,21,0,0,0,9,3,0,0,0,8,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,6,11,42,91,100,133,123,28,5,538,0,0,0,0,0,0,0,0,0,24,6,5,0,0,0,0,0,28,14,4,0,0,0,0,0,0,20,5,7,3,3,0,0,0,0
206021499,0,0,7,45,118,238,141,100,65,11,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,7,0,3,3,4,6,0,0,0,14,0,4,3,0,0,3,0,0,18,0,5,0,5,7,12,3,0,30,0,8,5,10,4,10,0,0,35,0,8,21,10,15,20,3,0,69,0,10,19,15,6,6,4,0,61,0,0,9,16,14,12,4,0,58,0,0,4,3,11,8,0,0,27,0,0,5,6,6,6,0,0,22,0,0,4,4,3,4,0,0,18,0,0,0,5,0,0,0,0,5,0,0,0,0,7,5,0,0,8,0,0,0,0,0,0,0,0,0,10,39,80,76,84,72,23,4,385,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,31,12,5,0,0,5,0,0,0,25,4,14,4,7,6,0,0,0
206021500,0,0,5,47,117,134,64,67,40,11,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,4,0,4,3,0,3,0,16,0,3,0,0,0,0,0,0,11,0,3,0,0,0,6,0,0,20,0,3,14,5,3,5,0,0,29,0,3,9,8,8,6,0,0,32,0,12,19,6,8,0,0,0,47,0,6,9,6,11,8,3,0,53,0,0,13,7,8,10,0,0,34,0,0,5,0,6,0,0,0,14,0,0,3,5,3,0,3,0,11,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,78,52,67,43,14,0,297,0,4,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,16,15,11,4,0,5,0,0,0,27,3,8,0,3,4,3,0,0
206031113,0,0,0,43,98,122,80,65,55,15,0,478,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,5,4,0,0,0,0,4,0,14,0,4,4,7,3,0,0,0,21,0,4,0,10,0,3,5,0,21,0,3,10,6,4,11,0,0,41,0,3,0,6,8,8,0,0,31,0,0,6,3,9,4,0,0,26,0,7,7,10,13,7,9,0,51,0,0,3,3,8,4,0,0,28,0,0,4,8,4,4,0,0,23,0,0,0,3,4,8,0,0,15,0,0,5,3,3,4,4,0,16,0,0,0,6,5,0,0,0,13,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,34,42,66,70,56,28,4,311,3,0,0,0,0,0,0,0,9,41,4,0,0,0,0,0,0,48,24,0,0,0,0,0,0,0,29,8,11,3,0,0,0,5,0
206031115,0,0,6,39,65,99,94,89,47,11,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,12,0,3,0,0,4,0,0,0,5,0,6,3,4,0,5,0,0,18,0,0,4,3,4,0,0,0,17,0,0,4,10,10,4,3,0,29,0,3,9,10,10,8,4,0,45,0,0,17,17,11,7,5,0,63,0,0,6,10,12,10,0,0,35,0,0,6,6,8,0,0,0,26,0,0,6,4,5,5,0,0,16,0,0,5,3,10,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,6,20,61,63,74,50,17,0,285,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,35,25,4,0,0,0,0,0,0,32,7,7,3,0,0,0,0,0
206031116,0,0,10,80,230,365,227,215,122,31,0,1271,0,0,0,0,0,0,0,0,8,0,5,0,5,0,0,0,0,13,9,11,0,6,6,3,0,0,32,4,16,9,4,13,3,4,0,52,0,5,7,3,7,6,0,0,36,5,13,20,17,29,6,5,0,93,0,20,25,32,23,27,8,0,137,0,18,25,35,44,28,5,0,159,0,22,60,46,62,42,4,0,241,0,22,60,53,64,45,10,0,255,0,4,40,46,59,32,7,4,192,0,0,17,29,34,33,3,0,113,0,4,17,40,48,23,6,0,140,0,0,0,7,9,4,0,0,16,0,0,0,5,10,3,0,0,17,0,0,0,3,0,0,0,0,12,22,140,277,336,412,264,66,7,1507,0,0,0,3,0,0,0,0,9,123,19,4,0,5,0,0,0,150,70,39,3,5,3,5,0,0,125,18,32,7,5,11,16,0,0
206031501,0,0,3,87,98,154,125,134,66,19,3,674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,0,3,0,0,17,0,5,5,9,3,3,0,0,26,0,4,0,0,3,5,3,0,17,0,0,3,9,17,10,8,0,47,3,8,12,6,14,10,4,0,46,0,5,11,9,13,11,0,0,53,0,7,20,18,25,18,8,0,97,0,0,10,9,28,13,0,0,58,0,5,10,8,24,11,0,0,49,0,0,4,4,5,7,0,0,25,0,0,5,8,9,5,3,0,24,0,0,0,0,0,5,0,0,5,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,4,18,32,68,97,145,88,34,0,485,0,3,0,0,0,0,0,0,3,76,8,0,0,0,0,0,0,77,29,20,5,3,0,0,0,0,55,14,10,3,0,0,6,0,0
206031502,0,0,5,72,115,176,83,97,55,14,0,611,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,3,4,4,0,6,9,4,0,0,21,0,3,0,0,5,4,0,0,16,0,6,4,5,3,9,4,0,30,0,6,0,12,16,8,5,0,54,0,6,11,11,7,7,5,3,52,0,4,15,12,23,8,6,0,75,0,4,20,15,29,18,9,6,104,0,0,13,14,19,17,0,0,64,0,0,4,3,12,13,0,0,41,0,0,3,0,6,9,0,0,13,0,0,0,6,13,7,6,0,38,0,0,0,3,0,4,4,0,6,0,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,6,14,46,83,99,142,103,44,3,526,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0,6,0,52,12,10,0,0,0,7,0,0,29,12,11,0,4,3,0,0,0
206041117,0,0,21,120,433,559,283,223,163,44,0,1828,0,0,8,0,0,0,0,0,8,3,13,0,0,0,0,0,0,17,3,33,3,4,0,4,0,0,45,5,25,5,11,7,3,0,0,50,4,26,10,9,6,9,4,0,67,4,34,33,19,19,21,10,0,135,4,30,55,32,17,35,6,4,181,0,25,50,55,51,46,11,4,244,0,37,113,74,75,74,15,0,386,0,24,123,95,54,53,4,0,367,0,8,91,98,74,46,18,0,334,0,6,65,58,55,33,6,0,219,0,3,31,58,41,33,9,0,172,0,0,0,4,5,0,0,0,15,0,0,0,3,0,0,4,0,16,0,0,0,3,0,5,0,0,11,23,249,593,532,415,356,95,11,2274,0,0,0,0,0,0,0,0,5,36,10,0,0,0,0,0,0,50,17,22,9,0,0,0,0,0,59,8,26,7,0,0,3,4,0
206041118,0,0,31,153,440,1329,1209,1055,551,55,3,4795,0,4,20,17,8,5,0,0,51,4,11,4,6,3,3,3,0,39,6,26,8,13,9,16,8,0,80,7,31,17,10,11,6,3,0,94,6,44,27,36,15,17,0,0,143,3,82,113,74,26,34,3,0,347,8,135,181,141,71,51,15,4,606,17,301,496,361,145,120,26,0,1462,8,493,1353,804,440,249,49,0,3395,3,279,1119,882,484,278,48,3,3095,0,139,942,779,521,278,43,0,2701,0,39,499,624,369,203,33,0,1779,0,13,780,1049,624,284,41,0,2791,0,0,109,306,189,74,13,0,689,0,4,98,496,424,142,17,0,1176,0,14,36,30,30,13,6,0,120,69,1608,5810,5621,3365,1776,308,12,18566,6,3,8,4,0,0,0,0,24,64,14,5,0,0,0,0,0,88,55,41,12,0,0,3,0,0,116,19,51,21,10,7,3,0,0
206041119,0,0,7,154,377,563,343,263,285,75,9,2052,0,0,0,0,0,0,0,0,8,6,3,3,0,0,0,3,0,15,8,20,6,0,0,0,4,4,37,6,22,7,3,6,10,0,0,54,10,22,13,9,17,11,10,0,91,6,42,33,27,25,26,10,0,168,0,29,43,38,35,32,16,0,189,0,55,96,61,49,54,10,0,326,0,62,153,113,88,81,23,7,530,0,34,196,126,92,92,27,0,576,0,18,165,122,124,107,29,0,565,0,0,97,114,87,53,9,0,367,0,0,76,151,129,88,12,0,460,0,0,3,17,14,20,4,0,63,0,0,4,27,23,17,5,0,75,0,5,0,5,8,0,3,0,19,35,311,906,812,710,596,171,14,3554,3,0,0,0,0,0,0,0,0,26,8,0,0,0,3,0,0,42,15,17,3,3,0,0,0,0,34,3,4,0,0,5,0,0,0
206041120,0,0,3,13,30,46,41,34,27,8,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,7,0,3,0,6,0,3,0,0,20,0,5,5,5,0,6,0,0,17,0,5,4,4,3,10,5,0,25,0,0,7,5,5,9,0,0,35,0,0,6,3,0,3,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,22,31,21,25,36,5,5,150,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,12,5,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0
206041121,0,0,3,23,65,108,82,63,54,11,0,412,0,0,0,5,0,0,0,0,5,4,0,0,0,3,0,0,0,7,0,6,5,0,0,0,0,0,16,0,5,0,7,0,3,3,0,17,0,5,8,0,3,4,0,0,19,0,5,10,7,3,5,0,0,28,0,0,11,3,10,6,0,0,45,0,6,24,22,15,8,3,0,79,0,3,30,30,15,18,7,0,109,0,9,32,14,23,14,5,0,99,0,0,7,23,11,17,4,0,60,0,0,3,10,6,3,0,0,25,0,0,7,15,8,3,3,0,32,0,0,0,3,4,0,0,0,8,0,0,0,7,0,7,3,0,10,0,0,0,0,0,0,0,0,5,7,46,132,148,117,82,32,8,571,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,16,0,4,5,5,0,4,0,0
206041124,0,0,30,56,330,653,424,384,311,80,3,2243,0,0,0,0,0,0,0,0,5,11,26,0,0,0,0,0,0,38,5,34,14,4,4,3,0,0,63,0,34,15,3,5,9,6,0,68,8,41,16,10,8,14,6,0,105,3,59,48,30,30,27,8,0,210,5,36,64,49,51,44,21,0,270,3,45,93,82,82,86,22,0,406,0,63,165,105,133,109,29,0,606,0,26,165,114,96,103,15,0,520,0,15,117,99,117,81,11,0,442,0,5,54,83,74,52,6,0,274,0,0,32,90,78,37,6,0,238,0,0,3,7,14,3,4,0,25,0,0,4,14,11,3,0,0,31,0,0,3,3,7,4,0,0,18,43,371,783,694,698,581,141,4,3317,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,16,5,10,0,0,0,0,0,0,21,0,6,3,0,0,0,0,0
206041125,0,0,9,109,256,370,210,191,163,53,4,1362,0,0,4,0,0,0,0,0,8,3,3,0,0,0,0,0,0,9,4,12,4,4,3,4,0,0,30,5,12,7,3,0,5,4,0,34,4,20,12,7,12,11,4,0,73,3,33,22,10,24,15,12,0,110,3,28,43,30,18,26,7,0,155,3,43,94,51,49,33,17,0,287,0,56,203,126,94,79,30,0,588,0,9,125,112,85,54,17,0,408,0,8,68,64,47,47,7,0,247,0,0,42,52,41,11,0,0,150,0,0,38,72,62,45,3,0,223,0,0,5,16,13,10,3,0,47,0,0,0,26,30,6,0,0,71,3,4,0,0,0,0,0,0,16,34,238,671,573,478,358,107,8,2458,0,0,0,0,0,0,0,0,4,21,7,0,0,0,0,0,0,27,9,11,3,3,0,0,0,0,35,5,12,4,0,0,0,0,0
