POW_SA2_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
201011001,3,23,42,70,88,34,0,267,99,112,102,101,51,8,0,488,0,4,15,15,30,9,0,75,0,0,0,0,4,0,0,4,3,9,20,43,38,7,0,123,0,6,5,26,28,13,3,95,0,3,5,0,10,0,0,21,0,0,4,7,11,5,0,36,81,148,135,108,48,14,0,536,0,0,0,7,4,3,0,13,37,55,61,86,54,12,0,305,550,604,550,474,311,62,5,2556,38,33,24,44,22,5,3,168,772,921,865,843,581,136,9,4135,569,635,581,517,350,70,5,2722,132,211,197,209,142,39,0,938,31,39,51,55,47,16,0,241,0,6,11,19,26,8,0,67,164,258,259,286,215,70,8,1246,38,33,24,44,22,5,3,168,772,921,865,843,581,136,9,4135
201011002,22,94,177,372,488,174,21,1345,396,590,517,462,285,68,9,2330,16,23,51,118,172,52,7,443,0,0,3,0,0,0,4,3,23,70,92,156,213,90,3,649,12,19,25,70,161,89,13,395,8,10,21,16,23,14,0,90,0,13,23,44,62,20,4,174,498,817,669,555,300,49,4,2889,5,0,5,15,19,10,5,62,209,356,353,416,338,72,9,1757,2146,2861,2660,2442,1775,363,25,12264,119,128,118,158,118,16,3,670,3181,4511,4236,4143,3323,795,78,20261,2242,3058,2857,2648,1972,396,32,13201,665,1044,983,960,870,240,25,4788,139,245,226,292,288,101,17,1304,11,28,39,83,81,40,8,299,813,1321,1258,1336,1245,375,42,6398,119,128,118,158,118,16,3,670,3181,4511,4236,4143,3323,795,78,20261
201011005,0,15,30,41,64,23,0,174,32,98,100,78,35,6,0,353,0,5,12,18,26,10,0,72,4,0,0,0,0,0,0,4,0,7,23,24,34,7,0,96,4,4,3,15,26,8,0,58,0,0,3,0,3,0,0,14,0,3,3,4,4,3,0,16,50,121,112,84,46,13,0,425,0,0,0,0,5,0,0,11,21,60,58,61,45,10,0,263,197,420,416,357,249,64,4,1694,9,19,16,18,18,7,0,88,295,672,688,621,463,125,8,2874,210,449,452,393,276,65,0,1837,62,170,174,166,118,39,3,736,18,30,40,35,34,14,0,171,0,8,7,11,14,3,0,45,81,207,222,216,172,51,3,946,9,19,16,18,18,7,0,88,295,672,688,621,463,125,8,2874
201011006,3,15,36,93,99,32,3,286,104,121,102,91,64,14,0,496,0,5,10,10,38,15,0,85,0,0,0,0,0,0,0,0,6,7,19,43,59,20,0,161,0,7,12,20,47,20,7,113,0,5,0,0,10,4,0,15,0,0,3,11,21,4,4,48,140,153,94,96,53,10,0,553,0,0,0,10,11,3,0,23,50,54,62,52,63,14,0,296,644,750,552,549,363,84,3,2943,52,22,24,42,23,10,0,177,936,1061,841,886,700,179,14,4617,669,773,594,569,388,88,6,3089,179,214,178,195,207,55,4,1034,30,48,41,57,60,24,0,254,5,0,7,17,22,8,3,68,213,261,224,270,295,80,11,1357,52,22,24,42,23,10,0,177,936,1061,841,886,700,179,14,4617
201011007,0,5,3,10,13,12,0,44,3,18,21,16,12,6,0,73,0,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,3,3,11,5,4,0,21,0,0,4,0,3,3,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,6,14,20,14,7,3,0,60,0,0,0,0,0,0,0,3,3,6,12,10,10,0,0,41,51,83,69,63,34,7,0,310,0,3,6,3,0,0,0,20,63,121,120,111,70,29,4,520,53,86,77,69,36,7,3,332,13,29,17,32,22,16,0,122,0,3,11,7,3,5,5,36,0,0,3,0,5,3,0,10,9,30,29,38,30,19,5,171,0,3,6,3,0,0,0,20,63,121,120,111,70,29,4,520
201011008,13,53,78,169,269,99,10,694,216,311,288,203,144,41,0,1198,0,12,13,59,84,30,0,203,0,0,0,0,0,0,0,0,16,19,46,126,144,55,6,406,13,7,18,47,99,58,8,251,4,9,6,11,12,9,0,49,0,4,6,16,34,15,0,79,202,307,276,261,140,24,0,1208,0,0,0,11,22,7,0,47,96,135,128,152,175,41,3,729,1201,1450,1447,1386,972,170,13,6650,77,53,61,98,72,11,3,376,1729,2179,2146,2293,1824,404,34,10619,1257,1531,1509,1481,1072,179,15,7048,328,473,444,559,478,138,12,2440,50,108,117,127,155,50,7,607,7,14,20,28,49,29,3,147,396,590,576,720,679,215,20,3191,77,53,61,98,72,11,3,376,1729,2179,2146,2293,1824,404,34,10619
201011481,7,14,27,50,97,29,8,233,58,75,65,53,53,6,4,313,0,4,6,10,26,8,0,51,0,0,0,0,0,0,0,0,4,10,15,28,52,14,0,118,0,3,0,13,34,15,0,70,0,0,0,0,5,0,0,11,0,0,0,9,14,9,0,35,71,93,82,81,57,5,0,396,0,0,6,4,3,0,4,10,29,46,54,48,43,16,0,240,346,372,304,297,216,53,5,1587,19,14,18,20,17,3,0,92,483,585,503,528,469,131,16,2712,356,400,332,324,232,60,5,1711,80,130,118,127,140,48,3,655,24,32,27,40,52,14,0,199,0,10,10,6,25,7,0,52,111,168,153,178,215,71,13,905,19,14,18,20,17,3,0,92,483,585,503,528,469,131,16,2712
201011482,0,15,19,40,57,30,3,176,30,58,44,48,47,9,0,248,0,0,5,14,23,3,3,53,0,0,0,0,0,0,0,0,0,8,11,23,29,11,3,83,0,0,6,11,24,18,4,62,0,0,0,3,0,4,0,9,5,0,0,0,8,3,0,18,24,59,75,65,35,6,0,263,0,0,0,0,7,3,0,17,17,33,40,37,43,10,0,175,256,292,281,310,254,49,5,1456,18,16,10,20,17,4,0,83,349,431,454,507,480,130,17,2365,271,313,306,330,280,59,5,1563,60,87,122,110,133,42,7,556,0,16,16,42,32,13,3,128,0,4,5,7,12,4,4,30,64,108,137,156,181,63,10,714,18,16,10,20,17,4,0,83,349,431,454,507,480,130,17,2365
201011483,6,13,22,48,73,29,3,185,59,81,66,55,46,10,0,314,0,0,10,9,23,5,0,51,0,0,0,0,0,0,0,0,7,10,11,19,31,10,0,82,0,4,4,7,24,7,5,53,0,0,0,0,0,0,0,11,0,0,3,7,19,4,0,32,58,85,88,82,36,6,0,357,0,0,0,5,4,0,0,13,26,39,53,43,37,9,0,209,297,408,406,341,226,56,6,1737,19,20,18,26,21,0,0,96,445,604,616,564,432,110,16,2793,313,427,437,367,246,60,12,1857,102,127,127,128,108,35,3,630,9,27,29,42,40,12,0,166,0,0,5,5,19,0,3,37,112,157,163,175,167,48,5,836,19,20,18,26,21,0,0,96,445,604,616,564,432,110,16,2793
201011484,6,17,19,72,87,37,4,248,111,84,72,73,62,14,0,413,0,0,6,14,15,8,4,45,0,0,0,0,0,0,0,0,5,7,9,32,34,10,0,108,0,4,3,11,17,13,0,51,3,0,3,3,6,0,0,16,0,0,5,7,18,6,0,41,136,142,86,80,58,15,0,519,0,0,6,0,0,0,0,8,44,58,42,62,51,10,0,281,514,378,316,301,250,58,4,1823,35,23,13,21,15,3,0,119,797,642,520,566,480,127,12,3148,543,406,334,332,275,59,5,1959,190,167,135,153,114,39,0,798,28,41,29,43,44,15,4,217,3,0,5,17,28,11,0,63,225,215,171,214,185,59,5,1073,35,23,13,21,15,3,0,119,797,642,520,566,480,127,12,3148
201021009,3,3,15,30,76,27,10,164,34,38,43,30,31,10,0,188,0,5,4,12,20,8,5,52,0,0,0,0,0,0,0,4,0,0,0,18,33,11,7,70,0,0,3,4,25,11,9,52,0,0,0,0,4,0,5,10,0,0,0,6,14,6,0,22,27,44,31,33,38,10,0,186,0,0,0,6,0,5,0,11,18,17,27,32,45,13,0,159,240,241,232,230,171,57,16,1189,9,8,16,12,7,0,0,56,320,326,352,358,377,117,32,1882,253,245,244,246,200,63,17,1273,46,68,75,77,112,29,8,415,14,13,12,22,37,14,5,106,0,0,0,11,18,4,0,36,57,77,91,101,165,47,16,557,9,8,16,12,7,0,0,56,320,326,352,358,377,117,32,1882
201021010,0,4,16,34,75,32,13,175,24,34,44,55,43,13,9,213,4,3,0,15,19,0,6,45,0,0,0,0,0,0,0,0,0,0,12,16,26,17,3,79,0,4,0,6,21,13,13,59,0,0,6,0,9,5,0,14,4,0,5,9,10,4,0,26,33,47,61,61,33,8,0,249,0,0,0,0,4,0,6,10,9,17,30,42,30,15,4,154,167,249,235,276,264,72,15,1269,0,7,9,10,16,3,0,50,226,338,371,447,464,152,50,2051,171,253,250,299,279,82,16,1354,46,59,93,96,116,40,13,466,9,16,14,22,38,17,9,139,4,0,0,10,12,4,8,45,54,76,110,133,175,65,32,644,0,7,9,10,16,3,0,50,226,338,371,447,464,152,50,2051
201021011,3,13,25,55,123,56,19,293,45,56,88,82,79,25,6,386,0,0,8,21,35,29,0,98,0,0,0,0,0,0,0,0,0,3,10,26,49,25,7,124,0,0,3,19,44,29,10,108,0,3,4,4,15,5,0,28,0,0,4,7,19,15,3,47,55,86,114,98,69,11,6,433,0,0,0,4,9,0,4,21,14,41,54,80,84,37,9,314,296,392,427,543,431,158,30,2277,16,9,20,21,23,11,0,104,415,562,670,847,806,325,73,3694,304,412,453,581,484,174,34,2450,72,114,145,185,199,91,26,833,17,21,33,40,67,43,8,228,0,6,10,14,25,11,3,73,91,141,190,240,300,144,44,1136,16,9,20,21,23,11,0,104,415,562,670,847,806,325,73,3694
201021012,3,0,12,17,31,9,8,82,6,23,20,12,20,0,0,86,0,3,0,6,13,8,3,34,0,0,0,0,0,0,0,0,3,0,4,13,16,12,5,53,0,0,6,6,3,12,3,31,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,8,10,16,20,19,16,5,0,96,0,0,0,0,0,0,0,4,12,8,12,22,16,12,0,77,95,147,135,143,136,47,26,731,9,4,10,12,8,3,3,45,135,194,209,221,241,97,44,1138,101,155,145,153,148,53,25,781,23,36,50,39,65,23,12,247,0,7,9,11,18,14,3,60,0,0,0,4,0,0,0,7,24,39,56,58,81,38,18,319,9,4,10,12,8,3,3,45,135,194,209,221,241,97,44,1138
201031013,0,3,0,16,40,23,9,93,10,15,11,21,23,7,3,85,0,0,4,7,8,5,4,28,0,0,0,0,0,0,0,0,0,4,0,10,19,6,0,38,0,0,0,5,7,7,4,34,0,0,0,0,0,0,0,3,0,0,0,4,7,8,0,13,12,18,11,24,17,5,0,94,0,0,0,0,0,0,0,4,9,6,5,20,17,10,0,73,77,88,106,124,117,45,11,570,3,4,5,6,6,0,0,18,105,127,143,202,204,101,35,922,83,97,113,138,119,50,12,601,18,31,24,44,54,40,14,218,0,0,7,11,18,6,6,50,0,0,3,8,8,4,0,22,22,32,27,65,81,50,17,296,3,4,5,6,6,0,0,18,105,127,143,202,204,101,35,922
201031014,0,0,5,31,40,26,10,117,18,23,28,30,23,12,0,133,0,0,4,12,23,9,5,47,0,0,0,0,0,0,0,0,0,0,4,10,30,15,4,69,0,0,0,9,11,13,3,35,0,3,0,0,0,0,3,7,0,0,0,0,4,0,0,12,20,30,41,34,25,0,0,150,0,0,0,0,3,0,3,10,5,16,24,28,26,8,0,110,84,126,153,202,175,77,9,822,6,5,4,15,11,0,0,44,128,181,238,317,306,131,23,1327,87,124,169,215,185,80,9,874,24,47,48,62,67,28,9,286,10,4,17,19,28,13,0,97,0,0,5,8,8,8,3,31,30,48,65,90,107,51,19,416,6,5,4,15,11,0,0,44,128,181,238,317,306,131,23,1327
201031015,0,3,8,11,22,11,0,53,11,7,17,17,12,4,3,78,0,0,3,3,7,0,3,16,0,0,0,0,0,0,0,0,0,0,4,3,5,6,5,23,0,0,0,0,7,8,0,17,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,10,19,17,20,12,3,0,80,0,0,0,0,0,0,0,0,0,5,7,9,15,4,0,47,66,67,87,85,65,31,15,418,0,5,0,6,9,5,0,28,88,102,131,144,128,61,26,675,67,76,92,96,68,31,15,443,13,21,27,34,31,22,6,157,5,3,9,13,7,6,4,41,0,0,0,0,3,0,0,11,23,24,35,49,50,26,10,211,0,5,0,6,9,5,0,28,88,102,131,144,128,61,26,675
201031016,3,20,34,82,137,58,6,339,48,80,43,74,70,26,0,333,3,4,8,19,49,14,3,95,0,0,0,0,0,0,0,0,0,6,15,34,47,16,0,128,0,3,7,7,46,18,0,88,0,0,4,3,3,7,0,29,0,0,3,10,19,11,0,51,79,114,77,73,103,15,0,457,0,0,0,4,9,0,4,19,40,54,50,59,67,23,6,297,422,415,389,472,373,91,14,2175,22,26,15,32,26,9,0,121,577,649,572,771,759,225,28,3582,445,446,414,508,410,107,10,2337,98,138,106,165,216,73,15,807,20,27,30,59,78,25,0,236,0,10,5,9,33,21,0,77,115,177,149,230,330,114,11,1126,22,26,15,32,26,9,0,121,577,649,572,771,759,225,28,3582
201031017,0,5,9,19,31,31,5,98,13,16,21,15,16,11,4,93,0,0,0,8,6,11,10,29,0,0,0,0,0,0,0,0,0,0,4,6,8,6,6,34,0,0,0,8,7,13,10,31,0,0,4,0,0,0,0,3,0,0,3,0,3,3,5,14,6,18,23,22,20,3,0,90,0,0,0,0,4,4,0,5,4,6,10,11,8,12,4,54,58,100,88,115,112,47,11,529,3,8,9,9,8,7,0,44,80,134,148,185,197,113,33,891,55,99,94,117,124,56,8,562,12,22,39,43,43,29,10,196,3,5,10,19,11,22,10,77,0,0,0,0,12,5,5,15,14,27,53,60,65,53,17,292,3,8,9,9,8,7,0,44,80,134,148,185,197,113,33,891
202011018,22,81,212,425,651,255,23,1664,408,640,561,442,369,85,3,2509,10,24,57,113,203,74,3,481,0,0,0,0,0,0,0,6,17,67,98,182,243,83,11,695,5,15,33,73,191,79,16,413,8,10,15,34,35,12,4,114,9,7,23,26,70,17,3,154,521,904,696,613,378,67,3,3180,4,7,12,12,20,6,3,67,204,427,412,436,395,95,7,1972,2392,3299,3157,2765,1941,369,23,13950,128,143,147,158,144,23,8,746,3473,5089,4898,4621,3798,902,84,22856,2502,3506,3389,3015,2139,420,32,15000,691,1149,1069,1072,1041,304,23,5354,141,264,245,291,351,115,13,1421,8,24,49,86,125,41,6,338,841,1440,1363,1447,1516,461,43,7109,128,143,147,158,144,23,8,746,3473,5089,4898,4621,3798,902,84,22856
202011019,4,12,27,43,85,28,3,203,59,61,62,40,50,10,0,281,0,0,11,7,26,9,0,55,0,0,0,0,0,0,0,3,0,4,5,24,25,13,0,72,0,5,3,10,20,5,3,49,0,4,4,6,0,0,0,14,0,4,0,4,12,3,0,28,66,69,60,71,43,4,0,316,0,0,0,3,5,0,0,7,22,31,38,41,26,12,0,168,319,303,245,249,205,54,3,1378,26,10,15,21,9,6,0,85,471,458,402,439,410,109,10,2294,331,325,258,269,212,62,3,1457,93,91,95,102,120,30,8,535,19,25,31,36,42,15,0,170,0,5,8,11,15,5,0,47,115,118,132,149,179,47,10,746,26,10,15,21,9,6,0,85,471,458,402,439,410,109,10,2294
202011020,10,25,52,125,199,65,3,489,121,188,154,126,103,23,0,716,0,6,14,29,53,20,0,122,0,0,0,0,0,0,0,0,4,14,31,58,77,33,0,224,0,5,8,29,80,26,4,149,0,4,11,9,4,0,0,31,0,0,9,16,22,8,3,58,153,238,179,153,99,12,0,835,0,0,0,6,9,5,0,21,72,95,82,108,92,23,0,481,855,994,885,821,559,119,13,4244,55,51,50,56,46,9,0,262,1201,1497,1337,1360,1111,277,23,6809,892,1040,928,885,608,134,13,4495,221,327,286,317,320,97,13,1585,35,62,68,78,98,32,0,382,0,12,16,22,35,10,4,94,254,403,363,421,463,137,10,2058,55,51,50,56,46,9,0,262,1201,1497,1337,1360,1111,277,23,6809
202011021,0,3,19,22,68,17,0,133,24,50,54,33,42,3,0,207,0,0,3,4,16,7,0,36,0,0,0,0,0,0,0,0,0,3,13,15,18,6,5,59,0,4,4,5,10,16,0,36,0,0,3,0,3,0,0,10,0,0,0,0,6,0,0,7,24,53,56,51,46,9,0,244,0,0,0,0,0,0,0,4,13,24,41,30,32,9,0,150,152,260,279,260,191,44,0,1189,4,6,12,19,12,3,0,53,205,385,445,414,358,92,3,1902,155,281,297,284,210,49,0,1281,38,76,101,77,81,34,0,414,4,22,23,20,40,8,0,124,0,0,0,4,14,4,0,27,44,95,131,103,141,45,5,560,4,6,12,19,12,3,0,53,205,385,445,414,358,92,3,1902
202011022,11,27,54,150,231,65,9,551,203,182,159,134,134,19,7,848,0,5,6,39,57,27,5,137,0,0,0,0,0,0,0,5,6,19,40,60,80,28,4,237,9,8,16,42,63,31,4,178,0,4,6,5,13,3,0,33,0,3,6,9,35,9,0,62,217,258,220,197,120,18,0,1034,0,0,4,5,11,14,0,29,78,73,103,105,96,19,3,481,1035,914,809,833,613,132,13,4342,69,44,44,46,49,16,0,266,1525,1400,1336,1399,1205,307,36,7199,1063,953,860,887,660,143,11,4581,319,323,345,325,326,102,10,1747,60,71,74,111,124,29,8,475,0,11,8,30,50,18,4,120,387,406,425,464,499,140,19,2347,69,44,44,46,49,16,0,266,1525,1400,1336,1399,1205,307,36,7199
202011023,7,0,5,19,16,6,0,56,18,19,28,16,14,3,0,99,0,0,4,0,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,23,6,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,27,20,15,11,0,0,94,0,0,0,0,0,0,0,7,5,15,10,15,12,0,0,58,86,121,101,109,66,18,4,499,6,3,12,4,4,0,0,31,128,184,169,175,122,37,9,818,88,132,107,117,68,14,4,531,23,41,40,44,38,12,0,200,10,0,11,6,6,7,0,42,0,0,4,0,5,0,0,7,29,48,53,50,48,22,0,248,6,3,12,4,4,0,0,31,128,184,169,175,122,37,9,818
202011024,0,8,12,19,40,18,6,104,23,30,48,32,12,3,0,146,0,3,0,8,8,7,0,27,0,0,0,0,0,0,0,0,0,3,7,9,20,9,0,49,0,3,5,5,10,5,0,28,5,0,0,0,0,0,0,9,0,0,0,0,4,4,4,11,25,43,47,27,22,0,0,167,0,0,0,0,3,0,0,4,12,23,29,37,18,5,4,125,173,182,210,211,135,35,5,947,9,5,21,14,11,0,0,58,229,276,344,334,245,77,11,1515,178,192,233,229,147,32,5,1016,38,57,71,69,67,25,0,341,3,11,18,19,19,10,0,79,0,3,0,0,4,0,0,13,41,71,97,89,90,40,9,434,9,5,21,14,11,0,0,58,229,276,344,334,245,77,11,1515
202011025,4,20,34,54,94,45,7,263,72,109,99,96,59,12,0,442,0,0,9,28,34,18,0,86,0,0,0,0,0,0,0,0,3,11,19,30,42,13,0,118,0,5,3,13,26,16,0,61,3,3,0,0,0,0,0,14,0,0,0,3,17,11,0,32,94,138,114,90,51,12,0,491,0,0,3,5,5,5,3,16,37,56,69,50,40,10,0,269,512,570,500,454,304,56,5,2403,32,20,17,25,22,3,0,117,729,864,787,732,574,146,16,3844,531,597,547,479,318,60,5,2539,150,204,178,166,160,57,3,920,13,31,36,60,48,21,4,214,0,6,11,10,24,10,3,56,168,244,222,237,226,86,12,1191,32,20,17,25,22,3,0,117,729,864,787,732,574,146,16,3844
202021026,0,3,12,19,49,22,9,114,12,38,36,25,31,9,0,158,0,0,5,11,11,8,3,40,0,0,0,0,0,0,0,4,0,7,9,6,25,11,5,63,0,0,0,8,15,12,4,40,0,0,0,0,4,0,0,10,0,0,0,0,5,0,0,12,20,36,38,29,31,4,7,161,0,0,0,0,0,0,0,3,7,15,30,32,20,5,5,113,190,323,305,248,170,43,7,1292,5,7,10,23,11,3,0,60,234,411,425,368,314,93,27,1876,191,333,325,271,180,46,7,1364,26,64,73,55,80,24,13,333,9,13,9,13,31,17,3,94,0,0,4,3,6,9,0,26,32,76,88,73,118,42,22,447,5,7,10,23,11,3,0,60,234,411,425,368,314,93,27,1876
202021027,8,7,43,113,202,81,8,464,75,129,118,125,118,25,3,590,0,5,11,40,57,30,5,144,0,0,0,0,0,0,0,0,7,12,16,48,55,20,0,170,4,3,10,20,59,27,7,123,0,6,0,11,7,0,0,24,0,0,0,6,27,16,0,58,113,156,159,174,118,23,4,743,0,0,0,8,13,6,5,28,43,69,100,128,121,40,6,511,520,658,725,873,705,168,15,3664,26,34,32,61,39,18,5,207,745,981,1117,1416,1287,367,43,5971,545,686,784,945,768,189,20,3937,147,212,256,310,355,118,15,1408,23,48,50,77,103,40,7,346,0,0,5,22,25,12,0,67,177,262,309,408,486,171,18,1828,26,34,32,61,39,18,5,207,745,981,1117,1416,1287,367,43,5971
202021028,0,0,3,26,74,52,8,175,10,25,22,26,56,13,5,159,0,0,0,5,26,14,4,53,0,0,0,0,0,0,0,5,0,3,5,10,25,21,5,67,0,0,0,7,21,22,10,57,0,0,0,4,0,0,3,8,0,0,5,0,7,4,3,16,24,31,38,45,31,12,0,178,0,0,0,0,0,7,0,3,7,10,22,34,29,30,4,135,107,128,201,248,271,104,23,1079,8,12,4,18,8,3,0,50,147,196,270,387,464,226,50,1747,110,131,212,272,284,112,23,1149,29,39,50,74,119,86,11,415,6,8,8,16,35,17,6,94,0,0,0,5,11,6,7,39,33,51,55,100,172,107,23,547,8,12,4,18,8,3,0,50,147,196,270,387,464,226,50,1747
202021029,0,7,8,30,62,37,11,160,12,24,29,27,23,13,0,128,0,4,0,5,11,5,4,22,0,0,0,0,0,0,0,4,0,3,4,15,21,12,7,64,0,0,4,4,10,12,3,38,0,0,0,5,0,0,0,9,0,0,0,6,3,0,0,13,10,25,30,31,23,7,0,119,0,0,0,0,0,0,0,3,3,17,19,24,27,8,3,103,110,172,168,175,138,47,11,815,10,10,4,11,9,0,0,45,141,247,237,286,267,110,29,1333,112,184,174,188,153,52,11,871,23,48,48,61,72,35,14,300,0,10,13,18,31,17,4,87,0,0,0,3,10,4,0,24,26,58,57,86,108,54,21,411,10,10,4,11,9,0,0,45,141,247,237,286,267,110,29,1333
