POW_SA2_CODE_2021,AgFF_Mng,AgFF_Pro,AgFF_Tech_trds_wks,AgFF_Com_persl_svce_wks,AgFF_Cler_admin_wks,AgFF_Sales_wks,AgFF_Mach_ops_dvrs,AgFF_Labourers,AgFF_IDNS,AgFF_Tot,Min_Mng,Min_Pro,Min_Tech_trds_wks,Min_Com_persl_svce_wks,Min_Cler_admin_wks,Min_Sales_wks,Min_Mach_ops_dvrs,Min_Labourers,Min_IDNS,Min_Tot,Mnf_Mng,Mnf_Pro,Mnf_Tech_trds_wks,Mnf_Com_persl_svce_wks,Mnf_Cler_admin_wks,Mnf_Sales_wks,Mnf_Mach_ops_dvrs,Mnf_Labourers,Mnf_IDNS,Mnf_Tot,EGWWS_Mng,EGWWS_Pro,EGWWS_Tech_trds_wks,EGWWS_Com_persl_svce_wks,EGWWS_Cler_admin_wks,EGWWS_Sales_wks,EGWWS_Mach_ops_dvrs,EGWWS_Labourers,EGWWS_IDNS,EGWWS_Tot,Const_Mng,Const_Pro,Const_Tech_trds_wks,Const_Com_persl_svce_wks,Const_Cler_admin_wks,Const_Sales_wks,Const_Mach_ops_dvrs,Const_Labourers,Const_IDNS,Const_Tot,WST_Mng,WST_Pro,WST_Tech_trds_wks,WST_Com_persl_svce_wks,WST_Cler_admin_wks,WST_Sales_wks,WST_Mach_ops_dvrs,WST_Labourers,WST_IDNS,WST_Tot,RetT_Mng,RetT_Pro,RetT_Tech_trds_wks,RetT_Com_persl_svce_wks,RetT_Cler_admin_wks,RetT_Sales_wks,RetT_Mach_ops_dvrs,RetT_Labourers,RetT_IDNS,RetT_Tot,AcFd_Mng,AcFd_Pro,AcFd_Tech_trds_wks,AcFd_Com_persl_svce_wks,AcFd_Cler_admin_wks,AcFd_Sales_wks,AcFd_Mach_ops_dvrs,AcFd_Labourers,AcFd_IDNS,AcFd_Tot,TPW_Mng,TPW_Pro,TPW_Tech_trds_wks,TPW_Com_persl_svce_wks,TPW_Cler_admin_wks,TPW_Sales_wks,TPW_Mach_ops_dvrs,TPW_Labourers,TPW_IDNS,TPW_Tot,IMT_Mng,IMT_Pro,IMT_Tech_trds_wks,IMT_Com_persl_svce_wks,IMT_Cler_admin_wks,IMT_Sales_wks,IMT_Mach_ops_dvrs,IMT_Labourers,IMT_IDNS,IMT_Tot,FinIns_Mng,FinIns_Pro,FinIns_Tech_trds_wks,FinIns_Com_persl_svce_wks,FinIns_Cler_admin_wks,FinIns_Sales_wks,FinIns_Mach_ops_dvrs,FinIns_Labourers,FinIns_IDNS,FinIns_Tot,RHRE_Mng,RHRE_Pro,RHRE_Tech_trds_wks,RHRE_Com_persl_svce_wks,RHRE_Cler_admin_wks,RHRE_Sales_wks,RHRE_Mach_ops_dvrs,RHRE_Labourers,RHRE_IDNS,RHRE_Tot,ProSTS_Mng,ProSTS_Pro,ProSTS_Tech_trds_wks,ProSTS_Com_persl_svce_wks,ProSTS_Cler_admin_wks,ProSTS_Sales_wks,ProSTS_Mach_ops_dvrs,ProSTS_Labourers,ProSTS_IDNS,ProSTS_Tot,AdSup_Mng,AdSup_Pro,AdSup_Tech_trds_wks,AdSup_Com_persl_svce_wks,AdSup_Cler_admin_wks,AdSup_Sales_wks,AdSup_Mach_ops_dvrs,AdSup_Labourers,AdSup_IDNS,AdSup_Tot,PubAS_Mng,PubAS_Pro,PubAS_Tech_trds_wks,PubAS_Com_persl_svce_wks,PubAS_Cler_admin_wks,PubAS_Sales_wks,PubAS_Mach_ops_dvrs,PubAS_Labourers,PubAS_IDNS,PubAS_Tot,EdTrn_Mng,EdTrn_Pro,EdTrn_Tech_trds_wks,EdTrn_Com_persl_svce_wks,EdTrn_Cler_admin_wks,EdTrn_Sales_wks,EdTrn_Mach_ops_dvrs,EdTrn_Labourers,EdTrn_IDNS,EdTrn_Tot,HltHC_SA_Mng,HltHC_SA_Pro,HltHC_SA_Tech_trds_wks,HltHC_SA_Com_persl_svce_wks,HltHC_SA_Cler_admin_wks,HltHC_SA_Sales_wks,HltHC_SA_Mach_ops_dvrs,HltHC_SA_Labourers,HltHC_SA_IDNS,HltHC_SA_Tot,ArtsR_Mng,ArtsR_Pro,ArtsR_Tech_trds_wks,ArtsR_Com_persl_svce_wks,ArtsR_Cler_admin_wks,ArtsR_Sales_wks,ArtsR_Mach_ops_dvrs,ArtsR_Labourers,ArtsR_IDNS,ArtsR_Tot,OthSvs_Mng,OthSvs_Pro,OthSvs_Tech_trds_wks,OthSvs_Com_persl_svce_wks,OthSvs_Cler_admin_wks,OthSvs_Sales_wks,OthSvs_Mach_ops_dvrs,OthSvs_Labourers,OthSvs_IDNS,OthSvs_Tot,IDNS_Mng,IDNS_Pro,IDNS_Tech_trds_wks,IDNS_Com_persl_svce_wks,IDNS_Cler_admin_wks,IDNS_Sales_wks,IDNS_Mach_ops_dvrs,IDNS_Labourers,IDNS_IDNS,IDNS_Tot
206041505,70,71,0,0,21,5,0,11,0,193,71,95,7,0,25,0,12,0,4,213,288,362,100,15,134,32,4,25,5,961,631,1091,212,0,403,69,6,3,34,2454,985,1096,1158,11,503,41,59,375,71,4302,170,280,30,0,77,61,0,7,6,635,445,408,62,19,158,581,26,36,15,1755,792,142,698,1183,253,236,23,536,33,3896,593,766,133,46,684,161,1045,161,94,3677,590,1363,145,0,304,104,0,0,36,2546,3559,8110,213,32,6590,784,0,12,258,19565,477,593,30,14,353,596,4,16,23,2115,5567,26277,1152,83,5870,380,9,46,353,39745,1098,2179,124,315,1654,151,42,1143,116,6819,1645,3508,201,1132,3035,31,8,37,174,9772,701,1951,54,172,619,20,4,16,56,3593,575,1187,59,566,563,32,0,10,31,3026,340,653,45,98,212,42,0,7,24,1415,451,475,151,203,273,37,7,73,16,1692,691,1129,200,123,476,207,56,139,791,3811
206041506,11,4,3,0,13,0,4,12,0,44,4,0,0,0,0,0,0,0,0,10,58,27,57,4,41,16,30,35,0,273,33,20,21,0,14,3,36,58,3,195,266,153,551,5,144,6,74,216,26,1438,73,33,21,0,47,49,42,17,0,287,125,35,40,3,42,234,13,47,11,544,154,100,147,237,40,29,27,93,3,824,33,38,23,0,147,15,114,21,7,398,32,62,14,0,28,0,0,3,0,144,30,84,0,0,48,4,0,0,3,169,32,81,11,3,32,54,9,5,7,235,220,878,299,14,171,16,5,12,19,1628,145,101,20,19,99,0,22,264,8,665,62,88,23,161,44,0,3,18,6,414,128,480,10,107,105,4,0,13,10,858,149,620,50,217,314,3,9,13,7,1379,88,127,13,81,17,14,3,13,3,359,212,317,191,150,216,11,5,33,23,1151,101,109,47,26,74,27,39,46,114,585
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,15,15,7,28,18,0,0,0,0,85,3,0,0,12,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,6,33,68,33,28,30,14,0,0,3,208,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,5,10
206041508,29,23,0,0,5,0,0,0,0,59,52,52,7,0,21,0,0,0,0,129,679,628,23,3,228,164,8,30,14,1777,319,560,61,0,156,20,5,6,17,1142,212,230,239,0,104,22,19,83,12,914,162,116,9,12,61,141,3,3,4,514,436,407,73,6,245,746,13,18,11,1954,309,30,460,763,102,119,8,284,14,2099,174,212,30,8,178,20,18,4,27,682,245,644,69,22,59,143,6,3,7,1200,508,721,65,413,429,85,7,25,39,2298,170,182,45,21,109,169,0,17,16,733,1140,4663,258,8,492,94,3,15,81,6757,207,230,51,60,118,28,10,443,12,1155,64,145,16,301,108,0,0,8,7,657,44,94,4,35,16,3,0,3,3,198,78,183,30,75,91,6,0,0,0,464,522,355,476,2463,349,192,21,294,67,4742,180,229,42,31,124,9,0,22,5,636,100,178,56,35,99,47,23,47,195,787
206041509,11,16,0,0,3,0,0,0,0,33,5,3,0,0,0,0,0,0,0,9,35,27,14,6,15,8,0,4,0,103,31,35,0,0,14,5,0,0,5,94,175,137,159,10,88,12,14,65,10,669,41,34,0,0,17,16,5,0,0,108,88,61,22,5,58,160,9,27,3,432,97,4,67,130,33,47,0,96,0,482,41,33,8,5,54,9,36,6,5,194,140,862,167,5,243,38,0,10,10,1476,44,89,5,0,118,9,0,0,5,270,69,45,14,0,65,101,0,9,9,321,344,1277,126,0,198,38,0,9,27,2012,103,189,11,57,260,16,10,116,21,778,578,514,77,229,470,4,0,6,27,1900,116,638,27,32,90,4,0,9,9,931,112,198,18,125,90,6,3,0,7,560,294,665,136,85,129,63,0,52,11,1439,31,51,32,13,21,4,0,4,4,161,73,118,32,16,59,26,8,23,85,452
206041510,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,21,22,30,0,16,10,9,13,3,125,3,0,0,0,5,0,0,0,0,10,137,63,200,0,58,5,17,77,11,572,35,13,3,0,35,21,15,3,3,125,44,12,14,0,28,72,10,7,3,201,69,6,72,58,11,4,0,33,4,268,31,7,23,0,79,12,32,14,4,199,30,69,12,0,16,8,0,0,5,137,26,66,3,0,43,4,0,0,0,139,29,12,5,0,15,48,0,0,3,101,144,724,86,0,133,8,0,3,8,1100,27,20,9,11,64,4,0,72,5,216,38,65,7,346,63,0,0,0,0,520,46,209,9,18,46,0,0,3,5,334,71,276,85,87,108,8,17,8,16,676,53,67,7,39,30,0,0,0,4,205,63,128,65,23,58,6,5,14,0,367,48,71,25,6,25,8,14,22,41,259
206051128,21,9,0,0,10,4,0,0,0,42,18,27,0,0,13,0,0,0,0,58,84,62,15,11,33,22,0,14,3,246,12,10,0,0,0,3,0,0,0,33,471,259,382,0,196,41,10,97,19,1478,284,273,29,0,66,100,4,0,4,754,132,51,28,3,24,209,4,21,5,472,241,71,185,303,75,42,4,121,11,1056,82,51,3,8,57,14,21,4,8,241,91,285,39,0,132,35,0,0,11,590,197,482,9,0,327,44,0,0,33,1090,112,113,0,10,101,227,0,3,16,581,872,2463,221,7,425,124,5,11,32,4163,220,243,17,133,122,37,5,105,12,888,46,59,8,71,56,0,5,10,3,271,158,660,20,199,99,8,3,8,6,1169,160,489,37,195,236,11,0,21,11,1154,212,153,15,142,78,21,0,5,9,622,82,86,79,77,49,15,0,10,3,396,178,216,48,26,102,48,14,28,113,772
206051129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,12,20,0,3,11,0,0,0,61,0,0,0,0,0,0,0,0,0,0,32,14,130,0,17,0,0,24,7,225,6,8,0,0,0,15,0,0,0,35,52,30,10,4,4,116,3,8,0,227,63,0,63,135,4,18,3,34,0,324,11,0,0,3,9,4,20,3,0,48,17,27,9,0,3,0,0,0,0,55,16,35,0,0,17,4,0,0,0,75,11,9,3,0,20,57,0,0,3,101,60,232,31,4,47,0,0,0,13,385,13,17,12,6,7,0,0,31,0,82,9,17,0,0,7,0,0,0,0,36,41,269,3,79,18,0,0,3,0,416,14,116,8,113,45,3,0,0,0,300,5,51,5,6,8,0,0,0,0,80,27,15,48,56,10,0,0,9,4,166,16,23,9,8,7,4,0,8,18,93
206051130,0,0,5,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,23,21,21,5,8,11,0,7,5,92,3,3,0,0,0,0,0,0,0,12,61,33,152,0,21,6,10,33,3,319,30,17,8,0,14,20,3,0,0,90,77,29,20,3,11,202,5,31,0,381,112,9,119,224,11,25,9,65,5,568,50,41,10,27,95,22,41,30,4,324,19,75,5,0,8,7,0,0,0,113,24,66,0,0,53,5,0,0,7,155,33,21,0,0,18,58,0,0,4,133,117,373,34,11,84,13,4,0,6,644,32,17,9,9,15,0,5,46,0,131,20,29,0,30,19,0,5,6,4,105,30,168,0,98,19,0,0,0,3,327,36,122,8,155,45,6,0,8,4,386,17,25,3,8,5,4,0,0,0,64,36,39,79,84,28,10,0,17,6,290,55,68,8,8,40,8,12,8,40,248
206051134,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,15,26,3,5,15,0,12,0,87,4,5,0,0,6,5,0,3,0,13,37,12,107,0,3,0,7,22,3,191,20,11,0,0,9,11,0,3,0,47,89,48,33,9,15,233,16,46,3,490,95,7,124,162,10,28,9,64,4,493,9,6,0,0,35,7,37,7,3,93,11,46,9,0,3,0,0,0,0,73,3,29,0,0,19,6,0,0,3,56,5,7,0,0,14,27,0,0,0,65,71,288,23,0,43,9,0,0,3,438,28,5,7,4,7,0,0,51,0,112,10,16,4,107,15,0,0,0,0,155,27,172,5,83,12,0,0,3,0,306,14,194,16,115,88,0,0,5,3,432,9,53,0,18,8,5,0,0,0,90,24,11,71,50,4,3,0,9,5,184,36,31,9,7,12,9,6,11,32,148
206051511,36,20,17,0,18,10,4,12,0,117,6,9,3,0,8,0,7,0,4,29,775,981,558,29,375,164,291,307,51,3526,26,9,57,0,25,16,32,30,7,205,823,489,1869,8,531,89,126,329,55,4335,497,402,173,4,361,267,169,38,23,1933,603,521,155,10,333,689,77,71,26,2485,108,13,78,102,22,35,13,60,0,433,379,306,106,18,774,51,1730,335,51,3745,241,494,228,0,175,37,38,43,7,1270,135,262,28,0,169,33,8,0,9,651,100,55,55,4,75,109,13,10,6,426,621,1811,350,14,296,59,20,59,27,3252,317,172,84,42,200,56,126,489,19,1506,234,618,103,264,141,10,16,59,11,1461,53,206,14,59,47,0,0,0,4,383,265,359,101,144,188,19,49,24,17,1168,80,74,37,31,27,8,0,4,4,272,154,131,514,41,133,29,12,64,13,1087,348,420,159,42,219,96,160,130,256,1837
206051512,8,6,4,0,4,0,0,0,0,36,3,10,0,0,0,0,0,0,0,9,255,233,75,10,86,128,16,23,7,836,32,18,8,0,26,9,0,8,0,96,412,216,556,0,205,29,43,275,24,1755,126,109,28,6,59,68,10,0,3,404,417,336,102,23,231,712,43,97,28,1986,214,53,247,340,44,49,10,125,9,1094,150,121,6,5,116,20,32,4,8,466,168,510,69,0,87,55,4,7,5,904,246,500,14,6,939,41,0,0,28,1782,125,150,4,10,120,263,0,0,14,690,1026,3214,208,13,533,108,0,13,57,5175,204,242,39,176,151,29,5,286,11,1134,59,118,3,254,77,5,0,6,8,541,115,319,6,112,102,7,0,3,12,675,202,607,44,459,234,23,0,24,15,1612,107,121,11,35,28,6,3,5,0,322,106,149,136,93,99,17,4,19,9,624,271,337,44,32,124,86,17,38,167,1119
206051513,3,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,21,25,39,0,13,5,0,9,0,114,3,9,0,0,0,3,0,0,0,21,55,22,118,0,31,5,0,29,6,268,34,20,0,0,18,17,5,0,0,90,91,38,13,4,28,98,0,4,10,286,68,6,66,92,6,10,0,28,6,283,13,14,0,0,13,0,20,0,0,52,16,81,12,0,28,11,0,0,0,151,25,92,0,0,51,3,0,0,0,185,26,22,0,0,35,125,0,0,8,219,176,673,68,3,112,11,0,3,8,1062,38,53,8,13,35,3,4,61,0,216,103,227,24,84,197,0,5,17,18,680,40,298,15,85,35,3,0,5,6,480,77,301,8,238,108,5,0,4,5,755,31,66,12,20,18,4,0,3,0,155,32,51,75,78,28,3,0,13,0,289,46,55,25,5,35,22,7,13,46,243
206051514,6,4,0,0,3,0,0,0,0,23,131,192,18,0,29,0,8,0,7,389,96,66,21,6,27,17,0,9,3,236,0,0,4,0,4,0,0,0,0,7,73,23,187,0,38,0,8,44,6,383,17,15,0,4,4,7,0,0,0,45,108,53,22,6,15,244,6,29,0,488,355,84,307,459,76,96,12,136,12,1533,22,15,4,0,24,4,33,0,0,108,25,67,14,0,13,3,0,5,4,121,76,203,0,0,128,9,0,0,8,420,64,60,4,0,79,96,0,4,5,310,291,867,68,4,128,19,0,0,21,1401,85,36,10,14,22,16,0,62,3,260,33,44,0,33,28,0,0,4,4,154,137,464,8,34,98,10,0,0,8,760,118,491,20,431,182,8,0,49,8,1320,96,118,18,106,22,32,47,16,3,470,109,197,49,61,68,8,3,12,6,507,72,88,21,20,40,30,7,14,69,350
206061135,6,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,21,7,34,4,5,22,0,7,0,104,0,0,0,0,0,0,0,0,0,4,91,108,132,0,42,10,3,22,6,409,24,6,4,0,9,20,4,0,0,68,236,50,55,12,36,562,12,46,6,1018,101,0,115,220,7,33,8,68,0,556,19,4,37,0,10,5,232,8,5,323,5,13,0,0,0,6,0,0,0,28,25,57,0,0,28,5,0,0,11,133,42,50,7,0,65,210,0,0,10,378,54,341,40,9,58,14,0,8,5,527,30,20,10,30,24,3,0,126,7,246,56,175,28,35,105,0,7,11,5,427,50,333,8,168,31,3,0,12,4,610,111,368,30,275,252,8,0,15,5,1067,30,36,5,12,3,6,0,4,0,87,31,16,102,124,17,12,5,7,0,298,38,50,15,11,25,21,8,7,34,205
206061136,4,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,42,25,39,11,13,18,0,4,0,152,8,10,0,0,24,3,0,0,0,47,65,46,219,3,30,4,5,58,5,442,32,32,8,0,11,34,6,3,0,123,293,128,42,13,75,630,23,46,9,1272,311,20,353,657,26,103,18,241,4,1738,19,0,0,0,32,17,22,4,0,93,37,117,21,3,72,5,0,3,4,268,51,143,18,7,105,6,0,5,17,345,43,57,0,0,45,105,0,4,0,247,280,1195,121,3,170,33,8,5,24,1838,67,60,21,37,32,11,3,62,3,294,28,42,11,255,55,0,0,17,9,401,82,293,14,134,51,3,0,8,0,595,103,911,69,344,273,21,20,60,14,1816,71,115,0,50,28,4,0,10,8,281,71,34,225,160,33,7,3,34,5,575,143,172,33,24,67,45,8,21,96,609
206061138,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,26,6,21,7,3,25,0,4,0,96,0,3,0,0,5,0,0,0,0,9,68,23,265,3,18,0,10,59,9,455,22,15,3,0,15,9,0,0,0,70,99,34,29,8,26,251,14,51,0,516,82,4,76,96,4,12,3,30,0,315,13,0,0,0,9,7,10,4,0,43,22,41,6,0,6,0,0,0,0,73,45,91,0,0,64,8,0,3,15,235,31,33,4,5,29,83,0,0,10,194,86,285,22,0,47,10,0,3,4,460,30,10,21,19,13,5,0,74,0,182,8,16,4,4,4,0,0,0,0,35,65,692,28,167,66,0,0,21,0,1046,35,182,12,164,108,0,0,15,0,516,15,28,10,9,0,0,0,0,3,72,19,13,60,52,28,6,0,18,3,202,44,38,9,16,28,13,6,9,47,206
206061515,18,0,0,0,0,3,0,0,0,25,7,0,0,0,9,0,0,0,0,20,30,21,11,6,7,9,0,5,0,89,10,8,3,0,7,4,0,0,0,27,79,45,148,0,34,0,4,47,3,369,43,14,0,4,21,24,0,0,0,109,108,57,38,17,35,283,8,44,0,596,166,67,122,174,48,18,0,90,3,697,16,12,0,0,5,3,11,0,3,53,55,219,55,4,23,30,0,8,7,392,75,154,0,0,62,0,0,0,18,311,81,81,0,3,63,176,0,5,4,425,309,1002,53,9,155,20,0,0,23,1581,59,97,10,46,63,12,4,110,6,411,7,18,3,10,16,0,0,0,0,53,24,217,5,112,25,3,0,8,3,403,42,181,13,182,61,6,0,0,6,492,30,36,0,25,4,9,0,0,0,101,40,20,87,76,30,6,0,20,7,281,80,113,17,6,45,20,7,13,44,352
206061516,5,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,29,13,29,22,7,11,0,3,4,125,5,4,0,0,0,0,0,0,0,10,55,30,77,0,26,6,5,22,0,229,38,23,12,0,18,26,5,9,3,137,228,76,47,16,39,448,11,26,7,900,196,11,254,315,26,90,3,153,7,1056,7,7,0,0,6,0,10,0,0,36,125,175,25,4,64,56,0,7,4,461,32,78,0,0,56,7,0,0,7,187,36,40,6,0,41,130,0,3,4,251,238,757,59,5,174,19,0,0,12,1258,53,53,0,12,15,10,0,94,0,246,15,26,3,29,10,6,0,0,4,84,22,62,0,20,3,0,0,0,4,114,24,338,11,119,103,8,6,4,8,612,25,42,3,13,3,0,0,0,0,91,29,9,95,87,14,9,0,22,0,276,69,91,13,11,37,26,12,18,56,346
206071139,10,0,0,0,4,0,0,5,0,30,3,0,0,0,0,0,0,0,0,3,203,275,140,54,82,32,77,148,5,1015,0,3,0,0,4,0,0,0,0,7,158,44,239,0,75,10,6,38,3,586,120,73,11,6,68,49,30,8,0,372,271,192,58,7,134,361,82,51,11,1179,192,43,143,248,41,43,11,93,5,823,49,56,4,6,171,5,168,5,8,466,45,140,35,0,31,11,0,0,5,263,173,382,21,0,310,10,0,0,22,918,28,17,5,0,23,26,4,0,0,103,336,1108,137,5,129,30,0,3,19,1767,76,57,27,12,43,3,4,47,0,276,52,84,17,72,90,0,3,9,7,343,59,153,4,36,30,0,0,5,4,284,134,376,26,167,178,11,10,21,5,934,76,127,14,26,24,8,0,0,4,279,44,79,93,31,55,8,3,6,5,327,149,150,58,15,108,45,39,26,88,677
206071140,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,14,0,14,4,0,3,3,3,4,53,3,0,0,0,0,0,0,0,0,0,17,14,141,0,7,0,3,12,0,187,11,0,0,0,3,9,0,0,0,22,57,29,17,0,11,61,0,7,3,190,60,5,67,109,4,3,0,22,0,275,0,0,0,0,0,0,8,0,0,19,7,24,0,0,0,0,0,0,0,31,3,30,0,0,12,0,0,0,0,49,3,9,0,0,10,50,0,0,0,78,21,196,20,3,15,0,0,0,5,257,10,11,3,3,3,0,0,16,0,47,5,16,5,12,4,0,0,5,3,49,45,222,10,30,19,5,0,5,0,339,15,142,3,69,52,0,0,0,5,286,50,79,5,62,17,8,0,0,4,226,15,6,32,32,7,0,0,7,0,95,13,25,12,6,9,3,0,7,22,95
206071141,4,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,110,95,87,18,35,28,25,30,3,428,3,15,0,0,4,8,6,0,0,35,152,55,343,3,77,9,21,97,10,764,207,131,13,3,125,104,24,14,11,630,324,187,77,15,96,424,36,59,8,1219,231,63,224,312,31,79,16,136,7,1091,245,421,59,82,161,29,105,17,18,1133,68,250,24,0,35,3,0,3,0,385,41,68,0,0,33,5,0,0,3,159,28,19,3,5,25,76,0,6,5,170,456,1936,214,7,210,44,0,7,21,2895,106,197,16,49,52,6,7,238,9,681,40,63,19,76,55,4,6,5,4,271,84,480,14,148,49,5,0,5,6,786,182,615,184,186,307,10,4,16,16,1521,80,179,13,36,24,3,0,9,3,339,79,54,130,62,50,7,4,29,4,439,206,221,64,30,97,47,33,29,102,832
206071142,5,5,3,0,0,0,9,6,0,31,0,0,0,0,0,0,0,0,0,4,80,74,58,14,34,33,9,26,4,325,6,6,0,0,3,4,0,0,0,15,55,21,182,0,19,0,0,44,3,324,38,27,5,0,16,16,6,6,0,115,342,164,63,14,88,566,26,57,6,1329,327,31,387,761,48,46,3,157,11,1778,21,7,0,3,31,7,40,3,0,107,61,176,21,0,16,4,0,0,3,276,21,45,0,0,22,3,0,0,3,91,30,37,3,0,40,95,0,5,5,208,229,1091,94,5,101,23,4,5,17,1562,61,67,13,19,40,7,0,68,4,283,48,115,8,140,62,5,3,10,8,393,125,732,26,122,155,5,0,7,12,1184,350,4063,226,622,818,17,57,147,44,6358,68,111,10,14,18,11,0,6,5,245,57,56,135,102,29,11,5,19,0,411,110,163,34,32,61,42,29,27,108,592
206071143,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,6,26,3,6,7,6,0,0,56,4,0,0,0,0,0,0,0,0,9,52,21,126,0,25,0,7,39,3,267,9,6,0,0,3,5,5,3,0,39,80,28,32,9,19,192,19,44,0,423,99,8,108,208,6,63,7,122,4,627,20,20,14,0,27,4,238,3,6,332,14,41,11,0,7,0,0,0,0,63,9,19,0,0,14,0,0,0,6,48,9,19,0,8,7,12,0,0,0,48,55,347,29,6,59,3,0,0,4,494,13,15,3,3,0,0,0,26,0,78,5,31,0,4,11,0,0,5,0,52,32,227,6,81,21,0,0,3,0,372,44,379,23,230,123,6,0,8,3,809,6,79,0,7,6,0,0,0,5,107,14,24,47,50,14,0,0,5,0,162,22,24,9,7,13,11,11,12,35,129
206071145,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,34,46,20,3,20,12,14,28,7,174,0,0,0,0,0,0,0,0,0,6,51,8,170,0,25,12,9,40,3,318,24,10,3,0,11,23,10,11,0,90,66,17,22,3,34,133,17,15,0,303,38,0,30,56,5,21,3,39,5,199,14,0,9,0,3,10,18,11,0,68,3,24,3,0,4,0,0,0,0,33,8,13,0,0,9,4,0,0,0,30,10,4,0,0,9,13,4,3,0,49,31,208,7,0,27,0,0,0,0,285,13,21,3,15,18,4,0,40,0,114,20,40,13,46,26,0,9,32,5,183,51,394,18,99,41,0,0,4,0,608,77,583,13,325,122,0,0,16,11,1145,13,59,15,20,9,3,0,3,3,144,15,19,51,36,28,3,0,16,0,172,31,47,17,16,15,11,23,25,43,226
206071517,14,17,3,0,13,0,0,0,0,44,5,5,0,0,6,0,0,0,0,13,187,157,102,3,60,63,9,30,7,617,186,285,167,3,436,112,3,7,29,1231,481,310,635,5,248,33,25,179,22,1940,241,267,78,7,131,118,9,5,7,862,1311,1320,234,21,638,1415,107,87,41,5178,390,78,386,700,65,70,13,192,8,1905,78,65,50,7,32,27,31,16,5,309,507,1170,128,7,212,120,7,6,29,2182,215,350,8,0,168,33,0,0,24,807,121,250,7,5,68,167,5,5,3,628,1376,4331,276,16,467,250,3,8,58,6782,161,174,12,15,50,8,8,126,4,555,74,86,34,128,58,3,0,5,10,396,104,463,17,132,65,4,0,6,9,805,248,631,46,274,262,21,3,15,15,1512,126,240,19,30,56,8,3,4,3,494,128,88,214,167,86,23,3,32,10,758,376,527,93,40,191,107,28,34,201,1589
206071518,8,4,0,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,4,252,289,74,10,74,62,17,81,4,861,4,9,0,0,5,0,0,0,0,21,159,51,294,0,98,7,25,65,9,714,217,240,42,0,101,88,20,18,5,726,341,178,103,24,152,809,70,121,15,1819,136,8,111,200,13,136,9,145,3,756,10,4,0,0,15,12,21,6,0,73,44,126,9,0,24,38,0,5,0,248,51,96,3,0,93,37,0,0,8,288,76,44,3,3,65,86,0,4,11,307,266,847,103,3,151,34,0,6,13,1421,36,59,15,26,199,3,3,92,12,444,116,233,38,253,286,3,3,25,17,971,50,237,8,92,28,0,0,0,6,421,423,2811,189,614,902,15,58,191,46,5252,27,66,6,24,32,5,0,9,0,172,72,67,153,73,50,15,3,38,0,477,92,118,46,30,72,37,22,40,133,579
207011146,4,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,9,9,0,12,0,4,33,0,3,0,68,0,0,0,0,0,0,0,0,0,0,16,4,57,0,9,0,0,14,5,112,5,3,0,0,9,0,0,5,0,25,52,16,31,4,13,139,5,21,3,277,36,0,30,52,0,45,10,51,6,227,4,0,0,0,13,10,9,3,0,45,4,7,3,0,0,0,0,0,0,22,13,22,0,0,30,3,0,0,0,61,9,3,6,0,9,13,0,0,3,45,35,125,27,0,41,5,0,0,0,228,6,8,3,3,4,0,0,10,0,36,5,10,11,3,5,0,0,6,3,29,22,160,0,98,5,0,0,0,5,294,23,248,15,204,72,12,0,26,3,605,19,18,0,69,12,0,0,0,0,121,9,13,30,37,9,0,0,3,0,102,13,18,9,3,14,9,0,0,19,81
