POW_SA2_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
201011001,0,7,0,0,0,0,0,0,0,8,0,15,3,0,0,0,0,0,0,24,0,10,0,0,0,4,0,0,0,20,6,10,7,0,4,0,0,3,0,27,4,3,21,6,10,3,0,0,0,52,0,12,25,8,29,6,0,4,0,86,3,3,23,20,27,20,4,0,0,103,6,10,8,20,22,22,18,10,0,110,0,0,3,5,20,25,3,13,0,69,0,5,5,3,14,30,17,21,0,101,0,0,6,0,3,3,6,9,0,21,0,0,3,4,9,13,3,11,0,40,0,0,0,0,0,0,0,0,0,0,17,78,105,72,138,136,55,73,3,678,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,9,3,0,4,0,0,0,0,11,0,3,0,0,5,0,0,0,0,6,6,6,4,5,4,0,0,0,0,26,3,9,15,3,10,12,7,0,0,66
201011002,8,26,9,5,0,0,0,4,0,48,4,53,13,10,3,3,0,6,0,85,17,85,40,5,6,12,0,0,0,174,27,88,95,39,17,18,7,8,0,291,29,80,163,77,69,53,14,10,5,493,59,85,196,179,178,114,22,25,6,870,55,37,136,199,243,184,48,38,0,941,74,12,99,187,275,229,54,70,5,1014,38,24,46,100,194,253,57,92,5,813,51,26,44,76,231,351,117,226,11,1134,10,4,13,13,26,51,28,42,0,183,19,20,21,31,71,131,42,157,4,491,0,7,4,4,0,3,0,5,6,30,406,618,881,920,1338,1393,383,675,37,6655,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,6,3,12,3,0,0,0,0,0,0,19,4,13,6,0,4,0,0,0,0,36,6,20,12,6,6,6,0,4,0,65,12,26,27,17,25,19,0,3,3,118
201011005,4,8,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,13,3,16,5,0,0,0,0,0,0,34,4,8,9,5,4,0,0,0,0,35,6,15,12,7,8,0,0,0,0,48,3,7,22,13,15,21,3,3,0,96,6,0,19,18,26,38,5,8,0,120,3,4,5,20,45,54,13,14,0,159,5,5,3,11,40,58,9,20,0,140,9,4,3,9,58,74,25,43,0,218,0,0,0,0,0,11,4,9,0,31,0,0,6,0,3,7,3,5,0,26,0,0,0,0,0,0,0,0,0,3,42,86,83,84,203,266,57,114,13,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,0,0,0,5,0,0,0,18,0,5,4,5,4,8,0,0,0,18
201011006,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,10,0,8,7,0,0,0,0,3,0,21,0,0,3,5,9,3,0,0,0,24,0,3,6,10,14,14,0,5,0,47,3,0,7,3,12,18,3,4,0,60,0,0,6,0,11,22,0,4,0,51,0,0,3,0,17,15,0,3,0,42,0,3,0,0,15,17,6,6,0,44,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,5,7,0,17,0,0,0,0,0,0,0,0,0,5,14,39,41,24,83,102,18,44,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,8,0,8,5,3,0,3,0,0,0,18,0,0,3,0,4,18,0,0,0,37,0,10,10,5,24,21,5,3,3,79
201011007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,12,0,0,0,0,3,4,3,0,0,16,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,6,0,4,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,15,14,11,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,10,5,0,0,0,5,0,0,0,0,13
201011008,3,7,0,0,0,0,0,0,0,15,0,5,4,0,4,0,0,0,0,16,0,15,9,5,0,0,0,0,0,31,3,13,16,5,3,6,0,0,4,51,4,19,18,10,13,9,3,3,0,83,7,11,24,13,45,35,5,13,0,149,6,5,15,19,55,66,12,20,0,190,7,5,7,17,44,68,18,22,0,193,10,6,8,13,33,66,20,32,0,179,10,6,13,12,51,82,35,60,5,269,0,0,0,0,6,10,5,10,0,37,0,3,3,0,3,11,9,14,4,42,0,0,0,0,0,0,0,0,3,3,47,110,118,97,260,359,103,171,9,1271,0,0,3,0,0,0,0,3,0,6,0,3,3,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,3,22,6,10,3,0,3,0,0,0,0,25,0,11,7,4,19,11,0,0,3,67,6,14,14,11,30,21,9,6,4,107
201011481,0,12,0,0,0,3,0,0,0,14,0,7,9,0,0,3,0,0,0,22,3,13,3,0,0,0,3,0,0,25,0,10,12,4,3,3,0,0,0,35,3,10,10,10,4,5,0,4,0,51,3,8,18,11,8,9,0,0,0,61,6,4,3,12,30,18,0,6,0,81,0,0,3,11,26,13,4,10,0,76,0,0,4,4,7,12,8,0,0,43,0,0,0,0,12,19,3,19,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,25,82,61,59,102,88,25,47,0,487,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,9,0,6,0,4,0,0,0,5,0,11,3,3,3,0,5,3,5,4,0,26,6,6,0,5,13,7,0,0,0,40
201011482,0,9,0,0,0,0,0,5,0,13,0,3,0,0,0,0,0,0,0,11,0,9,4,0,3,0,0,0,0,26,0,9,13,3,0,0,0,0,0,27,0,11,7,4,11,5,0,6,0,50,0,12,18,12,16,17,0,0,0,83,3,8,8,11,19,19,4,0,0,68,0,0,6,8,21,13,7,12,0,65,0,5,5,5,6,10,8,5,0,41,3,3,0,7,15,22,12,18,0,76,0,0,0,0,0,5,5,3,0,16,0,0,0,0,3,9,5,9,0,21,0,0,0,0,0,0,0,0,0,4,19,74,67,54,91,100,39,63,0,513,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,5,0,3,0,0,4,0,0,0,0,13,0,5,14,4,11,5,0,0,0,38
201011483,0,6,3,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,13,3,12,7,5,3,4,0,3,0,41,0,11,3,5,3,0,0,0,0,27,10,6,19,11,8,12,0,4,0,63,3,5,15,13,14,5,4,0,0,65,0,4,11,9,19,22,5,8,0,80,4,3,5,15,23,21,7,10,0,80,4,0,3,0,14,27,13,18,0,83,3,0,0,0,28,26,18,28,0,109,0,0,0,0,0,4,0,3,0,9,0,0,0,0,5,0,3,3,0,14,0,0,0,0,3,0,0,0,0,3,30,65,69,62,123,119,49,82,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,4,3,0,4,6,0,5,0,18,4,8,5,0,8,8,0,0,0,37
201011484,0,6,0,0,0,0,0,0,0,10,0,8,4,0,0,0,0,0,0,11,0,10,8,0,0,0,0,0,0,20,0,10,9,9,0,0,0,0,0,30,0,11,3,4,10,4,0,0,0,28,3,4,16,7,12,14,5,5,0,70,9,0,9,9,22,20,6,9,4,75,6,0,9,4,19,14,8,17,0,82,4,0,0,3,12,11,3,14,0,54,0,0,3,3,19,15,12,19,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,22,58,69,47,97,85,34,60,4,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,8,0,0,4,6,0,0,0,19,3,10,9,8,18,9,4,6,0,58
