POW_SA2_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
201021009,0,6,0,0,0,4,0,0,0,3,0,4,5,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,12,5,4,0,3,0,4,0,0,0,18,0,0,7,3,0,5,0,3,0,25,6,3,4,0,3,7,0,5,0,24,0,3,0,4,9,9,0,4,0,32,4,0,5,4,12,16,3,3,0,41,0,0,0,3,4,5,5,6,0,26,0,0,0,3,6,8,0,3,0,22,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,11,33,28,25,50,63,11,32,0,249,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,0,3,4,0,3,3,0,5,0,19,0,0,4,0,3,6,4,0,0,21
201021010,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,15,0,8,7,0,0,3,0,0,0,18,0,7,6,0,0,0,0,0,0,18,3,8,12,3,8,0,0,0,0,25,0,4,6,3,10,11,5,0,0,43,4,0,9,4,4,3,5,3,0,34,7,4,3,9,7,18,3,4,0,51,0,0,3,3,14,6,0,3,0,35,0,0,0,3,6,13,8,10,0,45,0,0,4,3,3,3,4,0,0,14,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,5,18,46,50,37,52,62,24,39,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,9,0,5,0,0,3,4,0,0,0,17,0,8,10,6,8,5,0,0,0,28
201021011,0,11,3,0,0,3,0,0,0,16,0,21,8,0,0,0,6,6,0,32,0,19,9,6,0,7,0,0,0,45,5,18,9,3,5,5,0,0,0,37,4,15,14,8,3,6,0,3,3,53,0,7,21,21,15,8,3,5,0,82,7,14,13,10,17,15,13,8,0,91,9,7,8,24,22,20,6,8,0,106,0,3,3,9,5,10,8,11,0,44,0,5,9,6,5,28,13,16,0,80,0,0,0,5,4,0,5,8,0,22,0,0,0,5,4,18,3,11,0,40,0,0,0,0,0,0,0,0,0,4,36,139,94,83,76,122,44,74,8,676,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,10,0,4,0,6,0,5,0,0,0,16,0,14,0,0,3,5,0,3,0,19,0,21,9,4,8,6,0,6,0,47
201021012,0,3,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,0,0,14,0,0,4,3,0,0,0,0,0,9,0,7,6,0,0,4,0,0,0,20,0,0,5,3,4,4,0,0,0,16,0,0,0,0,4,5,0,0,0,14,0,4,0,0,0,3,0,5,0,17,0,0,0,0,0,0,0,3,0,14,0,0,0,0,3,10,0,0,0,19,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,29,25,10,18,24,9,17,3,152,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,3,0,0,11,3,0,5,0,18
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,5,8,0,3,0,0,0,16,0,5,0,0,3,5,0,5,0,15,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,10,9,18,8,17,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,14,0,0,4,9,6,4,0,0,0,17,0,3,6,3,8,4,4,4,0,29,0,0,5,7,5,3,6,0,0,25,0,0,6,4,4,7,0,0,0,25,0,0,0,0,6,10,0,4,0,24,4,0,0,0,5,11,0,0,0,22,0,0,0,0,0,0,0,6,0,10,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,12,25,33,38,38,9,17,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,6,0,8
201031015,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,13,0,0,0,0,4,3,0,0,0,11,0,0,0,3,5,0,4,0,0,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,5,0,7,0,16,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,13,7,8,18,25,9,16,0,91,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,3,3,0,4,0,6,0,13
201031016,0,7,0,0,0,0,0,3,0,13,0,3,0,0,0,0,0,0,0,10,4,10,3,0,0,0,0,0,0,19,4,9,6,7,0,3,0,3,0,38,6,7,12,12,10,10,0,0,0,63,3,6,19,18,26,23,3,0,0,101,9,4,3,13,22,11,4,3,0,66,10,5,9,12,29,27,5,4,0,99,7,3,5,6,5,15,9,10,0,58,3,4,3,10,20,29,10,17,0,91,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,3,0,11,0,19,0,0,0,0,0,0,0,0,0,0,37,63,66,86,118,123,28,63,8,590,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,9,0,10,0,3,0,5,0,6,0,23,0,8,4,0,6,0,0,4,0,25,0,5,11,6,11,8,0,0,0,39
201031017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,4,0,0,0,7,0,3,0,0,0,4,0,3,0,16,0,0,0,0,0,0,3,0,0,17,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,8,9,15,16,7,9,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,4,0,3,4,0,0,0,18,0,0,0,0,3,5,0,0,0,14
202011018,7,32,7,0,0,0,0,0,0,50,10,39,9,3,0,0,0,0,0,61,13,65,38,9,13,5,3,3,4,150,25,82,79,35,23,6,0,3,0,258,38,79,154,81,69,32,13,10,3,482,53,55,183,225,227,129,22,29,4,933,72,45,152,204,281,180,28,56,4,1021,69,35,113,188,355,270,71,69,3,1185,44,21,54,135,242,250,55,85,3,890,59,20,48,93,321,333,146,197,0,1221,8,3,6,6,19,54,19,40,0,165,18,6,17,22,59,78,30,139,6,369,0,3,0,8,9,0,0,6,3,32,423,529,867,1026,1635,1351,396,639,37,6899,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,14,3,18,8,0,0,5,0,0,0,28,6,27,3,4,3,4,0,0,0,49,11,23,19,8,15,20,3,8,0,99,11,38,43,20,46,29,3,7,6,203
