POW_SA2_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
206041118,675,127,0,803,29,13,0,45,3,963,72,68,0,143,204,90,0,294,38,31,0,68,3,508,75,161,0,233,118,179,0,298,27,74,0,100,9,645,227,284,0,513,1113,405,0,1519,178,121,0,308,16,2362,0,0,0,0,0,0,0,0,15,0,0,15,0,14,5,0,0,5,0,0,0,0,35,0,0,35,0,35,0,0,0,0,0,0,0,0,32,0,0,32,0,31,4,0,0,4,17,3,0,21,18,0,0,23,0,41,3,0,0,5,54,5,0,52,0,0,0,0,0,67,19,5,0,25,151,29,0,177,7,5,0,12,7,212,7,12,0,18,46,29,0,73,7,13,0,19,4,104,10,38,0,56,37,73,0,109,7,13,0,22,35,220,50,61,0,106,297,129,0,427,109,33,0,138,46,725,0,0,0,0,0,0,0,0,30,0,0,30,0,31,4,0,0,6,0,0,0,0
206041119,269,61,0,328,11,11,0,21,0,384,29,26,0,52,94,64,0,158,14,13,0,22,0,231,37,67,0,104,58,126,0,179,4,27,0,34,13,328,94,102,0,196,488,244,0,732,66,48,0,112,7,1056,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,17,0,0,17,0,17,4,0,0,4,14,0,0,21,11,0,0,11,0,35,5,0,0,5,56,0,0,56,3,0,0,3,0,59,16,3,0,15,156,15,0,174,3,0,0,3,0,199,6,8,0,15,26,12,0,39,0,0,0,0,6,58,9,13,0,16,12,33,0,40,6,9,0,9,8,82,35,16,0,57,270,60,0,330,49,7,0,62,10,463,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0
206041120,46,0,0,45,0,0,0,0,0,49,0,0,0,0,6,0,0,9,0,0,0,0,0,12,4,6,0,8,3,7,0,12,0,0,0,0,0,20,11,9,0,15,76,9,0,88,25,0,0,25,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,8,0,0,8,0,22,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0
206041121,104,22,0,130,0,0,0,3,0,146,18,9,0,23,48,7,0,55,0,0,0,6,0,85,21,29,0,52,24,22,0,43,4,19,0,25,4,123,53,44,0,97,199,56,0,252,49,28,0,71,3,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,3,22,0,0,23,0,0,0,0,0,25,0,0,0,0,7,0,0,5,0,0,0,0,0,7,3,6,0,7,0,0,0,0,0,0,0,0,4,17,4,6,0,14,36,4,0,32,4,3,0,5,4,55,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0
206041124,750,118,0,869,9,4,0,10,3,925,25,23,0,45,416,181,0,593,15,15,0,31,0,677,35,117,0,155,301,499,4,809,11,57,0,71,8,1041,87,154,0,247,1618,801,6,2424,79,74,0,153,14,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,12,5,0,16,0,0,0,0,0,15,6,3,0,3,107,11,0,121,3,0,0,3,0,128,3,4,0,10,54,23,0,75,0,4,0,0,0,89,8,9,0,16,38,73,0,113,5,7,0,7,12,150,14,18,0,34,220,109,0,328,17,9,0,23,17,404,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0
206041125,326,61,0,388,14,8,0,23,0,458,20,27,0,41,148,90,0,238,8,13,0,24,0,310,38,64,0,104,101,178,0,280,10,31,0,44,3,432,95,107,0,203,677,339,0,1013,99,51,0,152,9,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,0,0,0,21,0,0,21,0,0,0,0,0,21,0,0,0,4,65,6,0,74,5,0,0,0,3,82,0,0,0,5,21,16,0,40,0,5,0,8,0,50,5,18,0,23,14,33,0,46,3,0,0,3,7,78,12,20,0,29,126,53,0,179,19,5,0,31,9,251,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0
206041127,29,0,0,34,6,0,0,6,0,46,0,9,0,5,12,9,0,15,0,7,0,7,0,30,5,7,0,11,11,0,0,15,0,5,0,6,0,33,11,11,0,17,64,17,0,75,9,10,0,18,6,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,8,0,3,0,3,4,9,0,4,0,4,7,7,0,12,4,3,0,3,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,1623,240,0,1866,78,52,0,124,5,2285,230,140,0,370,511,164,0,673,77,74,0,147,6,1198,211,329,0,541,265,383,0,647,61,144,0,203,15,1405,659,582,0,1239,2755,808,3,3567,365,265,0,637,29,5481,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,19,0,0,19,0,27,0,0,0,3,0,0,0,0,24,0,0,24,0,24,4,0,0,8,45,0,0,44,19,0,0,19,0,71,8,3,0,10,110,3,0,116,3,0,0,4,0,128,45,18,0,66,459,53,0,513,12,6,0,24,12,606,37,31,0,71,114,46,3,158,10,8,0,20,14,261,49,50,0,95,60,116,0,183,19,32,0,51,42,367,145,105,0,246,783,224,6,1013,125,50,0,176,64,1505,0,0,0,0,0,0,0,0,43,0,0,43,0,43,3,5,0,6,0,0,0,0
206041504,905,112,0,1018,38,26,0,70,3,1219,80,60,0,143,282,75,0,359,37,36,0,69,0,572,73,125,0,207,154,181,0,333,34,60,0,100,8,648,267,228,0,494,1592,380,0,1975,257,125,0,384,14,2861,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,3,21,0,0,21,8,0,0,8,0,35,3,0,0,3,41,6,0,40,0,0,0,0,0,46,20,11,0,27,179,20,0,198,10,0,0,8,0,236,15,8,0,25,43,11,0,59,6,0,0,9,3,91,13,14,0,22,18,16,0,31,3,13,0,19,5,79,49,35,0,83,298,57,0,358,52,13,0,66,5,516,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0
206041505,1584,222,0,1807,52,38,0,90,7,2126,163,125,0,289,473,172,0,642,57,63,0,117,4,1055,182,314,0,496,288,398,0,691,46,152,4,205,10,1396,519,526,4,1051,2649,811,5,3467,317,252,4,570,14,5109,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,11,0,0,11,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,24,0,0,24,8,0,0,8,0,36,4,0,0,4,44,8,0,45,0,0,0,0,0,52,27,14,0,38,230,41,0,273,12,8,0,17,7,338,16,13,0,35,75,46,0,128,6,13,0,22,8,186,23,54,0,78,51,92,0,144,11,25,0,35,42,303,79,85,0,160,428,178,3,613,74,48,0,118,61,953,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,0,0,3,0,0,0,0
206041506,305,41,0,352,10,4,0,15,0,428,29,26,0,53,101,33,0,132,13,9,0,21,0,208,34,57,0,90,63,74,0,144,16,21,0,32,9,273,101,101,0,205,515,160,0,675,70,34,0,106,7,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,10,5,0,0,9,53,3,0,57,0,3,0,3,0,62,3,4,0,6,10,4,0,18,0,0,0,0,0,32,0,9,0,12,4,13,0,22,0,4,0,0,6,44,9,13,0,24,78,22,0,102,11,3,0,15,13,152,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,5,0,5,0,5,0,10,0,0,0,0,0,12,0,5,0,4,9,9,0,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,467,94,0,557,25,16,0,41,3,734,67,47,0,117,134,54,0,191,15,22,0,42,0,345,59,95,0,152,74,66,0,140,18,41,0,60,6,358,231,188,0,421,784,219,0,1003,123,81,0,208,9,1643,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,16,0,0,16,0,0,0,0,0,20,9,0,0,6,34,6,0,38,0,0,0,0,0,50,42,7,0,48,284,36,0,323,7,0,0,6,0,375,17,13,0,39,86,13,0,96,4,14,0,15,9,156,36,35,0,73,31,52,0,85,14,27,0,39,10,206,102,60,0,163,448,109,0,561,57,39,0,97,15,834,0,0,0,0,0,0,0,0,11,0,0,11,0,10,0,0,0,5,0,0,0,0
206041509,202,30,0,236,7,5,0,6,0,288,21,28,0,48,86,23,0,111,4,8,0,12,0,170,34,39,0,76,62,79,0,136,8,18,0,25,4,240,92,79,0,178,418,142,0,560,56,34,0,88,3,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,5,0,0,5,3,0,0,3,0,10,0,0,0,0,4,0,0,12,0,0,0,0,0,8,6,0,0,4,45,8,0,47,3,0,0,3,0,55,0,0,0,7,9,6,0,21,3,0,0,0,0,27,5,3,0,5,10,17,0,28,0,3,0,3,4,47,15,5,0,20,78,31,0,106,13,4,0,23,11,153,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0
206041510,80,13,0,92,0,6,0,9,0,116,10,12,0,23,37,10,0,48,7,3,0,5,0,85,18,32,0,47,18,17,0,35,7,15,0,21,4,101,45,52,0,97,153,40,0,196,27,23,0,45,7,343,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,9,0,0,0,0,0,10,0,3,0,0,3,4,0,12,0,0,0,0,0,11,6,5,0,8,5,3,0,6,5,4,0,4,0,20,8,9,0,12,14,9,0,28,10,6,0,9,0,52,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0
206051128,288,51,0,339,8,3,0,7,0,391,27,26,0,54,80,36,0,106,10,16,0,22,0,187,26,54,0,85,38,80,0,122,10,32,0,41,10,256,88,97,0,183,522,165,0,688,99,51,0,146,11,1034,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,10,0,0,10,0,8,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,8,0,0,10,10,0,0,10,0,17,0,0,0,0,14,3,0,11,0,0,0,0,0,11,7,3,0,9,47,3,0,53,0,0,0,6,0,71,0,4,0,4,19,9,0,19,0,0,0,0,0,28,11,9,0,18,14,13,0,27,0,6,0,9,0,56,16,17,0,32,96,27,0,121,37,15,0,44,5,207,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0
206051129,82,8,0,87,0,0,0,0,0,112,5,7,0,14,12,4,0,22,9,5,0,10,0,46,14,31,0,45,20,21,0,43,6,16,0,19,0,111,35,51,0,80,145,33,0,185,60,24,0,80,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,4,0,10,0,0,0,3,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,3,0,4,0,0,0,9,0,0,0,0,3,15,5,6,0,8,24,8,0,30,6,0,0,13,3,56,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0
206051130,142,14,0,155,0,0,0,7,0,194,18,18,0,36,25,3,0,25,7,5,0,10,0,76,17,28,0,47,17,19,0,35,4,16,0,20,0,106,63,59,0,115,226,48,0,270,89,21,0,110,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,3,0,0,3,3,0,0,3,0,4,0,0,0,0,9,0,0,9,0,0,0,0,0,9,3,0,0,3,21,0,0,21,0,0,0,0,0,27,3,0,0,3,10,0,0,7,0,0,0,0,0,14,0,4,0,8,0,3,0,6,0,3,0,6,0,20,7,4,0,8,40,9,0,43,20,3,0,20,0,79,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0
206051134,131,20,0,153,10,6,0,15,0,205,18,9,0,26,37,13,0,55,6,6,0,17,0,97,12,34,0,46,20,25,0,48,9,6,0,19,3,115,52,61,0,115,246,63,0,308,70,21,0,93,5,527,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,4,0,20,0,0,0,0,0,22,3,0,0,0,4,0,0,5,0,0,0,0,0,11,0,0,0,0,3,6,0,12,0,4,0,4,3,19,5,4,0,9,31,7,0,40,9,6,0,17,8,72,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0
206051511,382,56,0,438,36,12,0,51,6,630,69,67,0,128,146,49,0,194,33,27,0,60,3,392,72,89,0,160,65,63,0,132,14,49,0,64,5,362,232,211,0,445,668,175,0,842,158,90,0,242,11,1551,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,7,0,0,7,4,0,0,4,0,17,0,3,0,3,11,0,0,11,0,0,0,0,0,11,10,9,0,13,42,15,0,50,5,4,0,4,0,77,5,3,0,7,21,7,0,29,0,0,0,6,0,44,9,20,0,27,11,15,0,30,0,5,0,9,13,80,22,31,0,55,93,33,0,128,38,11,0,50,13,251,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,0,0,0,0,0,0,0
206051512,411,56,0,470,19,4,0,25,0,582,56,47,0,102,130,49,0,179,24,28,0,53,0,330,56,89,0,144,82,86,0,171,21,37,0,60,4,375,184,165,0,350,727,202,0,928,142,71,0,216,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,6,0,12,5,0,0,3,21,0,0,21,0,0,0,0,0,19,7,3,0,11,60,9,0,65,0,3,0,7,6,84,12,4,0,16,19,3,0,21,0,3,0,7,0,40,10,11,0,20,15,8,0,24,3,4,0,5,12,60,29,24,0,51,113,19,0,134,20,8,0,28,11,226,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0
206051513,126,19,0,141,9,4,0,12,0,175,12,15,0,20,47,16,0,57,8,10,0,18,0,97,17,27,0,42,28,29,0,54,6,27,0,37,3,134,45,46,0,91,215,61,0,276,40,40,0,81,3,449,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,7,0,0,8,0,3,0,3,0,16,0,3,0,4,7,4,0,14,0,0,0,0,0,18,0,4,0,5,4,8,0,14,0,0,0,0,9,31,3,11,0,16,24,15,0,41,3,7,0,12,9,70,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0
206051514,191,48,0,237,15,10,0,27,0,317,21,27,0,57,70,28,0,98,5,11,0,23,0,175,21,58,0,77,39,58,0,92,17,23,0,33,5,214,101,98,0,197,384,132,0,516,124,41,0,164,4,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,5,0,0,5,3,0,0,3,3,0,0,5,0,12,0,0,0,0,17,0,0,25,0,0,0,0,0,25,8,0,0,10,42,8,0,52,4,0,0,4,0,64,4,4,0,6,8,8,0,16,0,0,0,0,0,24,4,4,0,7,14,3,0,14,6,0,0,5,5,40,18,11,0,29,91,21,0,115,21,3,0,25,12,182,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0
206061135,303,32,0,331,10,0,0,12,0,383,24,17,0,42,69,24,0,96,10,3,0,13,0,146,25,24,0,49,46,43,0,95,3,22,0,34,8,186,73,62,0,142,520,101,3,622,71,33,0,102,9,878,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,4,0,4,3,0,0,3,0,0,0,0,0,4,5,6,0,6,42,11,0,51,4,0,0,4,0,60,5,0,0,5,22,0,0,21,0,3,0,3,0,29,0,8,0,6,0,3,0,7,0,0,0,0,4,19,12,16,0,22,69,14,0,84,20,4,0,25,4,133,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0
206061136,436,47,0,478,15,8,0,19,6,589,35,34,0,74,103,37,0,140,13,18,0,26,0,246,32,60,0,96,64,72,0,132,13,34,0,51,3,284,140,131,0,277,727,161,0,891,203,63,0,261,9,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,7,0,0,7,7,0,0,7,0,15,3,3,0,6,8,3,0,14,0,0,0,0,0,16,6,6,0,7,64,10,0,76,0,0,0,0,6,91,4,9,0,11,20,10,0,31,0,4,0,4,0,50,9,9,0,17,3,3,0,10,0,3,0,9,6,43,22,32,0,48,107,24,0,135,30,14,0,41,11,235,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,0,0,0,0,0
