POW_SA2_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
201011001,59,5,0,64,4,3,0,0,0,93,4,9,0,12,14,16,0,30,0,0,0,0,0,44,4,22,0,21,18,28,0,36,4,12,0,14,7,84,21,45,0,67,118,43,0,168,180,14,0,197,7,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,6,0,0,0,0,9,0,0,5,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,9,0,9,13,4,0,14,19,0,0,23,0,49,0,0,0,0,0,0,0,0,47,0,0,47,0,47,0,0,0,0,0,0,0,0
201011002,413,65,0,488,5,7,0,12,6,572,19,30,0,46,102,54,0,156,3,16,0,13,0,220,26,105,0,129,76,180,0,260,6,39,0,46,10,444,90,190,0,281,755,309,0,1073,535,57,0,595,11,1961,0,0,0,0,0,0,0,0,27,0,0,27,0,24,0,0,0,0,0,0,0,0,35,0,0,35,0,39,0,0,0,0,0,0,0,0,44,0,0,44,0,44,0,0,0,0,6,0,0,6,18,0,0,18,0,24,0,0,0,0,21,0,0,21,0,0,0,0,0,23,0,0,0,3,60,8,0,68,5,0,0,3,3,80,4,3,0,10,9,16,0,22,0,4,0,6,0,40,7,18,0,21,12,27,0,39,3,10,0,12,9,79,9,26,0,38,103,52,0,159,128,18,0,142,16,351,0,0,0,0,0,0,0,0,127,0,0,127,0,130,0,0,0,0,0,0,0,0
201011005,39,6,0,49,0,0,0,0,0,59,0,5,0,5,15,7,0,22,0,0,0,0,0,25,3,17,0,12,18,31,0,53,0,9,0,7,0,76,11,23,0,36,80,46,0,126,44,9,0,47,0,215,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,7,0,12,0,0,0,0,3,18,3,4,0,8,11,7,0,16,8,0,0,8,3,37,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0
201011006,75,9,0,83,4,0,0,5,0,108,7,4,0,11,19,4,0,25,0,0,0,3,0,37,5,26,0,27,14,14,0,27,4,7,0,8,0,63,27,43,0,68,128,35,0,161,209,15,0,221,7,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,0,8,0,0,9,0,0,0,0,0,10,0,5,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,6,0,0,0,0,0,9,0,4,0,4,18,0,0,20,24,3,0,22,0,57,0,0,0,0,0,0,0,0,36,0,0,43,0,43,0,5,0,7,0,0,0,0
201011007,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,3,10,0,9,4,3,0,7,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,142,19,0,163,8,3,0,14,0,201,8,8,0,19,30,17,0,42,0,5,0,5,0,63,7,41,0,46,20,30,0,51,9,4,0,13,9,120,34,74,0,108,255,72,0,324,277,13,0,295,16,740,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,10,0,0,10,0,15,0,0,0,0,6,0,0,8,0,0,0,0,0,8,0,7,0,7,22,4,0,26,3,0,0,3,0,35,0,0,0,3,0,6,0,0,0,0,0,0,0,8,0,8,0,8,9,8,0,13,3,4,0,4,4,33,5,20,0,23,37,11,0,48,44,6,0,48,5,125,3,0,0,3,0,0,0,0,73,0,0,73,0,76,0,6,0,4,0,0,0,0
201011481,61,10,0,70,0,4,0,3,0,90,6,0,0,5,19,7,0,23,0,0,0,0,0,30,10,20,0,25,16,15,0,29,3,6,0,6,4,66,20,31,0,54,117,28,0,153,83,9,0,95,4,297,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,6,0,0,0,0,0,11,0,3,0,6,0,0,0,0,0,0,0,0,0,12,0,9,0,5,0,5,0,7,0,0,0,0,0,13,9,9,0,15,18,3,0,19,14,0,0,17,0,49,0,0,0,0,0,0,0,0,18,0,0,18,0,24,0,0,0,0,0,0,0,0
201011482,23,4,0,29,3,0,0,3,0,42,3,0,0,7,5,7,0,15,0,0,0,0,0,17,0,18,0,18,3,9,0,13,0,4,0,6,0,42,10,24,0,36,48,20,0,70,89,4,0,96,3,200,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,8,0,0,0,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,13,0,0,17,10,0,0,12,0,31,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0
201011483,58,0,0,62,0,0,0,0,0,76,5,4,0,11,7,6,0,10,0,0,0,3,0,27,12,17,0,23,7,20,0,27,0,5,0,7,0,60,21,26,0,48,94,35,0,121,72,3,0,74,4,250,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,0,8,0,0,0,3,0,0,0,0,0,8,5,8,0,13,19,4,0,17,14,3,0,16,0,45,0,0,0,0,0,0,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,0
201011484,64,6,0,73,0,3,0,0,0,89,6,3,0,5,12,9,0,19,0,0,0,0,0,23,3,11,0,16,3,13,0,20,0,7,0,4,7,51,24,33,0,54,99,33,0,133,248,9,0,260,9,454,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,9,0,8,0,4,0,7,0,0,0,0,3,13,0,8,0,12,11,3,0,13,21,0,0,26,3,56,0,0,0,0,0,0,0,0,65,0,0,65,0,63,5,0,0,7,0,0,0,0
