POW_SA2_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
213041571,40,11,3,357,0,4,0,3,0,9,3,6,3,0,0,15,9,0,5,0,0,21,21,0,5,4,0,29,18,3,10,0,0,32,35,7,13,0,0,49,43,13,15,0,0,73,49,11,9,0,0,71,68,9,10,0,0,94,45,7,7,0,0,59,51,8,3,0,0,65,20,7,0,0,0,31,42,6,3,0,0,49,3,0,0,0,0,7,0,4,0,0,0,4,3,0,0,0,0,7,416,82,97,15,3,616
213041572,23,11,4,459,4,0,0,6,0,4,30,0,0,3,0,31,33,3,0,0,0,37,22,6,11,0,3,37,49,0,9,0,3,58,49,7,12,7,0,77,101,13,6,0,0,125,160,14,11,0,5,188,177,16,17,0,0,205,94,9,5,0,0,110,88,6,0,0,0,107,59,8,0,0,0,67,88,12,4,0,0,102,16,0,0,0,0,16,11,12,0,0,0,22,11,5,0,0,0,13,985,115,72,15,16,1208
213041573,23,5,0,198,0,0,0,0,0,0,6,0,0,0,0,9,9,0,4,0,0,13,7,0,3,0,0,10,20,4,0,0,0,21,15,0,5,0,0,25,26,0,5,0,0,33,33,6,3,0,0,44,36,9,5,0,0,54,35,0,3,0,0,48,16,7,0,0,0,24,15,5,0,0,0,21,21,9,6,0,0,34,0,10,4,0,0,18,9,0,4,0,0,15,5,0,0,0,0,5,252,50,46,5,4,356
213041574,57,14,0,339,3,0,3,3,0,11,3,0,9,0,0,18,17,0,12,0,0,34,21,0,7,0,0,34,28,0,13,0,0,37,44,13,18,3,0,79,53,14,21,0,0,97,69,13,21,0,0,99,110,25,25,6,0,162,98,18,25,0,0,140,56,12,8,0,0,78,39,5,9,0,0,56,80,19,17,0,0,110,8,0,0,0,0,12,11,9,0,0,0,19,9,0,0,0,0,10,640,137,179,17,6,985
213041575,87,15,3,844,6,0,0,13,0,15,60,0,0,0,0,63,54,0,8,3,0,71,34,8,10,0,0,52,46,5,15,0,0,73,81,16,25,4,0,120,116,16,20,4,0,158,135,15,25,4,6,185,145,32,30,0,0,205,110,15,26,0,0,153,75,29,7,0,0,114,61,15,15,5,0,93,94,28,9,0,0,134,12,10,0,0,0,26,12,14,5,0,0,34,16,6,0,0,9,26,1068,216,195,40,18,1534
213041576,63,22,7,626,8,3,0,12,0,19,14,0,5,0,0,27,22,0,9,0,4,34,24,0,3,0,0,30,33,5,9,3,0,47,53,13,17,4,0,85,89,22,25,4,0,142,100,29,26,0,0,154,105,24,26,0,0,161,106,17,10,0,0,128,77,18,14,4,0,108,67,12,6,0,0,83,80,13,10,0,0,100,8,0,0,0,0,9,9,8,9,0,0,18,4,0,0,4,0,8,780,165,173,40,13,1161
213041577,79,24,19,3044,25,4,0,9,4,44,274,5,4,3,4,286,235,4,7,3,4,247,235,5,11,9,6,268,278,19,17,6,0,318,426,24,22,3,5,482,513,33,30,9,9,590,741,51,30,4,0,835,737,58,30,0,0,827,547,44,21,0,3,619,386,42,11,4,4,451,257,27,12,0,0,303,315,60,11,0,4,388,45,18,4,0,0,71,63,40,11,0,3,117,65,7,8,8,9,90,5153,443,236,53,46,5930
213041578,60,9,7,1283,8,0,3,3,0,14,71,0,3,0,0,78,77,3,3,0,0,83,80,8,12,10,0,112,87,6,13,5,0,108,177,7,17,0,5,205,211,16,23,3,3,257,242,15,28,5,0,293,225,18,22,0,0,265,219,17,19,5,0,255,134,16,8,0,0,159,102,9,5,0,0,116,121,4,6,0,0,131,22,3,3,0,0,28,6,3,4,0,0,17,20,0,6,0,0,27,1799,129,173,24,23,2151
213051361,136,61,11,3465,42,4,8,24,0,81,310,4,11,0,0,324,314,5,11,9,4,345,271,18,26,13,4,329,376,27,26,10,4,440,598,43,55,16,3,712,793,55,35,14,10,907,1187,94,61,18,0,1360,1141,110,61,14,0,1330,694,52,52,5,3,810,442,66,30,6,5,542,251,56,24,0,0,330,324,87,21,3,0,442,53,30,6,0,0,84,59,72,10,0,0,145,86,5,10,0,8,108,6940,725,450,137,46,8297
213051362,137,24,11,3397,26,0,0,8,0,37,358,4,8,4,0,376,422,4,15,6,8,442,388,16,26,4,4,437,346,5,28,0,3,385,492,18,28,4,0,546,473,19,49,0,3,548,531,30,38,3,4,610,479,40,28,5,0,561,293,18,23,3,3,341,226,22,20,0,0,272,131,12,3,0,0,152,174,24,12,0,0,210,28,16,4,0,0,45,32,25,9,0,0,67,46,4,0,0,8,50,4439,258,297,48,28,5076
213051363,122,47,32,5883,64,14,4,22,3,101,163,0,14,0,0,182,228,11,20,15,0,271,288,13,16,5,9,323,375,20,18,8,7,428,691,40,37,7,3,779,1347,69,55,13,6,1487,2903,111,56,7,25,3093,3617,142,74,12,16,3849,2807,114,46,3,5,2976,2219,136,31,5,3,2394,1507,66,22,7,9,1604,2299,122,46,0,4,2468,445,59,9,6,0,522,493,121,22,4,0,644,208,16,3,0,11,249,19647,1051,461,102,108,21361
213051368,213,72,21,7513,54,8,0,19,0,83,264,4,14,6,0,281,297,10,21,8,0,330,353,11,19,11,7,402,458,18,29,9,6,515,772,45,38,16,4,871,1005,60,47,21,13,1151,1397,84,62,5,10,1556,1606,102,70,12,7,1792,1341,90,48,4,0,1484,1111,64,41,9,3,1218,910,56,25,5,4,995,1168,84,32,12,4,1296,165,31,10,0,0,213,218,73,35,0,0,330,120,14,7,9,6,154,11229,752,488,138,64,12674
213051464,134,43,4,996,10,3,3,11,0,27,29,3,10,9,0,48,29,7,20,6,0,65,38,13,14,7,0,75,49,10,22,3,0,86,81,18,27,8,0,143,116,25,34,3,0,184,165,35,37,4,0,238,177,40,28,5,0,249,102,23,22,0,0,154,104,32,24,0,0,166,68,15,10,3,0,100,117,41,10,0,0,170,35,19,7,0,0,62,44,31,10,0,0,89,14,0,5,0,3,25,1182,330,284,64,9,1866
213051466,157,44,3,1158,5,3,0,14,0,21,57,0,10,8,0,77,66,6,22,7,0,100,58,15,23,3,0,103,55,4,23,3,0,90,92,14,24,6,0,139,141,16,27,7,0,192,154,28,26,5,3,208,150,36,50,3,0,238,151,18,18,0,0,193,129,36,18,0,0,187,81,23,8,0,0,115,119,34,9,6,0,169,32,15,0,0,0,59,34,21,4,0,0,59,13,0,0,4,0,24,1338,271,269,74,6,1961
213051467,100,10,11,1700,4,0,0,7,0,8,66,0,7,0,0,73,104,0,15,0,0,122,85,7,20,3,0,113,122,10,13,0,4,154,202,18,20,3,5,241,233,18,22,4,0,281,284,26,25,6,6,337,266,16,36,5,0,321,216,18,21,0,0,256,217,16,16,0,0,253,123,14,14,0,5,151,169,19,12,0,0,208,18,11,3,0,0,30,23,15,8,0,0,59,27,0,0,0,5,29,2158,192,233,31,23,2634
213051468,139,21,4,1012,5,0,0,6,0,16,59,0,14,4,0,75,39,3,19,0,0,64,63,4,24,6,0,95,58,7,19,0,0,89,134,21,36,10,7,204,162,16,32,3,0,217,205,28,42,6,0,285,212,22,38,7,0,282,169,30,29,5,3,233,144,24,23,0,0,182,87,13,8,0,0,110,159,23,16,0,4,203,31,10,0,0,0,46,23,13,0,0,0,35,22,0,5,0,0,24,1570,225,297,54,17,2159
213051579,61,15,0,625,0,0,6,11,0,12,14,4,3,0,0,18,7,4,16,0,0,24,15,6,9,0,0,31,16,6,12,0,0,34,75,5,10,0,0,92,75,11,9,0,0,107,85,9,23,0,0,116,96,9,9,0,0,120,116,6,11,0,0,133,98,12,6,0,0,115,42,9,0,0,0,54,96,14,7,0,0,114,12,4,0,0,0,18,5,9,0,0,0,21,6,0,0,0,0,12,768,106,124,23,3,1026
213051580,156,49,8,3057,39,0,0,14,0,56,433,3,13,5,0,447,416,6,10,9,0,444,260,8,27,7,0,303,266,17,20,5,0,305,429,17,31,4,4,487,427,42,26,7,0,506,483,41,30,4,0,558,449,59,29,6,9,548,355,48,32,8,5,445,270,48,16,0,0,338,182,31,12,0,0,230,268,59,17,0,0,337,34,28,14,0,0,77,32,48,20,0,0,103,35,9,5,0,3,52,4389,465,288,72,29,5240
213051581,63,23,7,800,5,0,0,3,0,13,46,5,8,5,0,55,43,3,7,0,0,52,43,5,7,3,0,53,43,0,13,0,0,60,66,6,9,0,0,84,130,11,13,7,0,165,127,10,15,6,0,150,117,17,20,0,0,156,91,8,14,0,0,109,72,15,11,0,0,98,39,14,4,0,4,60,80,18,4,0,0,97,4,4,4,0,0,15,12,11,4,0,0,27,7,0,0,0,0,14,926,119,128,31,10,1205
213051582,56,12,0,362,5,0,4,6,0,9,44,0,0,0,0,50,46,5,10,0,0,58,23,3,3,0,0,36,41,6,13,0,0,60,48,7,11,3,4,71,62,15,29,0,0,107,80,20,27,0,0,132,77,18,25,3,4,119,48,20,13,0,0,88,27,14,8,0,0,46,20,8,5,3,0,36,30,11,8,0,0,47,0,0,0,0,0,3,0,0,0,0,0,12,9,0,0,0,0,11,565,130,152,25,10,878
213051583,155,31,11,2216,11,0,9,15,0,34,164,0,13,5,0,182,181,0,21,8,0,211,178,14,30,8,0,236,165,5,31,4,3,209,284,17,45,6,3,358,329,43,45,6,4,427,346,50,51,6,4,459,341,50,55,7,0,464,316,23,28,4,0,373,231,40,14,0,3,286,147,30,6,0,0,180,229,42,14,0,0,287,23,9,3,0,0,39,19,22,10,0,0,53,36,0,0,0,3,39,2999,356,384,74,29,3834
213051584,33,10,3,146,4,0,0,0,0,6,14,0,5,0,0,13,4,0,0,0,0,12,10,5,7,0,0,19,18,0,11,0,0,31,23,10,7,4,0,44,30,16,14,3,0,62,57,11,15,0,0,89,45,22,12,0,0,81,36,14,6,0,0,66,32,12,3,0,0,54,21,8,0,0,0,38,35,11,5,0,0,55,11,0,5,0,0,10,11,6,0,0,0,14,5,0,0,0,0,7,351,114,100,11,9,590
213051585,64,9,7,680,3,0,3,0,0,8,19,0,13,0,0,28,40,0,9,3,0,56,35,0,11,0,4,50,59,0,17,0,3,88,86,11,21,0,0,118,105,5,18,0,3,136,113,8,18,7,0,147,99,19,19,3,0,146,87,12,10,0,0,106,91,11,12,0,0,113,56,4,7,0,0,62,78,8,5,0,0,83,10,0,0,0,0,11,8,10,7,0,0,23,5,0,0,0,0,10,895,94,162,18,9,1182
213051586,66,30,22,3617,47,9,3,17,0,71,53,4,5,3,0,61,105,4,8,8,4,134,154,7,17,10,0,181,244,17,12,13,3,294,453,41,38,10,0,546,938,44,48,11,6,1048,2092,75,50,3,17,2229,2428,99,41,13,13,2586,1716,73,34,7,10,1837,1359,57,28,0,9,1455,756,59,14,0,0,833,899,76,8,4,5,987,165,22,0,0,0,191,176,38,8,3,0,220,114,3,5,0,9,137,11697,616,322,84,77,12792
213051587,65,11,0,633,8,0,3,6,0,20,39,4,3,0,0,46,21,0,6,0,0,32,38,13,10,0,0,55,45,0,12,0,0,62,73,8,21,4,0,107,142,10,15,0,0,169,202,20,18,6,4,250,199,23,12,0,0,240,118,19,14,0,4,150,92,14,16,3,0,119,46,10,5,0,0,62,75,20,3,0,0,95,12,4,0,0,0,15,12,14,5,0,0,36,10,0,0,0,3,19,1133,158,140,19,10,1464
213051588,103,16,13,1307,9,0,0,6,0,19,39,0,11,0,0,48,37,5,19,0,0,59,47,5,24,3,3,81,63,9,28,5,3,109,124,11,26,3,0,170,136,12,42,4,0,204,179,28,40,8,3,260,243,32,38,0,0,316,203,20,26,0,0,252,191,22,16,0,4,235,132,8,12,0,0,146,199,17,3,0,0,220,14,4,0,0,0,17,12,8,0,0,0,26,14,0,0,0,4,19,1658,183,291,34,24,2193
213051589,47,6,0,415,0,0,0,8,0,10,33,0,0,0,0,38,26,5,3,0,0,32,25,0,9,0,0,35,16,0,8,0,0,30,48,3,11,0,0,66,58,3,11,0,0,73,83,7,14,3,0,115,74,9,14,3,0,109,62,13,6,0,0,82,62,5,4,0,0,73,30,5,3,0,0,38,36,5,5,0,0,48,10,0,0,0,0,15,5,0,0,0,0,8,4,0,0,0,0,10,580,72,102,20,0,786
213051590,73,12,5,992,12,0,3,0,0,15,103,0,5,5,0,113,124,0,3,0,0,126,106,7,5,3,0,119,85,0,10,0,0,104,139,11,21,3,0,170,136,5,21,0,0,174,156,16,22,7,0,197,137,13,13,4,0,165,98,16,11,0,0,130,71,15,8,0,0,90,40,5,13,0,0,55,53,12,10,0,0,69,5,3,0,0,0,9,6,7,11,0,0,28,14,0,4,0,0,22,1274,122,162,23,10,1594
214011370,238,63,14,5670,61,9,21,29,0,125,391,6,14,10,0,425,377,10,18,11,5,420,331,18,43,4,4,405,469,25,49,10,4,548,814,54,67,14,0,948,1233,77,78,7,9,1404,1940,101,76,6,8,2129,1945,167,103,10,10,2236,1382,130,73,3,0,1592,994,153,44,5,3,1213,650,117,44,0,3,816,808,238,58,9,3,1119,111,96,16,9,0,234,150,142,24,4,0,319,123,28,11,6,12,177,11796,1366,741,132,71,14105
214011371,402,68,48,11820,63,4,10,21,9,97,577,4,22,9,4,616,573,5,29,3,0,619,559,6,33,9,9,618,645,32,36,12,5,731,1101,27,67,16,10,1221,1360,52,90,6,8,1516,1906,73,78,4,16,2076,2100,90,104,11,5,2306,1715,49,84,5,0,1860,1674,82,61,4,8,1828,1284,47,35,5,5,1377,1604,107,58,8,6,1783,249,32,14,0,0,298,403,87,74,0,3,570,157,9,8,0,17,193,15964,708,807,117,106,17699
214011372,153,31,11,2321,16,0,4,3,0,32,152,0,8,0,0,166,201,5,18,6,0,231,165,4,25,11,6,212,192,6,26,3,0,225,326,7,37,15,0,388,373,18,38,7,0,431,437,20,33,3,6,494,362,32,36,4,0,437,296,32,19,0,0,342,183,22,24,0,0,232,142,14,17,0,0,163,209,25,24,5,0,250,30,9,0,0,0,36,26,15,9,0,0,47,37,5,0,0,5,49,3134,209,324,54,19,3741
214011373,192,44,9,1676,11,4,9,15,0,37,125,4,10,5,0,145,85,13,18,4,0,122,76,10,21,5,0,106,102,8,30,8,0,140,177,16,18,8,0,227,197,20,41,9,6,280,258,35,40,5,0,338,257,42,51,6,0,356,183,40,41,6,0,268,134,42,42,4,0,223,104,27,24,5,0,158,154,54,25,0,0,232,30,20,3,0,0,53,49,34,12,0,0,97,16,4,3,3,0,29,1964,358,398,78,18,2809
214011374,273,65,18,3173,14,5,3,11,0,32,144,3,12,12,6,182,152,3,34,3,0,196,164,21,32,19,0,233,192,19,29,14,0,255,328,13,55,11,5,411,431,35,42,10,0,520,587,54,66,6,0,716,570,69,61,4,4,705,424,51,49,4,0,529,402,66,53,4,0,521,232,40,28,4,5,310,350,55,31,7,0,446,37,18,8,0,0,60,42,45,33,0,0,124,47,6,4,0,7,71,4125,494,546,101,39,5306
214011375,200,45,13,2783,14,3,6,15,0,44,135,3,8,9,4,154,155,8,23,10,0,197,163,10,21,3,5,205,228,23,38,12,3,304,383,32,50,14,4,482,568,47,60,3,0,682,785,78,70,3,13,942,929,89,61,10,3,1091,674,105,36,8,3,819,506,82,45,0,0,636,294,65,33,4,0,389,378,101,32,3,5,530,61,32,10,0,0,103,61,74,8,0,0,148,63,10,9,8,0,80,5399,757,510,100,36,6799
214011376,122,10,6,802,5,0,0,4,0,12,42,0,6,0,0,50,39,0,7,8,0,57,37,0,13,0,0,53,50,0,20,0,0,69,98,12,25,3,0,133,133,8,23,0,0,162,154,24,32,0,0,211,167,38,35,3,3,237,103,15,30,0,0,148,74,21,14,0,0,111,56,25,21,3,0,98,82,28,16,0,0,126,14,12,0,0,0,30,17,25,13,0,0,51,22,0,3,0,0,27,1087,213,243,26,8,1581
214021377,182,46,27,1900,9,4,0,10,0,16,153,7,9,0,3,169,136,3,10,11,7,171,129,13,15,4,3,164,132,6,31,5,4,180,260,24,31,8,0,320,325,34,30,9,7,398,366,39,61,7,7,474,358,42,51,3,8,461,251,50,40,5,6,353,209,60,35,0,3,308,104,43,22,4,0,179,153,48,40,9,3,264,31,19,8,0,0,56,25,48,14,0,3,85,18,6,5,4,0,34,2665,444,396,80,60,3648
214021378,143,83,22,1696,5,0,4,20,0,34,114,5,0,8,0,125,120,4,15,3,7,148,109,4,15,7,0,139,129,16,24,9,0,180,215,15,26,8,13,276,266,16,31,8,11,330,362,34,44,8,4,450,384,42,62,14,7,508,252,40,42,12,4,358,196,42,33,5,4,278,118,27,29,4,4,177,146,68,38,10,3,261,25,21,9,0,5,56,52,57,18,19,3,155,22,4,0,4,6,36,2510,396,396,147,63,3516
214021379,287,64,18,3909,20,9,8,24,4,61,274,3,10,7,0,298,244,0,40,12,3,297,230,9,31,6,0,282,265,22,30,4,3,317,479,37,55,12,10,596,679,42,73,11,5,816,1061,59,75,10,8,1207,1225,100,86,5,0,1416,808,71,60,3,5,944,720,67,44,5,7,846,582,46,28,0,0,663,981,103,50,4,3,1139,149,21,13,0,0,189,135,54,19,0,0,204,77,10,18,3,5,115,7934,639,639,117,63,9396
214021381,322,56,13,2630,8,9,11,11,0,31,179,5,26,8,0,224,146,11,34,8,0,197,137,14,30,4,0,191,166,10,30,5,5,219,254,36,37,5,3,344,251,41,43,9,3,340,330,53,53,4,6,452,328,54,85,4,0,477,209,60,46,4,0,313,216,71,53,3,0,347,166,68,36,8,0,278,304,116,59,7,4,494,58,47,8,0,0,111,94,126,32,10,0,262,34,14,5,4,4,66,2892,746,587,94,29,4344
214021382,275,69,13,1741,6,10,7,14,0,35,127,5,8,8,0,149,81,6,18,12,0,120,72,7,27,5,0,111,107,7,33,10,3,158,188,28,52,9,0,278,205,35,49,8,0,295,244,49,65,7,0,366,199,63,71,10,5,342,141,56,47,0,0,242,145,74,58,3,3,283,102,45,28,3,0,182,182,80,51,9,0,317,25,22,15,0,0,59,50,70,10,8,3,137,18,5,3,3,0,38,1899,550,540,108,23,3118
214021383,282,76,48,2486,15,3,3,21,5,39,158,0,10,5,9,180,136,7,22,8,5,180,165,24,30,10,8,241,204,16,44,11,9,279,347,29,75,9,13,472,432,56,73,8,8,577,525,54,79,8,15,685,414,80,101,9,17,619,317,81,94,5,14,506,213,74,79,9,9,376,127,57,43,0,5,237,195,101,83,4,10,391,32,34,9,6,0,87,64,101,36,13,0,211,34,6,6,0,5,55,3380,713,783,131,127,5137
214021384,244,58,50,4156,20,4,4,26,0,53,288,0,16,6,0,318,203,10,23,8,5,241,242,16,42,7,7,309,328,10,43,7,5,392,599,28,50,8,8,687,693,47,56,0,9,804,810,63,59,4,10,948,798,58,73,8,14,958,539,73,61,0,4,686,423,65,49,4,11,549,272,46,33,0,6,363,355,69,27,3,7,453,41,27,11,0,3,78,83,48,21,0,3,152,71,4,3,0,14,90,5752,573,571,91,109,7091
214021385,304,95,20,4053,18,3,6,32,0,71,366,7,10,12,0,381,241,6,42,14,0,298,240,12,43,15,0,313,344,20,44,10,0,423,545,49,71,23,7,694,729,68,89,13,5,898,1075,79,82,16,9,1260,1020,110,81,4,6,1223,536,90,73,7,0,708,403,94,63,4,0,560,241,80,31,3,3,358,399,110,37,0,0,557,49,23,10,0,0,79,57,61,23,0,0,140,70,17,12,13,12,117,6330,827,702,173,57,8083
214021591,248,51,22,3809,24,3,4,16,0,51,278,0,12,7,0,293,276,6,20,4,0,306,213,5,28,8,0,253,341,11,28,6,4,387,507,35,51,7,3,610,666,41,52,8,3,773,866,62,66,11,9,1008,925,65,60,5,3,1061,632,91,53,3,0,784,411,107,52,3,6,574,271,83,35,3,0,384,397,112,44,4,0,560,53,46,9,0,0,106,76,75,19,4,4,176,48,8,4,5,5,74,5975,745,527,87,44,7389
214021592,246,43,27,4586,25,0,5,13,3,44,334,5,10,4,3,348,260,3,5,8,3,285,260,13,13,7,5,298,319,16,22,7,3,364,573,26,34,0,0,644,601,38,39,0,7,686,749,46,34,4,6,845,769,75,65,12,4,921,501,63,36,0,3,608,410,71,36,8,4,528,261,46,27,0,4,340,343,79,50,4,3,478,52,33,18,0,0,105,69,84,49,3,0,203,42,5,8,3,9,56,5575,600,463,85,56,6765
215011386,74,31,11,2062,14,0,0,5,0,23,93,0,4,3,0,104,102,5,5,14,0,127,85,0,11,0,3,111,136,5,17,4,0,165,241,10,14,6,0,273,435,14,10,3,0,470,566,12,21,3,6,605,564,24,14,9,3,607,375,20,22,5,3,425,370,16,12,0,6,403,262,0,9,0,0,272,279,14,8,0,0,307,30,6,5,0,0,39,22,17,4,0,0,43,35,4,0,0,0,41,3608,155,166,53,34,4014
215011387,87,74,10,453,0,5,0,25,0,35,17,0,8,8,3,32,22,0,7,18,0,47,18,3,15,28,0,64,27,13,14,7,4,61,46,13,17,8,0,85,54,22,15,9,0,102,66,15,34,15,3,139,87,26,34,19,9,166,69,19,23,8,5,126,48,19,27,6,5,102,33,14,14,0,0,68,49,10,22,4,0,91,3,6,0,5,0,16,11,17,10,4,0,35,7,8,7,0,0,27,554,185,258,167,30,1190
215011388,179,62,31,4544,18,0,0,10,0,32,257,0,13,11,3,280,225,0,15,10,5,255,222,7,20,8,7,259,331,4,37,4,0,381,582,18,24,10,4,639,776,32,43,10,10,861,1103,58,51,3,13,1230,1223,74,67,4,10,1375,819,42,40,5,3,912,702,53,43,10,3,809,405,36,14,4,3,458,550,65,28,4,5,664,61,32,0,0,0,107,93,48,21,6,3,170,53,14,4,8,9,82,7414,487,434,102,89,8524
215011389,62,71,10,386,3,6,8,11,0,20,23,0,7,3,0,34,8,3,6,9,0,35,19,4,10,15,0,56,20,3,13,4,5,45,40,12,20,7,7,84,53,12,19,16,3,112,95,13,31,18,9,165,113,20,35,15,0,191,66,17,22,26,4,135,56,18,23,4,6,109,25,14,11,9,0,65,41,21,17,3,3,89,8,0,8,0,0,21,10,16,17,8,0,54,6,0,6,7,7,25,598,163,265,173,34,1237
215011390,142,77,13,1289,4,3,4,16,0,37,49,0,0,10,0,60,40,4,3,16,0,66,61,6,17,12,0,94,66,12,24,11,0,116,158,12,29,17,0,219,222,4,42,18,9,297,331,16,67,19,0,435,334,12,64,16,6,434,210,25,34,9,3,279,157,29,39,15,6,248,69,14,35,11,3,131,130,32,53,10,7,227,28,9,13,5,0,46,14,20,23,18,0,80,21,4,5,12,6,45,1899,205,462,207,42,2813
215011391,51,35,7,617,7,0,0,14,0,19,37,0,0,12,0,49,37,9,7,5,0,59,43,5,3,9,0,58,49,3,15,10,0,76,86,9,17,10,0,125,106,19,9,8,4,148,150,23,19,7,0,199,138,25,29,6,4,198,95,11,20,9,0,137,63,13,23,0,0,102,42,3,3,0,4,61,49,10,16,5,0,80,6,0,4,4,0,17,10,14,5,0,0,30,8,0,0,0,0,14,938,144,176,96,23,1373
215011392,119,33,27,1801,5,0,5,10,0,25,83,0,0,8,0,96,91,3,12,5,0,111,94,5,17,8,3,132,116,8,26,8,8,161,229,11,44,13,7,305,353,23,42,4,9,424,521,22,37,4,8,586,479,29,22,5,12,545,334,29,26,0,5,396,262,22,19,6,5,310,142,12,13,4,0,180,257,14,25,5,3,297,32,13,13,4,0,52,25,19,11,0,0,57,33,4,0,4,6,44,3061,200,305,87,69,3713
215011393,83,66,11,484,0,0,5,19,0,21,16,0,0,7,0,18,15,0,8,7,0,25,17,4,7,13,0,42,20,3,17,8,4,54,56,6,15,12,4,87,73,0,31,12,0,116,110,3,30,15,9,168,100,8,34,12,0,157,70,13,34,25,0,136,46,5,32,7,0,96,25,12,21,8,0,57,55,14,17,16,0,104,9,8,8,0,3,25,10,9,20,6,3,42,6,0,12,16,7,36,619,85,283,173,25,1185
215011394,82,73,20,1165,0,0,5,30,0,39,44,0,0,7,0,55,56,0,3,6,0,72,60,6,7,12,3,92,89,8,9,8,5,127,146,15,19,12,5,196,198,20,26,18,6,264,290,27,35,10,9,374,281,44,54,20,7,404,189,27,36,12,0,266,126,32,29,8,0,194,81,23,16,3,4,129,132,26,29,11,0,199,15,15,10,5,0,43,25,31,10,6,0,79,21,6,0,6,0,35,1762,270,306,179,46,2556
215021395,82,50,12,878,11,0,5,26,0,36,67,0,6,3,0,75,46,0,13,15,0,71,52,0,10,8,3,79,59,6,12,10,7,94,102,10,18,10,12,144,180,8,35,13,3,238,209,10,24,3,3,251,259,26,22,6,0,315,188,29,19,0,8,244,137,31,25,0,0,200,102,18,7,6,4,134,124,20,14,5,0,158,11,0,4,0,0,16,11,9,0,10,0,36,19,7,9,5,0,36,1570,176,217,127,41,2129
215021396,43,29,10,596,9,0,4,0,0,13,36,0,0,4,4,43,22,0,3,5,3,37,19,0,3,12,0,38,43,0,12,11,3,67,81,13,19,10,0,118,107,6,12,3,5,130,164,13,20,10,0,206,167,10,13,4,4,202,86,8,9,3,0,103,63,12,12,0,6,85,30,16,4,0,0,47,66,9,3,0,0,84,8,3,3,0,0,18,8,8,0,4,0,16,9,0,0,0,0,13,914,99,120,63,26,1218
215021398,73,57,13,735,7,0,9,22,0,39,22,0,0,6,0,26,28,0,7,12,0,51,47,8,5,10,0,69,66,8,19,9,5,101,113,16,28,17,3,184,162,21,25,14,5,222,270,24,26,18,8,347,277,20,41,14,6,364,161,22,20,5,4,211,125,8,24,11,0,168,66,12,7,3,5,96,118,16,20,4,3,167,9,4,4,0,0,27,9,12,5,3,3,37,19,5,8,9,9,45,1513,191,259,152,47,2155
