POW_SA2_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
212031562,72,14,7,965,11,0,0,0,0,12,55,0,7,6,0,69,71,0,5,5,0,78,57,4,12,0,0,72,67,6,11,0,4,91,144,17,19,4,5,181,151,23,19,6,0,202,160,21,31,4,0,218,157,17,20,4,4,197,123,31,19,6,0,173,89,21,9,3,0,116,53,3,4,0,0,60,92,7,10,0,0,108,11,3,0,0,0,17,11,12,10,0,0,36,14,0,0,0,0,16,1270,166,176,31,11,1650
212041309,80,20,8,1495,10,7,5,5,0,26,47,4,11,7,0,62,71,0,7,9,0,87,81,6,23,3,3,111,110,6,25,3,0,141,206,15,27,0,0,248,285,17,19,6,0,336,548,23,28,5,0,606,608,34,35,0,6,675,381,27,20,0,0,433,233,28,13,0,0,278,146,22,8,0,0,172,210,37,17,0,0,272,48,12,3,0,0,64,71,30,3,0,0,100,23,0,6,4,3,33,3087,269,243,32,18,3648
212041310,84,30,15,2146,13,3,4,12,0,34,74,0,7,0,0,85,98,12,18,4,4,124,108,17,13,5,0,142,165,7,12,3,5,199,297,41,47,7,0,382,524,40,43,12,3,614,929,75,62,6,8,1086,991,57,52,4,10,1116,753,61,25,3,6,848,551,60,33,5,5,643,363,46,9,0,0,421,559,64,13,0,3,644,122,11,5,0,0,133,163,44,6,5,3,215,46,0,5,0,5,61,5742,535,352,75,47,6754
212041312,107,39,9,1224,22,3,0,11,0,38,65,3,6,8,0,78,73,4,16,5,0,105,76,3,31,6,0,118,96,7,21,8,0,125,123,11,38,3,6,179,199,24,33,10,3,262,207,31,45,4,5,286,228,33,24,0,3,285,185,37,21,0,4,246,140,29,14,0,5,186,97,19,14,0,0,128,93,7,6,0,0,114,12,6,0,0,0,19,11,15,4,0,0,28,20,6,4,0,5,30,1633,233,284,51,24,2229
212041313,85,13,3,922,5,5,0,5,0,20,51,0,5,3,0,55,53,3,8,0,0,63,73,4,14,0,0,90,69,4,15,4,0,93,109,8,21,0,0,138,146,17,22,3,0,184,205,23,27,4,5,267,214,25,23,0,0,263,152,14,19,0,0,181,114,19,20,0,0,158,64,11,15,0,0,89,82,30,12,0,0,129,21,10,9,0,0,39,16,17,6,0,0,44,15,0,3,0,0,23,1388,204,207,31,8,1842
212041316,50,10,11,1804,19,7,3,7,0,32,32,0,0,0,0,39,37,0,5,4,0,51,64,5,12,0,0,80,91,8,16,0,3,118,197,11,18,3,3,234,338,14,18,0,3,372,668,16,21,5,0,707,762,14,26,0,3,808,582,19,11,0,4,616,436,18,11,0,0,469,281,10,9,0,0,303,399,24,9,4,0,439,62,11,0,0,0,72,92,21,8,0,0,114,40,5,0,0,3,51,4093,189,166,24,26,4498
212041317,202,80,24,5114,48,7,4,26,0,83,305,11,5,4,0,332,378,4,24,13,0,423,408,37,39,11,0,495,451,33,52,12,0,552,718,38,60,17,0,835,916,94,69,18,8,1108,1265,130,80,17,4,1497,1406,118,80,16,4,1623,1007,76,52,6,5,1148,769,99,27,4,7,908,462,56,26,0,4,549,669,109,27,5,0,806,127,34,16,0,0,173,170,83,15,3,0,277,86,12,9,0,9,112,9191,946,592,162,51,10938
212041318,67,17,6,781,0,0,0,5,0,14,32,0,5,6,0,42,48,0,7,4,0,62,58,4,9,0,0,74,54,5,10,0,0,77,84,10,17,4,0,114,119,18,17,0,0,147,130,13,20,0,0,164,132,15,23,0,4,174,91,13,10,0,0,114,84,3,0,6,0,93,45,0,10,0,0,53,87,4,3,0,0,103,5,0,3,0,0,10,10,4,8,0,0,17,14,0,4,0,0,21,994,88,159,23,11,1274
212041459,66,11,0,1038,3,0,0,3,0,6,23,0,3,0,0,32,42,0,6,3,0,54,54,7,8,4,0,74,85,4,19,0,0,108,113,8,18,5,0,142,166,10,27,0,0,205,192,18,31,4,0,250,207,19,28,0,0,258,137,15,18,0,0,174,88,17,6,0,0,114,93,9,3,0,0,109,97,14,8,0,0,113,13,0,3,0,0,18,7,14,16,0,0,33,13,0,0,3,0,13,1341,135,192,22,11,1709
212041460,96,13,5,1326,16,3,0,6,0,25,23,0,6,0,0,35,58,0,6,8,0,74,81,3,16,10,4,107,111,16,24,0,0,149,144,6,17,4,3,174,206,17,34,0,0,256,293,31,39,0,5,366,232,26,36,3,0,296,171,13,18,0,0,207,145,16,13,0,0,171,87,17,12,0,0,109,118,12,12,0,0,150,12,4,0,0,0,17,20,8,15,0,0,38,16,0,4,0,0,22,1727,175,257,28,15,2206
212041563,218,60,36,10962,69,3,4,34,0,103,269,4,11,10,0,293,401,12,28,8,3,459,398,20,34,15,0,473,562,25,42,12,0,642,899,66,82,15,14,1070,1397,76,61,13,16,1574,2039,92,100,11,11,2247,2436,110,99,9,17,2670,2117,72,56,6,8,2251,1907,82,46,3,12,2058,1389,59,26,3,0,1479,1805,75,34,4,3,1923,237,36,9,0,0,282,381,106,54,4,3,545,155,12,10,6,9,195,16449,852,706,143,110,18266
212041564,170,134,97,15210,167,22,7,71,8,280,370,0,5,10,4,395,474,14,26,20,11,543,700,45,45,26,13,828,998,61,58,18,11,1143,1968,113,100,31,22,2231,4206,179,96,22,37,4539,9042,294,144,33,58,9571,10788,383,183,22,54,11433,7379,318,119,15,24,7855,5383,385,110,16,14,5909,3545,250,67,11,10,3890,5148,459,88,9,14,5735,918,171,18,9,3,1118,1259,422,23,8,11,1724,484,53,25,10,52,624,52835,3176,1112,342,354,57819
212041565,139,40,10,3360,36,3,4,14,0,53,275,0,5,4,0,285,266,5,22,12,0,302,252,19,16,0,0,289,280,13,34,5,0,339,424,15,33,8,5,490,668,41,43,11,3,765,1017,62,48,11,9,1146,1043,49,39,10,8,1155,627,49,39,3,3,721,515,65,24,0,0,604,353,58,18,4,0,432,605,60,16,4,0,681,92,27,4,0,0,121,96,41,8,0,0,143,73,6,8,0,3,91,6616,516,356,93,39,7617
212041566,83,33,7,2467,18,3,0,17,0,42,128,4,5,9,0,145,126,4,17,9,0,152,138,12,14,0,0,162,152,11,13,0,0,180,264,17,15,7,0,307,484,30,31,6,3,560,916,56,33,3,6,1020,1031,71,38,8,0,1147,689,36,22,6,3,748,548,61,23,0,3,630,356,46,12,0,0,415,600,93,8,0,0,699,115,18,4,0,0,133,140,59,7,4,0,212,72,0,0,0,3,81,5769,518,244,69,29,6628
212051319,175,41,5,2161,27,9,0,15,0,47,142,6,18,3,0,173,137,4,20,5,0,163,140,11,16,7,0,174,167,9,30,5,0,218,293,20,37,11,0,360,305,29,43,9,5,380,456,42,42,10,0,543,461,45,54,3,0,571,358,39,42,5,0,441,272,26,24,5,0,323,223,24,18,0,0,257,346,77,42,0,6,463,63,28,9,5,0,102,91,45,15,4,0,154,28,6,0,3,3,44,3504,408,396,83,17,4410
212051321,161,39,6,2558,18,4,0,14,0,35,134,7,18,10,0,163,132,9,17,3,0,167,115,14,32,8,0,165,134,17,28,0,0,183,225,31,48,6,5,319,263,31,40,4,3,336,368,54,49,5,3,470,575,52,36,6,0,671,612,36,23,0,6,677,474,46,19,6,3,550,314,21,14,7,4,359,613,48,19,3,0,692,111,14,9,0,0,137,138,51,26,3,0,208,41,0,5,0,4,44,4253,436,374,89,24,5179
212051322,215,81,32,5703,46,7,9,25,0,77,406,7,25,4,0,449,515,16,27,6,0,571,466,25,37,16,9,550,517,24,34,10,4,590,706,42,45,13,4,807,807,51,53,12,6,933,928,58,51,11,3,1055,962,90,62,22,4,1140,719,58,41,12,0,838,592,76,28,14,4,707,408,56,19,4,0,481,630,77,21,7,0,739,93,21,11,0,0,135,131,81,25,0,3,236,77,9,3,0,5,95,8006,697,499,162,47,9409
212051323,151,42,8,1470,8,3,0,7,0,18,75,0,16,4,0,98,75,10,21,6,0,113,73,18,22,9,0,120,90,19,18,4,0,133,127,27,38,3,3,193,146,26,23,3,0,199,194,47,45,6,4,292,241,42,47,6,0,342,193,36,27,4,0,264,180,43,16,0,0,240,112,25,18,0,0,156,195,55,26,0,0,273,39,22,5,0,0,65,50,36,16,0,0,108,19,3,4,0,5,29,1805,407,332,71,16,2635
212051324,213,59,20,6498,40,8,6,23,0,81,272,3,17,9,0,306,320,7,25,10,0,361,280,29,33,20,0,360,344,19,29,8,0,410,566,51,55,14,6,705,747,62,51,15,9,883,1307,82,63,8,11,1463,1943,90,59,14,7,2115,1571,94,46,0,5,1719,1384,98,52,3,3,1540,956,89,31,3,0,1078,1903,140,29,0,0,2076,444,41,18,0,0,502,653,156,44,7,3,856,97,6,7,3,6,116,12824,970,573,132,56,14560
212051325,203,58,53,10348,56,9,3,20,6,95,213,10,3,10,3,237,317,13,31,7,3,364,360,14,43,14,7,436,493,27,31,11,3,562,887,31,58,14,9,1001,1310,49,57,10,9,1440,2015,78,63,9,12,2175,2957,103,88,12,13,3162,2681,74,52,4,13,2818,2387,79,38,5,4,2519,1955,75,27,0,9,2065,3705,116,38,9,9,3874,931,53,11,3,0,998,1236,125,37,7,0,1414,162,11,9,10,20,207,21660,883,594,136,104,23375
212051326,257,80,15,5134,43,8,3,30,0,85,327,8,19,7,0,366,385,10,31,13,0,433,351,16,41,17,6,428,461,28,36,11,3,539,742,70,81,25,3,918,908,86,82,17,0,1091,1376,94,100,4,5,1587,1500,120,105,5,13,1746,1046,98,69,12,3,1228,864,116,64,5,4,1060,572,104,27,10,3,711,804,156,47,8,6,1018,165,65,12,3,0,242,183,153,24,3,5,370,110,12,10,0,8,138,9855,1140,750,168,56,11971
212051327,180,48,18,2816,16,5,4,9,0,40,159,3,8,4,0,184,195,7,21,9,0,238,189,24,31,7,7,255,199,23,28,7,0,262,318,41,24,12,3,395,390,46,39,14,0,488,410,58,49,12,0,529,442,61,58,5,5,572,312,46,31,6,0,404,269,56,27,4,0,360,164,40,15,0,0,228,355,62,21,7,0,445,58,17,11,0,3,90,53,64,12,0,0,137,26,9,3,0,0,47,3554,583,401,104,27,4667
212051567,119,47,27,9445,71,9,6,14,0,103,369,18,16,4,0,407,503,10,10,0,0,529,489,12,20,11,3,527,541,16,29,10,5,602,1021,25,19,6,4,1084,1131,32,36,5,8,1220,1672,65,43,12,4,1794,2393,86,34,10,5,2521,2215,73,34,4,0,2330,2511,86,33,6,7,2638,2108,38,17,4,0,2165,4106,115,27,3,9,4269,813,58,11,3,0,884,1082,162,21,11,0,1273,164,11,14,4,11,198,21185,822,370,96,65,22542
212051568,82,39,29,9740,34,0,0,21,0,64,155,6,5,4,0,171,202,3,12,7,0,225,289,14,11,5,3,325,377,22,22,5,0,425,665,23,39,11,6,739,1063,31,42,4,5,1147,1702,44,52,0,16,1803,2343,49,29,6,7,2439,1903,36,34,0,0,1980,1826,35,25,0,3,1881,1432,25,15,5,3,1482,2078,41,29,3,0,2146,468,21,10,0,3,496,909,72,34,0,9,1021,133,4,3,4,7,151,15576,425,362,74,69,16511
213011328,35,12,0,523,9,0,0,6,0,15,13,3,0,0,0,21,20,0,4,0,0,28,37,3,3,6,0,50,39,0,5,0,0,44,99,8,12,0,0,116,103,6,22,5,0,132,151,24,19,4,0,202,227,11,15,0,4,255,200,9,13,0,0,222,173,11,12,0,0,196,122,11,11,0,0,145,171,7,7,0,0,189,40,5,4,0,0,44,47,7,0,5,0,56,24,0,0,0,0,23,1471,108,133,18,12,1736
213011329,66,14,0,608,3,0,4,5,0,13,22,0,5,0,0,29,34,0,7,0,0,42,34,0,5,7,0,44,50,7,17,0,0,80,65,7,15,6,0,93,79,5,17,3,0,111,102,21,23,3,0,142,93,5,22,0,0,120,66,12,4,0,0,86,48,5,8,0,0,64,31,11,0,0,0,44,46,9,8,0,0,61,9,7,3,0,0,14,14,9,5,0,0,22,10,5,0,0,0,14,689,113,140,29,6,972
213011331,31,9,0,476,3,0,0,0,0,5,34,0,0,0,0,34,31,5,3,0,0,40,24,5,14,4,0,43,30,0,9,0,0,41,54,7,7,0,0,74,61,3,13,0,0,81,86,10,10,0,0,107,77,12,15,0,0,105,50,4,9,3,0,66,39,4,0,0,0,46,45,5,8,0,0,52,57,0,0,0,0,63,5,0,0,0,0,5,3,3,0,0,0,11,10,0,0,0,0,10,614,68,92,14,7,789
213011332,81,20,5,1297,10,0,0,3,0,17,133,0,8,3,0,148,131,9,7,0,0,145,113,5,21,3,0,139,114,8,20,5,0,151,165,18,16,4,0,203,167,14,19,0,0,204,201,26,26,0,4,255,188,29,25,0,6,239,159,15,12,0,0,185,145,20,12,0,0,182,115,8,5,0,0,127,145,9,7,0,0,165,16,4,5,0,0,24,16,11,4,0,0,38,19,3,0,0,5,28,1851,178,187,25,15,2254
213011333,43,10,5,442,7,0,0,3,0,8,8,0,0,0,0,14,14,8,9,3,0,35,14,8,14,3,0,43,35,4,6,0,0,49,47,10,16,0,0,77,53,7,18,6,0,81,71,13,5,0,4,95,70,17,13,0,0,102,80,8,11,5,5,104,60,5,4,0,0,69,40,8,3,0,0,49,57,3,8,0,0,62,6,3,0,0,0,8,7,3,6,0,0,9,8,0,0,0,0,10,577,93,113,21,12,814
213011334,114,25,9,1431,9,5,3,11,3,29,45,0,6,0,0,56,68,5,11,0,0,90,98,4,16,3,3,133,115,17,27,0,4,164,171,9,45,5,3,237,235,24,41,4,0,301,277,44,44,5,0,376,274,50,49,3,0,375,203,17,15,3,0,243,151,25,15,0,0,191,104,17,12,0,0,135,105,26,11,0,0,142,21,6,3,0,0,31,20,20,17,3,0,56,21,0,4,0,0,36,1924,269,319,53,20,2593
213011335,73,24,19,4951,25,4,7,10,3,40,70,0,7,4,0,77,113,0,10,0,0,121,133,7,17,8,0,161,171,6,17,4,0,202,286,9,24,4,0,325,476,11,34,3,3,522,681,24,32,0,7,740,964,20,32,0,4,1017,862,16,11,0,0,893,754,19,15,0,4,791,635,6,10,4,6,657,846,11,4,0,0,865,133,3,5,0,0,147,240,14,8,0,0,258,59,0,0,3,5,70,6428,151,242,33,44,6899
213011336,130,37,11,4115,30,5,5,16,0,55,200,7,10,3,0,217,216,4,7,6,0,232,227,12,27,13,0,284,283,14,20,3,5,325,472,21,37,11,0,544,556,39,33,11,8,638,807,48,50,7,8,916,932,79,43,4,0,1061,860,34,27,0,4,925,815,39,31,3,0,895,599,33,16,3,0,656,656,48,17,0,3,726,95,22,14,0,0,124,98,25,18,0,0,143,65,7,7,0,10,89,6912,428,359,77,41,7818
213011337,70,44,16,1644,16,0,6,22,0,50,77,4,7,0,0,86,71,8,17,13,0,102,116,7,21,10,0,165,171,22,21,9,6,232,291,31,37,3,7,372,348,65,33,14,3,466,600,58,37,4,5,704,702,91,34,4,8,838,510,64,32,5,3,612,368,72,17,3,4,454,264,40,5,4,0,319,315,35,15,0,0,365,50,11,4,0,0,65,72,22,8,0,0,104,42,7,3,0,6,62,4028,535,285,98,46,4984
213011338,114,26,24,3428,39,6,4,10,0,56,97,7,12,0,0,116,142,6,13,9,8,173,158,7,31,3,4,202,256,23,32,7,0,328,510,43,37,6,5,604,1012,54,60,7,10,1143,1812,69,79,4,14,1975,2039,96,87,6,16,2241,1391,68,39,6,3,1509,1166,86,22,6,0,1283,688,58,22,0,7,774,961,88,16,0,0,1077,128,34,8,0,0,171,151,71,6,0,0,233,113,5,5,0,5,129,10677,728,473,65,70,12009
213011339,68,8,7,1275,6,0,0,0,0,14,115,0,11,0,0,124,64,3,6,0,0,79,80,0,9,0,0,92,91,7,5,3,0,111,132,8,18,0,4,161,178,14,9,0,6,201,212,12,21,3,0,249,213,24,26,3,0,259,135,12,8,0,0,162,126,7,17,0,0,156,82,13,9,0,0,114,108,9,11,0,0,129,20,6,3,0,0,26,9,11,6,0,0,37,20,3,0,0,3,28,1594,142,164,22,9,1933
213011340,116,34,15,3005,43,0,3,13,0,61,518,0,9,0,0,526,435,5,20,9,0,462,316,7,14,6,0,339,370,11,18,10,3,410,459,17,20,6,0,507,424,35,39,11,4,512,518,28,25,0,4,577,452,47,31,8,5,539,291,26,30,0,0,350,212,36,27,8,0,280,153,19,14,0,0,189,185,48,24,0,0,257,22,9,0,0,0,41,40,28,7,0,0,70,53,4,4,3,5,68,4503,319,286,60,23,5188
213011569,86,18,10,1671,21,4,0,8,0,34,150,4,4,6,0,161,163,4,16,6,0,190,131,0,6,0,0,146,138,11,18,6,3,185,245,9,26,4,3,282,280,19,27,7,4,344,325,19,32,5,5,378,332,18,22,0,4,380,274,20,19,3,0,316,229,25,11,0,0,261,167,8,5,0,0,173,252,20,9,0,4,276,36,8,0,0,0,42,48,18,5,0,0,69,30,4,3,0,4,43,2816,184,219,39,23,3281
213011570,57,27,18,3984,47,9,7,10,0,76,165,0,7,0,0,177,164,3,14,7,6,186,185,6,14,9,5,215,311,12,10,0,6,335,568,31,26,9,10,639,948,58,23,6,4,1036,1864,57,41,6,18,1989,2319,74,39,8,8,2449,1687,78,21,0,8,1799,1208,80,13,3,6,1312,811,56,21,8,0,904,1151,82,22,0,6,1262,256,33,3,0,0,288,295,66,6,0,0,368,133,9,3,6,7,154,12120,655,270,71,70,13186
213021341,146,50,13,2941,22,5,3,14,3,41,113,4,4,0,0,122,127,8,15,6,0,151,145,10,14,9,0,175,188,6,17,6,0,218,353,32,37,18,4,442,507,31,47,6,9,600,906,40,37,5,10,994,1101,60,54,3,8,1227,830,45,31,4,3,915,737,47,27,5,0,820,564,45,11,0,0,623,1025,69,33,9,0,1128,253,22,3,0,0,275,263,62,16,3,0,347,59,10,3,0,4,76,7184,497,353,89,45,8166
213021342,114,23,3,1420,12,3,6,8,0,21,159,0,15,0,0,172,141,0,18,0,0,162,103,3,13,0,0,122,119,3,10,0,0,138,161,17,29,3,0,210,197,22,24,8,0,248,249,10,21,8,0,297,209,19,32,3,0,262,140,26,19,7,0,193,100,25,13,0,0,143,67,14,9,0,0,99,101,18,18,0,0,136,10,0,4,0,0,18,13,18,9,0,0,38,22,3,0,0,0,26,1817,189,233,35,5,2280
213021343,165,49,24,4299,52,0,4,15,0,76,301,4,10,3,0,319,310,5,15,4,4,329,309,20,18,9,0,355,362,7,23,9,0,401,578,23,44,6,5,653,851,33,47,4,6,946,1621,48,57,11,8,1744,1755,85,50,5,9,1910,1301,41,48,5,4,1399,1001,78,15,3,7,1101,742,71,33,5,0,849,1209,90,35,0,3,1332,286,35,9,0,0,331,338,66,24,7,0,439,93,10,0,0,8,116,11105,615,438,84,66,12309
213021344,247,39,12,2089,15,5,3,7,0,30,77,0,10,5,0,90,80,0,14,7,0,105,103,8,22,3,0,145,142,11,33,4,5,196,233,16,29,9,0,295,291,26,49,9,0,373,418,44,50,4,5,515,452,44,64,7,0,563,368,44,47,4,5,468,411,48,46,0,3,518,346,35,29,4,0,413,790,82,42,0,6,922,202,31,26,3,0,256,252,54,27,0,0,335,42,4,4,0,3,57,4213,460,507,69,30,5283
213021345,38,4,0,220,4,0,0,0,0,6,11,0,0,0,0,20,17,0,10,0,0,22,13,0,5,0,0,19,11,5,3,0,0,18,25,4,10,0,0,32,24,0,11,0,0,41,34,3,13,0,0,52,26,8,10,0,0,40,26,3,9,0,0,36,25,7,6,0,0,39,15,4,0,0,0,19,25,4,5,0,0,38,3,0,0,0,0,3,4,3,0,0,0,4,0,0,0,0,0,4,256,48,73,6,5,390
213021346,245,62,13,3230,19,0,6,18,0,42,185,0,15,3,0,202,220,6,13,6,0,238,222,21,23,11,4,279,264,21,18,12,3,315,388,40,40,3,0,471,495,56,47,4,4,603,635,63,55,8,3,765,723,89,72,11,4,895,553,61,60,10,7,683,525,99,53,6,3,697,319,68,33,3,0,420,628,118,61,3,5,812,107,45,14,5,4,173,138,132,41,9,0,321,58,11,0,0,8,75,5484,825,550,114,34,7009
213031347,151,42,10,3354,16,0,0,10,0,36,154,4,9,3,0,166,212,3,15,4,0,238,313,16,37,0,0,366,353,22,35,3,0,414,515,28,44,4,4,603,605,35,50,10,5,701,922,53,57,6,6,1040,854,48,54,11,4,969,540,49,36,3,0,631,417,45,26,5,0,492,306,22,19,0,0,343,391,43,19,4,0,456,67,17,3,0,0,89,69,36,8,4,0,114,68,0,4,3,0,72,5811,421,412,78,22,6746
213031348,299,53,38,9182,58,4,14,25,3,105,268,3,13,4,0,286,341,9,10,7,3,365,353,22,46,17,9,434,418,26,62,9,6,519,745,32,76,7,3,859,1031,41,69,12,5,1156,1420,64,74,8,16,1588,1868,70,96,7,5,2050,1795,66,66,4,4,1936,1674,72,46,4,7,1806,1316,62,35,3,5,1425,2017,102,60,3,0,2186,382,46,23,0,0,458,636,92,38,0,0,768,112,5,3,4,18,146,14440,719,723,116,82,16081
213031349,107,29,20,3975,52,0,3,10,0,64,413,0,4,0,0,428,483,0,15,8,3,513,448,7,19,4,0,477,477,9,12,7,3,512,760,16,27,5,3,808,725,29,40,9,0,802,734,32,39,4,4,815,624,53,41,7,0,724,310,31,19,3,0,361,212,29,13,0,0,266,120,30,11,4,0,165,200,35,17,6,0,257,32,10,3,4,0,53,50,42,17,0,0,110,48,5,4,0,7,70,5694,340,287,65,23,6411
213031350,120,14,5,844,5,3,0,4,0,9,34,0,8,5,0,46,52,0,9,3,0,57,51,6,12,4,0,65,59,3,14,0,0,81,102,0,22,0,0,133,125,6,23,0,0,158,142,19,28,0,0,179,147,11,36,0,0,197,85,15,27,0,0,128,76,16,12,0,0,105,51,19,13,0,0,89,61,25,24,0,0,119,19,14,7,0,0,40,18,22,11,0,0,57,11,3,0,0,0,16,1028,170,251,22,10,1487
213031351,133,19,13,1925,14,0,5,8,0,28,52,0,4,5,0,59,96,0,11,3,0,113,121,7,23,0,3,153,138,13,28,0,0,177,271,24,18,11,0,315,427,38,45,5,3,526,880,42,31,4,13,975,920,66,61,0,7,1062,666,39,43,3,3,750,495,49,37,3,6,586,348,45,18,0,0,414,452,77,29,0,3,561,81,20,3,0,0,101,68,48,11,0,0,130,51,10,0,0,9,64,5076,473,365,41,54,6012
213031352,232,31,11,2590,25,12,3,10,0,44,222,3,7,4,0,238,174,3,15,4,0,198,183,10,20,6,0,220,186,13,25,0,0,233,287,27,39,5,6,355,410,24,35,3,4,479,482,32,56,0,3,579,635,59,58,6,0,766,524,47,48,0,0,618,452,59,42,4,4,567,319,45,24,0,0,393,535,92,51,0,0,671,134,33,9,3,0,176,218,69,26,0,0,315,44,8,0,0,5,53,4835,528,476,55,31,5926
213041353,227,80,18,3642,33,3,3,20,0,58,294,0,22,8,0,317,249,4,20,4,0,284,231,11,37,13,0,285,239,20,35,12,4,302,442,31,59,16,6,560,577,58,50,9,6,701,717,68,57,13,10,866,729,85,68,6,13,903,544,63,48,8,5,668,438,85,32,0,5,562,273,32,21,4,5,329,449,62,20,5,4,534,62,22,11,0,0,98,64,52,20,0,0,140,57,10,4,5,5,74,5394,613,501,131,59,6690
213041358,100,23,6,2657,25,4,4,6,0,40,249,0,10,8,0,265,279,3,14,4,0,304,216,7,15,3,0,243,232,10,16,4,0,264,330,15,19,8,0,371,424,15,22,3,4,473,401,37,22,3,0,472,370,35,33,5,0,436,303,21,19,0,0,348,249,20,25,0,0,289,153,22,16,0,0,199,221,10,10,0,0,241,26,4,4,0,0,28,28,15,3,0,0,46,42,0,3,3,0,51,3545,214,232,54,18,4059
213041359,93,58,22,4213,47,3,5,21,0,77,212,4,11,6,0,234,191,0,13,6,3,223,188,13,19,12,0,240,307,21,22,10,5,355,510,42,44,11,0,614,847,91,55,10,5,1008,1449,117,54,12,15,1654,1916,154,77,15,12,2172,1489,113,43,12,3,1662,1197,93,33,6,9,1332,823,67,26,0,0,915,992,93,24,4,5,1119,156,46,8,0,0,210,185,57,5,0,0,247,104,6,4,0,14,130,10608,921,437,128,84,12185
213041360,106,30,4,1258,10,0,3,13,0,32,118,0,9,9,0,142,126,0,21,3,0,151,74,7,21,3,0,103,108,13,16,0,0,132,140,20,23,0,0,182,157,19,26,8,0,214,183,28,22,3,0,237,144,49,27,5,0,221,137,15,17,0,0,173,144,31,9,5,0,192,87,17,7,0,0,114,125,21,16,3,0,166,16,11,3,0,0,37,26,14,6,0,0,44,19,0,0,3,3,23,1612,241,233,52,13,2153
213041461,24,10,4,413,9,0,0,0,0,7,78,0,4,7,0,83,68,0,5,0,0,69,28,5,4,3,0,37,45,4,7,0,0,55,64,0,9,0,0,75,51,3,6,0,3,67,66,7,11,0,0,87,64,6,7,4,0,75,30,5,0,0,0,39,28,9,3,0,0,39,27,3,0,0,0,29,20,3,3,0,0,22,4,0,0,0,0,4,8,8,0,0,0,7,4,0,0,0,3,9,580,54,63,15,8,724
213041462,29,4,5,313,0,0,0,0,0,0,10,0,6,0,0,11,10,0,4,0,0,20,9,3,9,4,0,22,17,0,5,4,0,28,43,0,10,0,0,52,29,9,8,0,0,45,34,13,6,0,0,53,37,7,9,0,0,65,46,10,5,0,0,54,34,9,8,0,0,47,16,5,3,0,0,25,28,11,5,0,0,49,3,0,0,0,0,4,6,5,0,0,0,12,7,0,0,0,0,8,335,72,69,7,8,489
213041463,128,36,5,2112,17,0,3,4,0,27,224,0,10,8,0,245,221,3,19,7,0,249,160,14,18,11,0,200,173,9,31,3,0,226,246,11,37,4,3,299,270,30,23,8,0,332,347,49,20,11,3,427,316,53,44,3,0,410,242,48,27,3,0,321,208,46,22,3,0,279,138,27,17,0,0,179,219,44,20,0,0,285,39,14,7,5,0,62,33,27,17,0,0,76,33,0,3,0,3,42,2902,373,304,72,14,3666
