POW_SA2_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
201011001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,6,0,0,3,9,29,21,208,37,10,31,20,10,11,9,355,24,72,56,26,101,81,24,26,4,420,23,60,54,39,126,105,32,55,5,485,22,60,46,43,108,78,18,52,5,434,18,57,72,47,70,81,16,59,10,434,12,42,59,48,82,90,32,70,4,433,5,41,61,42,75,88,32,57,6,403,13,39,42,54,100,92,36,64,6,448,19,39,46,36,64,69,26,47,0,335,20,37,40,32,49,37,9,22,3,248
201011002,0,0,3,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,3,12,0,0,6,0,0,3,0,0,0,14,4,0,3,0,3,0,0,0,3,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,5,6,14,7,18,6,14,14,0,7,32,119,149,707,113,49,77,46,13,9,29,1181,137,499,338,210,423,249,55,45,40,1995,161,265,252,233,621,458,119,112,41,2268,207,283,309,215,484,445,105,164,31,2244,124,269,396,254,461,397,107,151,28,2185,70,229,334,250,405,406,128,203,14,2043,62,193,296,277,458,440,114,252,23,2106,84,184,264,268,470,403,131,220,27,2042,109,183,266,213,428,327,83,189,7,1811,116,193,265,224,306,215,65,122,14,1521
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,15,3,55,10,3,0,3,0,0,4,85,14,41,31,21,52,29,7,12,0,211,17,30,27,28,77,83,27,15,6,319,26,34,30,37,84,76,39,27,6,361,26,27,45,32,77,77,35,37,8,353,15,25,46,19,79,85,28,31,0,329,9,24,36,25,74,74,32,46,8,332,20,24,23,33,59,70,39,30,6,292,21,26,30,32,77,50,19,29,6,285,17,20,29,10,32,33,7,28,5,180
201011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,24,29,236,45,14,33,42,4,0,4,404,20,78,82,42,120,121,30,29,9,532,25,48,49,34,127,145,49,56,13,547,30,60,49,30,100,125,30,76,6,509,19,29,40,38,101,117,25,72,8,452,9,26,56,19,82,100,31,66,6,388,9,36,56,29,105,113,30,71,12,453,13,21,47,31,86,114,44,81,3,432,12,18,40,37,84,74,31,47,4,359,25,46,45,36,62,60,19,44,0,344
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,7,6,0,0,0,22,3,6,6,4,6,8,9,4,0,45,3,11,4,0,19,15,10,3,0,62,6,8,4,4,10,16,10,13,0,64,3,9,4,6,4,18,4,10,0,58,0,11,8,0,10,9,5,13,0,57,3,11,7,0,7,13,4,13,0,51,0,8,7,6,11,9,4,11,0,62,0,8,3,5,9,7,0,10,0,42,0,12,3,0,3,8,0,3,0,35
201011008,0,0,0,0,0,0,0,0,0,11,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,12,0,4,6,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,10,9,14,5,5,11,16,77,53,351,66,21,66,66,19,23,14,676,56,198,123,65,233,239,61,56,17,1048,43,104,117,74,296,291,80,113,17,1127,59,79,83,65,249,249,80,169,19,1053,45,95,114,60,234,248,76,160,16,1058,24,86,89,74,226,309,98,182,10,1092,32,72,103,83,236,317,115,198,21,1186,43,87,99,66,233,278,96,189,14,1114,72,108,87,84,256,235,88,123,15,1072,50,81,93,58,170,158,53,77,9,748
201011481,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,23,22,105,23,12,16,14,5,3,3,201,20,73,48,30,49,35,9,13,3,286,25,39,31,26,71,48,15,25,0,275,29,42,35,31,77,42,21,30,3,307,13,39,40,22,56,71,15,29,0,285,11,32,29,35,40,47,9,25,4,223,11,32,40,34,53,46,14,37,4,264,7,28,38,34,51,51,9,37,5,262,20,35,56,32,37,42,15,18,8,254,14,36,43,27,29,30,14,24,3,218
201011482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,15,11,111,6,6,10,14,0,0,0,157,13,41,25,4,53,43,3,8,8,190,7,29,27,20,49,30,7,17,5,192,14,36,32,17,44,48,20,23,3,236,13,36,26,11,37,51,13,23,3,216,0,24,31,31,51,50,22,32,0,236,3,32,30,31,54,52,22,37,3,255,9,21,37,25,43,56,12,35,6,249,13,40,38,35,47,58,13,26,8,272,16,28,31,32,34,41,16,19,4,206
201011483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6,0,3,0,6,5,20,22,87,7,7,19,8,0,7,0,162,22,65,66,24,47,30,10,14,3,283,28,35,44,36,69,53,8,37,9,312,15,43,29,20,59,46,21,50,0,292,18,46,33,32,49,63,16,46,8,308,11,31,35,31,58,68,28,43,5,308,12,35,46,27,62,66,16,46,3,314,9,29,25,22,47,45,14,48,4,254,12,43,27,18,35,27,15,33,5,232,21,33,30,22,43,22,5,21,0,204
201011484,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,9,0,3,5,32,20,289,40,21,30,24,5,6,5,453,23,90,52,38,65,45,8,14,3,346,19,46,56,39,86,55,19,26,15,362,13,47,36,33,56,51,10,29,4,278,8,42,40,24,51,42,19,32,7,259,3,47,49,26,49,44,13,25,7,260,11,31,42,33,66,49,20,22,0,271,13,35,49,38,68,52,14,37,5,294,23,48,50,45,50,38,10,23,3,285,17,33,27,16,50,21,8,15,0,194
