POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
201011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,10,3,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,33,4,3,6,4,10,7,0,6,0,35,0,4,4,34,10,71,0,62,0,179,8,8,9,26,5,39,5,28,0,133,8,6,6,18,7,28,5,24,0,100,6,18,24,33,23,29,9,44,6,187,9,19,67,65,30,37,20,54,0,307,21,25,75,90,38,54,26,45,0,376,40,49,131,117,68,45,43,48,4,555,62,80,122,74,74,37,45,53,5,545
201011002,3,4,0,11,11,0,0,4,0,34,0,0,14,15,8,0,0,0,0,49,7,19,4,22,30,0,7,6,0,97,7,27,12,17,24,0,0,0,0,82,9,35,3,5,16,0,0,0,0,74,7,21,3,0,10,0,0,0,0,49,29,28,3,0,13,0,0,0,3,70,9,3,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,77,144,45,114,127,3,12,37,4,554,7,4,7,9,6,12,0,3,9,56,5,26,6,136,15,266,8,139,5,602,14,37,17,124,36,184,9,94,0,514,25,34,33,136,67,157,12,78,0,532,31,61,61,194,80,173,16,87,4,705,56,102,105,280,201,266,38,132,9,1195,103,179,182,322,284,265,27,132,10,1499,162,284,221,332,374,261,54,139,11,1826,202,459,256,282,397,170,36,54,15,1871
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,12,0,6,0,4,6,26,0,9,0,48,0,6,0,4,6,15,0,12,0,38,3,8,7,14,10,6,3,5,0,55,0,9,12,20,17,9,3,8,0,76,7,22,20,31,15,9,0,12,4,119,8,15,27,29,40,6,11,13,5,147,18,31,37,48,53,4,3,6,3,194,10,51,39,29,36,7,0,7,5,179
201011006,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,4,0,4,4,10,0,3,0,28,3,5,6,20,8,105,0,48,0,198,4,5,8,20,12,57,6,22,0,134,3,0,15,30,18,44,11,19,0,151,6,5,37,34,17,40,22,22,0,180,12,15,79,57,31,72,30,40,0,331,21,17,93,71,46,68,50,85,5,455,54,25,195,101,73,84,121,112,7,771,97,44,214,77,72,80,135,106,3,822
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,6,4,0,0,0,14,0,3,3,3,6,0,0,0,0,15,0,3,4,8,6,0,4,8,0,26,0,0,10,0,4,0,0,4,0,23,6,3,13,3,5,0,5,3,0,39,13,5,12,3,6,0,5,11,0,46,12,5,24,6,5,0,9,12,0,58,12,11,16,5,8,0,11,20,0,71
201011008,0,0,0,5,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,11,0,3,10,3,0,0,27,15,0,62,0,4,15,0,0,0,9,3,0,29,0,3,5,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,30,12,11,0,47,31,3,158,8,0,6,3,5,8,3,9,0,44,9,5,10,52,14,110,3,77,0,274,13,9,19,37,12,91,3,64,4,261,12,10,25,44,38,87,13,64,4,304,14,16,63,53,47,94,25,85,6,399,30,25,105,80,67,131,38,124,10,606,49,41,176,93,86,105,71,181,12,817,83,66,310,92,160,112,185,295,5,1300,152,135,412,67,198,88,253,277,21,1603
201011481,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,14,0,38,0,0,0,0,0,0,0,0,0,9,0,11,7,16,0,28,8,20,0,91,4,13,9,15,3,33,3,29,0,106,3,14,11,21,12,22,4,17,3,109,13,19,26,44,8,18,5,20,0,141,13,20,37,68,23,25,7,31,0,228,17,29,46,84,21,36,14,28,0,282,23,41,80,92,34,26,25,36,0,354,41,55,83,97,37,16,18,29,6,384
201011482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,12,4,5,3,11,7,29,0,26,0,89,0,11,8,20,8,16,3,16,0,84,0,14,5,23,15,10,0,13,0,76,3,12,14,17,11,8,6,18,0,84,19,21,32,37,18,19,10,24,4,188,21,20,48,32,28,25,10,25,0,222,14,41,50,57,44,7,28,11,4,257,34,63,52,33,34,8,35,12,6,268
201011483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,6,0,0,3,0,19,5,0,0,18,6,31,0,22,0,90,8,7,6,34,6,12,0,23,0,96,0,10,7,34,0,18,8,25,0,92,8,9,18,25,3,20,4,34,0,124,14,37,35,67,27,20,3,55,5,262,16,14,55,69,23,37,24,45,0,272,16,48,64,74,20,27,24,36,3,314,34,45,100,61,36,13,24,24,0,339
201011484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,24,3,0,0,4,0,4,0,0,0,16,3,4,0,18,0,106,3,73,0,218,6,8,5,15,3,64,6,56,0,165,4,5,9,23,8,49,7,38,3,144,13,11,20,33,14,45,12,47,0,194,17,19,56,49,30,88,17,64,0,344,24,24,57,61,25,61,16,60,4,327,36,23,75,66,30,71,31,58,4,385,50,53,62,63,43,40,30,30,0,363
