POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
201021009,0,0,0,0,4,0,0,3,0,8,0,3,0,0,6,0,3,0,0,14,0,4,0,6,5,0,7,0,0,24,0,5,3,0,10,0,3,0,0,16,3,12,6,0,9,0,0,0,0,25,0,10,0,0,0,0,0,0,0,11,9,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,9,6,29,0,14,9,0,134,8,0,5,0,3,0,0,6,0,18,3,6,0,12,0,22,0,36,0,82,9,7,9,14,4,21,4,31,0,100,0,3,8,11,18,16,0,17,0,81,11,6,19,14,11,14,9,23,0,108,20,9,21,22,11,20,3,19,0,123,35,13,27,23,23,20,8,53,0,202,38,15,61,23,22,20,6,48,0,229,32,16,38,6,18,14,23,24,0,182
201021010,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,7,0,9,3,0,47,9,0,0,0,6,0,0,7,0,21,11,3,0,16,7,21,5,19,0,66,14,4,3,12,7,6,0,19,0,70,25,6,7,15,10,10,0,12,0,93,9,10,17,21,7,10,3,23,0,109,44,12,28,28,25,25,0,36,0,204,43,12,30,27,25,24,6,32,0,204,50,23,45,33,29,20,15,47,3,259,52,30,40,29,22,9,29,27,5,239
201021011,0,0,0,6,3,0,0,0,0,8,0,3,3,6,6,0,0,3,0,21,0,9,5,3,8,0,4,0,0,31,4,5,3,0,0,0,0,0,0,19,0,9,0,7,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,26,17,20,39,0,4,15,0,155,18,3,5,0,0,0,0,4,0,38,13,5,5,33,6,14,0,27,4,104,28,19,10,31,17,29,0,28,0,158,32,16,16,28,11,27,0,40,4,175,35,29,19,36,18,26,3,38,0,208,55,35,46,57,34,43,6,61,4,344,58,30,61,60,40,56,15,61,5,382,79,39,112,86,32,34,21,44,3,454,110,52,98,65,36,15,12,32,6,433
201021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,3,0,0,0,0,6,0,32,4,0,0,4,0,3,0,14,0,36,7,3,5,8,9,3,0,9,0,45,14,11,5,4,8,5,4,9,0,57,13,5,9,6,5,5,0,15,0,61,26,14,18,5,14,0,9,16,6,101,26,7,10,5,16,3,6,8,0,87,31,15,24,5,6,4,8,20,0,110,29,13,27,5,13,0,23,15,6,129
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,20,14,0,0,0,5,0,0,5,0,18,8,0,0,4,3,0,0,13,0,34,16,0,3,5,4,5,4,0,0,36,17,0,5,5,0,6,0,9,0,45,32,0,8,3,5,4,0,9,0,57,19,0,9,12,8,10,9,15,0,71,23,3,12,8,4,5,0,16,0,82,28,0,15,8,5,0,4,35,0,105,47,11,15,7,6,5,7,15,0,117
201031014,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,5,0,6,0,4,0,0,17,0,0,0,5,0,0,3,0,0,15,6,7,0,0,8,0,0,0,0,19,0,4,0,0,5,0,0,0,0,11,8,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,8,15,27,0,12,3,3,92,16,0,0,0,0,0,0,0,0,22,4,0,0,10,3,8,0,13,0,38,3,3,3,3,8,6,0,3,0,35,12,0,4,4,3,5,0,7,0,31,19,0,4,4,3,4,0,7,0,48,23,4,8,5,5,16,3,12,0,81,29,0,11,16,6,6,0,15,0,94,23,13,24,10,10,4,12,27,0,123,35,8,21,10,9,3,13,21,0,115
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,18,3,0,3,0,0,5,0,4,0,15,0,0,3,0,0,3,0,7,0,16,6,0,0,3,0,4,0,3,0,25,5,0,3,0,5,5,0,0,0,27,9,3,4,0,0,0,6,9,0,28,18,4,13,7,4,7,0,8,0,63,15,3,15,0,6,3,7,12,0,65,8,0,23,0,4,5,13,10,0,61,22,6,21,0,3,0,12,13,0,79
201031016,0,0,4,5,0,0,0,0,0,12,0,4,0,7,3,0,0,3,0,19,0,5,5,5,7,0,6,6,0,30,0,0,3,0,8,0,3,0,0,21,5,9,0,0,3,0,0,0,0,15,3,9,0,0,0,0,0,0,0,12,9,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,14,25,25,0,5,24,0,148,8,0,0,0,0,4,0,0,3,23,0,0,8,15,8,65,0,43,0,146,6,3,11,19,6,41,0,30,0,113,14,11,23,29,13,35,5,33,0,161,10,5,23,33,21,28,3,30,5,161,26,13,36,63,35,71,8,64,3,318,23,30,65,83,40,59,29,90,4,431,34,35,97,75,49,60,40,98,4,493,44,68,85,80,50,27,41,47,3,447
201031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,3,0,24,9,3,5,0,3,0,0,5,0,28,16,0,4,4,10,0,4,6,0,51,6,0,18,8,4,4,6,16,0,60,18,6,12,3,12,8,4,16,0,73,26,0,15,3,9,6,9,18,0,89,31,7,19,5,10,3,9,29,0,116,22,7,21,5,3,0,16,12,0,89
202011018,0,7,0,10,5,0,0,0,0,26,5,8,0,4,12,0,0,3,0,38,4,18,3,5,30,0,6,8,0,74,5,27,3,10,36,0,0,5,0,91,11,44,3,4,25,0,0,0,5,92,5,41,0,0,21,0,0,0,0,75,34,37,0,7,13,0,0,0,0,89,9,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,193,24,72,150,3,8,51,10,577,12,6,4,11,7,17,0,13,6,76,8,12,16,134,28,232,10,180,12,628,15,35,25,143,28,197,9,120,3,580,16,26,46,130,47,143,20,93,3,529,25,39,90,181,88,186,21,153,0,788,76,90,187,287,179,249,36,210,13,1328,107,144,235,370,241,288,67,246,17,1710,176,258,324,447,421,235,121,234,19,2234,257,442,333,324,423,150,113,174,18,2244
202011019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,15,0,0,0,0,0,3,0,0,0,12,0,3,3,11,0,58,0,42,0,116,3,0,10,17,3,34,3,24,0,95,4,7,10,17,0,16,3,15,3,80,11,5,17,23,11,30,7,14,4,126,13,9,32,39,19,35,17,28,0,200,22,20,32,56,31,31,15,32,0,239,29,15,76,57,36,27,31,29,5,309,32,24,64,45,35,11,48,49,0,313
