POW_SA2_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
201011001,28,9,9,5,3,4,0,0,0,29,10,12,3,3,3,5,0,0,37,5,17,14,4,5,4,0,0,54,4,12,7,7,7,3,4,0,45,0,5,4,13,5,12,3,0,36,0,0,0,0,4,3,0,0,14,0,0,0,6,3,0,4,0,12,0,0,5,0,7,0,0,0,12,0,0,3,12,0,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,5,125,70,69,53,50,45,11,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,5,0,3,5,7,0,18,0,3,4,4,3,4,3,0,26,0,4,13,11,14,11,0,0,48,0,4,10,8,16,9,0,0,44,0
201011002,160,16,54,36,12,17,27,5,0,173,26,60,60,50,33,37,15,0,274,13,64,62,39,50,33,12,4,277,8,50,76,46,39,47,10,5,280,0,16,57,37,41,34,11,0,199,0,3,32,22,19,17,0,0,103,0,5,16,17,15,9,0,0,61,0,0,9,5,7,6,4,0,26,0,6,11,14,13,13,0,0,55,0,0,3,5,6,5,3,0,19,0,0,11,11,6,6,3,0,40,0,6,0,0,3,3,0,0,14,458,359,419,270,274,266,77,7,2144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,5,3,3,0,0,0,0,0,16,0,6,5,6,7,8,12,0,46,0,3,15,3,0,9,4,5,33,0,10,17,6,23,21,8,0,72,0,4,10,12,18,11,0,0,52,0
201011005,6,0,0,0,0,5,0,0,0,10,0,0,0,4,5,4,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,4,6,11,8,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
201011006,44,5,17,3,4,4,3,0,0,40,9,29,6,9,4,9,3,0,72,3,20,19,12,8,10,3,0,67,3,24,28,3,19,3,0,0,91,0,13,17,16,17,9,0,0,80,0,6,6,3,5,7,0,0,31,0,0,9,6,10,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,3,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,186,114,108,64,78,53,14,5,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,3,0,0,11,0,0,4,4,0,9,9,0,22,0,4,0,0,8,8,3,0,30,0,3,7,5,16,10,4,0,50,0,9,12,24,29,24,7,0,121,0,8,30,17,31,38,6,0,135,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,11,0
201011008,85,7,34,22,12,4,11,0,0,94,12,38,30,12,15,16,8,0,131,3,33,25,18,8,12,0,0,107,8,15,29,16,20,18,0,0,114,0,9,21,20,20,9,3,0,85,0,4,12,20,16,13,0,0,54,0,3,4,9,3,11,0,0,33,0,0,5,12,4,9,0,0,26,0,0,5,7,12,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,4,6,0,0,7,230,185,178,137,117,116,23,6,984,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,4,4,0,0,0,3,0,12,3,3,3,0,0,8,8,0,25,0,12,3,4,5,11,3,0,38,3,9,10,16,14,11,11,0,70,7,16,44,31,35,45,18,0,195,0,19,50,53,72,72,17,0,290,0
201011481,22,4,8,0,0,0,0,0,0,18,0,15,3,0,3,0,0,0,25,0,8,11,0,5,7,5,0,36,3,0,6,7,5,4,0,0,26,0,3,11,6,3,4,0,0,16,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,45,40,22,32,23,8,0,235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,0,0,0,9,0,0,0,0,14,0,0,7,4,0,8,0,0,25,0,0,0,0,3,3,0,0,18,0
201011482,10,3,7,0,0,0,3,0,0,8,5,7,4,8,3,3,0,0,19,0,3,4,3,7,7,0,0,28,0,0,5,0,0,0,0,0,8,0,0,0,5,5,4,0,0,7,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,6,0,0,3,0,0,13,0,0,0,4,7,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,14,29,27,26,6,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,10,0,0,0,5,0,3,0,0,10,0,0,13,4,6,9,0,0,31,0,0,10,9,9,7,0,0,35,0
201011483,18,3,5,0,3,4,4,0,0,20,0,7,4,3,7,3,0,0,20,0,6,12,5,4,8,3,0,37,0,3,3,4,4,3,0,0,27,0,0,0,6,6,4,0,0,13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,28,26,21,28,28,8,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,5,0,0,5,0,4,11,0,0,24,0,3,6,10,3,5,0,0,24,0,6,7,6,0,3,0,0,24,0
201011484,49,8,10,16,4,4,4,0,0,45,10,21,19,9,18,9,4,0,88,3,14,15,6,10,12,0,0,63,6,15,16,6,12,19,11,0,71,3,0,13,8,3,10,0,0,42,0,0,3,6,4,7,0,0,11,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,211,88,92,38,55,62,19,0,562,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,8,0,3,5,7,0,17,0,0,3,4,5,8,0,0,20,0,3,6,0,7,6,6,0,31,0,0,3,4,7,10,3,0,30,0
