POW_SA2_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,17,0,0,0,0,17,22,0,0,0,0,22,23,0,0,0,0,23,43,0,0,0,0,48,18,0,0,0,0,18,31,0,0,0,0,32,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,182,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,18,0,0,0,0,18,18,0,0,0,0,18,24,0,0,0,0,24,22,0,0,0,0,22,21,0,0,0,0,21,5,0,0,0,0,5,26,0,0,0,0,26,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,165,0
206041508,28,6,5,3,0,44,84,3,3,0,0,87,137,0,9,0,0,150,180,0,4,4,0,193,252,3,3,5,4,268,413,10,15,3,0,443,594,9,8,6,5,616,973,19,20,0,5,1020,1547,22,6,4,3,1582,1535,22,8,0,4,1567,1678,22,15,0,0,1718,1220,14,9,4,0,1252,3119,58,18,3,4,3205,1070,25,4,0,6,1101,2662,136,93,0,7,2893,95,4,10,0,8,117,15588,356,235,38,48,16263,45,0,0,4,0,56,108,0,0,4,0,109,207,5,6,0,5,218,267,3,7,0,4,284,345,3,11,0,6,360,575,4,9,0,3,590,697,4,9,8,5,718,993,7,6,0,6,1019,1608,16,9,0,4,1635,1480,12,11,0,7,1503,1505,14,5,4,0,1523,980,3,8,0,0,997,1966,12,13,0,3,1990,512,3,5,0,0,517,940,25,38,3,3,1012,87,0,0,4,3,95,12306,114
206041509,14,0,0,5,0,28,38,0,5,0,0,50,73,4,5,0,0,80,77,5,5,0,0,90,102,3,12,3,0,121,160,4,21,3,0,182,231,12,16,0,0,255,388,13,18,0,0,420,581,21,22,3,0,625,658,24,23,0,3,708,655,21,13,0,0,693,729,13,7,0,0,754,1595,46,26,3,0,1672,399,13,6,0,0,420,681,83,16,3,0,787,44,9,0,0,0,54,6431,265,193,36,15,6942,24,0,0,5,0,32,60,0,4,0,0,71,102,0,9,0,0,118,96,5,8,4,0,110,139,0,9,0,0,145,247,3,13,3,0,274,303,6,14,4,0,331,459,8,13,0,0,487,701,9,27,6,0,732,736,5,16,0,0,752,680,4,3,0,3,690,534,9,8,0,0,548,737,15,9,0,0,760,137,7,6,0,0,157,208,16,8,0,0,236,31,0,3,0,0,40,5200,84
206041510,11,4,0,0,0,18,15,4,0,0,0,27,25,0,7,0,0,31,36,3,6,0,0,48,29,8,8,0,0,42,82,14,7,6,0,102,127,7,13,6,0,151,199,15,15,0,3,234,290,32,14,5,0,336,313,11,5,0,0,333,368,20,12,0,0,392,305,36,7,0,0,346,623,43,12,0,3,678,117,20,11,0,0,153,184,65,23,0,0,270,12,0,4,0,0,20,2728,273,141,20,10,3178,9,3,0,5,0,13,12,0,3,8,0,22,26,0,7,4,0,33,52,6,4,4,0,59,63,0,9,4,0,67,100,7,8,8,0,119,146,6,14,0,0,167,219,6,17,0,0,247,300,13,9,0,0,318,322,0,8,0,0,335,305,3,4,0,0,310,219,7,8,0,0,233,292,6,8,0,0,309,37,0,0,0,0,47,48,12,3,0,0,70,17,0,0,0,0,17,2161,81
206051128,20,4,3,6,3,43,74,4,6,0,0,89,83,7,4,0,3,99,101,5,4,5,0,119,128,3,15,8,0,150,190,19,20,4,3,229,231,29,16,8,0,284,378,39,32,3,4,450,697,51,34,14,0,792,696,67,42,0,6,806,774,80,33,4,6,890,621,75,26,5,3,729,1443,181,42,0,3,1669,455,73,26,3,0,553,1135,304,68,16,4,1525,54,14,5,0,5,69,7061,953,369,90,40,8507,18,3,0,20,0,42,108,4,13,0,0,122,152,5,15,7,0,178,183,6,14,4,0,215,175,11,18,0,0,209,340,13,18,3,3,371,408,22,24,4,0,460,689,26,30,3,8,754,988,39,38,0,6,1073,940,35,28,3,0,1008,781,34,22,0,3,837,528,27,27,0,4,582,900,78,43,0,0,1017,208,32,12,4,0,246,326,55,24,6,4,407,31,3,3,3,10,47,6761,382
206051129,0,0,0,0,0,7,24,0,3,0,0,30,30,0,3,0,0,31,16,3,4,5,0,31,29,3,11,0,0,39,40,7,13,0,0,64,58,10,13,5,0,90,91,21,25,0,0,136,87,17,36,0,0,139,64,25,18,4,0,115,55,30,24,3,0,111,46,34,16,0,0,89,70,48,26,0,0,147,20,20,8,0,0,48,25,55,8,3,0,98,10,6,0,0,0,7,673,271,214,23,4,1192,8,0,3,7,0,16,49,0,11,5,0,63,57,4,8,0,0,70,40,0,6,0,0,55,69,3,14,3,0,87,100,6,18,0,0,124,106,15,23,7,0,146,126,15,43,4,0,191,118,3,33,0,0,156,97,13,20,0,0,140,95,24,29,0,0,142,50,17,18,0,0,79,97,28,22,0,0,150,23,16,9,0,0,50,23,30,5,0,0,65,6,0,0,0,0,11,1042,176
206051130,9,3,5,4,0,11,30,3,3,0,0,38,38,0,7,0,0,50,44,0,5,0,0,49,49,8,8,6,0,69,81,16,13,5,0,111,99,20,16,3,0,147,158,31,7,0,0,194,187,39,16,6,0,245,166,23,23,4,0,216,163,37,23,3,0,222,111,41,14,5,0,164,212,63,29,0,0,306,67,28,5,0,0,103,116,93,21,5,3,229,12,0,6,0,3,23,1531,405,188,35,15,2177,6,0,3,5,0,14,70,0,4,0,0,75,72,0,9,0,0,81,83,4,16,0,0,105,98,7,8,0,0,112,137,10,19,3,0,172,170,18,13,5,0,199,222,17,20,0,4,267,238,33,20,3,0,295,188,12,21,3,0,219,146,25,19,0,0,188,96,18,14,3,0,132,133,40,24,0,0,196,32,12,5,0,0,50,50,23,22,0,0,100,11,0,0,0,0,10,1741,224
206051134,10,3,3,6,0,13,32,0,4,0,0,42,43,4,0,0,0,45,55,5,10,0,0,65,57,3,10,0,0,77,92,10,25,3,8,128,114,9,19,3,0,140,149,14,26,4,3,186,169,28,27,9,0,232,108,38,32,0,0,180,103,24,13,0,0,144,76,24,12,0,0,121,137,55,21,0,0,217,30,23,5,0,0,59,56,54,19,0,0,131,11,3,3,0,0,25,1235,303,236,22,14,1811,0,0,4,0,0,8,54,3,3,3,0,59,58,8,20,0,0,88,74,5,16,4,0,91,90,0,24,0,0,118,117,7,23,0,0,154,127,14,32,0,0,175,170,15,24,4,0,205,160,19,20,0,0,199,145,14,22,0,0,181,92,13,12,3,0,122,64,9,9,0,0,82,97,17,7,0,0,126,9,4,8,0,0,23,24,13,9,3,0,48,7,0,0,0,0,15,1295,134
206051511,39,13,4,10,4,69,81,0,0,0,0,87,140,10,20,0,0,171,159,12,27,3,0,198,269,8,42,5,5,325,445,30,65,3,10,555,707,57,90,4,14,869,1401,106,87,8,15,1615,2271,113,107,8,10,2509,2085,103,64,3,11,2263,2252,100,39,11,3,2400,1913,68,42,3,6,2034,4414,166,49,9,8,4636,1111,67,15,0,0,1196,1569,282,27,7,4,1887,141,21,13,0,24,195,18995,1159,688,64,111,21017,25,4,0,10,0,42,55,0,7,0,0,67,109,7,15,6,3,137,134,3,7,7,5,154,190,4,11,6,6,214,382,11,9,5,4,406,467,19,14,0,0,505,965,16,11,5,5,997,1477,25,16,5,8,1536,1266,17,13,3,0,1295,1042,19,13,0,0,1074,726,18,4,4,3,745,1210,34,9,6,0,1260,237,17,0,0,0,254,263,60,6,0,0,332,58,0,0,0,11,69,8604,254
206051512,23,3,6,3,0,41,66,0,0,0,0,76,84,4,8,0,0,98,116,9,19,8,0,147,167,12,14,0,6,211,289,20,31,3,3,348,350,35,26,3,3,427,641,43,30,11,3,726,1040,55,39,8,0,1143,1100,74,46,0,3,1222,1029,83,44,0,0,1157,807,89,33,3,7,935,2109,178,51,3,3,2347,639,111,22,7,0,775,1136,391,62,8,4,1605,70,12,3,0,13,93,9677,1132,440,67,46,11362,28,0,0,13,0,47,84,6,10,0,0,104,172,9,6,5,0,191,232,7,11,7,0,268,303,13,22,3,4,341,481,20,28,7,0,535,583,17,28,4,4,634,946,25,32,9,3,1020,1433,36,28,7,3,1502,1200,25,26,3,0,1258,990,31,13,0,0,1044,678,44,20,0,0,745,1231,58,40,0,0,1339,246,40,19,0,0,307,368,81,16,7,0,470,68,5,0,4,0,83,9049,411
206051513,9,3,3,0,0,18,19,0,0,0,0,25,28,5,9,0,0,41,45,4,4,6,0,54,35,10,16,0,0,57,64,13,16,0,0,102,109,9,22,3,0,141,207,18,29,3,0,253,255,34,38,0,4,326,241,24,25,0,0,298,250,30,18,0,0,303,178,46,13,0,0,233,393,76,29,0,0,495,74,14,5,0,0,91,133,109,16,0,0,265,17,0,0,0,0,18,2049,391,241,23,17,2709,15,0,0,6,0,17,23,0,6,4,0,35,44,3,5,3,0,48,70,0,13,3,3,87,99,4,14,0,0,120,131,3,12,0,0,165,200,5,20,0,0,227,278,14,31,3,0,327,393,9,29,0,0,436,311,12,24,0,0,347,298,14,14,0,0,321,170,9,8,0,0,190,316,28,14,0,0,363,50,9,3,0,0,64,60,25,9,4,0,94,15,0,0,0,0,23,2463,146
206051514,6,0,5,7,0,16,52,0,7,0,0,56,77,3,12,0,0,90,85,5,4,4,0,99,92,8,18,7,0,120,190,5,21,4,0,219,209,19,19,3,0,248,307,30,27,0,0,366,421,41,36,0,5,517,358,34,31,0,0,416,291,40,34,5,0,367,270,26,25,7,0,325,672,72,20,0,5,769,198,34,13,0,0,248,514,104,26,0,0,640,32,3,0,0,0,36,3772,421,296,33,11,4526,18,0,0,9,0,26,77,4,0,3,0,91,98,8,8,0,0,117,117,15,18,4,0,156,160,7,12,0,0,181,283,6,22,4,0,311,348,10,23,0,0,386,436,15,29,4,0,480,605,15,24,4,0,654,523,22,14,5,0,570,427,12,15,0,0,458,284,18,8,0,0,313,547,16,14,3,0,593,112,11,8,0,0,140,206,30,19,0,0,257,23,3,0,0,0,32,4285,188
206061135,11,3,6,5,0,25,25,0,0,0,0,34,41,0,3,5,0,52,67,6,6,4,0,82,63,3,11,6,0,77,91,14,14,0,4,121,137,17,21,4,0,177,165,17,23,8,0,209,238,25,22,4,0,287,186,28,20,5,4,234,199,31,27,4,0,268,170,24,11,0,0,215,321,51,28,5,5,409,81,25,10,0,0,127,135,109,36,3,0,286,25,7,5,3,0,42,1955,362,241,50,12,2631,13,4,5,12,0,27,86,0,5,3,0,89,149,0,12,0,0,162,193,4,14,0,0,207,201,4,11,3,0,224,299,10,15,6,0,329,320,15,16,0,0,349,391,23,32,6,0,454,473,22,16,0,0,513,325,20,28,0,0,378,270,21,14,6,0,310,183,15,16,3,0,220,266,35,28,3,0,341,49,17,12,0,0,83,85,51,15,3,0,159,28,4,0,0,0,34,3329,243
206061136,12,7,0,6,0,33,91,5,3,0,0,102,81,0,7,3,0,92,112,8,14,7,0,134,147,7,15,0,4,177,264,13,20,12,0,311,334,36,31,0,0,397,427,40,46,9,3,522,531,52,65,4,0,648,414,69,52,3,0,537,413,84,33,3,0,534,282,47,28,6,0,361,516,132,39,4,4,694,95,57,10,0,3,162,203,192,69,4,3,470,37,11,0,0,5,45,3949,762,433,67,24,5230,27,0,0,9,0,41,138,0,9,0,0,149,159,6,10,3,0,182,234,3,15,3,0,256,256,8,26,4,0,295,445,16,25,6,0,490,495,18,37,6,0,556,641,32,38,6,8,719,721,31,39,4,4,802,629,32,39,0,0,704,462,37,36,3,0,536,284,30,23,0,0,339,375,66,39,7,0,487,66,32,12,3,0,109,89,71,30,0,0,187,40,9,5,0,4,52,5056,396
206061138,4,8,0,9,0,20,36,6,0,0,0,43,34,0,0,0,0,36,49,0,3,0,0,54,47,4,11,4,0,65,61,13,16,4,6,97,107,22,18,4,0,151,117,27,20,9,0,177,173,32,34,9,0,247,143,40,31,3,0,220,129,31,25,7,3,196,116,32,23,5,3,175,236,73,26,5,0,349,46,28,9,0,0,86,88,142,41,13,4,281,11,0,4,6,0,25,1405,449,271,63,17,2209,7,0,3,5,0,16,53,0,5,8,0,69,76,5,10,4,0,99,85,3,16,6,0,107,96,4,10,0,0,114,165,12,14,3,0,190,163,13,15,3,0,190,225,22,17,0,4,273,257,24,17,3,0,301,210,9,12,8,0,247,200,24,12,7,0,240,117,23,8,0,0,150,220,37,24,4,0,283,32,9,8,9,0,57,52,62,28,13,4,157,16,4,0,4,0,23,1984,254
206061515,6,6,3,8,0,18,25,4,4,0,0,34,34,0,0,3,0,41,54,4,6,0,0,67,66,6,4,0,0,80,110,8,7,3,0,131,155,16,9,3,0,175,230,11,26,4,0,270,323,26,24,6,0,381,282,15,12,0,0,310,286,29,27,3,0,347,205,24,16,0,0,242,464,64,23,7,0,564,123,46,8,0,0,175,312,175,43,8,3,536,19,9,0,0,5,33,2683,443,214,48,14,3411,9,5,0,8,0,18,55,0,5,0,0,63,87,0,9,0,0,98,105,3,8,3,0,121,128,7,8,0,0,140,219,15,13,0,0,251,233,7,16,0,3,263,329,12,16,5,3,357,456,7,34,0,5,500,381,15,19,4,5,418,308,18,12,0,0,336,162,9,14,3,0,194,322,19,13,0,0,348,92,17,4,0,0,107,92,34,11,5,0,144,18,0,0,0,5,22,2997,163
206061516,7,3,4,5,0,17,59,0,0,0,0,59,80,3,5,0,0,85,74,3,3,3,0,82,97,6,4,4,0,113,158,19,11,5,0,190,180,25,14,10,0,226,213,29,26,3,4,279,305,40,39,0,4,385,227,26,22,3,0,273,225,39,24,3,0,290,140,37,18,0,0,202,307,67,40,0,0,422,92,41,15,0,0,146,168,123,27,5,0,326,24,5,3,3,0,32,2352,469,244,46,20,3130,15,5,3,8,0,29,84,0,3,0,0,87,112,5,0,3,0,125,140,6,10,4,0,149,177,0,10,0,0,194,221,12,15,5,3,250,259,16,20,0,0,300,350,19,18,6,0,386,405,24,21,0,0,458,341,14,19,0,0,378,256,16,21,0,0,288,160,15,14,0,3,193,202,31,17,0,0,254,48,14,11,0,0,74,58,33,15,6,0,115,14,0,0,3,0,19,2844,206
206071139,6,3,5,6,0,20,45,0,6,3,0,60,64,3,5,4,0,77,75,7,7,4,0,90,119,7,7,0,0,135,215,6,17,3,0,244,291,16,23,0,0,333,441,19,29,8,0,499,576,30,37,0,0,637,544,36,20,4,3,608,540,37,30,0,0,617,435,46,16,3,0,498,1032,69,34,3,6,1141,222,31,8,0,0,268,413,109,8,0,0,525,33,10,0,0,6,46,5059,430,250,37,17,5795,6,0,4,4,0,10,63,0,3,6,0,72,78,0,5,0,0,86,121,0,9,5,5,132,145,0,12,4,0,162,250,7,22,5,0,281,375,3,16,3,0,403,550,8,22,0,4,584,624,12,29,0,0,667,587,10,18,5,0,620,483,21,14,0,0,518,356,17,7,0,0,378,557,29,13,3,0,595,113,8,3,0,0,122,150,39,10,0,0,194,30,0,0,3,4,37,4469,168
206071140,0,0,0,3,0,4,21,0,4,0,0,27,20,3,0,0,0,25,21,3,6,0,0,29,28,4,7,0,0,46,37,0,16,4,0,54,60,6,12,0,0,83,71,10,14,4,0,97,91,15,29,0,4,134,82,12,14,0,0,115,93,16,20,0,0,125,65,16,16,0,0,95,85,32,15,0,0,130,27,13,5,0,0,45,53,37,22,0,0,114,7,0,0,0,0,9,752,170,183,14,10,1132,0,0,3,0,0,9,20,0,0,0,0,16,34,3,8,0,0,46,51,0,8,0,0,61,58,3,10,9,0,84,81,3,10,0,0,95,80,6,16,0,0,103,114,3,14,0,0,139,123,15,29,5,0,163,100,9,18,0,0,132,92,3,14,0,0,109,36,8,16,0,0,59,60,19,24,0,0,98,11,6,9,0,0,26,12,5,18,0,0,36,3,0,0,0,0,11,873,91
206071141,17,6,4,11,0,35,64,0,6,0,0,71,83,10,10,0,0,109,108,6,10,0,4,125,144,4,18,8,5,172,245,21,28,0,0,291,371,27,26,4,5,434,516,29,33,0,5,588,732,63,57,4,5,859,677,47,35,7,0,765,676,76,35,0,0,792,527,69,28,3,0,626,1104,151,43,8,6,1314,242,66,7,5,0,322,411,164,36,0,0,612,43,6,0,0,5,55,5954,746,369,60,36,7169,15,0,0,3,0,21,85,0,8,3,0,101,133,0,12,0,3,152,165,0,11,6,0,177,210,15,15,4,0,238,421,14,27,0,5,467,472,18,15,3,0,504,662,25,33,0,0,716,913,31,45,8,3,994,857,22,27,0,5,899,662,42,12,0,0,724,447,24,11,0,0,483,662,61,26,7,0,757,130,17,9,0,0,149,127,46,18,0,0,194,37,3,5,0,10,42,5988,308
206071142,20,8,0,10,0,33,58,4,3,0,0,66,88,4,8,5,0,104,97,4,17,0,0,122,149,0,26,0,0,175,255,30,15,9,4,302,365,29,31,5,3,432,495,39,40,4,3,582,657,52,54,5,4,774,566,49,39,0,5,658,529,63,40,3,0,633,397,59,16,0,0,480,778,112,51,0,0,950,190,46,10,4,0,245,347,134,56,3,0,538,44,3,3,0,4,55,5028,636,387,45,34,6130,14,0,5,12,0,30,94,0,0,4,0,107,173,3,9,7,5,196,221,4,12,3,5,246,297,12,21,4,0,336,517,12,34,6,4,571,758,18,33,3,3,816,941,23,37,5,3,1009,1321,37,51,3,4,1416,1149,26,20,0,3,1196,1043,25,35,4,3,1114,747,16,20,0,4,786,1055,43,27,0,0,1132,155,15,10,0,0,176,241,39,26,0,0,309,73,0,7,0,4,80,8803,275
206071143,12,0,0,7,0,18,47,4,3,0,0,52,33,4,13,0,0,47,40,4,13,0,0,50,66,4,9,0,0,88,77,12,14,0,0,97,125,22,25,0,0,169,161,20,26,3,5,207,209,26,26,3,0,266,200,10,20,3,4,237,150,39,36,0,0,229,78,25,6,0,0,117,128,50,38,4,0,222,31,15,11,0,0,56,63,47,27,0,0,136,19,3,3,0,0,30,1439,283,266,26,14,2022,9,0,3,3,0,13,100,0,8,0,0,111,81,5,11,0,0,96,78,0,12,4,0,100,100,3,19,0,0,125,168,3,24,0,0,200,189,5,16,0,0,213,199,8,39,3,0,249,198,14,33,0,3,255,160,13,30,0,0,202,139,11,25,0,3,175,84,5,26,0,0,116,84,24,33,0,0,154,13,16,10,0,0,43,14,11,18,0,0,43,10,3,0,0,4,10,1625,141
206071145,0,0,0,5,0,5,33,0,0,0,0,38,31,0,0,0,0,33,35,0,3,0,0,48,36,0,11,0,0,46,84,3,17,0,0,102,117,12,14,0,0,151,166,8,27,0,0,201,245,11,33,0,0,289,176,17,21,0,0,226,165,23,9,0,0,206,103,13,17,0,0,134,248,35,21,0,0,304,51,8,8,0,0,63,78,38,19,0,0,135,19,4,0,0,0,23,1590,186,197,13,9,1993,6,0,0,0,0,3,49,0,4,3,0,53,50,4,9,0,0,61,63,4,6,0,0,70,66,0,8,0,0,81,145,7,20,0,0,173,174,9,16,0,3,204,204,10,13,0,0,222,253,11,19,3,0,285,229,7,17,0,0,253,206,13,23,0,0,242,139,5,9,0,0,155,209,14,25,0,0,248,22,7,3,0,0,31,44,13,10,0,0,68,16,4,0,3,0,20,1877,93
206071517,26,11,9,16,0,47,87,4,7,4,0,107,126,10,6,5,0,145,151,5,10,4,0,167,170,14,7,3,0,197,299,12,27,0,3,345,390,26,33,4,0,456,646,44,49,4,5,748,1241,68,68,3,0,1387,1349,87,40,4,4,1490,1300,109,54,0,4,1474,1100,105,36,0,0,1243,3330,224,54,7,4,3621,937,120,15,0,3,1071,1730,423,67,8,4,2226,83,19,3,0,13,123,12957,1286,484,63,56,14848,32,6,6,18,0,59,135,5,14,0,0,155,243,4,17,4,3,274,258,7,14,3,3,292,306,6,15,6,3,335,518,17,31,6,0,572,631,17,39,7,4,706,1000,26,42,4,6,1081,1863,37,41,10,0,1955,1751,45,29,3,0,1831,1549,41,17,4,9,1626,1061,33,24,0,4,1123,2111,71,38,5,0,2220,523,31,13,0,3,566,716,102,34,5,3,854,95,3,6,0,9,108,12777,457
206071518,18,3,5,8,0,35,111,0,3,0,0,117,116,6,8,3,0,126,125,4,9,9,0,149,157,4,10,0,0,180,278,12,20,0,0,318,350,20,23,6,4,396,591,34,26,3,0,653,709,36,31,6,3,780,601,34,28,0,0,664,624,58,20,3,4,711,507,48,11,3,0,575,1145,87,43,0,4,1276,255,38,15,0,0,306,428,188,128,0,4,745,63,3,8,0,8,83,6070,581,377,47,33,7112,35,0,0,13,0,43,175,4,6,3,0,195,193,0,6,3,0,206,226,3,8,5,3,248,264,6,14,0,0,288,449,10,17,0,0,484,598,7,30,3,0,636,899,20,19,4,3,947,1168,25,19,6,6,1221,1088,13,9,3,0,1118,905,20,22,0,0,941,646,22,18,0,0,686,834,35,25,0,0,898,160,9,11,0,0,187,188,54,43,3,0,290,53,4,0,3,3,67,7892,232
207011146,0,0,0,0,0,6,52,0,0,0,0,51,45,0,8,0,0,58,43,6,0,3,0,53,29,3,9,4,0,45,60,12,5,0,0,75,47,11,4,0,0,67,65,15,13,0,0,105,51,18,6,0,0,85,48,16,15,4,0,82,28,21,6,0,0,51,28,18,3,0,0,50,60,22,15,0,0,99,15,13,5,0,0,35,27,40,11,3,0,81,5,0,3,0,0,9,609,205,114,21,0,951,4,0,0,3,0,5,82,0,0,0,0,88,82,0,5,0,0,88,68,3,4,4,0,84,93,6,3,0,0,108,130,9,11,4,0,154,141,10,10,0,0,167,135,11,9,0,0,155,126,8,18,0,4,156,108,8,14,0,0,130,88,8,6,0,0,100,38,14,6,0,0,57,61,15,11,0,0,89,3,12,0,0,0,17,18,10,7,0,0,33,5,0,4,0,0,14,1182,108
207011147,9,4,0,11,0,21,122,3,0,0,0,131,101,0,7,0,0,114,66,8,14,4,0,92,51,9,13,0,0,77,86,18,22,5,0,127,102,23,21,6,0,158,136,31,23,10,0,192,170,55,25,5,3,257,126,30,27,5,0,184,105,45,18,4,0,182,92,41,16,6,0,148,186,59,27,0,0,267,39,33,7,0,0,81,57,86,30,7,0,185,11,8,0,0,4,29,1464,445,245,66,16,2242,9,0,0,8,0,14,149,3,10,4,0,169,156,3,9,5,0,178,112,10,10,9,0,146,135,15,11,0,0,166,194,18,10,7,0,230,231,26,16,3,0,275,243,27,16,10,0,296,290,23,13,7,0,335,212,18,16,0,0,245,168,25,13,3,0,208,87,14,13,3,0,121,178,21,26,4,0,234,26,13,9,3,0,50,39,29,19,0,0,94,11,0,0,0,0,19,2243,249
207011148,11,8,5,9,0,28,55,0,7,5,0,64,45,7,10,5,0,67,40,9,6,3,0,70,32,10,11,0,0,55,53,12,20,0,0,89,81,39,19,7,0,138,87,27,27,7,0,151,110,37,33,8,0,190,95,46,31,3,0,178,78,41,20,0,0,138,53,37,15,5,0,106,110,62,15,7,0,192,27,25,8,3,0,72,52,56,19,3,0,136,13,11,3,3,5,21,943,420,260,64,8,1695,11,5,0,12,0,24,90,0,9,4,0,97,72,15,14,3,0,104,84,10,23,5,0,121,96,19,8,5,0,132,149,15,18,10,3,192,167,22,16,5,0,214,173,22,17,12,0,224,179,19,26,0,4,235,148,20,12,0,0,181,130,10,13,0,0,156,75,18,4,5,0,102,113,24,13,0,0,147,22,10,4,3,0,35,31,25,12,0,0,64,9,5,0,0,0,22,1549,243
