POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
204021064,4,421,0,425,0,44,0,46,0,78,0,80,0,7,0,7,0,45,0,45,0,6,0,6,0,12,0,12,0,38,0,33,0,18,0,18,0,0,0,0,0,3,0,3,0,4,0,4,0,27,0,27,0,7,0,7,0,11,0,11,0,21,0,25,0,22,0,25,0,34,0,34,0,19,0,19,0,32,0,31,11,850,8,867
204021065,0,145,0,145,0,6,0,6,12,583,4,594,0,7,0,7,4,95,0,95,0,6,0,6,3,83,0,87,0,131,0,131,0,16,0,19,0,0,0,0,0,6,0,6,0,0,0,0,0,45,0,49,0,30,0,30,0,38,0,39,3,107,0,116,0,112,0,112,0,5,0,5,0,53,0,55,0,56,0,58,21,1520,6,1544
204021066,0,93,0,94,0,4,0,4,7,601,4,610,0,47,0,47,16,672,3,689,5,214,0,217,14,1241,10,1267,10,709,4,721,6,387,4,395,0,78,0,78,0,141,0,141,0,102,0,102,0,349,0,352,3,378,3,388,14,751,8,776,13,1106,0,1121,45,2832,9,2893,3,110,0,116,5,473,0,481,16,378,5,401,164,10683,59,10898
204021067,12,839,4,849,0,29,0,29,8,527,4,538,0,4,0,4,5,201,5,207,0,31,0,31,0,88,0,89,3,266,0,272,0,59,0,59,0,10,0,10,0,17,0,17,0,3,0,3,0,76,0,76,0,64,0,68,0,34,0,34,0,135,0,135,0,48,0,48,0,31,0,31,0,50,0,50,0,120,0,125,26,2614,19,2658
204031068,0,96,0,103,0,3,0,9,5,187,0,188,0,9,0,9,5,84,0,90,0,23,0,23,0,186,3,185,0,221,0,224,0,33,0,37,0,0,0,0,0,22,0,22,0,15,0,15,0,96,0,96,0,38,0,43,0,234,0,233,0,151,0,149,0,342,0,344,0,37,0,37,0,27,0,27,0,52,0,55,16,1862,15,1888
204031069,0,227,0,227,0,7,0,7,5,144,0,142,0,91,0,91,0,257,0,257,0,32,0,29,4,393,4,395,9,1275,11,1290,4,353,5,361,0,7,0,7,0,50,0,50,0,104,6,105,0,170,0,170,3,162,0,170,7,180,0,187,6,387,0,396,6,297,6,303,0,200,0,200,0,89,0,93,3,169,4,170,35,4595,28,4658
204031070,0,110,7,110,0,4,0,4,0,67,0,67,0,0,0,0,0,34,0,34,0,12,0,12,5,103,0,111,0,42,0,42,0,79,0,78,0,4,0,4,0,9,0,9,0,3,0,3,0,19,0,19,0,12,0,10,0,17,0,17,0,48,0,50,0,23,0,23,0,10,0,10,0,23,0,23,0,30,0,28,13,628,9,646
204031071,4,278,4,280,0,0,0,0,0,314,6,315,0,11,0,11,0,100,0,100,0,58,0,58,6,177,0,183,5,155,4,159,0,82,0,84,0,8,0,8,0,25,0,25,0,20,0,20,0,94,0,96,0,16,0,16,0,73,0,73,0,150,0,155,4,323,0,330,0,24,0,24,5,69,0,71,0,74,0,74,19,2040,17,2069
204031072,9,641,3,657,0,9,0,9,8,127,3,139,0,19,0,19,3,104,0,110,4,24,0,28,0,125,0,128,7,110,0,115,0,54,0,54,0,5,0,5,0,14,0,17,0,6,0,6,0,61,0,60,0,34,0,35,0,149,0,151,0,190,0,193,3,348,0,355,0,15,0,15,5,75,0,79,5,68,0,71,41,2194,18,2251
204031073,0,61,0,59,0,12,0,12,16,796,0,809,0,17,0,17,8,426,0,433,7,150,0,155,14,594,0,609,3,188,0,201,0,368,0,366,0,47,0,49,0,8,0,8,0,17,0,22,0,127,0,127,6,127,0,129,3,132,0,136,19,1093,4,1115,24,558,0,580,4,80,0,79,3,130,0,134,10,182,5,193,116,5101,17,5226
204031075,0,288,0,290,0,0,0,0,0,208,0,208,0,5,0,5,4,118,0,128,0,21,0,21,0,83,0,83,4,75,0,83,0,38,0,38,0,3,0,5,0,12,0,12,0,5,0,5,0,67,0,64,0,13,0,13,0,55,6,57,0,115,0,113,0,126,0,126,0,12,0,12,0,25,0,25,0,51,0,54,14,1323,4,1347
204031491,0,85,0,88,0,3,0,3,0,188,0,191,0,13,0,13,9,514,5,518,0,25,0,28,3,187,0,194,7,244,0,253,3,173,0,184,0,13,0,18,0,12,0,11,0,16,0,16,0,65,0,65,7,88,0,92,57,1431,5,1499,8,370,0,377,3,284,0,287,0,22,0,21,0,76,0,76,3,122,5,127,110,3925,17,4052
204031492,0,69,0,71,0,10,0,10,22,1244,7,1270,5,87,0,92,34,1139,5,1174,4,319,0,319,36,1397,7,1440,28,607,0,636,10,657,3,673,0,39,0,41,4,197,0,200,3,161,0,157,4,414,3,418,7,311,3,322,16,923,3,945,13,668,0,682,37,2281,10,2327,0,69,0,69,21,577,5,595,19,406,3,437,274,11571,47,11885
205011076,7,429,9,447,0,0,0,0,16,294,0,309,0,29,0,29,9,558,0,565,0,86,0,86,5,337,4,337,5,327,0,328,0,122,0,122,0,13,0,13,0,53,0,53,0,67,0,67,0,159,4,158,0,117,0,123,11,242,0,247,3,590,0,595,6,594,0,599,0,54,0,54,0,207,0,207,6,181,6,191,56,4457,22,4537
205011077,0,461,0,462,0,22,0,22,9,251,0,256,0,10,0,10,0,134,0,138,0,29,0,28,0,56,0,56,0,204,0,209,0,33,0,33,0,7,0,7,0,19,0,19,0,29,0,29,0,57,0,57,0,44,0,47,0,74,0,78,0,167,0,171,0,93,0,93,0,43,0,43,0,46,0,47,0,79,0,77,21,1850,13,1882
205011078,3,513,4,521,0,15,0,15,3,129,0,129,0,10,0,10,0,255,0,260,0,66,0,66,0,161,0,168,0,177,0,173,0,59,0,59,0,6,0,6,0,16,0,14,0,17,0,17,0,59,0,59,0,47,0,48,0,35,0,34,0,255,0,255,0,223,0,226,0,53,0,53,0,92,0,92,0,79,0,86,22,2267,9,2294
205011079,5,719,3,723,0,15,0,15,0,553,3,556,0,55,0,56,0,937,0,940,0,209,0,214,19,1309,4,1332,10,697,5,703,4,317,0,317,0,152,0,148,0,220,0,220,0,109,0,114,0,539,0,542,4,220,0,222,9,406,0,416,12,1146,0,1153,18,2224,6,2251,0,151,0,151,3,610,0,625,0,363,6,368,92,10934,31,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,105,0,107,0,21,0,21,16,923,8,947,0,151,0,152,26,745,0,769,0,303,0,310,30,1152,4,1187,21,545,6,569,3,310,0,322,0,59,0,61,0,106,0,107,0,102,0,102,3,345,0,347,4,215,0,219,24,614,3,645,29,896,6,927,48,1926,12,1990,7,74,0,82,11,422,3,439,26,383,7,412,255,9410,59,9720
205021082,8,750,6,769,0,19,0,15,4,127,0,133,0,8,0,8,0,155,0,152,0,21,0,21,6,74,0,77,3,110,0,121,0,80,0,80,0,8,0,8,0,6,0,6,0,6,0,6,4,43,0,45,0,35,0,35,0,70,0,70,3,144,0,150,0,130,0,127,0,33,0,33,0,51,0,52,0,104,4,109,35,1971,10,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,4,137,0,144,0,0,0,0,0,96,0,96,0,21,0,21,4,222,3,223,0,28,0,28,6,302,0,311,10,548,8,564,3,84,0,87,0,6,0,6,0,16,0,16,0,47,0,47,0,84,0,87,3,81,0,87,5,145,0,151,6,256,0,263,10,475,0,489,0,46,0,48,8,93,0,106,5,92,0,94,73,2766,16,2854
205021085,18,414,11,440,0,19,0,20,8,99,0,107,0,20,0,20,3,155,0,160,0,30,0,33,0,165,0,169,4,186,0,193,3,76,6,90,0,7,0,7,0,18,0,18,0,18,0,18,3,43,0,43,4,40,0,43,10,146,4,161,5,235,0,237,31,272,4,298,3,51,0,54,0,56,0,60,9,84,4,94,104,2123,25,2257
205021086,0,84,0,84,0,0,0,0,0,44,0,44,0,11,0,11,0,92,0,92,0,0,0,0,0,97,0,97,0,88,0,92,0,34,0,38,0,4,0,4,0,13,0,13,0,16,0,16,0,59,0,60,0,23,0,26,0,38,0,38,3,108,0,106,0,152,0,154,0,20,0,20,0,33,0,37,0,26,0,30,14,941,6,956
205031087,7,800,7,817,0,6,0,6,0,108,0,108,5,104,0,109,4,222,0,221,6,63,0,65,3,263,0,271,3,268,6,272,5,175,0,181,0,13,0,13,0,26,0,26,0,28,0,28,0,109,0,117,0,65,0,64,0,47,0,40,0,240,0,242,0,329,0,331,0,78,0,76,0,70,0,72,0,99,3,99,32,3107,21,3164
205031088,0,26,0,26,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,64,0,64
205031089,0,585,3,590,0,67,0,68,0,395,4,400,0,11,0,11,0,250,0,254,0,55,0,55,0,201,4,207,0,137,0,137,0,105,0,105,0,9,0,9,0,15,0,15,0,30,0,30,0,117,0,117,0,60,0,60,0,37,0,35,0,229,0,230,3,366,5,376,0,26,0,26,0,120,0,120,0,124,3,136,16,2933,18,2971
205031090,0,671,8,681,0,20,0,20,3,455,0,456,0,73,0,73,6,442,4,451,0,191,0,193,0,539,0,544,9,298,0,304,0,210,0,205,0,29,0,29,0,115,0,115,0,35,0,35,4,198,0,201,0,93,0,94,0,294,0,298,10,536,3,547,8,753,5,767,0,66,0,64,0,243,0,244,0,193,6,202,47,5466,23,5540
205031091,0,84,0,84,0,6,0,6,0,150,3,149,0,93,0,97,5,354,3,359,0,67,0,76,10,441,0,446,10,610,3,619,0,117,0,123,0,33,0,33,0,54,0,54,0,90,0,93,0,183,0,189,0,137,0,138,5,73,0,71,0,319,5,331,6,431,0,439,5,337,4,348,3,129,0,131,0,127,3,131,39,3841,35,3913
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0,0,0,46,0,47
205031093,5,490,0,494,0,27,0,27,4,329,0,336,0,149,0,155,10,902,4,918,0,141,0,141,16,1134,7,1156,17,739,0,760,0,124,0,122,0,42,0,42,0,138,0,141,0,133,0,133,7,366,6,370,0,209,0,210,5,477,6,484,5,620,4,625,13,1673,8,1700,0,161,0,161,8,358,0,372,4,314,4,319,90,8529,44,8663
205041094,5,265,6,276,4,137,0,143,5,92,0,95,6,1134,3,1144,6,394,0,398,0,19,0,19,3,163,0,170,4,70,0,67,0,57,0,58,0,9,0,9,0,6,0,6,0,40,0,43,0,87,0,87,0,113,0,120,3,101,3,103,4,540,0,546,0,109,0,114,0,22,0,22,0,64,0,64,5,144,0,152,47,3576,21,3644
205041095,0,35,0,35,6,144,0,152,0,225,0,224,4,369,3,377,3,523,3,523,0,73,0,72,0,522,0,533,3,393,5,403,0,119,0,116,0,18,0,20,0,174,0,176,0,85,0,85,4,192,0,192,5,111,0,112,8,307,4,315,13,667,0,679,13,931,5,952,0,64,0,64,4,211,0,215,3,217,0,223,66,5373,23,5467
205041096,4,134,0,142,0,51,0,54,9,1211,5,1224,4,353,5,361,6,651,4,656,0,179,0,185,6,836,5,846,12,493,0,510,4,531,10,539,7,282,0,287,0,90,7,95,0,132,0,132,4,289,0,297,4,268,0,272,37,1318,3,1359,11,473,0,482,59,1863,9,1929,0,117,0,114,4,388,0,394,12,446,8,466,181,10105,48,10334
205041098,0,64,0,64,0,28,0,30,0,24,0,24,0,9,0,10,0,85,0,85,0,0,0,0,0,31,0,32,0,25,0,25,0,23,0,23,0,4,0,4,0,0,0,0,0,0,0,0,0,13,0,17,0,17,0,17,0,28,0,28,0,86,0,86,0,15,0,17,0,0,0,0,0,33,0,33,0,19,0,19,4,501,0,504
205041493,0,94,0,93,0,19,0,23,0,209,0,210,0,174,0,174,9,770,3,779,0,238,0,236,33,1454,5,1487,19,875,3,906,5,259,0,262,0,59,0,59,3,206,0,208,5,123,0,128,0,328,0,332,0,161,0,158,11,854,0,871,3,313,0,310,3,875,0,886,6,70,0,67,3,421,7,425,3,286,4,300,104,7779,43,7925
205041494,0,23,0,24,0,20,0,20,0,272,0,272,0,267,0,268,0,311,3,314,0,30,0,30,0,275,0,277,0,189,0,192,0,65,0,66,3,97,0,96,0,32,0,32,0,7,0,7,0,157,0,157,0,78,0,78,0,274,0,275,0,634,4,640,22,2392,7,2416,0,76,0,76,0,150,0,154,6,157,4,165,37,5526,15,5576
205051099,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
205051100,0,284,0,280,3,314,0,317,0,45,0,48,0,46,0,46,0,276,4,277,0,10,0,10,0,32,0,32,0,48,0,51,4,60,0,61,0,3,0,0,0,6,0,6,0,13,0,13,0,72,0,72,0,48,0,53,16,824,0,846,0,68,0,68,0,48,0,51,0,12,0,12,0,25,0,23,0,88,3,87,36,2322,5,2363
205051101,3,811,3,820,0,11,0,11,0,372,0,380,3,97,0,98,6,413,7,420,0,84,0,84,6,348,3,359,3,236,0,242,5,201,0,201,0,4,0,4,0,27,0,27,0,31,0,31,0,132,0,136,0,45,0,45,8,138,0,143,3,368,0,371,0,393,4,404,0,26,0,31,3,175,0,184,4,161,4,166,44,4090,19,4149
205051102,3,524,0,530,0,13,0,13,0,80,0,84,0,16,0,16,0,77,0,77,0,13,0,13,0,78,0,78,0,35,0,35,3,36,0,36,0,0,0,0,0,0,0,0,0,3,0,3,0,22,0,22,0,14,0,14,13,371,5,386,3,85,0,87,0,82,0,83,0,14,0,14,0,34,0,37,0,57,3,59,19,1555,9,1580
205051103,0,51,0,51,0,117,0,119,4,273,0,274,0,85,0,91,10,628,5,637,0,120,0,120,17,1022,4,1044,12,563,4,578,0,162,0,164,0,54,0,56,0,101,0,106,0,112,0,116,3,306,0,302,0,150,0,150,10,571,5,584,15,867,4,883,30,1785,3,1821,0,85,0,90,5,327,0,333,5,270,4,284,113,7660,35,7804
205051104,11,479,4,495,0,7,0,7,0,121,0,123,0,9,0,9,6,95,0,95,0,40,0,40,0,146,0,149,6,103,0,109,3,36,0,40,0,0,0,0,0,15,0,15,0,11,0,11,0,55,0,55,0,37,0,37,0,61,0,62,0,153,0,153,0,250,0,253,0,13,0,14,0,56,0,56,0,74,8,78,23,1754,15,1793
206011106,0,16,0,16,0,0,0,0,0,174,0,179,0,36,0,40,0,195,0,195,0,67,0,67,5,324,0,328,0,480,4,483,0,35,0,35,0,97,0,97,0,53,0,53,0,47,0,47,3,400,0,401,0,149,0,149,0,47,0,53,6,328,0,333,10,278,0,287,0,127,0,129,0,165,0,165,0,180,5,191,27,3209,4,3244
206011107,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,116,3,124,0,10,0,10,4,142,0,147,0,156,0,160,0,47,0,47,0,54,0,59,0,28,0,28,0,34,0,33,0,166,0,167,0,52,0,51,0,29,0,29,0,289,0,292,5,393,3,396,0,65,0,65,0,124,0,121,0,84,0,84,10,1829,10,1853
206011109,0,0,0,0,0,4,0,4,0,24,0,24,0,0,0,0,0,159,0,159,0,7,0,7,0,86,0,86,0,108,0,108,0,19,0,19,0,14,0,14,0,45,0,45,0,18,0,18,0,167,0,168,0,25,0,21,0,24,0,24,0,244,0,244,0,286,3,291,0,31,0,31,0,42,0,42,0,49,0,52,0,1351,5,1362
206011495,0,7,0,7,0,0,0,0,6,230,0,231,0,16,0,16,3,303,0,307,0,64,0,65,11,536,0,548,3,488,0,488,0,267,0,267,0,72,0,77,0,41,0,41,0,107,0,107,0,396,0,396,0,87,0,87,7,393,0,400,0,248,0,249,6,738,0,742,3,123,0,125,0,168,0,170,3,233,0,236,36,4515,0,4559
206011496,0,22,0,22,0,0,0,0,0,673,0,669,0,27,0,27,7,412,0,424,0,309,0,312,4,1107,0,1112,9,1171,0,1187,0,163,0,163,0,145,0,150,0,60,0,62,0,96,0,97,6,672,0,673,3,185,0,190,5,296,0,302,4,682,0,691,3,1013,0,1020,5,278,0,283,0,371,5,379,0,440,6,442,58,8110,14,8186
206011497,0,3,0,3,0,0,0,0,0,159,0,159,0,5,0,5,4,335,3,339,0,103,0,103,3,812,4,812,4,413,0,421,0,111,0,111,0,74,0,76,0,132,0,132,0,96,0,96,0,461,0,463,0,144,0,143,7,778,0,787,13,766,0,778,7,1131,0,1139,0,110,0,110,0,240,0,240,0,247,0,249,36,6127,9,6176
206011498,0,0,0,0,0,0,0,0,0,45,0,45,0,6,0,6,0,169,0,169,0,25,0,25,0,67,0,67,0,135,0,138,0,38,0,38,0,24,0,26,0,49,0,49,0,6,0,6,0,159,0,161,0,27,0,28,0,62,0,62,0,323,0,322,4,981,3,988,0,40,0,45,0,60,0,60,0,91,0,91,9,2313,8,2329
206021110,0,29,0,29,0,4,0,4,0,466,0,467,0,45,0,45,0,690,0,696,0,274,0,279,5,749,3,754,3,385,0,389,0,83,0,83,0,33,0,33,0,54,0,54,0,35,0,35,4,294,0,295,0,72,0,72,0,108,0,110,0,198,0,197,0,550,0,551,0,57,0,57,0,183,0,188,0,340,8,339,23,4646,16,4686
206021112,0,0,0,0,0,4,0,4,0,331,0,337,0,17,0,17,0,420,0,423,0,130,0,128,0,413,5,420,4,511,3,511,0,92,0,92,0,91,0,91,0,62,0,62,0,48,0,48,8,419,0,427,7,171,0,171,9,154,0,158,9,956,0,961,15,907,0,925,4,151,0,150,3,332,0,337,6,270,0,277,59,5485,12,5560
206021499,0,5,0,8,0,3,0,3,0,75,0,75,0,12,0,12,4,255,3,261,0,20,0,20,6,403,5,407,0,385,0,392,0,42,0,42,0,106,0,115,4,71,0,72,0,70,0,70,4,419,0,417,3,164,0,166,6,175,0,182,4,475,0,474,13,570,5,583,0,153,0,156,3,150,0,149,0,179,0,178,45,3733,11,3783
206021500,0,0,0,0,0,3,0,3,4,75,0,73,0,10,0,10,3,222,0,227,0,30,0,30,0,487,0,489,0,384,0,390,0,42,0,42,0,63,0,63,0,48,0,48,0,98,0,98,3,334,0,338,0,57,0,57,4,77,0,80,9,427,0,437,4,442,0,443,0,183,0,177,8,181,0,186,0,115,0,114,36,3277,3,3321
206031113,0,0,0,0,0,0,0,0,0,60,0,61,0,4,0,4,0,185,0,183,0,19,0,19,3,365,0,369,5,247,0,253,0,100,0,108,0,39,0,39,0,143,0,143,5,65,0,69,0,302,0,304,0,108,0,110,3,81,0,86,0,305,0,305,0,306,0,306,0,141,0,142,0,163,0,163,0,94,5,99,16,2731,9,2755
206031115,0,14,0,14,0,0,0,0,0,146,0,146,0,4,0,4,3,155,0,156,0,28,0,28,0,207,0,205,0,370,3,375,0,233,0,233,0,18,0,22,0,47,0,50,0,53,0,53,0,252,0,252,0,69,0,73,0,184,0,185,0,281,0,281,0,516,0,516,0,149,0,152,0,80,0,76,0,118,0,120,10,2923,10,2945
206031116,0,5,0,5,0,0,0,0,0,107,0,105,0,10,0,10,5,329,0,338,0,35,0,35,7,1000,0,1010,0,872,0,876,0,80,0,80,0,94,0,94,0,248,0,248,0,80,0,80,0,636,0,632,4,366,0,374,6,1799,0,1803,0,440,0,441,6,1305,0,1314,0,107,0,107,0,353,4,360,0,264,0,271,37,8131,11,8177
206031501,0,10,0,10,0,10,0,10,0,80,0,80,0,15,0,15,0,384,0,388,0,33,0,33,0,364,0,364,4,434,0,436,0,41,0,41,0,39,0,39,0,142,0,142,0,59,0,59,0,366,0,372,0,108,0,108,0,140,0,140,0,641,0,644,6,577,0,586,0,63,0,63,0,143,0,151,0,139,0,140,15,3791,4,3814
206031502,0,8,0,8,0,0,0,0,0,78,0,78,0,18,0,18,0,270,0,268,0,27,0,27,0,325,0,329,0,396,0,393,0,73,0,73,0,34,0,34,0,132,0,132,0,185,0,186,4,504,0,506,0,83,0,83,0,53,0,54,4,756,0,759,0,589,3,594,5,108,0,111,0,229,0,229,0,130,0,132,10,3999,8,4019
206041117,0,18,0,18,0,26,0,25,0,238,0,238,0,16,0,17,3,458,0,466,0,119,0,119,10,614,0,615,14,1839,5,1859,0,117,0,117,3,298,0,303,0,420,0,427,0,212,5,218,13,2004,0,2020,3,363,0,369,15,1152,7,1169,40,4453,5,4494,22,2662,0,2691,12,629,0,641,14,1152,0,1169,8,520,6,540,152,17313,25,17493
206041118,0,65,0,65,0,332,0,333,0,1361,4,1363,14,3878,0,3899,9,1603,4,1614,3,1701,0,1708,16,2349,4,2367,7,1734,4,1740,15,3831,3,3850,24,4145,0,4165,99,32313,15,32431,5,662,0,664,34,14382,10,14431,0,1597,4,1603,74,9592,21,9684,3,917,0,925,5,696,0,704,10,1544,0,1552,6,407,0,416,13,1922,12,1947,340,85029,81,85451
206041119,0,22,0,22,0,3,0,3,0,295,0,298,0,26,0,26,3,601,0,605,0,42,0,42,3,130,0,131,10,1183,3,1195,0,71,0,73,4,284,0,289,0,524,0,530,0,199,0,198,0,1603,0,1609,0,350,0,357,68,5640,9,5716,11,1501,4,1512,24,4609,8,4648,36,1792,4,1829,4,888,0,894,15,497,7,521,190,20277,45,20511
206041120,0,12,0,12,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,123,0,123,0,73,0,80,0,4,0,4,0,25,0,25,0,0,0,0,0,0,0,0,0,52,0,52,0,44,0,49,0,22,0,22,0,24,0,28,0,103,0,104,3,717,4,725,0,9,0,9,0,29,0,29,9,1265,4,1275
206041121,0,29,0,29,0,0,0,0,0,383,0,388,0,51,0,48,4,508,0,515,0,124,0,129,0,416,0,412,3,362,0,359,3,368,0,368,0,68,0,68,0,50,0,50,0,71,0,71,4,859,0,863,0,200,5,203,0,199,0,203,0,241,0,241,4,378,0,376,0,70,0,70,0,166,0,166,0,270,0,272,25,4813,5,4843
206041124,0,9,0,9,0,5,0,5,3,1476,0,1480,0,0,0,0,0,225,0,225,0,123,0,123,0,80,0,80,8,802,0,806,0,38,0,38,0,23,0,23,0,158,0,159,0,18,0,18,9,2681,3,2693,0,325,0,324,13,520,4,540,73,7375,7,7454,74,16758,14,16850,11,564,0,575,0,316,0,317,3,656,8,667,195,32150,41,32388
206041125,0,26,0,26,0,11,0,11,0,54,0,54,0,172,0,172,9,700,0,702,0,519,0,519,5,1149,4,1155,0,935,0,939,0,133,0,133,0,143,0,143,4,1312,5,1318,0,164,0,164,3,2067,3,2074,6,1651,6,1655,0,254,0,256,5,1773,5,1779,27,7612,12,7651,0,122,0,125,0,253,0,252,7,549,0,555,58,19592,36,19692
206041127,0,13,0,13,0,3,0,3,0,108,0,108,0,69,0,66,0,326,0,332,0,314,0,319,0,130,0,130,0,16,0,16,12,2654,8,2676,0,0,0,0,0,3,0,3,0,0,0,0,0,94,0,94,3,99,0,101,0,88,0,88,0,3,0,3,0,54,0,54,0,15,0,15,0,71,0,71,0,204,3,216,20,4269,17,4304
206041503,0,56,0,56,0,158,0,156,0,1032,0,1034,15,1561,5,1580,27,2920,8,2959,0,907,3,916,23,5271,6,5303,22,7163,9,7190,20,4156,0,4173,30,7571,5,7602,28,16355,18,16400,12,2569,0,2586,40,18652,17,18714,8,2476,3,2489,221,21022,17,21262,21,3395,4,3422,16,3423,3,3443,11,841,0,846,7,1472,0,1478,16,2861,26,2911,524,103861,132,104517
206041504,0,3,0,3,0,13,0,13,0,164,0,170,0,46,0,46,14,1295,0,1318,0,97,0,97,7,1998,6,2004,5,2335,3,2340,0,224,0,224,8,1119,0,1126,6,3589,6,3594,0,623,0,629,12,5010,8,5037,8,893,0,896,24,2522,0,2550,29,4585,3,4615,7,664,6,671,5,176,0,184,9,717,0,721,4,876,9,885,124,26964,39,27130
206041505,0,192,0,193,0,210,0,213,0,961,0,961,9,2449,0,2454,19,4276,8,4302,0,634,0,635,8,1743,5,1755,19,3880,4,3896,13,3667,4,3677,4,2539,3,2546,54,19501,16,19565,8,2104,0,2115,109,39591,36,39745,26,6781,11,6819,102,9654,24,9772,17,3570,0,3593,22,3002,6,3026,8,1412,0,1415,12,1678,0,1692,25,3772,19,3811,440,111600,136,112180
206041506,5,40,0,44,0,10,0,10,5,272,0,273,5,188,0,195,8,1419,9,1438,0,285,0,287,0,545,0,544,7,814,0,824,4,389,0,398,0,144,0,144,0,171,0,169,0,231,0,235,14,1614,3,1628,9,662,0,665,4,406,0,414,5,856,0,858,6,1375,0,1379,14,344,0,359,5,1145,0,1151,8,577,0,585,93,11494,25,11608
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,0,10,0,81,0,85,0,13,0,13,0,6,0,6,9,202,0,208,0,3,0,3,0,4,0,10,12,340,0,349
206041508,0,59,0,59,0,129,0,129,0,1773,0,1777,4,1138,0,1142,0,913,4,914,5,503,5,514,6,1947,3,1954,7,2087,3,2099,0,677,0,682,3,1190,0,1200,17,2282,3,2298,3,728,0,733,16,6732,3,6757,4,1150,0,1155,7,647,0,657,0,198,0,198,6,458,0,464,53,4687,8,4742,0,634,0,636,7,774,4,787,139,28712,33,28884
