POW_SA2_CODE_2021,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000_3499_Mng,SS_NS_3000_3499_Pro,SS_NS_3000_3499_TecTW,SS_NS_3000_3499_CoPSW,SS_NS_3000_3499_ClAW,SS_NS_3000_3499_SWks,SS_NS_3000_3499_MaOpDv,SS_NS_3000_3499_Lab,SS_NS_3000_3499_IDNS,SS_NS_3000_3499_Tot,SS_NS_3500mo_Mng,SS_NS_3500mo_Pro,SS_NS_3500mo_TecTW,SS_NS_3500mo_CoPSW,SS_NS_3500mo_ClAW,SS_NS_3500mo_SWks,SS_NS_3500mo_MaOpDv,SS_NS_3500mo_Lab,SS_NS_3500mo_IDNS,SS_NS_3500mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot
201011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,8,0,5,0,29,4,63,0,55,0,157,0,0,0,13,0,35,0,12,0,75,0,0,0,4,0,11,0,3,0,29,0,0,8,3,6,5,0,6,0,35,0,0,20,3,0,8,0,4,0,36,0,0,12,8,0,3,0,3,0,33,0,0,8,8,0,5,0,0,0,28,0,0,3,0,0,0,0,0,0,12
201011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,3,0,18,4,13,5,132,14,247,3,124,0,546,3,13,3,72,14,120,0,53,6,287,6,0,3,58,25,50,0,17,4,169,4,9,10,67,16,41,3,10,3,163,4,12,17,59,35,37,0,21,0,185,0,10,23,45,16,23,0,8,0,136,4,8,11,40,18,5,0,12,0,94,3,12,7,19,7,5,0,0,0,54
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,26,0,9,0,40,0,0,0,0,0,8,0,6,0,17,0,3,0,6,0,4,0,0,0,17,0,0,0,0,0,0,0,4,0,14,4,0,7,5,0,0,0,0,0,20,0,0,6,4,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
201011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,5,3,0,0,20,8,97,0,41,0,167,0,0,0,13,3,47,0,11,0,77,0,0,0,9,0,15,0,8,0,37,5,0,11,5,0,15,0,3,0,49,0,0,20,9,5,18,0,0,0,54,0,0,15,14,0,6,0,10,0,45,0,0,16,8,0,8,0,0,0,37,0,0,5,9,0,0,0,0,0,20
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
201011008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,17,0,4,3,46,10,103,5,62,0,228,0,0,14,24,0,55,0,35,0,132,0,0,6,15,5,31,3,15,3,82,0,6,19,14,9,25,0,16,0,77,3,0,40,13,5,29,0,9,0,102,3,4,50,11,3,9,0,6,0,87,0,3,35,4,3,3,0,9,0,52,3,0,15,0,6,5,0,4,0,33
201011481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,14,0,32,3,12,0,73,0,4,0,10,0,24,0,8,0,52,0,0,0,7,0,5,0,3,0,18,0,6,8,9,3,6,5,3,0,36,0,4,12,14,6,10,0,4,0,46,0,0,7,14,0,0,0,3,0,27,0,0,4,7,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,8
201011482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,28,0,20,0,72,0,0,0,9,0,13,0,10,0,37,0,0,0,11,0,4,0,0,0,15,0,0,4,4,0,8,0,4,0,19,0,0,0,8,0,3,0,0,0,19,0,0,7,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,8,0,0,5,3,0,0,0,0,0,7
201011483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,17,0,64,0,0,3,11,0,12,3,15,0,44,0,0,3,3,0,5,3,4,0,19,0,0,6,11,0,4,0,4,0,32,0,0,12,12,3,0,0,3,0,34,0,0,9,3,0,8,0,4,0,22,0,0,6,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,6
201011484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,3,0,0,18,0,100,3,58,4,187,0,0,3,7,0,46,0,29,0,88,0,0,3,10,0,17,5,4,0,46,0,0,8,3,0,12,0,5,0,28,5,0,11,9,3,9,0,4,0,44,3,0,4,6,0,8,0,0,0,24,0,0,3,6,0,5,0,0,0,15,0,0,0,4,0,0,0,0,0,7
