POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
206041117,48,213,43,3,306,96,150,36,0,281,11,39,3,0,52,5,11,0,0,24,9,8,4,0,23,11,30,0,0,42,9,4,0,0,18,11,8,0,0,20,7,11,0,0,18,213,473,91,4,778,34,31,6,0,77,286,37,10,4,330,42,12,0,0,55,38,5,0,0,44,11,0,0,0,12,6,3,0,0,9,28,0,0,0,30,23,0,0,0,27,10,0,0,0,10,486,92,12,4,595,88,249,49,3,383,378,186,41,4,614,61,46,3,0,105,49,19,3,0,64,22,8,5,0,34,14,31,0,0,50,42,4,6,0,47,32,12,0,0,47,12,11,0,0,29,697,564,106,9,1371
206041118,119,274,76,0,466,226,198,83,0,511,33,40,0,0,74,8,20,5,0,25,27,22,12,0,62,18,51,3,0,76,10,3,0,0,12,12,6,0,0,19,40,5,3,0,47,487,622,184,0,1293,33,22,9,0,61,217,28,107,0,349,72,5,0,0,84,46,3,0,0,45,20,3,8,0,31,21,4,0,0,26,46,0,0,0,46,21,5,0,0,28,27,0,4,0,39,502,71,128,0,707,154,294,79,0,529,438,225,196,0,855,105,48,0,0,158,48,21,5,0,76,49,26,17,0,94,39,55,4,0,102,49,3,0,0,54,34,13,0,0,48,68,15,4,0,89,990,693,309,0,1995
206041119,31,85,29,0,146,89,151,23,0,261,13,12,3,0,26,0,4,0,0,6,8,9,0,0,18,6,7,0,0,13,3,0,0,0,4,4,0,0,0,3,6,6,0,0,15,157,274,60,0,496,16,11,0,0,29,200,148,7,0,354,23,4,0,0,31,24,0,0,0,24,12,0,0,0,11,0,0,0,0,0,11,0,0,0,11,20,0,0,0,23,8,3,0,0,10,307,171,8,0,494,47,101,29,0,179,286,303,30,0,619,38,19,3,0,53,25,4,0,0,23,22,13,0,0,33,11,7,0,0,16,8,0,0,0,12,19,0,0,0,25,15,4,0,0,27,467,448,71,0,988
206041120,7,3,0,0,7,0,4,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,13,5,0,27,0,4,0,0,4,16,3,0,0,16,3,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,19,12,0,0,33,7,8,0,0,11,16,9,5,0,21,5,0,0,0,8,3,4,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,8,3,0,0,9,0,0,0,0,0,36,25,4,0,61
206041121,23,99,31,0,161,39,49,3,0,99,13,28,0,0,44,0,5,0,0,5,10,18,0,0,28,4,7,0,0,16,6,0,0,0,5,0,8,3,0,11,6,3,0,0,5,96,228,44,0,363,15,9,3,0,25,123,4,0,0,126,26,8,0,0,33,21,3,0,0,28,13,3,0,0,13,5,0,0,0,5,6,0,0,0,14,8,5,0,0,16,4,0,0,0,4,231,33,3,0,264,37,108,31,0,188,158,61,3,0,223,43,32,0,0,77,21,6,0,0,32,20,16,0,0,39,14,7,0,0,27,14,4,0,0,20,9,9,3,0,21,9,3,0,0,8,324,256,49,0,629
206041124,13,39,10,0,62,31,35,4,0,75,14,13,4,0,30,0,7,0,0,5,8,8,0,0,11,0,4,0,0,4,5,0,0,0,4,0,5,0,0,11,9,4,4,0,8,79,103,21,0,212,14,7,0,0,18,130,36,8,0,168,19,3,0,0,25,15,0,0,0,16,5,0,0,0,6,3,0,0,0,7,8,0,0,0,8,17,3,0,0,19,9,3,0,0,9,216,53,6,0,281,25,44,10,0,82,162,72,15,0,242,36,11,4,4,53,15,8,0,0,24,9,8,0,0,15,3,3,0,0,11,12,0,0,0,10,14,9,0,0,23,12,3,4,0,22,293,160,32,5,489
206041125,38,83,26,0,146,72,89,8,0,180,9,10,6,0,27,7,9,3,0,13,13,7,7,0,19,9,6,0,0,17,0,0,0,0,0,10,0,0,0,14,5,5,0,0,11,166,207,51,0,425,22,16,4,0,40,142,40,5,0,185,24,0,0,0,32,14,0,0,0,14,11,3,0,0,15,7,0,0,0,13,12,0,0,0,10,13,0,0,0,14,12,3,0,0,13,260,63,11,0,331,59,90,28,0,181,217,122,17,0,361,40,8,10,0,54,22,5,3,0,32,22,7,7,0,35,24,8,0,0,31,12,0,0,0,10,23,0,0,0,29,19,13,0,0,33,426,266,58,4,755
206041127,6,31,12,0,52,0,5,0,0,5,3,7,0,0,7,0,0,0,0,0,4,0,0,0,5,0,5,0,0,5,41,7,0,0,49,0,0,0,0,8,4,4,0,0,6,62,63,15,0,140,3,5,0,0,8,9,0,0,0,9,6,6,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,24,0,0,0,24,9,0,0,0,9,3,0,0,0,3,57,4,0,0,61,11,37,12,0,55,14,5,0,0,22,12,6,0,0,20,0,0,0,0,0,3,0,0,0,3,0,5,0,0,3,61,7,0,0,70,10,0,0,0,10,3,4,0,0,12,119,68,15,0,200
206041503,137,568,207,0,914,289,520,190,0,1005,46,104,7,0,163,17,48,7,0,76,37,63,17,0,110,35,75,26,0,141,21,0,3,0,22,16,16,4,0,35,25,38,14,0,78,618,1432,479,4,2541,83,48,16,0,142,408,97,217,0,725,149,24,0,0,176,81,9,0,0,93,50,8,3,0,66,40,7,0,0,49,82,0,0,0,79,40,10,0,0,44,47,0,11,0,60,977,205,251,0,1430,217,613,219,0,1055,700,619,411,4,1729,197,133,6,0,344,95,60,8,0,163,86,70,22,0,173,79,77,27,0,184,101,0,0,0,105,53,22,4,0,83,68,42,25,0,132,1588,1639,734,9,3971
206041504,62,219,51,0,331,74,132,34,0,244,19,42,3,0,57,3,12,5,0,22,3,26,0,0,27,26,42,5,0,76,16,0,0,0,18,11,9,0,0,22,8,5,4,0,14,217,491,102,0,811,55,32,0,0,88,180,33,5,0,213,39,10,0,0,55,35,7,0,0,39,10,0,0,0,8,47,9,0,0,56,26,0,0,0,26,19,3,0,0,28,15,0,0,0,21,430,99,6,0,530,110,254,56,0,422,252,163,43,0,461,58,52,0,0,114,38,13,5,0,63,14,26,0,0,37,77,54,5,0,135,37,0,0,0,41,29,15,0,0,47,22,8,4,0,33,647,588,111,0,1342
206041505,171,865,324,0,1361,513,1012,430,3,1948,46,100,11,0,151,9,34,4,0,44,45,106,23,0,174,46,71,28,0,149,27,0,0,3,33,24,18,0,0,50,39,41,9,0,85,910,2246,831,13,3992,82,48,22,0,148,1725,436,562,6,2735,130,18,0,0,153,67,9,0,0,77,60,11,0,0,77,36,9,0,0,38,60,0,3,0,60,65,6,0,0,70,57,8,3,0,67,2280,541,596,3,3424,248,912,345,0,1509,2235,1449,994,5,4682,174,122,11,0,306,76,45,4,0,127,110,118,26,0,248,82,78,26,0,185,87,0,4,3,89,90,26,0,0,120,89,45,12,0,152,3190,2796,1426,16,7420
206041506,40,203,63,0,313,90,131,14,0,240,21,59,10,0,81,7,11,5,0,20,7,30,0,0,36,10,19,4,0,31,26,5,0,0,30,13,3,0,0,18,4,6,0,0,16,219,466,92,0,783,42,18,3,0,62,236,43,0,0,287,57,12,0,0,72,41,3,0,0,52,7,0,0,0,12,10,6,0,0,12,53,0,0,0,49,23,4,0,0,22,14,0,0,0,18,484,98,8,5,586,82,225,71,0,374,328,181,16,0,522,80,70,10,0,157,52,19,4,0,68,12,30,0,0,48,15,24,4,0,44,75,10,0,0,82,40,11,0,0,41,19,9,0,0,27,698,561,105,4,1368
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
206041508,31,101,54,0,184,65,60,41,0,172,3,13,3,0,20,5,0,3,0,10,4,18,5,0,24,9,14,5,0,26,0,0,0,0,3,4,4,0,0,9,10,13,3,0,22,137,217,115,0,468,18,9,10,0,34,84,18,101,0,204,23,5,0,0,30,22,0,0,0,20,5,0,3,0,12,6,0,3,0,9,16,0,0,0,16,11,4,0,0,15,16,3,5,3,29,203,47,118,5,369,47,106,63,0,213,143,82,141,0,372,31,18,4,0,50,22,0,3,0,29,10,13,8,0,36,17,14,4,0,33,18,0,0,0,19,20,6,0,0,28,31,12,3,3,49,345,260,231,0,835
206041509,27,64,28,0,124,75,45,10,0,133,15,11,0,0,26,0,0,0,0,7,9,3,5,0,21,10,10,3,0,21,0,0,0,0,4,3,0,0,0,8,7,3,0,0,11,156,146,50,0,355,14,0,0,0,16,180,11,3,0,194,24,0,0,0,27,16,0,0,0,14,15,0,0,0,14,4,4,0,0,11,26,0,0,0,26,23,0,0,0,24,11,0,0,0,11,315,19,4,0,336,45,67,32,0,139,254,55,16,0,329,40,9,0,0,50,18,6,0,0,24,29,7,5,0,32,17,12,3,0,30,25,0,0,0,28,27,3,0,0,33,17,3,0,0,24,469,166,51,0,690
206041510,24,86,29,0,140,43,66,10,0,124,14,16,0,0,32,0,7,0,0,7,5,11,0,0,19,3,13,5,0,20,7,0,0,0,7,7,7,0,0,6,5,6,0,0,6,107,205,49,0,356,16,10,0,0,22,89,12,0,0,107,35,7,0,0,36,17,0,0,0,19,13,0,0,0,14,0,0,0,0,0,15,0,0,0,15,8,0,0,0,12,7,0,0,0,10,200,38,4,0,239,38,89,31,0,160,135,86,10,0,230,47,27,0,0,70,17,4,0,0,23,17,11,0,0,31,7,13,5,0,24,22,0,0,0,22,17,8,0,0,20,11,5,0,0,16,311,239,48,0,594
206051128,114,310,95,0,515,214,295,21,0,530,25,33,4,0,59,11,21,0,0,30,32,29,4,0,57,33,56,3,0,91,5,0,0,0,5,11,3,0,0,15,19,6,0,0,29,456,751,121,3,1331,58,20,0,0,80,274,59,11,0,336,81,14,0,0,87,70,4,0,0,76,20,3,0,0,21,30,0,0,0,24,10,0,0,0,10,25,4,0,0,27,12,0,0,0,20,583,107,9,0,695,176,327,94,0,601,485,354,29,0,865,99,40,4,0,146,85,21,0,0,102,53,29,4,0,82,58,57,3,0,118,15,0,0,0,15,34,11,0,0,46,37,14,0,0,47,1039,855,134,3,2031
206051129,51,77,11,0,133,118,68,3,0,191,17,23,0,0,43,7,9,0,0,16,13,10,0,0,20,10,12,0,0,24,0,0,0,0,4,3,3,0,0,7,7,4,0,0,10,224,209,12,0,448,31,14,0,0,44,221,11,0,0,238,62,11,0,0,72,54,6,0,0,66,13,0,0,0,17,10,0,0,0,10,13,0,0,0,13,15,0,0,0,16,11,0,0,0,12,435,53,3,0,492,84,91,5,0,182,340,84,3,0,432,82,29,0,0,115,65,18,0,0,82,25,16,0,0,33,21,12,0,0,31,17,0,0,0,14,20,10,0,0,26,15,8,0,0,25,661,265,13,3,939
206051130,70,138,13,0,226,128,72,5,0,208,20,27,0,0,46,15,8,0,0,24,26,21,3,0,45,21,18,0,0,45,7,6,0,0,6,7,9,0,0,18,10,4,0,5,17,308,297,23,7,633,25,16,0,0,42,161,25,0,0,190,57,13,0,0,62,44,4,0,0,46,17,0,0,0,17,9,0,0,0,15,10,0,0,0,10,16,6,0,0,21,8,0,0,0,8,336,62,3,0,404,94,155,13,0,266,290,99,5,3,397,73,34,0,0,112,61,15,0,0,68,44,21,3,0,60,30,20,0,0,53,10,6,0,0,12,20,8,0,0,36,16,4,0,5,25,644,363,27,3,1032
206051134,39,115,16,0,165,67,59,0,0,128,10,29,0,0,44,7,11,0,0,17,8,14,5,0,18,11,17,0,0,31,4,0,0,0,3,4,3,0,0,9,3,3,0,0,6,157,257,22,0,436,41,11,0,0,53,195,26,0,0,223,58,8,0,0,63,53,4,0,0,57,13,0,0,0,9,14,3,0,0,17,20,0,0,0,20,27,0,0,0,27,10,0,0,0,10,409,59,3,0,473,72,126,16,0,222,260,89,0,0,354,72,42,0,0,114,53,19,0,0,75,17,13,5,0,35,26,21,0,0,39,20,0,0,0,23,26,10,0,0,37,9,3,0,0,18,567,316,24,0,909
206051511,62,331,181,0,568,81,115,35,0,231,51,67,8,0,126,5,11,0,0,16,85,60,9,0,157,17,27,3,0,45,172,9,20,0,204,15,11,6,0,32,13,17,0,0,36,506,646,258,4,1411,25,28,17,0,68,88,26,8,0,122,123,16,0,0,138,15,3,0,0,16,67,9,0,0,76,17,4,0,0,24,298,0,11,0,307,54,5,0,0,64,13,0,0,0,17,699,95,39,0,832,88,358,195,0,640,175,135,40,0,352,172,83,10,3,268,23,7,4,0,31,156,68,11,0,232,33,30,3,0,70,465,13,29,0,515,65,25,3,0,95,31,16,3,0,54,1199,740,299,5,2245
206051512,94,400,135,5,629,199,331,60,3,592,34,48,3,0,84,17,12,0,0,30,22,39,10,0,63,15,36,13,0,64,5,0,0,0,6,14,16,0,0,29,13,15,0,5,37,408,894,223,5,1542,56,35,13,0,102,302,60,7,0,367,72,21,0,0,93,58,0,0,0,60,29,4,0,0,32,22,13,5,0,41,7,0,0,0,7,44,9,0,0,47,9,0,0,0,9,597,142,18,0,760,147,440,144,5,728,500,383,68,3,960,104,72,3,0,177,76,16,0,0,89,49,44,14,0,99,37,50,16,0,105,17,0,0,0,21,62,15,0,0,77,25,20,0,5,46,1012,1041,246,5,2306
206051513,43,114,35,0,195,83,109,14,0,209,15,24,0,0,43,9,14,0,0,20,4,9,0,0,21,6,15,0,0,22,5,0,0,0,5,7,5,0,0,11,9,8,0,0,13,184,303,55,0,533,30,13,3,0,46,202,20,0,0,220,54,4,0,0,59,42,0,0,0,43,18,0,0,0,16,13,0,0,0,13,12,0,0,0,12,23,3,0,0,23,6,3,0,0,12,398,42,4,0,449,70,127,39,0,242,284,129,14,0,429,76,27,0,0,102,50,17,0,0,67,24,10,0,0,39,17,16,0,0,38,10,0,0,0,10,30,6,0,0,36,16,6,0,0,24,576,345,59,0,976
206051514,45,151,36,0,227,108,91,16,0,217,18,27,4,0,44,13,13,3,0,33,15,13,0,0,24,19,13,5,0,29,4,0,0,0,6,6,8,0,0,11,8,5,0,0,11,228,317,63,0,606,40,15,0,0,58,214,18,0,0,233,78,5,0,0,85,63,4,0,0,65,14,0,0,0,19,7,3,0,0,13,21,0,0,0,21,19,0,0,0,22,7,5,0,0,11,463,54,0,0,526,86,159,36,0,285,326,110,24,0,454,91,32,4,0,133,75,20,3,0,91,30,11,0,0,44,29,18,5,0,43,27,0,0,0,30,25,4,0,0,34,12,14,0,0,22,692,371,67,0,1133
206061135,50,151,32,0,234,73,108,10,0,187,10,36,0,0,51,6,13,0,0,23,4,21,5,0,29,15,22,15,0,46,5,0,0,0,5,7,7,0,0,19,5,7,0,0,15,182,368,59,0,610,30,17,3,0,54,182,22,9,0,213,70,9,0,0,86,45,7,0,0,50,13,0,0,0,12,14,0,5,0,22,17,0,0,0,17,17,0,0,0,17,9,0,0,0,9,400,64,15,0,475,81,170,37,0,293,257,134,20,0,402,78,49,0,0,130,56,21,0,0,72,13,26,5,0,37,28,21,15,0,65,23,0,0,0,23,28,7,0,0,34,14,7,0,0,19,573,435,74,0,1089
206061136,78,310,57,3,445,161,216,29,0,404,42,57,0,0,97,16,39,3,0,58,15,26,3,0,45,22,32,9,0,61,8,0,0,0,8,11,8,0,0,18,4,6,8,0,18,343,703,112,3,1158,45,33,4,0,83,349,59,7,0,417,105,13,0,0,121,78,11,0,0,90,29,0,0,0,33,10,6,0,0,19,14,0,0,0,14,27,3,0,0,33,6,3,0,3,15,670,136,10,3,814,126,345,56,3,525,510,279,39,0,829,141,76,0,0,224,95,51,3,0,149,43,28,3,0,75,27,42,9,0,79,20,0,0,0,22,36,14,0,0,50,11,11,8,4,32,1012,834,118,8,1973
206061138,93,98,35,3,232,150,91,0,0,245,36,35,0,0,70,9,11,4,0,21,21,19,0,0,39,28,20,6,0,53,0,0,0,0,6,6,3,5,0,16,17,11,3,0,29,359,288,51,3,710,25,9,0,0,37,167,44,0,0,211,84,16,0,0,108,33,6,0,0,40,14,4,0,0,18,8,0,0,0,9,3,0,0,0,6,31,4,0,0,38,11,0,5,0,8,388,79,3,0,470,119,106,36,3,264,316,133,8,0,452,120,57,0,0,177,45,11,4,0,61,35,16,0,0,56,37,15,4,0,64,4,0,0,0,12,43,9,5,0,53,25,11,7,0,43,744,367,64,4,1177
206061515,50,159,47,0,249,88,117,15,0,220,13,11,0,0,27,9,0,3,0,12,7,8,4,0,15,9,19,5,0,41,0,0,0,0,4,3,5,0,0,10,9,13,4,0,25,189,338,75,0,606,26,8,6,0,42,160,39,7,0,208,43,9,0,0,53,28,0,0,0,25,13,3,0,0,16,10,3,0,0,19,4,0,0,0,4,14,0,0,0,17,8,0,0,0,8,312,70,11,0,392,75,168,46,0,295,247,156,20,0,431,55,26,0,0,80,35,0,3,0,40,15,10,4,0,33,25,22,5,0,56,4,0,0,0,10,17,11,0,0,27,14,13,4,0,36,498,406,90,0,1002
206061516,54,172,51,0,275,96,92,24,0,210,17,33,0,0,55,10,16,0,0,26,5,12,5,0,21,26,26,5,0,57,4,0,0,0,0,4,3,3,0,13,3,5,0,0,10,223,367,87,0,671,22,34,5,0,58,198,29,0,0,233,37,14,0,0,48,40,3,0,0,42,0,0,0,0,0,7,4,0,0,15,6,0,0,0,6,15,5,0,0,21,3,6,0,0,10,340,85,10,0,436,82,201,54,0,336,291,123,24,0,440,55,49,0,0,106,50,20,0,0,73,8,14,5,0,25,30,29,7,0,72,9,0,0,0,9,20,10,3,0,32,11,10,0,0,22,558,456,92,5,1107
206071139,35,176,73,0,287,73,89,16,0,178,12,27,3,0,44,4,10,0,0,14,5,10,3,0,16,5,13,3,0,23,5,7,0,0,9,3,3,0,0,11,0,6,4,0,15,147,346,100,0,597,19,22,4,0,44,211,22,0,0,234,48,7,0,0,57,31,3,0,0,33,8,3,0,0,8,9,0,0,0,13,15,0,0,0,15,20,7,0,0,16,5,0,0,0,5,360,62,4,0,421,52,203,74,0,334,284,110,16,0,411,53,37,3,0,100,39,6,0,0,47,16,8,3,0,27,20,13,3,0,38,21,7,0,0,21,21,11,0,0,29,5,6,4,0,12,507,406,108,0,1017
206071140,13,54,3,0,80,53,52,0,0,101,12,16,3,0,28,4,0,0,0,3,8,8,0,0,14,7,4,6,0,14,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,99,145,18,0,255,21,6,0,0,28,226,19,0,0,248,42,13,0,0,49,18,0,0,0,18,7,0,0,0,7,0,0,0,0,5,6,0,0,0,6,11,0,0,0,11,8,0,0,0,8,343,35,0,0,376,37,63,3,0,108,277,70,0,0,349,53,29,3,0,81,26,0,0,0,29,18,8,0,0,23,9,4,6,0,18,7,0,0,0,5,14,0,0,0,17,12,0,0,0,9,440,179,18,0,634
206071141,58,299,99,0,460,95,243,28,0,372,29,61,4,0,92,3,13,6,0,19,7,28,4,0,40,9,35,0,0,45,5,3,0,0,12,12,3,0,0,17,5,4,0,0,13,222,687,151,0,1060,50,32,0,0,84,279,30,6,0,319,59,12,3,0,77,39,5,0,0,44,17,0,0,0,21,18,6,0,0,19,32,0,0,0,33,27,4,0,0,29,4,0,0,0,4,536,87,9,0,633,110,332,103,0,545,377,277,37,0,692,87,69,10,0,166,46,11,6,0,65,26,25,4,0,60,26,38,0,0,63,39,4,0,0,43,41,3,0,0,50,12,4,0,0,14,756,773,158,0,1691
206071142,48,253,89,0,387,108,179,24,0,307,22,43,0,0,66,14,15,0,0,31,10,21,4,0,34,14,31,8,0,54,6,0,0,0,5,6,10,0,0,14,6,5,0,0,11,228,561,123,0,910,34,35,3,0,73,290,82,4,0,379,87,14,0,0,104,77,7,3,0,87,14,3,0,0,17,15,8,0,0,24,19,0,0,0,19,23,0,0,0,25,12,0,0,0,9,574,146,8,0,731,82,288,87,0,456,398,258,25,0,683,107,55,0,0,162,86,23,4,0,119,26,22,4,0,51,28,41,8,0,74,29,0,0,0,31,27,7,0,0,39,13,9,0,0,22,797,706,130,7,1640
206071143,28,99,15,0,146,90,84,0,0,177,15,24,4,0,43,9,6,0,0,10,7,6,0,0,13,10,0,5,0,13,0,0,3,0,4,7,3,0,0,12,11,3,0,0,13,169,225,24,0,420,29,12,0,0,43,333,32,4,0,371,40,14,0,0,60,42,0,0,0,48,7,0,0,0,8,7,0,0,0,14,10,0,0,0,10,9,8,0,0,16,6,0,0,0,13,493,72,5,3,576,59,115,20,0,185,427,116,5,0,546,56,43,4,0,97,48,6,0,0,57,15,11,0,0,24,16,4,5,0,25,13,0,3,0,16,21,8,0,0,22,14,5,0,0,21,667,304,30,3,995
206071145,23,51,25,0,97,50,43,0,0,101,7,15,0,0,19,9,12,0,0,17,3,9,0,0,18,0,4,0,0,11,4,0,0,0,4,0,5,0,0,7,4,8,0,0,11,106,151,32,0,286,17,0,0,0,24,211,14,0,0,222,43,7,0,0,56,35,0,0,0,35,9,0,0,0,8,8,0,0,0,8,3,0,0,0,3,19,0,0,0,19,5,0,0,0,5,343,26,0,0,372,41,57,25,0,123,260,58,4,0,321,51,29,0,0,75,39,12,0,0,50,10,8,0,0,26,15,4,0,0,17,10,0,0,0,10,24,5,0,0,28,10,8,0,0,9,448,175,35,0,655
206071517,113,480,209,3,808,188,330,51,0,574,35,80,8,0,122,20,21,5,0,49,19,25,12,0,47,24,39,3,0,72,4,9,0,0,7,9,10,0,0,19,10,11,8,0,31,437,1002,292,6,1740,55,55,12,0,115,312,39,6,0,356,113,29,0,0,145,86,8,0,0,98,28,0,0,0,33,28,5,0,0,39,17,0,0,0,17,37,3,0,0,43,21,8,0,0,26,699,146,17,3,872,165,532,219,3,920,505,371,58,0,930,155,110,8,0,267,109,32,6,0,149,44,26,9,0,82,59,44,10,0,109,20,9,0,0,25,47,12,0,0,68,32,16,8,0,60,1143,1153,312,11,2612
