POW_SA2_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
206021500,19,30,12,3,0,3,0,67,0,3,0,0,0,0,0,4,140,356,250,255,170,58,9,1236,28,17,13,7,6,4,0,74,0,0,0,5,3,0,0,17,0,6,4,0,0,0,0,9,27,29,25,15,8,4,0,104,5,0,5,3,4,0,0,16,39,36,20,19,13,0,0,125,270,508,339,321,211,71,12,1738,4,4,3,4,3,0,0,15,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,16,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,13,9,4,6,0,0,41,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,10,4,13,5,3,3,0,0,30,22,27,8,13,9,0,0,79
206031113,18,22,10,0,7,0,0,52,4,10,0,0,0,0,0,9,153,299,214,232,156,42,12,1112,58,15,8,0,5,4,0,90,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,4,8,13,0,9,3,0,0,28,0,0,0,0,6,0,0,6,32,25,16,20,6,7,0,99,289,400,261,272,184,53,12,1468,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,8,5,0,0,0,0,30,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,15,0,10,0,0,3,0,0,17,20,22,5,0,3,0,0,56
206031115,19,11,12,3,3,0,0,43,3,0,0,0,0,0,0,6,154,326,333,279,240,61,8,1396,59,13,19,13,13,0,0,113,0,3,0,0,0,0,0,7,0,5,3,0,0,0,0,10,9,11,15,4,4,0,0,38,0,4,4,0,0,0,0,5,35,21,15,17,14,4,0,106,309,429,408,327,275,68,8,1812,6,8,4,0,3,0,0,23,0,0,0,0,0,0,0,0,10,5,0,3,0,0,0,14,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,4,18,16,4,10,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,8,8,3,0,0,0,0,20,31,24,5,11,8,3,0,78
206031116,27,31,11,12,3,5,0,88,9,0,3,0,0,0,0,11,449,749,633,660,469,134,8,3114,168,29,23,15,28,7,3,277,0,3,0,3,0,0,0,9,0,6,0,5,0,0,0,15,9,7,14,6,3,0,0,48,6,3,4,3,9,0,0,20,97,64,31,37,37,13,0,282,860,986,760,765,564,161,18,4110,5,9,4,0,5,0,0,24,0,0,0,0,0,0,0,0,5,10,0,0,4,0,0,21,0,8,5,0,0,0,0,15,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,14,25,14,4,8,0,0,66,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,10,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,5,6,10,4,6,0,0,0,28,8,0,10,8,0,0,0,33,35,42,29,16,10,4,0,131
206031501,21,14,0,0,0,0,0,36,6,4,0,4,0,0,0,6,237,397,364,405,273,88,10,1779,123,23,11,13,13,10,0,181,0,0,0,0,5,0,0,14,0,3,0,0,5,0,0,7,3,4,0,5,0,0,0,10,3,3,0,3,0,0,0,20,54,19,12,14,13,0,0,118,458,479,399,453,323,97,11,2215,0,4,3,0,6,0,0,11,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,6,0,0,27,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,17,5,3,7,6,0,0,0,27,16,23,14,10,6,0,0,65
206031502,8,8,3,0,5,0,0,22,4,3,3,0,0,0,0,9,268,460,385,404,280,81,10,1886,74,30,13,16,14,0,0,141,0,4,8,3,0,0,0,11,6,3,0,0,0,0,0,7,10,4,8,4,3,0,0,24,4,9,11,3,0,0,0,23,36,29,15,15,14,9,0,136,421,575,455,452,321,99,13,2336,0,7,4,4,0,0,0,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,20,3,3,0,4,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,10,8,5,0,0,0,0,0,14,14,31,5,6,4,4,0,65
206041117,130,246,82,47,37,23,0,561,4,17,3,0,4,0,0,34,316,929,856,739,610,172,8,3633,61,81,34,42,37,14,4,273,0,4,0,0,5,0,0,8,10,23,12,13,9,0,0,70,54,193,111,61,55,4,0,488,10,10,15,13,5,4,0,55,240,292,130,84,69,22,3,835,947,2033,1402,1102,915,260,20,6675,23,26,21,10,6,4,0,93,0,0,0,0,0,0,0,0,40,73,36,25,24,0,0,200,14,22,16,18,14,5,0,90,6,12,3,0,0,0,0,26,6,11,4,10,4,0,0,32,87,139,76,77,55,10,0,441,0,0,0,0,0,0,0,0,8,12,3,0,4,0,0,33,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,9,16,10,7,4,0,0,49,17,48,22,17,8,3,0,119,116,212,108,94,65,12,0,600
206041118,229,519,210,107,72,10,4,1139,11,20,13,8,3,0,0,63,532,1963,2032,1605,906,160,9,7203,92,146,93,71,52,14,0,455,0,0,6,4,5,0,0,14,11,65,51,58,17,4,0,208,34,162,157,159,67,8,0,586,16,87,85,45,20,4,0,263,137,438,250,130,88,16,0,1058,1627,4969,4357,3042,1692,293,17,15996,80,107,108,56,38,7,0,390,0,0,0,0,0,0,0,0,48,108,64,37,22,0,0,284,98,293,298,177,87,16,0,964,30,53,25,15,12,0,0,127,7,40,41,29,10,0,0,123,262,596,542,306,169,18,0,1891,0,0,0,0,0,0,0,0,5,7,6,4,0,3,0,24,0,4,0,3,0,0,0,13,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,18,14,10,0,3,0,43,20,57,56,33,11,0,0,189,290,670,605,348,185,25,0,2122
206041119,76,156,72,48,41,15,4,411,0,9,4,4,0,0,0,26,353,977,930,848,744,190,26,4073,57,67,39,34,39,9,4,251,0,0,0,0,0,0,0,5,0,16,15,8,6,0,0,44,13,87,60,61,48,8,0,277,3,8,11,12,15,0,0,48,49,126,86,69,66,26,4,425,712,1830,1512,1315,1137,302,41,6843,23,29,31,12,10,0,0,103,0,0,0,0,0,0,0,0,14,34,24,10,9,4,0,88,26,53,60,43,37,5,0,230,4,23,5,11,0,0,0,50,6,12,5,5,0,0,0,26,75,151,121,75,54,12,0,499,0,0,0,0,0,0,0,0,3,4,0,0,4,5,0,16,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,10,3,5,0,38,10,25,12,6,9,3,0,66,95,185,137,91,70,21,4,603
206041120,3,8,8,0,0,0,0,16,0,0,0,0,0,0,0,8,98,133,131,96,84,13,3,554,24,9,5,7,3,0,0,50,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,3,8,3,0,0,0,22,146,162,147,112,94,17,3,675,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,10,10,3,8,0,0,0,31
206041121,9,0,3,5,0,0,0,19,0,5,8,0,0,0,0,17,210,658,603,473,359,66,12,2384,17,30,14,13,17,0,3,91,0,3,4,0,0,0,0,7,6,11,4,4,0,3,0,20,5,33,21,8,6,0,0,74,0,4,6,3,4,0,0,19,37,36,35,27,16,10,0,157,354,875,756,557,427,90,11,3072,12,7,10,4,4,0,0,33,0,0,0,0,0,0,0,0,4,18,4,3,0,0,0,26,0,8,14,3,4,0,0,35,3,0,4,0,0,0,0,11,3,0,0,0,0,0,0,12,25,38,36,13,9,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,9,12,4,0,0,0,0,23,34,49,40,12,13,3,0,149
206041124,151,586,254,131,111,43,5,1283,5,29,8,0,0,0,0,49,674,3178,2910,2206,1535,357,25,10882,79,194,130,93,101,15,4,616,0,0,3,0,0,0,0,6,11,39,31,32,16,3,0,132,69,592,393,251,153,21,0,1478,3,38,23,19,17,0,0,102,258,614,236,136,113,28,0,1380,1395,5614,4209,3020,2181,493,29,16946,25,67,54,48,39,7,0,234,0,0,0,0,0,0,0,0,61,210,129,68,64,17,0,542,18,36,40,22,19,5,0,140,3,14,3,3,7,0,0,32,3,9,9,10,3,0,0,43,113,344,236,145,135,23,0,989,0,0,0,0,0,0,0,0,19,32,20,9,16,3,0,98,6,5,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,37,25,14,15,4,0,119,35,120,61,47,32,4,0,306,167,501,326,208,183,35,0,1413
206041125,129,280,110,68,45,19,0,649,16,49,22,5,3,3,0,102,484,1784,1328,1092,708,194,20,5616,65,115,60,41,41,14,0,332,0,0,0,0,0,0,0,0,4,15,15,11,8,0,0,57,19,138,102,77,28,4,0,368,4,23,23,14,6,5,0,70,64,371,194,100,82,31,3,834,924,3017,2002,1495,994,280,29,8742,10,40,23,15,4,0,0,98,0,0,0,0,0,0,0,0,45,94,61,21,24,3,0,250,14,38,18,13,9,9,0,97,9,3,5,4,5,0,0,20,0,11,10,9,5,0,0,32,76,186,118,66,42,12,0,497,0,0,0,0,0,0,0,0,7,15,6,5,8,0,0,35,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,21,8,5,6,0,0,50,14,52,28,15,16,0,0,128,100,257,154,82,62,18,0,675
206041127,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,156,698,788,782,608,123,6,3166,23,15,16,8,4,0,0,62,0,7,5,12,4,0,0,37,0,3,0,6,7,0,0,19,5,19,10,12,8,0,0,51,0,7,4,4,0,0,0,6,0,0,4,0,0,0,0,6,202,773,855,839,644,133,6,3450,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,4,4,0,0,0,16,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,11,4,8,0,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,0,3,0,0,13,12,15,19,3,6,0,0,57
206041503,885,1433,551,275,196,60,5,3410,28,46,30,13,9,3,0,126,544,1875,1883,1529,926,257,33,7061,143,204,106,91,94,24,7,671,0,4,3,3,4,0,0,22,15,95,46,43,30,0,0,235,52,311,244,164,91,12,0,882,25,96,104,54,36,13,0,330,508,980,429,223,162,37,9,2357,3269,7406,5106,3494,2249,574,76,22175,124,191,143,73,67,7,0,609,0,0,0,0,0,0,0,0,90,145,77,47,29,9,0,391,134,317,288,166,90,24,0,1018,56,63,47,25,13,6,0,213,18,59,42,10,10,4,0,147,426,776,606,322,206,44,0,2385,0,0,0,0,0,0,0,0,12,14,10,0,12,0,0,51,7,14,5,7,6,0,0,34,4,4,0,0,0,0,0,10,3,3,0,4,3,0,0,13,24,41,15,10,21,0,0,109,50,135,73,45,19,8,7,340,502,949,686,380,252,55,4,2827
206041504,291,410,129,56,38,19,0,936,10,14,5,0,0,0,0,28,232,702,695,509,356,99,3,2598,55,73,33,32,21,13,0,220,0,3,3,6,0,4,0,17,3,25,19,12,5,0,0,62,56,115,70,60,27,7,0,331,11,33,27,21,10,7,0,98,405,485,151,67,45,9,3,1164,1572,2664,1653,1064,729,187,8,7881,73,59,46,23,19,0,0,224,0,0,0,0,0,0,0,0,45,47,15,11,0,4,0,125,64,117,98,50,31,8,0,373,21,19,18,6,7,0,0,77,7,22,17,8,0,0,0,56,209,268,199,93,59,14,0,847,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,6,4,0,0,0,0,0,13,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,10,4,6,4,0,0,33,32,47,23,13,4,0,0,120,248,321,227,111,69,14,0,992
206041505,531,1159,470,264,180,73,7,2685,40,76,52,17,12,7,3,202,603,2282,2409,1914,1293,364,46,8912,146,214,121,107,78,40,8,720,5,3,3,3,4,0,0,20,23,74,67,65,38,9,0,272,56,348,283,199,115,16,4,1019,31,90,112,69,47,7,5,359,355,1012,464,259,178,53,4,2321,2941,8301,6296,4341,2864,824,88,25652,155,206,184,99,60,24,0,731,0,0,0,0,0,0,0,0,73,173,100,33,16,7,0,417,197,457,471,305,148,35,0,1621,42,90,56,28,12,0,0,231,22,66,46,32,14,10,0,189,498,993,857,498,261,82,5,3192,0,0,0,0,0,0,0,0,14,14,8,13,5,3,0,46,5,8,13,4,8,0,0,43,3,3,0,0,0,0,0,9,0,4,0,0,3,0,0,14,19,34,21,20,10,4,0,114,35,151,80,46,33,4,0,350,555,1179,959,565,304,87,8,3650
206041506,62,79,36,23,16,11,0,215,5,15,6,3,0,0,0,31,444,1405,1040,956,676,170,22,4713,51,60,42,29,16,5,0,209,0,5,0,5,0,0,0,23,3,20,12,14,3,0,0,57,30,110,55,39,25,0,0,262,3,7,7,7,10,0,0,40,85,112,83,37,39,10,0,366,799,1967,1378,1184,840,218,32,6411,25,16,14,11,6,3,0,72,0,0,0,0,0,0,0,0,8,42,16,9,0,0,0,80,13,29,20,3,3,0,0,70,5,7,3,6,3,0,0,21,3,3,5,5,0,0,0,12,52,105,60,27,19,5,0,261,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,5,0,0,0,24,12,25,16,9,4,0,0,65,72,133,73,42,24,8,0,352
206041507,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,9,26,30,22,25,3,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,11,11,38,34,38,32,3,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,8
206041508,190,320,118,42,23,4,0,706,5,12,9,4,0,0,0,33,448,1309,1273,910,523,90,6,4560,32,58,34,23,23,4,0,183,0,0,0,0,0,0,0,4,14,20,14,10,5,0,0,70,15,91,38,44,20,0,0,204,8,30,19,14,8,4,0,85,153,354,152,61,37,9,0,764,1204,2715,2020,1307,766,132,10,8161,52,61,34,18,10,0,0,180,0,0,0,0,0,0,0,0,36,47,29,4,12,5,0,124,24,75,78,44,12,7,0,245,11,11,3,7,7,5,0,37,12,22,12,3,7,0,0,53,134,214,162,79,44,14,0,642,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,13,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,7,0,5,0,0,24,19,44,28,11,0,0,0,101,160,270,191,93,50,14,0,772
206041509,96,164,61,45,25,15,0,411,11,22,6,8,0,5,0,49,198,690,644,488,371,78,4,2476,44,32,13,14,15,4,0,126,0,0,0,0,0,0,0,5,3,15,15,13,7,0,0,59,18,65,61,47,22,0,0,211,0,11,10,0,11,0,0,35,104,147,81,43,25,12,0,414,590,1326,1012,749,564,128,10,4385,15,22,13,6,10,3,0,73,0,0,0,0,0,0,0,0,29,29,19,8,0,0,0,84,11,21,21,16,3,8,0,77,3,6,0,5,0,0,0,15,4,10,8,0,7,0,0,28,58,82,61,38,22,9,0,270,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,18,11,12,10,9,0,5,0,49,73,97,73,46,28,13,0,335
206041510,20,31,10,9,3,0,0,72,0,4,0,4,0,0,0,11,162,483,457,343,239,58,8,1745,24,28,18,11,5,0,0,81,0,3,0,5,0,0,0,8,3,18,11,4,7,0,0,41,3,32,25,13,4,4,0,89,0,4,0,4,5,0,0,22,36,96,43,18,18,6,0,207,286,861,654,484,331,87,5,2709,6,14,11,4,0,0,0,37,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,14,5,28,28,13,11,0,0,85,0,5,4,4,0,0,0,12,0,6,0,0,7,0,0,10,14,60,44,23,17,0,0,155,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,10,12,4,0,4,0,0,27,21,75,51,25,16,0,0,193
206051128,111,224,74,30,21,9,5,480,8,12,4,8,3,0,0,32,386,1127,1017,799,511,129,23,3993,62,62,25,21,15,7,0,202,0,3,0,0,3,0,0,7,5,16,8,10,0,0,0,38,28,75,40,24,18,3,0,190,12,22,24,12,0,3,0,77,90,123,103,81,55,29,7,479,776,1794,1380,1026,658,187,40,5866,13,11,11,6,3,0,0,34,0,0,0,0,0,0,0,0,36,69,41,20,15,4,0,184,3,27,15,9,5,0,0,54,0,6,4,0,0,0,0,7,0,6,3,0,0,0,0,5,56,112,71,31,24,4,0,287,0,0,0,0,0,0,0,0,5,9,3,4,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,4,0,0,0,31,29,39,21,9,3,0,0,95,86,153,97,47,29,4,0,415
206051129,9,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,95,256,209,190,107,26,8,890,21,10,16,3,0,6,0,51,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,14,16,7,11,4,0,0,48,0,3,4,7,0,0,0,15,47,33,37,31,14,7,0,154,206,341,280,232,134,34,7,1235,4,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,0,4,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,4,3,0,0,0,0,0,11,9,20,6,6,3,4,0,41
206051130,27,36,3,3,3,0,0,76,0,7,9,0,0,0,0,9,166,389,362,314,221,47,8,1500,33,23,12,9,3,0,0,84,0,0,0,5,3,0,0,13,4,12,0,0,0,0,0,12,27,21,10,11,4,0,0,68,6,7,6,7,6,0,0,32,57,47,34,39,36,11,4,230,355,595,450,394,287,70,11,2158,5,10,10,0,0,0,0,28,0,0,0,0,0,0,0,0,10,16,4,3,0,0,0,31,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,27,13,11,0,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,4,0,0,0,5,0,12,7,11,0,4,3,0,0,39,33,50,18,9,9,3,0,117
206051134,13,25,9,6,0,0,0,52,0,3,0,0,0,0,0,3,147,382,284,212,169,78,19,1287,41,11,9,10,12,0,3,92,0,0,0,0,0,0,0,9,7,11,6,0,0,0,0,28,11,20,13,11,9,0,0,58,3,4,0,6,4,3,0,18,58,66,38,25,25,6,5,217,300,570,386,270,237,88,23,1873,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,17,6,0,0,0,0,40,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,22,32,7,12,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,16,28,38,14,8,0,0,0,92
