POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
201011001,86,246,145,114,431,542,175,370,29,2142,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,5,5,22,8,10,21,23,13,13,0,115,0,0,0,0,0,0,0,0,0,5,6,19,38,8,37,25,8,9,0,155,3,14,6,3,10,3,0,0,0,42,15,65,47,26,32,18,10,0,3,221,12,82,28,0,10,8,0,0,0,150,0,6,5,6,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,6,0,0,4,0,0,8,0,0,0,14,0,11,20,19,16,9,0,4,0,71,0,16,9,4,3,0,0,0,0,39,0,0,10,4,12,13,3,0,0,39,7,59,39,46,42,20,18,26,0,255,42,102,146,131,170,60,7,29,0,689,10,10,8,3,6,4,0,8,0,44,4,26,16,10,17,5,0,4,0,73
201011002,347,843,629,449,1696,1724,501,888,134,7209,0,5,0,0,3,4,0,0,0,13,0,0,0,0,0,4,0,0,0,4,4,67,24,7,25,10,3,5,0,150,0,0,0,0,0,0,0,0,0,5,6,20,12,10,31,8,0,0,0,85,0,4,10,4,10,18,0,0,0,55,110,445,287,152,198,104,32,36,10,1379,120,441,164,61,103,55,10,17,11,987,8,10,25,17,77,21,8,0,0,157,10,15,7,6,19,18,5,4,0,90,24,20,53,37,87,50,18,28,0,319,3,32,24,22,77,46,14,15,0,244,32,83,116,73,215,114,37,46,3,727,14,50,39,24,72,20,3,10,4,236,84,100,167,125,357,233,54,66,8,1192,65,179,188,129,256,137,89,153,9,1201,443,776,1131,1080,932,858,152,221,24,5623,8,35,16,17,10,7,4,4,0,92,19,66,68,26,48,27,5,8,5,274
201011005,55,94,98,63,284,364,139,159,23,1284,0,5,0,0,0,0,0,4,0,10,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,11,0,8,7,0,3,0,58,5,17,14,0,4,5,0,5,0,51,0,5,0,3,0,0,0,0,0,4,20,17,18,13,23,22,49,9,0,173,0,7,6,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,10,8,10,8,43,4,9,0,104,10,13,24,21,33,11,0,0,0,104,10,4,6,6,10,9,4,3,0,53,37,88,95,81,166,85,18,69,6,637,20,38,28,45,62,45,16,13,0,266,0,4,0,0,0,0,0,0,0,12,6,9,0,3,8,8,0,0,0,35
201011006,91,274,191,138,572,835,265,491,43,2897,0,5,0,4,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,11,10,9,54,22,5,4,4,124,0,0,4,0,0,0,0,0,0,3,3,11,22,12,25,17,0,0,0,88,6,3,6,3,16,14,0,5,0,47,25,117,71,49,61,41,10,4,0,374,9,65,19,0,14,14,0,11,0,128,3,12,9,0,10,5,0,0,0,47,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,4,0,0,0,10,0,6,11,6,3,5,0,4,0,34,0,13,12,4,6,9,0,0,0,42,4,3,0,7,10,18,6,0,0,48,12,49,45,26,41,19,6,14,0,214,17,63,70,61,86,27,5,14,4,353,0,10,12,0,0,0,0,0,0,25,3,13,23,0,12,4,0,0,0,63
201011007,13,27,14,22,49,91,33,60,6,325,0,5,0,0,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,6,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,9,0,3,0,0,0,0,0,3,0,8,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,17,5,6,5,6,5,0,0,50,0,0,8,0,4,0,0,0,0,13,0,5,5,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,17
201011008,262,507,378,289,1536,1839,623,1103,98,6625,4,16,5,4,4,15,0,6,0,49,0,0,4,0,3,7,0,0,0,15,33,57,62,44,109,129,30,44,0,507,4,6,12,9,28,42,9,7,0,118,0,25,30,12,24,33,3,4,0,144,8,9,3,3,15,13,9,5,0,59,52,241,122,48,111,64,12,10,5,669,15,116,45,16,22,9,3,3,4,236,3,20,25,14,36,22,7,16,0,139,0,3,3,0,6,5,0,5,0,27,0,0,3,0,10,9,3,4,0,33,3,0,0,3,8,3,0,0,0,23,3,11,20,14,25,45,6,5,0,125,4,35,27,9,13,14,0,0,0,105,9,26,26,18,50,17,3,7,0,151,32,115,113,69,97,73,33,65,0,589,47,87,106,98,89,63,14,21,7,537,7,41,23,17,28,27,12,14,0,166,16,43,30,10,31,12,4,4,3,153
201011481,65,160,109,83,217,291,82,174,24,1204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,5,8,10,6,0,3,0,55,0,0,0,0,0,0,0,0,0,3,0,11,3,3,3,5,0,3,0,32,0,0,3,0,3,3,0,0,0,11,7,56,32,12,23,14,9,4,0,162,12,42,16,10,9,8,0,3,0,105,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,5,0,8,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,15,12,13,8,3,3,0,60,5,7,5,5,9,0,0,0,0,33,0,7,8,3,10,3,0,0,0,39,13,52,56,34,68,30,12,22,4,293,30,98,137,84,79,42,10,24,5,507,5,16,10,6,23,7,0,0,0,71,10,20,7,11,9,11,4,5,0,76
201011482,46,150,110,63,214,330,100,162,26,1203,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,4,9,6,5,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,10,10,4,5,0,0,0,50,0,0,3,0,3,0,0,0,0,12,3,31,21,21,12,19,0,6,0,118,14,61,11,4,9,4,0,0,3,118,7,3,4,4,7,14,3,4,0,43,0,0,4,0,10,4,0,0,0,24,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,26,14,7,11,6,5,0,0,73,0,10,5,6,0,0,0,0,0,23,0,3,0,0,3,4,0,0,0,13,11,45,45,32,51,25,16,23,0,257,21,39,41,42,58,24,6,11,0,246,9,11,8,7,0,3,0,0,0,33,3,17,20,13,11,9,0,4,6,77
201011483,66,167,122,95,280,300,95,257,23,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,18,5,13,11,3,12,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3,3,13,4,3,6,0,0,0,34,0,9,0,0,4,0,0,0,0,13,0,38,26,12,14,14,0,5,0,104,38,91,21,7,18,8,3,0,5,183,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,6,0,12,3,3,0,11,0,5,0,37,0,25,14,3,8,6,0,0,0,68,0,0,0,0,0,5,0,0,0,8,20,48,61,56,64,51,25,45,0,364,8,50,59,47,64,17,7,11,0,275,20,21,16,10,17,13,0,7,0,106,7,16,15,6,10,7,0,5,0,65
201011484,57,297,157,123,292,286,80,146,35,1474,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,16,3,8,9,5,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,12,3,0,0,8,0,0,0,19,4,11,3,5,5,0,0,0,0,32,11,88,69,33,48,21,9,8,0,287,20,150,37,18,15,9,0,8,0,269,0,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,7,3,0,3,0,0,0,0,11,0,0,6,5,8,8,0,0,0,27,3,15,12,6,0,0,0,0,5,38,7,11,9,0,5,5,0,0,0,35,15,57,58,43,73,25,19,42,0,343,20,51,81,68,84,52,8,25,4,393,0,10,0,0,0,0,4,0,0,22,9,21,18,11,15,8,0,0,0,75
201021009,41,117,73,70,144,236,55,180,18,939,4,22,11,13,28,28,0,13,0,125,0,0,0,0,0,0,0,0,0,0,0,7,3,3,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,4,12,9,0,4,10,0,0,0,47,0,0,0,0,0,0,0,0,0,5,6,39,19,11,10,8,3,0,0,96,17,63,15,8,9,10,0,0,7,113,0,3,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,0,7,0,0,0,0,13,0,6,4,0,0,5,0,0,0,10,0,5,3,3,0,9,5,5,0,31,0,10,3,0,0,0,0,0,0,18,8,4,9,4,17,17,3,4,0,76,8,18,16,14,19,15,4,14,0,108,7,29,44,33,16,14,0,5,0,147,6,19,3,5,7,4,0,3,0,45,0,7,6,0,0,0,0,0,0,19
201021010,44,114,82,83,165,233,67,242,25,1051,0,21,14,13,19,7,0,29,7,117,0,0,0,0,0,0,0,0,0,0,0,9,7,9,3,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,6,24,0,0,3,0,0,0,0,0,0,4,4,38,18,11,18,9,0,0,0,106,15,29,13,3,8,5,4,8,0,77,0,4,3,4,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,13,0,10,10,4,5,9,0,4,0,47,0,10,0,0,3,0,0,0,0,20,5,8,11,6,7,0,0,0,0,35,3,33,17,15,22,16,7,21,0,134,17,37,50,43,31,27,7,13,0,217,4,4,6,3,4,3,0,0,0,27,11,7,21,5,10,0,0,3,0,59
201021011,81,290,218,128,235,324,118,282,33,1716,4,20,14,14,13,15,0,15,0,103,0,0,0,0,0,0,0,0,0,0,4,24,12,8,11,3,0,7,0,76,0,0,0,0,0,0,0,0,0,3,3,10,4,0,0,4,0,0,0,30,0,6,4,0,0,5,0,0,0,23,27,71,44,24,23,27,3,15,6,236,53,148,49,29,41,25,11,27,5,381,0,4,4,0,6,0,0,0,0,17,0,4,3,4,0,3,0,6,0,17,5,0,5,0,7,0,3,4,0,29,0,6,3,4,10,5,0,3,0,28,5,27,20,9,7,18,0,8,0,106,12,32,13,3,3,7,0,0,0,66,10,21,16,10,19,24,7,9,3,128,6,50,31,24,22,13,18,13,5,173,35,69,83,71,46,43,11,7,5,373,0,10,8,7,3,3,0,4,0,45,8,25,15,8,10,6,3,0,0,75
201021012,28,59,60,38,74,137,61,240,17,725,3,27,19,6,4,13,0,10,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,12,12,0,4,3,0,3,0,36,0,3,0,0,0,5,0,0,0,4,0,6,3,0,0,0,0,0,0,22,12,16,0,0,0,0,0,0,0,29,0,7,4,4,4,0,0,3,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,9,6,4,0,31,0,5,5,3,0,0,0,0,0,12,0,0,3,0,3,0,0,3,0,11,3,26,18,3,9,12,0,7,0,85,0,8,6,6,0,4,0,4,0,27,0,0,3,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,14
201031013,17,47,44,37,79,125,42,156,14,553,0,13,9,9,6,10,0,13,3,76,0,0,0,0,0,0,0,0,0,0,7,12,9,8,8,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,3,0,0,0,25,0,13,6,0,6,0,0,5,0,22,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,14,8,4,5,0,0,8,0,42,5,23,12,19,6,4,0,3,0,72,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
201031014,27,56,34,34,102,204,51,181,24,715,6,18,16,14,3,15,4,14,3,88,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,3,13,13,7,4,0,0,0,0,42,3,16,3,0,6,0,0,5,0,45,0,3,0,0,0,0,3,6,0,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,3,0,17,0,4,4,0,0,0,0,5,0,7,11,18,20,14,29,43,6,3,0,135,3,6,14,10,13,11,7,5,0,68,11,16,13,19,19,26,3,6,0,113,0,5,0,0,3,0,0,0,0,23,0,8,0,0,3,6,0,0,0,11
201031015,10,43,22,20,62,104,37,92,8,393,0,8,3,4,4,5,0,10,0,39,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,4,0,6,0,0,0,0,7,0,4,5,0,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,8,3,10,8,6,0,4,0,4,0,34,4,9,0,0,4,6,0,0,0,20,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,5,0,0,0,23,0,7,4,0,0,0,0,0,0,12,0,0,4,0,4,0,0,0,0,15,6,10,0,3,12,5,4,3,0,44,0,6,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,14
201031016,90,206,124,110,390,302,90,181,38,1522,0,0,3,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,8,31,16,8,76,16,4,9,3,175,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,12,0,5,3,0,0,0,0,0,0,8,15,103,66,36,38,22,18,3,5,308,17,91,24,11,18,6,5,11,3,185,7,5,7,4,11,6,0,0,0,48,0,5,5,4,5,0,0,0,0,18,0,0,9,3,7,6,0,5,0,25,0,0,0,0,3,9,0,0,0,7,4,9,14,6,7,10,0,0,0,52,0,12,8,4,8,0,0,0,0,33,3,14,16,19,23,25,5,8,0,124,20,30,39,28,53,22,15,27,7,234,53,93,106,145,110,99,13,27,13,662,4,15,4,3,3,4,0,0,0,29,4,16,18,5,10,6,0,5,0,57
201031017,16,65,35,33,81,131,38,140,20,564,3,14,12,9,5,10,3,10,0,62,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,8,0,17,4,7,7,0,0,0,5,0,0,20,5,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,4,9,0,3,0,0,0,0,0,0,0,6,4,16,12,5,5,9,3,10,0,58,4,9,12,15,7,9,0,0,0,41,0,3,0,0,0,0,0,0,0,10,0,7,6,0,0,0,0,0,0,12
202011018,416,976,662,615,2252,2191,603,1141,162,9011,0,3,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,8,23,68,40,25,62,53,17,13,3,303,3,5,6,14,8,42,0,4,0,90,5,19,18,10,40,19,5,4,0,119,4,10,11,5,14,6,0,0,0,50,132,462,279,129,194,73,20,31,10,1329,119,452,183,91,97,70,14,29,13,1069,4,11,10,5,20,15,0,3,0,63,10,27,25,10,44,17,11,9,0,154,66,55,118,91,283,156,43,56,5,871,10,19,3,8,86,35,8,18,0,185,30,75,95,77,181,103,26,38,4,614,27,98,78,46,145,37,5,21,0,465,69,67,128,117,306,157,33,62,8,953,46,169,175,128,263,105,58,105,6,1049,426,705,1068,1087,1027,792,195,256,40,5575,19,68,33,18,27,14,3,0,0,196,46,110,103,45,87,39,14,14,0,467
202011019,47,167,93,80,272,263,71,162,26,1180,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,5,6,6,8,19,9,0,4,0,55,0,0,0,0,0,0,0,0,0,5,0,11,7,3,11,8,0,0,0,41,0,0,4,4,0,7,0,0,4,12,5,33,29,16,17,15,4,6,0,131,6,77,20,9,12,4,0,4,0,129,0,0,3,0,3,0,0,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,5,3,0,0,24,0,0,0,0,0,0,0,0,0,6,0,5,6,4,3,0,4,3,0,16,6,16,4,0,4,3,0,0,0,36,0,3,6,0,0,3,0,0,0,12,12,41,27,28,38,23,15,21,0,205,26,53,59,45,66,27,8,18,4,309,8,6,0,4,5,0,0,0,0,23,11,11,7,8,11,0,0,0,0,42
202011020,118,394,232,197,756,1018,317,646,59,3738,0,3,5,0,10,6,0,0,0,22,0,4,0,0,0,0,0,0,0,4,11,35,29,30,54,39,16,11,0,215,0,0,5,0,3,5,0,0,0,14,0,22,15,26,43,42,7,7,0,166,0,10,10,5,19,10,0,3,0,52,24,110,60,25,50,33,5,7,0,314,25,135,55,24,19,16,5,10,5,280,4,12,16,5,26,7,0,8,0,75,0,3,0,0,0,0,0,0,0,12,7,9,21,3,21,0,0,0,0,58,0,0,0,3,8,8,0,5,0,26,8,29,26,17,41,27,7,12,3,170,6,35,19,6,5,3,0,4,0,80,3,14,19,8,45,17,11,8,0,130,13,58,61,45,57,34,20,40,0,323,58,139,209,170,137,112,16,33,3,881,0,13,5,3,5,3,0,0,0,34,6,29,23,11,22,17,5,5,0,120
202011021,28,110,61,46,204,199,68,134,7,864,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,4,5,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,3,0,4,0,30,0,0,0,0,3,0,0,4,0,12,3,5,10,10,3,0,0,0,0,38,6,26,3,0,10,0,0,0,3,45,0,0,5,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,13,13,11,15,10,3,4,0,73,5,9,11,6,8,5,0,0,0,36,4,8,3,0,3,5,0,0,0,27,28,70,90,24,114,46,20,52,0,446,9,46,43,28,44,12,0,10,5,210,0,4,0,0,0,0,0,0,0,6,4,8,12,0,0,3,0,0,0,23
202011022,134,466,332,251,814,867,282,569,58,3771,0,4,0,0,0,0,0,0,0,7,0,4,0,0,4,3,0,3,0,11,4,26,13,16,28,20,6,6,0,110,0,0,0,0,0,7,0,0,0,7,0,21,19,13,28,21,0,13,0,119,0,3,8,10,6,11,4,3,0,40,48,271,154,61,118,52,9,15,14,747,36,184,52,20,23,15,4,8,8,348,5,23,19,5,15,15,0,9,5,99,3,4,3,4,10,3,0,4,0,35,6,8,5,3,14,9,0,4,0,37,0,5,6,0,16,5,0,4,0,31,3,15,12,10,19,6,0,0,0,65,7,20,10,3,9,5,0,3,0,57,3,17,16,6,27,22,8,8,0,100,20,63,86,64,92,46,30,38,3,443,57,145,231,164,186,67,17,41,3,905,7,31,14,10,5,4,0,0,0,63,9,35,24,16,9,11,3,9,0,113
202011023,18,47,20,16,73,115,24,74,3,386,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,9,4,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,6,4,23,6,3,10,4,0,0,0,44,7,9,0,0,0,5,0,5,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,8,26,27,25,44,28,16,38,3,210,5,7,11,5,3,5,0,0,0,31,0,0,4,0,0,0,0,0,0,9,4,10,4,0,0,0,0,0,0,21
202011024,26,84,43,52,151,172,49,94,14,684,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,14,8,11,0,8,0,0,0,51,0,0,0,0,0,0,0,0,0,6,3,45,24,14,13,3,4,7,0,107,0,5,9,6,0,0,0,0,0,17,0,4,7,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,0,0,0,15,0,0,3,0,0,0,0,0,0,3,4,16,10,6,13,6,0,3,0,54,0,10,9,0,3,4,0,5,0,31,0,4,0,0,18,9,3,0,3,36,9,62,52,27,55,34,20,19,0,275,6,23,21,6,24,15,4,0,0,112,0,0,4,0,3,0,0,3,0,14,3,15,9,4,3,0,0,0,0,40
202011025,99,178,130,130,538,553,176,339,29,2172,4,4,6,0,6,5,3,0,0,31,0,0,0,0,0,4,0,7,0,13,4,17,10,5,17,19,5,5,0,79,14,0,14,17,13,8,3,4,0,68,0,10,4,5,4,8,0,3,0,33,6,3,7,3,10,12,0,3,0,42,23,74,61,29,70,38,4,12,4,306,15,58,18,15,13,3,0,6,0,133,0,5,5,3,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,17,0,0,3,0,0,0,0,0,0,11,0,13,4,3,14,11,4,8,0,58,0,14,5,3,3,0,0,0,0,38,12,3,13,23,60,26,6,3,0,155,21,47,75,37,79,48,16,22,9,348,6,36,36,33,49,19,0,9,0,197,0,11,8,5,16,0,0,3,0,43,3,15,5,10,9,4,0,4,0,51
202021026,46,81,69,49,381,281,101,176,26,1203,0,12,8,6,15,3,0,0,0,55,0,0,0,0,0,0,0,0,4,0,10,16,13,14,93,65,7,24,3,239,0,0,0,0,0,3,0,0,0,3,5,15,6,0,0,10,0,0,0,36,0,0,0,0,0,0,0,0,0,7,3,9,5,3,0,10,0,6,0,29,10,14,10,0,0,11,0,0,0,33,0,5,5,0,0,3,3,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,8,3,5,6,0,3,0,27,0,5,3,0,0,0,0,0,0,8,0,0,0,5,4,4,0,0,0,14,3,25,10,10,5,5,3,9,0,71,0,15,8,4,8,6,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,18
