POW_SA2_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
205031087,15,0,0,0,0,15,70,0,7,0,0,73,72,4,8,0,0,81,64,11,15,0,0,90,63,15,25,4,0,111,67,24,18,0,0,109,50,22,22,0,4,98,69,20,34,6,4,130,58,19,35,8,6,114,37,23,37,3,0,97,14,13,28,7,3,59,3,3,21,7,0,39,0,5,9,4,0,15,579,149,253,37,20,1043,60,0,0,3,0,66,31,0,3,0,0,36,21,0,5,0,0,30,16,0,5,0,0,19,15,0,4,0,0,18,10,0,5,0,0,19,14,0,8,0,0,28,16,3,11,0,0,35,28,7,21,3,0,59,30,6,21,3,0,56,20,4,17,8,5,60,11,6,11,9,7,42,0,3,8,10,0,20,264,43,119,38,13,477,47,11,11,8,5,84,22,6,3,0,7,48,911,211,395,88,45,1652,10,0,0,0,0,10,23,0,0,0,0,26,41,0
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13,4,0,0,0,0,7,0,0,0,0,0,0,18,8,4,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,43,0,0,0,0,43,63,0,0,0,0,69,75,4,8,0,0,87,82,20,16,5,0,113,91,20,15,3,4,129,70,21,13,0,4,102,66,23,29,5,0,117,80,19,29,4,0,131,59,10,25,5,0,99,37,18,29,6,0,92,17,6,29,12,0,63,5,7,6,5,5,26,0,4,6,3,3,16,679,141,204,43,24,1090,44,0,3,0,0,45,30,0,4,0,0,29,28,0,0,0,0,22,15,3,0,0,0,17,15,4,8,0,0,29,13,0,0,0,0,24,7,5,5,3,0,23,11,6,12,0,0,29,9,4,3,0,0,23,23,5,16,0,0,48,13,6,10,0,0,35,9,6,8,6,0,28,3,0,9,3,3,18,216,40,82,24,9,361,27,6,6,10,0,56,28,0,3,4,7,41,948,185,294,76,40,1544,10,0,0,0,0,10,33,0,0,0,0,33,42,0
205031090,56,0,0,0,0,56,126,0,3,0,0,125,144,0,9,0,0,153,157,13,12,5,3,190,142,16,26,0,0,180,126,23,31,6,3,187,173,32,30,10,0,241,188,24,41,0,3,259,172,26,57,7,3,262,136,24,34,12,0,201,50,18,18,6,0,95,12,3,19,6,4,38,0,5,10,4,0,21,1465,189,279,51,27,2006,109,0,0,3,0,113,39,0,0,0,0,42,19,0,3,0,0,26,31,0,5,0,0,39,21,0,7,4,0,24,19,5,3,0,4,32,29,3,8,0,0,39,23,8,13,3,0,44,33,4,14,8,4,59,50,10,14,7,0,82,32,9,11,0,3,59,12,7,5,4,0,33,6,6,9,13,0,29,423,40,96,40,11,610,85,3,12,0,4,99,41,7,9,7,11,66,2014,235,397,97,51,2783,28,0,0,0,0,28,87,0,0,0,0,88,83,0
205031091,10,0,0,0,0,10,72,0,0,0,0,71,59,0,15,0,0,74,51,8,15,0,0,81,77,26,20,0,0,129,78,27,23,0,0,130,65,23,25,3,6,123,65,21,11,4,8,108,52,26,16,0,0,93,50,16,8,0,0,82,17,11,8,3,0,40,6,0,0,0,0,11,0,0,0,0,0,0,616,167,150,10,17,957,52,0,3,5,0,58,54,0,0,0,0,51,27,0,6,0,0,34,40,0,8,0,0,47,26,8,4,0,0,39,13,3,6,0,0,27,27,4,10,0,3,47,29,5,23,4,4,58,36,10,18,0,0,58,42,22,21,5,0,90,29,14,9,3,0,59,16,3,7,5,3,35,7,6,3,0,0,18,390,73,120,26,13,624,124,16,15,9,6,166,30,8,0,3,5,51,1168,259,292,43,36,1794,9,0,0,0,0,9,35,0,0,0,0,37,67,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0
205031093,63,0,0,0,0,63,153,4,10,0,0,168,217,6,21,0,0,247,221,24,28,0,4,287,177,44,48,0,4,273,193,38,43,5,3,285,196,52,39,9,0,300,205,48,52,6,7,321,170,28,42,5,9,255,122,23,30,3,6,197,33,16,20,8,3,73,11,4,11,11,0,35,0,7,10,3,0,24,1772,301,354,52,42,2525,187,0,3,4,0,191,115,0,4,0,4,120,77,5,3,0,0,84,51,3,13,0,0,61,54,3,17,0,0,78,57,4,10,0,5,80,56,13,21,3,0,87,61,12,18,0,0,95,56,14,21,3,5,99,78,13,33,0,4,131,41,10,31,11,4,102,18,11,17,3,0,62,13,7,17,8,0,43,864,97,204,32,25,1225,146,15,27,11,6,206,43,15,19,5,17,104,2832,430,607,105,95,4059,26,0,0,0,0,31,100,4,0,0,0,106,144,0
205041094,20,0,0,0,0,20,73,0,0,0,0,76,146,9,6,0,0,160,200,3,6,0,0,213,222,5,8,5,0,236,218,7,6,0,0,237,176,15,10,0,0,206,245,11,8,6,0,265,241,4,7,4,0,261,154,11,12,0,0,174,34,7,12,3,0,63,3,3,4,0,0,19,0,0,7,0,3,13,1733,75,90,23,13,1937,19,0,0,0,0,18,25,0,0,0,0,29,25,0,0,0,0,26,23,0,0,3,0,26,27,4,0,0,0,32,21,0,4,0,0,28,10,3,6,0,4,24,28,0,4,0,0,40,36,0,5,0,0,41,15,5,12,5,4,34,11,0,6,3,0,17,9,0,5,0,0,21,0,0,10,5,0,13,258,22,52,21,6,358,95,0,5,0,3,103,47,3,9,3,4,57,2131,99,155,45,19,2452,10,0,0,0,0,10,32,0,0,0,0,32,48,0
205041095,44,0,0,0,0,48,138,0,9,0,0,145,183,0,17,0,0,208,198,8,5,0,0,210,188,18,8,0,0,212,128,17,11,0,0,164,164,14,17,0,0,197,166,12,15,3,3,201,177,14,20,4,0,210,127,7,9,0,0,152,32,7,7,0,0,43,6,0,0,3,0,12,4,0,5,0,0,3,1560,100,120,11,14,1805,121,0,0,0,0,121,73,0,0,0,0,72,32,0,4,0,0,36,30,0,5,0,0,26,41,0,3,0,0,43,22,0,11,0,0,38,20,0,6,0,0,24,27,8,6,0,0,39,48,0,8,3,0,59,34,4,6,3,4,55,30,3,7,3,0,44,17,0,0,0,0,16,4,0,0,0,0,10,498,19,55,16,7,588,109,5,5,0,0,121,62,0,8,0,17,93,2228,121,187,34,38,2604,27,0,0,0,0,24,112,0,0,0,0,112,146,0
205041096,76,0,0,0,0,76,280,6,4,0,0,288,432,4,8,0,0,451,480,13,12,0,0,511,438,20,18,0,0,472,391,23,14,5,0,433,381,27,7,0,0,423,424,29,18,0,0,470,428,37,14,0,5,484,287,43,13,0,3,347,77,15,14,0,0,107,14,7,0,0,0,28,5,0,0,7,0,9,3720,226,126,6,17,4094,131,0,0,0,0,131,111,0,0,0,0,108,71,0,0,0,0,77,67,0,0,0,0,73,64,4,4,0,3,75,55,6,4,0,0,67,63,8,5,0,0,76,71,3,6,0,0,88,68,3,4,0,3,74,74,4,7,0,3,82,50,3,6,5,0,66,26,0,3,3,0,31,4,0,3,0,0,18,851,32,52,17,9,968,190,10,4,4,0,208,105,6,3,5,12,132,4867,271,182,32,43,5402,39,0,0,0,0,39,182,3,4,0,0,187,297,0
205041098,9,0,0,0,0,9,21,0,0,0,0,21,15,3,3,0,0,21,14,3,0,0,0,23,13,0,3,0,0,21,11,0,6,0,0,19,3,3,7,0,0,14,5,4,3,0,0,16,9,0,5,0,0,19,5,0,6,0,4,14,0,0,5,0,0,5,0,0,0,0,0,5,0,0,3,0,0,9,120,19,40,4,6,190,5,0,0,0,0,5,6,0,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,3,0,0,4,0,0,5,3,0,6,0,0,5,0,0,0,0,0,0,30,3,14,3,0,54,8,0,0,0,0,13,9,0,0,0,0,9,161,29,56,7,10,265,6,0,0,0,0,6,9,0,0,0,0,4,8,0
205041493,96,0,0,0,0,99,249,4,3,0,0,265,294,10,6,4,3,318,285,21,15,0,5,323,278,36,13,0,5,330,210,29,17,0,0,258,209,47,17,0,0,274,193,51,13,0,0,257,175,30,15,0,0,215,115,23,9,0,0,147,23,13,9,0,0,42,6,8,4,3,0,23,0,7,0,0,0,4,2136,263,118,11,16,2546,262,0,0,0,0,265,128,0,0,0,0,132,81,0,0,0,0,90,57,0,4,0,0,65,46,3,10,0,0,59,31,6,7,0,0,48,33,0,6,0,0,37,29,0,3,0,0,38,26,0,3,0,0,31,33,3,5,0,0,47,21,3,6,0,0,32,14,3,0,9,0,23,5,0,4,0,0,13,773,35,50,17,7,883,132,10,8,0,0,158,50,0,8,0,9,72,3099,316,189,30,32,3656,34,0,0,0,0,34,173,0,0,0,0,179,225,7
205041494,30,0,0,0,0,30,100,0,0,0,0,103,172,3,9,0,0,189,148,10,7,0,0,167,166,4,10,0,4,187,149,12,9,3,0,168,157,22,13,4,0,197,146,18,8,0,0,175,144,16,8,0,0,173,89,7,8,0,0,104,38,8,6,3,0,53,10,0,3,0,0,13,0,0,0,0,0,0,1351,109,81,10,7,1565,58,0,0,0,0,58,43,0,0,0,0,45,18,0,3,0,0,26,31,0,8,0,0,33,24,0,7,0,0,33,28,0,9,0,0,32,18,0,0,0,0,26,18,8,3,0,0,28,29,7,6,0,0,35,25,8,5,0,0,36,26,5,8,0,0,37,9,0,3,0,0,12,3,0,0,0,0,5,322,28,49,5,7,406,73,3,6,3,0,89,29,0,0,0,4,40,1784,143,140,17,17,2100,14,0,0,0,0,14,101,0,0,0,0,107,205,0
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,14,0,0,0,0,14,122,0,0,0,0,120,146,0,0,0,0,147,177,3,8,0,0,180,190,6,4,0,0,197,136,5,6,0,0,146,139,4,7,0,4,155,121,11,3,0,0,138,112,5,5,6,0,129,67,7,17,0,0,94,21,4,8,0,0,32,4,0,9,0,0,14,0,0,8,4,0,6,1237,47,77,18,8,1384,11,0,0,3,0,11,23,0,0,0,0,23,18,0,5,0,0,22,17,0,0,0,0,23,11,3,0,0,0,23,10,0,0,0,0,9,9,0,6,0,0,9,8,5,9,0,0,22,13,0,8,0,0,27,14,0,3,0,0,18,3,6,3,0,0,14,0,0,3,0,0,3,0,0,5,0,0,3,146,15,33,8,0,196,71,3,6,0,4,79,18,0,0,4,3,31,1474,60,110,28,17,1685,9,0,0,0,0,9,62,0,0,0,0,62,39,0
205051101,70,0,5,0,0,77,109,3,4,0,0,120,181,11,22,0,0,212,146,15,16,0,0,185,97,19,17,8,3,146,106,16,30,10,5,165,103,21,30,0,4,157,108,23,17,0,3,157,104,24,27,3,7,169,82,15,34,3,3,143,28,4,16,5,0,63,9,4,11,4,0,28,4,4,8,5,0,22,1161,173,242,43,31,1644,69,0,0,3,0,76,38,0,3,0,0,38,25,0,0,0,0,25,14,0,0,0,0,21,27,0,0,0,0,33,24,3,4,0,0,29,22,0,4,0,0,25,18,9,8,0,0,32,27,0,10,0,0,41,34,0,16,6,0,46,25,4,20,6,0,47,14,3,5,7,0,31,5,0,6,7,0,25,342,13,74,33,6,466,72,4,8,5,4,95,30,7,8,0,0,47,1605,190,334,76,43,2250,27,0,0,0,0,27,58,0,0,0,0,60,82,0
205051102,14,0,0,0,0,17,48,0,0,0,0,50,67,4,5,0,0,72,43,6,5,0,0,60,57,6,15,0,0,79,59,4,11,0,4,88,56,8,11,3,0,76,61,5,3,3,6,77,50,5,9,0,0,67,34,0,18,3,0,62,17,0,14,8,0,39,3,0,8,3,0,17,3,0,0,0,0,8,514,45,108,24,18,714,13,0,0,0,0,10,3,0,0,0,0,6,9,0,5,0,0,15,0,0,0,0,0,4,8,0,0,0,0,12,3,0,4,0,0,3,0,0,0,0,0,8,6,5,4,0,0,8,6,0,3,0,0,9,14,0,0,4,0,20,11,0,4,0,0,13,3,0,8,5,0,11,0,0,6,0,0,9,87,5,24,16,0,138,36,3,3,0,0,47,14,0,7,0,0,22,653,57,147,42,24,921,4,0,0,0,0,4,17,0,0,0,0,20,26,0
205051103,99,0,0,0,0,100,175,0,10,0,0,187,229,12,7,0,0,244,219,15,13,0,0,246,222,21,17,0,0,254,209,37,22,3,0,278,181,27,20,4,0,228,184,32,19,0,0,240,194,22,22,0,3,243,146,20,30,0,4,196,31,15,9,0,0,62,5,10,7,0,0,22,3,3,0,0,3,14,1905,216,170,15,18,2314,160,0,4,4,0,167,106,0,4,0,0,108,50,0,8,0,0,61,35,3,6,0,0,43,35,4,11,0,0,47,23,5,5,3,0,39,25,8,12,0,0,38,25,0,6,0,0,33,33,0,8,3,0,45,48,5,8,0,4,65,27,6,10,3,0,44,14,0,9,0,0,29,5,0,5,0,0,10,592,29,86,16,12,728,152,4,8,0,4,166,53,3,0,6,4,72,2700,247,261,31,35,3281,41,0,0,0,0,44,150,0,0,0,0,151,186,0
205051104,14,0,0,0,0,15,35,0,0,0,0,32,39,0,9,0,0,52,48,5,0,0,0,59,38,15,7,0,0,61,22,5,6,0,0,39,36,7,10,0,0,55,37,11,21,0,3,70,47,6,15,0,3,78,26,7,22,11,0,69,10,6,17,9,0,41,0,4,9,14,0,24,0,3,5,5,0,15,355,68,128,35,16,611,19,0,0,0,0,19,17,0,0,0,0,22,7,0,0,0,0,10,3,0,3,0,0,7,14,0,0,0,0,18,10,0,0,0,0,12,3,0,0,0,0,13,14,0,4,4,0,20,13,0,0,3,0,23,16,3,5,3,0,23,7,0,11,5,3,27,3,5,3,3,0,14,0,0,6,3,0,10,129,12,45,19,4,213,28,5,4,5,0,36,16,0,0,3,10,32,529,87,185,60,26,886,3,0,0,0,0,3,17,0,0,0,0,18,18,0
206011106,4,0,0,0,0,4,58,0,0,0,0,59,113,10,12,0,0,132,120,29,27,0,0,172,94,41,24,0,0,158,57,37,18,0,0,110,46,14,13,0,0,73,42,23,6,0,0,71,38,17,3,0,0,62,24,14,6,0,0,42,5,8,6,0,0,17,3,5,0,0,0,11,0,3,0,0,0,4,607,196,107,3,6,919,58,0,0,0,0,58,87,6,4,0,0,99,91,3,10,0,0,102,59,3,31,0,0,96,37,6,20,0,0,67,27,6,18,0,0,49,17,0,11,0,0,31,9,9,9,0,0,33,14,4,4,0,0,20,17,3,0,4,0,26,9,8,5,0,0,22,8,3,3,0,0,10,0,0,0,0,0,5,435,48,121,9,3,623,51,3,10,0,3,71,17,0,6,0,5,27,1110,248,244,17,12,1644,3,0,0,0,0,3,40,0,0,0,0,40,104,0
206011107,0,0,0,0,0,0,19,0,3,0,0,22,39,7,4,0,0,51,45,6,14,0,0,64,40,18,11,0,0,65,28,20,12,0,0,60,25,19,13,0,0,57,34,18,8,4,0,66,24,12,6,0,0,49,18,10,4,0,0,26,5,6,0,0,0,11,0,0,0,0,0,3,0,0,4,0,0,5,269,106,88,6,7,475,10,0,0,0,0,11,50,0,0,0,0,53,27,0,18,0,0,46,20,7,12,0,0,37,16,5,12,0,0,35,13,0,5,0,0,20,4,0,9,0,0,20,11,7,7,0,0,26,7,4,10,3,0,27,7,4,8,0,0,13,6,3,3,0,0,22,0,0,4,0,0,5,0,0,3,0,0,4,172,35,100,7,4,318,19,5,13,0,0,31,7,4,0,0,4,19,468,145,204,15,13,844,0,0,0,0,0,0,14,0,3,0,0,16,57,4
206011109,3,0,0,0,0,3,17,0,0,0,0,17,30,8,5,0,0,35,23,10,16,0,0,41,25,8,5,0,0,39,28,7,9,0,0,42,19,14,3,0,0,40,24,12,11,0,0,48,19,15,5,0,0,40,7,10,4,0,0,22,3,4,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,200,88,53,6,0,346,25,0,3,0,0,27,15,0,4,0,0,25,15,0,4,0,0,20,19,0,0,0,0,19,3,0,3,0,0,7,8,5,10,0,0,18,6,5,6,0,0,15,5,5,3,0,0,16,9,3,13,0,0,18,12,5,9,0,0,21,3,0,6,0,0,8,4,3,0,0,0,15,0,0,0,0,0,3,116,28,48,3,0,203,19,6,11,0,0,38,6,0,0,0,0,10,342,125,120,11,5,594,4,0,0,0,0,4,24,0,0,0,0,24,38,0
206011495,6,0,0,0,0,6,63,4,3,0,0,71,168,14,12,0,0,198,150,28,34,0,0,215,144,37,17,4,0,204,109,25,18,0,3,155,87,31,16,0,3,141,93,29,15,0,0,138,101,28,10,3,0,138,66,20,12,0,0,97,27,7,7,3,0,40,8,7,6,0,0,18,0,0,0,0,0,4,1023,232,143,19,9,1419,54,0,0,0,0,57,116,0,7,0,0,125,107,0,18,0,0,133,65,3,17,0,0,87,41,9,15,0,0,69,23,3,7,0,0,36,27,4,14,0,0,50,23,9,9,4,0,38,32,8,11,6,0,47,23,5,8,0,0,42,7,5,7,5,0,21,6,0,5,0,0,18,7,0,4,3,0,11,529,57,122,21,6,738,68,3,12,0,0,83,38,4,10,0,5,50,1652,295,285,44,16,2293,5,0,0,0,0,5,83,0,0,0,0,90,158,3
206011496,17,0,0,0,0,17,147,4,0,0,0,149,288,13,12,0,0,315,288,32,40,0,0,356,247,57,36,0,0,336,229,49,18,5,5,297,195,52,25,0,0,273,204,50,20,5,5,280,182,46,12,3,0,245,86,25,15,0,0,132,29,12,7,0,0,51,12,13,0,0,0,33,3,9,4,0,0,14,1930,365,185,20,10,2507,123,0,0,0,0,126,272,0,11,0,0,284,239,5,32,0,0,271,141,10,21,0,5,169,98,3,21,3,0,127,63,12,19,3,0,98,59,18,11,5,3,95,58,9,9,8,0,81,37,9,11,0,0,56,36,3,6,6,0,56,27,9,5,3,0,45,14,6,6,0,0,26,3,3,8,0,0,11,1163,89,156,23,8,1436,164,7,24,8,0,202,34,9,3,0,3,49,3289,466,365,52,26,4195,10,0,0,0,0,10,81,0,4,0,0,86,231,12
206011497,8,0,0,0,0,9,87,6,0,0,0,92,169,5,11,0,0,185,203,21,27,0,0,244,167,33,21,0,0,219,146,21,22,3,0,197,118,31,18,5,0,171,95,35,21,5,0,149,85,34,18,0,0,133,59,20,10,0,0,84,17,11,9,0,0,38,4,0,3,0,0,10,0,6,0,0,0,6,1157,199,158,16,9,1539,82,0,0,0,0,88,143,3,12,0,4,166,102,4,16,0,0,123,70,11,15,0,0,97,54,12,25,0,0,84,46,7,12,3,0,67,33,9,12,0,0,52,43,4,13,0,0,57,28,6,7,6,0,60,30,5,9,0,0,48,17,5,3,0,0,29,16,0,3,4,0,22,7,3,3,0,0,17,681,68,126,18,4,897,79,9,14,6,8,102,56,3,7,0,0,73,1974,284,304,38,14,2606,3,0,0,0,0,3,77,0,0,0,0,80,200,0
206011498,4,0,0,0,0,4,24,0,4,0,0,32,45,3,8,0,0,66,42,6,14,0,0,64,51,8,10,0,0,63,36,18,12,0,0,69,31,15,7,0,0,60,31,22,14,0,0,72,23,11,15,0,4,48,21,7,3,0,0,36,4,5,0,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,326,102,88,7,0,525,43,0,0,0,0,44,39,0,0,0,0,48,20,0,7,0,0,33,21,0,9,0,0,35,21,5,9,0,0,33,17,0,8,0,0,27,13,5,13,0,0,32,8,7,8,0,0,24,7,6,10,0,0,26,17,6,6,0,0,22,8,5,4,0,0,17,5,0,5,0,0,10,0,4,0,0,0,5,209,36,89,7,4,346,13,0,8,0,0,29,16,4,4,0,5,23,562,140,190,13,12,926,4,0,0,0,0,4,29,0,0,0,0,28,77,0
