POW_SA2_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
206031501,41,87,55,25,49,13,0,9,0,281,38,81,44,15,45,6,4,8,4,241,27,77,27,6,18,5,0,3,4,170,65,115,28,9,21,9,0,7,0,249,18,44,7,0,11,0,0,0,0,77,49,77,7,0,9,4,0,0,0,154,6,10,6,3,4,3,0,5,5,40,379,778,408,629,438,372,39,276,47,3368,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
206031502,31,111,40,23,54,27,3,8,8,305,25,149,44,20,37,23,4,6,3,313,29,124,21,4,15,8,0,4,0,211,76,256,34,6,33,15,4,0,3,433,22,48,0,0,3,6,0,0,0,84,47,86,10,3,7,22,0,0,4,178,7,7,5,5,4,9,0,0,3,32,409,1157,439,565,494,368,66,205,35,3749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
206041117,193,555,130,81,196,41,21,36,15,1269,238,563,74,42,140,46,13,22,13,1145,167,467,60,32,84,19,3,20,16,864,425,741,58,27,80,33,3,14,15,1404,111,140,18,5,10,3,0,4,7,299,227,262,10,7,12,6,5,5,6,538,10,14,4,18,6,12,0,3,13,71,1915,3867,1032,1501,1343,714,145,673,150,11346,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,8,0,0,0,4,0,0,0,0,6,14,0,0,0,0,3,0,0,0,4,13,0,0,0,0,0,0,0,4,7,14,0,0,0,0,0,0,0,0,8,21,0,6,0,0,0,0,0,0,0,8,0,8,0,3,3,0,0,3,5,18,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,8
206041118,538,2625,316,127,2534,261,37,90,110,6640,776,3430,312,91,2107,258,51,55,112,7194,813,3437,270,47,1390,154,28,51,76,6260,3579,10769,569,68,2219,325,175,80,187,17963,1899,3170,107,16,593,82,89,15,50,6026,4499,4541,159,19,1093,147,28,16,82,10585,52,114,19,14,99,5,14,10,60,382,13013,31340,2551,1570,15373,2582,617,1381,1024,69440,0,8,4,0,0,0,0,0,22,40,0,0,0,0,5,5,0,0,22,32,0,0,0,0,0,7,0,0,3,19,0,4,6,7,4,0,0,4,27,46,0,4,3,5,0,0,0,3,25,42,0,0,0,4,4,3,8,8,30,57,0,0,3,10,6,0,4,5,31,62,3,9,7,9,14,0,4,9,31,75,7,11,4,3,4,5,4,3,47,93,3,11,0,3,6,3,0,0,32,63,5,20,4,0,9,0,0,0,21,57,0,11,3,4,0,0,0,0,20,43
206041119,202,653,120,113,365,23,10,31,21,1542,256,616,89,82,270,27,5,17,15,1388,209,603,60,43,131,16,8,20,18,1112,599,1055,126,77,165,32,18,16,22,2103,214,219,7,27,26,11,9,4,5,516,508,587,9,101,38,15,12,5,12,1284,14,23,8,5,7,0,0,8,15,79,2291,4917,797,1564,2138,345,123,612,211,12998,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,7,13,0,0,3,0,0,0,0,5,8,14,4,3,0,0,0,0,0,0,6,19,0,8,3,0,0,0,0,6,7,21,0,0,0,0,0,0,0,0,8,11,0,6,0,0,0,0,0,0,3,17,0,5,0,0,0,0,0,0,0,8
206041120,14,28,16,21,35,7,0,7,0,132,20,49,18,15,17,5,0,7,0,136,26,28,10,8,3,0,0,0,0,80,42,58,5,26,8,4,0,5,0,145,19,25,0,3,3,0,0,0,0,52,40,17,3,9,3,0,0,0,0,76,0,0,0,3,0,0,0,0,0,14,201,249,107,192,140,104,12,199,13,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,64,141,130,37,87,29,35,31,12,563,69,124,75,22,51,21,14,23,7,401,68,110,46,6,24,3,8,21,0,289,141,156,62,8,28,29,17,30,4,477,62,40,10,0,13,9,5,10,5,144,116,72,22,0,9,15,0,0,0,235,7,5,12,4,5,3,0,11,0,44,723,964,814,386,531,267,256,511,49,4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,6,10,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
206041124,114,579,181,81,164,13,32,57,16,1236,172,790,129,53,170,11,17,53,18,1408,181,721,75,35,89,3,13,34,10,1154,517,1053,92,17,94,10,7,27,11,1835,122,141,16,4,9,3,0,7,5,312,277,315,10,0,13,3,0,6,8,628,11,33,9,11,6,7,0,3,13,91,1590,4773,939,996,1147,181,172,838,158,10811,0,0,4,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,8,7,0,0,0,4,0,0,0,0,6,12,0,0,0,0,0,0,0,0,8,10,0,0,0,3,0,0,0,0,8,16,0,0,0,3,0,0,3,3,6,16,0,0,4,0,0,0,0,0,14,26,4,6,4,0,0,0,3,0,17,38,0,7,0,5,0,0,0,9,9,31,0,11,6,0,0,0,3,0,16,33,0,7,0,0,0,0,0,0,6,17,0,4,0,0,0,0,0,0,5,9
206041125,132,530,126,80,267,67,6,36,11,1247,195,605,91,45,175,54,5,14,20,1196,184,634,53,20,120,30,5,9,12,1059,577,1491,104,21,171,78,0,25,21,2491,276,378,25,0,44,33,5,0,3,771,752,667,39,7,68,53,6,10,22,1619,10,33,6,9,3,6,0,6,10,90,2380,5182,806,1106,1664,620,67,676,156,12641,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,3,7,11,0,3,6,0,0,0,0,0,3,14,0,0,0,0,0,0,0,9,3,14,0,3,0,0,7,0,0,0,12,24,0,3,4,4,4,0,0,0,13,27,0,3,0,0,0,0,0,0,9,17,0,3,0,0,4,0,0,0,3,15,0,5,0,0,0,0,0,0,6,13
206041127,23,36,37,18,90,14,194,57,7,489,47,37,45,9,80,16,195,49,9,478,45,47,39,0,49,12,178,88,15,469,122,93,118,0,65,17,309,186,7,918,62,34,62,0,14,3,53,36,4,262,120,21,81,0,16,7,20,24,6,294,5,0,4,4,8,0,9,4,3,32,495,319,485,67,497,112,1420,585,68,4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,6,9,0,0,3,0,0,0,0,0,7,10,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
206041503,904,2724,518,318,1632,392,29,98,104,6711,994,3454,429,188,1458,303,15,73,81,6992,957,3226,338,90,958,197,24,65,72,5922,3569,8824,621,112,1503,365,66,104,175,15345,1834,3034,164,19,369,115,20,28,62,5641,4938,6539,154,26,657,410,35,32,145,12934,57,126,20,18,43,37,5,19,56,393,15150,31604,4476,4428,10733,5967,534,2407,1056,76349,3,3,3,4,3,0,0,3,49,74,5,0,0,0,0,7,0,4,22,37,0,0,0,3,3,5,0,4,26,42,0,0,5,6,8,0,0,4,30,55,0,3,4,3,6,0,0,5,36,58,0,3,4,13,0,3,0,14,41,69,5,4,0,7,5,0,0,9,36,65,3,9,7,10,16,3,4,7,38,101,0,14,11,3,6,0,7,0,57,99,3,21,4,0,7,0,0,6,20,62,4,17,7,0,3,0,0,0,42,67,5,12,0,0,5,0,0,0,20,47
206041504,285,714,142,56,525,148,4,43,36,1954,271,775,135,46,371,97,0,40,18,1750,230,672,88,13,209,73,13,34,15,1354,771,1658,181,29,246,106,16,62,23,3102,340,449,51,0,45,23,4,26,5,946,694,664,65,0,68,69,10,24,20,1624,15,46,8,6,21,10,0,10,16,129,3404,6142,1358,1305,3407,2373,168,1150,252,19552,0,0,0,4,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,7,0,0,0,3,0,0,0,0,5,13,0,0,0,5,0,0,0,3,11,20,0,4,0,0,0,0,0,3,16,20,0,4,0,3,5,0,5,0,10,27,0,0,0,0,0,0,0,0,16,17,0,8,0,0,7,0,0,0,20,36,0,4,0,0,0,0,0,0,15,18,0,5,0,4,0,0,0,0,9,14,0,4,0,0,0,0,0,0,6,16
206041505,957,4608,509,261,2864,335,42,114,143,9824,1190,5174,501,157,2209,327,55,86,108,9801,1255,4640,423,68,1270,200,79,78,99,8110,4522,12786,848,82,1863,478,406,123,193,21306,2144,3722,205,18,426,140,134,27,62,6881,5369,8209,219,29,751,397,62,45,118,15205,67,181,36,16,86,16,15,24,57,503,17341,45841,4398,3111,18302,3439,1104,2545,1268,97338,0,0,3,0,7,0,0,4,41,51,0,6,0,4,0,3,0,0,13,33,4,4,0,4,4,0,0,5,30,51,0,0,7,5,3,0,0,8,26,56,0,4,5,8,4,4,0,5,35,60,0,5,4,4,5,3,6,3,35,63,3,6,10,8,10,5,0,8,37,83,4,5,12,0,7,7,8,9,60,111,8,21,12,5,11,0,0,8,44,102,0,20,5,0,10,0,0,4,44,90,5,15,9,0,9,0,0,0,22,56,11,18,0,0,9,0,0,0,22,53
206041506,182,434,155,86,224,41,23,51,8,1211,180,425,147,41,142,39,17,49,24,1053,166,273,109,26,71,26,15,47,9,740,410,495,177,24,96,38,17,72,9,1330,122,107,40,13,17,3,6,21,5,340,282,197,55,32,19,14,25,13,12,643,11,19,15,6,8,5,0,14,5,84,1758,2926,1482,843,1335,480,368,834,157,10184,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,10,5,0,0,0,0,0,3,3,7,21,0,0,0,0,3,0,0,5,10,16,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,7
206041507,4,6,0,3,0,0,0,5,0,14,6,3,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,17,33,15,0,6,7,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,369,1007,258,508,494,169,15,65,41,2925,422,1230,219,504,373,157,7,40,58,3021,370,996,181,163,218,100,7,31,28,2093,1300,2566,266,167,330,172,4,44,37,4886,572,753,59,7,87,54,0,9,7,1553,1699,1671,63,15,149,152,4,9,39,3803,23,35,16,26,18,14,0,7,23,153,5372,9461,1893,4037,2860,1961,145,1247,372,27347,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,3,0,0,9,15,0,0,0,0,0,0,0,5,9,17,0,3,0,6,0,0,0,5,15,22,0,3,3,3,3,0,0,0,21,42,0,0,0,0,0,0,0,0,11,21,0,0,3,0,5,0,0,0,6,15,0,3,6,0,3,0,0,0,11,18,0,7,0,0,3,0,0,0,8,14
206041509,123,430,91,77,177,43,11,19,17,989,159,416,74,25,112,32,6,22,11,853,165,389,57,11,83,27,0,13,3,753,406,736,97,9,116,53,9,31,16,1472,164,178,16,0,35,19,0,8,0,422,390,322,29,0,51,39,0,3,9,839,11,20,5,6,4,4,0,4,8,55,1676,3358,633,539,1414,511,79,384,141,8742,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,6,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,3,7
206041510,50,248,84,15,112,29,14,10,12,581,88,285,83,22,88,17,14,15,9,610,93,229,58,10,49,19,4,20,4,491,239,381,100,12,67,19,7,20,9,862,71,64,12,3,14,5,0,0,0,177,146,134,14,6,10,4,0,5,0,320,4,4,8,0,3,5,0,4,4,30,865,1738,637,275,753,206,114,264,76,4931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,3,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
206051128,286,699,148,77,314,94,0,21,19,1658,342,744,131,60,196,89,0,25,14,1606,274,599,100,31,125,60,4,14,10,1212,820,1196,148,27,144,130,3,23,22,2516,346,312,38,10,33,29,0,12,14,788,939,691,50,11,78,89,0,9,34,1905,15,35,10,8,14,5,0,4,12,89,3562,5592,1107,1028,2085,995,70,427,192,15044,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,6,6,0,0,3,5,4,3,0,0,9,17,0,0,0,0,0,0,0,0,11,18,0,0,3,0,0,0,0,0,4,20,3,3,0,0,0,0,0,0,4,13,0,3,0,0,4,0,0,0,0,12
206051129,27,78,47,19,20,15,6,7,5,220,35,92,32,14,21,14,0,3,3,208,35,57,22,9,11,11,0,5,7,153,75,121,23,0,18,12,0,0,3,254,27,39,0,0,5,3,0,0,5,86,52,78,3,5,6,7,0,0,5,155,0,0,0,0,0,4,0,0,0,17,377,728,353,395,198,241,36,118,38,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3
206051130,73,111,54,43,61,24,16,10,8,395,77,115,44,22,54,25,7,16,4,373,63,87,32,9,26,16,3,3,11,253,121,171,48,16,38,26,9,9,9,442,38,69,9,7,14,6,0,0,3,142,117,131,5,0,20,18,0,3,11,311,10,3,0,0,0,0,0,9,3,27,723,1020,460,615,450,372,89,241,63,4033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
206051134,54,118,51,35,25,27,10,9,6,326,48,92,34,9,19,11,0,3,0,225,41,75,18,3,9,11,3,0,0,164,76,151,25,4,12,9,3,5,0,283,28,33,8,5,0,6,0,0,0,76,58,88,0,0,11,8,0,0,6,172,3,4,8,4,3,0,0,3,10,31,496,894,415,457,260,356,76,222,43,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
206051511,435,899,626,80,651,184,274,188,43,3382,528,993,625,44,443,201,194,162,39,3226,497,767,569,22,245,152,116,117,30,2511,1550,1833,938,22,366,245,153,228,37,5374,569,398,160,5,79,52,25,59,13,1360,1332,481,103,7,69,87,20,31,22,2148,30,20,44,7,20,19,20,15,25,193,5591,6666,4549,646,3836,1757,2715,1959,386,28119,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,3,0,0,4,5,0,0,3,6,0,0,0,0,3,17,0,0,0,0,0,0,0,3,12,19,0,0,0,0,0,0,0,0,10,18,0,4,0,4,0,0,0,4,19,34,0,0,0,0,3,0,0,4,13,26,0,4,4,3,0,0,7,5,24,44,4,3,4,4,4,0,4,0,23,47,0,0,0,0,0,0,3,0,10,18,3,9,0,0,0,0,0,3,8,23,0,4,0,0,0,0,0,0,6,12
206051512,335,962,230,128,480,161,17,46,31,2387,388,902,165,65,365,137,8,56,28,2108,316,746,133,32,211,77,13,50,22,1608,999,1705,233,31,249,204,14,85,35,3560,408,429,51,10,63,51,3,29,9,1060,1031,721,48,9,77,116,4,10,11,2039,18,35,14,4,12,13,3,6,21,125,4158,7170,1576,1391,3146,1650,178,913,265,20438,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,9,0,0,0,0,4,0,0,0,3,13,4,0,0,0,0,0,0,0,11,21,0,0,3,0,4,0,0,0,12,16,0,3,0,0,0,0,0,0,12,26,0,0,3,0,3,0,0,0,10,23,0,0,0,0,5,0,0,0,8,18,0,4,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,0,10
206051513,67,232,64,41,75,44,5,3,13,543,77,242,47,18,60,40,4,5,3,498,69,153,24,14,21,13,0,6,0,295,184,328,45,8,38,19,0,3,11,644,52,65,4,0,7,5,0,0,0,139,133,126,4,4,8,22,0,9,6,320,0,3,3,7,5,0,0,5,3,29,790,1754,454,532,573,325,46,169,64,4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
206051514,148,372,91,75,150,49,8,12,8,914,168,327,68,42,97,23,5,12,6,754,146,266,46,13,63,10,0,12,9,574,432,587,66,20,87,30,3,10,17,1255,141,168,11,6,24,6,3,0,5,369,436,329,17,20,19,25,3,0,10,860,8,10,6,4,3,0,0,0,7,36,1851,2783,758,1144,956,584,132,375,110,8698,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,4,14,0,5,0,4,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7
206061135,86,146,86,58,76,54,8,17,4,527,88,161,41,41,69,39,5,7,3,459,60,126,23,13,22,32,9,3,4,299,129,294,29,16,39,43,6,3,5,563,60,81,5,4,15,21,0,0,3,176,158,164,4,4,18,58,0,0,16,409,9,10,4,9,4,10,0,8,5,56,893,1414,555,842,604,920,85,338,70,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
