POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
203031051,12,36,26,28,35,36,3,6,4,188,15,23,19,18,49,65,9,11,5,209,4,14,16,11,35,29,10,17,5,140,0,10,10,9,36,28,6,13,0,116,4,0,5,6,27,24,8,5,0,81,4,9,8,6,19,49,10,18,0,125,0,0,0,0,0,8,3,4,0,18,0,8,8,0,7,10,5,16,0,42,0,3,6,0,6,0,0,0,5,17,128,394,259,143,258,294,57,107,30,1676
203031052,24,42,40,41,44,30,8,3,0,232,20,31,51,37,60,34,4,20,0,256,6,17,18,14,40,46,10,23,3,174,3,19,16,21,45,26,12,25,9,169,5,10,15,22,34,26,13,19,3,147,16,11,6,12,49,46,17,41,0,192,0,3,0,0,4,9,3,14,0,42,3,7,8,6,3,14,3,33,0,80,4,5,6,3,0,0,0,0,8,23,191,462,325,193,311,273,75,195,40,2057
203031053,47,115,175,144,225,155,22,30,11,920,30,65,135,83,257,231,43,69,10,927,27,51,60,78,207,191,48,71,11,744,25,35,44,51,176,201,50,102,8,690,9,31,31,31,93,128,32,84,0,438,18,38,25,29,111,188,58,139,4,613,5,11,9,12,26,35,18,59,0,171,8,21,23,15,26,45,23,110,3,275,0,8,4,6,8,16,4,7,23,78,496,1748,1116,647,1289,1341,309,725,114,7788
203031489,13,34,44,32,69,46,6,6,0,264,9,30,30,30,81,55,14,11,0,273,7,24,35,14,45,46,21,29,0,220,4,14,13,24,38,40,14,34,0,171,3,9,13,4,26,38,11,17,3,131,6,9,12,10,34,40,33,45,0,182,0,5,3,0,0,9,0,8,0,35,4,7,3,3,9,23,7,29,6,90,0,7,0,0,3,6,0,4,4,19,171,573,342,198,355,364,115,208,37,2354
203031490,21,77,111,95,128,93,14,23,8,582,21,60,78,88,138,159,23,40,9,610,14,40,61,41,101,120,23,57,3,456,20,26,24,39,71,106,39,50,5,385,8,7,14,15,45,72,22,52,0,247,12,16,20,24,47,124,41,84,3,369,0,0,4,10,13,23,10,25,0,84,5,15,15,7,14,32,8,42,0,137,7,8,5,0,3,8,0,0,18,55,302,1317,843,479,710,851,199,414,96,5213
204011054,26,40,63,55,97,58,10,19,6,376,27,23,46,46,123,110,21,49,6,436,9,10,22,21,83,61,17,36,0,264,9,8,11,14,57,61,16,39,0,225,8,4,9,0,30,39,11,29,0,134,9,3,8,9,33,44,19,52,3,176,0,0,0,0,4,8,0,5,0,28,3,6,5,10,0,15,6,13,4,49,3,7,0,8,6,7,0,0,14,50,213,434,333,271,532,495,129,315,59,2777
204011055,20,27,48,47,64,66,8,32,8,317,7,14,29,32,86,91,13,45,9,325,13,10,14,21,28,46,16,34,3,183,7,4,7,7,28,43,14,29,5,140,0,5,5,3,18,25,4,25,0,92,8,7,4,0,17,35,11,44,0,115,0,4,0,0,0,0,5,13,0,30,4,4,0,6,0,7,6,28,3,67,0,3,0,3,0,12,0,10,8,41,120,374,278,239,320,443,90,363,60,2281
204011056,13,47,89,87,159,98,22,31,11,563,36,36,59,60,173,172,34,61,12,642,16,15,35,56,133,140,33,70,3,494,24,23,17,34,94,116,39,76,10,426,9,9,8,20,52,71,18,56,3,252,14,12,14,17,60,110,47,138,0,419,0,0,0,4,10,20,8,22,0,59,0,3,0,9,9,14,9,36,0,78,0,11,10,0,7,3,0,0,30,77,266,842,634,439,809,846,230,561,107,4740
204011057,19,75,113,90,114,126,34,54,15,638,30,52,82,80,149,154,51,87,0,685,18,28,41,34,95,95,32,68,8,423,16,13,31,29,60,67,31,64,5,327,12,15,5,10,38,47,29,63,5,222,15,12,11,16,30,73,24,130,6,325,6,5,3,8,6,12,4,23,0,64,4,15,3,5,4,11,14,49,4,109,0,8,0,5,3,10,0,6,23,59,284,883,698,421,652,719,244,639,109,4652
204011058,14,15,29,15,97,62,12,32,3,284,11,17,28,15,75,82,14,36,4,267,5,10,13,13,29,63,15,35,0,178,3,9,8,3,35,50,11,32,0,143,3,8,7,6,9,21,6,22,0,83,4,0,5,9,16,33,13,30,0,109,0,0,0,0,0,5,0,5,0,24,0,5,0,5,9,14,4,15,0,54,0,0,0,3,0,7,0,7,5,25,88,270,207,119,337,399,92,254,29,1796
204011059,20,33,56,81,110,68,18,18,11,409,15,25,38,47,142,109,22,45,9,452,13,8,25,26,72,82,14,36,6,278,16,5,9,26,74,64,15,48,4,258,8,3,0,12,39,46,14,22,0,153,15,6,9,7,47,87,21,60,8,254,0,0,0,4,4,15,6,12,0,49,0,3,3,3,0,9,0,11,0,39,0,3,4,6,4,3,0,0,12,32,179,546,423,338,575,542,133,290,75,3100
204011060,11,10,25,10,65,64,22,38,0,238,12,19,21,15,89,109,31,55,9,355,14,15,15,9,74,91,44,48,4,309,18,9,6,3,42,98,36,67,3,288,14,6,3,5,29,80,29,49,4,205,12,4,9,0,29,88,39,76,0,259,0,0,0,0,3,8,4,19,0,38,0,5,0,4,0,13,3,22,0,47,0,4,0,0,3,0,0,5,3,20,107,176,161,81,388,609,234,422,40,2213
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,3,10,7,3,14,0,38
204011062,7,10,23,16,18,24,10,16,0,129,10,9,28,13,16,27,6,24,0,141,9,7,7,11,10,15,8,20,0,93,0,5,9,6,13,15,10,15,0,86,4,3,0,7,8,12,8,14,0,58,9,11,3,0,9,10,6,30,0,74,0,0,0,0,0,0,0,10,0,17,0,0,6,3,0,0,8,9,0,38,0,6,6,3,0,3,0,0,0,24,88,242,176,115,127,158,63,181,18,1163
204021063,24,55,88,96,203,161,28,50,21,731,32,38,46,78,189,218,43,81,16,746,24,23,30,53,125,142,38,87,8,526,27,16,24,30,110,126,47,76,4,461,18,10,10,11,70,90,20,82,9,319,18,10,15,17,93,142,57,161,4,512,5,0,0,0,4,15,3,36,0,66,5,6,5,9,5,21,6,63,3,111,5,5,4,3,7,3,0,8,24,59,277,750,562,450,980,1032,269,722,132,5182
204021064,4,9,14,11,20,30,0,25,0,107,4,5,8,14,25,28,9,13,3,109,0,3,4,10,17,9,7,31,0,86,4,9,4,5,9,10,5,13,5,67,0,5,0,0,8,4,3,15,0,40,0,0,3,7,5,11,5,19,3,59,0,0,0,0,0,3,0,6,0,9,0,0,3,0,0,3,0,13,0,22,0,0,0,0,0,0,0,11,3,18,49,104,104,70,109,142,52,223,21,867
204021065,8,16,28,12,45,33,8,14,0,162,23,13,18,11,59,77,14,26,0,234,17,3,4,4,48,60,8,21,4,179,17,3,9,8,19,76,16,16,0,176,6,0,11,3,13,48,11,20,4,114,8,0,4,6,19,42,16,34,0,138,4,0,0,0,3,4,5,12,0,29,0,3,0,0,0,3,3,6,0,13,0,0,3,0,5,4,0,0,4,17,145,203,166,90,243,392,90,202,22,1544
204021066,73,124,235,246,523,307,47,61,15,1631,70,72,196,233,501,415,97,119,16,1726,50,33,98,165,326,299,92,112,8,1176,42,20,56,110,220,261,84,127,8,923,25,25,36,72,130,182,60,123,0,652,60,14,38,67,125,254,126,202,5,888,5,7,9,5,15,30,18,54,0,138,14,10,8,11,25,43,17,79,0,209,8,6,13,6,13,14,6,6,34,103,615,1571,1449,1213,2284,2024,583,975,176,10898
204021067,11,28,36,29,88,75,16,55,3,340,9,24,36,31,104,82,25,87,10,412,5,16,21,10,48,66,12,44,3,230,11,8,9,16,41,49,26,51,5,208,3,6,5,0,23,39,14,25,0,119,7,7,0,8,20,40,14,48,5,144,0,4,0,0,4,16,3,17,0,39,3,3,4,0,0,12,5,29,0,54,4,7,0,0,5,3,0,13,8,36,157,432,298,175,399,481,135,518,68,2658
204031068,19,30,39,36,44,35,11,19,6,234,14,27,35,39,54,57,14,24,0,266,15,10,20,20,48,63,9,33,4,223,7,12,17,19,25,39,8,14,0,143,3,8,9,13,16,34,5,13,3,109,3,6,6,8,21,44,13,43,0,144,3,4,0,0,5,7,5,14,0,33,0,0,0,0,3,3,0,15,0,28,0,4,6,3,0,0,0,0,4,15,151,366,272,185,274,326,76,215,28,1888
204031069,41,120,146,106,120,95,30,38,17,709,41,79,91,70,131,111,33,66,8,630,20,24,42,36,85,82,19,59,12,388,11,28,23,27,60,62,22,71,4,307,5,6,22,13,43,37,19,40,0,181,11,16,17,20,57,64,32,80,0,303,0,5,3,3,4,12,5,19,0,56,0,5,8,10,3,24,6,41,0,103,0,6,8,0,3,6,0,10,18,51,352,936,786,478,671,616,188,528,108,4658
204031070,9,8,11,8,12,16,3,10,0,72,5,3,12,14,21,17,5,18,0,101,0,0,5,3,13,19,13,8,0,61,0,0,5,6,5,9,3,15,0,38,0,0,0,0,3,13,3,16,0,39,4,0,5,0,0,10,0,15,0,32,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,5,4,13,41,123,74,59,74,101,31,119,15,646
204031071,15,23,48,42,91,39,18,24,7,301,13,15,34,33,83,74,22,42,5,319,4,5,19,14,42,53,15,27,0,189,5,6,8,10,37,34,21,35,5,154,4,6,3,7,9,21,16,25,0,98,11,3,6,5,27,54,22,34,6,165,0,0,0,4,0,4,5,5,0,15,10,0,5,3,4,5,8,13,6,43,0,0,4,0,4,0,0,6,8,20,137,317,283,181,367,346,132,249,56,2069
204031072,19,29,38,33,54,44,14,34,0,280,17,25,35,51,70,72,15,52,12,343,9,13,12,20,47,50,13,56,3,237,3,12,10,14,26,46,15,43,4,167,5,0,5,4,11,22,10,40,0,107,11,6,3,8,19,38,13,57,0,159,0,0,5,3,4,12,3,13,0,39,0,0,5,6,0,6,5,20,0,48,0,3,0,4,5,6,0,8,6,36,130,354,269,198,315,376,110,450,49,2251
204031073,30,55,105,118,204,119,29,40,7,700,26,31,58,113,218,210,39,74,11,773,27,21,39,51,180,193,55,110,3,683,16,12,22,26,158,163,66,105,9,577,17,12,9,18,92,118,51,110,0,429,13,13,9,4,96,144,54,149,0,498,0,5,0,3,10,19,9,21,5,63,5,0,0,5,8,32,9,57,0,114,4,7,0,0,5,10,0,6,23,49,256,645,539,456,1097,1105,345,700,82,5226
204031075,9,14,31,20,18,27,6,21,4,149,5,10,19,21,41,36,10,26,6,176,3,12,18,12,25,23,12,26,0,126,3,4,5,11,11,29,14,26,0,111,0,5,0,0,10,26,15,16,0,81,3,8,5,6,18,31,30,39,0,133,0,0,0,0,3,7,0,6,0,16,0,0,3,4,3,4,0,10,0,30,0,3,0,0,0,6,0,0,3,21,80,242,168,105,151,242,99,226,34,1347
204031491,20,23,48,50,131,233,24,39,6,580,22,18,27,46,223,318,51,67,12,781,12,9,16,24,146,200,51,57,7,524,14,10,16,6,108,186,46,64,8,453,11,3,4,11,48,101,35,66,3,294,13,5,7,20,45,143,51,97,0,384,0,0,0,0,3,14,10,13,0,44,0,5,0,0,4,11,3,13,0,42,0,0,0,0,7,5,0,5,9,31,164,420,303,230,802,1294,279,475,84,4052
204031492,50,101,233,213,513,352,75,79,24,1645,61,69,169,201,575,567,135,156,26,1959,64,35,102,155,359,375,140,169,15,1416,43,23,56,122,261,332,114,192,13,1153,37,15,33,59,184,220,79,171,8,795,55,27,27,55,162,304,134,299,6,1069,0,5,6,3,16,40,23,58,0,153,9,4,11,12,25,54,24,96,0,236,8,9,3,12,9,6,9,15,33,105,574,1459,1332,1165,2534,2497,776,1353,207,11885
205011076,12,53,94,108,151,102,17,53,15,598,19,44,62,53,159,164,37,71,9,615,19,16,30,29,108,128,30,71,0,435,14,20,12,28,65,89,31,67,5,330,10,12,10,11,49,61,24,74,5,253,7,11,14,8,53,66,42,120,3,325,3,3,4,3,10,17,9,22,0,65,0,3,9,5,8,22,10,37,4,90,0,9,3,9,4,15,0,9,17,67,208,899,585,393,756,777,221,601,104,4537
205011077,18,26,38,27,76,44,12,28,7,276,4,27,23,22,64,59,21,30,4,257,4,3,18,12,39,34,22,46,0,185,4,0,8,6,23,26,13,42,3,133,3,0,4,3,9,14,5,28,0,72,3,4,0,5,27,17,11,39,0,107,0,0,0,4,0,4,0,11,0,22,0,4,8,4,3,8,3,16,4,47,4,3,0,0,0,6,0,10,8,37,120,309,256,150,317,281,92,306,50,1882
205011078,12,33,37,45,64,77,7,35,4,307,8,20,31,24,73,72,22,47,3,294,11,16,11,10,30,46,15,42,6,181,5,4,11,16,32,51,9,57,5,185,5,5,5,4,15,23,9,31,5,95,3,5,5,4,17,38,9,44,0,134,0,0,3,0,0,5,0,8,0,29,0,4,0,7,4,7,8,17,4,50,0,5,5,0,9,10,0,14,14,62,128,425,317,188,308,389,83,389,61,2294
205011079,57,167,285,243,426,257,52,91,25,1608,57,79,185,178,448,354,101,147,16,1562,59,50,85,129,284,290,79,140,18,1120,36,28,56,77,190,231,80,163,4,864,20,17,19,57,125,154,63,144,7,608,32,26,21,38,134,227,109,219,10,830,4,10,9,7,14,40,6,37,0,131,0,6,14,20,30,58,16,107,0,264,8,12,11,9,18,25,3,14,27,136,592,1936,1519,1085,2076,1869,557,1221,195,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,62,94,215,228,411,293,54,72,22,1457,83,97,147,181,457,353,86,120,19,1545,40,32,69,123,302,240,81,123,12,1021,38,23,50,58,182,236,85,132,6,810,26,18,14,55,95,143,45,111,13,516,40,11,14,28,126,175,91,156,9,645,14,7,5,8,13,17,17,33,0,109,10,13,14,4,20,34,20,67,6,179,0,18,8,11,18,12,3,12,26,106,550,1460,1293,1038,1987,1717,524,926,219,9720
205021082,12,24,41,26,76,63,11,42,6,302,11,23,24,19,57,66,21,59,3,274,0,6,12,14,30,43,12,43,0,160,3,5,14,4,23,33,12,50,0,151,3,5,5,8,22,11,8,33,0,95,0,0,3,0,3,27,16,30,4,89,0,0,0,0,0,5,0,7,0,20,0,0,0,0,0,0,4,22,0,33,0,6,3,0,3,0,0,7,8,39,96,292,281,148,312,337,103,386,46,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,16,44,58,55,79,66,12,25,11,375,21,32,52,38,95,84,14,54,6,393,10,14,20,26,59,55,18,35,5,236,3,12,9,20,50,54,16,33,3,199,6,8,9,8,23,28,7,25,0,110,13,0,4,7,25,35,14,40,0,140,0,0,0,0,5,8,0,17,0,26,3,0,4,4,4,4,7,8,0,29,0,6,6,0,4,0,0,4,8,34,210,651,427,270,432,417,102,276,74,2854
205021085,9,23,28,41,48,53,13,27,4,246,20,24,33,30,58,50,13,47,10,284,8,5,14,18,47,61,10,38,7,204,10,3,7,22,40,51,10,35,0,177,8,4,5,11,20,22,8,26,3,99,7,0,7,10,24,45,14,42,0,147,0,7,3,0,0,11,0,13,0,40,3,4,0,3,0,3,0,11,7,29,0,3,0,0,5,8,0,7,5,39,136,410,282,213,332,363,100,355,66,2257
205021086,6,14,17,16,27,21,11,11,10,136,6,8,17,13,36,20,11,18,7,130,3,9,6,9,21,14,7,4,0,70,5,0,5,9,17,18,6,7,0,54,3,0,0,0,9,5,3,10,3,37,3,9,0,3,9,11,0,9,0,44,0,3,5,0,0,0,0,5,0,14,0,0,0,0,3,0,0,3,0,12,0,4,0,0,0,4,0,0,6,14,60,201,141,87,159,125,41,111,33,956
205031087,10,40,59,49,50,87,16,55,13,382,15,24,45,37,57,86,21,75,3,370,8,14,43,34,31,75,23,74,0,305,14,10,18,24,41,46,15,64,0,236,9,12,15,11,17,39,11,54,0,158,10,13,13,12,20,46,26,62,0,207,0,4,3,4,3,13,6,23,4,57,4,3,6,4,5,14,5,39,0,83,4,16,8,4,0,5,0,21,14,75,210,605,470,293,299,505,141,555,82,3164
205031088,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,13,4,10,8,0,6,0,64
205031089,18,44,61,66,108,64,18,54,6,443,11,27,36,52,103,104,21,56,8,405,11,10,16,19,46,61,16,58,4,242,11,15,9,21,26,59,17,56,3,216,4,7,3,8,19,30,26,42,0,138,8,9,10,4,32,51,38,69,0,220,0,3,0,0,3,7,0,16,0,38,0,6,3,0,6,9,9,31,6,66,4,5,3,5,4,3,0,9,20,61,157,519,374,263,444,475,159,503,77,2971
205031090,36,55,120,86,161,130,20,41,11,667,23,46,81,86,199,212,44,97,9,788,25,19,34,51,116,152,56,83,15,551,24,19,17,37,95,128,60,108,11,502,15,8,11,21,79,85,43,96,3,357,18,12,12,20,78,97,81,147,3,469,5,0,4,5,10,18,13,28,0,87,3,10,4,8,11,24,17,53,0,127,0,9,3,8,7,11,5,6,28,73,272,902,663,482,927,995,370,789,138,5540
205031091,43,75,85,85,142,70,14,19,13,543,30,50,67,55,152,108,18,52,3,540,16,25,27,34,77,82,12,32,5,323,17,17,18,18,45,58,14,36,9,232,8,5,3,5,20,61,18,30,0,152,11,10,11,14,38,79,28,52,0,237,0,0,3,3,6,7,0,15,0,33,0,9,10,3,4,24,11,23,3,83,3,3,9,0,6,0,0,6,12,45,399,852,577,341,614,592,137,306,95,3913
205031092,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,3,16,8,0,0,0,47
205031093,44,143,197,164,270,208,39,51,16,1132,51,78,140,138,323,284,43,90,11,1161,32,39,82,87,164,211,46,81,7,751,27,27,39,80,150,191,45,89,8,658,13,15,21,39,88,108,40,91,12,432,32,14,18,32,102,234,68,158,5,664,4,4,3,5,17,36,10,38,0,129,8,11,10,11,23,42,16,66,8,191,9,9,18,8,14,9,4,7,21,108,576,1699,1291,864,1379,1522,344,798,181,8663
205041094,9,33,32,29,60,42,10,31,3,250,8,28,23,28,73,77,13,39,10,290,3,16,22,21,65,69,21,58,8,285,5,11,17,24,64,83,16,74,0,297,4,3,11,15,60,85,25,81,3,283,26,13,17,16,145,184,63,168,3,639,11,4,12,7,67,51,26,73,5,254,34,10,15,5,163,55,58,133,3,466,8,0,10,0,6,12,3,10,17,55,164,413,314,201,787,721,242,710,88,3644
205041095,28,61,106,110,223,122,20,24,14,713,38,30,60,81,246,156,27,39,9,686,12,24,32,32,118,125,37,59,5,451,27,10,20,35,126,114,40,40,3,411,14,12,12,7,75,78,26,45,3,278,26,7,14,15,111,160,68,115,5,527,9,5,8,5,32,30,23,40,0,149,12,6,8,3,34,31,39,43,0,188,5,7,4,0,13,4,3,9,34,84,319,898,724,507,1167,952,302,464,139,5467
205041096,54,92,202,165,446,252,42,74,23,1354,63,56,119,155,480,371,58,94,21,1419,65,31,55,103,354,306,91,133,13,1150,51,34,36,81,351,312,94,141,12,1103,37,16,16,43,249,211,124,129,8,832,60,16,25,21,285,322,192,222,7,1156,20,4,0,12,31,33,27,59,0,185,7,8,5,9,35,43,27,66,3,198,5,16,9,0,12,25,4,12,47,134,574,1278,1123,854,2534,2046,700,1012,201,10334
205041098,4,3,15,12,11,10,0,0,0,50,0,4,4,3,12,26,3,13,0,65,0,4,9,0,14,7,8,8,0,57,0,4,0,3,7,9,3,8,0,46,0,0,0,0,4,5,0,8,0,24,0,0,3,0,9,8,0,4,0,19,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,3,30,86,71,36,69,97,29,73,11,504
205041493,40,73,153,148,355,185,30,50,13,1049,48,58,93,112,393,282,73,84,12,1164,29,21,43,62,226,234,64,87,4,770,21,9,36,35,176,185,71,102,5,642,19,8,8,13,96,97,38,76,3,356,15,12,18,18,124,175,52,131,4,543,0,0,0,4,20,39,9,21,0,101,11,9,0,6,25,43,28,58,5,182,0,9,9,9,9,18,0,12,33,96,449,1463,1042,642,1679,1415,405,681,156,7925
205041494,38,64,121,114,133,93,9,30,8,602,28,65,124,144,181,152,39,50,4,785,42,26,80,117,157,134,26,44,3,624,47,18,44,79,161,150,45,57,6,604,22,12,22,56,115,147,63,61,4,499,31,15,23,52,124,232,97,149,3,725,3,9,5,8,15,33,9,32,0,116,4,10,7,10,31,47,11,51,0,168,0,7,9,6,9,6,3,7,17,59,365,702,786,718,1024,1078,313,507,80,5576
205051099,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,6,0,24
205051100,13,14,17,18,46,41,0,12,0,160,7,9,8,9,52,63,15,42,9,214,3,6,10,12,55,67,23,37,0,225,12,5,7,6,75,104,20,87,3,337,9,11,0,5,42,54,21,48,0,190,24,8,10,10,66,129,66,108,3,421,4,0,0,0,28,27,17,36,0,126,23,10,7,4,17,43,22,99,0,225,0,5,3,0,3,5,0,3,9,27,113,193,140,112,442,583,202,532,41,2363
205051101,18,41,51,65,144,135,29,66,11,556,26,33,51,55,130,174,40,95,3,609,14,16,20,23,76,118,44,97,5,417,20,4,11,24,36,94,27,80,3,304,11,8,5,10,38,55,28,55,4,212,15,3,5,7,42,67,36,97,4,274,6,0,0,0,0,5,0,19,0,34,0,4,3,3,8,9,8,46,0,73,10,4,8,4,0,8,0,17,12,63,242,649,482,340,597,816,244,706,84,4149
205051102,11,18,27,16,45,45,8,31,3,193,7,7,13,17,36,60,19,64,0,228,14,6,9,6,41,70,24,51,5,222,8,3,6,3,30,50,18,51,4,179,0,0,4,3,7,42,10,32,0,105,0,3,0,0,15,24,3,42,0,92,0,0,0,0,0,6,0,11,0,17,0,0,3,0,5,0,4,10,0,28,0,3,3,0,0,3,0,11,11,30,85,166,160,84,215,349,104,378,40,1580
205051103,50,89,145,143,266,200,38,45,15,996,48,55,109,115,303,256,52,57,10,1015,29,26,69,83,177,202,58,84,10,734,41,20,43,67,174,197,53,83,6,674,29,12,22,45,100,135,47,85,10,473,49,21,18,26,108,207,91,201,8,725,16,5,7,3,18,31,13,48,0,132,16,3,9,12,20,36,24,95,3,219,0,5,7,5,11,15,3,10,22,78,504,1297,1045,745,1412,1459,400,806,142,7804
205051104,6,21,30,32,65,62,16,33,0,257,0,19,24,27,49,59,10,43,5,237,9,11,7,15,27,42,16,36,0,157,3,5,6,7,20,31,10,24,5,112,0,4,6,4,13,17,3,26,0,72,5,4,0,4,7,25,8,22,0,78,0,4,0,0,0,3,5,6,0,19,0,8,0,0,6,0,0,20,0,36,0,6,0,4,3,0,0,0,13,29,85,289,228,172,247,308,84,328,49,1793
206011106,22,44,74,56,102,74,7,18,3,410,18,52,61,51,106,105,16,30,7,449,7,16,23,42,84,88,10,30,5,301,4,12,17,28,74,60,17,51,0,261,7,7,15,19,37,54,23,30,0,200,7,12,9,30,45,54,29,56,0,245,0,6,4,6,6,14,6,20,0,57,0,8,4,6,15,16,6,41,0,91,0,3,0,0,0,9,0,3,17,32,143,668,511,323,560,557,136,301,47,3244
206011107,6,28,38,40,53,32,5,13,3,209,9,24,29,36,47,42,10,27,3,240,0,12,25,25,54,46,19,14,4,193,6,7,15,12,37,43,10,23,0,164,3,3,5,10,25,30,4,20,0,100,10,10,8,5,24,30,11,30,0,126,0,0,4,8,12,10,0,16,0,44,0,5,8,6,4,6,6,21,0,69,0,4,4,4,4,0,0,3,8,24,81,417,275,197,299,295,75,188,31,1853
