POW_SA2_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
201011001,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,0,12,0,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,10,0,0,4,6,15,21,0,0,61,0,0,6,0,3,0,0,0,0,8,3,0,5,0,8,7,9,0,0,36,7,0,4,5,12,13,17,0,0,57,0,0,3,0,11,3,5,0,0,33,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,3,3,4,6,0,0,20,0,0,0,0,0,0,7,0,0,12,3,0,0,0,0,3,0,0,0,7,4,0,0,0,7,5,4,0,0,27,25,3,8,18,32,21,16,0,0,130,4,0,0,0,0,0,4,0,0,10,6,0,0,0,3,4,0,0,0,20,0,0,7,0,3,5,5,0,0,15
201011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,7,0,0,23,3,0,0,0,0,0,0,0,0,10,6,0,8,0,10,6,8,0,0,37,6,0,6,0,0,4,0,0,0,14,58,6,10,28,26,25,38,0,5,197,32,5,12,21,73,90,114,0,3,357,10,0,4,3,8,4,16,0,0,41,0,0,0,0,0,3,4,0,0,14,23,0,0,0,9,3,9,0,0,50,13,0,6,5,4,3,6,0,0,30,41,11,12,19,28,32,12,0,3,157,16,0,3,5,17,3,18,0,3,60,89,14,21,25,27,35,30,0,0,236,60,16,15,16,21,31,21,0,0,186,258,46,68,141,288,239,178,3,9,1229,3,0,0,0,7,0,0,0,0,16,13,0,0,4,15,11,17,0,0,57,15,0,7,12,15,16,15,0,6,82
201011005,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,6,0,0,3,4,5,0,0,11,4,0,0,0,0,3,0,0,0,4,11,4,5,0,5,0,0,0,0,27,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,7,8,10,24,9,5,0,0,88,0,0,5,0,0,5,10,0,0,26,9,0,0,3,4,0,0,0,0,12,55,11,18,21,35,34,16,0,0,186,23,0,6,8,7,7,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,3,13
201011006,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,20,0,3,4,7,6,14,0,0,45,4,0,0,0,0,0,0,0,0,4,21,0,3,10,9,0,19,0,3,65,9,0,0,0,0,0,0,0,0,13,16,0,6,4,16,11,12,0,0,62,8,0,0,5,15,12,15,0,0,48,6,0,0,3,8,10,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,4,0,0,12,9,0,0,4,0,3,4,0,0,14,5,0,0,0,5,5,7,0,0,21,15,3,0,17,19,42,48,0,0,137,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,5,0,0,25,5,0,5,4,6,3,12,0,0,37
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,4,0,0,4,0,3,0,0,0,18,0,0,0,0,0,0,5,0,0,7,72,11,11,42,52,55,45,0,6,292,13,0,7,10,8,6,3,0,0,42,23,6,8,7,17,12,22,0,0,92,8,0,0,3,0,8,3,0,0,21,31,0,6,4,23,14,27,0,0,113,17,5,4,4,23,9,22,0,0,81,29,0,0,0,5,5,16,0,0,65,6,0,0,3,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,6,0,6,7,4,7,7,0,0,31,11,0,0,0,3,3,8,0,0,22,6,0,0,0,4,6,5,0,0,26,36,0,7,12,17,11,8,0,0,92,30,3,5,17,18,40,23,0,0,134,4,0,0,4,0,12,17,0,0,43,7,4,3,4,8,19,20,0,0,69,22,6,4,3,7,17,7,0,0,63
201011481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,4,3,0,0,22,3,0,0,3,12,7,19,0,0,53,0,0,0,0,5,4,3,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,8,0,6,0,3,3,0,0,0,28,34,0,0,10,29,25,44,0,4,143,8,0,3,0,3,3,0,0,0,17,6,0,0,0,9,0,4,0,0,21,0,0,0,0,3,0,4,0,0,11
201011482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,6,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,17,3,0,5,5,0,6,18,0,0,39,6,0,0,0,25,7,3,0,0,51,3,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,6,0,3,4,4,0,0,20,0,0,0,0,0,4,8,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,19,14,7,3,0,3,4,5,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,7
201011483,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,12,0,0,30,5,0,0,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,16,9,0,5,10,11,13,23,0,0,76,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,4,0,4,0,0,0,0,0,0,13,6,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,16,3,6,8,16,5,5,0,4,52,18,0,0,5,13,15,45,0,0,105,8,0,3,6,5,4,0,0,0,29,8,0,0,7,8,0,0,0,0,19,0,0,3,0,0,3,0,0,0,9
201011484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,6,12,4,0,3,11,10,17,0,0,48,5,0,7,0,15,11,19,0,0,65,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,14,4,4,5,0,5,3,0,0,33,11,3,8,9,19,25,15,0,4,87,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,3,0,3,15
