POW_SA2_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
201021009,26,4,3,0,39,29,27,0,0,128,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,3,3,0,0,29,3,0,0,0,0,0,0,0,0,3,10,0,0,3,4,0,0,0,0,16,9,0,0,0,5,6,3,0,0,22,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,3,0,0,8,3,0,0,0,0,0,3,0,0,3,12,0,3,6,0,8,4,0,3,34,9,6,0,0,3,0,0,0,0,20,16,0,0,0,10,6,3,0,0,38,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,15,8,0,4,0,3,0,3,0,3,19
201021010,12,0,4,0,4,6,5,0,0,34,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,4,0,0,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,5,0,0,25,4,0,4,3,4,5,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,7,0,3,0,0,27,5,0,0,0,4,0,0,0,0,12,15,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,4,0,0,16,19,0,8,3,9,0,15,0,0,56,3,0,0,0,4,0,0,0,0,8,9,0,5,0,8,0,3,0,0,25,3,0,0,0,0,0,0,0,0,5
201021011,12,3,8,0,6,8,3,0,0,34,0,0,0,0,0,0,0,0,0,0,17,0,4,3,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,4,7,0,0,29,0,0,0,4,0,0,3,0,0,7,17,3,3,9,9,9,5,0,0,53,36,9,9,8,26,48,62,0,9,193,8,0,0,3,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,5,26,0,13,0,7,3,3,0,0,55,6,0,3,6,0,0,0,0,0,14,17,0,4,0,5,5,3,0,0,31,13,4,0,4,6,3,0,0,0,28,35,4,3,14,8,8,16,0,3,93,4,0,3,6,0,0,0,0,0,17,3,0,0,0,0,4,0,0,0,13,19,0,0,3,0,8,0,0,3,37
201021012,8,0,0,0,0,3,6,0,0,22,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,13,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,12
201031013,4,0,4,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031014,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,6,5,10,0,0,0,31,3,4,0,0,0,0,0,0,0,5,9,0,0,0,7,6,0,0,0,24,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,3
201031015,12,0,0,0,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
201031016,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,0,0,5,8,11,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,4,0,3,0,0,6,5,0,0,22,18,0,0,0,9,10,0,0,0,38,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,18,8,0,0,0,3,0,0,0,0,16,34,0,0,5,27,17,34,0,9,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,12
201031017,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10
202011018,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,26,3,4,11,25,24,26,0,3,122,7,0,4,5,3,3,6,0,0,25,23,0,5,4,4,14,8,0,0,58,5,0,0,0,0,0,3,0,0,9,35,10,11,11,34,24,35,0,7,160,43,3,21,29,77,91,100,0,0,364,5,0,0,0,15,3,13,0,0,32,3,0,0,4,7,0,12,0,0,32,50,4,11,17,13,11,21,0,0,134,9,0,4,0,3,0,0,0,0,17,24,7,6,11,16,10,23,0,0,99,19,0,4,6,14,22,22,0,0,98,53,10,5,14,27,13,11,0,0,137,51,6,12,16,20,13,14,0,0,130,222,34,55,98,262,214,271,9,12,1182,7,0,0,3,3,5,6,0,0,31,27,0,4,4,19,14,17,0,3,82,16,0,3,8,15,16,19,0,3,79
202011019,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,13,3,3,0,3,6,0,12,0,0,26,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,15,6,0,3,4,10,14,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,0,0,4,0,5,6,0,3,13
202011020,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,18,0,7,3,13,25,37,0,0,102,0,0,0,0,0,0,0,0,0,5,10,5,3,7,3,10,11,0,5,54,0,0,3,0,6,5,0,0,0,14,3,0,0,5,3,3,11,0,0,30,5,0,0,8,6,15,18,0,0,60,5,0,4,3,15,8,6,0,0,39,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,17,0,0,11,10,6,15,0,0,58,8,0,0,0,8,4,3,0,0,28,6,4,5,0,7,5,6,0,0,31,18,0,4,0,4,6,11,0,0,49,29,9,10,13,44,32,44,0,0,175,0,0,0,0,0,6,0,0,0,3,0,0,0,5,6,0,4,0,0,19,8,0,0,3,18,19,16,0,0,49
202011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,5,0,0,0,4,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,0,0,24,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,3,21,9,11,10,12,11,17,0,0,94,12,0,0,5,10,11,10,0,0,52,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
202011022,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,11,7,0,10,3,7,10,12,0,0,50,0,0,3,0,4,0,0,0,0,8,8,0,5,8,6,8,9,0,0,40,9,0,7,0,0,0,0,0,0,14,33,3,7,8,20,18,16,0,4,104,14,3,3,9,13,21,18,0,0,77,20,0,0,4,7,4,5,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,11,5,0,0,0,0,4,0,0,0,4,5,0,3,0,0,0,0,0,0,16,17,4,5,6,5,8,9,0,0,49,26,9,9,9,52,39,49,0,0,193,0,0,0,0,4,0,3,0,0,11,3,0,0,0,4,3,0,0,0,22,8,0,0,3,9,10,5,0,3,40
202011023,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,3,0,6,0,0,0,20,5,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
