POW_SA2_CODE_2021,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_or_LR_15_24,M_M1_Tram_or_LR_25_34,M_M1_Tram_or_LR_35_44,M_M1_Tram_or_LR_45_54,M_M1_Tram_or_LR_55_64,M_M1_Tram_or_LR_65_74,M_M1_Tram_or_LR_75ov,M_M1_Tram_or_LR_Tot,M_M1_Taxi_or_RSS_15_24,M_M1_Taxi_or_RSS_25_34,M_M1_Taxi_or_RSS_35_44,M_M1_Taxi_or_RSS_45_54,M_M1_Taxi_or_RSS_55_64,M_M1_Taxi_or_RSS_65_74,M_M1_Taxi_or_RSS_75ov,M_M1_Taxi_or_RSS_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_or_LR_15_24,M_M2_TrnTrm_or_LR_25_34,M_M2_TrnTrm_or_LR_35_44,M_M2_TrnTrm_or_LR_45_54,M_M2_TrnTrm_or_LR_55_64,M_M2_TrnTrm_or_LR_65_74,M_M2_TrnTrm_or_LR_75ov,M_M2_TrnTrm_or_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_or_LR_15_24,M_M2_BusTrm_or_LR_25_34,M_M2_BusTrm_or_LR_35_44,M_M2_BusTrm_or_LR_45_54,M_M2_BusTrm_or_LR_55_64,M_M2_BusTrm_or_LR_65_74,M_M2_BusTrm_or_LR_75ov,M_M2_BusTrm_or_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
201011001,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,16,221,383,319,328,202,58,6,1519,76,20,9,3,0,0,0,106,0,9,5,6,6,0,0,22,5,0,0,5,0,0,0,9,5,3,0,7,0,0,0,21,0,4,3,0,0,0,0,15,21,3,5,3,0,0,0,33,332,432,350,356,219,62,7,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011002,3,8,0,0,0,0,0,11,22,5,0,9,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,0,0,0,20,601,1070,928,886,753,210,23,4465,167,42,36,26,21,11,0,306,0,3,0,0,0,0,0,11,0,5,8,6,7,0,0,29,20,14,13,24,22,3,0,102,6,4,6,4,0,0,0,20,45,76,48,59,49,18,0,301,877,1232,1055,1016,858,249,23,5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,4,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
201011005,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,163,127,110,82,14,0,560,14,4,9,0,0,0,0,23,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,4,6,0,15,76,174,138,115,86,21,0,624,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011006,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,305,567,478,471,377,91,5,2296,106,23,9,11,3,6,0,155,6,7,10,10,12,3,0,44,0,0,0,0,0,0,0,5,0,6,0,0,3,4,0,14,0,0,0,0,0,0,0,8,5,6,3,11,7,0,0,28,425,611,498,515,409,103,4,2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,71,41,38,23,4,0,213,3,3,0,0,0,0,0,8,0,3,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,0,0,7,39,80,51,46,29,6,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,4,4,0,0,0,18,628,1145,1062,1128,919,206,19,5105,177,47,25,23,22,0,0,306,3,10,11,14,18,6,0,60,3,4,3,0,6,0,0,21,7,4,11,15,15,0,0,58,0,0,0,0,4,0,0,13,7,8,8,12,14,0,0,53,839,1236,1132,1203,993,227,26,5646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
201011481,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,131,216,170,147,124,36,0,824,41,0,3,4,3,0,0,51,0,3,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,10,6,3,10,16,0,0,47,188,233,181,162,151,39,5,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011482,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,95,156,137,150,172,35,3,756,29,9,0,5,0,0,0,35,0,4,3,5,6,0,0,19,0,0,0,0,0,0,0,3,3,0,5,6,5,0,0,15,0,0,5,0,0,0,0,3,7,0,4,3,7,0,0,27,145,178,154,169,185,36,3,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011483,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,247,236,197,143,39,3,980,42,11,0,0,3,0,0,54,0,5,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,3,4,0,0,0,0,9,6,9,3,8,4,0,0,39,176,275,247,213,156,45,3,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011484,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,154,227,176,183,157,48,3,948,94,18,3,6,3,0,0,122,0,0,0,4,0,0,0,14,0,3,0,0,3,0,0,6,5,3,0,0,3,0,0,14,0,0,3,0,0,0,0,5,13,14,3,5,0,0,0,39,282,268,186,203,169,56,3,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
