POW_SA2_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
201011001,6,52,0,0,0,0,0,0,0,62,0,17,4,0,0,0,0,0,0,28,5,10,5,0,0,0,0,0,0,24,3,22,15,4,0,0,0,0,0,44,8,24,14,8,0,0,0,0,0,57,5,11,7,10,14,6,0,0,0,44,0,7,8,4,18,11,0,3,0,55,0,4,0,3,14,19,8,9,0,61,0,0,3,0,0,10,0,6,0,31,3,0,0,0,9,4,0,3,0,22,0,0,0,0,0,0,0,4,0,15,0,0,0,0,4,7,15,9,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,152,60,26,67,73,33,32,7,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
201011002,30,110,5,0,0,0,0,0,4,149,10,82,7,0,0,0,0,0,0,103,8,61,20,0,0,0,0,0,0,92,9,55,27,5,0,6,0,0,0,100,10,54,74,15,5,3,0,4,3,173,7,33,34,30,33,9,0,0,3,161,13,14,19,31,65,30,8,6,4,179,9,5,8,14,23,20,3,4,0,87,0,0,4,0,7,7,5,10,6,38,0,0,4,0,4,6,0,5,0,16,0,0,0,0,3,4,0,4,0,7,0,0,0,0,0,6,0,5,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,101,421,190,104,148,93,13,36,17,1131,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,0,5,13
201011005,4,6,0,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,5,0,3,4,3,0,0,0,0,0,13,0,4,11,0,0,0,0,0,0,14,0,3,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,28,25,9,9,9,0,8,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011006,5,39,0,0,0,0,0,0,0,48,3,15,4,0,0,0,0,0,0,25,5,11,10,0,0,0,0,0,0,19,0,7,9,5,0,0,0,0,0,20,0,5,20,6,4,0,0,0,0,43,0,14,13,14,22,8,0,3,0,87,0,6,9,7,61,24,4,4,0,112,0,0,3,6,26,45,15,8,0,106,6,0,6,0,7,20,4,17,0,53,3,0,4,0,3,6,7,9,0,28,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,22,108,73,41,128,105,27,51,11,563,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,3,0,3,6,0,0,0,0,12,0,4,4,0,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,10,7,12,17,6,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,9,64,3,0,0,0,0,0,0,77,8,57,4,3,0,0,0,0,0,71,0,36,15,0,0,0,0,0,4,66,4,42,22,7,0,4,0,0,5,85,9,35,51,14,11,3,0,4,5,131,13,33,32,29,58,20,4,0,0,187,13,19,35,19,109,82,13,9,3,298,17,17,13,17,89,94,27,17,4,299,9,0,10,16,42,52,14,15,0,160,13,6,10,6,22,42,16,14,0,122,4,0,9,0,15,28,13,11,0,79,0,0,7,0,13,30,25,21,0,98,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,7,87,322,214,116,370,357,118,103,26,1709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,11,14
201011481,0,15,3,0,0,0,0,0,0,20,3,26,0,0,0,0,0,0,0,34,0,11,4,0,0,0,0,0,0,16,0,10,3,0,0,0,0,0,0,17,0,14,10,3,0,0,0,4,0,39,0,8,12,3,4,0,0,0,0,32,0,6,5,4,10,4,0,0,0,39,0,3,5,0,4,13,0,3,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,94,44,18,23,27,0,16,3,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
201011482,4,18,0,0,0,0,0,0,0,26,0,10,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,14,0,13,4,0,0,0,0,0,0,18,0,9,8,0,0,0,0,0,0,24,0,8,5,0,0,8,0,0,0,25,0,0,0,0,9,5,0,0,0,12,0,0,0,0,7,0,0,3,0,15,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,5,0,4,0,9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,65,25,9,20,12,5,11,4,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011483,3,20,0,0,0,0,0,0,0,22,7,16,6,0,0,0,0,0,0,29,5,15,0,0,0,0,0,0,0,25,5,19,11,0,0,0,0,0,0,34,9,18,17,10,3,3,0,0,3,55,7,18,10,0,5,9,0,0,0,52,0,6,9,3,10,0,0,0,0,36,0,3,0,4,3,4,0,4,0,24,0,0,0,0,4,0,4,5,0,18,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,114,53,24,32,24,10,9,6,310,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
201011484,11,57,3,0,0,0,0,0,0,73,5,43,8,0,0,0,0,0,0,58,5,21,7,3,0,6,0,0,0,40,0,22,13,5,3,0,0,0,0,51,8,26,13,10,5,0,0,0,0,69,4,12,18,16,14,0,0,0,0,65,0,5,12,4,26,9,3,0,0,56,0,3,3,0,4,8,0,4,0,29,0,0,0,0,6,4,0,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,5,14,25,199,80,43,61,30,15,10,13,473,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
