POW_SA2_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
201011001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,4,0,0,6,5,0,0,0,9,0,0,3,0,3,3,0,0,0,21,0,0,7,5,15,7,0,4,0,40,3,0,6,9,22,15,3,9,0,58,5,0,0,9,21,8,3,5,0,45,0,7,0,11,10,15,8,14,0,61,7,0,0,0,9,12,9,11,0,50,4,3,0,4,8,21,13,52,0,105,0,0,0,5,0,4,0,11,0,28,0,0,0,0,4,3,4,26,0,37,0,0,0,0,0,0,0,0,0,0,23,28,23,37,96,95,42,135,5,482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,8
201011002,0,0,0,0,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,5,4,9,6,0,0,0,0,5,0,14,0,5,4,3,0,4,0,0,0,19,3,12,6,0,0,0,0,4,0,35,4,9,17,10,5,5,0,3,0,64,3,14,32,7,17,18,7,3,3,105,8,13,32,11,48,33,8,16,0,171,4,15,20,22,79,61,10,15,4,224,7,5,7,15,51,53,15,17,0,170,0,6,15,18,52,55,21,37,3,197,11,5,5,3,50,50,25,37,0,180,13,4,7,8,79,100,58,87,0,365,0,0,0,4,24,25,8,24,0,84,3,5,3,0,11,30,18,83,0,161,0,0,0,0,3,0,0,0,5,17,62,102,158,101,420,439,184,343,15,1822,0,0,0,0,0,0,0,3,0,6,0,26,5,0,0,0,0,0,0,30,0,40,5,0,0,0,0,0,0,51
201011005,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,8,0,0,0,4,6,3,0,0,0,18,0,0,0,0,0,6,0,3,0,19,0,3,0,4,6,11,0,5,0,26,0,3,3,0,7,8,5,3,0,34,0,0,0,0,10,11,6,5,0,34,8,0,0,0,18,25,14,18,0,89,0,0,0,0,0,3,7,11,0,29,0,0,0,6,4,4,5,22,0,42,0,0,0,0,0,0,0,0,0,5,14,16,12,13,53,81,46,73,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7
201011006,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,0,3,0,0,4,0,0,0,0,12,4,0,6,3,3,4,0,3,0,21,4,0,10,5,17,3,0,7,0,54,4,9,0,4,20,42,3,17,0,97,0,0,0,3,11,19,8,16,0,65,0,0,0,0,6,12,8,24,0,53,0,0,0,0,3,4,4,26,0,44,0,0,0,0,9,21,12,24,0,60,0,0,0,0,0,0,0,10,0,17,0,0,0,4,0,5,0,19,0,29,0,0,0,0,4,0,0,0,0,4,22,17,18,26,79,123,44,147,6,483,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,6,0,0,3,0,0,0,0,10
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,0,13,0,0,5,0,0,3,0,3,0,12,0,0,0,0,8,3,0,3,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,8,0,11,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,11,8,3,9,9,10,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
201011008,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,8,6,0,0,0,0,0,0,13,0,3,0,4,0,0,0,0,0,12,0,5,4,0,0,0,0,0,0,14,0,4,5,7,8,4,0,5,0,30,0,4,16,6,15,6,0,4,0,51,0,4,12,9,28,12,0,7,0,84,0,4,12,11,42,48,7,23,0,157,7,8,8,0,44,54,19,28,0,172,6,5,4,10,32,46,16,37,0,151,6,7,3,3,19,31,15,33,0,125,9,4,4,4,38,92,41,103,0,300,6,0,0,5,3,15,15,38,0,81,3,3,0,4,12,24,21,63,0,124,0,0,0,0,0,0,0,0,0,0,51,64,66,52,240,352,143,347,9,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6
201011481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,13,0,0,0,4,0,6,0,3,0,11,0,3,0,0,0,3,0,5,0,18,0,0,4,7,12,6,0,4,0,30,3,0,0,0,11,13,9,5,0,41,0,0,0,4,8,5,3,5,0,36,0,0,0,0,9,4,0,7,0,15,0,0,0,0,11,5,0,4,0,18,0,7,0,0,13,9,10,20,0,59,0,0,0,0,0,5,0,9,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,24,22,22,57,52,28,67,0,285,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,8,4,0,0,0,0,0,0,13
201011482,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,19,0,3,10,4,0,3,0,0,0,19,0,0,3,0,6,3,0,0,0,14,3,0,3,3,5,8,0,7,0,34,4,0,0,0,3,12,4,0,0,23,3,4,0,4,7,6,3,9,0,32,4,0,0,0,3,4,0,0,0,18,0,0,0,0,3,16,3,12,0,41,0,4,0,0,3,6,5,9,0,19,0,3,0,0,0,5,6,10,0,27,0,0,0,0,0,0,0,0,0,0,11,23,18,22,36,60,24,60,6,267,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,11
201011483,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,14,0,0,5,7,0,4,0,3,0,17,0,0,6,0,3,3,0,5,0,20,0,3,6,0,12,10,0,5,0,33,0,0,0,0,14,15,0,6,0,35,0,0,0,0,7,7,7,10,0,33,0,0,0,0,4,6,5,3,0,18,0,0,0,0,4,10,6,22,0,40,0,0,0,0,4,0,0,5,0,13,0,0,0,0,0,3,5,5,0,11,0,0,0,0,0,0,0,0,0,3,5,21,21,15,48,67,14,66,0,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7
201011484,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,4,0,13,0,4,0,3,0,7,0,0,0,18,0,5,0,8,3,4,0,3,0,24,0,0,0,8,15,11,0,4,0,35,0,0,8,7,12,11,4,10,0,50,3,0,0,4,7,8,5,6,0,31,0,0,5,0,11,8,4,3,0,32,0,0,0,0,0,5,4,0,0,18,0,0,0,0,6,11,0,11,0,39,0,0,0,0,3,0,0,8,0,15,0,0,0,0,4,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,8,24,21,26,61,68,23,57,3,290,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8
