POW_SA2_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
201021009,4,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,9,5,4,0,6,0,0,0,10,0,21,5,4,3,0,6,7,0,9,0,33,0,0,7,3,6,9,4,5,0,40,0,0,6,0,7,9,0,7,0,34,0,0,0,0,8,3,0,16,0,40,0,0,0,0,3,5,4,15,0,27,0,0,3,0,0,5,3,3,0,15,0,0,0,3,3,11,8,4,0,38,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,6,0,8,0,14,0,3,0,0,0,0,0,5,0,11,19,27,24,9,49,62,21,90,3,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7
201021010,0,0,0,0,0,0,0,9,0,9,0,4,0,0,0,0,0,4,0,11,0,4,0,3,3,0,0,5,0,14,0,8,4,0,0,0,0,16,0,25,0,0,7,0,0,3,3,7,0,9,3,4,6,7,7,11,0,11,0,48,4,4,6,3,8,4,3,10,0,43,0,3,0,4,10,14,0,13,5,49,0,6,5,0,10,9,0,15,3,50,0,0,0,0,7,10,0,24,0,47,0,3,3,5,3,8,3,13,0,36,0,0,0,0,5,9,0,12,0,25,0,0,0,3,0,3,3,22,0,37,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,3,3,10,0,21,0,0,0,0,0,0,0,6,0,6,16,34,43,28,52,82,23,176,10,453,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9
201021011,0,0,3,3,0,8,0,8,0,18,0,8,0,0,0,3,0,0,0,13,0,11,7,0,4,0,4,5,0,30,0,3,3,3,3,0,0,13,0,32,4,3,8,4,3,3,0,9,0,39,3,22,3,9,3,3,0,8,0,55,6,10,5,5,6,16,8,17,0,63,5,14,11,10,9,17,8,11,0,78,0,14,11,13,20,23,14,24,0,116,0,4,8,3,12,17,0,23,0,71,0,8,5,6,12,9,3,8,0,55,0,3,4,3,3,5,3,14,0,34,5,4,7,0,9,20,4,18,0,72,0,0,0,0,3,5,3,6,0,12,5,0,0,3,7,4,7,25,0,51,0,0,0,0,0,0,0,4,0,9,40,98,75,64,87,133,63,197,5,756,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,16,3,0,0,0,0,0,0,18
201021012,0,0,0,4,0,3,0,9,0,16,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,4,0,14,0,0,3,0,0,3,4,3,0,13,0,4,3,0,3,4,0,12,0,26,0,3,0,0,0,8,0,9,3,33,0,0,3,4,0,5,5,7,0,31,0,0,0,4,3,8,0,8,0,32,0,0,0,0,6,9,5,14,0,39,4,0,4,0,7,3,3,11,0,29,0,0,4,0,0,5,0,15,0,23,0,0,3,0,0,8,0,16,0,37,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,6,13,0,23,0,0,0,0,0,0,0,0,0,0,6,21,35,21,18,65,26,135,3,329,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5
201031013,0,0,5,3,0,0,0,9,0,14,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,9,0,16,0,0,4,0,0,3,0,5,0,17,0,0,3,0,0,6,0,14,4,30,0,0,3,0,0,0,0,10,0,22,0,4,6,0,4,4,0,8,0,23,0,6,3,3,3,11,0,11,0,28,0,5,3,6,5,12,0,17,0,47,0,0,5,0,3,3,0,6,0,25,0,0,0,3,9,4,0,13,0,30,0,0,0,0,0,0,0,4,0,7,4,0,0,3,3,5,4,8,0,23,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,4,21,31,24,29,53,17,116,10,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031014,0,0,3,0,0,0,0,10,0,16,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,13,0,0,4,0,0,8,0,4,0,19,0,4,3,0,3,0,0,11,0,21,0,5,3,5,0,6,3,10,5,31,0,0,0,3,5,3,0,13,0,28,0,0,0,0,0,6,3,17,0,33,0,0,0,4,3,8,0,14,0,34,0,7,0,4,3,6,3,11,0,36,0,0,0,0,0,3,4,3,4,15,0,0,0,0,3,15,0,22,5,50,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,3,0,6,0,16,0,0,0,0,0,0,0,8,3,14,8,20,23,16,25,65,22,141,12,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031015,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,6,0,6,0,18,0,0,0,0,0,4,0,9,0,15,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,7,0,26,0,7,0,0,3,3,0,6,0,15,0,0,0,0,0,7,0,6,0,16,0,0,0,0,0,8,0,3,0,10,0,0,0,0,3,4,0,9,0,19,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,10,0,5,0,0,0,0,0,3,0,3,0,15,21,12,10,44,8,59,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031016,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,5,0,0,0,0,0,14,0,4,0,0,0,0,0,3,0,10,0,8,3,7,4,5,0,3,0,24,0,0,3,9,6,3,0,5,0,23,0,0,4,3,8,5,4,6,0,38,0,0,6,6,16,12,5,4,0,44,0,3,0,0,11,7,0,9,0,35,0,6,0,3,5,9,4,5,0,26,0,0,0,0,5,0,0,4,0,15,0,0,0,0,3,10,10,15,0,40,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,3,7,0,15,0,0,0,0,0,0,0,0,0,4,13,31,14,32,63,58,34,80,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
201031017,0,5,0,0,0,0,0,4,0,8,0,3,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,4,0,6,0,0,4,3,0,4,5,7,0,14,0,3,0,0,5,7,4,6,0,26,0,4,0,6,0,6,4,15,0,34,0,4,0,0,0,5,0,7,0,22,0,4,0,0,6,6,0,10,0,22,0,0,0,0,0,7,4,18,0,26,0,0,0,0,6,7,0,6,0,16,0,0,0,0,3,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,0,0,0,0,0,0,0,4,4,22,10,12,15,59,21,100,4,248,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
202011018,0,0,0,0,0,0,0,5,0,12,0,4,0,0,0,0,0,3,0,8,3,3,3,0,0,3,0,0,0,15,3,8,3,0,0,4,0,0,0,16,3,4,6,0,3,4,0,3,0,28,4,22,26,9,8,6,0,5,0,77,4,11,24,11,23,12,0,18,5,106,5,13,33,31,50,46,4,11,5,191,21,18,28,21,77,59,26,28,0,272,7,9,16,21,51,52,23,18,0,200,0,4,7,14,85,61,25,29,0,227,5,7,8,11,91,63,22,38,3,243,28,10,14,14,112,133,80,132,6,526,7,0,0,0,22,38,20,46,0,136,10,7,10,9,14,37,26,98,0,204,0,0,0,0,4,0,0,6,0,20,101,112,182,142,534,524,230,439,20,2287,4,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,17,3,34,7,0,0,0,3,0,0,52
