POW_SA2_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
201011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,6,0,0,0,0,0,0,0,12,0,0,4,10,5,0,0,0,0,21,0,3,0,11,3,0,3,0,0,21,0,3,0,10,3,0,0,4,0,26,0,14,0,4,0,0,0,0,0,19,0,14,0,4,5,0,0,0,0,21,0,12,0,4,3,0,0,0,0,17,13,19,0,3,0,0,0,0,0,32,8,0,3,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,79,11,48,31,0,3,4,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
201011002,0,22,0,15,24,0,0,4,0,69,0,18,5,25,40,0,0,8,4,95,0,58,11,45,71,6,6,24,0,218,0,103,17,101,114,3,12,27,5,376,6,192,21,138,160,12,14,39,0,583,14,365,39,126,255,21,8,25,6,858,16,437,35,104,148,9,4,11,6,771,26,518,21,94,88,10,0,11,5,769,44,405,12,76,68,0,0,5,10,615,125,519,14,160,48,0,0,0,3,870,24,55,0,16,6,0,0,0,0,109,38,166,0,8,5,0,0,0,0,214,0,15,0,4,4,0,0,4,0,22,292,2876,185,919,1049,66,44,157,40,5636,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,9,0,0,0,8,0,18,0,0,0,0,0,0,0,8,0,8,0,3,0,4,0,0,0,7,0,10,0,3,3,19,7,0,0,11,0,44
201011005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,4,6,0,0,0,0,15,0,4,0,5,9,0,0,0,0,23,0,4,0,6,22,0,0,0,0,27,0,11,0,0,36,0,0,0,0,55,0,20,0,0,33,0,0,0,0,58,4,22,0,7,45,0,0,0,0,81,0,13,0,11,38,0,0,0,0,71,16,22,0,24,68,0,0,0,4,134,5,0,0,10,6,0,0,0,0,15,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,36,96,5,80,272,0,0,0,8,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011006,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,0,0,9,0,11,0,4,0,0,0,0,0,11,0,13,0,18,0,0,0,0,0,27,0,13,0,13,0,0,0,0,0,26,6,15,0,34,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,62,3,92,8,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,8,6,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,0,0,0,5,0,0,0,0,0,9,0,0,0,8,5,0,0,0,0,12,0,5,0,11,5,0,0,0,0,19,0,11,0,23,17,0,0,0,0,52,0,15,8,29,20,0,0,4,0,75,3,15,0,11,41,0,0,4,0,77,9,48,3,8,26,0,0,3,0,103,8,38,10,8,36,0,0,5,0,104,12,36,5,9,20,0,8,3,0,87,40,68,10,21,11,0,8,5,0,163,12,8,0,5,0,0,0,0,0,21,13,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,92,242,38,146,184,8,19,25,3,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
201011481,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,4,0,9,0,0,0,13,6,0,0,0,0,25,0,6,0,7,9,0,0,0,0,24,0,5,0,15,6,0,0,0,0,31,0,10,4,10,4,0,0,0,0,24,0,21,0,3,0,0,0,0,0,23,0,7,0,0,3,0,0,0,0,12,12,16,4,3,0,0,3,0,0,33,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,7,61,28,0,9,7,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
201011482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,3,0,12,0,0,0,0,0,15,0,8,0,20,4,0,0,0,0,33,0,12,0,18,3,0,0,0,0,37,0,16,0,10,9,0,0,0,0,37,0,21,0,3,4,5,0,0,0,36,0,23,0,10,4,0,0,0,0,38,0,16,0,5,0,4,0,0,0,26,14,36,0,9,3,9,9,0,0,70,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,134,4,88,26,14,12,5,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011483,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,17,0,5,0,4,3,0,0,0,0,18,0,11,0,18,0,0,0,0,0,33,4,22,0,5,7,0,0,0,0,37,0,27,0,0,6,0,0,0,0,28,0,30,0,0,4,0,0,0,0,42,0,33,0,0,0,0,0,0,0,32,5,31,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,173,0,45,32,0,5,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011484,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,3,0,11,3,0,0,0,0,19,0,5,0,10,0,0,0,4,0,26,0,5,0,21,4,0,0,3,0,29,0,14,0,26,3,0,0,0,0,44,0,18,0,8,0,0,0,0,0,28,4,18,0,10,0,0,0,0,0,36,0,15,0,17,0,0,0,0,0,35,10,25,0,14,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,113,0,117,22,0,0,11,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
