POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
201031017,4,19,3,3,3,8,0,18,0,79,3,11,3,6,0,7,0,7,0,32,7,5,3,8,4,10,0,5,0,33,42,149,100,68,107,172,52,166,23,891
202011018,71,187,98,82,119,73,20,46,15,713,18,69,21,12,24,13,5,12,8,188,10,30,13,8,7,4,0,4,9,84,1461,3451,3072,2534,5187,3947,1050,1816,335,22856
202011019,7,19,9,10,14,7,8,6,0,80,7,8,6,0,0,0,0,6,0,28,0,3,4,0,0,0,0,0,0,10,127,447,285,211,476,375,107,227,39,2294
202011020,18,47,36,19,28,31,6,17,0,204,0,28,20,8,3,6,0,6,0,81,3,8,3,0,0,0,0,0,6,23,296,1070,812,576,1345,1408,406,795,94,6809
202011021,5,21,13,4,3,9,3,7,0,70,0,12,0,5,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,3,92,329,272,140,426,308,102,215,23,1902
202011022,20,43,39,30,37,34,7,19,4,235,5,23,13,9,4,11,3,8,0,72,0,17,7,0,3,0,0,0,0,36,350,1348,1014,664,1432,1177,372,729,106,7199
202011023,5,8,5,0,3,0,0,3,0,26,3,4,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,36,151,99,60,137,153,43,129,13,818
202011024,3,18,6,0,6,4,4,8,0,49,3,4,4,0,3,4,0,0,0,26,0,0,0,3,0,0,0,5,0,11,58,316,208,131,295,256,82,139,20,1515
202011025,8,25,21,12,9,24,4,8,3,118,0,8,7,8,0,3,0,0,0,31,0,11,3,0,0,0,0,0,3,16,221,506,426,324,915,757,220,423,56,3844
202021026,4,20,12,9,11,7,5,0,0,67,0,8,10,6,3,0,0,0,3,28,3,6,7,0,4,0,0,6,3,27,78,202,160,95,539,413,127,226,40,1876
202021027,20,89,56,19,29,33,10,15,3,277,6,37,17,12,5,10,3,6,3,95,0,18,3,5,0,3,0,6,7,43,312,1064,823,605,900,1336,297,518,106,5971
202021028,14,41,26,12,8,16,5,21,11,152,3,22,11,4,4,8,3,11,3,75,0,11,5,4,4,9,0,16,3,50,109,355,264,147,188,301,71,275,40,1747
202021029,4,23,4,10,10,5,0,17,3,78,0,9,4,9,0,10,0,8,0,37,0,8,3,5,0,8,0,3,4,29,71,220,154,109,162,235,89,266,28,1333
202021030,8,68,28,25,23,28,9,35,0,213,5,37,21,7,4,15,0,7,0,99,6,23,10,3,5,4,0,7,5,66,288,923,641,531,767,885,243,609,92,4974
202021031,9,33,13,11,10,16,4,14,0,111,5,19,13,3,6,8,0,6,0,56,0,12,8,5,3,3,0,5,0,38,130,541,319,233,347,387,98,238,39,2341
202031032,7,17,7,8,6,13,3,24,0,80,3,10,7,8,3,5,0,12,0,43,0,3,0,4,5,0,0,8,0,28,90,160,118,67,153,345,151,562,29,1671
202031033,10,27,25,14,5,29,12,61,9,190,3,18,30,4,9,17,0,27,0,113,5,8,13,10,5,18,3,17,9,88,107,370,276,197,290,435,151,666,92,2594
203011034,0,14,7,3,3,4,0,6,0,34,0,7,5,4,6,5,0,6,0,26,0,0,0,9,0,0,0,7,0,22,69,357,242,199,289,355,82,195,26,1802
203011035,6,15,9,4,9,9,5,16,0,74,0,16,6,9,5,3,0,15,0,62,6,8,3,4,0,4,3,4,0,34,69,282,153,96,205,284,83,283,41,1494
203011036,0,27,16,6,6,6,0,9,0,86,3,17,15,7,0,11,0,8,3,76,3,19,7,6,0,0,0,11,0,53,76,332,235,156,195,257,70,307,32,1654
203021037,14,43,34,21,13,10,0,8,0,148,5,21,7,4,0,0,0,3,0,50,3,5,0,0,0,0,0,3,0,21,318,1314,834,571,872,757,222,399,85,5356
203021039,112,258,176,100,157,140,37,68,7,1052,32,103,58,27,30,35,10,15,3,319,8,47,16,4,13,15,4,9,14,129,2283,4861,4625,3479,8239,7369,1893,2868,451,36060
203021040,9,51,30,27,21,17,8,11,3,176,4,23,10,3,3,3,0,5,3,53,0,13,6,4,3,4,6,0,0,35,304,1295,950,558,1043,942,247,498,87,5930
203021042,12,73,35,22,20,16,3,16,6,206,6,50,26,3,7,9,0,12,4,107,0,22,7,4,0,3,0,5,0,35,321,1249,897,671,1495,1342,358,670,108,7105
203021043,15,46,16,13,26,34,13,25,7,199,3,19,7,5,7,6,3,6,0,69,0,10,3,0,0,0,0,4,0,26,385,1062,800,476,1480,2016,547,1032,150,7956
203021044,7,21,13,3,0,9,0,6,0,63,0,13,8,0,0,7,0,0,0,32,0,5,0,0,0,0,0,0,0,9,112,605,358,207,315,287,67,137,33,2112
203021045,19,67,39,20,29,16,5,22,0,212,3,24,9,8,0,5,0,10,0,65,3,13,13,6,0,0,0,0,0,29,214,853,714,473,1027,1069,318,627,90,5383
203021046,10,45,35,8,13,22,7,14,3,155,0,17,11,6,0,9,0,3,0,55,8,17,0,0,0,3,0,0,0,40,236,940,723,430,858,959,291,491,58,4992
203021047,30,66,57,32,58,67,13,24,4,358,13,46,20,10,14,8,0,18,0,136,6,13,4,0,6,9,0,0,6,46,559,1258,1307,976,2804,2908,714,1386,166,12092
203021485,0,13,11,5,0,3,0,7,0,42,3,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,54,169,209,123,206,206,59,131,20,1177
203021486,11,34,26,11,25,27,8,18,0,163,0,12,11,3,0,3,0,7,0,53,0,9,4,0,0,3,0,5,3,25,288,943,637,406,1287,1264,418,950,109,6297
203021487,17,55,27,17,16,17,7,11,5,170,7,15,10,3,5,3,0,0,4,57,0,11,4,0,0,5,0,0,6,22,417,1875,1048,602,1153,1037,332,569,109,7139
203021488,7,23,18,9,17,18,0,7,0,99,0,10,4,0,5,3,0,4,0,29,0,0,0,0,3,0,0,0,0,13,190,562,454,311,610,765,222,365,59,3542
203031048,8,38,10,15,15,10,8,13,0,116,3,33,12,3,10,0,0,6,0,66,0,18,0,0,0,3,0,0,0,30,175,703,458,263,519,508,157,283,40,3117
203031049,10,54,17,17,5,15,0,9,0,136,4,29,12,4,4,9,0,5,0,55,5,14,0,0,0,0,0,0,0,27,234,574,323,219,324,327,83,161,33,2284
203031051,10,40,15,9,8,10,6,6,0,114,4,25,6,0,6,0,0,0,3,43,0,7,6,0,0,0,0,0,0,19,128,394,259,143,258,294,57,107,30,1676
203031052,11,56,31,15,5,6,0,7,4,138,6,18,8,6,6,0,0,6,0,57,0,18,8,3,0,8,0,3,0,34,191,462,325,193,311,273,75,195,40,2057
203031053,13,74,39,20,12,21,5,15,0,208,11,36,18,5,4,10,0,3,0,83,5,21,11,4,4,5,0,4,0,48,496,1748,1116,647,1289,1341,309,725,114,7788
203031489,5,23,18,3,7,5,8,6,0,69,0,14,9,0,3,0,0,0,0,26,0,5,0,0,0,3,0,3,0,16,171,573,342,198,355,364,115,208,37,2354
203031490,18,77,41,21,20,18,3,11,3,212,4,43,17,12,3,5,4,7,0,84,4,22,5,4,0,6,0,3,8,53,302,1317,843,479,710,851,199,414,96,5213
204011054,10,41,15,22,11,20,3,23,10,159,4,27,24,14,5,11,7,8,0,100,3,25,11,11,0,15,0,7,8,76,213,434,333,271,532,495,129,315,59,2777
204011055,18,46,29,30,17,36,6,32,8,216,4,31,19,14,7,19,3,20,0,119,8,14,11,11,7,7,4,17,11,82,120,374,278,239,320,443,90,363,60,2281
204011056,13,42,25,13,20,17,6,22,8,157,5,28,10,7,7,10,3,6,3,83,3,10,0,3,3,3,0,6,0,33,266,842,634,439,809,846,230,561,107,4740
204011057,24,85,45,22,20,27,10,35,5,272,8,43,18,13,4,19,0,21,3,124,11,19,14,5,0,5,3,8,8,64,284,883,698,421,652,719,244,639,109,4652
204011058,4,15,15,12,9,21,5,17,0,101,0,13,8,0,9,9,3,8,6,55,4,13,0,10,8,9,8,8,0,54,88,270,207,119,337,399,92,254,29,1796
204011059,19,28,20,18,10,24,4,14,8,146,0,17,8,0,4,4,0,11,0,47,0,10,6,0,0,0,0,0,0,13,179,546,423,338,575,542,133,290,75,3100
204011060,8,21,16,0,19,7,4,15,8,93,4,6,10,4,11,13,3,8,5,52,0,0,3,5,4,3,0,5,0,30,107,176,161,81,388,609,234,422,40,2213
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,10,7,3,14,0,38
204011062,8,18,14,9,3,3,0,13,3,70,5,18,10,0,3,4,0,5,0,46,8,6,11,7,7,6,0,12,5,58,88,242,176,115,127,158,63,181,18,1163
204021063,26,53,34,18,34,45,8,32,6,255,6,49,11,14,7,10,4,12,0,114,7,17,7,5,5,4,4,4,9,59,277,750,562,450,980,1032,269,722,132,5182
204021064,6,19,14,9,5,15,5,28,4,103,0,14,10,7,8,9,7,22,0,72,0,3,14,9,4,3,0,14,0,48,49,104,104,70,109,142,52,223,21,867
204021065,14,12,10,0,11,13,5,12,6,78,5,10,5,0,0,5,0,5,0,33,3,10,7,3,0,8,0,0,0,33,145,203,166,90,243,392,90,202,22,1544
204021066,35,111,60,58,61,47,6,47,5,427,10,40,29,14,10,14,3,7,5,122,9,15,4,0,5,7,4,0,5,42,615,1571,1449,1213,2284,2024,583,975,176,10898
204021067,10,46,24,13,18,37,8,39,9,205,10,39,28,13,9,20,3,25,3,141,0,18,21,12,6,19,3,31,8,128,157,432,298,175,399,481,135,518,68,2658
204031068,13,31,22,13,3,13,4,13,3,121,6,18,4,6,6,11,0,8,0,54,3,6,0,3,0,6,0,0,0,22,151,366,272,185,274,326,76,215,28,1888
204031069,21,57,36,14,29,24,4,36,3,223,4,28,12,11,3,11,0,12,3,82,4,15,13,0,3,6,0,7,4,47,352,936,786,478,671,616,188,528,108,4658
204031070,0,11,7,6,8,9,4,4,0,47,0,7,6,4,0,5,0,4,0,25,0,4,4,0,0,4,4,9,3,28,41,123,74,59,74,101,31,119,15,646
204031071,16,31,27,9,21,19,9,12,4,140,3,11,10,6,6,3,0,5,0,54,0,9,5,7,3,5,0,3,5,34,137,317,283,181,367,346,132,249,56,2069
204031072,9,28,19,13,15,34,8,44,4,181,7,32,13,13,5,19,9,22,3,118,9,15,9,7,11,8,7,28,5,96,130,354,269,198,315,376,110,450,49,2251
204031073,14,44,19,11,25,25,8,11,0,170,0,21,3,4,4,3,0,6,0,50,5,9,10,3,3,3,0,0,0,32,256,645,539,456,1097,1105,345,700,82,5226
204031075,3,18,20,5,0,12,6,10,4,74,0,14,11,8,0,12,4,5,0,56,4,13,10,5,3,7,0,12,0,42,80,242,168,105,151,242,99,226,34,1347
204031491,8,18,18,9,13,14,0,11,0,100,4,15,6,0,8,5,0,4,0,39,0,7,0,0,3,0,0,0,5,26,164,420,303,230,802,1294,279,475,84,4052
204031492,33,83,63,44,60,48,10,41,3,394,6,47,12,5,12,15,5,18,0,121,0,26,11,0,8,6,0,4,3,60,574,1459,1332,1165,2534,2497,776,1353,207,11885
205011076,15,43,35,20,22,15,9,28,4,188,7,23,14,9,8,11,0,11,4,85,4,16,5,12,7,3,4,4,0,58,208,899,585,393,756,777,221,601,104,4537
205011077,10,33,25,12,4,11,6,22,0,115,3,20,9,5,3,7,6,11,0,73,0,18,13,7,5,8,0,8,5,52,120,309,256,150,317,281,92,306,50,1882
205011078,10,40,23,11,4,12,0,25,3,128,0,16,11,8,5,6,0,19,0,61,6,11,3,0,0,5,3,14,5,50,128,425,317,188,308,389,83,389,61,2294
205011079,37,77,72,43,58,51,15,52,5,408,7,47,34,7,5,17,9,21,3,145,9,50,19,9,0,13,0,24,7,128,592,1936,1519,1085,2076,1869,557,1221,195,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,30,99,78,51,56,51,14,47,10,435,16,60,33,18,15,20,5,15,5,177,3,19,10,4,3,3,4,4,5,62,550,1460,1293,1038,1987,1717,524,926,219,9720
205021082,10,36,27,10,13,17,8,37,6,158,5,19,14,4,7,20,0,21,5,88,3,15,18,3,5,12,7,20,4,93,96,292,281,148,312,337,103,386,46,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,15,57,33,11,12,9,8,24,3,178,10,33,13,3,3,4,0,3,0,77,4,18,5,7,0,0,3,3,3,47,210,651,427,270,432,417,102,276,74,2854
205021085,16,43,18,10,9,19,9,28,9,160,4,21,10,10,4,7,3,21,3,78,8,12,9,9,7,7,0,7,5,58,136,410,282,213,332,363,100,355,66,2257
205021086,9,18,12,12,6,4,5,10,0,70,0,6,8,0,4,0,0,7,0,29,0,11,7,5,0,3,0,3,0,37,60,201,141,87,159,125,41,111,33,956
205031087,12,65,47,23,13,20,8,40,0,235,5,35,24,8,6,19,0,23,6,134,0,14,13,9,0,11,0,8,4,65,210,605,470,293,299,505,141,555,82,3164
205031088,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,15,13,4,10,8,0,6,0,64
205031089,9,30,32,12,11,27,7,36,5,174,8,26,14,7,5,5,0,18,3,95,0,19,10,6,3,7,0,9,0,59,157,519,374,263,444,475,159,503,77,2971
205031090,19,63,54,29,36,29,18,50,10,305,6,49,22,7,9,22,0,23,3,144,4,23,13,8,3,12,5,8,8,86,272,902,663,482,927,995,370,789,138,5540
205031091,24,68,33,15,18,22,0,12,4,191,7,39,13,5,3,3,4,9,0,82,9,19,8,3,0,0,0,0,0,47,399,852,577,341,614,592,137,306,95,3913
205031092,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,3,16,8,0,0,0,47
205031093,28,144,62,30,39,33,17,30,13,396,3,44,28,15,7,15,7,17,10,154,6,34,14,12,0,7,5,12,12,110,576,1699,1291,864,1379,1522,344,798,181,8663
205041094,9,16,18,8,20,21,6,27,9,130,0,17,9,0,6,9,0,11,3,60,0,23,3,0,3,3,0,6,4,46,164,413,314,201,787,721,242,710,88,3644
205041095,14,44,31,14,30,10,0,13,4,167,4,22,5,3,3,5,0,3,6,56,5,15,0,0,5,0,0,0,0,27,319,898,724,507,1167,952,302,464,139,5467
205041096,38,74,46,28,67,39,18,35,9,349,14,41,18,10,8,14,0,12,9,124,0,20,4,0,8,5,0,6,7,45,574,1278,1123,854,2534,2046,700,1012,201,10334
205041098,3,8,5,0,0,0,3,4,0,29,0,3,3,3,0,0,0,3,0,17,3,0,0,0,0,3,0,6,0,13,30,86,71,36,69,97,29,73,11,504
205041493,11,50,34,20,22,20,12,16,4,187,6,24,17,8,4,10,6,5,4,85,0,8,6,3,0,3,0,4,3,34,449,1463,1042,642,1679,1415,405,681,156,7925
205041494,24,34,32,22,28,28,4,14,0,190,3,21,13,8,7,10,5,8,0,59,7,10,0,0,0,0,0,0,0,21,365,702,786,718,1024,1078,313,507,80,5576
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,6,0,24
205051100,6,14,10,10,10,13,6,8,0,75,5,8,4,4,3,0,0,10,0,35,0,0,4,0,0,5,0,9,4,27,113,193,140,112,442,583,202,532,41,2363
205051101,14,48,28,19,14,25,10,34,4,207,7,24,12,12,3,13,3,17,5,101,3,13,18,5,3,8,4,17,4,73,242,649,482,340,597,816,244,706,84,4149
205051102,12,17,9,8,6,22,3,18,3,103,3,9,5,3,3,12,0,13,0,48,0,4,0,0,0,3,0,9,3,28,85,166,160,84,215,349,104,378,40,1580
205051103,25,75,39,25,36,32,6,22,3,267,4,42,6,8,8,9,0,7,0,93,4,14,6,0,6,7,0,4,6,50,504,1297,1045,745,1412,1459,400,806,142,7804
205051104,11,28,20,17,14,10,8,21,9,143,0,10,11,4,4,4,4,19,3,65,4,7,7,9,5,9,0,5,3,47,85,289,228,172,247,308,84,328,49,1793
206011106,4,19,6,10,6,9,0,13,0,71,0,8,9,3,6,4,0,0,0,37,0,5,0,0,0,0,0,0,0,11,143,668,511,323,560,557,136,301,47,3244
206011107,3,20,12,7,7,11,0,7,0,61,0,7,9,7,4,0,0,0,0,22,0,5,3,0,0,0,0,0,0,13,81,417,275,197,299,295,75,188,31,1853
206011109,3,7,4,4,3,5,3,6,0,34,0,6,4,0,6,0,0,5,0,21,0,3,0,0,0,0,0,0,0,9,67,292,209,134,206,265,51,130,17,1362
206011495,3,30,21,11,30,24,7,9,5,134,4,18,5,7,4,11,4,10,0,60,0,11,0,3,4,4,5,0,3,28,215,749,656,424,932,877,203,420,80,4559
206011496,7,35,44,29,30,27,7,16,0,199,8,22,17,11,15,8,6,9,0,95,4,8,5,5,0,9,0,0,0,34,463,1616,1208,752,1604,1422,329,686,107,8186
206011497,11,37,28,18,28,19,7,14,3,162,3,23,5,3,6,5,4,3,0,57,0,18,0,0,3,0,0,4,5,39,319,1169,982,557,1256,1059,263,445,126,6176
206011498,9,18,15,12,13,4,0,5,0,75,0,11,13,5,3,0,0,3,0,29,0,4,0,0,0,0,0,0,0,7,106,403,380,292,460,338,103,211,41,2329
206021110,9,24,30,17,23,23,7,18,0,146,3,24,8,5,5,3,0,8,0,63,3,4,5,3,0,0,0,0,0,24,199,729,556,385,925,1061,278,487,59,4686
206021112,15,47,27,29,39,27,4,18,0,208,3,22,13,6,3,10,3,7,4,65,0,13,3,0,3,7,0,3,0,34,236,1001,748,567,1125,1011,247,532,91,5560
206021499,4,29,18,9,16,10,3,14,0,112,0,26,7,3,3,3,0,3,0,48,0,6,4,0,0,3,0,5,0,19,215,744,529,375,633,695,172,372,49,3783
206021500,5,27,19,0,12,4,9,13,0,88,0,12,8,5,0,8,0,7,0,45,0,3,4,3,0,6,0,4,0,15,180,622,520,316,565,553,178,336,51,3321
206031113,10,33,12,7,14,11,0,14,0,97,0,10,3,7,0,3,0,3,0,32,0,4,4,0,0,0,0,0,0,16,151,640,428,250,425,420,117,283,35,2755
206031115,5,20,14,7,10,19,3,4,0,84,4,17,6,0,3,7,0,4,0,38,3,5,0,0,0,0,0,0,0,10,136,519,434,230,562,576,153,272,58,2945
206031116,22,58,38,21,25,31,14,24,5,229,9,28,17,7,13,7,0,8,5,95,4,8,3,3,0,3,0,0,6,32,482,1497,1139,685,1823,1451,343,621,128,8177
206031501,3,36,19,17,14,19,0,9,0,124,0,15,14,7,6,3,0,4,0,51,0,13,4,0,0,0,0,6,0,27,188,821,589,312,661,615,163,399,71,3814
206031502,7,43,23,16,18,13,4,23,0,150,6,16,15,5,6,4,0,4,0,55,0,9,0,0,4,0,0,6,0,18,228,729,594,335,685,731,185,481,56,4019
206041117,19,94,74,34,63,71,16,44,0,419,5,54,34,19,16,32,9,27,3,193,3,28,18,0,4,4,0,3,0,62,834,2445,2280,1407,4033,3665,878,1710,238,17493
206041118,86,83,88,70,203,235,60,82,16,924,24,47,29,17,44,49,9,24,8,257,12,22,8,10,4,13,3,6,16,82,3935,2989,4075,3601,19859,32871,6070,11020,1030,85451
206041119,78,100,80,44,101,74,37,61,7,591,38,74,35,11,36,23,3,21,0,237,27,31,13,14,10,8,0,10,3,111,1468,1696,1832,1605,5486,4479,1365,2338,237,20511
206041120,5,5,5,0,4,3,0,0,0,24,5,7,3,3,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,7,98,171,138,90,241,284,89,158,22,1275
206041121,7,17,14,7,14,29,6,12,0,106,6,11,6,0,5,6,0,3,0,43,0,12,5,0,4,0,0,0,0,17,196,638,544,359,1036,1238,259,508,76,4843
206041124,71,144,106,77,97,144,26,99,11,775,25,69,39,18,27,36,9,28,0,250,8,26,12,4,6,7,0,3,4,74,1890,3533,3726,3690,5800,8265,1754,3320,406,32388
206041125,29,81,62,45,57,101,23,43,3,447,7,53,31,14,12,20,5,17,0,164,10,31,22,6,6,9,0,11,3,93,1060,1617,1850,1870,4130,5340,1210,2363,251,19692
206041127,11,3,3,3,30,31,12,23,3,123,4,3,3,4,9,8,3,11,0,42,4,3,0,0,0,0,0,0,3,18,191,221,222,228,935,1139,414,855,103,4304
206041503,120,222,171,130,407,307,90,172,21,1651,44,136,86,48,102,97,15,51,9,591,21,70,32,18,20,15,6,17,33,228,5419,7036,7267,5324,28045,28219,7307,14527,1367,104517
206041504,29,66,57,35,87,60,28,62,3,429,7,47,35,13,30,16,7,22,0,183,3,12,3,4,9,0,3,9,4,49,1409,3154,2758,1585,7404,6358,1409,2690,370,27130
206041505,113,251,244,157,387,385,127,246,22,1936,31,170,103,70,105,118,33,80,29,743,30,98,49,29,25,29,7,28,27,324,4460,6429,7725,5683,28696,34167,8130,15476,1415,112180
206041506,16,56,48,25,47,48,12,22,7,277,12,19,23,9,19,12,4,10,0,108,0,15,7,4,3,10,0,0,4,48,490,1241,1305,866,2631,2726,734,1433,183,11608
206041507,0,4,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,45,38,26,131,54,12,25,0,349
206041508,38,50,41,19,55,63,20,37,9,328,12,27,15,4,18,17,5,10,3,113,3,13,4,3,0,0,0,0,4,36,2986,2403,2081,1429,5987,7957,1935,3716,389,28884
206041509,11,42,41,18,70,50,15,26,4,275,3,29,9,11,15,11,8,7,0,90,0,18,3,5,0,8,0,0,3,39,545,1142,1048,787,3154,3306,850,1407,179,12410
206041510,20,19,28,8,26,23,8,20,0,142,3,4,12,9,8,5,4,0,0,45,0,6,0,7,0,6,0,0,0,23,247,453,530,389,1299,1443,361,761,81,5553
206051128,17,79,52,38,45,48,21,58,4,360,8,80,35,18,12,26,10,22,0,214,4,40,15,11,6,8,3,14,0,101,642,1587,1445,942,3450,4351,1141,2311,193,16077
206051129,3,28,14,11,5,13,0,5,0,85,0,23,11,4,3,0,0,4,0,46,0,5,4,4,0,3,3,3,0,20,148,575,418,264,378,482,117,308,31,2720
206051130,7,40,22,13,15,22,6,21,0,148,4,32,14,5,4,4,3,5,0,72,3,20,14,0,0,0,0,0,0,48,243,770,650,317,760,841,220,544,65,4404
206051134,0,29,16,10,11,13,0,17,0,102,0,21,8,8,0,13,0,5,0,53,3,13,8,5,0,4,0,5,0,39,165,738,519,285,553,652,185,361,55,3500
206051511,31,66,71,37,130,156,33,70,15,618,11,25,38,12,27,34,14,22,3,189,4,23,0,3,8,15,0,6,3,61,1020,1792,2202,1426,7287,9062,2378,4471,471,30107
