POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
206021500,38,11,12,12,31,26,31,0,0,173,15,5,3,4,6,4,6,0,0,45,25,6,5,4,12,13,11,0,0,85,4,5,3,0,8,8,14,0,6,55,237,61,82,95,142,176,252,4,23,1076
206031113,21,8,8,9,20,24,25,0,3,122,8,0,0,5,3,7,3,0,0,17,11,3,8,7,11,14,9,0,0,57,7,0,0,3,8,6,5,0,0,42,206,49,44,77,134,144,199,5,12,859
206031115,50,18,22,30,59,52,32,0,4,258,4,0,5,0,0,9,14,0,0,40,6,7,0,4,0,5,5,4,0,27,16,3,3,13,13,11,12,0,9,65,278,77,93,112,210,212,253,3,15,1249
206031116,111,22,44,51,104,112,115,0,8,565,5,0,0,4,3,5,0,0,0,18,37,4,6,10,19,19,14,0,3,112,24,3,0,15,19,25,21,0,8,120,716,153,179,262,464,376,488,5,39,2672
206031501,41,12,20,27,55,42,50,0,0,239,9,0,4,0,0,0,3,0,0,13,5,0,4,8,3,8,10,0,0,43,16,0,0,0,9,17,10,0,6,52,294,46,76,105,177,164,226,6,16,1112
206031502,43,6,27,18,39,39,47,0,4,221,6,0,0,3,5,0,3,0,0,15,21,3,9,14,9,10,9,0,0,71,6,4,0,8,9,8,12,0,0,42,292,42,71,89,174,176,254,0,16,1123
206041117,246,78,97,114,194,200,228,6,9,1171,45,12,16,11,15,18,26,0,3,157,106,17,25,29,65,81,59,0,5,388,38,16,13,16,39,41,81,0,8,261,1354,417,519,730,1147,1376,1956,41,70,7608
206041118,46,10,22,42,72,70,76,0,0,346,84,24,25,44,69,63,74,0,5,391,23,6,7,9,35,32,47,0,4,163,116,35,60,113,190,183,266,4,57,1019,6402,2158,3085,5009,7174,7504,8165,155,262,39906
206041119,514,125,141,213,297,264,264,3,13,1834,69,15,25,32,56,82,55,5,3,344,75,21,17,50,67,54,46,4,0,334,37,8,19,15,37,40,64,0,14,228,1727,431,531,810,1123,1164,1198,25,56,7052
206041120,5,0,0,4,5,13,12,0,0,44,36,4,9,9,18,34,19,0,3,135,0,0,0,3,0,0,0,0,0,5,4,0,0,0,3,0,5,0,0,16,73,10,21,32,63,75,67,0,9,355
206041121,51,21,9,22,33,30,23,0,0,175,0,0,0,5,0,4,0,0,0,14,12,8,4,3,10,7,8,0,0,58,29,10,8,16,20,20,25,0,6,133,412,129,131,233,308,329,404,7,17,1979
206041124,1415,416,570,808,1250,1064,955,69,42,6583,21,5,7,7,19,17,14,0,4,102,25,6,11,9,27,7,24,0,4,119,36,15,26,21,57,68,82,0,21,327,2640,779,1044,1533,2368,2331,2345,106,99,13249
206041125,575,177,229,334,587,612,627,7,19,3169,10,6,5,0,8,4,0,0,0,30,23,5,6,6,19,13,17,0,0,100,47,13,20,22,47,42,78,0,13,275,1447,425,617,898,1506,1651,1997,32,65,8640
206041127,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,4,0,0,22,20,4,4,15,17,17,25,0,4,102,363,78,91,155,340,225,246,6,23,1532
206041503,323,77,109,173,237,253,259,0,9,1435,39,9,21,25,39,33,69,0,4,236,113,34,54,68,126,142,202,0,4,732,176,63,67,143,255,256,436,7,79,1485,7941,2404,3528,5651,7901,8434,9956,202,372,46391
206041504,40,9,20,40,42,40,69,0,4,268,9,3,9,12,9,8,29,0,0,75,44,16,18,41,57,60,84,0,5,324,42,19,26,31,77,94,175,0,28,492,1847,601,861,1391,2101,2346,3225,49,106,12525
206041505,219,59,110,134,210,251,248,7,13,1247,50,29,39,41,82,129,118,0,3,491,121,45,34,107,142,145,140,0,0,747,232,74,140,179,314,347,591,12,85,1978,7946,2489,3725,5655,8602,9601,11179,208,418,49826
206041506,115,34,35,64,81,89,85,5,3,508,18,0,9,3,8,5,8,0,0,62,97,26,38,35,59,88,68,6,4,412,46,14,13,25,30,64,67,0,12,269,903,202,328,450,684,828,1045,17,47,4502
206041507,0,0,0,0,0,0,0,0,0,5,18,0,0,4,12,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,7,7,18,14,13,0,0,100
206041508,30,5,9,25,34,45,56,3,7,213,427,171,266,421,598,322,214,0,17,2437,58,11,17,37,54,58,59,0,0,296,60,13,20,39,64,90,103,3,14,413,2009,685,1065,1627,2568,2537,2981,54,108,13630
206041509,45,9,21,35,49,49,59,0,0,264,74,21,44,31,46,64,67,0,0,352,10,6,6,3,17,5,8,0,0,49,28,9,3,27,29,48,59,0,9,205,800,202,333,506,778,857,1226,27,51,4782
206041510,54,20,25,38,50,40,63,0,0,291,9,0,6,6,0,11,9,0,0,46,23,6,7,14,13,18,39,0,0,128,12,8,5,22,16,21,32,0,0,123,380,102,149,250,354,397,552,13,16,2217
206051128,94,21,37,50,87,73,87,0,6,458,24,5,6,9,25,16,20,0,0,102,36,0,11,9,31,18,18,0,0,125,48,11,28,42,63,66,75,3,15,352,1043,295,489,770,1178,1200,1605,43,50,6668
206051129,18,7,3,16,30,25,23,0,0,124,6,0,3,0,4,7,0,0,0,14,9,3,0,4,9,7,26,0,5,62,12,0,0,0,3,9,10,0,0,37,216,47,58,102,158,179,216,0,11,980
206051130,37,9,6,16,24,34,50,0,0,174,4,0,0,0,0,3,8,0,0,12,16,5,6,10,14,16,20,0,0,92,19,0,8,12,20,13,32,0,4,109,327,78,101,142,258,309,431,4,16,1670
206051134,38,10,10,18,30,30,37,0,0,177,9,0,0,4,5,6,3,0,4,27,21,9,4,6,16,18,14,0,0,92,10,0,9,7,11,15,19,0,6,70,287,79,89,127,227,225,432,7,21,1500
206051511,73,22,38,49,97,76,104,0,7,464,18,3,10,9,10,12,14,4,0,70,78,15,20,23,77,88,84,0,6,399,131,32,61,80,132,147,168,11,29,794,2291,659,818,1275,2190,2130,2771,41,114,12298
206051512,113,35,49,54,117,144,171,4,5,697,18,4,9,4,7,9,14,0,0,71,61,20,14,23,47,42,49,0,0,256,58,25,34,45,80,94,119,3,22,465,1432,452,590,866,1471,1668,2217,40,69,8800
206051513,63,18,25,30,35,48,102,0,3,323,11,0,5,3,3,8,5,0,0,44,25,8,5,6,12,21,17,0,0,95,19,4,7,11,19,22,33,0,0,120,485,107,151,199,326,357,564,12,10,2202
206051514,125,55,38,61,119,148,170,0,6,717,19,4,4,14,14,14,20,0,0,98,40,9,9,15,36,43,32,0,0,186,25,9,7,23,35,37,38,0,10,178,622,175,236,416,673,827,1211,21,36,4214
206061135,86,30,31,45,103,98,100,4,4,499,12,0,0,0,0,4,3,0,0,24,23,10,7,13,25,30,29,5,0,136,10,0,3,13,15,22,17,0,3,74,559,134,187,253,398,403,546,13,28,2517
206061136,162,43,42,84,134,164,164,10,8,802,13,4,4,10,9,16,11,0,0,64,57,14,6,19,49,33,63,0,0,240,28,12,22,21,43,46,67,0,9,240,707,191,275,446,647,783,1185,24,49,4299
206061138,59,12,11,17,34,33,42,0,0,203,6,0,0,3,0,0,0,0,0,14,19,0,3,15,10,12,17,0,3,74,21,4,13,8,16,10,14,0,0,87,450,77,109,173,249,234,325,6,20,1652
206061515,38,3,18,21,50,50,60,0,0,237,3,0,0,6,4,8,4,0,0,35,14,5,7,12,16,26,27,0,4,111,18,9,13,17,21,27,46,4,9,163,423,136,186,259,513,547,783,23,22,2878
206061516,47,10,14,25,45,47,66,0,0,250,5,0,4,5,0,3,4,0,0,24,17,7,9,6,21,38,37,0,0,141,20,6,6,15,16,25,46,0,9,137,421,120,177,224,414,523,845,15,28,2770
206071139,79,26,22,31,70,71,52,0,5,357,17,3,0,9,11,14,15,0,0,69,37,9,9,7,15,13,25,0,0,112,37,15,15,24,38,47,79,3,12,280,820,230,305,469,685,729,849,15,33,4142
206071140,30,4,16,3,11,17,13,4,0,100,8,3,0,0,0,3,4,0,0,24,10,0,0,3,6,9,8,0,0,41,6,0,5,0,0,0,13,0,3,34,184,37,54,45,98,100,127,7,9,666
206071141,137,44,41,66,91,99,80,0,5,563,26,7,6,4,10,22,12,0,0,84,33,10,9,16,22,37,36,0,0,165,41,15,13,28,51,63,75,0,11,293,882,267,332,494,837,1021,1197,27,52,5130
206071142,582,156,206,268,428,399,317,18,18,2395,12,9,0,5,10,10,16,0,0,65,27,4,5,14,14,45,35,0,4,152,33,16,15,31,36,52,64,0,17,255,1130,305,423,627,909,1004,1225,34,70,5730
206071143,62,16,14,32,42,50,80,0,3,306,11,0,0,5,0,8,7,0,0,26,19,0,4,0,12,15,5,0,0,63,12,4,0,0,16,7,13,0,0,59,309,68,95,125,249,267,347,8,22,1486
206071145,107,21,31,37,90,82,105,5,4,482,14,0,0,0,9,3,5,0,0,27,18,3,0,8,5,10,8,0,0,45,15,4,7,9,15,10,14,0,0,81,329,60,99,120,244,249,292,3,18,1420
206071517,143,25,42,63,84,114,110,4,3,589,23,6,9,22,28,27,35,0,4,146,46,3,18,27,40,58,66,0,4,276,106,26,41,73,92,122,178,3,25,670,1629,461,720,1168,1821,2278,2613,65,111,10865
206071518,455,121,161,297,412,359,369,3,15,2197,7,3,3,7,9,11,11,0,0,53,47,10,17,14,34,45,41,6,3,217,42,9,14,30,43,51,90,0,9,293,1202,343,429,693,1088,1006,1281,23,55,6114
207011146,64,14,16,21,38,48,61,0,3,261,3,0,0,5,4,0,0,0,0,10,5,0,4,5,5,3,9,0,0,34,3,0,0,4,8,4,8,0,4,28,189,39,60,104,131,133,155,0,9,822
207011147,89,21,38,44,50,61,83,0,3,388,3,0,0,0,8,0,0,0,0,6,17,7,3,8,16,18,11,0,0,81,6,7,8,4,11,22,27,0,5,94,461,123,148,242,370,314,388,3,36,2081
207011148,80,21,20,33,42,36,39,0,0,273,4,0,7,5,0,0,0,0,0,19,31,6,0,10,6,10,6,0,0,63,23,4,3,8,12,23,29,0,7,109,450,89,120,211,217,222,256,5,16,1595
207011149,185,53,77,94,204,223,265,0,7,1100,3,3,0,6,3,0,0,0,0,15,33,10,13,14,22,25,22,0,6,146,30,5,18,15,36,22,41,0,3,174,791,198,289,403,662,678,763,6,35,3812
207011150,119,31,26,49,76,66,59,0,0,421,0,0,0,0,0,0,0,0,0,8,15,0,3,0,6,16,10,0,6,53,25,4,0,15,16,21,30,0,5,123,668,172,249,356,499,604,612,14,34,3209
207011152,135,42,45,60,93,90,61,0,3,531,8,4,0,0,0,0,7,0,0,23,15,6,0,11,16,19,17,0,0,88,31,12,13,25,38,33,52,0,10,216,914,240,330,528,759,790,821,14,40,4438
207011154,58,13,19,21,25,46,38,0,4,216,0,0,0,0,4,3,0,0,0,13,10,0,0,4,0,0,5,0,0,26,9,3,0,5,6,13,11,0,5,48,241,39,56,99,143,148,157,0,8,889
207011155,124,29,46,50,129,69,109,0,0,551,0,0,0,0,6,0,0,0,0,12,28,5,7,7,8,12,11,0,4,85,20,6,8,6,27,18,14,0,3,99,554,105,187,262,415,343,431,7,19,2323
207011519,52,22,23,29,29,46,46,0,3,252,5,0,0,5,3,0,6,0,0,20,18,4,5,4,8,12,13,0,0,65,8,7,8,11,19,23,42,0,5,114,502,135,231,324,497,541,691,12,21,2964
207011520,128,35,45,50,84,101,124,0,7,573,6,0,0,3,4,0,3,0,0,18,27,10,10,9,15,9,31,0,0,104,22,8,4,19,27,35,52,3,8,172,707,166,257,351,596,602,774,22,38,3517
207011521,107,22,27,51,86,75,63,0,5,433,4,0,3,0,3,3,0,0,0,12,12,0,3,4,9,8,8,0,0,51,15,3,17,8,34,19,16,0,7,107,646,155,219,308,418,379,370,8,34,2530
207011522,138,28,33,55,104,92,81,0,5,545,0,0,6,0,0,0,0,0,0,9,7,6,7,7,9,0,6,0,0,37,9,4,5,11,13,13,17,0,8,70,424,97,121,212,279,260,317,0,21,1734
207021156,39,23,12,14,29,20,10,0,4,153,4,0,0,0,0,0,5,0,0,14,17,4,3,0,11,10,14,0,0,61,11,3,5,0,11,14,14,0,0,57,285,74,85,93,181,169,173,0,16,1074
207021157,90,24,48,54,62,66,70,0,3,424,9,0,0,3,4,5,8,0,0,33,32,9,11,23,48,38,48,0,0,198,22,9,10,17,24,28,39,0,11,159,747,182,302,445,732,733,700,11,49,3904
207021159,63,24,20,29,86,99,130,0,3,456,7,0,0,3,4,4,3,0,0,22,6,4,3,8,11,3,0,0,0,42,9,0,6,10,10,16,10,0,3,62,304,95,79,146,227,222,245,4,13,1340
207021160,158,43,35,67,104,86,85,0,7,589,5,0,0,6,0,3,0,0,0,16,6,4,0,0,0,4,0,0,0,27,8,4,3,9,9,3,4,0,7,42,342,87,93,157,219,189,196,6,16,1305
207021424,41,14,25,29,51,46,55,0,0,264,0,3,0,0,0,0,0,0,0,10,16,7,6,6,11,10,3,0,0,48,8,3,3,15,10,9,10,0,5,65,260,94,93,156,229,201,261,10,11,1301
207021425,93,25,29,52,84,50,42,0,0,371,0,0,4,0,0,0,0,0,0,6,26,6,5,7,12,14,12,0,0,72,9,5,10,12,21,18,29,0,3,101,475,116,155,245,433,290,346,5,20,2082
207031161,138,39,51,69,120,87,132,0,0,641,9,0,3,0,0,0,3,0,0,17,69,22,26,45,69,45,52,3,4,337,31,13,7,18,37,40,37,0,9,196,681,185,230,405,599,503,526,6,26,3164
207031162,65,16,22,25,58,51,52,3,3,295,0,0,0,0,0,0,0,0,0,4,9,4,7,5,4,8,0,0,0,38,8,0,0,0,5,8,14,0,0,29,159,36,57,75,139,140,138,0,13,762
207031163,631,233,283,505,669,568,374,8,25,3291,29,0,13,20,25,21,17,0,0,128,38,18,13,29,54,48,54,0,8,263,51,9,21,45,55,71,127,4,27,407,1738,576,815,1333,1868,1824,1744,23,94,10021
207031164,57,16,24,22,30,31,26,0,0,205,0,0,0,4,0,0,0,0,0,5,28,6,12,3,12,15,19,0,4,101,19,0,9,11,8,18,21,0,6,86,264,67,118,135,197,185,206,3,14,1189
207031165,48,16,31,39,65,65,55,0,0,328,0,0,0,5,0,0,4,0,0,5,25,4,6,8,14,11,18,0,0,95,21,0,13,12,23,32,44,0,6,157,569,170,289,437,578,553,729,11,20,3365
207031166,63,15,13,29,37,44,41,0,4,244,0,0,0,0,0,0,0,0,0,8,59,13,25,46,48,55,44,0,0,297,3,4,5,4,20,18,20,0,7,91,481,124,195,318,413,404,435,0,24,2393
207031167,51,9,29,44,76,76,108,0,0,384,3,0,0,0,4,0,0,0,0,9,9,3,0,5,3,4,3,0,0,23,5,0,0,6,7,9,20,0,0,49,266,43,101,162,216,198,244,3,12,1238
208011168,37,9,11,11,24,21,23,0,0,137,0,0,0,0,0,0,0,0,0,5,8,4,4,4,11,5,0,0,0,41,12,3,0,3,0,4,6,0,3,34,236,45,62,113,128,110,106,0,22,829
208011169,189,54,54,97,156,156,162,0,3,870,8,0,0,4,3,3,5,0,0,28,30,12,9,16,21,17,32,0,0,133,32,8,6,17,26,30,35,6,7,173,851,219,266,392,520,573,723,11,40,3593
208011170,67,21,20,50,96,86,117,0,3,455,4,0,5,0,6,7,0,0,0,18,11,7,3,0,3,5,9,0,0,42,10,7,6,7,11,10,16,0,0,63,339,75,112,165,252,227,287,0,15,1469
208011171,56,24,22,31,51,62,67,0,6,327,7,0,0,3,3,8,0,0,0,27,18,0,0,7,4,12,10,0,0,59,52,13,17,16,27,18,28,0,0,172,535,152,196,250,364,314,393,11,17,2225
208011172,80,26,14,28,63,40,39,0,4,298,3,0,4,0,5,5,0,0,0,12,13,3,10,10,14,16,8,0,0,75,24,4,3,8,8,8,14,0,3,77,368,100,102,179,246,214,287,0,22,1514
208011173,119,32,52,57,139,106,102,0,8,610,19,10,0,10,7,3,4,0,0,55,15,4,0,4,10,0,7,0,0,45,29,6,9,11,10,6,11,0,3,81,488,125,178,231,349,282,293,4,27,1980
208021174,132,43,28,56,90,93,75,0,4,529,9,0,0,5,5,3,0,0,0,16,26,6,11,17,23,27,30,0,7,145,14,7,3,9,23,14,25,0,3,108,596,210,208,315,444,414,444,5,31,2664
208021176,69,38,31,40,77,63,105,0,5,418,0,0,0,0,5,4,4,0,0,9,19,4,6,6,16,21,21,0,0,98,12,4,0,12,12,23,31,0,4,104,277,104,120,176,326,325,473,3,22,1824
208021177,138,38,47,52,118,121,160,0,9,677,11,3,5,3,5,5,13,0,0,59,36,8,14,10,17,12,14,0,0,108,33,3,9,10,21,17,38,3,5,136,810,196,287,309,510,489,715,13,29,3355
208021178,215,81,88,114,180,181,255,3,10,1126,13,0,0,3,0,0,3,0,0,24,44,9,15,13,15,9,8,0,0,113,31,7,0,13,17,13,25,0,7,108,773,197,230,293,412,369,492,14,35,2816
208021179,66,24,26,32,50,59,88,0,0,355,5,3,0,4,0,0,0,0,0,11,32,10,7,9,26,31,25,0,0,138,26,7,7,12,14,22,18,0,6,100,427,114,139,173,322,309,470,12,26,1984
208021180,32,5,17,8,28,25,29,0,0,146,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,3,5,0,0,22,9,0,3,8,8,5,7,0,0,36,137,16,47,54,87,92,104,0,8,561
208021181,16,7,11,10,25,13,32,0,0,122,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,22,4,0,0,7,9,4,9,0,0,30,121,29,43,48,100,98,146,0,9,595
208021182,62,17,17,23,26,29,34,0,0,210,4,0,0,0,0,0,0,0,0,4,5,4,3,4,15,15,14,0,0,63,6,0,4,0,10,8,10,0,0,44,252,73,72,116,168,160,245,5,13,1096
208021426,148,49,45,64,119,77,53,0,0,555,3,0,4,7,0,7,4,0,0,22,32,7,9,3,20,9,15,0,0,104,17,7,6,13,18,25,25,0,8,122,516,146,206,277,411,382,365,0,25,2333
208021427,23,14,11,23,33,16,30,0,0,154,5,0,0,0,4,0,0,0,0,13,6,5,0,4,4,3,3,0,0,32,8,0,6,3,13,4,7,0,0,39,204,69,76,103,135,136,140,0,5,874
208031183,13,6,7,9,17,20,0,0,4,78,4,0,0,0,0,0,0,0,0,6,11,3,0,4,5,0,4,0,0,21,21,4,5,7,7,3,12,0,0,62,167,47,45,70,106,87,91,0,13,623
208031184,17,8,18,9,10,16,18,0,0,90,3,0,0,8,3,3,5,0,0,28,58,15,16,14,37,13,16,0,0,169,194,63,62,83,132,110,112,0,20,777,1593,425,474,616,997,776,804,9,63,5758
208031185,19,8,8,12,29,32,9,0,0,117,0,0,0,0,0,0,0,0,0,4,13,3,4,0,6,0,4,0,0,31,4,0,6,10,0,8,10,0,0,41,171,29,59,79,105,97,65,0,3,606
208031186,67,18,23,39,97,46,38,0,0,337,0,0,0,0,0,0,0,0,0,0,7,7,0,3,4,4,0,0,0,36,7,3,0,6,7,10,3,0,0,36,209,54,51,96,192,135,111,0,3,863
208031187,26,7,6,7,18,10,15,0,0,86,3,0,0,0,0,0,0,0,0,5,4,0,0,0,7,0,4,0,0,18,8,3,4,4,10,9,3,0,0,43,152,39,50,51,113,81,102,3,4,599
208031188,139,45,48,65,135,149,167,0,7,758,5,0,0,12,7,5,7,0,0,33,52,8,17,28,39,41,65,0,5,259,71,17,28,44,70,51,67,0,16,372,1183,306,374,653,926,816,945,15,60,5281
208031189,21,14,8,10,16,27,16,0,3,96,6,0,0,0,0,0,3,0,0,7,3,5,0,3,5,0,4,0,0,17,5,6,3,3,0,3,4,0,0,22,157,49,56,59,80,82,73,0,9,567
208031190,61,16,25,24,66,49,59,0,0,308,3,0,0,5,0,3,0,0,0,15,16,3,5,4,11,12,19,0,0,73,25,4,7,8,10,6,13,0,7,83,466,89,138,181,316,233,306,7,22,1752
208031191,290,95,71,153,244,200,226,4,10,1283,7,4,4,13,14,9,8,0,0,65,91,23,29,37,71,38,72,0,8,363,120,44,47,55,104,106,108,0,31,622,1802,482,518,826,1356,1119,1244,12,106,7464
208031192,3,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,4,0,0,18,17,3,7,9,21,13,19,0,0,96,271,78,117,168,261,200,194,0,7,1296
208031193,86,24,40,46,80,79,68,0,0,422,8,0,6,3,7,4,0,0,0,27,34,4,9,10,12,11,19,0,0,104,60,23,17,22,45,43,35,0,12,257,633,178,218,312,477,464,540,0,41,2854
208041194,447,114,162,264,388,333,352,5,16,2079,12,3,4,5,8,5,9,0,0,46,37,12,12,6,25,22,26,0,0,153,34,3,17,20,24,40,39,0,7,191,993,238,323,498,759,703,862,18,42,4435
208041195,116,26,48,78,160,198,282,0,8,922,7,0,0,4,5,9,7,0,0,43,24,8,6,15,25,26,36,0,4,152,34,13,17,26,39,46,59,0,18,249,842,233,374,590,1010,1047,1355,13,61,5521
209011196,30,4,17,21,46,30,23,0,4,171,0,0,0,0,0,0,4,0,0,12,21,5,4,6,9,8,10,0,0,55,7,3,3,0,14,10,8,0,5,41,168,35,55,79,136,81,117,0,11,690
209011197,84,19,25,44,65,77,81,3,0,395,6,0,0,3,0,3,0,0,0,17,22,6,12,14,15,30,30,0,3,120,11,0,8,7,17,14,17,0,9,74,450,106,121,186,311,291,331,3,26,1827
209011198,942,243,311,453,703,616,490,12,28,3795,3,0,0,0,0,0,0,0,0,6,18,7,11,8,12,7,11,0,0,69,25,9,9,12,20,21,29,0,17,149,1264,327,402,608,949,835,775,18,57,5234
209011199,177,47,48,76,133,102,85,0,7,669,3,0,3,0,0,3,0,0,0,17,26,4,8,10,14,19,10,0,0,93,57,8,22,11,28,59,43,0,10,239,772,203,230,257,499,450,452,9,34,2904
209011200,83,29,19,19,104,66,66,0,3,388,0,4,0,0,0,0,0,0,0,10,10,0,3,0,5,12,7,0,0,42,7,0,0,3,10,4,10,0,0,40,355,94,87,115,241,202,225,4,16,1332
209011201,28,5,6,13,11,13,13,0,3,94,0,0,0,4,0,0,0,0,0,3,0,4,5,3,0,4,4,0,0,19,0,0,0,0,0,0,5,0,0,8,125,23,28,22,51,49,47,0,3,347
209011202,58,7,24,21,44,31,34,0,0,214,4,0,0,0,0,0,0,0,0,13,4,0,4,0,0,0,3,0,0,15,7,0,0,8,0,0,3,0,0,27,219,37,61,98,130,85,105,0,0,750
209011203,44,5,10,19,76,49,38,0,4,245,3,0,0,4,4,0,0,0,0,13,3,0,0,0,4,9,5,0,0,13,4,4,0,3,6,0,10,0,0,28,246,51,81,118,221,138,117,0,7,979
209011204,17,4,4,6,17,4,14,0,4,71,0,0,0,0,0,0,0,0,0,0,11,0,0,5,8,0,5,0,0,30,3,0,0,4,3,0,3,0,0,15,116,21,28,39,72,45,52,0,10,380
209021205,95,25,35,63,106,46,44,0,0,417,3,0,0,0,6,5,3,0,0,24,3,0,3,0,6,11,5,0,0,31,11,0,5,12,14,17,22,0,9,89,516,134,199,324,463,390,390,3,22,2444
209021428,212,70,77,119,211,191,160,4,16,1063,6,6,5,3,11,5,6,0,0,45,79,26,30,38,56,55,77,0,10,364,71,25,37,24,55,60,94,0,20,393,1623,425,536,690,1054,1107,1243,9,98,6785
209021429,31,13,16,21,39,37,38,0,4,196,0,0,0,0,3,0,3,0,0,10,6,0,3,3,6,5,5,0,0,25,7,0,0,5,0,5,9,0,0,29,233,53,62,96,168,145,187,0,13,964
209021523,40,12,12,20,70,60,50,0,0,261,0,0,0,0,0,0,0,0,0,3,5,4,0,0,4,7,3,0,0,20,7,0,0,0,7,0,6,0,3,25,128,30,39,54,147,149,141,0,16,692
209021524,24,10,10,14,50,18,23,0,0,146,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,3,5,0,0,13,0,5,0,0,0,7,0,0,0,26,108,24,27,37,107,64,78,0,3,452
209021525,69,15,5,19,49,46,57,0,0,258,0,0,0,0,4,0,0,0,3,9,9,5,0,4,3,10,8,0,0,34,4,0,0,0,5,3,14,0,3,37,182,47,36,55,131,133,197,0,13,792
209021526,49,8,10,24,34,37,35,0,0,203,0,0,0,0,3,0,3,0,0,13,23,5,9,3,15,10,23,0,3,86,62,14,3,18,25,11,31,0,6,172,538,126,135,177,294,266,336,4,27,1904
209031209,66,15,20,26,61,33,27,0,0,257,11,0,0,5,11,0,0,0,0,31,17,0,6,11,8,5,5,0,0,58,17,5,5,6,10,4,7,0,4,62,431,67,116,160,256,166,191,0,26,1406
209031210,6,4,4,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,40,10,14,13,17,14,11,0,0,119
209031211,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,43,6,6,9,23,19,24,0,7,142
209031212,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,3,0,0,3,3,3,0,0,0,14,92,12,15,11,36,30,14,0,6,215
209031213,25,11,7,21,60,43,46,0,0,212,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,14,4,0,0,0,5,0,5,0,0,22,151,33,24,53,99,89,85,0,7,540
209031214,8,0,3,0,9,0,4,0,0,18,3,0,0,0,3,0,0,0,0,12,10,3,0,0,0,0,0,0,0,17,10,0,3,8,0,0,0,0,0,24,124,11,25,37,44,34,23,0,4,291
209031215,23,3,12,14,24,38,21,0,3,137,0,0,0,0,5,0,0,0,0,6,0,0,6,0,9,4,0,0,0,19,3,0,0,4,4,3,0,0,0,24,148,33,30,65,98,101,78,0,4,563
209041216,65,27,42,37,114,70,77,0,9,445,0,0,0,0,0,0,0,0,0,0,8,4,10,7,6,3,4,0,0,44,12,5,4,15,12,13,21,0,4,90,410,135,156,213,465,295,293,0,23,1990
209041217,64,16,28,24,54,44,30,0,0,261,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,20,3,0,5,6,0,3,11,0,0,23,143,40,60,73,116,98,119,0,3,653
209041220,71,27,32,49,125,76,70,0,0,448,9,0,0,4,7,7,3,0,0,24,15,6,0,7,8,14,13,0,0,73,19,7,6,0,14,18,15,0,5,94,408,101,126,195,395,311,331,4,31,1891
209041221,11,6,8,8,12,14,10,0,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,11,0,0,0,0,8,5,0,0,25,88,16,22,33,51,63,48,0,3,327
209041223,58,21,19,34,78,65,53,0,0,329,13,0,0,3,8,4,5,0,0,25,78,11,22,17,50,29,44,0,5,259,184,50,38,60,118,119,126,0,45,748,1777,480,482,578,1248,1031,1155,16,122,6886
