POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
204021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,4,13,375,97,231,137,26,867
204021065,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,24,4,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,18,9,0,0,0,0,13,1209,102,139,69,18,1544
204021066,12,0,0,0,0,11,100,0,0,0,0,104,0,0,0,0,0,0,6,0,0,0,0,6,34,3,4,0,0,38,27,0,0,0,0,28,4,0,0,0,0,3,11,0,0,0,0,11,226,12,20,0,0,256,18,5,0,0,0,24,14,0,3,0,0,19,115,15,4,3,0,134,90,10,4,5,8,107,9504,622,574,111,81,10898
204021067,0,0,0,0,0,0,5,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,33,6,11,9,4,60,6,5,0,0,0,11,0,0,0,0,0,0,24,5,0,3,0,35,18,5,10,7,3,44,1505,316,518,247,72,2658
204031068,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,50,11,11,3,0,72,3,0,0,0,0,7,0,0,0,0,0,0,22,3,4,0,0,31,25,0,4,0,0,25,1418,163,224,66,16,1888
204031069,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,5,14,0,0,0,0,18,5,0,0,0,0,5,16,0,0,0,0,16,6,0,0,0,0,9,153,15,27,5,5,213,28,3,0,0,0,33,0,0,0,0,0,4,83,12,12,4,6,113,44,0,6,0,3,59,3566,406,474,149,54,4658
204031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,15,7,0,7,0,0,8,415,46,118,48,14,646
204031071,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,4,6,0,0,50,3,0,0,0,0,5,0,0,0,0,0,0,22,4,0,0,0,26,25,0,0,4,3,34,1623,155,183,79,35,2069
204031072,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,25,0,12,0,0,45,0,0,0,0,0,8,0,0,0,0,0,0,32,6,3,0,0,37,15,4,7,0,7,37,1433,204,403,168,46,2251
204031073,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,103,8,7,0,0,118,21,0,0,0,0,16,9,0,0,0,0,9,89,9,8,0,0,107,32,3,0,0,5,41,4655,219,269,50,35,5226
204031075,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,4,5,0,0,28,0,6,0,0,0,3,0,0,0,0,0,0,7,6,3,0,0,16,14,0,11,0,0,25,843,180,214,85,26,1347
204031491,0,0,0,0,0,0,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,108,3,9,5,0,121,5,0,0,0,0,8,0,0,0,0,0,0,54,4,5,4,6,71,17,0,0,0,0,18,3564,178,232,52,23,4052
204031492,14,0,0,0,0,13,83,0,0,0,0,89,0,0,0,0,0,0,5,0,0,0,0,9,39,4,3,0,0,45,26,0,0,0,0,25,3,0,0,0,0,6,8,4,4,0,0,17,236,19,13,0,0,269,23,3,0,0,0,27,71,0,4,0,4,80,215,12,8,0,3,245,76,3,0,0,3,91,10568,619,554,72,74,11885
205011076,6,0,3,0,0,9,31,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,4,16,6,4,0,0,22,28,4,3,0,0,32,0,0,0,0,0,0,5,0,7,0,0,11,97,17,24,6,0,135,6,0,0,0,0,9,6,0,0,0,0,7,59,16,12,5,5,102,19,0,3,0,4,29,3385,417,543,153,38,4537
205011077,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,4,0,0,0,0,9,22,0,0,0,0,22,5,0,0,0,0,5,38,9,11,3,0,67,0,0,3,0,0,3,0,3,0,0,0,4,41,0,4,0,0,42,13,5,3,0,3,32,1184,207,313,127,43,1882
205011078,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,10,10,0,0,0,0,14,43,4,17,5,0,66,5,0,4,0,0,9,23,0,0,0,0,23,31,0,0,0,0,35,25,5,4,6,4,46,1577,224,319,127,44,2294
205011079,15,0,4,0,0,18,72,0,4,0,0,80,11,0,3,0,0,16,10,0,0,0,0,8,37,4,5,0,0,42,55,6,9,0,0,69,65,5,0,0,0,70,21,4,0,0,0,29,300,15,27,7,0,345,29,0,4,0,0,33,29,5,7,0,0,43,174,17,13,0,3,203,71,7,3,8,7,101,9248,751,793,185,92,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,8,0,0,0,0,10,108,0,0,0,3,115,3,0,0,0,0,0,7,0,0,0,0,9,40,0,3,0,0,44,19,0,0,0,0,16,13,0,0,0,0,13,16,0,0,0,0,15,278,14,16,0,0,313,18,0,0,0,0,22,27,3,3,0,0,32,96,9,8,6,10,122,106,8,5,3,6,137,8420,517,557,106,124,9720
205021082,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,28,0,0,3,0,31,29,4,10,6,0,49,6,0,0,0,0,3,25,0,0,0,0,26,45,3,0,3,0,54,29,0,14,7,3,59,1206,188,395,164,61,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,72,10,10,13,3,103,6,0,0,0,0,4,10,0,8,0,0,9,25,0,6,4,0,39,32,5,6,3,3,50,2184,198,288,137,44,2854
205021085,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,45,3,20,0,0,67,0,0,4,0,0,7,9,0,0,0,0,9,30,3,12,4,0,44,28,6,5,0,0,32,1567,179,299,163,56,2257
205021086,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,5,7,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,7,3,4,0,4,20,612,112,166,39,36,956
205031087,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,9,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,67,19,27,7,3,116,3,0,0,0,0,14,5,0,0,0,0,7,25,4,5,5,3,48,30,8,16,8,11,76,1935,317,646,178,79,3164
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,8,9,13,0,64
205031089,6,0,0,0,0,6,15,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,3,5,3,0,0,0,0,9,20,0,0,0,0,20,4,0,4,0,0,8,57,14,15,5,3,94,9,0,3,0,0,12,10,0,0,0,0,10,49,6,13,0,0,66,26,6,4,0,3,44,1987,278,469,157,79,2971
205031090,0,0,0,0,0,0,30,0,0,0,0,30,6,0,0,0,0,6,5,0,0,0,0,5,14,3,3,0,0,21,12,0,6,0,0,15,0,0,0,0,0,0,3,0,0,0,0,6,129,11,21,3,0,162,12,0,0,0,0,17,3,0,0,0,0,3,43,6,9,0,0,52,63,9,15,0,4,97,4263,355,648,191,82,5540
205031091,0,0,0,0,0,0,34,0,5,0,0,37,9,0,0,0,0,4,0,0,0,0,0,0,10,0,8,6,0,20,26,4,0,0,0,31,5,0,0,0,0,5,3,0,0,0,0,4,143,32,29,6,0,208,16,4,3,0,0,23,8,0,0,0,0,12,53,10,15,0,0,75,37,6,4,4,6,59,2815,406,507,119,70,3913
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,47
205031093,4,0,4,0,0,8,45,0,0,0,4,48,3,0,0,0,0,7,6,0,4,0,0,13,23,3,0,0,0,33,15,7,3,0,0,28,3,0,0,0,0,3,25,3,6,0,0,32,258,26,45,13,6,360,22,0,4,0,0,32,17,0,5,0,0,23,121,8,20,11,0,160,120,10,10,0,6,151,6594,666,1046,211,143,8663
205041094,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,8,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,13,81,6,11,5,5,105,8,0,0,0,0,8,3,0,0,0,0,3,55,0,3,0,0,70,30,3,0,0,4,38,3147,126,250,96,26,3644
205041095,5,0,4,0,0,10,61,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,18,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,115,7,13,0,0,134,10,0,0,0,0,13,3,0,3,0,0,8,95,7,8,4,0,117,63,6,6,0,3,83,4827,175,331,60,74,5467
205041096,13,0,0,0,0,13,99,0,0,0,0,101,4,3,0,0,0,7,10,0,0,0,0,10,37,0,0,0,0,40,37,12,5,3,0,46,0,0,0,0,0,0,8,0,0,0,0,7,261,15,9,3,0,289,13,0,0,0,0,20,8,0,7,0,0,20,171,4,10,0,0,188,105,3,6,4,11,131,9500,374,314,70,81,10334
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,4,339,42,94,20,16,504
205041493,6,0,0,0,0,12,88,6,0,0,0,98,10,0,0,0,0,7,0,0,0,0,0,6,22,0,0,0,0,25,28,6,0,0,0,27,3,0,0,0,0,3,31,0,0,0,0,35,109,7,10,3,0,124,11,0,0,0,0,12,11,0,4,0,0,23,97,13,5,0,0,123,54,4,3,0,3,66,6971,473,339,74,63,7925
205041494,7,0,3,0,0,10,54,0,0,0,0,52,3,0,0,0,0,4,7,0,0,0,0,7,19,0,0,0,0,21,47,0,0,0,0,46,0,0,0,0,0,0,8,0,0,0,0,9,147,3,5,4,0,159,4,0,0,0,0,4,7,0,0,0,0,7,96,5,6,0,0,107,40,0,4,0,3,43,5051,189,258,45,32,5576
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,7,0,24
205051100,0,0,0,0,0,0,22,0,0,0,0,26,5,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,3,76,5,8,0,0,95,10,0,0,0,0,9,3,0,0,0,0,3,31,3,0,0,0,42,17,0,5,0,4,28,2003,94,188,55,23,2363
205051101,3,0,0,0,0,4,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,17,6,0,0,0,0,6,4,0,0,0,0,4,15,0,0,0,0,15,65,5,10,0,3,86,7,0,0,0,0,7,7,3,0,0,0,9,25,4,3,6,0,40,45,3,14,0,7,66,3098,280,551,145,76,4149
205051102,0,0,0,0,0,0,28,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,3,0,40,3,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,15,15,0,3,0,0,23,1150,82,230,82,36,1580
205051103,11,0,0,0,0,17,58,0,0,0,0,60,6,0,0,0,0,9,0,0,0,0,0,3,27,0,0,0,0,34,24,3,0,0,0,27,3,0,0,0,0,3,11,0,5,0,0,13,212,9,10,3,4,241,16,0,0,0,0,15,17,5,5,4,0,30,80,7,10,0,5,95,63,0,4,0,0,68,6784,378,488,80,78,7804
205051104,0,0,0,0,0,4,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,31,3,6,0,3,48,6,0,0,0,0,6,5,0,0,0,0,5,11,0,11,0,0,22,30,0,11,5,9,51,1199,130,305,114,50,1793
206011106,4,0,3,0,0,10,21,0,7,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,13,0,3,0,0,16,19,0,0,0,0,20,0,0,0,0,0,3,26,6,4,0,0,33,78,19,11,0,0,106,27,6,8,0,0,36,47,3,5,0,0,58,132,24,24,4,0,186,10,0,0,0,0,12,2338,372,458,51,23,3244
206011107,8,0,0,0,0,9,17,5,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,5,4,6,7,0,0,10,13,3,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,34,9,11,4,0,57,6,0,4,0,0,14,15,6,4,0,0,23,74,8,25,4,3,117,3,0,0,0,0,4,1211,211,380,31,17,1853
206011109,4,0,5,0,0,7,56,0,3,0,0,57,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,27,3,0,0,0,0,9,10,0,5,0,0,17,63,18,14,3,0,104,4,0,0,0,0,5,950,180,210,24,12,1362
206011495,18,3,0,5,0,35,46,4,5,0,0,56,3,5,0,0,0,5,14,0,4,0,0,19,10,0,4,0,0,12,35,6,0,0,0,42,19,0,0,0,0,19,10,0,0,0,0,11,94,12,21,0,0,132,16,5,0,0,0,23,75,12,9,8,0,96,227,26,37,7,0,301,12,0,0,0,0,11,3482,436,533,74,25,4559
206011496,39,9,5,0,0,53,89,4,4,0,0,96,14,0,5,0,0,13,27,0,5,0,0,29,20,9,4,0,0,26,47,0,6,3,0,55,19,3,0,0,0,22,48,7,5,0,0,63,191,28,34,6,5,264,68,6,10,0,0,80,143,19,12,5,0,176,428,48,37,8,5,519,30,0,4,0,0,29,6707,651,687,91,46,8186
206011497,47,10,4,0,0,63,66,3,5,0,0,69,6,0,0,0,0,12,12,0,0,0,0,12,15,3,4,0,0,27,73,0,0,0,0,77,10,4,0,0,0,8,35,4,0,0,0,39,121,9,20,0,0,152,30,0,7,0,0,33,96,16,15,0,0,122,357,29,39,8,0,436,18,0,0,0,0,18,5151,415,513,79,24,6176
206011498,12,0,0,0,0,12,46,5,0,0,0,50,3,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,9,19,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,6,44,8,17,0,0,69,8,0,4,0,0,15,16,0,3,0,0,23,111,12,23,4,0,139,4,0,0,0,3,8,1752,207,332,30,15,2329
206021110,15,0,0,0,0,15,33,0,0,0,0,33,0,0,4,0,0,4,16,0,0,0,0,16,26,4,0,0,0,28,49,0,5,0,0,51,18,0,0,0,3,23,18,0,0,0,0,22,112,22,16,0,0,148,21,4,6,0,0,27,73,4,6,3,0,81,185,12,22,3,0,229,8,3,0,0,0,8,3728,483,394,60,21,4686
206021112,12,0,6,0,0,18,53,0,0,0,0,54,8,0,0,0,0,8,15,6,0,0,0,19,21,0,4,0,0,24,35,0,3,0,0,42,9,0,0,0,0,12,12,0,4,0,0,13,120,16,28,0,0,169,24,4,7,0,0,44,89,12,6,0,0,99,262,27,35,0,3,330,12,0,0,0,3,10,4290,529,644,60,37,5560
206021499,15,0,0,0,0,16,27,0,3,0,0,33,3,0,3,0,0,10,4,5,0,0,0,7,8,3,0,0,0,11,25,0,0,0,0,25,3,0,0,0,0,11,17,0,8,0,0,24,80,15,28,0,0,123,10,0,9,0,0,17,40,6,7,0,0,53,141,18,27,3,6,191,9,0,0,0,0,14,2788,375,547,60,26,3783
206021500,3,0,0,0,0,7,35,0,0,0,0,39,7,0,0,0,0,4,7,3,5,0,0,9,3,4,0,0,0,10,33,0,0,0,0,34,6,0,0,0,0,8,10,0,5,0,0,18,65,18,35,4,0,124,19,0,5,0,0,28,60,5,0,0,0,75,153,11,23,0,3,190,5,0,0,0,0,7,2448,305,507,44,16,3321
206031113,8,0,3,0,0,12,17,0,0,0,0,20,0,0,0,0,0,5,4,0,0,0,0,4,7,0,4,0,0,7,15,0,0,0,0,20,5,0,0,0,0,7,9,0,3,0,0,15,55,12,10,0,0,81,7,4,4,0,0,10,54,12,11,4,0,69,117,21,30,0,8,172,10,0,0,0,0,5,1996,339,350,48,18,2755
206031115,11,0,4,0,0,11,52,0,6,0,0,59,3,0,0,0,0,9,10,0,0,0,0,14,9,0,0,0,0,11,29,0,0,0,0,33,7,0,0,0,0,7,10,0,0,0,0,12,62,10,7,0,0,80,11,0,0,0,0,15,99,0,10,0,0,117,239,15,23,3,7,288,17,5,0,0,0,15,2496,186,214,24,19,2945
206031116,35,5,0,0,0,35,105,4,0,5,0,117,5,0,6,0,0,6,27,0,6,0,0,30,13,0,3,0,0,14,83,0,0,0,0,86,12,4,0,0,0,13,35,0,10,0,0,48,136,12,21,3,0,172,22,0,4,0,0,24,146,11,13,4,0,181,418,45,30,0,0,498,24,0,0,0,0,24,6849,660,538,85,36,8177
206031501,11,0,0,0,0,14,29,0,4,0,0,30,0,0,0,0,0,7,4,0,0,0,0,8,7,0,0,0,0,9,22,0,5,0,0,27,5,0,0,0,0,0,27,0,0,0,0,35,57,6,13,0,0,78,15,0,3,0,0,16,55,12,9,3,0,82,145,32,10,3,3,200,7,0,0,0,0,7,2880,482,357,67,26,3814
206031502,13,0,0,0,0,12,42,3,0,0,0,43,3,0,0,0,0,3,8,4,0,0,0,9,12,3,0,0,0,11,28,5,5,0,0,35,5,0,0,0,0,4,37,4,6,0,0,39,57,16,8,0,0,86,4,0,0,0,0,4,47,11,0,0,3,63,141,24,26,4,0,189,10,0,0,0,0,10,3042,486,388,87,16,4019
206041117,98,5,4,0,0,102,245,0,0,0,0,245,37,5,0,0,0,43,93,3,3,5,0,101,109,3,5,5,0,118,238,10,3,0,5,251,66,3,4,0,0,73,75,13,3,0,0,91,674,24,30,0,0,734,212,4,13,4,0,233,221,15,7,0,5,255,1113,40,47,10,7,1224,43,3,0,0,5,54,15936,778,595,101,81,17493
206041118,666,3,4,0,6,681,1605,9,5,0,0,1619,172,5,5,0,0,185,482,10,3,0,0,487,773,12,4,0,4,788,1675,19,4,4,0,1698,189,0,8,0,0,195,223,7,4,0,0,237,3257,52,34,4,5,3351,418,14,7,0,0,433,1180,39,10,9,11,1244,4878,79,69,18,25,5069,132,4,0,5,6,149,83024,1293,707,209,217,85451
206041119,77,0,0,0,0,80,396,0,0,0,3,402,52,3,0,0,0,57,99,0,6,0,0,103,149,3,11,0,0,159,247,5,3,0,0,254,48,0,0,0,0,49,49,0,0,0,0,52,858,22,23,0,6,915,151,10,6,0,0,159,200,4,7,0,0,208,1080,27,28,8,3,1147,45,0,0,0,7,49,19402,496,494,54,56,20511
206041120,3,0,0,0,0,3,20,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,33,0,6,0,0,41,3,0,0,0,0,3,13,0,0,0,0,13,64,0,0,0,4,66,3,0,0,0,0,3,1196,27,33,5,10,1275
206041121,31,0,0,0,0,29,80,0,0,0,0,90,12,0,0,0,0,12,17,0,0,4,0,21,15,0,0,0,0,23,41,0,0,0,0,37,15,0,0,0,0,20,24,0,0,0,0,31,137,14,17,0,0,166,31,4,0,0,0,35,130,10,7,9,0,154,359,23,14,4,5,399,0,3,4,0,3,12,4143,363,264,46,21,4843
206041124,114,0,0,0,0,114,864,0,0,0,0,868,89,0,3,0,0,93,259,0,5,0,0,260,235,0,3,0,0,240,436,3,5,0,3,443,107,0,0,0,0,112,79,0,3,0,0,80,1568,11,21,3,0,1607,357,3,7,0,0,365,354,0,4,0,3,365,2306,11,20,0,10,2354,63,0,0,3,5,68,31767,212,281,55,86,32388
206041125,83,0,0,0,0,83,612,0,0,0,0,621,43,5,0,0,0,46,118,0,0,0,0,119,201,3,6,0,0,211,288,4,3,0,0,291,44,0,0,0,0,51,76,0,0,0,0,82,896,26,17,6,4,943,156,3,3,0,0,164,224,0,7,3,0,238,1258,25,31,6,6,1330,39,0,5,0,3,47,18791,425,331,72,69,19692
206041127,17,0,0,0,0,19,38,0,0,0,0,38,8,0,0,0,0,8,13,0,0,0,0,12,18,0,0,0,0,16,32,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,124,0,6,5,0,131,5,0,0,0,0,12,67,4,0,0,0,78,245,10,10,0,0,264,30,0,0,0,0,35,4066,140,61,14,22,4304
206041503,639,14,6,0,0,663,1659,6,7,0,6,1684,238,7,9,0,0,255,681,7,9,0,0,697,966,21,14,5,0,1005,1670,25,8,4,4,1706,387,24,13,4,0,417,525,16,11,4,0,559,4239,105,64,9,11,4425,764,15,13,0,0,792,1463,32,11,13,14,1525,6123,126,130,19,23,6421,164,12,9,4,15,197,99897,2541,1430,328,323,104517
206041504,172,0,3,0,0,176,416,8,4,0,0,429,59,0,4,5,0,61,169,5,4,0,0,178,191,4,4,0,0,198,418,7,3,0,0,424,129,0,4,0,0,134,147,0,6,0,0,149,943,26,16,0,0,986,193,5,0,0,0,205,446,21,23,10,0,497,1573,38,47,9,3,1672,53,4,0,7,4,69,25583,811,530,141,65,27130
206041505,654,28,14,10,0,705,1740,23,12,0,0,1787,215,9,15,0,0,241,594,23,7,0,0,627,1160,37,37,4,3,1247,1758,45,19,0,8,1831,299,8,11,3,0,316,388,11,16,5,0,420,4635,202,157,9,6,5005,783,22,26,0,0,836,1415,66,36,22,7,1536,6336,193,168,27,39,6768,204,9,6,8,12,241,104040,3992,3424,401,320,112180
206041506,58,3,5,0,0,62,155,0,4,0,0,161,22,0,5,0,0,32,41,6,3,0,0,46,73,0,3,0,0,78,115,5,0,0,3,122,20,3,0,0,0,24,42,5,3,0,0,49,402,12,25,0,0,445,72,0,5,0,0,82,212,14,18,4,4,256,747,58,68,5,3,883,29,0,3,0,9,36,10105,783,586,89,42,11608
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,3,0,0,0,0,3,347,0,0,0,4,349
206041508,168,0,0,0,0,174,799,0,0,0,0,811,77,4,6,0,0,80,179,4,5,0,0,184,267,3,0,0,0,274,519,8,5,0,0,530,114,0,0,0,0,114,230,4,0,0,0,238,1128,26,22,5,3,1189,185,6,0,0,0,192,564,5,6,3,3,582,1853,27,26,9,9,1921,44,0,0,0,3,53,27891,468,369,72,86,28884
206041509,78,4,0,0,0,81,150,4,5,0,0,155,22,4,0,0,0,19,58,4,8,0,0,69,108,7,0,0,0,114,178,3,5,0,0,184,17,0,0,0,0,25,39,3,0,0,0,41,548,12,13,0,0,579,105,0,3,0,0,110,117,3,4,3,0,121,677,33,54,0,6,769,24,0,0,0,0,27,11630,355,336,65,27,12410
