POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,3,29,53,66,90,66,17,321,93,50,70,45,76,34,7,379,3,0,7,3,4,0,4,30,386,422,528,589,643,246,47,2854
205021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,52,80,105,92,32,405,32,29,36,37,70,28,3,230,8,8,6,5,10,0,4,31,205,314,384,462,602,240,58,2257
205021086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,66,54,23,210,23,12,11,14,17,10,0,93,0,0,3,4,0,0,0,7,128,150,132,185,225,101,37,956
205031087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,111,141,170,171,42,704,90,45,50,42,82,29,0,336,11,6,4,4,4,0,0,35,414,438,528,643,718,364,65,3164
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,13,0,4,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,8,5,19,11,14,4,64
205031089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,90,150,126,114,36,563,64,57,50,58,53,21,0,299,8,7,0,5,3,4,0,24,371,507,533,645,584,274,59,2971
205031090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,77,132,198,201,135,36,807,166,79,102,96,122,45,10,614,15,11,6,3,10,5,7,59,752,834,976,1266,1177,454,86,5540
205031091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,78,145,153,170,79,22,661,152,92,96,90,134,52,9,619,16,7,7,5,7,5,0,48,523,607,772,827,863,272,47,3913
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,3,13,4,14,8,4,0,47
205031093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,34,174,278,285,262,185,52,1265,265,211,174,180,220,68,13,1127,11,9,6,16,14,13,11,80,1263,1496,1640,1926,1680,546,110,8663
205041094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,73,109,132,125,55,32,544,41,34,51,75,90,11,0,308,3,3,6,3,3,4,0,25,294,649,803,844,817,191,46,3644
205041095,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10,5,0,0,0,3,0,0,12,23,109,147,124,107,31,3,546,162,135,121,123,123,34,0,704,5,14,6,8,10,5,4,47,916,1095,1055,1128,1020,220,27,5467
205041096,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,6,4,0,5,0,4,0,0,14,62,295,342,290,197,60,10,1258,202,259,214,177,255,71,3,1182,15,21,13,8,16,6,5,89,1346,2235,2134,2128,1974,477,45,10334
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,28,22,21,4,109,10,10,6,3,10,3,0,49,0,0,0,0,0,5,0,5,83,87,88,92,93,43,13,504
205041493,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,4,5,3,0,0,0,13,5,4,7,3,0,0,0,19,34,179,229,216,119,35,10,824,337,193,126,114,134,34,0,937,4,3,4,5,3,5,0,39,1741,1768,1557,1462,1096,275,34,7925
205041494,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,0,3,0,0,6,0,10,17,103,184,142,114,40,3,605,87,202,161,136,131,43,4,754,8,3,7,0,8,0,0,27,601,1319,1218,1161,1009,246,21,5576
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,5,0,0,24
205051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,33,57,66,63,29,17,276,11,46,48,56,52,13,0,225,0,5,4,7,0,0,4,15,273,522,523,487,421,113,27,2363
205051101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,11,0,0,0,7,3,6,0,11,22,73,115,115,148,104,37,613,126,72,56,54,75,29,3,417,10,4,4,3,11,7,0,40,647,810,753,782,777,308,73,4149
205051102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,20,54,53,46,58,17,255,26,38,25,27,35,18,0,162,0,3,0,3,5,3,0,21,168,281,323,342,292,150,28,1580
205051103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,4,0,0,0,0,15,3,4,4,0,4,0,0,22,23,101,144,157,124,35,10,585,219,230,154,160,174,49,9,986,10,9,0,6,12,4,9,49,1300,1536,1553,1590,1420,359,50,7804
205051104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,39,56,83,69,23,305,29,26,26,29,43,13,3,171,9,0,3,3,3,9,5,31,192,266,281,370,438,207,47,1793
206011106,5,3,4,0,0,0,0,18,4,0,0,0,0,0,0,4,3,6,0,0,0,0,0,11,8,5,0,3,3,0,0,26,35,267,266,168,101,37,6,893,127,129,71,40,30,11,0,407,5,3,3,0,0,0,0,13,505,1027,783,475,328,110,11,3244
206011107,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,10,6,8,3,0,0,0,0,17,25,129,136,135,86,30,3,549,44,48,50,31,22,14,0,199,4,0,0,0,0,0,0,6,243,483,404,373,251,90,13,1853
206011109,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,13,27,64,104,127,70,22,0,417,45,31,30,25,14,11,4,159,0,0,0,0,0,0,0,8,195,290,286,297,232,57,9,1362
206011495,9,11,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,20,13,15,7,9,3,0,0,44,56,301,285,213,112,36,9,1014,127,179,97,73,58,18,0,560,0,0,3,3,3,0,5,17,618,1364,973,768,614,194,28,4559
206011496,9,14,12,0,5,0,0,45,0,0,0,0,0,0,0,4,12,22,6,5,3,0,0,44,22,38,15,7,8,4,0,93,73,483,495,389,205,62,9,1719,391,352,165,146,99,30,6,1190,9,6,3,0,3,0,0,25,1424,2342,1711,1416,972,297,34,8186
206011497,8,8,0,0,0,0,0,18,0,0,5,0,0,0,0,6,6,8,3,0,5,0,0,20,12,17,9,4,5,0,0,43,63,410,501,409,218,45,4,1653,205,176,162,104,95,27,6,785,3,8,10,5,3,0,0,32,856,1491,1436,1260,870,223,39,6176
206011498,6,0,6,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,6,0,4,9,0,0,0,15,17,103,174,167,83,30,0,575,59,59,53,37,45,13,0,273,0,3,3,0,0,0,0,7,299,518,523,483,392,105,7,2329
206021110,0,4,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,12,7,3,0,4,0,22,27,199,227,222,130,60,3,874,182,110,76,56,43,24,0,491,0,3,6,0,0,0,3,19,723,1133,1001,906,688,214,24,4686
206021112,4,7,3,0,0,0,0,17,0,9,0,0,0,0,0,7,8,11,3,4,0,0,0,25,12,21,7,3,0,0,0,44,42,337,438,395,243,79,10,1538,147,151,106,91,66,29,3,598,3,4,5,4,5,3,0,31,657,1392,1219,1141,839,270,34,5560
206021499,8,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,11,11,3,0,0,0,0,26,41,264,316,331,203,60,8,1220,151,140,80,75,70,15,3,525,3,5,3,3,5,0,0,15,545,995,776,778,520,159,19,3783
206021500,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,12,13,0,4,0,0,0,27,60,271,235,264,129,49,4,1012,130,131,89,54,47,9,0,461,3,4,0,3,0,3,0,21,503,946,670,651,394,133,15,3321
206031113,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,9,13,3,3,0,0,0,23,32,145,216,220,129,56,4,792,148,79,70,46,46,20,0,419,0,7,4,0,6,0,0,14,500,653,561,542,367,128,16,2755
206031115,8,7,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,3,3,4,0,0,26,24,143,187,161,93,38,0,651,116,78,54,61,41,18,0,369,3,4,0,5,0,4,0,15,492,674,657,567,417,126,10,2945
206031116,6,8,3,5,0,0,0,22,0,3,0,0,0,0,0,3,13,0,3,0,0,0,0,19,18,17,5,5,0,0,0,47,128,587,693,720,421,104,8,2667,351,292,213,169,133,44,3,1201,4,4,7,7,3,4,0,34,1383,1926,1707,1681,1130,319,32,8177
206031501,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,15,6,9,0,3,0,0,0,27,57,143,227,300,179,55,14,977,194,99,91,69,65,20,3,540,0,0,5,5,0,3,0,15,732,743,735,837,568,174,27,3814
206031502,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,9,6,10,0,0,0,0,0,19,59,241,253,256,172,75,3,1059,150,125,81,77,65,32,3,530,3,4,3,3,0,0,0,21,648,979,801,801,562,209,18,4019
206041117,30,75,53,32,21,9,0,215,0,3,0,4,0,0,0,14,6,25,11,3,5,0,0,53,35,103,65,43,20,9,0,273,383,2189,2394,1682,988,259,33,7931,474,588,422,236,184,67,12,1990,9,19,13,7,7,4,0,58,1965,5117,4397,3164,2179,608,62,17493
206041118,62,121,154,41,25,0,0,398,0,0,0,0,0,0,0,9,16,20,21,9,6,0,0,68,78,145,167,52,28,0,0,475,2854,17176,22123,12254,5058,691,32,60193,841,1854,1923,956,666,161,19,6418,33,97,82,34,23,16,17,310,5717,24890,29245,16684,7647,1184,82,85451
206041119,16,45,32,25,3,3,0,133,0,0,5,0,0,0,0,7,4,18,6,4,0,0,0,36,19,64,37,28,12,8,0,168,355,2817,3204,2237,1264,305,36,10229,500,629,569,316,392,185,32,2622,3,36,12,6,3,10,5,74,1681,5546,5470,3994,2872,830,111,20511
206041120,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,7,0,0,0,0,16,20,89,124,73,54,13,0,380,49,29,32,25,25,18,4,181,0,0,0,0,0,0,0,6,226,293,313,214,173,44,7,1275
206041121,5,15,0,3,0,0,0,30,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,20,10,25,6,0,0,0,0,46,53,268,362,262,132,41,11,1120,104,140,96,58,61,17,0,467,0,0,3,0,0,0,0,11,548,1344,1258,889,634,147,17,4843
206041124,74,169,144,96,69,15,0,576,0,0,5,3,0,0,0,15,10,42,11,8,0,0,0,72,80,214,161,105,75,15,0,658,522,2127,2696,2050,1125,289,25,8836,442,1452,1254,616,502,183,11,4467,24,39,27,11,13,4,5,124,2627,9917,8671,6006,4078,1021,74,32388
206041125,49,113,92,33,26,5,0,311,0,6,0,0,0,0,0,7,18,66,28,10,5,3,0,121,66,175,119,36,27,11,0,438,281,2165,2489,1634,827,219,48,7666,345,751,553,249,213,80,9,2204,13,16,15,14,9,3,6,78,1710,6330,5311,3511,2119,610,93,19692
206041127,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,6,0,0,4,0,0,15,7,104,111,88,54,11,3,387,13,59,92,95,90,16,0,381,3,5,3,0,10,3,0,34,231,963,1089,1028,807,167,18,4304
206041503,124,190,155,66,33,14,0,571,3,4,0,0,0,0,0,15,32,62,35,16,14,5,0,164,159,253,195,81,48,17,0,746,2763,18943,23189,14991,6989,1257,78,68215,1959,3300,2601,1179,887,319,48,10279,62,113,82,58,41,22,25,408,8680,30909,31825,20174,10455,2242,228,104517
206041504,49,68,38,15,9,3,0,187,0,0,0,0,0,0,0,0,13,20,5,0,0,0,0,41,60,85,47,17,10,3,0,232,690,4398,4886,3189,1600,323,26,15106,859,833,567,253,233,82,9,2837,33,23,30,14,10,0,3,113,3451,8311,7407,4648,2649,608,49,27130
206041505,116,224,170,60,46,10,0,619,0,11,3,3,0,0,0,14,50,91,60,20,15,9,3,247,163,326,232,88,66,15,3,883,3818,22320,23845,14895,6977,1429,149,73445,1225,2606,2212,1091,864,298,55,8359,57,120,79,51,46,24,22,402,8721,34772,33570,21012,11105,2676,324,112180
206041506,18,31,13,11,6,0,0,78,0,0,0,0,0,0,0,3,9,17,7,3,0,0,0,41,27,53,22,17,6,0,0,123,199,993,1070,807,415,110,12,3607,215,356,219,140,119,47,3,1101,8,21,6,4,4,0,3,46,1307,3499,2767,2192,1401,383,48,11608
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,38,25,9,0,133,6,9,16,9,3,3,0,44,0,0,0,0,0,0,0,0,24,78,86,83,65,16,0,349
206041508,49,74,40,13,4,4,0,197,3,0,4,0,0,0,0,3,4,20,13,4,0,0,0,48,64,93,58,17,8,4,0,243,770,4529,5001,2965,1243,204,17,14726,1017,1559,1143,700,392,90,10,4906,14,41,29,19,14,3,7,118,3221,9183,8439,5096,2469,449,36,28884
206041509,19,36,30,10,14,5,0,115,0,0,0,0,0,0,0,7,16,27,9,6,5,5,0,61,31,67,37,18,20,8,0,178,353,1722,1869,1425,728,176,21,6296,219,339,304,177,146,36,6,1225,5,20,7,3,3,4,3,54,1263,3551,3295,2419,1483,365,39,12410
206041510,11,14,8,0,4,0,0,35,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,16,12,15,8,5,3,0,0,51,90,580,632,420,236,57,13,2025,67,142,142,80,73,37,3,557,5,5,10,7,5,0,0,29,482,1680,1502,1016,667,184,23,5553
206051128,40,63,43,34,4,0,0,188,0,0,0,0,0,0,0,0,9,13,4,9,8,0,0,45,51,73,46,38,14,0,0,228,440,2375,2393,1705,917,302,53,8180,310,383,269,175,144,73,13,1368,16,14,8,7,6,0,0,51,1664,4788,4189,2995,1763,573,101,16077
206051129,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,0,0,0,15,29,162,239,307,211,82,9,1044,97,99,64,54,36,10,0,368,3,0,6,0,0,0,0,13,349,636,602,606,380,129,20,2720
206051130,10,14,7,4,0,0,0,38,0,0,0,0,0,0,0,4,4,5,6,0,0,0,0,19,12,19,14,4,0,3,0,57,69,276,333,359,279,126,31,1473,165,142,122,82,63,22,0,597,0,8,0,3,4,0,0,18,640,1080,933,853,630,219,48,4404
206051134,8,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,8,15,3,0,0,0,0,25,56,234,282,246,143,52,11,1013,156,117,103,48,41,17,4,486,3,6,5,0,0,0,0,16,551,980,784,572,420,161,39,3500
206051511,30,55,41,16,14,3,0,156,0,5,3,0,0,0,0,9,12,43,19,8,3,0,0,86,43,103,62,20,24,3,0,249,426,2671,3066,2196,925,173,15,9472,306,548,437,296,239,90,7,1913,17,29,35,13,8,5,3,118,2644,8682,8119,6221,3586,801,61,30107
206051512,54,97,62,27,24,9,0,280,0,0,0,0,0,0,0,4,15,21,10,7,4,0,0,51,75,117,68,37,25,9,0,335,544,3260,3020,1980,883,227,34,9953,371,523,414,199,178,78,12,1773,13,16,19,3,7,3,7,80,2171,7099,5606,3653,2043,593,95,21249
206051513,10,14,7,6,0,0,0,32,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,18,7,24,6,6,7,0,0,50,120,648,630,492,292,94,9,2291,104,153,102,74,52,34,4,524,0,8,4,4,0,0,0,19,523,1615,1314,1091,728,261,43,5570
206051514,29,42,15,14,9,0,0,109,0,0,0,0,0,0,0,0,7,9,4,3,3,0,0,28,40,50,19,14,8,0,0,137,171,1116,1245,941,499,146,29,4139,341,356,236,134,92,28,5,1194,7,14,3,10,5,0,0,40,1127,2688,2356,1707,1050,320,52,9288
206061135,15,13,3,0,0,0,0,30,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,17,15,8,0,0,0,0,45,83,449,448,431,274,120,33,1833,273,257,149,119,123,55,14,996,0,3,0,7,8,3,0,26,965,1657,1321,1228,879,363,82,6497
206061136,30,37,19,10,3,0,0,98,0,0,0,0,0,0,0,0,15,27,14,3,0,0,0,61,48,65,28,11,3,0,0,158,203,1064,860,566,309,126,23,3160,510,587,272,158,104,59,9,1697,6,11,10,3,0,5,3,35,1870,3731,2391,1642,1060,399,56,11151
206061138,10,7,4,0,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,9,7,4,0,3,0,0,25,53,241,270,372,325,200,68,1537,142,129,101,72,85,45,16,587,0,6,4,0,5,4,3,24,555,998,879,870,864,432,127,4728
206061515,8,15,11,0,7,4,0,43,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,19,11,28,14,3,3,4,0,61,173,961,647,446,285,90,21,2620,184,232,122,61,53,35,17,710,0,8,3,0,3,0,0,19,879,2383,1485,1066,691,236,52,6791
206061516,13,22,3,0,0,0,0,42,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,23,20,35,8,0,0,0,0,67,160,724,539,364,196,84,14,2079,294,311,144,62,54,20,7,885,4,3,4,4,0,3,0,21,1104,2236,1367,916,552,204,38,6417
206071139,9,22,19,4,3,0,0,57,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,26,13,34,16,12,3,0,0,83,232,1213,1380,944,439,120,16,4344,240,315,213,117,110,37,6,1038,8,7,5,10,6,4,0,41,1182,3151,2751,1976,1216,342,36,10652
206071140,7,6,6,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,6,7,6,0,0,0,0,18,50,182,180,163,125,74,24,798,95,77,37,34,37,8,3,281,4,8,0,5,0,0,0,12,400,594,436,410,309,124,33,2317
206071141,24,39,21,8,7,0,0,100,0,3,0,0,0,0,0,3,11,22,12,7,4,0,0,56,35,61,33,9,11,5,0,156,265,2053,1665,866,367,96,13,5321,323,535,357,207,120,60,11,1620,8,7,5,8,3,0,0,39,1521,4898,3613,2127,1205,370,52,13793
206071142,42,52,25,27,14,0,0,154,0,5,0,0,0,0,0,3,15,38,8,4,3,0,0,70,58,92,37,31,15,0,0,232,195,1338,1196,738,463,126,23,4088,490,882,534,296,206,103,18,2524,14,18,14,10,9,0,0,62,1871,5202,3644,2537,1779,542,66,15640
206071143,6,13,3,0,0,0,0,21,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,9,16,4,0,0,0,0,32,43,295,283,249,169,91,23,1154,186,169,102,59,52,21,4,591,4,5,0,3,0,0,0,17,650,1125,879,714,535,181,46,4130
206071145,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4,11,0,0,0,0,0,23,52,253,315,276,193,87,19,1187,120,117,98,66,60,28,4,503,4,0,9,3,0,7,0,17,470,1092,946,785,603,211,41,4164
206071517,37,51,20,9,4,0,0,127,0,0,3,0,0,0,0,5,28,72,27,13,8,0,0,141,66,125,51,19,12,4,0,274,871,5939,4909,2682,948,218,27,15598,605,837,571,263,195,85,7,2576,15,39,14,18,3,4,4,100,2889,10450,7868,4615,2108,585,78,28596
206071518,32,44,24,19,3,4,0,133,0,0,0,0,0,0,0,0,10,21,10,4,7,3,0,40,38,70,35,23,10,7,0,176,244,1386,1320,939,516,128,10,4538,469,601,393,276,190,89,11,2020,10,25,7,9,10,4,0,64,2127,4734,3596,2711,1775,547,72,15567
207011146,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,12,8,9,0,0,0,0,0,25,41,87,117,167,108,58,19,594,149,80,47,55,43,19,0,397,0,0,0,0,0,0,0,5,515,469,394,503,325,153,31,2390
207011147,7,8,3,0,0,0,0,22,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,9,7,9,5,5,0,0,0,30,71,190,296,367,288,114,33,1366,281,121,81,98,70,44,5,705,4,4,5,4,0,4,0,17,944,975,897,996,819,320,66,5014
207011148,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,3,0,0,0,0,0,9,66,179,260,366,257,126,38,1287,157,87,72,72,73,30,4,500,0,5,3,5,4,0,0,20,567,732,670,846,637,243,62,3755
207011149,18,9,0,4,0,0,0,40,4,0,0,0,0,0,0,6,12,12,0,0,0,0,0,28,30,28,4,7,3,0,0,71,143,696,983,912,648,255,46,3686,377,284,167,157,140,77,9,1212,0,8,4,3,3,5,3,26,1357,2175,2021,1914,1475,544,88,9574
207011150,3,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,3,9,6,6,0,0,0,23,170,1043,1319,1001,489,141,24,4188,195,150,160,97,68,27,4,701,0,5,6,9,0,5,3,27,800,2050,2174,1720,976,290,44,8052
207011152,13,12,3,5,0,0,0,29,0,0,0,0,0,0,0,3,5,6,0,3,0,0,0,19,18,23,3,7,0,0,0,52,235,1284,1451,1213,646,185,31,5048,373,267,186,138,133,66,10,1166,9,11,7,9,3,6,4,45,1445,2976,2729,2345,1511,473,77,11561
207011154,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,18,39,156,223,229,149,67,7,872,112,55,48,40,56,13,6,324,0,0,0,0,0,0,3,8,424,575,536,575,452,170,29,2748
207011155,4,8,0,0,4,0,0,21,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,16,12,16,0,3,4,0,0,36,109,416,503,632,455,168,48,2338,229,130,116,110,114,45,10,752,0,8,4,7,6,5,0,25,918,1267,1266,1357,1107,386,83,6377
207011519,13,8,5,3,3,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,13,14,5,3,3,0,0,36,180,864,940,763,504,165,24,3442,260,203,138,78,81,32,4,797,0,7,4,3,0,4,0,21,1097,2020,1633,1278,909,298,41,7271
207011520,9,17,9,4,0,0,0,44,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,9,23,7,4,4,4,0,56,188,983,1114,938,513,153,36,3923,267,220,156,120,115,44,9,933,5,14,9,8,4,4,0,37,1098,2387,2070,1824,1196,383,78,9031
207011521,11,8,3,3,0,0,0,26,0,4,0,0,0,0,0,4,0,12,0,0,0,0,0,12,9,21,3,9,3,0,0,46,102,621,832,827,575,192,34,3182,235,149,147,121,124,51,3,835,3,0,8,9,3,0,0,19,736,1637,1695,1687,1302,419,61,7535
207011522,14,3,0,3,3,0,0,19,0,0,0,0,0,0,0,7,4,3,3,8,10,0,0,27,11,6,9,11,13,4,0,60,51,181,217,294,243,136,22,1144,223,118,106,114,94,33,6,696,8,6,3,5,3,0,0,28,891,1002,860,993,803,306,52,4911
207021156,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,0,0,0,0,0,8,25,109,161,212,129,45,5,688,136,68,65,64,43,20,3,396,3,3,0,9,0,0,3,14,467,578,565,700,517,173,33,3028
207021157,12,3,0,0,0,0,0,16,5,0,0,0,0,0,0,13,0,6,0,6,0,0,0,14,17,14,5,4,0,0,0,43,119,434,530,535,340,114,36,2106,890,344,209,207,213,72,8,1944,0,8,6,3,12,6,3,35,2588,2166,1714,1635,1229,343,68,9735
207021159,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,13,6,4,3,0,4,0,0,16,38,114,172,199,184,99,33,837,88,82,52,45,54,16,3,349,4,0,0,0,0,0,0,14,389,618,559,567,487,215,48,2883
207021160,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,5,3,3,0,0,0,15,27,142,251,299,163,47,28,956,118,129,137,96,97,22,0,604,0,4,0,0,0,0,0,11,442,715,748,801,626,162,42,3534
207021424,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,8,38,125,208,175,149,67,10,767,164,55,53,48,69,12,4,411,0,3,0,5,0,0,0,10,596,509,547,510,504,152,23,2853
207021425,0,6,0,0,0,0,0,8,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,5,6,3,6,0,0,0,16,52,165,275,246,173,53,14,977,158,90,87,89,100,32,5,565,3,0,4,3,0,0,4,13,649,851,972,943,783,261,35,4488
