POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
209041432,0,0,0,35,6,46,0,0,0,0,0,0,0,0,0,0,0,0,33,6,44,13,0,9,0,0,0,0,0,0,6,0,6,17,3,27,4,0,4,40,4,47,70,29,93,194,175,368,68,33,93,20,10,29,19,4,24,5,3,7,8,4,8,0,0,0,19,19,41,12,8,19,28,8,34,27,3,28,126,32,156,348,77,425,46,6,56,26,13,42,1011,410,1420,8,0,8,7,3,9,12,3,13,3,0,7,39,7,49,58,11,74,56,3,59,211,37,246,256,40,300,458,68,525,980,158,1130,16,10,31,67,17,85,19,7,27,62,23,84,84,33,116,64,37,96,0,0,0,311,130,438,21,18,36,178,58,239,31,17,54,383,366,752,352,786,1137,4,4,5,973,1255,2224,4,0,4,29,33,66,354,494,841,379,529,911,9,6,14,81,11,87,113,34,145,0,0,0,0,0,0,0,0
209041433,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,29,27,9,32,0,0,0,5,12,17,15,6,21,0,0,0,0,0,0,0,0,0,4,3,6,8,9,13,5,0,4,0,0,0,16,9,27,43,15,50,43,7,53,17,0,23,196,72,266,0,0,3,13,3,14,0,0,0,0,0,0,8,0,8,15,6,21,34,13,46,104,15,120,46,9,50,421,58,474,599,91,692,3,4,10,7,0,12,21,6,27,5,0,5,54,28,81,14,11,21,0,0,0,105,44,151,6,0,9,6,0,4,3,0,3,164,137,311,34,39,69,0,3,4,210,191,398,0,0,0,0,0,0,76,81,161,76,84,161,22,3,23,175,26,203,3,0,3,0,0,0,5,3,5,0,0
209041435,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,6,31,12,40,8,5,13,59,17,81,101,31,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,7,14,17,18,34,5,21,25,0,0,0,28,47,72,0,0,0,0,0,0,14,18,35,14,18,35,0,0,5,35,4,39,0,5,5,0,0,0,5,0,5,0,0
209041436,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,11,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,13,0,13,60,18,80,8,0,6,126,18,140,202,38,241,0,0,0,12,0,12,9,4,13,5,4,8,0,0,0,0,0,0,0,0,0,21,8,26,6,5,7,79,23,101,6,0,8,52,75,131,64,150,217,0,0,0,214,249,464,0,0,0,0,4,4,72,79,149,72,81,153,6,0,4,24,5,24,0,4,3,0,0,0,0,0,0,0,0
209041437,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,10,4,18,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,37,163,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,139,42,180,0,0,0,8,0,4,0,0,0,0,0,0,9,3,16,22,8,25,21,0,21,111,30,149,23,0,20,257,29,289,409,60,474,0,0,0,0,9,3,4,0,4,0,0,4,0,0,6,0,0,5,0,0,0,12,11,18,0,0,0,0,0,0,13,12,20,10,16,22,3,9,18,0,0,0,28,36,64,0,0,0,0,0,0,69,73,142,69,78,144,8,4,11,196,12,210,0,0,3,0,0,0,0,0,0,4,0
209041527,0,0,0,193,170,362,0,0,0,0,0,0,0,0,0,5,0,4,193,171,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,41,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,37,68,0,0,0,0,0,3,0,0,0,0,0,0,10,0,7,8,0,11,10,0,10,41,6,46,15,8,20,140,29,170,202,47,248,0,0,0,6,0,8,0,0,4,3,0,3,0,0,0,0,0,3,0,0,0,10,6,14,0,4,4,0,0,0,5,4,10,73,108,178,10,41,44,0,0,5,86,155,244,0,0,0,0,0,0,58,82,140,58,82,140,0,0,3,16,0,18,0,0,0,0,0,0,0,0,0,0,0
209041528,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,29,8,3,6,76,14,91,111,14,131,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,4,11,0,0,0,4,0,4,4,0,4,6,4,4,5,9,17,0,0,0,15,17,33,0,0,0,0,0,0,83,131,221,85,131,222,0,0,0,17,7,19,0,0,0,0,0,0,0,0,0,0,0
209041529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,40,4,51,53,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,0,0,0,0,0,3,101,114,220,26,66,95,0,0,0,139,184,319,0,0,0,4,5,7,31,27,54,28,29,59,0,0,0,33,4,34,0,0,0,0,0,0,0,0,0,0,0
209041530,0,0,0,38,11,44,0,0,0,0,0,0,0,0,0,6,3,6,36,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,20,14,10,22,0,0,0,0,0,0,0,0,0,17,5,21,3,0,0,9,5,10,0,0,0,16,7,24,0,3,3,0,0,0,5,0,5,5,3,15,16,12,26,3,0,3,106,42,151,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,10,0,10,11,0,11,58,8,66,7,0,7,111,12,127,187,24,211,9,3,9,9,6,15,6,8,16,6,3,10,412,149,566,11,10,17,0,0,0,460,173,630,3,9,11,11,6,20,0,5,0,174,56,229,23,16,40,0,5,6,220,88,310,0,0,0,7,5,9,33,29,67,39,29,75,20,9,32,72,22,98,0,0,0,0,0,0,0,0,0,0,0
209041531,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,21,0,0,0,3,0,7,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,4,3,12,11,20,7,0,3,40,13,52,57,24,78,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,5,4,0,0,0,0,3,9,79,97,178,14,38,49,0,0,0,98,144,245,0,0,0,0,0,0,19,29,49,19,29,54,6,0,5,28,4,27,6,0,9,0,0,0,0,0,0,0,0
209041532,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,0,0,0,0,3,4,0,5,3,0,0,0,4,4,7,10,6,17,0,0,0,35,0,40,3,0,6,85,10,95,122,17,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,8,4,0,3,0,3,3,0,4,7,13,8,14,47,59,105,0,4,4,60,78,137,0,0,0,8,11,21,76,90,164,83,96,180,0,0,0,29,6,33,11,0,15,0,0,0,0,0,0,0,0
210011226,0,0,0,3,3,10,0,0,0,0,0,4,0,0,0,0,0,0,3,9,12,10,0,13,10,0,5,0,0,0,8,0,10,3,0,3,4,0,4,33,4,33,57,17,71,25,28,56,0,0,0,7,17,21,38,4,41,0,0,0,25,4,26,0,0,3,45,16,65,33,12,49,5,3,10,16,5,24,13,7,21,17,0,17,65,7,78,76,18,97,429,151,578,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,0,5,32,8,38,101,17,115,26,4,37,481,75,556,640,101,742,7,0,8,32,3,36,27,3,27,12,4,16,13,10,19,9,4,13,0,0,0,95,27,120,13,10,20,30,8,42,3,5,4,146,183,333,215,515,724,0,0,0,409,718,1129,0,0,0,0,3,3,108,170,275,111,174,280,3,0,3,94,11,109,0,0,6,0,0,0,76,37,113,0,0
210011227,0,3,4,3,5,11,0,0,0,0,0,0,0,0,0,0,8,4,10,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,18,12,29,0,0,0,3,11,12,0,0,0,30,28,61,0,0,0,0,0,0,0,0,0,52,24,77,0,0,3,0,0,0,0,0,0,123,28,149,6,0,8,0,0,0,245,113,358,5,3,8,10,6,15,0,0,0,0,0,0,12,11,21,26,22,49,3,0,3,21,11,29,51,25,69,54,10,65,129,42,170,4,0,4,3,0,3,3,4,11,52,15,64,75,63,132,14,33,45,0,0,0,148,116,262,14,13,18,273,95,367,0,0,0,71,71,147,162,461,626,0,0,0,513,634,1152,0,0,0,18,25,47,58,60,120,75,89,165,10,0,11,329,170,497,0,0,0,0,0,0,198,71,269,4,0
210011228,0,0,0,38,21,62,0,0,0,4,0,4,0,0,0,14,6,26,59,26,88,10,0,10,3,0,3,0,0,0,3,0,3,3,0,3,0,0,5,22,0,21,243,86,330,317,206,523,325,81,408,100,62,167,85,23,107,16,8,24,63,26,86,0,0,4,45,26,68,105,26,126,46,10,52,93,15,103,434,98,537,77,14,98,233,65,303,213,54,266,2391,801,3195,4,0,4,89,16,105,7,0,3,22,10,29,39,17,59,163,38,203,153,45,196,671,194,867,198,47,244,2188,345,2538,3210,631,3840,87,59,144,134,65,199,340,122,464,116,62,183,84,57,148,119,110,222,4,3,6,891,476,1364,46,26,69,67,15,86,13,15,28,68,53,125,235,247,480,13,11,23,443,373,812,0,0,0,19,18,36,188,242,432,212,261,471,121,66,189,1006,179,1182,8,3,10,32,19,55,122,77,204,3,0
210011230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,6,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19,36,55,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,6,0,7,4,4,6,99,14,116,6,0,3,127,29,160,238,44,281,0,0,0,17,10,25,0,0,0,3,0,3,0,0,0,0,6,7,0,0,0,24,17,44,6,0,4,22,0,24,4,0,4,43,51,91,42,87,125,0,0,0,114,144,260,0,0,0,3,6,7,83,106,184,87,110,193,5,0,3,14,6,22,0,4,4,0,0,0,3,0,5,0,0
210011231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,10,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,20,28,48,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,0,0,0,47,15,62,0,0,3,79,19,93,129,33,165,0,0,0,5,0,5,6,0,3,0,0,0,6,0,3,0,4,4,0,0,0,12,6,16,5,0,3,0,0,0,0,0,0,14,28,44,16,31,46,4,0,4,43,67,101,0,0,0,0,0,0,55,63,125,55,63,125,8,0,8,4,0,10,0,0,0,0,0,0,0,0,0,0,0
210011533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,6,0,0,0,9,8,17,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,31,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,35,6,46,5,0,3,80,6,89,128,22,143,0,0,0,5,0,5,4,0,4,0,0,0,0,3,5,0,0,6,0,0,0,7,5,17,5,0,9,0,0,0,0,0,3,60,68,129,10,7,17,0,0,0,79,82,154,0,0,0,0,0,3,54,58,121,61,63,122,0,0,0,11,4,8,0,0,0,0,0,0,3,3,3,0,0
210011534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,22,44,0,0,0,5,0,5,0,0,5,0,0,0,3,0,3,6,4,7,5,0,5,55,10,67,9,0,7,122,15,131,187,28,216,0,0,0,3,0,5,12,3,13,4,0,3,4,5,3,8,6,15,0,0,0,23,11,37,4,5,4,4,0,4,0,0,0,59,86,148,33,50,85,0,0,3,106,142,247,0,0,0,0,0,0,61,64,118,61,65,127,4,6,7,20,6,27,0,0,0,0,0,0,0,0,0,0,0
210021232,0,0,0,16,19,34,0,0,0,0,0,0,0,0,0,4,3,4,24,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,38,10,23,32,14,8,20,4,0,5,11,4,12,0,0,0,0,5,8,0,0,0,0,0,0,0,4,6,5,0,7,11,0,11,8,4,10,13,3,17,4,4,12,13,7,17,121,64,184,0,0,0,4,5,14,0,0,0,8,0,7,3,0,3,13,4,21,17,5,22,128,37,166,40,6,42,322,63,379,504,105,613,6,0,4,13,8,18,16,0,22,0,0,0,10,3,14,6,0,3,0,0,0,50,14,62,9,5,14,0,0,6,3,3,5,113,161,273,45,124,166,0,0,3,171,295,463,0,0,0,12,14,24,162,209,377,175,226,396,10,3,8,21,10,34,8,5,9,0,0,0,0,0,0,0,0
210021233,0,0,0,12,10,17,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,6,15,0,15,10,0,10,56,9,66,80,7,88,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,3,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,11,14,12,11,19,0,0,0,14,20,34,0,0,0,11,14,25,38,37,68,42,47,90,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
210021234,0,0,0,19,19,39,0,0,0,0,0,0,0,0,0,0,0,0,19,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,14,20,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,30,18,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,5,4,0,5,34,9,45,5,0,5,86,23,105,132,31,161,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,38,80,125,5,14,16,0,0,0,44,100,147,0,0,0,0,0,0,19,31,51,17,35,51,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
210021235,3,0,3,166,115,282,0,0,0,0,0,0,0,0,0,6,7,13,178,123,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,23,30,18,22,39,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,3,0,0,4,53,50,97,0,0,0,0,0,3,0,0,0,4,0,3,8,0,8,11,6,13,19,3,18,41,9,52,41,6,43,175,37,206,273,55,327,0,4,7,13,4,14,3,0,3,3,0,3,0,3,8,0,5,5,0,0,0,24,15,38,11,6,14,4,0,4,5,8,6,36,74,109,26,39,62,0,0,0,76,128,200,0,0,0,13,30,40,47,65,112,57,94,152,0,5,10,32,15,45,0,0,4,0,0,0,5,0,0,0,0
210031236,0,0,0,9,15,17,0,0,0,0,0,0,0,0,0,0,0,0,9,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,71,17,91,142,112,255,0,0,0,24,23,48,38,6,39,13,0,13,44,22,67,0,0,0,3,7,11,28,8,33,15,7,22,59,5,66,114,25,137,25,4,28,33,7,46,78,22,100,684,273,957,0,0,4,10,0,11,0,0,0,6,0,9,22,3,21,36,8,46,41,9,48,124,16,140,48,6,52,389,51,442,601,81,684,12,10,17,37,9,48,18,16,32,22,10,31,80,53,133,18,22,38,0,0,0,190,111,303,10,5,19,58,10,66,5,0,5,191,201,392,202,168,370,0,6,7,469,386,858,0,0,0,7,14,21,86,88,167,94,98,186,10,0,10,67,8,76,29,9,38,0,0,0,0,0,0,0,0
210031237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,47,30,71,0,0,0,0,4,6,0,0,5,0,0,5,8,0,8,0,0,0,0,0,0,147,53,201,6,0,7,0,0,0,3,0,3,11,0,11,3,6,4,8,5,11,237,106,342,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,10,6,0,6,35,0,39,4,0,8,106,9,111,146,10,161,0,0,4,3,3,8,3,6,11,7,0,8,5,3,9,0,0,0,0,0,0,22,12,31,3,0,3,55,8,70,8,0,11,38,38,73,26,28,50,0,0,0,127,86,210,0,0,0,6,10,12,57,58,120,61,74,135,0,0,3,91,8,97,0,0,0,0,0,0,0,0,0,0,0
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,23,4,24,31,0,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,7,0,8,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,37,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,49,19,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,5,22,0,29,8,0,9,72,9,86,105,15,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,4,3,3,0,0,0,0,0,0,42,55,97,5,18,31,0,0,0,56,79,133,0,0,0,0,0,0,19,27,44,19,28,49,0,0,0,24,0,26,0,0,0,0,0,0,0,0,0,0,0
