POW_SA2_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
201011001,0,0,3,0,0,4,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,64,89,45,91,66,13,19,0,411,0,5,0,0,0,0,0,0,0,7,4,63,4,0,0,0,0,0,0,71,0,33,4,0,0,0,0,0,0,39,0,22,9,0,0,0,0,0,0,28,3,9,8,4,0,0,0,0,0,29,0,7,19,0,0,0,0,0,0,37,4,5,17,6,11,5,0,3,0,54,0,3,0,7,20,10,0,0,3,45,0,3,6,0,10,14,0,3,0,36,0,0,0,0,0,4,0,0,0,14,0,0,0,0,5,3,0,0,0,12,0,0,0,0,5,5,0,0,0,12,0,0,0,0,0,10,3,8,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,10
201011002,0,6,6,3,41,34,7,15,0,120,0,0,0,0,5,5,6,5,0,24,0,7,0,0,0,3,0,8,0,27,0,0,0,0,0,3,0,0,0,7,170,407,576,385,993,504,100,116,24,3269,5,10,0,0,0,0,0,0,0,12,33,225,4,0,0,0,0,0,0,271,20,145,15,4,0,0,0,0,3,184,15,104,31,3,0,0,0,0,0,160,11,79,66,4,6,3,3,0,0,173,30,74,111,35,9,4,0,0,3,274,16,53,65,53,47,20,7,0,0,277,11,21,25,34,124,45,11,6,3,280,3,16,17,12,86,48,12,11,0,199,3,0,6,9,31,28,10,10,0,103,4,0,0,5,15,24,3,9,0,61,0,0,6,0,10,10,0,8,0,26,0,0,6,0,15,13,8,11,0,55,0,0,0,3,0,0,4,5,0,19,0,0,0,0,4,12,0,18,0,40
201011005,10,0,8,0,8,12,42,7,0,88,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,56,68,99,76,177,96,95,24,9,692,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,12,0,0,0,0,0,0,0,15,0,7,3,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,10,3,4,6,0,0,0,0,3,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011006,0,0,0,0,9,3,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,62,55,35,117,77,12,19,0,394,0,0,0,0,0,0,0,0,0,10,11,88,0,0,0,0,0,0,0,105,5,41,8,0,0,0,0,0,0,57,5,26,14,0,0,0,0,0,0,44,0,25,12,0,0,0,0,0,0,40,3,7,37,11,3,3,0,0,0,72,4,10,17,10,20,8,0,0,0,67,4,8,4,15,33,17,3,0,0,91,0,3,0,4,26,30,9,4,0,80,4,0,6,0,8,20,3,0,0,31,0,0,0,0,0,6,4,4,0,15,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
201011007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,10,0,13,12,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,3,0,0,0,13,18,13,15,0,72,0,3,0,0,5,3,0,0,0,16,0,0,0,0,7,3,0,6,0,18,0,0,0,0,3,4,0,0,4,8,51,159,175,115,370,282,65,74,3,1293,3,0,0,0,0,0,0,0,0,8,13,89,0,0,0,0,0,0,0,110,12,71,5,0,0,0,0,0,0,91,11,44,24,0,5,0,0,0,0,85,12,47,31,3,4,0,0,0,0,94,20,37,49,10,10,0,0,0,0,131,6,24,23,17,26,8,0,0,4,107,5,8,22,15,41,17,8,3,0,114,4,5,4,5,40,20,6,7,0,85,3,3,3,9,10,20,3,3,0,54,0,0,3,3,11,8,5,10,0,33,4,0,0,3,8,13,0,0,0,26,0,0,0,0,3,5,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
201011481,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,43,28,64,31,3,3,0,221,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,28,3,20,7,0,0,0,0,0,0,29,0,14,0,0,0,0,0,0,0,22,3,13,5,0,0,0,0,0,0,18,0,5,8,5,0,0,0,0,0,25,0,4,9,7,3,3,0,0,0,36,3,0,0,4,7,0,0,4,0,26,0,0,0,0,6,8,0,5,0,16,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011482,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,12,63,35,26,65,30,3,9,0,251,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,29,0,16,0,0,0,0,0,0,4,16,0,6,0,0,0,0,0,0,0,10,0,7,7,0,0,0,0,0,0,8,3,3,9,3,0,0,0,0,0,19,0,6,4,9,3,5,0,0,0,28,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,7,0,0,0,0,5,3,0,4,0,13,0,0,0,0,0,10,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
201011483,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,28,21,55,29,8,10,3,217,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,31,4,12,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,18,4,9,0,0,0,0,0,0,0,20,4,6,10,3,4,0,0,0,0,20,0,3,13,12,3,0,0,0,0,37,0,0,4,8,10,5,0,0,0,27,0,0,4,0,5,0,0,0,0,13,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011484,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,46,25,59,32,4,8,0,215,0,0,0,0,0,0,0,0,0,4,8,96,0,0,0,0,0,0,0,106,5,48,11,0,0,0,0,0,0,64,3,36,12,0,0,0,0,0,0,49,0,28,11,0,0,0,0,0,0,45,5,18,37,14,7,0,0,0,0,88,0,0,15,15,23,0,0,0,0,63,0,7,7,20,20,10,4,0,0,71,0,3,0,4,17,11,3,4,0,42,0,0,0,6,0,4,5,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
