POW_SA2_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
206031501,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,10,0,0,0,0,3,3,0,0,5,4,0,0,3,3,5,0,0,14,0,0,4,4,5,6,0,0,19,0,4,0,3,9,6,0,0,16,0,6,6,6,6,9,0,0,25,0,3,8,9,18,14,3,0,60,0,0,13,4,13,3,5,0,42,0,0,7,10,8,3,4,0,38,0,0,6,6,15,9,4,0,35,0,0,8,22,12,21,4,0,72,0,0,0,3,11,8,0,0,28,0,0,0,9,23,14,3,0,52,0,4,0,0,0,0,0,0,4,5,12,58,83,127,100,23,0,418,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,3,16,3,0,0,3,6,3,0,0,21,0,5,5,0,0,0,0,0,18,0,0,3,0,4,3,5,0,15,0,10
206031502,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,15,0,0,6,0,6,4,4,0,23,0,7,10,6,0,4,6,0,31,0,3,16,5,15,7,0,0,44,0,5,13,10,7,9,0,0,50,0,4,17,5,3,5,0,0,30,0,0,6,9,4,6,0,0,28,0,0,3,11,7,7,7,0,29,0,0,10,22,21,23,0,0,84,0,0,4,6,7,11,0,0,22,0,0,0,16,18,7,0,0,48,0,0,0,0,0,0,0,0,7,0,22,88,108,100,82,24,0,435,0,0,5,0,0,0,0,0,6,4,0,3,0,0,0,0,0,6,5,5,3,0,6,3,3,0,33,0,9,5,0,0,0,0,0,25,0,7,7,4,9,3,0,0,21,0,5
206041117,0,0,3,3,4,0,0,0,16,0,5,0,0,0,0,0,0,8,0,5,0,0,8,6,0,0,25,0,3,12,3,6,4,0,0,32,0,3,6,0,4,0,0,0,21,0,17,13,14,0,9,10,0,57,0,3,30,26,18,14,3,0,93,0,13,49,33,24,19,3,4,142,0,11,78,58,25,20,10,0,201,0,7,78,77,38,32,15,0,240,0,5,87,112,55,37,15,4,315,0,0,67,106,73,27,6,0,274,0,0,138,283,227,119,14,3,792,0,0,18,54,67,37,12,0,188,0,0,12,89,138,89,27,0,354,0,4,0,9,0,4,0,0,17,10,80,600,870,686,405,106,21,2779,0,4,4,4,3,0,3,0,20,4,15,19,8,0,7,4,0,55,3,32,23,4,10,4,0,0,89,0,32,25,8,9,10,9,0,89,4,25,40,7,11,12,0,0,103,0,45
206041118,0,0,4,11,7,6,0,0,28,6,0,0,4,3,0,4,0,12,0,0,4,7,0,0,0,0,13,5,6,10,8,6,0,0,0,37,0,3,4,15,4,3,4,0,40,0,15,19,13,5,3,4,0,57,4,12,27,42,8,20,3,0,109,0,19,85,49,30,22,3,0,206,0,46,159,127,63,28,11,0,433,0,43,244,191,79,38,7,0,609,0,26,335,316,175,60,14,0,922,0,13,308,413,210,91,11,0,1057,0,3,1073,1993,1068,431,58,4,4631,0,0,320,1053,672,246,17,0,2320,0,0,279,2074,2052,733,56,6,5199,0,0,12,21,17,7,0,0,60,14,203,2886,6341,4394,1682,204,14,15734,0,14,12,22,6,0,0,0,63,3,8,13,5,4,4,0,0,29,6,22,20,10,3,3,0,0,69,0,23,19,12,6,9,0,0,67,0,41,32,7,6,8,3,0,107,3,47
206041119,0,0,5,5,5,4,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,6,0,0,0,4,0,0,3,0,12,3,5,6,3,4,4,0,0,27,0,8,8,12,5,6,7,0,47,0,6,22,23,6,5,4,0,71,0,14,58,47,24,17,7,0,170,0,10,103,73,41,19,8,0,247,0,5,120,110,66,34,12,0,352,0,0,113,139,61,51,10,0,380,0,7,239,546,359,177,49,0,1370,0,0,27,148,162,100,12,0,457,0,0,44,269,369,202,28,8,919,0,0,0,4,4,0,0,0,13,3,60,763,1385,1105,622,146,11,4102,0,3,5,6,5,0,0,0,14,0,3,0,5,0,0,0,0,17,4,12,6,4,3,7,3,0,39,0,13,13,13,3,8,6,0,56,0,8,21,11,3,8,3,0,57,0,14
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,6,0,0,4,3,0,0,0,0,7,0,0,8,3,5,0,0,0,17,0,0,9,3,3,3,0,0,14,0,0,10,5,5,3,0,0,20,0,0,3,11,11,0,0,0,26,0,0,7,17,14,10,0,0,42,0,0,0,8,9,3,0,0,19,0,0,0,16,16,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,41,62,54,40,4,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
206041121,0,0,4,4,4,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,6,3,7,5,0,0,13,0,0,6,8,6,9,0,0,29,0,3,14,17,9,0,0,0,46,0,0,25,24,17,10,0,0,74,0,4,23,13,16,3,6,0,65,0,0,18,22,15,12,4,0,69,0,5,8,29,25,7,4,0,78,0,0,28,61,38,27,0,3,156,0,0,9,22,23,8,3,0,65,0,0,15,45,50,22,10,0,131,0,0,0,5,0,3,0,0,7,0,23,143,249,200,109,26,3,761,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,11,0,0,9,3,0,0,6,0,21,0,9,6,4,3,0,0,0,17,0,7
206041124,0,0,0,3,6,0,0,0,5,0,11,0,0,0,0,0,0,12,0,3,4,0,0,0,3,0,11,0,5,0,0,0,0,0,0,12,0,3,5,7,4,0,0,0,21,0,5,6,3,6,4,0,0,22,0,5,16,8,8,3,0,0,41,0,7,25,15,11,4,0,0,67,0,7,42,41,22,14,0,0,133,0,0,62,58,34,33,9,0,183,0,0,82,111,57,30,8,0,292,0,0,75,148,99,46,8,0,379,0,4,153,377,306,115,25,0,984,0,0,7,103,110,51,0,0,274,0,0,7,102,222,150,28,0,507,0,3,0,3,9,0,0,0,13,7,53,478,976,890,460,86,0,2953,0,7,18,9,0,0,0,0,40,16,44,20,5,5,8,0,0,97,8,70,59,24,15,8,5,0,197,3,68,53,31,19,15,7,0,200,3,47,55,29,20,13,3,4,166,4,87
206041125,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,5,0,0,0,0,10,0,0,3,4,4,0,0,0,11,0,4,4,6,3,4,0,0,24,0,0,11,6,5,3,0,0,32,0,13,22,16,5,3,0,0,55,0,15,45,38,27,17,12,0,146,0,10,46,52,22,15,5,0,157,0,4,68,87,36,20,4,5,221,0,0,61,102,56,25,3,0,249,0,0,138,284,180,100,10,4,714,0,0,36,116,102,51,7,0,305,0,0,31,258,326,158,42,7,812,0,0,0,4,0,4,0,0,13,4,51,462,967,769,401,97,16,2767,0,0,13,5,11,0,0,0,24,5,8,4,6,0,0,4,0,26,10,11,5,7,9,0,0,0,37,6,8,11,11,6,0,4,3,58,0,15,16,14,12,4,10,0,66,0,29
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,11,0,0,0,7,9,0,0,0,18,0,3,16,4,5,5,0,0,37,0,0,6,8,3,7,0,0,27,0,0,13,13,6,9,0,0,47,0,0,12,12,11,7,0,0,45,0,0,19,38,40,26,0,0,123,0,0,9,21,22,11,0,0,67,0,0,8,35,48,23,3,0,123,0,0,0,0,0,0,0,0,4,3,9,93,135,153,94,12,7,501,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,0,0
206041503,0,0,4,14,10,9,4,0,46,0,0,6,4,0,0,0,0,8,4,6,3,16,4,0,0,0,33,0,12,12,7,13,5,0,0,52,5,8,12,14,13,9,3,0,68,6,17,29,36,22,14,11,0,129,0,30,59,60,31,24,9,3,222,0,48,201,135,59,49,9,7,509,0,92,441,298,125,62,19,0,1039,0,41,442,367,169,80,17,0,1120,0,25,470,468,243,112,22,9,1339,0,20,477,595,334,154,42,7,1619,0,15,1514,2578,1526,727,119,6,6481,0,0,366,1184,893,418,60,0,2924,0,5,398,2436,2564,1007,158,18,6589,0,5,17,23,21,16,5,0,76,18,328,4452,8224,6024,2680,483,54,22262,5,7,20,23,9,0,3,0,67,3,18,12,11,7,7,0,0,58,3,45,24,9,8,5,7,4,109,6,50,33,21,13,9,9,0,130,4,61,48,37,17,16,0,4,186,3,87
206041504,0,0,0,7,7,0,0,0,23,4,3,4,0,0,0,0,0,7,5,0,0,4,0,0,3,0,11,3,5,5,8,0,4,3,0,33,0,10,10,6,14,0,0,0,47,0,14,11,12,11,4,3,3,58,0,25,48,28,17,13,10,0,139,0,29,100,32,29,18,8,0,212,0,34,165,91,38,22,6,0,349,0,13,138,113,38,25,0,0,332,0,5,128,138,68,32,4,0,367,0,5,109,126,75,39,4,0,355,0,4,262,520,345,148,17,0,1297,0,0,49,182,146,65,4,0,442,0,0,36,326,331,198,26,0,913,0,0,7,4,6,3,0,0,26,14,148,1065,1594,1119,571,97,5,4613,0,8,3,0,0,0,0,0,16,11,13,8,3,0,7,0,0,42,4,24,21,13,4,3,0,0,66,5,23,27,9,9,4,0,0,82,0,23,33,14,9,12,5,0,94,0,27
206041505,0,0,10,22,14,11,0,0,55,5,0,5,7,7,7,4,0,20,3,7,6,8,3,5,6,0,37,5,9,17,21,5,6,6,0,62,0,5,20,19,12,11,5,0,72,0,24,55,35,22,14,8,0,161,0,26,77,50,35,24,5,0,222,0,39,153,139,44,38,16,0,434,0,89,371,251,122,61,24,6,920,0,46,462,327,134,76,25,6,1085,0,30,482,466,225,128,24,4,1363,0,6,431,600,292,130,36,6,1495,0,14,1206,2189,1305,598,90,4,5396,0,3,273,1105,712,306,46,6,2450,0,4,330,2075,2390,994,96,14,5894,0,0,9,22,26,16,6,0,75,15,307,3909,7324,5349,2421,385,42,19750,0,15,23,22,12,5,0,0,81,17,39,21,17,18,0,8,3,116,16,57,44,17,12,6,6,0,156,6,75,67,39,26,17,8,0,239,0,81,70,45,30,22,22,0,276,5,107
206041506,0,0,0,3,4,3,0,0,7,0,3,8,0,0,3,0,0,8,0,3,0,0,0,0,0,0,6,0,3,4,9,3,0,0,0,20,0,0,9,6,3,0,3,0,27,0,5,10,9,4,4,3,0,36,0,8,20,20,7,3,5,0,63,0,16,18,22,21,18,0,0,100,0,6,41,43,39,17,6,6,161,0,9,59,63,35,16,9,3,190,0,3,46,55,43,32,11,0,197,0,7,42,68,45,26,3,0,187,0,0,92,162,141,74,13,0,483,0,0,16,46,54,21,3,0,139,0,0,17,80,122,77,17,0,317,0,0,0,6,0,4,0,0,11,5,65,387,592,520,301,70,13,1952,0,9,0,0,4,0,0,0,14,0,18,3,5,3,0,0,0,38,0,12,9,5,0,3,3,0,35,0,21,16,11,0,0,0,0,63,0,16,20,7,16,4,4,0,69,0,26
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,8,7,6,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,12,14,14,15,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,0,5,0,3,4,0,0,12,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,5,3,3,0,0,0,16,0,5,8,0,3,0,0,0,19,0,11,13,7,0,4,0,0,35,0,8,22,19,8,7,0,0,58,0,26,65,36,14,10,0,0,153,0,31,155,77,40,26,5,0,329,0,17,185,106,51,20,5,0,389,0,12,176,150,63,48,6,0,448,0,5,129,147,84,22,3,0,390,0,6,356,599,284,121,10,0,1383,0,0,88,266,176,64,3,0,596,0,4,113,612,723,268,31,6,1750,0,0,5,8,4,4,0,0,21,9,124,1323,2040,1468,594,64,10,5631,0,3,0,4,7,0,0,0,19,9,11,4,3,0,0,0,0,28,0,10,6,9,0,0,0,0,22,0,15,13,0,0,0,0,0,36,0,22,16,7,0,8,4,0,50,0,19
206041509,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,10,0,0,0,0,3,3,0,0,5,0,9,8,6,4,0,0,0,28,0,3,16,11,0,4,0,0,35,0,13,31,17,9,3,7,0,85,0,14,66,22,20,19,3,0,144,0,3,70,40,31,12,4,0,153,0,0,67,90,43,25,5,0,232,0,0,53,86,72,39,3,0,257,0,0,113,256,217,135,18,0,745,0,0,20,77,80,55,8,0,239,0,0,19,140,188,112,11,0,476,0,0,0,4,0,0,0,0,11,6,52,474,756,670,408,67,6,2432,0,4,5,6,6,0,0,0,18,7,13,5,4,0,0,0,0,32,0,21,14,8,3,5,3,0,50,8,14,13,10,6,4,0,0,48,3,13,32,11,8,5,6,5,70,0,12
206041510,0,0,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,5,0,0,3,3,3,0,0,0,13,0,0,3,9,4,0,0,0,19,0,0,5,9,4,0,0,0,19,0,3,11,11,4,3,3,6,41,0,10,14,14,14,9,0,0,64,0,4,26,11,8,4,0,0,51,0,4,30,29,12,10,3,0,90,0,0,20,41,28,12,8,0,97,0,0,54,88,70,31,8,0,257,0,0,11,24,30,16,4,0,80,0,0,9,50,53,29,4,5,150,0,0,0,0,3,0,0,0,4,0,25,202,297,235,122,32,6,922,0,0,0,5,0,0,0,0,6,0,4,0,0,0,0,0,0,6,3,6,4,3,0,0,0,0,13,0,3,6,4,0,0,0,0,16,0,0,7,4,0,0,0,0,14,0,6
206051128,0,0,0,7,7,7,0,0,27,0,0,0,5,5,0,0,0,6,0,0,0,5,0,0,0,0,11,0,0,7,7,3,0,0,0,20,0,0,6,5,5,0,0,0,30,0,7,14,13,3,7,4,0,45,0,6,18,5,13,3,3,0,56,0,7,39,29,24,18,6,0,117,0,27,103,58,26,29,10,0,252,0,18,101,77,46,39,14,3,292,0,13,135,112,55,26,8,0,355,0,8,82,111,52,25,11,0,283,0,0,241,310,195,91,20,0,864,0,0,40,134,123,45,5,3,354,0,0,55,307,366,183,32,0,960,0,0,3,3,5,3,0,0,17,3,98,846,1185,924,488,114,17,3680,0,0,5,3,4,0,5,0,17,9,9,8,3,0,0,0,0,32,3,4,3,8,4,7,5,0,36,0,13,10,17,15,9,3,0,64,0,10,14,6,11,7,3,3,55,0,24
206051129,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,0,0,5,0,3,0,0,6,0,0,3,6,8,5,3,0,22,0,0,4,9,6,5,0,0,30,0,0,10,19,9,6,5,0,49,0,0,8,11,8,3,0,0,27,0,0,5,13,11,5,0,0,34,0,0,8,11,8,3,0,0,35,0,0,9,23,25,16,0,0,81,0,0,3,9,18,8,0,0,37,0,0,0,11,27,14,5,0,58,0,0,0,0,0,0,0,0,0,0,5,52,118,134,61,22,5,403,0,0,3,0,0,0,0,0,8,0,0,7,3,0,0,0,0,7,0,0,0,3,0,3,0,0,15,0,0,6,0,3,0,0,0,15,0,3,0,8,6,8,0,0,23,0,0
206051130,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,5,5,0,0,0,0,13,0,0,0,0,3,5,3,0,18,0,0,4,5,10,6,5,3,32,0,7,12,13,9,11,3,0,51,0,12,30,20,18,11,3,0,90,0,0,26,21,17,3,4,5,77,0,0,14,23,25,16,3,0,77,0,0,11,21,12,14,0,0,64,0,0,17,41,43,25,6,0,133,0,0,7,17,17,10,0,0,48,0,0,10,27,49,35,10,0,128,0,0,0,0,3,7,0,0,10,4,27,137,203,202,135,50,7,769,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,9,6,0,0,16,0,3,3,5,0,7,0,0,22,0,0,4,5,0,4,0,0,13,0,4
206051134,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,4,0,0,9,0,0,0,0,6,0,4,0,12,0,4,5,0,0,0,0,0,9,0,0,3,3,5,9,0,0,21,0,3,9,8,4,4,4,0,31,0,0,15,8,3,10,3,0,44,0,9,20,18,3,10,6,0,67,0,5,19,8,14,6,0,0,55,0,3,10,21,7,7,0,0,46,0,0,12,21,9,3,0,0,42,0,0,22,36,15,4,3,0,87,0,0,4,15,9,3,0,0,30,0,0,5,28,19,4,5,0,61,0,0,0,0,0,0,0,0,3,0,22,116,165,104,64,33,0,515,0,0,4,0,0,0,0,0,5,3,0,6,0,0,0,0,0,12,0,4,3,0,4,0,3,0,18,0,7,4,3,0,9,0,0,17,0,3,10,5,0,6,5,0,25,0,12
206051511,0,0,0,6,5,4,0,0,19,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,12,0,0,0,5,0,0,3,0,14,0,5,3,3,0,0,3,0,18,0,8,12,8,3,5,4,0,35,0,10,19,23,14,8,4,3,71,0,26,39,28,18,20,5,0,137,0,28,136,85,44,30,13,0,341,0,25,161,137,78,34,11,0,443,0,13,149,188,115,62,16,0,543,0,0,137,181,121,68,14,0,520,0,5,288,566,532,225,24,5,1651,0,0,77,215,215,88,15,0,603,0,0,61,422,560,273,49,0,1361,0,0,3,9,9,6,0,0,35,5,119,1093,1891,1709,812,159,15,5801,0,4,4,6,3,0,0,0,12,0,3,5,0,0,0,0,0,11,8,13,5,0,0,0,0,0,34,0,6,3,0,3,0,0,0,21,3,9,15,8,3,4,3,0,47,4,29
206051512,0,0,5,0,3,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,6,0,3,0,0,8,0,3,10,5,4,4,6,0,37,0,10,12,15,10,4,9,0,61,0,8,27,27,13,4,0,0,83,0,20,59,34,25,18,4,0,160,0,25,133,60,40,21,10,0,288,0,24,156,95,38,22,4,0,343,0,8,155,139,55,30,12,0,397,0,0,88,128,62,36,17,4,327,0,3,250,395,238,113,21,3,1024,0,0,75,148,129,48,9,0,412,0,0,79,377,387,166,35,9,1055,0,0,4,5,4,6,4,0,20,7,100,1050,1441,1015,485,122,17,4240,0,0,4,6,6,3,0,0,24,0,5,5,5,6,0,0,0,28,0,16,11,4,3,8,3,0,43,3,20,9,15,3,14,6,0,73,0,22,19,11,5,3,9,3,78,0,22
206051513,0,0,0,9,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,4,3,0,0,3,0,7,0,0,4,4,0,6,0,0,13,0,4,6,8,0,7,0,0,26,0,10,23,13,10,4,4,0,63,0,6,36,23,16,10,7,0,92,0,5,26,24,10,8,3,0,74,0,0,17,22,23,18,4,0,89,0,0,22,25,20,12,0,0,86,0,0,31,78,62,35,10,0,223,0,0,7,21,19,9,0,0,57,0,0,10,41,63,32,6,0,150,0,0,0,0,0,0,0,0,0,0,36,196,264,230,131,43,6,906,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,12,0,9,3,0,0,0,4,0,21,0,11,8,11,3,5,4,0,40,0,3,13,8,10,4,6,0,38,0,6
206051514,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,4,0,3,18,0,0,0,4,6,0,0,0,10,0,4,6,8,3,3,0,3,30,0,11,10,9,9,4,0,0,46,3,5,38,23,19,3,3,0,95,0,11,78,39,19,15,3,0,169,0,3,59,44,24,17,7,0,153,0,3,62,61,34,14,4,0,176,0,0,37,41,47,24,8,0,153,0,0,83,170,136,52,4,0,453,0,0,18,56,40,21,9,0,147,0,0,18,141,181,98,17,0,451,0,0,0,0,0,0,6,0,9,3,42,426,609,521,253,66,9,1924,0,0,0,0,0,0,0,0,6,4,4,4,0,0,0,3,0,13,0,0,9,4,3,0,0,0,20,0,3,5,8,8,0,0,0,27,0,0,6,6,8,9,3,0,35,0,10
206061135,0,0,0,0,4,0,0,0,7,0,0,0,3,4,0,0,0,5,0,0,0,4,0,0,4,0,11,0,0,0,0,0,6,0,0,7,0,3,0,4,0,3,0,0,14,0,3,4,11,9,9,6,0,35,0,5,16,15,8,14,6,0,59,0,11,21,15,11,9,7,0,79,0,16,36,22,20,12,0,6,107,0,7,34,18,18,12,4,0,88,0,0,28,24,20,18,4,4,95,0,0,13,21,13,8,8,0,60,0,0,31,39,48,26,11,4,161,0,0,13,22,27,9,3,0,68,0,0,10,40,65,43,11,3,170,0,0,4,0,3,0,0,0,13,5,40,206,235,245,163,52,21,970,0,0,5,3,7,0,0,0,16,0,3,0,5,0,0,0,0,11,3,0,4,0,3,0,4,0,16,0,13,3,3,0,3,5,0,29,0,5,5,4,0,6,0,0,24,0,11
