POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
201011001,24,14,0,0,86,0,0,13,10,13,4,0,0,34,0,0,12,15,16,0,3,0,49,0,0,6,4,0,0,0,0,8,0,0,0,4,0,0,0,0,9,0,0,4,0,0,0,0,0,9,58,108,211,159,142,65,24,0,765,0,0,0,0,0,0,0,0,4,25,0,4,0,0,0,0,0,35,10,9,7,4,3,0,0,0,33,6,3,5,4,4,0,0,0,21,4,6,6,7,9,7,0,0,36,5,12,25,13,9,3,0,0,72,3,17,28,19,18,15,0,0,95,0,26,32,29,27,17,0,0,131,0,4,25,13,25,15,5,0,86,0,3,17,16,16,8,0,0,57,0,3,0,3,11,7,0,0,23,0,0,4,5,0,0,0,0,9,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011002,21,17,3,0,99,0,0,17,15,14,14,3,0,64,0,0,22,21,24,10,3,0,75,0,0,0,0,6,0,0,0,3,0,0,3,0,0,5,3,0,16,0,4,3,0,4,0,0,0,18,61,188,407,312,254,202,36,5,1475,3,3,0,0,0,0,0,0,9,117,10,0,3,4,0,0,0,145,59,32,18,12,11,8,0,0,141,19,58,28,22,13,15,0,0,161,22,78,45,32,18,26,3,0,230,29,74,85,50,43,56,12,0,351,13,95,99,77,72,70,6,0,436,6,80,121,95,98,74,15,0,490,0,52,110,72,103,88,15,0,441,0,14,59,59,55,57,10,0,256,0,10,55,53,35,29,3,0,193,0,0,35,36,24,17,0,0,117,0,0,40,47,67,35,3,0,192,0,0,5,6,17,0,0,0,22,0,0,0,4,3,0,6,0,11,0,5,5,0,0,0
201011005,5,8,0,0,32,0,0,0,4,4,0,0,0,14,0,0,4,6,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,8,26,79,65,46,35,3,0,272,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,5,4,6,4,0,0,8,0,0,24,0,0,7,4,0,0,0,0,20,0,5,7,4,13,10,3,0,46,0,12,9,13,7,0,0,0,43,0,15,20,9,12,4,5,0,64,0,4,16,8,6,7,0,0,36,0,4,0,7,6,5,0,0,24,0,0,8,8,5,3,0,0,27,0,0,5,13,8,3,0,0,20,0,3,9,4,12,9,0,0,28,0,0,0,0,3,5,0,0,10,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0
201011006,8,17,5,0,85,0,0,14,9,15,0,0,0,38,0,0,13,14,8,9,0,0,51,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,12,0,0,0,4,0,0,0,0,9,56,155,266,171,156,120,29,0,956,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,24,12,0,0,5,0,5,0,0,23,5,12,4,0,0,0,0,3,37,3,10,9,6,8,7,0,0,44,0,10,25,11,15,8,5,0,62,0,16,22,14,12,17,0,0,75,4,18,36,26,12,13,0,0,108,0,6,20,19,13,13,0,0,76,0,3,3,9,3,7,0,0,32,0,3,10,4,6,7,0,0,27,0,0,3,5,5,0,0,0,16,0,0,8,11,8,5,0,0,34,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,4,0,0,0,0
201011007,0,3,0,0,15,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,42,26,16,18,6,0,135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011008,41,35,7,0,173,0,6,26,28,20,22,0,0,108,0,0,49,43,48,35,4,0,188,0,0,6,8,13,3,0,0,30,0,0,8,13,6,6,0,0,19,0,3,0,0,7,4,0,0,22,131,278,509,373,359,289,49,6,1990,0,0,0,0,0,0,0,0,7,49,3,0,0,0,0,0,0,50,17,14,3,8,0,0,6,0,43,6,16,10,8,5,3,0,0,51,4,12,16,8,14,10,0,0,61,5,21,7,21,20,13,5,0,91,3,14,33,23,25,18,8,0,119,0,10,40,26,24,16,5,0,126,0,3,31,15,24,15,0,0,88,0,0,4,8,17,14,0,0,48,0,5,5,5,7,7,0,0,35,0,0,4,3,0,4,0,0,19,0,0,10,3,8,8,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5
201011481,10,5,0,0,32,0,4,9,8,5,3,0,0,21,0,0,5,14,18,4,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,65,116,79,79,67,9,5,463,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,5,4,6,0,0,5,0,0,15,0,11,4,3,0,9,0,0,22,0,12,11,5,11,5,4,0,44,0,24,9,11,12,11,4,0,73,6,18,15,22,19,23,4,0,101,0,14,28,17,20,25,3,0,103,0,12,30,17,27,25,8,0,114,0,7,9,8,20,14,0,0,58,0,0,0,3,3,7,0,0,23,0,0,0,0,0,3,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
201011482,4,6,0,0,27,0,0,6,8,9,3,0,0,25,0,0,0,5,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,49,75,63,60,68,13,0,353,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,7,6,0,5,5,0,0,0,22,5,10,3,3,0,0,0,0,23,3,3,3,0,0,0,4,0,22,0,11,12,9,11,6,0,0,49,0,12,9,9,18,5,0,0,54,0,12,16,13,17,16,0,0,71,0,5,13,11,9,5,0,0,39,0,0,5,0,0,4,4,0,16,0,0,3,0,4,5,0,0,20,0,0,0,0,4,0,0,0,10,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011483,12,0,0,0,37,0,0,11,5,0,5,0,0,20,0,0,7,14,12,0,0,0,37,0,0,3,4,0,5,0,0,8,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,28,61,123,114,84,48,7,0,467,0,0,0,0,0,0,0,0,3,15,6,0,0,0,0,0,0,18,4,12,9,0,4,0,0,0,29,6,7,8,6,5,4,0,0,32,0,11,3,8,5,0,0,0,33,10,18,10,18,11,15,3,0,79,0,17,10,16,12,12,0,0,75,0,8,20,22,13,18,10,0,94,0,14,18,13,17,9,0,0,67,0,3,8,3,10,0,0,0,26,0,0,7,5,3,7,0,0,21,0,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011484,4,0,0,0,18,0,0,8,3,0,0,0,0,13,0,0,5,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,38,46,98,64,64,61,19,0,393,4,0,0,0,0,0,0,0,4,18,0,4,0,0,0,0,0,18,4,4,5,4,4,3,0,0,22,3,11,3,0,5,9,0,0,23,0,7,11,0,6,8,0,0,37,3,6,6,15,11,11,6,0,64,3,18,17,13,6,14,0,0,77,0,8,21,14,18,15,0,0,79,0,7,26,12,26,11,6,0,81,0,5,9,10,10,8,0,0,36,0,0,6,8,7,3,4,0,31,0,0,7,3,0,5,0,0,18,0,6,0,0,4,7,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
