POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
205051100,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,10,0,13,7,14,0,12,5,0,0,7,6,40,0,8,0,6,5,12,0,20,6,0,0,6,0,28,3,22,0,21,0,42,0,50,4,3,0,12,14,86,6,36,0,40,12,69,0,86,34,8,0,42,14,182
205051101,49,0,0,49,5,60,0,4,0,4,0,0,0,0,50,0,0,50,0,55,0,14,0,14,3,0,0,3,28,0,0,31,3,48,0,13,0,8,3,3,0,7,0,0,0,0,0,20,5,23,0,31,23,8,0,34,0,0,0,0,4,61,9,13,0,20,5,6,0,17,3,3,0,3,0,45,3,50,0,55,15,33,0,47,0,10,0,9,22,131,20,117,0,137,60,52,0,104,173,11,0,187,31,460
205051102,3,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,8,0,0,0,0,0,0,0,0,0,10,3,10,0,10,6,3,0,12,0,0,0,0,0,24,0,6,0,7,0,4,0,3,0,3,0,0,0,15,4,17,0,23,9,15,0,24,0,8,0,8,13,65,7,46,0,58,14,16,0,36,28,6,0,34,16,146
205051103,94,0,0,94,0,99,3,10,0,16,0,0,0,0,101,6,0,105,0,117,9,15,0,27,10,4,0,11,59,0,0,58,0,99,4,24,0,34,12,0,0,20,0,0,0,0,0,50,15,51,0,70,74,27,0,97,4,7,0,11,11,179,4,32,0,35,24,40,0,66,3,9,0,14,0,113,23,119,0,143,36,161,0,196,3,26,0,32,16,386,53,261,0,321,162,226,0,390,337,47,0,382,24,1124
205051104,16,0,0,16,0,16,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,3,0,0,3,10,0,0,10,0,19,0,5,0,5,0,0,0,0,0,0,0,0,0,8,4,3,0,10,13,0,0,12,0,0,0,0,0,26,0,3,0,4,4,4,0,8,0,0,0,4,0,11,4,11,0,15,3,11,0,15,0,8,0,10,25,63,11,32,0,42,19,20,0,39,43,5,0,54,25,163
206011106,21,0,0,21,0,21,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,0,12,0,0,16,10,0,0,10,0,34,0,0,0,3,28,3,0,29,4,0,0,4,0,39,25,14,0,39,122,20,0,143,3,5,0,8,0,193,21,10,0,27,52,28,0,77,9,7,0,12,0,122,18,49,0,74,32,61,0,97,4,16,0,25,5,200,69,84,0,149,255,113,0,366,100,34,0,131,5,654
206011107,9,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,0,0,5,3,0,0,4,5,0,0,5,0,11,0,0,0,3,12,0,0,9,0,0,0,0,0,15,21,10,0,32,60,16,0,76,4,0,0,0,0,102,6,8,0,15,28,12,0,39,0,9,0,4,0,60,8,35,0,40,24,25,0,45,5,10,0,25,6,118,43,47,0,88,123,54,0,174,31,23,0,52,6,324
206011109,17,0,0,17,0,17,0,0,0,0,0,0,0,0,10,0,0,10,0,16,0,3,0,3,10,0,0,10,0,0,0,0,0,11,0,5,0,6,13,0,0,13,0,0,0,0,0,18,11,12,0,23,33,8,0,44,0,0,0,0,0,61,7,10,0,11,10,6,0,22,0,8,0,8,0,42,12,26,0,38,14,25,0,41,0,14,0,10,0,93,30,47,0,77,82,44,0,126,43,16,0,59,0,270
206011495,13,0,0,13,0,22,0,0,0,0,0,0,0,0,17,0,0,17,0,18,0,0,0,6,13,0,0,12,13,0,0,13,0,33,0,0,0,4,24,0,0,24,0,0,0,0,0,26,13,27,0,46,159,27,0,188,6,3,0,6,4,241,24,24,0,49,80,30,0,109,7,3,0,15,0,166,30,66,0,92,29,52,0,81,11,26,0,34,12,219,73,122,0,199,309,102,0,414,80,34,0,107,13,733
206011496,60,0,0,60,0,60,0,0,0,0,0,0,0,0,67,0,0,71,0,71,7,5,0,14,27,0,0,24,34,0,0,35,0,79,7,6,0,18,91,7,0,95,6,0,0,6,0,112,51,60,0,112,411,62,0,462,18,9,0,28,0,609,53,48,0,99,148,69,0,214,13,16,0,31,0,343,51,101,0,151,106,104,0,208,18,40,0,60,13,438,172,222,0,400,778,235,0,1008,237,72,0,308,17,1740
206011497,39,0,0,39,0,37,0,0,0,0,0,0,0,0,39,0,0,39,0,39,3,3,0,5,19,0,0,19,23,0,0,23,0,47,6,9,0,8,51,3,0,55,0,0,0,6,0,75,34,38,0,77,203,36,3,243,12,3,0,19,5,342,22,13,0,34,71,31,0,104,3,13,0,18,3,164,39,86,0,125,68,118,0,184,17,36,0,54,9,370,106,144,0,256,413,194,3,604,153,55,0,213,20,1092
206011498,18,0,0,18,0,18,0,0,0,0,0,0,0,0,22,0,0,22,0,29,3,0,0,3,5,0,0,5,4,0,0,4,0,17,3,0,0,3,22,0,0,22,0,0,0,0,0,22,6,12,0,21,67,11,0,77,0,0,0,3,0,103,6,9,0,14,18,12,0,30,0,0,0,5,0,44,10,24,0,36,14,47,0,65,0,12,0,13,5,113,32,44,0,73,120,72,0,199,65,15,0,84,5,363
206021110,33,0,0,33,0,33,0,0,0,0,0,0,0,0,26,0,0,26,0,23,0,8,0,12,25,0,0,23,14,0,0,14,0,50,5,12,0,14,47,4,0,53,0,0,0,0,0,71,30,49,0,74,172,34,0,212,0,8,0,8,0,289,20,33,0,53,61,27,0,91,10,3,0,11,3,154,18,76,0,91,39,50,0,88,3,25,0,28,8,221,73,171,0,249,345,114,0,459,104,39,0,147,10,866
206021112,21,0,0,21,0,21,0,0,0,0,0,0,0,0,48,0,0,48,0,48,0,0,0,7,13,0,0,15,13,0,0,13,0,31,6,5,0,12,37,5,0,37,0,0,0,3,0,50,27,27,0,58,141,33,0,169,5,6,0,6,0,234,26,25,0,54,74,32,0,112,12,0,0,11,5,180,23,64,0,86,55,84,0,141,13,41,0,52,12,288,78,128,0,207,323,152,0,468,121,48,0,175,11,869
206021499,26,0,0,26,0,26,0,0,0,0,0,0,0,0,40,0,0,40,0,35,0,3,0,5,25,0,0,25,10,0,0,10,0,43,0,4,0,7,35,0,0,34,0,0,0,0,0,40,23,23,0,46,123,27,0,151,7,4,0,6,0,205,15,20,0,40,46,26,0,69,5,3,0,12,0,123,30,73,0,100,49,69,0,116,6,24,0,32,4,248,65,125,0,195,278,123,0,398,113,30,0,143,4,747
206021500,16,0,0,16,0,16,0,0,0,0,0,0,0,0,15,0,0,15,0,23,3,0,0,4,15,0,0,12,6,0,0,6,0,22,3,3,0,3,27,0,0,27,0,0,0,0,0,34,21,18,0,42,141,28,0,168,3,3,0,5,0,218,18,19,0,36,50,22,0,74,3,6,0,6,0,116,17,40,0,65,47,55,0,104,6,18,0,18,6,186,64,82,0,145,275,109,0,382,61,24,0,84,10,622
206031113,38,0,0,38,0,38,0,3,0,0,0,0,0,0,26,0,0,26,0,29,3,0,0,4,23,0,0,23,10,0,0,10,0,39,0,4,0,8,37,0,0,37,0,0,0,0,0,43,13,11,0,20,133,19,0,149,8,8,0,13,0,184,10,15,0,26,30,11,0,41,5,0,0,7,0,76,10,20,0,38,24,35,0,59,13,17,0,31,3,129,45,54,0,101,240,64,0,306,111,24,0,139,7,550
206031115,37,0,0,37,0,37,0,0,0,4,0,0,0,0,43,0,0,43,4,49,0,0,0,0,15,0,0,19,14,0,0,14,0,35,0,4,0,5,36,4,0,39,0,0,0,0,0,48,17,11,0,28,101,15,0,118,3,3,0,4,0,155,10,4,0,15,18,14,0,32,4,4,0,9,0,59,21,41,0,55,31,45,0,77,7,19,0,32,6,175,53,59,0,110,212,73,0,285,127,28,0,157,17,573
206031116,64,0,0,64,0,64,5,0,0,5,0,0,0,0,75,0,0,75,0,74,0,5,0,9,54,0,0,58,48,0,0,48,0,113,8,11,0,17,103,0,0,105,0,0,0,0,0,118,50,33,0,83,357,61,0,413,11,5,0,22,4,519,25,29,0,59,89,51,0,149,14,18,0,29,3,239,47,82,0,132,55,112,4,168,17,45,0,69,12,385,131,165,0,296,659,231,4,895,275,70,0,344,20,1558
206031501,58,0,0,58,0,63,4,0,0,4,0,0,0,0,58,0,0,58,0,59,3,6,0,7,48,0,0,49,31,0,0,34,0,85,9,4,0,10,60,9,0,65,0,0,0,0,0,70,24,17,0,38,130,25,0,154,6,3,0,8,0,199,17,19,0,38,26,13,0,43,9,0,0,14,0,88,19,44,0,69,26,43,0,62,5,23,0,31,7,171,70,92,0,164,277,94,0,372,220,31,0,254,7,797
206031502,33,0,0,33,0,34,0,0,0,0,0,0,0,0,27,0,0,27,0,31,0,0,0,3,21,0,0,23,16,0,0,16,0,42,8,4,0,14,50,3,0,57,3,0,0,3,0,69,27,26,0,54,167,23,0,187,7,5,0,12,0,252,15,22,0,37,42,17,0,54,4,5,0,7,3,107,20,51,0,67,40,62,0,97,7,32,0,39,5,205,61,107,0,171,319,104,0,419,116,46,0,161,7,750
206041117,19,0,0,19,0,19,0,0,0,0,0,0,0,0,27,0,0,27,0,34,5,4,0,10,61,8,0,64,5,0,0,7,0,87,12,3,0,15,110,4,0,114,4,0,0,4,0,135,72,71,0,146,726,120,0,841,30,22,0,47,5,1041,62,67,0,128,352,150,0,502,35,37,0,72,4,702,101,193,0,295,263,462,0,724,27,89,0,114,23,1167,251,345,0,592,1519,733,0,2255,167,148,0,316,36,3198
206041118,56,0,0,56,0,62,0,5,0,5,0,0,0,0,63,0,0,63,0,71,3,5,0,13,61,9,0,70,38,0,0,39,0,120,17,13,0,28,135,12,0,150,3,3,0,6,0,186,105,104,0,212,1050,415,0,1472,42,83,0,127,12,1818,113,161,0,275,371,557,0,935,62,133,0,195,15,1412,142,607,0,754,375,1561,7,1943,73,375,3,449,74,3225,376,901,4,1280,2000,2557,7,4563,360,592,5,960,110,6922
206041119,21,0,0,21,0,21,0,0,0,0,0,0,0,0,28,0,0,28,0,26,7,0,0,10,38,0,0,41,24,0,0,24,0,72,10,5,0,11,102,6,0,106,3,0,0,5,0,123,40,43,0,81,459,125,0,588,11,15,0,29,4,703,37,46,0,85,172,220,0,386,13,23,0,35,6,517,66,185,0,250,134,533,0,662,18,110,0,127,24,1070,161,276,0,438,902,879,0,1787,128,152,0,277,34,2543
206041120,3,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,8,0,0,8,8,0,0,8,0,17,0,0,0,0,21,0,0,19,0,0,0,0,0,18,0,5,0,8,53,7,0,59,0,5,0,5,0,68,0,0,0,5,13,3,0,18,0,3,0,3,0,27,5,5,0,15,4,19,0,25,0,3,0,8,0,44,16,13,0,29,106,30,0,134,33,11,0,42,0,205
206041121,6,0,0,6,0,6,0,0,0,0,0,0,0,0,19,0,0,19,0,18,0,0,0,0,12,0,0,12,7,0,0,8,0,18,0,0,0,4,19,0,0,18,0,0,0,0,0,25,22,25,0,43,137,27,0,167,7,5,0,11,0,218,25,22,0,47,61,27,0,85,11,7,0,13,0,148,43,67,0,113,41,65,0,107,14,33,0,52,11,283,92,121,0,213,269,119,0,385,69,47,0,116,11,724
206041124,15,0,0,15,0,15,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,0,0,8,48,0,0,48,4,0,0,4,0,61,4,0,0,0,127,7,0,134,0,0,0,0,0,135,37,31,0,67,945,181,0,1125,18,7,0,21,3,1223,38,53,0,86,623,461,0,1090,26,36,0,56,4,1236,56,239,0,298,521,1283,9,1811,37,157,3,195,41,2344,137,332,0,465,2265,1935,3,4211,127,192,3,327,50,5048
206041125,13,0,0,13,0,21,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,7,0,7,39,0,0,41,19,0,0,19,0,61,4,3,0,7,92,3,0,96,0,0,0,0,3,106,45,33,0,77,427,98,0,529,18,11,0,28,3,636,28,63,0,84,220,272,0,497,19,37,0,56,6,644,61,162,0,226,195,595,0,788,26,87,0,115,22,1150,135,270,0,404,980,968,0,1948,141,141,0,279,29,2661
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,11,3,0,10,0,0,0,0,0,12,6,5,0,14,40,8,0,48,6,3,0,7,0,69,3,19,0,22,20,14,0,36,4,6,0,7,0,60,10,33,0,43,17,29,0,46,8,17,0,27,10,128,18,56,0,75,86,54,0,141,23,29,0,48,10,277
206041503,66,0,0,66,0,70,0,3,0,0,0,0,0,0,62,0,0,62,0,66,14,16,0,28,170,5,0,176,55,0,0,55,4,258,37,24,0,63,355,26,4,380,10,6,0,18,0,460,269,197,0,465,2315,572,3,2893,99,111,0,211,21,3595,307,305,0,612,793,835,4,1623,121,189,0,312,21,2568,326,880,0,1208,591,2255,13,2856,111,542,0,652,97,4818,951,1430,5,2384,4218,3684,24,7932,568,848,0,1413,145,11884
206041504,52,0,0,53,0,56,4,0,0,4,0,0,0,0,55,0,0,55,0,60,8,0,0,10,98,0,0,98,30,0,0,30,0,146,13,3,0,14,208,23,0,230,7,3,0,9,0,255,120,80,0,196,1180,200,0,1381,51,41,0,91,3,1670,108,120,0,225,397,225,0,620,50,49,0,105,8,960,111,264,0,378,267,642,0,909,55,143,3,199,21,1511,359,471,0,827,2148,1093,0,3244,327,240,3,573,32,4682
206041505,68,0,0,68,0,73,3,5,0,4,6,0,0,6,79,0,0,79,0,87,10,12,0,24,110,9,0,122,32,0,0,32,0,177,23,19,0,43,274,24,0,290,4,0,0,7,3,340,219,162,0,385,2118,621,0,2736,85,137,0,215,18,3359,225,291,0,523,783,871,6,1662,98,242,0,346,16,2544,294,931,0,1219,661,2224,11,2899,105,572,3,674,82,4874,773,1419,3,2198,3949,3739,17,7709,487,949,3,1441,116,11476
206041506,6,0,0,6,0,12,0,0,0,0,0,0,0,0,18,0,0,18,0,19,0,6,0,6,20,0,0,22,8,0,0,8,0,33,0,11,0,5,37,7,0,43,4,0,0,4,0,57,53,45,0,99,381,73,0,457,13,7,0,20,3,583,40,57,0,98,138,82,0,213,16,20,0,39,3,353,46,154,0,201,90,232,3,327,23,60,0,84,23,637,144,272,0,414,664,389,5,1056,96,91,0,193,33,1702
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,8,0,8,0,12,0,8,0,0,0,0,0,17,0,8,0,5,14,17,0,25,0,0,0,0,0,33
206041508,33,0,0,33,0,34,5,0,0,5,0,0,0,0,35,0,0,40,0,42,4,4,0,8,50,0,0,50,8,0,0,11,0,68,15,8,0,30,119,17,0,132,7,4,0,14,0,175,144,77,0,224,808,186,0,992,36,35,0,73,6,1297,96,104,0,198,265,182,0,445,27,55,0,82,5,729,113,253,0,371,175,402,0,575,65,152,0,216,21,1187,382,449,0,834,1409,780,4,2198,216,247,0,467,38,3539
206041509,22,0,0,22,0,22,0,3,0,3,0,0,0,0,11,0,0,11,0,15,3,0,0,3,34,0,0,40,6,0,0,6,0,53,5,3,0,12,56,8,0,62,0,0,0,0,0,75,46,25,0,70,284,68,0,354,5,10,0,17,0,444,27,53,0,80,120,108,0,232,9,21,0,31,0,342,48,132,0,176,114,333,0,448,15,59,0,72,18,719,133,219,0,348,614,521,0,1137,87,87,0,172,24,1675
206041510,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,0,0,9,4,0,0,4,0,16,0,0,0,0,14,0,0,14,0,0,0,0,0,14,11,20,0,32,98,28,0,126,0,6,0,4,0,163,16,22,0,38,49,34,0,81,7,9,0,15,0,140,25,75,0,100,33,76,0,115,9,39,0,50,9,271,62,121,0,186,212,134,0,345,39,54,0,91,8,625
206051128,33,0,0,33,0,33,0,0,0,0,0,0,0,0,34,0,0,34,0,37,3,6,0,6,53,3,0,56,17,0,0,17,0,80,0,3,0,4,89,3,0,96,0,0,0,0,0,107,39,41,0,80,384,84,0,475,10,10,0,23,0,581,34,54,0,99,130,116,0,245,11,37,0,50,6,395,43,158,0,203,91,292,0,390,24,95,0,118,21,732,126,269,0,397,751,503,0,1251,144,150,0,297,37,1983
206051129,12,0,0,12,0,12,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,3,0,3,11,0,0,12,12,0,0,12,0,27,0,3,0,4,23,5,0,29,0,0,0,0,0,32,11,13,0,31,90,14,0,108,0,3,0,5,0,141,9,8,0,22,19,9,0,34,9,7,0,15,0,66,20,54,0,70,29,43,0,68,6,25,0,28,10,180,45,85,0,128,182,74,0,253,70,30,0,105,9,493
206051130,23,0,0,23,0,18,0,0,0,5,0,0,0,0,30,0,0,30,0,31,0,0,0,0,17,6,0,19,21,0,0,21,0,39,3,4,0,11,35,6,0,39,0,0,0,3,0,52,25,18,0,46,170,28,0,196,0,9,0,10,0,255,29,25,0,53,41,14,0,53,13,5,0,16,0,127,21,55,0,80,31,47,0,75,6,34,0,41,0,202,85,104,0,191,289,92,0,386,105,49,0,156,8,739
206051134,9,0,0,9,0,9,0,0,0,0,0,0,0,0,25,0,0,25,0,22,3,4,0,7,19,0,0,17,10,0,0,10,3,36,5,0,0,8,42,3,0,42,0,0,0,0,0,46,26,19,0,43,161,38,0,194,9,6,0,12,0,256,23,22,0,42,48,31,0,79,13,9,0,19,0,145,19,59,0,76,34,50,0,82,7,16,0,30,10,195,71,103,0,177,299,122,0,421,87,36,0,117,13,729
206051511,25,0,0,25,0,27,0,8,0,6,0,0,0,0,30,0,0,30,0,39,3,21,0,28,31,0,0,29,19,0,0,16,0,73,10,24,0,30,65,9,0,74,3,3,0,3,0,112,123,183,0,309,495,119,0,620,48,36,3,77,3,1017,97,136,0,236,220,156,0,373,45,65,0,108,4,720,116,312,3,434,152,376,3,530,41,162,0,202,32,1199,347,686,3,1041,957,661,3,1622,219,259,3,483,45,3197
206051512,27,0,0,27,0,27,0,4,0,4,0,0,0,0,25,0,0,25,0,33,10,4,0,10,37,0,0,37,20,0,0,20,0,74,17,3,0,21,84,9,0,96,0,0,0,0,0,111,77,65,0,143,541,137,0,675,24,10,0,38,8,861,82,88,0,172,197,163,0,360,30,51,0,82,0,612,81,221,0,306,147,326,3,474,37,106,0,148,23,948,254,391,3,648,1011,634,3,1650,182,170,0,350,29,2678
206051513,3,0,0,3,0,3,4,0,0,4,0,0,0,0,3,0,0,3,0,7,0,0,0,0,9,0,0,9,4,0,0,4,0,12,0,0,0,0,13,0,0,18,0,0,0,0,0,24,17,8,0,35,146,23,0,170,9,7,0,10,0,216,17,26,0,41,65,38,0,108,11,12,0,28,0,175,24,69,0,92,39,111,0,147,10,45,0,59,13,315,62,106,0,169,279,173,0,453,45,72,0,115,17,758
206051514,26,0,0,26,0,26,3,0,0,3,0,0,0,0,34,0,0,34,0,42,5,0,0,5,34,0,0,40,20,0,0,19,0,62,3,0,0,6,69,7,0,83,0,0,0,0,0,91,59,28,0,80,253,81,0,335,24,17,0,32,0,450,36,43,0,76,100,65,0,164,11,22,0,32,5,275,34,114,0,147,70,171,0,244,31,61,0,95,18,498,143,175,0,320,533,322,0,852,162,98,0,263,19,1462
206061135,21,0,0,21,0,21,3,0,0,5,0,0,0,0,16,0,0,16,0,26,0,4,0,4,33,4,0,31,10,0,0,10,0,50,6,7,0,11,77,6,0,80,0,0,0,0,0,90,30,28,0,56,354,55,0,413,13,0,0,21,0,487,34,39,0,67,95,50,0,142,8,13,0,20,0,229,31,60,0,92,60,95,0,157,12,46,0,52,13,316,101,131,0,231,616,206,5,820,99,57,0,160,17,1230
206061136,57,0,0,57,0,59,0,0,0,3,0,0,0,0,67,0,0,67,0,71,10,0,0,9,50,4,0,48,41,0,0,41,0,98,11,6,0,20,100,7,0,106,3,0,0,3,0,126,68,66,0,138,527,85,0,614,14,10,0,29,7,781,56,73,0,126,144,96,0,239,16,33,0,49,3,418,58,114,0,172,95,178,0,275,19,66,0,87,19,556,199,263,0,465,909,373,0,1285,242,109,0,355,27,2135
206061138,7,0,0,7,0,7,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,29,0,0,29,12,0,0,12,0,37,3,0,0,6,55,0,0,57,0,0,0,0,0,62,19,25,0,39,174,25,0,201,0,4,0,6,0,249,11,16,0,34,41,33,0,71,4,8,0,15,0,120,16,55,0,72,38,80,0,121,16,22,0,38,12,240,47,98,0,150,345,135,0,479,62,37,0,97,17,745
206061515,14,0,0,14,0,15,0,0,0,0,0,0,0,0,13,0,0,13,0,13,4,0,0,3,20,0,0,17,9,0,0,9,0,25,7,0,0,5,39,0,0,45,0,0,0,0,0,51,36,25,0,59,231,54,0,284,3,9,0,15,0,360,43,25,0,70,73,57,0,121,3,18,0,26,3,224,35,84,0,126,41,95,0,132,16,39,0,54,8,318,117,144,0,263,399,199,3,605,60,69,0,133,10,1007
206061516,40,0,0,40,0,40,0,0,0,0,0,0,0,0,41,0,0,41,0,41,4,0,0,4,34,0,0,36,14,0,0,14,0,53,7,3,0,8,67,0,0,72,0,0,0,0,0,76,57,22,0,81,320,53,0,377,15,12,0,25,4,480,57,37,0,97,107,63,3,170,16,20,0,34,0,301,36,70,0,109,54,76,0,130,9,46,0,55,7,306,153,139,0,290,585,194,0,784,151,72,0,226,10,1314
206071139,12,0,0,12,0,20,0,0,0,0,0,0,0,0,33,0,0,33,0,33,0,3,0,0,22,0,0,21,18,0,0,18,0,42,10,13,0,20,34,0,0,33,3,0,0,3,0,60,38,44,0,85,283,86,0,366,7,13,0,21,4,470,36,44,0,80,130,80,0,208,16,22,0,37,4,324,47,137,0,186,76,195,0,277,26,53,0,75,12,546,131,243,0,374,547,358,0,904,127,87,0,210,17,1512
206071140,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,8,0,0,8,0,0,0,4,0,17,4,5,0,11,10,5,0,11,0,0,0,0,0,25,19,29,0,49,116,21,0,142,0,4,0,9,0,202,18,15,0,31,32,16,0,44,0,5,0,4,0,86,14,18,0,37,13,40,0,51,0,21,0,24,0,119,55,77,0,132,183,78,0,264,26,27,0,56,3,455
206071141,34,0,0,34,0,34,0,0,0,0,0,0,0,0,24,0,0,24,0,28,0,7,0,10,31,0,0,35,18,0,0,18,0,60,9,4,0,12,63,6,0,72,0,0,0,0,3,87,56,51,0,100,354,82,0,435,13,14,0,31,4,570,44,70,0,113,149,114,0,257,11,26,0,36,5,409,56,133,0,193,115,286,4,401,16,56,0,76,14,685,165,260,0,429,709,490,4,1202,137,90,0,230,25,1884
206071142,25,0,0,25,0,25,0,0,0,0,0,0,0,0,27,0,0,27,0,27,4,3,0,4,29,0,0,29,11,0,0,12,0,53,6,5,0,11,91,11,0,101,0,0,0,0,0,110,61,47,0,110,536,109,0,647,19,15,0,33,0,788,57,64,0,119,237,208,0,447,19,18,0,41,6,614,86,157,0,243,162,435,0,598,19,74,0,96,24,962,217,275,0,488,1059,761,4,1824,143,107,0,257,31,2605
206071143,53,0,0,53,0,53,0,0,0,0,0,0,0,0,47,0,0,47,0,47,5,4,0,14,11,0,0,14,27,0,0,27,0,50,3,0,0,3,34,0,0,38,0,0,0,0,0,44,27,24,0,52,168,28,0,198,8,0,0,10,0,258,16,25,0,45,67,39,0,104,8,9,0,13,0,167,30,50,0,81,47,77,0,125,4,31,0,40,0,240,87,99,0,185,333,146,0,478,167,39,0,205,4,879
