POW_SA2_CODE_2021,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_16_20,Tot_2021,Tot_NS,Tot_Tot
205011079,483,67,112,141,274,212,310,3,23,1621
205021080,0,0,0,0,0,0,0,0,0,0
205021081,371,45,75,91,162,169,157,5,37,1112
205021082,81,7,13,13,18,49,103,3,10,301
205021083,0,0,0,0,0,0,0,0,0,0
205021084,127,12,20,35,55,63,48,0,12,369
205021085,117,19,14,16,25,11,29,0,3,227
205021086,45,0,10,8,20,20,22,0,3,139
205031087,176,14,27,41,54,36,37,5,13,398
205031088,5,0,0,0,0,0,4,0,0,15
205031089,137,14,21,41,66,58,68,4,15,430
205031090,257,16,40,45,89,70,64,3,11,590
205031091,270,32,54,57,96,92,122,0,18,732
205031092,0,0,0,0,0,0,0,0,0,7
205031093,449,56,63,117,193,212,119,3,33,1238
205041094,188,18,16,31,48,36,49,3,3,393
205041095,217,12,43,51,92,79,112,6,9,616
205041096,476,51,63,97,213,172,158,4,21,1247
205041098,12,0,0,0,6,0,0,0,5,30
205041493,239,37,66,101,176,148,167,6,23,944
205041494,224,35,57,96,157,127,133,4,14,849
205051099,0,0,0,0,0,0,0,0,0,0
205051100,98,15,23,49,64,38,39,0,7,333
205051101,126,13,25,25,40,67,102,0,6,406
205051102,69,12,14,6,24,29,40,0,6,205
205051103,284,43,58,81,164,145,135,4,13,928
205051104,69,5,11,13,22,20,21,0,10,166
206011106,239,52,65,89,155,185,287,0,11,1091
206011107,165,28,42,56,107,109,152,3,8,666
206011109,141,23,39,26,74,67,101,0,3,479
206011495,455,94,109,159,231,261,352,4,16,1688
206011496,663,143,180,236,462,496,697,30,35,2952
206011497,594,148,185,213,357,312,422,9,20,2261
206011498,198,41,43,64,147,128,129,6,7,762
206021110,387,78,107,188,240,242,282,0,21,1541
206021112,521,110,112,150,295,315,361,0,15,1883
206021499,274,62,69,105,178,217,199,0,16,1119
206021500,237,61,82,95,142,176,252,4,23,1076
206031113,206,49,44,77,134,144,199,5,12,859
206031115,278,77,93,112,210,212,253,3,15,1249
206031116,716,153,179,262,464,376,488,5,39,2672
206031501,294,46,76,105,177,164,226,6,16,1112
206031502,292,42,71,89,174,176,254,0,16,1123
206041117,1354,417,519,730,1147,1376,1956,41,70,7608
206041118,6402,2158,3085,5009,7174,7504,8165,155,262,39906
206041119,1727,431,531,810,1123,1164,1198,25,56,7052
206041120,73,10,21,32,63,75,67,0,9,355
206041121,412,129,131,233,308,329,404,7,17,1979
206041124,2640,779,1044,1533,2368,2331,2345,106,99,13249
206041125,1447,425,617,898,1506,1651,1997,32,65,8640
206041127,363,78,91,155,340,225,246,6,23,1532
206041503,7941,2404,3528,5651,7901,8434,9956,202,372,46391
206041504,1847,601,861,1391,2101,2346,3225,49,106,12525
206041505,7946,2489,3725,5655,8602,9601,11179,208,418,49826
206041506,903,202,328,450,684,828,1045,17,47,4502
206041507,33,3,7,7,18,14,13,0,0,100
206041508,2009,685,1065,1627,2568,2537,2981,54,108,13630
206041509,800,202,333,506,778,857,1226,27,51,4782
206041510,380,102,149,250,354,397,552,13,16,2217
206051128,1043,295,489,770,1178,1200,1605,43,50,6668
206051129,216,47,58,102,158,179,216,0,11,980
206051130,327,78,101,142,258,309,431,4,16,1670
206051134,287,79,89,127,227,225,432,7,21,1500
206051511,2291,659,818,1275,2190,2130,2771,41,114,12298
206051512,1432,452,590,866,1471,1668,2217,40,69,8800
206051513,485,107,151,199,326,357,564,12,10,2202
206051514,622,175,236,416,673,827,1211,21,36,4214
206061135,559,134,187,253,398,403,546,13,28,2517
206061136,707,191,275,446,647,783,1185,24,49,4299
206061138,450,77,109,173,249,234,325,6,20,1652
206061515,423,136,186,259,513,547,783,23,22,2878
206061516,421,120,177,224,414,523,845,15,28,2770
206071139,820,230,305,469,685,729,849,15,33,4142
206071140,184,37,54,45,98,100,127,7,9,666
206071141,882,267,332,494,837,1021,1197,27,52,5130
206071142,1130,305,423,627,909,1004,1225,34,70,5730
206071143,309,68,95,125,249,267,347,8,22,1486
206071145,329,60,99,120,244,249,292,3,18,1420
206071517,1629,461,720,1168,1821,2278,2613,65,111,10865
206071518,1202,343,429,693,1088,1006,1281,23,55,6114
207011146,189,39,60,104,131,133,155,0,9,822
207011147,461,123,148,242,370,314,388,3,36,2081
207011148,450,89,120,211,217,222,256,5,16,1595
207011149,791,198,289,403,662,678,763,6,35,3812
207011150,668,172,249,356,499,604,612,14,34,3209
207011152,914,240,330,528,759,790,821,14,40,4438
207011154,241,39,56,99,143,148,157,0,8,889
207011155,554,105,187,262,415,343,431,7,19,2323
207011519,502,135,231,324,497,541,691,12,21,2964
207011520,707,166,257,351,596,602,774,22,38,3517
207011521,646,155,219,308,418,379,370,8,34,2530
207011522,424,97,121,212,279,260,317,0,21,1734
207021156,285,74,85,93,181,169,173,0,16,1074
207021157,747,182,302,445,732,733,700,11,49,3904
207021159,304,95,79,146,227,222,245,4,13,1340
207021160,342,87,93,157,219,189,196,6,16,1305
207021424,260,94,93,156,229,201,261,10,11,1301
207021425,475,116,155,245,433,290,346,5,20,2082
207031161,681,185,230,405,599,503,526,6,26,3164
207031162,159,36,57,75,139,140,138,0,13,762
207031163,1738,576,815,1333,1868,1824,1744,23,94,10021
207031164,264,67,118,135,197,185,206,3,14,1189
207031165,569,170,289,437,578,553,729,11,20,3365
207031166,481,124,195,318,413,404,435,0,24,2393
207031167,266,43,101,162,216,198,244,3,12,1238
208011168,236,45,62,113,128,110,106,0,22,829
208011169,851,219,266,392,520,573,723,11,40,3593
208011170,339,75,112,165,252,227,287,0,15,1469
208011171,535,152,196,250,364,314,393,11,17,2225
208011172,368,100,102,179,246,214,287,0,22,1514
208011173,488,125,178,231,349,282,293,4,27,1980
208021174,596,210,208,315,444,414,444,5,31,2664
208021176,277,104,120,176,326,325,473,3,22,1824
208021177,810,196,287,309,510,489,715,13,29,3355
208021178,773,197,230,293,412,369,492,14,35,2816
208021179,427,114,139,173,322,309,470,12,26,1984
208021180,137,16,47,54,87,92,104,0,8,561
208021181,121,29,43,48,100,98,146,0,9,595
208021182,252,73,72,116,168,160,245,5,13,1096
208021426,516,146,206,277,411,382,365,0,25,2333
208021427,204,69,76,103,135,136,140,0,5,874
208031183,167,47,45,70,106,87,91,0,13,623
208031184,1593,425,474,616,997,776,804,9,63,5758
208031185,171,29,59,79,105,97,65,0,3,606
208031186,209,54,51,96,192,135,111,0,3,863
208031187,152,39,50,51,113,81,102,3,4,599
208031188,1183,306,374,653,926,816,945,15,60,5281
208031189,157,49,56,59,80,82,73,0,9,567
208031190,466,89,138,181,316,233,306,7,22,1752
208031191,1802,482,518,826,1356,1119,1244,12,106,7464
208031192,271,78,117,168,261,200,194,0,7,1296
208031193,633,178,218,312,477,464,540,0,41,2854
208041194,993,238,323,498,759,703,862,18,42,4435
208041195,842,233,374,590,1010,1047,1355,13,61,5521
209011196,168,35,55,79,136,81,117,0,11,690
209011197,450,106,121,186,311,291,331,3,26,1827
209011198,1264,327,402,608,949,835,775,18,57,5234
209011199,772,203,230,257,499,450,452,9,34,2904
209011200,355,94,87,115,241,202,225,4,16,1332
209011201,125,23,28,22,51,49,47,0,3,347
209011202,219,37,61,98,130,85,105,0,0,750
209011203,246,51,81,118,221,138,117,0,7,979
209011204,116,21,28,39,72,45,52,0,10,380
209021205,516,134,199,324,463,390,390,3,22,2444
209021428,1623,425,536,690,1054,1107,1243,9,98,6785
209021429,233,53,62,96,168,145,187,0,13,964
209021523,128,30,39,54,147,149,141,0,16,692
209021524,108,24,27,37,107,64,78,0,3,452
209021525,182,47,36,55,131,133,197,0,13,792
209021526,538,126,135,177,294,266,336,4,27,1904
209031209,431,67,116,160,256,166,191,0,26,1406
209031210,40,10,14,13,17,14,11,0,0,119
209031211,43,6,6,9,23,19,24,0,7,142
209031212,92,12,15,11,36,30,14,0,6,215
209031213,151,33,24,53,99,89,85,0,7,540
209031214,124,11,25,37,44,34,23,0,4,291
209031215,148,33,30,65,98,101,78,0,4,563
209041216,410,135,156,213,465,295,293,0,23,1990
209041217,143,40,60,73,116,98,119,0,3,653
209041220,408,101,126,195,395,311,331,4,31,1891
209041221,88,16,22,33,51,63,48,0,3,327
209041223,1777,480,482,578,1248,1031,1155,16,122,6886
209041224,133,25,44,73,217,174,157,0,13,828
209041225,135,25,36,58,117,94,109,0,13,590
209041431,115,36,64,71,164,127,130,0,15,724
209041432,1171,348,392,640,1436,1094,1085,24,75,6267
209041433,206,60,97,152,359,274,314,5,8,1478
209041435,59,13,23,53,78,61,46,0,0,336
209041436,224,72,76,126,268,213,174,0,5,1165
209041437,92,16,36,95,355,240,269,3,9,1110
209041527,123,33,49,81,200,148,204,0,18,852
209041528,37,5,21,39,82,83,60,0,0,326
209041529,167,43,61,65,99,89,119,0,4,651
209041530,317,78,84,114,237,180,260,4,21,1294
209041531,31,11,19,41,130,85,76,0,5,407
209041532,55,20,20,39,162,96,87,0,0,489
210011226,421,86,104,121,219,202,229,3,18,1400
210011227,419,110,155,235,399,313,251,3,29,1920
210011228,1766,390,425,599,1177,917,1004,7,99,6387
210011230,196,39,41,53,83,94,137,0,3,655
210011231,106,22,32,35,41,55,43,0,0,346
210011533,190,31,45,62,135,121,123,0,9,716
210011534,277,77,53,80,166,109,122,0,11,903
210021232,272,24,59,82,138,94,91,0,16,774
210021233,48,8,14,19,11,15,10,0,4,137
210021234,42,9,9,6,14,16,12,0,3,116
210021235,113,13,21,24,35,35,52,0,8,297
210031236,568,105,147,190,378,277,348,4,32,2044
210031237,272,84,121,138,214,155,230,3,9,1224
210031439,18,4,3,4,9,4,5,0,0,45
210031440,110,20,44,40,79,74,89,0,4,456
210031535,196,46,96,100,186,170,203,0,12,1013
210031536,158,30,54,60,149,128,164,3,9,753
210031537,60,13,19,30,57,58,74,0,0,308
210031538,207,59,45,64,170,151,129,0,9,842
210041240,161,21,31,35,77,66,40,0,5,431
210041539,26,8,7,14,41,27,19,0,0,155
210041540,355,57,94,148,262,234,203,4,15,1374
210041541,59,14,5,20,38,29,26,0,3,203
210051242,1265,368,442,545,1199,973,964,11,81,5849
210051243,2753,826,864,1084,2102,1860,2519,30,175,12218
210051245,386,125,97,145,291,233,258,0,17,1549
210051246,291,80,78,104,195,129,129,3,6,1010
210051247,132,30,46,63,80,85,78,0,9,524
210051248,1503,413,451,669,1210,841,738,16,78,5910
210051250,408,88,103,171,316,257,308,7,26,1677
210051441,95,23,32,69,128,112,113,0,5,588
210051442,114,33,53,82,207,120,138,0,0,753
210051443,356,122,152,235,523,360,420,0,26,2213
210051445,112,46,42,125,460,325,313,5,18,1434
210051542,14,10,17,35,107,75,87,0,0,347
210051543,126,46,84,169,375,287,291,4,11,1400
210051544,711,237,278,342,763,660,830,12,49,3884
210051545,63,47,73,91,129,85,101,0,7,590
211011251,1275,298,346,537,919,800,704,16,54,4943
211011254,1783,419,562,816,1288,1032,988,20,69,6985
211011255,72,14,25,22,44,19,30,0,4,225
211011256,517,131,123,230,387,313,302,5,19,2031
211011257,336,64,101,145,183,156,155,0,11,1147
211011258,288,62,75,116,180,149,160,3,12,1048
211011259,452,101,138,200,321,256,276,3,16,1763
211011260,640,157,241,370,617,494,398,5,31,2944
211011446,615,142,165,238,427,331,404,9,21,2348
211011447,240,37,70,94,165,125,108,0,0,848
211011448,429,71,108,215,330,231,183,0,22,1596
211011449,36,4,3,8,21,16,8,0,0,98
211021261,293,53,90,89,143,148,155,0,8,986
211021262,216,52,66,58,106,73,64,0,0,630
211031263,782,187,184,287,536,457,461,6,31,2917
211031265,156,16,40,43,79,64,49,0,4,458
211031266,1124,280,309,559,892,779,795,6,51,4797
211031267,530,126,143,252,410,302,286,5,14,2058
211031268,96,24,32,60,77,66,50,0,7,413
211031450,300,64,76,87,193,181,133,4,22,1058
211031451,221,38,53,88,177,148,135,0,7,872
211031452,224,61,70,84,151,116,162,3,5,868
211041269,489,110,187,285,463,350,331,3,24,2237
211041270,635,151,238,327,479,408,413,0,23,2683
211041271,654,158,241,318,513,423,400,8,24,2736
211041272,234,50,84,141,202,160,167,0,7,1036
211041273,228,54,60,160,205,176,144,0,10,1036
211051274,178,18,36,51,83,67,57,0,4,490
211051275,261,57,56,108,164,144,142,0,10,937
211051276,295,52,76,75,124,94,101,5,19,833
211051277,345,72,86,150,240,198,207,0,18,1317
211051278,707,113,150,209,306,320,290,0,36,2140
211051279,178,17,37,45,62,48,79,0,5,464
211051280,107,15,14,22,53,38,34,0,5,293
211051281,289,26,68,108,182,140,129,0,15,958
211051282,184,27,34,47,63,35,39,0,0,436
211051283,136,21,30,36,42,42,39,0,3,355
211051284,142,19,38,49,64,52,31,0,4,389
211051285,122,14,12,34,57,41,55,0,12,352
211051286,229,33,44,40,51,62,58,0,20,544
212011289,229,31,46,72,108,81,67,3,9,658
212011546,309,78,108,176,372,300,188,3,15,1549
212011547,149,20,40,44,83,70,79,0,16,496
212011548,169,22,38,54,116,100,111,0,22,623
212011549,105,23,38,51,158,134,111,0,8,624
212011550,154,38,55,81,189,127,104,0,16,767
212011551,317,58,80,152,322,287,436,3,18,1682
212011552,361,81,115,210,514,349,313,0,25,1963
212021293,797,185,242,518,969,651,429,4,35,3839
212021295,216,69,77,132,222,221,160,0,9,1114
212021297,1241,363,431,580,975,740,763,10,60,5163
212021299,177,59,44,70,110,75,50,0,9,593
212021453,167,67,73,73,113,91,45,0,8,634
212021454,239,61,91,108,159,131,93,0,12,891
212021455,102,38,41,53,73,47,38,0,4,403
212021456,780,231,315,555,936,636,577,3,31,4055
212021553,169,45,79,112,255,153,98,0,10,920
212021554,91,24,30,72,177,117,81,0,11,603
212031300,512,117,199,357,769,531,411,0,33,2915
212031303,247,49,83,117,273,249,197,0,23,1236
212031304,206,59,98,178,486,332,297,3,17,1668
212031306,227,92,150,217,431,284,265,3,16,1697
212031308,143,21,37,50,73,114,103,0,13,558
212031457,131,37,47,132,152,126,91,0,4,718
212031458,134,42,69,116,166,132,76,0,9,751
212031555,59,22,34,82,196,129,93,0,4,616
212031556,60,21,36,109,297,241,214,0,9,989
212031557,115,26,84,148,483,269,262,0,10,1415
212031558,80,18,28,60,171,123,65,3,10,560
212031559,80,32,48,89,271,166,127,0,7,826
212031560,79,27,39,43,118,88,62,0,10,458
212031561,68,26,50,60,111,70,41,0,6,428
212031562,162,54,84,122,193,137,124,0,12,880
212041309,398,110,138,196,327,299,426,6,25,1928
212041310,819,267,257,370,672,548,762,6,46,3744
212041312,230,78,119,153,258,184,157,3,11,1186
212041313,189,44,40,63,89,96,94,3,20,634
212041316,524,157,149,227,349,276,268,3,17,1965
212041317,1482,504,498,582,1119,901,1067,3,99,6262
212041318,180,82,71,67,135,110,107,0,16,767
212041459,180,70,85,90,213,149,202,0,16,1011
212041460,263,111,108,148,252,198,257,0,16,1351
212041563,1907,599,784,1132,1770,1468,1167,14,107,8943
212041564,6362,1832,2126,2808,5215,4133,4504,87,329,27398
212041565,839,273,265,393,601,522,575,11,36,3512
212041566,688,211,275,335,561,451,430,3,26,2983
212051319,370,112,148,219,358,263,319,0,27,1808
212051321,542,168,193,289,416,345,331,8,29,2328
212051322,913,254,338,588,987,830,1045,3,72,5032
212051323,298,69,96,157,247,182,238,3,14,1312
212051324,1338,392,515,739,1246,1008,1056,13,54,6353
212051325,2327,696,897,1245,1839,1594,1616,32,120,10365
212051326,1263,273,384,492,984,809,1069,6,57,5349
212051327,507,124,144,252,396,345,416,3,13,2204
212051567,1880,555,733,1184,1856,1797,2250,40,89,10391
212051568,1595,476,636,898,1488,1211,1312,19,88,7734
213011328,243,67,57,75,159,148,128,0,15,889
213011329,142,60,60,48,97,92,64,0,6,585
213011331,95,25,38,30,76,58,44,0,3,360
213011332,284,46,61,94,153,102,99,0,14,857
213011333,115,30,30,53,81,68,60,0,9,444
213011334,456,141,111,141,238,225,235,3,26,1583
213011335,723,240,236,374,675,563,487,9,37,3340
213011336,880,268,244,339,648,553,530,14,53,3531
213011337,706,200,174,153,365,375,409,0,42,2433
213011338,1322,377,393,567,1282,999,1073,10,74,6099
213011339,181,50,63,87,213,151,145,0,7,905
213011340,480,89,91,158,274,199,265,5,21,1575
213011569,329,90,108,171,269,234,284,0,27,1507
213011570,1135,391,427,594,1305,1078,1077,17,76,6104
213021341,802,170,226,272,616,466,536,11,43,3142
213021342,173,49,72,96,219,178,135,0,12,925
213021343,1146,275,367,531,1068,861,1033,11,62,5364
213021344,471,110,123,179,305,280,313,4,20,1809
213021345,30,9,9,27,35,28,34,0,6,171
213021346,586,92,163,236,338,362,393,4,24,2190
213031347,750,244,258,333,612,507,755,5,30,3495
213031348,1808,493,577,747,1243,1139,1146,14,91,7254
213031349,476,137,165,261,372,396,516,3,30,2358
213031350,115,25,43,67,96,89,96,6,12,540
213031351,753,201,231,258,605,485,535,9,50,3112
213031352,452,112,135,218,346,332,396,3,17,2017
213041353,336,48,75,128,376,294,260,0,31,1544
213041358,218,56,78,146,300,250,193,0,14,1265
213041359,795,236,316,537,1326,1059,1217,14,57,5559
213041360,181,55,79,124,186,126,96,0,14,869
213041461,56,28,33,43,69,62,59,0,4,352
213041462,37,16,13,40,66,32,20,0,0,230
213041463,296,111,130,184,290,235,226,6,17,1487
213041571,49,6,17,35,76,34,38,0,7,262
213041572,78,21,30,56,163,114,106,0,10,573
213041573,17,0,9,13,15,6,12,0,0,68
213041574,72,14,36,51,121,70,98,0,3,474
213041575,164,35,49,54,84,59,67,0,5,518
213041576,85,25,25,30,63,44,46,0,0,314
213041577,365,71,95,163,361,281,306,5,22,1671
213041578,108,32,54,104,266,213,167,0,7,960
213051361,551,132,186,334,892,635,641,13,38,3422
213051362,280,82,116,257,544,413,375,4,22,2088
213051363,2001,609,678,1074,2144,1696,1772,20,115,10096
213051368,835,209,313,610,1282,1056,970,12,69,5352
213051464,139,38,57,136,265,231,222,0,6,1091
213051466,79,31,72,186,343,276,235,10,6,1235
213051467,211,50,79,122,266,203,197,0,13,1139
213051468,122,22,42,70,212,195,185,0,4,845
213051579,42,24,25,58,161,128,114,0,5,569
213051580,281,93,150,366,644,455,480,4,22,2494
213051581,53,18,39,104,208,161,120,3,8,713
213051582,20,9,16,56,202,162,187,4,10,663
213051583,172,59,100,280,706,415,504,11,23,2268
213051584,10,4,10,26,131,86,139,4,4,419
213051585,57,34,50,91,188,153,143,0,4,719
213051586,999,389,427,758,1818,1351,1589,22,93,7441
213051587,67,31,46,91,283,233,210,5,7,971
213051588,127,66,97,174,378,268,261,9,7,1373
213051589,34,13,20,55,121,99,108,3,3,464
213051590,67,18,29,78,203,143,148,0,11,695
214011370,1093,224,310,481,873,676,702,8,73,4442
214011371,1355,294,396,653,1106,760,590,8,74,5235
214011372,247,36,73,110,222,147,205,5,10,1052
214011373,235,36,68,81,168,120,94,0,13,817
214011374,379,48,75,142,261,201,209,4,8,1331
214011375,545,93,145,198,278,244,219,0,23,1749
214011376,136,28,37,58,80,80,73,3,7,490
214021377,242,36,37,68,108,111,95,0,13,715
214021378,198,33,43,61,109,133,107,0,21,699
214021379,596,74,124,179,302,204,138,4,37,1654
214021381,352,53,98,142,201,123,115,4,9,1107
214021382,214,36,53,96,129,92,51,0,11,690
214021383,309,44,55,79,113,114,142,5,34,885
214021384,457,62,60,121,201,187,167,0,26,1285
214021385,584,98,163,212,410,338,352,8,42,2212
214021591,464,70,105,160,292,255,228,0,26,1600
214021592,548,80,108,193,332,268,219,6,44,1799
215011386,109,11,33,37,80,73,165,32,12,562
215011387,24,4,0,10,14,11,11,0,6,85
215011388,144,21,32,55,156,136,155,0,8,717
215011389,30,0,3,7,18,18,32,0,0,113
215011390,58,4,4,35,104,52,54,0,11,321
215011391,32,7,6,0,11,9,18,0,0,87
215011392,93,24,21,43,76,97,202,12,11,572
215011393,21,6,4,6,7,12,27,0,0,87
215011394,47,0,3,11,36,30,34,0,5,168
215021395,70,10,20,22,40,66,90,0,17,343
215021396,50,9,15,19,20,35,72,0,7,226
215021398,46,3,14,22,45,64,219,10,6,439
215021399,50,9,7,19,28,60,139,4,7,317
215021469,312,51,111,117,271,280,487,7,45,1673
215021470,106,9,25,42,75,110,154,3,13,541
215031400,45,6,14,14,26,27,63,0,5,185
215031401,30,3,7,13,16,21,40,0,3,139
215031402,42,3,10,5,20,20,26,0,0,138
215031403,48,9,24,20,59,50,278,9,31,535
215031404,90,12,40,55,129,156,301,5,24,812
215031405,56,10,15,32,62,124,343,13,39,699
216011406,192,35,52,64,118,135,166,3,18,773
216011407,86,11,20,23,59,82,98,0,16,393
216011408,11,3,5,4,11,8,16,0,4,58
216011409,28,0,11,9,18,8,11,0,0,87
216011410,33,15,10,7,24,24,32,4,4,142
216021411,98,15,18,41,73,91,126,0,7,473
216021412,23,0,0,3,11,11,12,0,4,66
216021413,103,16,35,48,101,106,222,0,21,648
216021414,79,0,5,21,38,46,38,0,6,233
216031415,51,14,13,27,69,60,63,6,9,309
216031416,367,78,161,238,553,515,604,18,45,2576
216031418,40,8,7,17,62,66,81,0,5,281
216031419,149,30,46,61,120,128,277,0,11,820
216031593,39,11,22,35,42,55,39,0,9,246
216031594,200,40,71,116,305,293,337,0,36,1399
217011420,86,9,26,18,24,31,42,0,12,249
217011421,116,23,30,53,108,68,80,0,14,499
217011422,181,14,41,39,64,79,77,0,8,508
217011423,61,16,9,16,31,24,19,0,3,181
217031471,32,8,12,11,17,19,28,0,3,120
217031472,154,20,41,81,124,128,330,16,12,900
217031473,42,8,11,11,19,18,28,0,3,139
217031474,35,4,20,16,19,29,32,0,4,168
217031475,85,6,32,61,58,58,67,3,10,384
217031476,94,8,8,19,30,56,70,0,4,296
217041477,48,13,8,29,22,33,32,4,7,201
217041478,90,9,32,37,75,63,70,3,7,385
217041479,119,26,29,43,81,84,105,3,8,492
217041480,285,50,98,130,215,227,499,9,30,1540
297979799,14,0,7,0,6,4,0,0,0,39
299999499,9578,2134,2802,3551,6129,5487,6947,148,657,37444
