stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6260117P03S03,Y25H6260117,Y25H6260117P03,3,Wednesday,Accommodation,Survey Home,Greater Dandenong (C),17,At Home,Go home,Sport and Recreation venue,Other Indoor Sport,Kingston (C),No,No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Participated in sport,Car Passenger,Vehicle Passenger,Not applicable,4,No,17,1032,1048,18,1094,16,7.19572,46,Both,Y25H6260117P03T03,1323.930793939,1756.357476392,1378.085627453,1412.367970033,1215.655295733,1367.864961676,1659.252229276,1528.443344389,1602.554461533,1270.764250864,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P03S04,Y25H6260117,Y25H6260117P03,4,Wednesday,Sport and Recreation venue,Other Indoor Sport,Kingston (C),18,Recreational,Participated in sport,Accommodation,Survey Home,Greater Dandenong (C),No,No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,18,1094,1106,N/A - Did not depart,N/A - Did not depart,12,8.35307,Home/Last Trip of Day,Both,Y25H6260117P03T04,1323.930793939,1756.357476392,1378.085627453,1412.367970033,1215.655295733,1367.864961676,1659.252229276,1528.443344389,1602.554461533,1270.764250864,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04S01,Y25H6260117,Y25H6260117P04,1,Wednesday,Accommodation,Survey Home,Greater Dandenong (C),8,At Home,Go home,Place of education,Secondary School,Greater Dandenong (C),No,No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Car Passenger,Vehicle Passenger,Not applicable,4,No,8,480,494,8,495,14,6.21277,1,Both,Y25H6260117P04T01,1235.502710619,1697.440317844,1352.299171881,1192.935087605,1203.53800648,1208.729209428,1637.350368661,1515.719864003,1179.361373184,1296.920533306,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04S02,Y25H6260117,Y25H6260117P04,2,Wednesday,Place of education,Secondary School,Greater Dandenong (C),8,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Place of education,Primary School,Greater Dandenong (C),No,No,Yes,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Car Passenger,Vehicle Passenger,Not applicable,3,No,8,495,512,15,926,17,5.52785,414,Both,Y25H6260117P04T02,1235.502710619,1697.440317844,1352.299171881,1192.935087605,1203.53800648,1208.729209428,1637.350368661,1515.719864003,1179.361373184,1296.920533306,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04S03,Y25H6260117,Y25H6260117P04,3,Wednesday,Place of education,Primary School,Greater Dandenong (C),15,Education,At school,Accommodation,Survey Home,Greater Dandenong (C),No,No,Yes,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,3,No,15,926,927,17,1032,1,0.69392,105,Both,Y25H6260117P04T03,1235.502710619,1697.440317844,1352.299171881,1192.935087605,1203.53800648,1208.729209428,1637.350368661,1515.719864003,1179.361373184,1296.920533306,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04S04,Y25H6260117,Y25H6260117P04,4,Wednesday,Accommodation,Survey Home,Greater Dandenong (C),17,At Home,Go home,Sport and Recreation venue,Other Indoor Sport,Kingston (C),No,No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Participated in sport,Car Passenger,Vehicle Passenger,Not applicable,4,No,17,1032,1048,18,1094,16,8.35307,46,Both,Y25H6260117P04T04,1235.502710619,1697.440317844,1352.299171881,1192.935087605,1203.53800648,1208.729209428,1637.350368661,1515.719864003,1179.361373184,1296.920533306,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04S05,Y25H6260117,Y25H6260117P04,5,Wednesday,Sport and Recreation venue,Other Indoor Sport,Kingston (C),18,Recreational,Participated in sport,Accommodation,Survey Home,Greater Dandenong (C),No,No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,18,1094,1106,N/A - Did not depart,N/A - Did not depart,12,8.35307,Home/Last Trip of Day,Both,Y25H6260117P04T05,1235.502710619,1697.440317844,1352.299171881,1192.935087605,1203.53800648,1208.729209428,1637.350368661,1515.719864003,1179.361373184,1296.920533306,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05S01,Y25H6260117,Y25H6260117P05,1,Wednesday,Accommodation,Survey Home,Greater Dandenong (C),8,At Home,Go home,Place of education,Secondary School,Greater Dandenong (C),No,No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Car Passenger,Vehicle Passenger,Not applicable,4,No,8,480,494,8,495,14,6.21277,1,Both,Y25H6260117P05T01,1539.3239044,2291.425946642,1413.318139897,1587.154801152,1347.179166745,1701.865006677,1909.067881652,1889.223082698,1646.745371354,1526.134581919,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05S02,Y25H6260117,Y25H6260117P05,2,Wednesday,Place of education,Secondary School,Greater Dandenong (C),8,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Place of education,Primary School,Greater Dandenong (C),No,No,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Car Passenger,Vehicle Passenger,Not applicable,3,No,8,495,512,15,926,17,5.52785,414,Both,Y25H6260117P05T02,1539.3239044,2291.425946642,1413.318139897,1587.154801152,1347.179166745,1701.865006677,1909.067881652,1889.223082698,1646.745371354,1526.134581919,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05S03,Y25H6260117,Y25H6260117P05,3,Wednesday,Place of education,Primary School,Greater Dandenong (C),15,Education,At school,Accommodation,Survey Home,Greater Dandenong (C),No,No,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,3,No,15,926,927,17,1032,1,0.69392,105,Both,Y25H6260117P05T03,1539.3239044,2291.425946642,1413.318139897,1587.154801152,1347.179166745,1701.865006677,1909.067881652,1889.223082698,1646.745371354,1526.134581919,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05S04,Y25H6260117,Y25H6260117P05,4,Wednesday,Accommodation,Survey Home,Greater Dandenong (C),17,At Home,Go home,Sport and Recreation venue,Other Indoor Sport,Kingston (C),No,No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Participated in sport,Car Passenger,Vehicle Passenger,Not applicable,4,No,17,1032,1048,18,1094,16,8.35307,46,Both,Y25H6260117P05T04,1539.3239044,2291.425946642,1413.318139897,1587.154801152,1347.179166745,1701.865006677,1909.067881652,1889.223082698,1646.745371354,1526.134581919,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05S05,Y25H6260117,Y25H6260117P05,5,Wednesday,Sport and Recreation venue,Other Indoor Sport,Kingston (C),18,Recreational,Participated in sport,Accommodation,Survey Home,Greater Dandenong (C),No,No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,18,1094,1106,N/A - Did not depart,N/A - Did not depart,12,8.35307,Home/Last Trip of Day,Both,Y25H6260117P05T05,1539.3239044,2291.425946642,1413.318139897,1587.154801152,1347.179166745,1701.865006677,1909.067881652,1889.223082698,1646.745371354,1526.134581919,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01S01,Y25H6260122,Y25H6260122P01,1,Monday,Accommodation,Survey Home,Greater Dandenong (C),10,At Home,Go home,Personal services,GP & Specialist clinics,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Medical/Dental purposes,Car Driver,Vehicle Driver,Not applicable,1,No,10,600,605,11,662,5,1.34565,57,Travel day form only,Y25H6260122P01T01,1045.620753413,0.0,1469.109268817,973.032451326,1077.766545045,988.125249103,995.95186912,1374.556964944,1091.269541201,1020.208407307,1261.950747085,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01S02,Y25H6260122,Y25H6260122P01,2,Monday,Personal services,GP & Specialist clinics,Greater Dandenong (C),11,Personal Business,Medical/Dental purposes,Retail venue,Shopping Centre,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,1,No,11,662,670,12,765,8,4.28052,95,Travel day form only,Y25H6260122P01T02,1045.620753413,0.0,1469.109268817,973.032451326,1077.766545045,988.125249103,995.95186912,1374.556964944,1091.269541201,1020.208407307,1261.950747085,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01S03,Y25H6260122,Y25H6260122P01,3,Monday,Retail venue,Shopping Centre,Greater Dandenong (C),12,Buy Something,Bought something,Accommodation,Survey Home,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,12,765,770,N/A - Did not depart,N/A - Did not depart,5,2.98741,Home/Last Trip of Day,Travel day form only,Y25H6260122P01T03,1045.620753413,0.0,1469.109268817,973.032451326,1077.766545045,988.125249103,995.95186912,1374.556964944,1091.269541201,1020.208407307,1261.950747085,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P01S01,Y25H6260123,Y25H6260123P01,1,Tuesday,Accommodation,Survey Home,Greater Dandenong (C),11,At Home,Go home,Retail venue,Supermarket,Greater Dandenong (C),No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,2,No,11,660,663,11,680,3,1.33491,17,Travel day form only,Y25H6260123P01T01,731.311701454,0.0,1067.543991841,737.952064806,758.839850855,695.604585991,683.387252081,909.284990478,727.637269797,748.25260518,869.721496753,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P01S02,Y25H6260123,Y25H6260123P01,2,Tuesday,Retail venue,Supermarket,Greater Dandenong (C),11,Buy Something,Bought something,Accommodation,Survey Home,Greater Dandenong (C),No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,2,No,11,680,683,N/A - Did not depart,N/A - Did not depart,3,1.33491,Home/Last Trip of Day,Travel day form only,Y25H6260123P01T02,731.311701454,0.0,1067.543991841,737.952064806,758.839850855,695.604585991,683.387252081,909.284990478,727.637269797,748.25260518,869.721496753,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P02S01,Y25H6260123,Y25H6260123P02,1,Tuesday,Accommodation,Survey Home,Greater Dandenong (C),11,At Home,Go home,Retail venue,Supermarket,Greater Dandenong (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Passenger,Vehicle Passenger,Not applicable,2,No,11,660,663,11,680,3,1.33491,17,Travel day form only,Y25H6260123P02T01,848.426175325,0.0,1226.706350644,870.556053434,871.868014881,796.061894989,796.249934948,1063.222097685,861.458692414,864.786700094,1006.836199984,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P02S02,Y25H6260123,Y25H6260123P02,2,Tuesday,Retail venue,Supermarket,Greater Dandenong (C),11,Buy Something,Bought something,Accommodation,Survey Home,Greater Dandenong (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,11,680,683,N/A - Did not depart,N/A - Did not depart,3,1.33491,Home/Last Trip of Day,Travel day form only,Y25H6260123P02T02,848.426175325,0.0,1226.706350644,870.556053434,871.868014881,796.061894989,796.249934948,1063.222097685,861.458692414,864.786700094,1006.836199984,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01S01,Y25H6260133,Y25H6260133P01,1,Friday,Accommodation,Survey Home,Greater Dandenong (C),6,At Home,Go home,Place of work,My Workplace,Darebin (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Car Driver,Vehicle Driver,Not applicable,1,No,7,405,465,18,1080,60,41.07401,615,Travel day form only,Y25H6260133P01T01,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01S02,Y25H6260133,Y25H6260133P01,2,Friday,Place of work,My Workplace,Darebin (C),18,Work Related,Own Workplace,Outdoor feature,Park,Merri-bek (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Volunteer/Community activity,Car Driver,Vehicle Driver,Not applicable,1,No,18,1080,1110,23,1410,30,9.57496,300,Travel day form only,Y25H6260133P01T02,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01S03,Y25H6260133,Y25H6260133P01,3,Friday,Outdoor feature,Park,Merri-bek (C),23,Personal Business,Volunteer/Community activity,Accommodation,Survey Home,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,24,1410,1440,N/A - Did not depart,N/A - Did not depart,30,47.43928,Home/Last Trip of Day,Travel day form only,Y25H6260133P01T03,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
