hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6270102,Y25H6270102P02,Y25H6270102P02JTW0042,Weekday,FROM_HOME,Y25H6270102P02S03,649,Frankston (C),TO_WORK,Y25H6270102P02S05,683.0,Frankston (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,649.0,661.0,676.0,,,,,,,,,,,,,656.0,675.0,683.0,,,,,,,,,,,,,0.70265,7.45963,0.59212,,,,,,,,,,,,,7.0,14.0,7.0,,,,,,,,,,,,,Public Bus,28,8.754399999999999,34.0,1685.713370815,MELB - Outer,Greater Melbourne
Y25H6270116,Y25H6270116P02,Y25H6270116P02JTW0043,Weekday,FROM_HOME,Y25H6270116P02S01,450,Frankston (C),TO_WORK,Y25H6270116P02S01,480.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,28.21948,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,28.21948,30.0,798.334353336,MELB - Outer,Greater Melbourne
Y25H6270116,Y25H6270116P03,Y25H6270116P03JTW0044,Weekday,FROM_HOME,Y25H6270116P03S01,420,Frankston (C),TO_WORK,Y25H6270116P03S01,530.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,50.40238,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,Vehicle Driver,110,50.40238,110.0,958.035584333,MELB - Outer,Greater Melbourne
Y25H6270117,Y25H6270117P01,Y25H6270117P01JTW0045,Weekday,FROM_HOME,Y25H6270117P01S01,390,Frankston (C),TO_WORK,Y25H6270117P01S01,495.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,77.71551,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,Vehicle Driver,105,77.71551,105.0,1353.392550601,MELB - Outer,Greater Melbourne
Y25H6270121,Y25H6270121P02,Y25H6270121P02JTW0046,Weekend,FROM_HOME,Y25H6270121P02S01,473,Frankston (C),TO_WORK,Y25H6270121P02S01,476.0,Frankston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,2.89477,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Driver,3,2.89477,3.0,458.47691209,MELB - Outer,Greater Melbourne
Y25H6270128,Y25H6270128P02,Y25H6270128P02JTW0047,Weekend,FROM_HOME,Y25H6270128P02S01,368,Frankston (C),TO_WORK,Y25H6270128P02S01,389.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,21.5028,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Driver,21,21.5028,21.0,1709.796927413,MELB - Outer,Greater Melbourne
Y25H6270128,Y25H6270128P02,Y25H6270128P02JTW0048,Weekend,FROM_HOME,Y25H6270128P02S03,901,Frankston (C),TO_WORK,Y25H6270128P02S03,924.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,901.0,,,,,,,,,,,,,,,924.0,,,,,,,,,,,,,,,21.50275,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,Vehicle Driver,23,21.50275,23.0,1709.796927413,MELB - Outer,Greater Melbourne
Y25H6270130,Y25H6270130P01,Y25H6270130P01JTW0049,Weekday,FROM_HOME,Y25H6270130P01S01,600,Frankston (C),TO_WORK,Y25H6270130P01S01,615.0,Frankston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,5.75796,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,5.75796,15.0,860.983893796,MELB - Outer,Greater Melbourne
Y25H6270130,Y25H6270130P02,Y25H6270130P02JTW0050,Weekday,FROM_HOME,Y25H6270130P02S01,447,Frankston (C),TO_WORK,Y25H6270130P02S07,590.0,Melbourne (C),Rideshare Service,Public Bus,Walking,Train,Walking,Tram,Walking,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,447.0,458.0,516.0,530.0,580.0,583.0,588.0,,,,,,,,,455.0,516.0,520.0,575.0,583.0,588.0,590.0,,,,,,,,,4.02856,20.28422,0.30622,22.57157,0.24573,0.687,0.059,,,,,,,,,8.0,58.0,4.0,45.0,3.0,5.0,2.0,,,,,,,,,Train,125,48.1823,143.0,500.503214495,MELB - Outer,Greater Melbourne
Y25H6270141,Y25H6270141P01,Y25H6270141P01JTW0051,Weekend,FROM_HOME,Y25H6270141P01S01,480,Frankston (C),TO_WORK,Y25H6270141P01S01,525.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,58.26182,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,58.26182,45.0,1311.302738624,MELB - Outer,Greater Melbourne
Y25H6270302,Y25H6270302P01,Y25H6270302P01JTW0052,Weekday,FROM_HOME,Y25H6270302P01S01,540,Port Phillip (C),TO_WORK,Y25H6270302P01S03,570.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,540.0,550.0,565.0,,,,,,,,,,,,,547.0,565.0,570.0,,,,,,,,,,,,,0.38414,2.12863,0.27145,,,,,,,,,,,,,7.0,15.0,5.0,,,,,,,,,,,,,Tram,27,2.78422,30.0,1897.155424906,MELB - Inner,Greater Melbourne
Y25H6270312,Y25H6270312P01,Y25H6270312P01JTW0053,Weekday,FROM_HOME,Y25H6270312P01S01,420,Port Phillip (C),TO_WORK,Y25H6270312P01S05,480.0,Glen Eira (C),Walking,Tram,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,420.0,427.0,443.0,444.0,455.0,,,,,,,,,,,421.0,443.0,444.0,454.0,480.0,,,,,,,,,,,0.07303,2.27575,0.10436,5.00812,1.94034,,,,,,,,,,,1.0,16.0,1.0,10.0,25.0,,,,,,,,,,,Train,53,9.401599999999998,60.0,1119.903335636,MELB - Inner,Greater Melbourne
Y25H6270319,Y25H6270319P01,Y25H6270319P01JTW0054,Weekday,FROM_HOME,Y25H6270319P01S01,455,Port Phillip (C),TO_WORK,Y25H6270319P01S03,485.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,455.0,461.0,481.0,,,,,,,,,,,,,456.0,481.0,485.0,,,,,,,,,,,,,0.07307,5.89762,0.1157,,,,,,,,,,,,,1.0,20.0,4.0,,,,,,,,,,,,,Tram,25,6.086390000000001,30.0,573.433987435,MELB - Inner,Greater Melbourne
Y25H6270329,Y25H6270329P01,Y25H6270329P01JTW0055,Weekday,FROM_HOME,Y25H6270329P01S01,460,Melbourne (C),TO_WORK,Y25H6270329P01S01,495.0,Hume (C),Rideshare Service,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Transport Feature,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,29.78866,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Rideshare Service,35,29.78866,35.0,2133.935639411,MELB - Inner,Greater Melbourne
Y25H6270340,Y25H6270340P02,Y25H6270340P02JTW0056,Weekday,FROM_HOME,Y25H6270340P02S01,1130,Melbourne (C),TO_WORK,Y25H6270340P02S01,1155.0,Yarra (C),Rideshare Service,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Entertainment venue,,,,,,,,,,,,,,,1130.0,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,,,4.97942,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Rideshare Service,25,4.97942,25.0,3028.638337823,MELB - Inner,Greater Melbourne
Y25H6270422,Y25H6270422P01,Y25H6270422P01JTW0057,Weekday,FROM_HOME,Y25H6270422P01S01,450,Hume (C),TO_WORK,Y25H6270422P01S01,485.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,26.04831,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,26.04831,35.0,891.435579572,MELB - Outer,Greater Melbourne
Y25H6270422,Y25H6270422P02,Y25H6270422P02JTW0058,Weekday,FROM_HOME,Y25H6270422P02S01,465,Hume (C),TO_WORK,Y25H6270422P02S01,493.0,Merri-bek (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,13.44013,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,Vehicle Driver,28,13.44013,28.0,732.211250838,MELB - Outer,Greater Melbourne
Y25H6270429,Y25H6270429P01,Y25H6270429P01JTW0059,Weekday,FROM_HOME,Y25H6270429P01S01,420,Hume (C),TO_WORK,Y25H6270429P01S01,442.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,9.47957,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,Vehicle Driver,22,9.47957,22.0,1814.313247311,MELB - Outer,Greater Melbourne
Y25H6270429,Y25H6270429P02,Y25H6270429P02JTW0060,Weekday,FROM_HOME,Y25H6270429P02S01,510,Hume (C),TO_WORK,Y25H6270429P02S02,570.0,Maribyrnong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,510.0,530.0,,,,,,,,,,,,,,525.0,570.0,,,,,,,,,,,,,,4.50207,28.83778,,,,,,,,,,,,,,15.0,40.0,,,,,,,,,,,,,,Vehicle Driver,55,33.33985,60.0,1314.61350612,MELB - Outer,Greater Melbourne
Y25H6280203,Y25H6280203P01,Y25H6280203P01JTW0061,Weekday,FROM_HOME,Y25H6280203P01S01,500,Casey (C),TO_WORK,Y25H6280203P01S03,540.0,Cardinia (S),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Buy Something,Work Related,,,,,,,,,,,,,Place of education,Entertainment venue,Place of work,,,,,,,,,,,,,500.0,515.0,525.0,,,,,,,,,,,,,510.0,520.0,540.0,,,,,,,,,,,,,6.03108,1.44735,21.06852,,,,,,,,,,,,,10.0,5.0,15.0,,,,,,,,,,,,,Vehicle Driver,30,28.54695,40.0,600.537532016,MELB - Outer,Greater Melbourne
Y25H6280203,Y25H6280203P02,Y25H6280203P02JTW0062,Weekday,FROM_HOME,Y25H6280203P02S01,460,Casey (C),TO_WORK,Y25H6280203P02S01,480.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,12.94682,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,12.94682,20.0,671.962303336,MELB - Outer,Greater Melbourne
Y25H6280205,Y25H6280205P01,Y25H6280205P01JTW0063,Weekday,FROM_HOME,Y25H6280205P01S01,620,Casey (C),TO_WORK,Y25H6280205P01S01,660.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,33.7917,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,33.7917,40.0,1214.5214627,MELB - Outer,Greater Melbourne
Y25H6280205,Y25H6280205P02,Y25H6280205P02JTW0064,Weekday,FROM_HOME,Y25H6280205P02S01,390,Casey (C),TO_WORK,Y25H6280205P02S01,450.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,55.99861,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,55.99861,60.0,1366.81247466,MELB - Outer,Greater Melbourne
Y25H6280209,Y25H6280209P01,Y25H6280209P01JTW0065,Weekday,FROM_HOME,Y25H6280209P01S01,360,Casey (C),TO_WORK,Y25H6280209P01S01,390.0,Casey (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,2.61727,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,2.61727,30.0,1053.226528485,MELB - Outer,Greater Melbourne
Y25H6280209,Y25H6280209P02,Y25H6280209P02JTW0066,Weekday,FROM_HOME,Y25H6280209P02S01,420,Casey (C),TO_WORK,Y25H6280209P02S02,540.0,Casey (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,420.0,480.0,,,,,,,,,,,,,,480.0,540.0,,,,,,,,,,,,,,23.16238,23.85322,,,,,,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,Vehicle Driver,120,47.0156,120.0,671.197815105,MELB - Outer,Greater Melbourne
Y25H6280212,Y25H6280212P01,Y25H6280212P01JTW0067,Weekday,FROM_HOME,Y25H6280212P01S01,480,Casey (C),TO_WORK,Y25H6280212P01S01,495.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,12.72755,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,12.72755,15.0,1155.663303932,MELB - Outer,Greater Melbourne
Y25H6280212,Y25H6280212P02,Y25H6280212P02JTW0068,Weekday,FROM_HOME,Y25H6280212P02S01,780,Casey (C),TO_WORK,Y25H6280212P02S01,810.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,810.0,,,,,,,,,,,,,,,25.72896,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,25.72896,30.0,1158.142217867,MELB - Outer,Greater Melbourne
Y25H6280229,Y25H6280229P01,Y25H6280229P01JTW0069,Weekday,FROM_HOME,Y25H6280229P01S01,360,Casey (C),TO_WORK,Y25H6280229P01S01,380.0,Casey (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,8.65262,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,8.65262,20.0,883.321292861,MELB - Outer,Greater Melbourne
Y25H6280231,Y25H6280231P01,Y25H6280231P01JTW0070,Weekday,FROM_HOME,Y25H6280231P01S01,505,Casey (C),TO_WORK,Y25H6280231P01S02,539.0,Frankston (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,505.0,526.0,,,,,,,,,,,,,,520.0,539.0,,,,,,,,,,,,,,5.68758,9.37532,,,,,,,,,,,,,,15.0,13.0,,,,,,,,,,,,,,Vehicle Driver,28,15.0629,34.0,423.280030978,MELB - Outer,Greater Melbourne
Y25H6280236,Y25H6280236P03,Y25H6280236P03JTW0071,Weekday,FROM_HOME,Y25H6280236P03S01,900,Casey (C),TO_WORK,Y25H6280236P03S01,960.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,960.0,,,,,,,,,,,,,,,54.26256,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,54.26256,60.0,415.685191518,MELB - Outer,Greater Melbourne
Y25H6280240,Y25H6280240P01,Y25H6280240P01JTW0072,Weekday,FROM_HOME,Y25H6280240P01S01,493,Casey (C),TO_WORK,Y25H6280240P01S01,511.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,11.71114,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,Vehicle Driver,18,11.71114,18.0,759.776445717,MELB - Outer,Greater Melbourne
Y25H6280317,Y25H6280317P01,Y25H6280317P01JTW0073,Weekday,FROM_HOME,Y25H6280317P01S01,363,Manningham (C),TO_WORK,Y25H6280317P01S01,373.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,6.32893,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,6.32893,10.0,494.76704376,MELB - Middle,Greater Melbourne
Y25H6280317,Y25H6280317P02,Y25H6280317P02JTW0074,Weekday,FROM_HOME,Y25H6280317P02S01,515,Manningham (C),TO_WORK,Y25H6280317P02S02,570.0,Yarra (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,515.0,526.0,,,,,,,,,,,,,,525.0,570.0,,,,,,,,,,,,,,2.39674,18.15811,,,,,,,,,,,,,,10.0,44.0,,,,,,,,,,,,,,Vehicle Driver,54,20.55485,55.0,585.871694319,MELB - Middle,Greater Melbourne
Y25H6280329,Y25H6280329P01,Y25H6280329P01JTW0075,Weekday,FROM_HOME,Y25H6280329P01S01,630,Manningham (C),TO_WORK,Y25H6280329P01S01,750.0,Greater Shepparton (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,186.07292,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,Vehicle Driver,120,186.07292,120.0,111.968321874,MELB - Middle,Greater Melbourne
Y25H6280335,Y25H6280335P02,Y25H6280335P02JTW0076,Weekend,FROM_HOME,Y25H6280335P02S01,480,Manningham (C),TO_WORK,Y25H6280335P02S02,530.0,Stonnington (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Accommodation,Place of work,,,,,,,,,,,,,,480.0,492.0,,,,,,,,,,,,,,490.0,530.0,,,,,,,,,,,,,,6.62508,19.13003,,,,,,,,,,,,,,10.0,38.0,,,,,,,,,,,,,,Vehicle Driver,48,25.75511,50.0,195.720146124,MELB - Middle,Greater Melbourne
Y25H6280339,Y25H6280339P03,Y25H6280339P03JTW0077,Weekday,FROM_HOME,Y25H6280339P03S01,453,Manningham (C),TO_WORK,Y25H6280339P03S01,478.0,Maroondah (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,12.77267,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,12.77267,25.0,331.850959353,MELB - Middle,Greater Melbourne
Y25H6280339,Y25H6280339P04,Y25H6280339P04JTW0078,Weekday,FROM_HOME,Y25H6280339P04S01,530,Manningham (C),TO_WORK,Y25H6280339P04S01,540.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,1.73101,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,1.73101,10.0,411.87081545,MELB - Middle,Greater Melbourne
Y25H6280404,Y25H6280404P02,Y25H6280404P02JTW0079,Weekday,FROM_HOME,Y25H6280404P02S01,390,Banyule (C),TO_WORK,Y25H6280404P02S01,435.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,21.35564,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,21.35564,45.0,1063.594368157,MELB - Middle,Greater Melbourne
Y25H6280409,Y25H6280409P01,Y25H6280409P01JTW0080,Weekday,FROM_HOME,Y25H6280409P01S01,590,Banyule (C),TO_WORK,Y25H6280409P01S01,600.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,3.84905,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,3.84905,10.0,830.351861979,MELB - Middle,Greater Melbourne
Y25H6290202,Y25H6290202P03,Y25H6290202P03JTW0081,Weekday,FROM_HOME,Y25H6290202P03S03,1230,Cardinia (S),TO_WORK,Y25H6290202P03S03,1275.0,Baw Baw (S),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1230.0,,,,,,,,,,,,,,,1275.0,,,,,,,,,,,,,,,60.98887,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Passenger,45,60.98887,45.0,802.186468128,MELB - Outer,Greater Melbourne
Y25H6290202,Y25H6290202P04,Y25H6290202P04JTW0082,Weekday,FROM_HOME,Y25H6290202P04S03,535,Cardinia (S),TO_WORK,Y25H6290202P04S03,545.0,Cardinia (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Retail venue,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,3.58381,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,3.58381,10.0,1502.922422935,MELB - Outer,Greater Melbourne
Y25H6290211,Y25H6290211P01,Y25H6290211P01JTW0083,Weekday,FROM_HOME,Y25H6290211P01S01,490,Cardinia (S),TO_WORK,Y25H6290211P01S03,550.0,Casey (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,Place of education,Place of education,Place of work,,,,,,,,,,,,,490.0,506.0,515.0,,,,,,,,,,,,,505.0,510.0,550.0,,,,,,,,,,,,,3.28532,3.52307,12.89273,,,,,,,,,,,,,15.0,4.0,35.0,,,,,,,,,,,,,Vehicle Driver,54,19.70112,60.0,1216.938426728,MELB - Outer,Greater Melbourne
Y25H6290211,Y25H6290211P02,Y25H6290211P02JTW0084,Weekday,FROM_HOME,Y25H6290211P02S01,390,Cardinia (S),TO_WORK,Y25H6290211P02S01,420.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,24.47482,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,24.47482,30.0,803.790720157,MELB - Outer,Greater Melbourne
Y25H6290227,Y25H6290227P01,Y25H6290227P01JTW0085,Weekend,FROM_HOME,Y25H6290227P01S07,1359,Cardinia (S),TO_WORK,Y25H6290227P01S07,1379.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1359.0,,,,,,,,,,,,,,,1379.0,,,,,,,,,,,,,,,29.56127,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,29.56127,20.0,697.969959393,MELB - Outer,Greater Melbourne
