persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6620316P03,Y25H6620316,3,Tuesday,25->29,Male,Child,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Labourers,Farm Forestry and Garden Workers,Administrative and Support Services,Building Cleaning Pest Control and Other Support Services,At Home,2,"$400-$499 ($20,800-$25,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,2022.350988435,0.0,1971.035637471,1730.235078836,2203.400378945,2186.948904111,1979.864084337,1823.141858449,1923.206053063,2409.899549477,3129.270082079,MELB - Middle,Greater Melbourne,Weekday
Y25H6620317P01,Y25H6620317,1,Wednesday,75->79,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,5,"$650-$799 ($33,800-$41,599)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1274.279314909,0.0,1226.594751066,2675.055802798,1183.759766561,1304.933072484,1335.23693522,1166.274913719,1253.858802409,1381.317407929,1391.844720921,MELB - Middle,Greater Melbourne,Weekday
Y25H6620322P01,Y25H6620322,1,Monday,80->84,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1056.606443366,1079.497842817,1065.815829854,1106.780767895,1637.665053385,1425.181585354,0.0,1182.743341495,277.824456737,1194.786007788,979.524932381,MELB - Inner,Greater Melbourne,Weekday
Y25H6620322P02,Y25H6620322,2,Monday,75->79,Female,Spouse,No Car Licence,No,No,Yes,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$800-$999 ($41,600-$51,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,889.282860603,1368.095635997,873.523367479,1055.258790533,1184.213604636,920.491612452,0.0,1062.393519507,152.004268973,1206.158459313,940.230832997,MELB - Inner,Greater Melbourne,Weekday
Y25H6620323P01,Y25H6620323,1,Tuesday,60->64,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Finance,At Home,Refused to complete diary/Missing,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MELB - Inner,Greater Melbourne,Weekday
Y25H6620323P02,Y25H6620323,2,Tuesday,60->64,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Financial and Insurance Services (NEC),At Home,0,"$3,000-$3,499 ($156,000-$181,999)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,593.489436104,1750.229620558,653.220531053,712.387799388,1266.48841041,575.32910085,0.0,602.471627776,35.865234276,805.236133167,522.001619351,MELB - Inner,Greater Melbourne,Weekday
Y25H6620323P03,Y25H6620323,3,Tuesday,20->24,Male,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,2,"$1,250-$1,499 ($65,000-$77,999)",Yes,Yes,No,Yes,No,Yes,No,No,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1173.742418082,2208.518726245,1043.771349776,1215.870451273,1543.854721135,1450.966367727,0.0,1097.29076672,159.964671889,1321.227125114,1047.150476472,MELB - Inner,Greater Melbourne,Weekday
Y25H6620329P01,Y25H6620329,1,Monday,75->79,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,Keeping House,Full-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Wholesale Trade,Wholesale Trade (NEC),At Home,6,"$300-$399 ($15,600-$20,799)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,720.475662807,1304.421766714,756.620723185,740.790863701,914.878615859,936.198176139,0.0,762.373017377,74.21273151,819.383054274,631.092650371,MELB - Inner,Greater Melbourne,Weekday
Y25H6620329P02,Y25H6620329,2,Monday,70->74,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,Keeping House,Full-time Work,Self-Employed,Managers,Chief Executives General Managers and Legislators,Wholesale Trade,Wholesale Trade (NEC),At Home,4,"$300-$399 ($15,600-$20,799)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1101.77763419,1360.162470499,1244.477275813,1223.164224358,1471.969553049,1333.447308906,0.0,1301.80339601,510.293882669,1475.816604189,913.187486017,MELB - Inner,Greater Melbourne,Weekday
Y25H6620330P01,Y25H6620330,1,Tuesday,25->29,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Self-Employed,Professionals,Education Professionals,Education and Training,Preschool and School Education,At another location,0,"$1,000-$1,249 ($52,000-$64,999)",Yes,Yes,No,Yes,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,996.956473141,695.376972036,851.233121221,1106.523069487,1660.351023511,1129.851682653,0.0,846.554907324,1531.774985443,1290.090471889,953.5463745,MELB - Inner,Greater Melbourne,Weekday
Y25H6620330P02,Y25H6620330,2,Tuesday,25->29,Female,Unrelated,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At another location,0,"$1,000-$1,249 ($52,000-$64,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,996.956473141,695.376972036,851.233121221,1106.523069487,1660.351023511,1129.851682653,0.0,846.554907324,1531.774985443,1290.090471889,953.5463745,MELB - Inner,Greater Melbourne,Weekday
Y25H6620330P03,Y25H6620330,3,Tuesday,25->29,Female,Unrelated,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At another location,0,"$2,000-$2,999 ($104,000-$155,999)",Yes,No,Yes,No,No,Yes,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,996.956473141,695.376972036,851.233121221,1106.523069487,1660.351023511,1129.851682653,0.0,846.554907324,1531.774985443,1290.090471889,953.5463745,MELB - Inner,Greater Melbourne,Weekday
Y25H6620330P04,Y25H6620330,4,Tuesday,20->24,Female,Unrelated,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Electricity Gas Water and Waste Services,Gas Supply,At Home,11,"$1,500-$1,749 ($78,000-$90,999)",Yes,Yes,No,No,Yes,No,No,No,No,Full Adult,No,No,No,1126.229719384,878.124752562,915.494692948,1228.070870248,1403.975394332,1132.420904151,0.0,1041.117004471,808.364285653,1626.558451875,1199.109823566,MELB - Inner,Greater Melbourne,Weekday
Y25H6620333P01,Y25H6620333,1,Friday,65->69,Female,Self,No Car Licence,No,No,Yes,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Manufacturing,Machinery and Equipment Manufacturing,At Home,2,"$1,250-$1,499 ($65,000-$77,999)",Yes,No,No,No,No,Yes,No,No,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1566.93527221,1662.607085633,1717.782765551,1565.667552078,2035.074597206,2857.302901306,0.0,1469.483058911,1241.884804965,2599.309437764,1506.053835548,MELB - Inner,Greater Melbourne,Weekday
Y25H6620335P01,Y25H6620335,1,Sunday,30->34,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Electricity Gas Water and Waste Services,Electricity Supply,At Home,8,"$3,000-$3,499 ($156,000-$181,999)",Yes,No,Yes,No,No,No,No,No,No,Not applicable,Yes,No,No,1747.571286727,1605.086650091,1650.697251734,1663.31733811,2130.567263326,2840.262523108,0.0,1981.598136342,1291.774939866,1978.42949518,1615.68684355,MELB - Inner,Greater Melbourne,Weekend
Y25H6620335P02,Y25H6620335,2,Sunday,30->34,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Office Managers and Program Administrators,Information Media and Telecommunications,Telecommunications Services,At Home,4,"$3,000-$3,499 ($156,000-$181,999)",Yes,No,No,No,No,Yes,No,No,No,Not applicable,Yes,No,Yes,1245.255758693,1239.2545472,1204.746539779,1286.692471165,1411.542097816,1826.483882818,0.0,1436.406227246,821.196073148,1583.507983168,1243.081377268,MELB - Inner,Greater Melbourne,Weekend
Y25H6620342P01,Y25H6620342,1,Sunday,60->64,Male,Self,Full Licence,Yes,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,966.150429883,758.45007434,992.250017865,1138.014601585,2714.928281915,1068.812573667,0.0,1194.754730697,500.833574937,950.98686966,891.845630186,MELB - Inner,Greater Melbourne,Weekend
Y25H6621005P01,Y25H6621005,1,Friday,30->34,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Technicians and Trades Workers,Skilled Animal and Horticultural Workers,Retail Trade,Other Store-Based Retailing,At Home,2,"$500-$649 ($26,000-$33,799)",No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,703.657973199,696.450382621,0.0,820.29456585,848.933203514,794.059069612,630.221823923,736.931709291,824.19839181,717.116143307,887.343027004,Geelong SA4,Geelong SA4,Weekday
Y25H6621005P02,Y25H6621005,2,Friday,20->24,Female,Unrelated,No Car Licence,No,No,Yes,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Community and Personal Service Workers,Hospitality Workers,Retail Trade,Retail Trade (NEC),At Home,0,"$400-$499 ($20,800-$25,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1049.181296036,1090.228708234,0.0,1085.671608391,1140.614026908,1387.49720873,1082.928853735,1236.710696656,1304.156828968,1270.879353811,1058.428308587,Geelong SA4,Geelong SA4,Weekday
Y25H6621016P01,Y25H6621016,1,Tuesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Protective Service Workers,Public Administration and Safety,Public Order Safety and Regulatory Services,At Home,2,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,844.518013924,834.753108089,0.0,944.002250078,959.298691934,909.483702534,905.829069286,735.742050189,907.121654416,804.91688507,884.788747209,Geelong SA4,Geelong SA4,Weekday
Y25H6621016P02,Y25H6621016,2,Tuesday,35->39,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Community and Personal Service Workers,Carers and Aides,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,2,"$500-$649 ($26,000-$33,799)",No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,582.186458111,658.452889172,0.0,808.446601956,698.202549203,804.242636744,616.360161547,594.541059581,738.771608487,858.13699462,670.932446487,Geelong SA4,Geelong SA4,Weekday
Y25H6621024P01,Y25H6621024,1,Wednesday,40->44,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,6,"$1,750-$1,999 ($91,000-$103,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,378.609617485,375.495200606,0.0,478.129588189,400.673662069,492.19796907,365.980881308,369.700362501,407.367859223,396.163799089,434.354327844,Geelong SA4,Geelong SA4,Weekday
Y25H6621024P02,Y25H6621024,2,Wednesday,40->44,Male,Spouse,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Hospitals,At Home,5,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,369.443765498,371.005592007,0.0,460.827544095,381.457470431,454.376126503,359.066066199,370.643877847,422.104538018,394.930512314,434.528105344,Geelong SA4,Geelong SA4,Weekday
Y25H6621024P03,Y25H6621024,3,Wednesday,10->14,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,6,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,799.337079708,763.180686028,0.0,1074.164900963,891.16152971,1183.139050353,695.256697574,725.264031704,850.776919934,826.840497928,895.836119159,Geelong SA4,Geelong SA4,Weekday
Y25H6621024P04,Y25H6621024,4,Wednesday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,680.445955684,685.888408324,0.0,866.314688697,746.165951919,712.554951475,681.864070373,633.462893677,778.96958682,722.738269149,836.171918122,Geelong SA4,Geelong SA4,Weekday
Y25H6621026P01,Y25H6621026,1,Friday,40->44,Female,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Clerical and Administrative Workers,CLERICAL AND ADMINISTRATIVE WORKERS(NEC),Electricity Gas Water and Waste Services,Electricity Gas Water and Waste Services (NEC),At Home,2,"$2,000-$2,999 ($104,000-$155,999)",Yes,No,Yes,No,Yes,Yes,No,No,Yes,Not applicable,No,No,No,661.678111638,659.754663682,0.0,619.204711114,646.711246596,977.290686353,743.061438273,623.371464716,709.615303187,704.701721647,885.78561166,Geelong SA4,Geelong SA4,Weekday
Y25H6621026P02,Y25H6621026,2,Friday,35->39,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,CLERICAL AND ADMINISTRATIVE WORKERS(NEC),Transport Postal and Warehousing,Transport Support Services,At Home,5,"$2,000-$2,999 ($104,000-$155,999)",Yes,Yes,No,No,No,Yes,No,No,Yes,Not applicable,No,No,No,608.358492616,631.23518231,0.0,625.19103525,600.527675419,883.364078465,706.875127103,606.956559721,720.277652576,863.153416823,834.6083476,Geelong SA4,Geelong SA4,Weekday
Y25H6621026P03,Y25H6621026,3,Friday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,6,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,983.464797126,979.934161929,0.0,803.678274837,941.527185147,1327.523936604,1039.091647379,1032.93893647,1086.134044782,1079.009000784,1373.496996982,Geelong SA4,Geelong SA4,Weekday
Y25H6621026P04,Y25H6621026,4,Friday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,6,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,983.464797126,979.934161929,0.0,803.678274837,941.527185147,1327.523936604,1039.091647379,1032.93893647,1086.134044782,1079.009000784,1373.496996982,Geelong SA4,Geelong SA4,Weekday
Y25H6621026P05,Y25H6621026,5,Friday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1007.864431405,991.792529928,0.0,833.852853434,988.957287385,1438.025783872,1059.102245149,1030.309475156,1048.21450802,1082.378524003,1372.94770484,Geelong SA4,Geelong SA4,Weekday
