hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6710108,2024-25,3,"Unit, Flat or Apartment",Being Purchased,1,1,June,Monday,Monash (C),25->29,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",465.650002987,495.996593984,564.690272011,431.078064567,589.208105502,580.151496565,498.864208401,533.672433542,514.202111533,431.959647848,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710110,2024-25,2,Separate House,Fully Owned,1,1,June,Wednesday,Monash (C),55->59,75->79,90->94,"$1,250-$1,499 ($65,000-$77,999)",467.374852871,540.119691343,472.897366625,472.583879097,616.40540806,649.682484163,491.894737998,466.410966562,509.859761954,480.732784959,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710112,2024-25,4,"Unit, Flat or Apartment",Fully Owned,0,0,June,Friday,Monash (C),20->24,20->24,20->24,,339.208025166,451.442039769,269.668114229,272.16005737,399.932329153,410.457740058,438.163110621,467.55197872,359.293934125,328.992030279,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710115,2024-25,4,"Unit, Flat or Apartment",Being Rented,2,2,June,Monday,Monash (C),25->29,25->29,25->29,"$4,000-$4,499 ($208,000-$233,999)",403.648692539,448.057256287,360.42288175,373.702564599,478.698663265,472.6363272,493.066611619,493.18172583,444.043702539,385.259279999,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710117,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Wednesday,Monash (C),25->29,25->29,25->29,"$300-$399 ($15,600-$20,799)",640.897381138,659.667728508,653.553886707,730.265478211,889.783326029,794.252722635,690.231165275,635.988399624,729.857223066,646.235654421,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710120,2024-25,4,"Unit, Flat or Apartment",Being Rented,0,3,June,Saturday,Monash (C),30->34,30->34,35->39,"$3,000-$3,499 ($156,000-$181,999)",692.006005198,687.264007189,699.992858753,577.347549783,857.177114298,821.92725177,866.732632369,735.230591282,798.307589491,747.722786621,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6710121,2024-25,2,Separate House,Fully Owned,1,1,June,Sunday,Monash (C),65->69,65->69,65->69,"$1,500-$1,749 ($78,000-$90,999)",579.076144447,664.443704058,627.747863295,559.37171029,755.583984732,764.748893153,617.222318462,609.838804528,631.987990558,574.265363724,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6710122,2024-25,2,Terrace or Townhouse,Fully Owned,0,1,June,Monday,Monash (C),70->74,70->74,75->79,"$650-$799 ($33,800-$41,599)",576.919655235,699.743511714,592.408053428,551.693808098,0.0,730.908232173,611.431530961,600.408337341,637.152560399,573.637410486,704.377851844,MELB - Middle,Greater Melbourne,Weekday
Y25H6710129,2024-25,3,Terrace or Townhouse,Being Rented,0,2,June,Monday,Monash (C),0->4,30->34,55->59,"$5,000-$5,999 ($260,000-$311,999)",605.112938738,637.250241297,652.34833159,614.798168444,0.0,715.520896429,682.307747619,751.707216461,670.302047925,564.666659409,783.702589555,MELB - Middle,Greater Melbourne,Weekday
Y25H6710130,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Tuesday,Monash (C),40->44,40->44,40->44,"$800-$999 ($41,600-$51,999)",828.699318169,886.965233537,850.454528488,930.71237242,0.0,956.236637389,896.604973803,813.520780519,925.130705356,844.365647937,1032.296295172,MELB - Middle,Greater Melbourne,Weekday
Y25H6710132,2024-25,2,Terrace or Townhouse,Fully Owned,0,1,June,Thursday,Monash (C),25->29,40->44,55->59,"$1,500-$1,749 ($78,000-$90,999)",601.219776804,719.292526933,608.062044214,602.816065275,0.0,783.953302187,617.593900538,594.144790263,659.93531801,618.17863278,711.172941093,MELB - Middle,Greater Melbourne,Weekday
Y25H6710133,2024-25,5,Terrace or Townhouse,Fully Owned,2,3,June,Friday,Monash (C),15->19,30->34,50->54,"$6,000-$7,999 ($312,000-$415,999)",735.059719833,885.506447646,648.774211254,643.131612495,0.0,867.262427728,909.322766922,741.859823784,835.921445575,764.271053982,1001.445526072,MELB - Middle,Greater Melbourne,Weekday
Y25H6710134,2024-25,3,Terrace or Townhouse,Being Purchased,3,2,June,Saturday,Monash (C),20->24,45->49,55->59,"$5,000-$5,999 ($260,000-$311,999)",673.306669802,672.902897037,734.950832284,664.641539024,0.0,828.85744196,766.876341307,801.589506243,796.480345392,655.929137815,850.554576135,MELB - Middle,Greater Melbourne,Weekend
Y25H6710135,2024-25,2,Terrace or Townhouse,Fully Owned,0,1,June,Sunday,Monash (C),60->64,60->64,60->64,"$3,500-$3,999 ($182,000-$207,999)",684.362716164,785.25165025,741.88383844,661.075657616,0.0,903.794146454,729.444558183,720.718587169,746.894897933,678.677248038,806.364813522,MELB - Middle,Greater Melbourne,Weekend
Y25H6710136,2024-25,4,Terrace or Townhouse,Being Purchased,0,3,June,Monday,Monash (C),10->14,30->34,45->49,"$1,500-$1,749 ($78,000-$90,999)",734.994438742,769.186897339,734.286504765,631.150715247,0.0,838.545297394,911.361710101,814.837358662,793.992514885,760.722926343,1085.011864358,MELB - Middle,Greater Melbourne,Weekday
Y25H6710138,2024-25,1,Terrace or Townhouse,Being Purchased,0,1,June,Wednesday,Monash (C),45->49,45->49,45->49,"$3,500-$3,999 ($182,000-$207,999)",757.424177708,779.60731551,772.381866109,863.041019704,0.0,938.662308569,815.72774078,751.622654102,862.558536351,763.733046135,904.851514163,MELB - Middle,Greater Melbourne,Weekday
Y25H6710141,2024-25,2,Terrace or Townhouse,Fully Owned,Missing/Refused,2,June,Saturday,Monash (C),60->64,60->64,65->69,"$1,250-$1,499 ($65,000-$77,999)",705.859029561,803.270683275,652.406480901,719.745567086,0.0,883.589630446,795.316802078,763.085673572,835.091326618,737.056099762,839.548417551,MELB - Middle,Greater Melbourne,Weekend
Y25H6710142,2024-25,4,Terrace or Townhouse,Being Purchased,2,2,June,Sunday,Monash (C),5->9,25->29,40->44,"$4,500-$4,999 ($234,000-$259,999)",565.881144523,594.229433839,533.430665285,529.212143872,0.0,690.692017584,695.185523259,699.643254762,615.166167626,538.678446915,776.825231753,MELB - Middle,Greater Melbourne,Weekend
Y25H6710202,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,0,June,Tuesday,Glen Eira (C),55->59,55->59,55->59,"$1,250-$1,499 ($65,000-$77,999)",782.523419116,824.332288991,929.783387847,907.386402912,800.766974557,1390.112062117,809.693589191,0.0,765.978717453,797.47097822,818.829080601,MELB - Inner,Greater Melbourne,Weekday
Y25H6710205,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Friday,Glen Eira (C),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",1108.00050824,1189.34940024,1212.181535221,1328.977783973,1257.567458055,2041.445709889,1190.807607226,0.0,1105.46044572,1168.159628801,1052.054688992,MELB - Inner,Greater Melbourne,Weekday
Y25H6710206,2024-25,3,"Unit, Flat or Apartment",Being Rented,5,0,June,Saturday,Glen Eira (C),10->14,35->39,50->54,"$1,500-$1,749 ($78,000-$90,999)",561.819842855,636.306337073,649.798299358,554.04527508,574.850257759,935.389810369,638.752153433,0.0,606.38926633,535.429161167,590.413430746,MELB - Inner,Greater Melbourne,Weekend
Y25H6710212,2024-25,3,"Unit, Flat or Apartment",Fully Owned,0,2,June,Friday,Glen Eira (C),30->34,60->64,80->84,"$6,000-$7,999 ($312,000-$415,999)",917.982540924,1120.588917363,970.602542029,971.165878229,1124.906462806,1372.264848704,1017.745670221,0.0,913.411611939,960.444087386,894.04752313,MELB - Inner,Greater Melbourne,Weekday
Y25H6710215,2024-25,2,Separate House,Being Rented,1,0,June,Monday,Glen Eira (C),30->34,40->44,50->54,"$3,000-$3,499 ($156,000-$181,999)",527.400014134,560.667671498,616.13872762,603.348326873,552.772842811,970.08983562,552.198404144,0.0,534.664935284,455.437472237,583.179829406,MELB - Inner,Greater Melbourne,Weekday
Y25H6710219,2024-25,2,Separate House,Fully Owned,0,1,June,Friday,Glen Eira (C),70->74,75->79,80->84,"$1,000-$1,249 ($52,000-$64,999)",782.242203989,839.547264054,834.41101228,964.737313572,903.092456367,1524.56150266,848.68587002,0.0,782.673625084,730.502962735,775.626976671,MELB - Inner,Greater Melbourne,Weekday
Y25H6710221,2024-25,2,"Unit, Flat or Apartment",Fully Owned,0,2,June,Sunday,Glen Eira (C),60->64,65->69,70->74,"$1,000-$1,249 ($52,000-$64,999)",1063.049599412,1115.740116147,1181.10764792,1239.582073201,1300.590891167,1853.668520485,1129.522961305,0.0,1051.060155592,1023.137177529,1079.359110273,MELB - Inner,Greater Melbourne,Weekend
Y25H6710225,2024-25,3,Separate House,Being Purchased,4,1,June,Thursday,Glen Eira (C),5->9,25->29,35->39,"$4,000-$4,499 ($208,000-$233,999)",729.404076151,884.494739422,729.260574393,0.0,852.296405101,1237.673454425,844.691001615,786.690691282,724.960246948,726.024746918,718.633698283,MELB - Inner,Greater Melbourne,Weekday
Y25H6710226,2024-25,3,Separate House,Fully Owned,3,1,June,Friday,Glen Eira (C),15->19,45->49,60->64,"$2,000-$2,499 ($104,000-$129,999)",748.896331256,902.326047946,781.090507798,0.0,848.070299022,1269.018957499,873.452243587,840.123496295,747.043660103,739.31661067,723.528654782,MELB - Inner,Greater Melbourne,Weekday
Y25H6710230,2024-25,1,"Unit, Flat or Apartment",Being Rented,1,0,June,Tuesday,Glen Eira (C),70->74,70->74,70->74,"$150-$299 ($7,800-$15,599)",782.523419116,824.332288991,929.783387847,0.0,800.766974557,1390.112062117,809.693589191,905.970611922,765.978717453,797.47097822,818.829080601,MELB - Inner,Greater Melbourne,Weekday
Y25H6710233,2024-25,2,Terrace or Townhouse,Being Rented,2,2,June,Friday,Glen Eira (C),20->24,25->29,30->34,"$4,500-$4,999 ($234,000-$259,999)",958.857262434,1042.624627587,1036.859930482,0.0,1197.889540348,1648.598035061,988.887916806,1039.151171833,956.976433494,948.994302645,958.424207227,MELB - Inner,Greater Melbourne,Weekday
Y25H6710234,2024-25,2,Separate House,Being Purchased,2,1,June,Saturday,Glen Eira (C),40->44,40->44,45->49,"$5,000-$5,999 ($260,000-$311,999)",813.478878305,845.381290083,855.092684452,0.0,926.150971169,1605.880019007,913.262330238,851.278682602,871.355718561,773.270062882,828.106359086,MELB - Inner,Greater Melbourne,Weekend
Y25H6710236,2024-25,4,Separate House,Being Purchased,3,2,June,Monday,Glen Eira (C),10->14,30->34,55->59,"$2,500-$2,999 ($130,000-$155,999)",708.981975929,749.315923638,747.044438957,0.0,1020.865722168,939.186879527,736.574102514,757.842327729,712.123132241,740.295041562,700.599855564,MELB - Inner,Greater Melbourne,Weekday
Y25H6710242,2024-25,4,Separate House,Being Rented,2,1,June,Sunday,Glen Eira (C),5->9,45->49,75->79,"$1,500-$1,749 ($78,000-$90,999)",686.109578018,677.098904265,752.872318386,0.0,902.332956614,1073.961861223,754.155328832,738.537051497,682.73255116,674.200453913,649.06927545,MELB - Inner,Greater Melbourne,Weekend
Y25H6720201,2024-25,2,Separate House,Fully Owned,0,2,June,Monday,Cardinia (S),65->69,65->69,70->74,"$3,000-$3,499 ($156,000-$181,999)",898.886890264,953.432787007,967.397316893,940.468283632,0.0,1032.827448387,1135.403046238,1177.5121859,1027.27823638,908.244369204,873.11521971,MELB - Outer,Greater Melbourne,Weekday
Y25H6720202,2024-25,2,Separate House,Fully Owned,0,2,June,Tuesday,Cardinia (S),75->79,75->79,75->79,"$800-$999 ($41,600-$51,999)",941.593685193,989.515432017,1004.8946094,1026.738065736,0.0,1105.281098075,1186.536164939,1170.056695279,1041.982868662,994.508797545,903.809520232,MELB - Outer,Greater Melbourne,Weekday
Y25H6720204,2024-25,1,Separate House,Being Purchased,0,1,June,Thursday,Cardinia (S),25->29,25->29,25->29,"$2,500-$2,999 ($130,000-$155,999)",1168.207426328,1101.060875828,1403.872747169,1315.851126478,0.0,1297.724274028,1390.529864011,1333.116636364,1380.852129777,1189.510038146,1136.436733517,MELB - Outer,Greater Melbourne,Weekday
Y25H6720205,2024-25,1,Separate House,Being Purchased,0,1,June,Friday,Cardinia (S),50->54,50->54,50->54,"$1,000-$1,249 ($52,000-$64,999)",1199.426057967,1123.258131849,1503.648648334,1330.972263932,0.0,1330.590633143,1437.876604785,1423.663228664,1422.915026629,1211.287264648,1144.177545542,MELB - Outer,Greater Melbourne,Weekday
Y25H6720206,2024-25,1,Separate House,Fully Owned,0,1,June,Saturday,Cardinia (S),75->79,75->79,75->79,"$300-$399 ($15,600-$20,799)",1247.321813206,1131.063668784,1540.918013131,1301.892016687,0.0,1401.562946142,1547.284554944,1436.56695632,1584.14070149,1282.201752879,1221.593278581,MELB - Outer,Greater Melbourne,Weekend
Y25H6720217,2024-25,2,Separate House,Being Purchased,0,3,June,Wednesday,Cardinia (S),65->69,65->69,65->69,"$3,500-$3,999 ($182,000-$207,999)",860.608675676,869.744878877,912.644177498,952.084761609,0.0,1084.967534782,1079.506018212,1081.030921171,971.507283126,899.538292696,792.227402851,MELB - Outer,Greater Melbourne,Weekday
Y25H6720218,2024-25,3,Separate House,Being Purchased,4,2,June,Thursday,Cardinia (S),0->4,30->34,60->64,"$1,750-$1,999 ($91,000-$103,999)",893.548049582,821.007702675,1118.592335655,948.941290046,0.0,1039.164596756,1105.835185544,1224.023377594,1014.815556805,871.035019746,893.094735193,MELB - Outer,Greater Melbourne,Weekday
Y25H6720223,2024-25,5,Separate House,Being Rented,5,2,June,Tuesday,Cardinia (S),5->9,20->24,35->39,"$3,000-$3,499 ($156,000-$181,999)",661.825336297,756.157333084,594.054742701,627.957349192,732.259867488,761.188201624,0.0,821.03330333,767.479588017,653.344112589,719.870983122,MELB - Outer,Greater Melbourne,Weekday
Y25H6720227,2024-25,3,Separate House,Being Purchased,0,2,June,Saturday,Cardinia (S),0->4,20->24,30->34,"$1,750-$1,999 ($91,000-$103,999)",954.061708796,843.379330493,1227.788688709,938.87451624,1098.643224723,1122.314364387,0.0,1319.008022292,1164.216351174,938.909797582,960.016949005,MELB - Outer,Greater Melbourne,Weekend
Y25H6720228,2024-25,1,Separate House,Being Rented,0,2,June,Sunday,Cardinia (S),35->39,35->39,35->39,"$1,000-$1,249 ($52,000-$64,999)",1462.17450813,1306.758361957,1674.304101506,1741.402156483,1836.45437458,1561.320263647,0.0,1927.368955736,1723.817633754,1444.493899119,1415.111823649,MELB - Outer,Greater Melbourne,Weekend
Y25H6720230,2024-25,4,Separate House,Being Rented,0,4,June,Tuesday,Cardinia (S),25->29,40->44,50->54,"$4,000-$4,499 ($208,000-$233,999)",1331.294811796,1374.043614354,1614.129465567,1185.242916844,1460.726304979,1578.764897662,0.0,1844.245940497,1437.353542741,1345.699321314,1350.078396838,MELB - Outer,Greater Melbourne,Weekday
Y25H6720231,2024-25,5,Separate House,Fully Owned,3,2,June,Wednesday,Cardinia (S),0->4,15->19,35->39,"$1,500-$1,749 ($78,000-$90,999)",604.902767676,664.632351144,539.519863048,582.299072234,673.242162295,747.198597768,0.0,758.563573707,715.570314862,590.953090644,630.997468582,MELB - Outer,Greater Melbourne,Weekday
Y25H6720233,2024-25,2,Separate House,Fully Owned,0,2,June,Friday,Cardinia (S),65->69,65->69,65->69,"$800-$999 ($41,600-$51,999)",961.781648911,999.827299975,1063.531713708,1039.424886911,1171.759235187,1135.839964597,0.0,1244.371652754,1096.422192973,996.685813904,887.542683877,MELB - Outer,Greater Melbourne,Weekday
Y25H6720236,2024-25,1,Separate House,Being Purchased,0,1,June,Monday,Cardinia (S),45->49,45->49,45->49,"$1,250-$1,499 ($65,000-$77,999)",1120.990778486,1071.136116412,1367.731351306,1204.259409587,1506.468467945,1209.915631877,0.0,1347.170515063,1333.181367946,1103.803046315,1125.578349313,MELB - Outer,Greater Melbourne,Weekday
Y25H6720303,2024-25,2,Separate House,Being Purchased,Missing/Refused,2,June,Wednesday,Bayside (C),45->49,45->49,50->54,"$6,000-$7,999 ($312,000-$415,999)",574.811757366,637.6894641,565.043040214,0.0,722.694601586,633.498343373,554.579963815,561.706773024,570.351441865,725.896139935,715.386540877,MELB - Middle,Greater Melbourne,Weekday
Y25H6720304,2024-25,3,Separate House,Being Rented,2,1,June,Thursday,Bayside (C),5->9,30->34,40->44,"$2,500-$2,999 ($130,000-$155,999)",488.664323638,621.884349535,463.119567548,0.0,580.525181516,497.894334101,520.398964571,489.493504247,487.626445229,615.319852351,600.938401205,MELB - Middle,Greater Melbourne,Weekday
Y25H6720305,2024-25,1,Separate House,Fully Owned,0,2,June,Friday,Bayside (C),70->74,70->74,70->74,"$1,750-$1,999 ($91,000-$103,999)",909.903059444,1038.500379213,956.573013249,0.0,1136.177684594,888.052766428,854.830984119,896.742917942,909.152651077,1286.155027232,1087.090158029,MELB - Middle,Greater Melbourne,Weekday
Y25H6720308,2024-25,2,Separate House,Fully Owned,0,2,June,Monday,Bayside (C),70->74,75->79,75->79,"$1,000-$1,249 ($52,000-$64,999)",600.378276061,699.048718502,598.942210458,0.0,755.593751966,603.054429343,583.296220377,611.838715419,603.0933926,732.921641108,788.428770031,MELB - Middle,Greater Melbourne,Weekday
Y25H6720310,2024-25,4,Separate House,Being Purchased,Missing/Refused,2,June,Wednesday,Bayside (C),10->14,30->34,55->59,"$6,000-$7,999 ($312,000-$415,999)",454.755871469,480.597085453,447.562243248,0.0,665.067124688,396.891772881,431.449543776,432.906878126,452.987402442,621.400051899,531.58255967,MELB - Middle,Greater Melbourne,Weekday
Y25H6720311,2024-25,2,Separate House,Fully Owned,1,1,June,Thursday,Bayside (C),70->74,70->74,75->79,"$400-$499 ($20,800-$25,999)",510.422927152,578.617125593,494.734045936,0.0,618.189214694,598.155393722,505.643269276,491.537838345,510.883604208,607.984412475,644.209503261,MELB - Middle,Greater Melbourne,Weekday
Y25H6720312,2024-25,2,Separate House,Being Purchased,1,2,June,Friday,Bayside (C),55->59,60->64,60->64,"$6,000-$7,999 ($312,000-$415,999)",642.38650555,733.064776349,658.461652082,0.0,815.919249084,663.202089317,609.236095801,646.57908652,643.686351627,804.290813315,801.456864802,MELB - Middle,Greater Melbourne,Weekday
Y25H6720313,2024-25,2,Separate House,Fully Owned,1,2,June,Saturday,Bayside (C),75->79,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",668.03843018,738.158854037,674.782251674,0.0,836.75198437,698.576595264,655.592836138,652.439517746,716.62026862,851.377803395,855.683912806,MELB - Middle,Greater Melbourne,Weekend
Y25H6720315,2024-25,5,Separate House,Being Purchased,7,2,June,Monday,Bayside (C),10->14,40->44,75->79,"$3,500-$3,999 ($182,000-$207,999)",1329.740810873,1859.23957625,1299.68893804,0.0,2177.560945581,1135.546155449,1314.337339808,1334.752650094,1296.978751034,1709.998056509,1599.119899464,MELB - Middle,Greater Melbourne,Weekday
Y25H6720316,2024-25,2,Separate House,Fully Owned,2,2,June,Tuesday,Bayside (C),70->74,75->79,80->84,"$800-$999 ($41,600-$51,999)",628.902701318,725.504203459,622.15781264,0.0,786.047402895,645.359167113,609.56509025,607.964821069,611.726172168,802.534036773,816.145924722,MELB - Middle,Greater Melbourne,Weekday
Y25H6720318,2024-25,1,Separate House,Fully Owned,0,1,June,Thursday,Bayside (C),85->89,85->89,85->89,,722.984338888,819.701237509,718.719511731,0.0,860.836156741,800.952772473,709.477879705,681.715639472,721.579977551,972.238145256,873.801000977,MELB - Middle,Greater Melbourne,Weekday
Y25H6720319,2024-25,4,Separate House,Fully Owned,3,4,June,Friday,Bayside (C),20->24,40->44,55->59,"$8,000 or more ($416,000 or more)",429.525097691,696.611774657,437.306119708,0.0,663.545398085,347.255754641,403.715515161,420.445489486,434.822208611,508.134877509,482.406626578,MELB - Middle,Greater Melbourne,Weekday
Y25H6720321,2024-25,3,"Unit, Flat or Apartment",Being Rented,7,2,June,Sunday,Bayside (C),10->14,25->29,50->54,"$2,500-$2,999 ($130,000-$155,999)",681.830516508,843.132373988,702.135950936,0.0,831.899289637,620.706571656,716.185976683,731.384816929,674.78577062,877.590374253,841.959439697,MELB - Middle,Greater Melbourne,Weekend
Y25H6720322,2024-25,2,Separate House,Being Purchased,4,4,June,Monday,Bayside (C),15->19,35->39,55->59,"$800-$999 ($41,600-$51,999)",1245.189251725,1826.628361715,1241.223028532,1314.797052282,1472.278785924,1347.842188292,1202.702811378,1264.962608216,1248.876273147,1402.522392794,0.0,MELB - Middle,Greater Melbourne,Weekday
