hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6330240,Y25H6330240P03,Y25H6330240P03JTE117,Weekday,FROM_HOME,Y25H6330240P03S01,420,Casey (C),TO_EDUCATION,Y25H6330240P03S03,492.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,420.0,432.0,490.0,,,,,,,,,,,,,425.0,490.0,492.0,,,,,,,,,,,,,0.68542,45.0562,0.21677,,,,,,,,,,,,,5.0,58.0,2.0,,,,,,,,,,,,,Train,65,45.95839,72.0,538.487176983,MELB - Outer,Greater Melbourne
Y25H6330404,Y25H6330404P03,Y25H6330404P03JTE118,Weekday,FROM_HOME,Y25H6330404P03S01,476,Hume (C),TO_EDUCATION,Y25H6330404P03S01,485.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,3.4859,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,3.4859,9.0,3057.521988353,MELB - Outer,Greater Melbourne
Y25H6330404,Y25H6330404P04,Y25H6330404P04JTE119,Weekday,FROM_HOME,Y25H6330404P04S01,476,Hume (C),TO_EDUCATION,Y25H6330404P04S01,485.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,3.4859,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,3.4859,9.0,1698.834509508,MELB - Outer,Greater Melbourne
Y25H6330404,Y25H6330404P05,Y25H6330404P05JTE120,Weekday,FROM_HOME,Y25H6330404P05S01,476,Hume (C),TO_EDUCATION,Y25H6330404P05S02,504.0,Hume (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,476.0,493.0,,,,,,,,,,,,,,485.0,504.0,,,,,,,,,,,,,,3.4859,4.86777,,,,,,,,,,,,,,9.0,11.0,,,,,,,,,,,,,,Vehicle Passenger,20,8.353670000000001,28.0,941.720954932,MELB - Outer,Greater Melbourne
Y25H6330410,Y25H6330410P02,Y25H6330410P02JTE121,Weekday,FROM_HOME,Y25H6330410P02S01,505,Hume (C),TO_EDUCATION,Y25H6330410P02S01,512.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,3.46536,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.46536,7.0,1131.873694911,MELB - Outer,Greater Melbourne
Y25H6330410,Y25H6330410P03,Y25H6330410P03JTE122,Weekday,FROM_HOME,Y25H6330410P03S01,505,Hume (C),TO_EDUCATION,Y25H6330410P03S01,512.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,3.46536,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.46536,7.0,1128.993669781,MELB - Outer,Greater Melbourne
Y25H6330417,Y25H6330417P04,Y25H6330417P04JTE123,Weekday,FROM_HOME,Y25H6330417P04S01,450,Hume (C),TO_EDUCATION,Y25H6330417P04S02,505.0,Hume (C),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,450.0,455.0,,,,,,,,,,,,,,452.0,505.0,,,,,,,,,,,,,,0.60583,3.7739,,,,,,,,,,,,,,2.0,50.0,,,,,,,,,,,,,,School Bus,52,4.37973,55.0,1675.362276468,MELB - Outer,Greater Melbourne
Y25H6330423,Y25H6330423P03,Y25H6330423P03JTE124,Weekday,FROM_HOME,Y25H6330423P03S01,525,Hume (C),TO_EDUCATION,Y25H6330423P03S01,530.0,Hume (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.89628,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.89628,5.0,479.465878162,MELB - Outer,Greater Melbourne
Y25H6330425,Y25H6330425P03,Y25H6330425P03JTE125,Weekday,FROM_HOME,Y25H6330425P03S01,510,Hume (C),TO_EDUCATION,Y25H6330425P03S01,525.0,Hume (C),e-Scooter,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,3.13721,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,e-Scooter,15,3.13721,15.0,657.187985969,MELB - Outer,Greater Melbourne
Y25H6330429,Y25H6330429P04,Y25H6330429P04JTE126,Weekday,FROM_HOME,Y25H6330429P04S01,510,Hume (C),TO_EDUCATION,Y25H6330429P04S01,520.0,Hume (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.75143,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.75143,10.0,1021.692573734,MELB - Outer,Greater Melbourne
Y25H6330429,Y25H6330429P05,Y25H6330429P05JTE127,Weekday,FROM_HOME,Y25H6330429P05S01,510,Hume (C),TO_EDUCATION,Y25H6330429P05S01,520.0,Hume (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.75143,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.75143,10.0,1017.920697784,MELB - Outer,Greater Melbourne
Y25H6330510,Y25H6330510P03,Y25H6330510P03JTE128,Weekday,FROM_HOME,Y25H6330510P03S01,510,Melton (S),TO_EDUCATION,Y25H6330510P03S01,517.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,2.92339,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.92339,7.0,1100.111738184,MELB - Outer,Greater Melbourne
Y25H6330510,Y25H6330510P04,Y25H6330510P04JTE129,Weekday,FROM_HOME,Y25H6330510P04S01,510,Melton (S),TO_EDUCATION,Y25H6330510P04S01,517.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,2.92339,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.92339,7.0,1274.515190515,MELB - Outer,Greater Melbourne
Y25H6330523,Y25H6330523P04,Y25H6330523P04JTE130,Weekday,FROM_HOME,Y25H6330523P04S01,518,Melton (S),TO_EDUCATION,Y25H6330523P04S01,524.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,2.05301,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,Vehicle Passenger,6,2.05301,6.0,1441.94651227,MELB - Outer,Greater Melbourne
Y25H6330538,Y25H6330538P04,Y25H6330538P04JTE131,Weekday,FROM_HOME,Y25H6330538P04S01,470,Melton (S),TO_EDUCATION,Y25H6330538P04S02,510.0,Melton (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,470.0,490.0,,,,,,,,,,,,,,482.0,510.0,,,,,,,,,,,,,,0.78508,1.85509,,,,,,,,,,,,,,12.0,20.0,,,,,,,,,,,,,,School Bus,32,2.64017,40.0,1151.368915394,MELB - Outer,Greater Melbourne
Y25H6330540,Y25H6330540P03,Y25H6330540P03JTE132,Weekday,FROM_HOME,Y25H6330540P03S01,495,Melton (S),TO_EDUCATION,Y25H6330540P03S01,502.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,2.31602,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.31602,7.0,993.929832311,MELB - Outer,Greater Melbourne
Y25H6340223,Y25H6340223P03,Y25H6340223P03JTE133,Weekday,FROM_HOME,Y25H6340223P03S01,550,Maroondah (C),TO_EDUCATION,Y25H6340223P03S01,555.0,Maroondah (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,555.0,,,,,,,,,,,,,,,0.35644,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.35644,5.0,376.688717781,MELB - Middle,Greater Melbourne
Y25H6340223,Y25H6340223P04,Y25H6340223P04JTE134,Weekday,FROM_HOME,Y25H6340223P04S01,510,Maroondah (C),TO_EDUCATION,Y25H6340223P04S01,515.0,Maroondah (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.35644,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.35644,5.0,544.171198581,MELB - Middle,Greater Melbourne
Y25H6340236,Y25H6340236P03,Y25H6340236P03JTE135,Weekday,FROM_HOME,Y25H6340236P03S01,498,Maroondah (C),TO_EDUCATION,Y25H6340236P03S01,528.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,15.7773,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,15.7773,30.0,483.866823729,MELB - Middle,Greater Melbourne
Y25H6340236,Y25H6340236P04,Y25H6340236P04JTE136,Weekday,FROM_HOME,Y25H6340236P04S01,498,Maroondah (C),TO_EDUCATION,Y25H6340236P04S01,528.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,15.7773,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,15.7773,30.0,483.866823729,MELB - Middle,Greater Melbourne
Y25H6340238,Y25H6340238P03,Y25H6340238P03JTE137,Weekday,FROM_HOME,Y25H6340238P03S01,520,Maroondah (C),TO_EDUCATION,Y25H6340238P03S01,535.0,Maroondah (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.39546,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,0.39546,15.0,745.46620773,MELB - Middle,Greater Melbourne
Y25H6340238,Y25H6340238P04,Y25H6340238P04JTE138,Weekday,FROM_HOME,Y25H6340238P04S01,525,Maroondah (C),TO_EDUCATION,Y25H6340238P04S01,535.0,Maroondah (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.45028,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.45028,10.0,590.535345861,MELB - Middle,Greater Melbourne
Y25H6340303,Y25H6340303P04,Y25H6340303P04JTE139,Weekday,FROM_HOME,Y25H6340303P04S01,484,Boroondara (C),TO_EDUCATION,Y25H6340303P04S03,509.0,Boroondara (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,484.0,491.0,499.0,,,,,,,,,,,,,486.0,499.0,509.0,,,,,,,,,,,,,0.2347,2.24081,0.84779,,,,,,,,,,,,,2.0,8.0,10.0,,,,,,,,,,,,,Tram,20,3.3233000000000006,25.0,3471.89616808,MELB - Inner,Greater Melbourne
Y25H6340303,Y25H6340303P06,Y25H6340303P06JTE140,Weekday,FROM_HOME,Y25H6340303P06S01,510,Boroondara (C),TO_EDUCATION,Y25H6340303P06S01,515.0,Boroondara (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.36967,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.36967,5.0,2389.792277149,MELB - Inner,Greater Melbourne
Y25H6340318,Y25H6340318P04,Y25H6340318P04JTE141,Weekday,FROM_HOME,Y25H6340318P04S01,495,Boroondara (C),TO_EDUCATION,Y25H6340318P04S01,510.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.34828,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,3.34828,15.0,1701.899279504,MELB - Inner,Greater Melbourne
Y25H6340330,Y25H6340330P01,Y25H6340330P01JTE142,Weekday,FROM_HOME,Y25H6340330P01S01,811,Boroondara (C),TO_EDUCATION,Y25H6340330P01S03,827.0,Boroondara (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,811.0,820.0,825.0,,,,,,,,,,,,,813.0,824.0,827.0,,,,,,,,,,,,,0.19764,0.99897,0.25973,,,,,,,,,,,,,2.0,4.0,2.0,,,,,,,,,,,,,Train,8,1.45634,16.0,2998.807703697,MELB - Inner,Greater Melbourne
Y25H6340404,Y25H6340404P03,Y25H6340404P03JTE143,Weekday,FROM_HOME,Y25H6340404P03S01,600,Merri-bek (C),TO_EDUCATION,Y25H6340404P03S01,608.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,608.0,,,,,,,,,,,,,,,1.16592,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Walking,8,1.16592,8.0,439.396053074,MELB - Inner,Greater Melbourne
Y25H6340404,Y25H6340404P04,Y25H6340404P04JTE144,Weekday,FROM_HOME,Y25H6340404P04S01,520,Merri-bek (C),TO_EDUCATION,Y25H6340404P04S01,525.0,Merri-bek (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.16592,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.16592,5.0,523.012161311,MELB - Inner,Greater Melbourne
Y25H6340426,Y25H6340426P03,Y25H6340426P03JTE145,Weekday,FROM_HOME,Y25H6340426P03S01,510,Merri-bek (C),TO_EDUCATION,Y25H6340426P03S03,535.0,Merri-bek (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,517.0,525.0,,,,,,,,,,,,,513.0,525.0,535.0,,,,,,,,,,,,,0.35418,1.01327,0.71951,,,,,,,,,,,,,3.0,8.0,10.0,,,,,,,,,,,,,Tram,21,2.08696,25.0,767.437677265,MELB - Inner,Greater Melbourne
Y25H6360124,Y25H6360124P03,Y25H6360124P03JTE146,Weekday,FROM_HOME,Y25H6360124P03S01,757,Frankston (C),TO_EDUCATION,Y25H6360124P03S05,865.0,Melbourne (C),Vehicle Passenger,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,757.0,770.0,841.0,846.0,858.0,,,,,,,,,,,760.0,840.0,844.0,858.0,865.0,,,,,,,,,,,1.40181,46.44621,0.26425,2.32902,0.45299,,,,,,,,,,,3.0,70.0,3.0,12.0,7.0,,,,,,,,,,,Train,95,50.89428,108.0,1400.580038137,MELB - Outer,Greater Melbourne
Y25H6360224,Y25H6360224P02,Y25H6360224P02JTE147,Weekday,FROM_HOME,Y25H6360224P02S01,510,Knox (C),TO_EDUCATION,Y25H6360224P02S01,520.0,Knox (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,1.17751,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,1.17751,10.0,649.361152196,MELB - Middle,Greater Melbourne
Y25H6360340,Y25H6360340P02,Y25H6360340P02JTE148,Weekday,FROM_HOME,Y25H6360340P02S01,501,Port Phillip (C),TO_EDUCATION,Y25H6360340P02S04,570.0,Melbourne (C),Walking,Tram,Walking,Walking,,,,,,,,,,,,Change Mode,Change Mode,Buy Something,Education,,,,,,,,,,,,Transport Feature,Transport Feature,Retail venue,Place of education,,,,,,,,,,,,501.0,511.0,543.0,548.0,,,,,,,,,,,,507.0,543.0,545.0,570.0,,,,,,,,,,,,0.57546,6.78986,0.06255,0.84211,,,,,,,,,,,,6.0,32.0,2.0,22.0,,,,,,,,,,,,Tram,62,8.26998,69.0,3433.163531649,MELB - Inner,Greater Melbourne
Y25H6370201,Y25H6370201P03,Y25H6370201P03JTE149,Weekday,FROM_HOME,Y25H6370201P03S01,510,Casey (C),TO_EDUCATION,Y25H6370201P03S01,525.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.30172,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,0.30172,15.0,313.722820424,MELB - Outer,Greater Melbourne
Y25H6370201,Y25H6370201P04,Y25H6370201P04JTE150,Weekday,FROM_HOME,Y25H6370201P04S01,525,Casey (C),TO_EDUCATION,Y25H6370201P04S01,530.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.30172,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.30172,5.0,361.044017133,MELB - Outer,Greater Melbourne
Y25H6370201,Y25H6370201P05,Y25H6370201P05JTE151,Weekday,FROM_HOME,Y25H6370201P05S01,525,Casey (C),TO_EDUCATION,Y25H6370201P05S01,530.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.30172,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.30172,5.0,359.711117902,MELB - Outer,Greater Melbourne
Y25H6370202,Y25H6370202P03,Y25H6370202P03JTE152,Weekday,FROM_HOME,Y25H6370202P03S01,495,Casey (C),TO_EDUCATION,Y25H6370202P03S01,502.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,2.61213,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.61213,7.0,480.65707885,MELB - Outer,Greater Melbourne
Y25H6370202,Y25H6370202P04,Y25H6370202P04JTE153,Weekday,FROM_HOME,Y25H6370202P04S01,495,Casey (C),TO_EDUCATION,Y25H6370202P04S01,502.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,2.61213,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.61213,7.0,444.915640938,MELB - Outer,Greater Melbourne
Y25H6370204,Y25H6370204P03,Y25H6370204P03JTE154,Weekday,FROM_HOME,Y25H6370204P03S01,510,Casey (C),TO_EDUCATION,Y25H6370204P03S03,540.0,Casey (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,526.0,536.0,,,,,,,,,,,,,517.0,536.0,540.0,,,,,,,,,,,,,0.51942,3.57981,0.30434,,,,,,,,,,,,,7.0,10.0,4.0,,,,,,,,,,,,,Public Bus,21,4.40357,30.0,185.37528749,MELB - Outer,Greater Melbourne
Y25H6370204,Y25H6370204P04,Y25H6370204P04JTE155,Weekday,FROM_HOME,Y25H6370204P04S01,515,Casey (C),TO_EDUCATION,Y25H6370204P04S01,517.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,0.16107,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Walking,2,0.16107,2.0,375.801979563,MELB - Outer,Greater Melbourne
Y25H6370205,Y25H6370205P04,Y25H6370205P04JTE156,Weekday,FROM_HOME,Y25H6370205P04S01,450,Casey (C),TO_EDUCATION,Y25H6370205P04S03,497.0,Monash (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,450.0,462.0,492.0,,,,,,,,,,,,,455.0,492.0,497.0,,,,,,,,,,,,,3.05349,30.1262,0.41067,,,,,,,,,,,,,5.0,30.0,5.0,,,,,,,,,,,,,Train,40,33.590360000000004,47.0,656.538064309,MELB - Outer,Greater Melbourne
Y25H6370205,Y25H6370205P05,Y25H6370205P05JTE157,Weekday,FROM_HOME,Y25H6370205P05S01,480,Casey (C),TO_EDUCATION,Y25H6370205P05S01,505.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,17.29064,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,17.29064,25.0,762.888009845,MELB - Outer,Greater Melbourne
Y25H6370209,Y25H6370209P03,Y25H6370209P03JTE158,Weekday,FROM_HOME,Y25H6370209P03S01,503,Casey (C),TO_EDUCATION,Y25H6370209P03S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.07503,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.07503,7.0,321.2616875,MELB - Outer,Greater Melbourne
Y25H6370209,Y25H6370209P04,Y25H6370209P04JTE159,Weekday,FROM_HOME,Y25H6370209P04S01,503,Casey (C),TO_EDUCATION,Y25H6370209P04S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.07503,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.07503,7.0,448.059014054,MELB - Outer,Greater Melbourne
Y25H6370209,Y25H6370209P05,Y25H6370209P05JTE160,Weekday,FROM_HOME,Y25H6370209P05S03,525,Casey (C),TO_EDUCATION,Y25H6370209P05S03,530.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.22944,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.22944,5.0,361.3522502,MELB - Outer,Greater Melbourne
Y25H6370218,Y25H6370218P07,Y25H6370218P07JTE161,Weekday,FROM_HOME,Y25H6370218P07S01,515,Casey (C),TO_EDUCATION,Y25H6370218P07S01,520.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.43711,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,0.43711,5.0,685.17417653,MELB - Outer,Greater Melbourne
