hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6280319,Y25H6280319P03,Y25H6280319P03JTE038,Weekday,FROM_HOME,Y25H6280319P03S01,525,Manningham (C),TO_EDUCATION,Y25H6280319P03S01,535.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,3.21349,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.21349,10.0,379.987699205,MELB - Middle,Greater Melbourne
Y25H6280319,Y25H6280319P04,Y25H6280319P04JTE039,Weekday,FROM_HOME,Y25H6280319P04S01,525,Manningham (C),TO_EDUCATION,Y25H6280319P04S01,535.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,3.21349,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.21349,10.0,318.220146148,MELB - Middle,Greater Melbourne
Y25H6280326,Y25H6280326P03,Y25H6280326P03JTE040,Weekday,FROM_HOME,Y25H6280326P03S01,466,Manningham (C),TO_EDUCATION,Y25H6280326P03S02,489.0,Boroondara (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,466.0,481.0,,,,,,,,,,,,,,481.0,489.0,,,,,,,,,,,,,,17.42805,0.72031,,,,,,,,,,,,,,15.0,8.0,,,,,,,,,,,,,,Vehicle Passenger,23,18.14836,23.0,376.660994013,MELB - Middle,Greater Melbourne
Y25H6280339,Y25H6280339P05,Y25H6280339P05JTE041,Weekday,FROM_HOME,Y25H6280339P05S01,460,Manningham (C),TO_EDUCATION,Y25H6280339P05S02,490.0,Maroondah (C),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,460.0,480.0,,,,,,,,,,,,,,465.0,490.0,,,,,,,,,,,,,,1.76986,8.27925,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,School Bus,15,10.04911,30.0,236.699856844,MELB - Middle,Greater Melbourne
Y25H6280408,Y25H6280408P02,Y25H6280408P02JTE042,Weekday,FROM_HOME,Y25H6280408P02S01,525,Banyule (C),TO_EDUCATION,Y25H6280408P02S01,538.0,Banyule (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,0.36301,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,Walking,13,0.36301,13.0,803.293770797,MELB - Middle,Greater Melbourne
Y25H6280417,Y25H6280417P03,Y25H6280417P03JTE043,Weekday,FROM_HOME,Y25H6280417P03S01,495,Banyule (C),TO_EDUCATION,Y25H6280417P03S02,520.0,Banyule (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,510.0,,,,,,,,,,,,,,496.0,520.0,,,,,,,,,,,,,,0.54221,0.47728,,,,,,,,,,,,,,1.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,11,1.01949,25.0,1159.786730822,MELB - Middle,Greater Melbourne
Y25H6290208,Y25H6290208P03,Y25H6290208P03JTE044,Weekday,FROM_HOME,Y25H6290208P03S01,500,Cardinia (S),TO_EDUCATION,Y25H6290208P03S01,510.0,Cardinia (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.78928,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.78928,10.0,1600.136276743,MELB - Outer,Greater Melbourne
Y25H6290211,Y25H6290211P03,Y25H6290211P03JTE045,Weekday,FROM_HOME,Y25H6290211P03S01,490,Cardinia (S),TO_EDUCATION,Y25H6290211P03S01,505.0,Cardinia (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,3.28532,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,3.28532,15.0,1215.686701725,MELB - Outer,Greater Melbourne
Y25H6290211,Y25H6290211P04,Y25H6290211P04JTE046,Weekday,FROM_HOME,Y25H6290211P04S01,490,Cardinia (S),TO_EDUCATION,Y25H6290211P04S01,505.0,Cardinia (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,3.28532,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,3.28532,15.0,1228.739455107,MELB - Outer,Greater Melbourne
Y25H6290301,Y25H6290301P01,Y25H6290301P01JTE047,Weekday,FROM_HOME,Y25H6290301P01S01,767,Whitehorse (C),TO_EDUCATION,Y25H6290301P01S01,769.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,767.0,,,,,,,,,,,,,,,769.0,,,,,,,,,,,,,,,0.2172,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Driver,2,0.2172,2.0,400.536482271,MELB - Middle,Greater Melbourne
Y25H6290339,Y25H6290339P02,Y25H6290339P02JTE048,Weekday,FROM_HOME,Y25H6290339P02S01,510,Whitehorse (C),TO_EDUCATION,Y25H6290339P02S01,513.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,0.93421,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.93421,3.0,705.86143034,MELB - Middle,Greater Melbourne
Y25H6290340,Y25H6290340P03,Y25H6290340P03JTE049,Weekday,FROM_HOME,Y25H6290340P03S01,480,Whitehorse (C),TO_EDUCATION,Y25H6290340P03S01,495.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,8.47564,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,8.47564,15.0,661.690720067,MELB - Middle,Greater Melbourne
Y25H6290402,Y25H6290402P03,Y25H6290402P03JTE050,Weekday,FROM_HOME,Y25H6290402P03S01,510,Banyule (C),TO_EDUCATION,Y25H6290402P03S01,525.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,8.57079,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,8.57079,15.0,1356.172605854,MELB - Middle,Greater Melbourne
Y25H6290402,Y25H6290402P04,Y25H6290402P04JTE051,Weekday,FROM_HOME,Y25H6290402P04S01,510,Banyule (C),TO_EDUCATION,Y25H6290402P04S01,525.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,8.57079,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,8.57079,15.0,3486.36458724,MELB - Middle,Greater Melbourne
Y25H6290411,Y25H6290411P03,Y25H6290411P03JTE052,Weekday,FROM_HOME,Y25H6290411P03S01,510,Banyule (C),TO_EDUCATION,Y25H6290411P03S01,525.0,Banyule (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.82283,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,School Bus,15,2.82283,15.0,1037.232571286,MELB - Middle,Greater Melbourne
Y25H6290411,Y25H6290411P04,Y25H6290411P04JTE053,Weekday,FROM_HOME,Y25H6290411P04S01,510,Banyule (C),TO_EDUCATION,Y25H6290411P04S01,525.0,Banyule (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.82283,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,School Bus,15,2.82283,15.0,1037.232571286,MELB - Middle,Greater Melbourne
Y25H6290438,Y25H6290438P01,Y25H6290438P01JTE054,Weekday,FROM_HOME,Y25H6290438P01S01,600,Darebin (C),TO_EDUCATION,Y25H6290438P01S01,645.0,Melbourne (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,12.05002,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Bicycle,45,12.05002,45.0,3281.345277404,MELB - Middle,Greater Melbourne
Y25H6300133,Y25H6300133P03,Y25H6300133P03JTE055,Weekday,FROM_HOME,Y25H6300133P03S01,510,Casey (C),TO_EDUCATION,Y25H6300133P03S01,520.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.82956,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.82956,10.0,627.175974395,MELB - Outer,Greater Melbourne
Y25H6300133,Y25H6300133P04,Y25H6300133P04JTE056,Weekday,FROM_HOME,Y25H6300133P04S01,506,Casey (C),TO_EDUCATION,Y25H6300133P04S01,509.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,0.82956,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.82956,3.0,626.524049259,MELB - Outer,Greater Melbourne
Y25H6300133,Y25H6300133P05,Y25H6300133P05JTE057,Weekday,FROM_HOME,Y25H6300133P05S01,510,Casey (C),TO_EDUCATION,Y25H6300133P05S01,520.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.82956,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.82956,10.0,838.150157228,MELB - Outer,Greater Melbourne
Y25H6300201,Y25H6300201P04,Y25H6300201P04JTE058,Weekday,FROM_HOME,Y25H6300201P04S01,540,Whitehorse (C),TO_EDUCATION,Y25H6300201P04S01,590.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,16.10262,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,16.10262,50.0,550.482353593,MELB - Middle,Greater Melbourne
Y25H6300203,Y25H6300203P04,Y25H6300203P04JTE059,Weekday,FROM_HOME,Y25H6300203P04S01,510,Whitehorse (C),TO_EDUCATION,Y25H6300203P04S01,512.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,0.91858,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.91858,2.0,676.463475625,MELB - Middle,Greater Melbourne
Y25H6300223,Y25H6300223P05,Y25H6300223P05JTE060,Weekday,FROM_HOME,Y25H6300223P05S01,495,Whitehorse (C),TO_EDUCATION,Y25H6300223P05S01,525.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,10.29103,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,10.29103,30.0,1703.561114506,MELB - Middle,Greater Melbourne
Y25H6300224,Y25H6300224P04,Y25H6300224P04JTE061,Weekday,FROM_HOME,Y25H6300224P04S01,530,Whitehorse (C),TO_EDUCATION,Y25H6300224P04S01,535.0,Whitehorse (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,3.59572,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,3.59572,5.0,1575.394487683,MELB - Middle,Greater Melbourne
Y25H6300224,Y25H6300224P05,Y25H6300224P05JTE062,Weekday,FROM_HOME,Y25H6300224P05S01,510,Whitehorse (C),TO_EDUCATION,Y25H6300224P05S01,535.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,13.70234,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,13.70234,25.0,1738.306666811,MELB - Middle,Greater Melbourne
Y25H6300224,Y25H6300224P06,Y25H6300224P06JTE063,Weekday,FROM_HOME,Y25H6300224P06S01,510,Whitehorse (C),TO_EDUCATION,Y25H6300224P06S01,535.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,13.70234,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,13.70234,25.0,1737.246911677,MELB - Middle,Greater Melbourne
Y25H6300233,Y25H6300233P03,Y25H6300233P03JTE064,Weekday,FROM_HOME,Y25H6300233P03S01,480,Whitehorse (C),TO_EDUCATION,Y25H6300233P03S03,520.0,Monash (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,480.0,490.0,510.0,,,,,,,,,,,,,485.0,510.0,520.0,,,,,,,,,,,,,0.3952,8.56809,1.41204,,,,,,,,,,,,,5.0,20.0,10.0,,,,,,,,,,,,,Public Bus,35,10.37533,40.0,797.614230931,MELB - Middle,Greater Melbourne
Y25H6300411,Y25H6300411P03,Y25H6300411P03JTE065,Weekday,FROM_HOME,Y25H6300411P03S01,456,Hume (C),TO_EDUCATION,Y25H6300411P03S03,530.0,Melbourne (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,456.0,470.0,529.0,,,,,,,,,,,,,468.0,529.0,530.0,,,,,,,,,,,,,2.305,35.90123,0.13589,,,,,,,,,,,,,12.0,59.0,1.0,,,,,,,,,,,,,Train,72,38.34212,74.0,1031.987334586,MELB - Outer,Greater Melbourne
Y25H6300412,Y25H6300412P03,Y25H6300412P03JTE066,Weekday,FROM_HOME,Y25H6300412P03S01,470,Hume (C),TO_EDUCATION,Y25H6300412P03S01,480.0,Hume (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,0.23119,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.23119,10.0,1584.553431992,MELB - Outer,Greater Melbourne
Y25H6300423,Y25H6300423P03,Y25H6300423P03JTE067,Weekday,FROM_HOME,Y25H6300423P03S01,390,Hume (C),TO_EDUCATION,Y25H6300423P03S05,503.0,Melbourne (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,390.0,394.0,439.0,450.0,495.0,,,,,,,,,,,394.0,439.0,441.0,495.0,503.0,,,,,,,,,,,0.43664,11.07793,0.15311,28.89287,0.72182,,,,,,,,,,,4.0,45.0,2.0,45.0,8.0,,,,,,,,,,,Train,104,41.28237,113.0,1688.191524465,MELB - Outer,Greater Melbourne
Y25H6300423,Y25H6300423P04,Y25H6300423P04JTE068,Weekday,FROM_HOME,Y25H6300423P04S01,450,Hume (C),TO_EDUCATION,Y25H6300423P04S01,480.0,Mitchell (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,18.61934,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,18.61934,30.0,2462.961425562,MELB - Outer,Greater Melbourne
Y25H6300423,Y25H6300423P05,Y25H6300423P05JTE069,Weekday,FROM_HOME,Y25H6300423P05S01,450,Hume (C),TO_EDUCATION,Y25H6300423P05S01,480.0,Mitchell (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,18.61934,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,18.61934,30.0,1645.839838723,MELB - Outer,Greater Melbourne
Y25H6300424,Y25H6300424P03,Y25H6300424P03JTE070,Weekday,FROM_HOME,Y25H6300424P03S01,485,Hume (C),TO_EDUCATION,Y25H6300424P03S02,530.0,Hume (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,485.0,520.0,,,,,,,,,,,,,,518.0,530.0,,,,,,,,,,,,,,21.82604,2.46625,,,,,,,,,,,,,,33.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,43,24.29229,45.0,1462.991120555,MELB - Outer,Greater Melbourne
Y25H6300424,Y25H6300424P04,Y25H6300424P04JTE071,Weekday,FROM_HOME,Y25H6300424P04S01,485,Hume (C),TO_EDUCATION,Y25H6300424P04S01,518.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,21.82604,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,Vehicle Passenger,33,21.82604,33.0,553.259209526,MELB - Outer,Greater Melbourne
Y25H6300429,Y25H6300429P03,Y25H6300429P03JTE072,Weekday,FROM_HOME,Y25H6300429P03S01,510,Hume (C),TO_EDUCATION,Y25H6300429P03S01,512.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,1.35181,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.35181,2.0,688.374381213,MELB - Outer,Greater Melbourne
Y25H6300429,Y25H6300429P04,Y25H6300429P04JTE073,Weekday,FROM_HOME,Y25H6300429P04S01,510,Hume (C),TO_EDUCATION,Y25H6300429P04S01,512.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,1.35181,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.35181,2.0,3459.762407066,MELB - Outer,Greater Melbourne
Y25H6310105,Y25H6310105P03,Y25H6310105P03JTE074,Weekday,FROM_HOME,Y25H6310105P03S01,496,Mornington Peninsula (S),TO_EDUCATION,Y25H6310105P03S02,530.0,Mornington Peninsula (S),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Social,Education,,,,,,,,,,,,,,Entertainment venue,Place of education,,,,,,,,,,,,,,496.0,528.0,,,,,,,,,,,,,,499.0,530.0,,,,,,,,,,,,,,1.54803,1.5725,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,Vehicle Passenger,5,3.12053,34.0,3470.710794495,MELB - Outer,Greater Melbourne
Y25H6310205,Y25H6310205P03,Y25H6310205P03JTE075,Weekday,FROM_HOME,Y25H6310205P03S01,465,Greater Dandenong (C),TO_EDUCATION,Y25H6310205P03S01,480.0,Greater Dandenong (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,1.53048,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,1.53048,15.0,863.861672258,MELB - Middle,Greater Melbourne
Y25H6310209,Y25H6310209P03,Y25H6310209P03JTE076,Weekday,FROM_HOME,Y25H6310209P03S01,480,Greater Dandenong (C),TO_EDUCATION,Y25H6310209P03S01,485.0,Greater Dandenong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,1.59251,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.59251,5.0,665.569584946,MELB - Middle,Greater Melbourne
Y25H6310209,Y25H6310209P04,Y25H6310209P04JTE077,Weekday,FROM_HOME,Y25H6310209P04S01,510,Greater Dandenong (C),TO_EDUCATION,Y25H6310209P04S01,520.0,Greater Dandenong (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.43482,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.43482,10.0,793.381373016,MELB - Middle,Greater Melbourne
Y25H6310210,Y25H6310210P03,Y25H6310210P03JTE078,Weekday,FROM_HOME,Y25H6310210P03S01,495,Greater Dandenong (C),TO_EDUCATION,Y25H6310210P03S01,505.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,3.92751,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.92751,10.0,662.110164941,MELB - Middle,Greater Melbourne
Y25H6310210,Y25H6310210P04,Y25H6310210P04JTE079,Weekday,FROM_HOME,Y25H6310210P04S01,525,Greater Dandenong (C),TO_EDUCATION,Y25H6310210P04S01,527.0,Greater Dandenong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,0.41183,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.41183,2.0,902.365070015,MELB - Middle,Greater Melbourne
Y25H6310216,Y25H6310216P03,Y25H6310216P03JTE080,Weekday,FROM_HOME,Y25H6310216P03S01,500,Greater Dandenong (C),TO_EDUCATION,Y25H6310216P03S01,505.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,1.55449,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Driver,5,1.55449,5.0,1322.637882941,MELB - Middle,Greater Melbourne
Y25H6310216,Y25H6310216P04,Y25H6310216P04JTE081,Weekday,FROM_HOME,Y25H6310216P04S01,475,Greater Dandenong (C),TO_EDUCATION,Y25H6310216P04S01,480.0,Greater Dandenong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,1.55449,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.55449,5.0,959.350190184,MELB - Middle,Greater Melbourne
Y25H6310216,Y25H6310216P05,Y25H6310216P05JTE082,Weekday,FROM_HOME,Y25H6310216P05S01,475,Greater Dandenong (C),TO_EDUCATION,Y25H6310216P05S02,495.0,Knox (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,475.0,480.0,,,,,,,,,,,,,,480.0,495.0,,,,,,,,,,,,,,1.55449,5.4229,,,,,,,,,,,,,,5.0,15.0,,,,,,,,,,,,,,Vehicle Passenger,20,6.97739,20.0,765.584501705,MELB - Middle,Greater Melbourne
