tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6550140P02T02,Y25H6550140,Y25H6550140P02,2,10,610,10,634,Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),Place of work,Another workplace or site,Work Related,Employers Business,Port Phillip (C),24,24,10.79156,Vehicle Driver,Work Related,165,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.79156,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T03,Y25H6550140,Y25H6550140P02,3,13,799,13,816,Place of work,Another workplace or site,Work Related,Employers Business,Port Phillip (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Melbourne (C),17,17,4.56758,Vehicle Driver,Social,37,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.56758,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T04,Y25H6550140,Y25H6550140P02,4,14,853,14,884,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Melbourne (C),Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Yarra (C),31,31,6.95581,Vehicle Driver,Buy Something,11,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.95581,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T05,Y25H6550140,Y25H6550140P02,5,14,895,15,912,Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Yarra (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),17,17,4.51651,Vehicle Driver,Work Related,179,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.51651,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T06,Y25H6550140,Y25H6550140P02,6,18,1091,18,1109,Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),18,18,7.5624,Vehicle Driver,Work Related,14,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.5624,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T07,Y25H6550140,Y25H6550140P02,7,18,1123,18,1137,Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),14,14,6.03915,Vehicle Driver,Work Related,116,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.03915,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T08,Y25H6550140,Y25H6550140P02,8,20,1253,21,1272,Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),Accommodation,Survey Home,At Home,Go home,Casey (C),19,19,30.61821,Vehicle Driver,Work Related,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30.61821,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
Y25H6550142P01T01,Y25H6550142,Y25H6550142P01,1,13,808,13,825,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Petrol Station,Buy Something,Bought something,Casey (C),17,17,21.49712,Vehicle Driver,Buy Something,4,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21.49712,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,506.657195854,616.028443094,0.0,495.9715501,502.264595759,483.990197331,476.249276497,745.373084661,468.944612706,516.968947128,583.833919428,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P01T02,Y25H6550142,Y25H6550142P01,2,13,829,13,832,Retail venue,Petrol Station,Buy Something,Bought something,Casey (C),Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),3,3,2.0511,Vehicle Driver,Social,199,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.0511,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,506.657195854,616.028443094,0.0,495.9715501,502.264595759,483.990197331,476.249276497,745.373084661,468.944612706,516.968947128,583.833919428,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P01T03,Y25H6550142,Y25H6550142P01,3,17,1031,17,1053,Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),22,22,22.93383,Vehicle Driver,Social,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22.93383,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,506.657195854,616.028443094,0.0,495.9715501,502.264595759,483.990197331,476.249276497,745.373084661,468.944612706,516.968947128,583.833919428,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P02T01,Y25H6550142,Y25H6550142P02,1,13,808,13,825,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Petrol Station,Buy Something,Bought something,Casey (C),17,17,21.49712,Vehicle Passenger,Buy Something,4,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21.49712,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1458.0644613,1686.505917147,0.0,1482.745671663,1609.689621391,1306.615877803,1496.664573694,2856.71763428,1641.465141692,1457.577216562,1302.844096806,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P02T02,Y25H6550142,Y25H6550142P02,2,13,829,13,832,Retail venue,Petrol Station,Buy Something,Bought something,Casey (C),Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),3,3,2.0511,Vehicle Passenger,Social,199,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.0511,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1458.0644613,1686.505917147,0.0,1482.745671663,1609.689621391,1306.615877803,1496.664573694,2856.71763428,1641.465141692,1457.577216562,1302.844096806,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P02T03,Y25H6550142,Y25H6550142P02,3,17,1031,17,1053,Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),22,22,22.93383,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22.93383,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1458.0644613,1686.505917147,0.0,1482.745671663,1609.689621391,1306.615877803,1496.664573694,2856.71763428,1641.465141692,1457.577216562,1302.844096806,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P03T01,Y25H6550142,Y25H6550142P03,1,13,808,13,825,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Casey (C),17,17,21.49712,Vehicle Passenger,Accompany Someone,4,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21.49712,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,858.027262898,1189.521280844,0.0,884.871846096,860.579176476,843.229756305,864.268607822,1126.762980976,947.345650108,812.934479579,864.997423524,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P03T02,Y25H6550142,Y25H6550142P03,2,13,829,13,832,Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Casey (C),Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),3,3,2.0511,Vehicle Passenger,Social,199,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.0511,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,858.027262898,1189.521280844,0.0,884.871846096,860.579176476,843.229756305,864.268607822,1126.762980976,947.345650108,812.934479579,864.997423524,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P03T03,Y25H6550142,Y25H6550142P03,3,17,1031,17,1053,Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),22,22,22.93383,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22.93383,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,858.027262898,1189.521280844,0.0,884.871846096,860.579176476,843.229756305,864.268607822,1126.762980976,947.345650108,812.934479579,864.997423524,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P04T01,Y25H6550142,Y25H6550142P04,1,13,808,13,825,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Casey (C),17,17,21.49712,Vehicle Passenger,Accompany Someone,4,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21.49712,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,811.517796052,1194.173493713,0.0,849.533093759,771.476770368,828.333820384,797.928991742,1142.75516826,798.866178019,800.524131611,869.774041701,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P04T02,Y25H6550142,Y25H6550142P04,2,13,829,13,832,Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Casey (C),Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),3,3,2.0511,Vehicle Passenger,Social,199,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.0511,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,811.517796052,1194.173493713,0.0,849.533093759,771.476770368,828.333820384,797.928991742,1142.75516826,798.866178019,800.524131611,869.774041701,MELB - Outer,Greater Melbourne,Weekend
Y25H6550142P04T03,Y25H6550142,Y25H6550142P04,3,17,1031,17,1053,Accommodation,Someone Elses Home,Social,Visited someone,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),22,22,22.93383,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22.93383,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,811.517796052,1194.173493713,0.0,849.533093759,771.476770368,828.333820384,797.928991742,1142.75516826,798.866178019,800.524131611,869.774041701,MELB - Outer,Greater Melbourne,Weekend
Y25H6550203P02T01,Y25H6550203,Y25H6550203P02,1,8,480,8,485,Accommodation,Survey Home,At Home,Go home,Knox (C),Retail venue,Shopping Centre,Buy Something,Bought something,Knox (C),5,5,0.26407,Walking,Buy Something,10,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.26407,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,760.834038109,717.129559355,727.693000315,1108.512379916,0.0,768.857043383,758.996807514,765.237004449,1060.25825461,848.235329631,973.626034213,MELB - Middle,Greater Melbourne,Weekday
Y25H6550203P02T02,Y25H6550203,Y25H6550203P02,2,8,495,8,500,Retail venue,Shopping Centre,Buy Something,Bought something,Knox (C),Accommodation,Survey Home,At Home,Go home,Knox (C),5,5,0.26407,Walking,Buy Something,999,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.26407,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,760.834038109,717.129559355,727.693000315,1108.512379916,0.0,768.857043383,758.996807514,765.237004449,1060.25825461,848.235329631,973.626034213,MELB - Middle,Greater Melbourne,Weekday
