POW_LGA_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
LGA23670,1380,179,0,1562,51,25,0,77,3,1973,86,85,0,174,268,100,0,372,41,37,0,83,4,627,120,334,0,455,162,270,0,434,43,122,3,166,20,1082,513,629,0,1138,2489,588,0,3080,1864,199,3,2066,32,6322,0,0,0,0,0,0,0,0,60,0,0,60,0,60,0,0,0,0,0,0,0,0,63,0,0,63,0,67,5,3,0,8,0,0,0,0,84,0,0,84,0,91,5,4,0,9,35,0,0,35,37,0,0,37,0,82,0,7,0,6,64,5,0,66,0,0,0,0,0,77,16,23,0,38,176,28,0,212,6,6,0,8,8,257,17,15,0,32,27,16,0,41,3,6,0,6,6,82,13,43,0,57,23,25,0,46,9,12,0,22,18,149,57,89,0,151,325,73,0,399,256,21,0,281,29,858,0,0,0,0,0,0,0,0,345,0,0,345,4,346,8,5,0,14,0,0,0,0
LGA23810,286,46,0,337,6,6,0,11,5,453,13,35,0,56,65,55,0,119,4,3,0,9,3,180,43,174,0,220,87,157,0,244,11,63,0,74,55,595,137,332,0,467,567,276,0,839,973,83,4,1059,78,2443,0,0,0,0,0,0,0,0,28,0,0,26,0,29,0,0,0,0,0,0,0,0,35,0,0,40,0,40,0,4,0,8,0,0,0,0,34,0,0,34,0,41,4,3,0,9,6,0,0,8,24,0,0,24,0,38,6,0,0,3,10,0,0,10,0,0,0,0,0,14,0,15,0,20,30,12,0,37,0,4,0,4,4,68,4,12,0,16,16,10,0,25,0,0,0,3,0,46,5,27,0,33,8,19,0,31,3,7,0,7,28,98,26,65,0,88,76,41,0,111,126,16,0,139,42,381,0,0,0,0,0,0,0,0,248,5,0,250,4,255,4,5,0,11,0,0,0,0
LGA23940,15,8,0,22,0,0,0,0,0,19,3,4,0,5,0,0,0,0,0,3,0,3,0,11,3,11,0,13,4,7,0,11,5,5,0,3,11,45,8,23,0,30,23,19,0,39,60,3,0,61,8,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,10,0,5,0,9,8,4,0,10,9,0,0,8,5,27,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0
LGA24130,268,53,0,320,0,8,0,7,4,387,16,23,0,33,24,10,0,35,7,8,0,11,0,82,21,91,4,110,34,92,0,131,3,29,0,37,14,290,84,161,4,252,500,158,0,659,628,46,0,676,24,1602,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,34,0,0,34,0,40,0,0,0,0,0,0,0,0,44,0,0,44,0,46,0,4,0,3,6,0,0,6,11,0,0,11,0,20,8,0,0,9,21,0,0,17,0,0,0,0,0,26,4,3,0,11,44,3,0,48,3,0,0,0,4,68,0,0,0,4,7,0,0,11,0,0,0,0,0,12,9,4,0,11,5,16,0,25,0,0,0,6,12,51,16,19,0,33,80,18,0,105,119,8,0,132,16,284,0,0,0,0,0,0,0,0,133,0,0,133,0,133,0,6,0,6,0,0,0,0
LGA24210,1291,189,0,1477,30,19,0,41,5,1701,68,58,0,130,224,61,0,289,36,34,0,66,4,492,98,204,0,301,125,144,0,269,36,125,5,169,22,763,309,351,4,658,2246,423,5,2671,1095,179,4,1274,31,4645,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,0,0,0,0,0,54,0,0,54,0,54,0,0,0,0,0,0,0,0,80,0,0,80,0,85,0,0,0,3,24,4,0,26,59,0,0,59,0,86,4,0,0,11,66,3,0,69,3,0,0,3,0,73,18,11,0,22,207,19,0,226,6,3,0,9,3,266,7,7,0,15,39,12,0,48,6,0,0,8,6,73,15,14,0,29,12,23,0,38,6,12,0,15,9,95,49,32,0,79,349,52,4,406,232,15,0,253,24,754,0,0,0,0,0,0,0,0,187,0,0,187,0,187,0,0,0,0,0,0,0,0
LGA24250,11,0,0,19,0,0,0,4,0,23,0,9,0,11,4,3,0,3,0,0,0,0,0,17,5,25,0,33,5,12,0,16,0,14,0,14,8,73,11,47,0,55,19,25,0,46,105,20,0,123,8,234,0,0,0,0,0,0,0,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,0,8,0,0,8,0,9,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,3,0,3,0,4,0,4,0,0,0,0,10,7,3,5,0,8,12,6,0,12,34,0,0,34,12,63,0,0,0,0,0,0,0,0,31,0,0,31,3,34,0,0,0,0,0,0,0,0
LGA24330,1392,195,0,1587,48,20,0,70,8,1898,125,102,0,228,344,112,0,461,52,32,0,89,7,782,148,195,0,346,216,242,0,458,68,124,0,195,29,1028,462,407,0,874,2440,586,0,3028,921,186,3,1112,41,5059,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,49,0,0,49,0,49,0,0,0,0,0,0,0,0,70,0,0,70,0,74,0,0,0,5,36,4,0,38,24,0,0,24,0,69,7,4,0,13,69,3,0,70,0,0,0,0,4,83,25,11,0,37,235,26,5,270,4,0,0,12,10,324,18,9,0,24,54,15,3,64,7,5,0,10,14,117,13,26,0,40,29,30,0,62,3,22,0,26,26,157,64,56,0,117,422,78,3,505,188,30,0,216,52,894,0,0,0,0,0,0,0,0,162,0,0,162,0,162,0,0,0,3,0,0,0,0
LGA24410,1151,198,4,1352,46,32,0,78,3,1703,72,67,0,136,159,94,0,255,18,25,0,50,0,440,98,252,3,354,122,216,0,334,22,103,0,126,27,843,396,487,3,887,1955,550,5,2507,1579,166,0,1753,31,5181,0,0,0,0,0,0,0,0,37,0,0,37,0,37,0,0,0,0,0,0,0,0,63,0,0,63,0,63,0,0,0,0,0,0,0,0,86,0,0,86,0,92,5,5,0,13,18,0,0,19,50,0,0,50,0,79,0,6,0,5,52,6,0,60,3,0,0,3,0,68,21,21,0,35,164,23,0,184,0,5,0,4,3,238,4,11,0,20,33,9,0,40,0,0,0,0,4,66,10,25,0,33,16,32,0,52,4,10,0,15,16,120,43,68,0,115,281,71,0,357,241,16,0,254,26,760,0,0,0,0,0,0,0,0,304,0,0,304,0,304,8,6,0,7,0,0,0,0
LGA24600,8094,1241,4,9335,303,192,0,496,26,11172,818,653,4,1473,2841,1065,0,3906,321,317,0,645,15,6050,913,1548,0,2463,1723,2410,11,4142,270,728,5,1003,105,7714,2724,2718,5,5453,14477,4821,15,19310,1879,1253,7,3141,161,28087,0,0,0,0,0,0,0,0,68,0,0,68,0,65,3,0,0,4,0,0,0,0,116,0,0,116,0,126,0,4,0,5,0,0,0,0,136,0,0,136,0,147,16,0,0,20,168,8,0,173,95,0,0,92,5,294,34,14,0,47,410,31,0,439,7,4,0,8,4,501,193,82,0,272,1861,228,0,2092,58,34,0,89,35,2495,137,101,0,240,545,217,5,758,52,60,0,109,41,1153,187,267,0,457,310,560,0,874,72,143,0,214,189,1740,572,476,0,1042,3297,1035,6,4337,598,235,0,837,274,6514,0,0,0,0,0,0,0,0,229,0,0,229,0,231,9,9,0,18,0,0,0,0
LGA24650,734,107,0,847,68,29,0,94,3,1191,77,71,0,148,185,47,0,235,45,31,0,72,0,461,101,209,0,309,124,133,0,260,57,90,0,142,18,726,405,391,3,802,1498,319,0,1819,1472,154,0,1632,26,4279,0,0,0,0,0,0,0,0,29,0,0,29,0,29,0,0,0,0,0,0,0,0,57,0,0,57,0,60,0,0,0,5,0,0,0,0,71,0,0,71,0,75,7,0,0,7,24,0,0,24,16,0,0,16,0,47,3,3,0,8,23,3,0,27,0,0,0,0,0,31,14,19,0,32,99,13,0,112,7,4,0,10,5,162,3,4,0,12,24,13,0,35,3,5,0,5,3,60,12,26,0,37,8,19,0,29,12,15,0,21,24,112,42,62,0,100,179,44,0,226,199,23,0,223,39,585,0,0,0,0,0,0,0,0,289,0,0,289,0,288,5,8,0,8,4,0,0,0
LGA24780,97,31,0,128,4,6,0,12,6,221,18,24,0,41,24,21,0,46,5,9,0,10,0,104,38,121,3,158,48,66,0,114,13,36,3,54,45,372,111,206,3,321,208,132,0,336,730,54,3,789,63,1508,0,0,0,0,0,0,0,0,20,0,0,20,3,23,0,0,0,0,0,0,0,0,19,0,0,19,0,24,0,0,0,0,0,0,0,0,30,0,0,30,3,32,0,0,0,4,0,0,0,0,16,0,0,16,4,29,0,5,0,6,9,0,0,9,0,0,0,0,0,10,0,7,0,11,12,6,0,11,3,3,0,3,6,32,3,9,0,8,3,7,0,13,0,4,0,6,3,30,6,23,0,30,10,11,0,21,10,6,0,19,28,101,19,40,0,56,36,18,0,54,105,14,0,118,50,282,0,0,0,0,0,0,0,0,170,0,0,170,0,174,4,8,0,16,0,0,0,0
LGA24850,159,23,0,188,7,9,0,16,4,269,14,13,0,26,17,10,0,31,5,4,0,14,0,74,20,79,0,99,32,65,0,98,11,36,0,43,13,263,74,155,4,228,282,106,0,393,575,48,0,627,31,1275,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,5,0,5,0,0,0,0,24,0,0,24,0,22,0,0,0,0,0,0,0,0,23,0,0,23,0,20,0,0,0,0,9,0,0,9,9,0,0,9,0,17,0,0,0,0,12,0,0,11,0,0,0,0,0,12,8,9,0,15,30,4,0,31,0,0,0,0,9,59,3,3,0,6,3,3,0,9,0,4,0,4,0,15,6,16,0,19,3,12,0,18,0,5,0,3,9,60,17,33,0,50,55,21,0,76,73,9,0,83,23,231,0,0,0,0,0,0,0,0,139,0,0,139,0,140,0,0,0,0,0,0,0,0
LGA24900,37,13,0,48,3,4,0,6,4,92,3,14,0,16,9,13,0,23,3,0,0,6,0,46,21,66,0,84,14,47,0,60,0,16,0,24,16,185,51,117,0,167,82,75,3,165,381,26,0,407,27,765,0,0,0,0,0,0,0,0,11,0,0,11,0,13,0,0,0,0,0,0,0,0,18,0,0,18,0,23,0,3,0,3,0,0,0,0,16,0,0,19,0,23,0,0,0,0,8,0,0,8,6,0,0,6,0,15,0,0,0,0,12,0,0,12,0,0,0,0,0,12,0,0,0,4,7,3,0,12,0,0,0,0,0,15,3,6,0,10,3,0,0,6,0,0,0,0,6,17,3,0,0,7,3,3,0,7,0,0,0,3,11,29,6,14,0,24,28,10,0,35,52,3,0,57,21,130,0,0,0,0,0,0,0,0,91,0,0,91,0,92,0,6,0,6,0,0,0,0
LGA24970,3174,348,3,3522,98,67,0,166,0,4123,230,155,0,380,888,282,0,1172,95,76,0,168,5,1719,255,491,0,746,569,578,0,1139,110,252,0,369,34,2291,855,836,3,1693,5839,1255,7,7096,1681,399,0,2077,40,10915,0,0,0,0,0,0,0,0,33,0,0,33,0,33,0,0,0,0,0,0,0,0,70,0,0,70,0,70,4,0,0,6,0,0,0,0,79,0,0,79,0,78,10,0,0,5,50,0,0,50,40,0,0,34,0,94,4,3,0,16,80,0,0,84,4,0,0,4,4,100,49,30,0,76,392,32,0,424,15,10,0,23,8,531,21,19,0,42,97,33,0,131,16,3,0,21,6,204,28,72,3,105,65,73,3,144,17,35,0,51,45,343,110,135,4,247,683,146,3,830,268,48,0,318,63,1456,0,0,0,0,0,0,0,0,272,0,0,277,0,277,7,0,0,7,0,0,0,0
LGA25060,1295,159,0,1455,47,29,0,70,4,1747,99,69,0,164,263,85,0,347,37,23,0,67,0,579,121,200,0,320,172,166,0,336,46,99,0,146,23,830,421,363,0,788,2407,441,0,2848,1288,158,0,1450,29,5123,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0,74,0,0,74,0,74,0,0,0,0,0,0,0,0,66,0,0,66,0,65,5,0,0,5,35,0,0,33,44,0,0,44,0,77,3,5,0,5,61,4,0,61,0,0,0,0,0,68,26,16,0,43,195,15,0,209,8,6,0,12,3,267,18,12,0,28,36,15,0,51,7,4,0,7,0,89,19,33,0,49,21,30,0,50,5,15,0,18,21,139,67,67,6,128,341,61,0,411,222,18,0,242,31,813,0,0,0,0,0,0,0,0,246,0,0,246,0,246,8,4,0,11,0,0,0,0
LGA25150,123,19,0,151,7,4,0,11,0,190,14,6,0,22,34,8,0,44,8,0,0,11,0,75,20,44,0,67,24,53,0,73,10,21,0,34,20,197,68,83,0,151,262,90,0,356,397,32,0,425,15,955,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,6,0,0,0,0,13,0,0,13,0,11,0,0,0,0,8,0,0,8,6,0,0,6,0,15,0,0,0,0,3,0,0,3,0,0,0,0,0,8,6,0,0,8,24,3,0,26,0,0,0,0,0,35,0,0,0,0,6,0,0,6,0,0,0,0,0,8,3,7,0,13,6,14,0,16,3,9,0,8,4,43,11,15,0,27,43,17,0,61,47,5,0,55,9,154,0,0,0,0,0,0,0,0,93,0,0,93,0,96,0,0,0,6,0,0,0,0
LGA25250,1237,185,3,1422,59,24,0,79,11,1828,151,96,0,240,415,123,0,544,48,57,0,103,4,894,174,292,0,469,288,301,0,584,68,130,5,198,33,1287,581,524,0,1111,2356,634,3,2996,935,209,5,1152,55,5305,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,26,0,0,26,0,26,0,0,0,0,0,0,0,0,34,0,0,34,0,32,3,0,0,4,11,0,0,11,23,0,0,23,0,42,0,0,0,4,33,0,0,38,0,0,0,0,0,43,23,23,0,44,163,17,0,180,4,4,0,9,3,245,14,9,0,23,58,16,0,77,8,3,0,15,0,122,16,35,0,52,40,30,0,76,12,19,0,30,21,174,56,73,0,134,310,71,0,375,121,27,0,149,26,691,0,0,0,0,0,0,0,0,135,0,0,135,3,142,4,3,0,4,0,0,0,0
LGA25340,1040,165,3,1212,23,32,0,50,11,1533,65,84,0,151,151,75,0,223,27,27,0,52,9,438,120,354,0,477,152,279,0,432,26,149,4,176,75,1160,437,650,8,1086,1819,558,5,2377,2115,219,4,2329,105,5907,0,0,0,0,0,0,0,0,82,0,0,77,0,81,0,0,0,5,0,0,0,0,110,0,0,111,0,113,0,0,0,4,0,0,0,0,157,0,0,157,0,156,4,9,0,9,35,0,0,36,78,0,0,78,3,135,14,9,0,21,55,0,0,55,6,3,0,8,0,80,39,28,0,65,212,24,0,237,3,4,0,9,11,324,3,9,0,21,26,15,0,41,0,4,0,4,4,68,19,63,0,77,23,34,0,59,0,20,0,26,33,195,82,114,3,193,349,79,0,428,438,33,0,467,51,1155,5,0,0,6,0,0,0,0,472,0,0,477,3,485,13,11,0,18,0,0,0,0
LGA25430,33,6,0,47,4,0,0,3,0,79,4,6,0,9,17,9,0,23,0,0,0,0,0,33,11,50,3,59,27,49,0,76,0,19,0,19,11,176,26,78,3,107,100,67,0,170,204,23,0,223,15,511,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,8,0,0,8,0,13,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,3,10,3,0,14,0,0,0,0,0,14,0,3,0,3,0,3,0,4,0,0,0,0,0,10,0,12,0,13,0,3,0,6,0,3,0,3,4,32,3,14,0,17,21,10,0,27,34,3,0,37,8,92,0,0,0,0,0,0,0,0,47,0,0,47,0,47,0,0,0,3,0,0,0,0
LGA25490,27,0,0,25,3,0,0,3,0,56,4,6,0,9,3,8,0,11,0,0,0,3,0,23,14,34,0,46,5,12,0,20,0,8,0,7,12,92,25,59,0,87,50,20,0,69,167,9,0,175,17,344,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,5,0,5,5,0,0,3,0,0,0,0,0,4,0,7,0,6,4,0,0,6,0,0,0,0,4,21,0,12,0,14,16,6,0,22,24,0,0,26,4,66,0,0,0,0,0,0,0,0,49,0,0,49,0,53,0,3,0,3,0,0,0,0
LGA25620,26,5,0,33,0,0,0,0,0,48,5,5,0,15,6,0,0,12,0,0,0,0,0,24,9,25,0,36,7,14,0,18,0,12,0,14,16,84,24,46,0,67,44,28,0,71,108,14,0,124,16,282,0,0,0,0,0,0,0,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,12,0,0,12,0,14,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,9,0,0,9,0,10,0,0,0,6,4,0,0,4,0,0,0,0,0,8,0,0,0,8,6,0,0,6,0,0,0,0,0,16,0,0,0,0,6,0,0,6,0,0,0,0,0,8,0,4,0,0,3,4,0,8,0,0,0,3,5,22,4,13,0,20,22,4,0,24,40,5,0,48,13,100,0,0,0,0,0,0,0,0,37,0,0,37,0,35,0,0,0,0,0,0,0,0
LGA25710,429,53,0,482,3,11,0,14,0,585,20,12,0,34,56,30,0,84,3,4,0,7,0,131,29,80,0,109,59,109,0,166,9,43,0,50,11,332,127,146,0,272,776,200,0,978,648,61,0,709,11,1970,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,29,0,0,29,0,29,0,0,0,0,0,0,0,0,30,0,0,30,0,30,5,0,0,3,13,0,0,13,31,0,0,31,0,46,0,0,0,0,25,0,0,24,0,0,0,0,0,26,3,4,0,9,62,5,0,69,6,0,0,6,0,77,0,5,0,8,17,7,0,23,0,0,0,0,0,32,7,4,0,14,6,10,0,16,5,4,0,3,0,34,21,17,0,34,118,20,0,141,107,3,0,115,0,288,0,0,0,0,0,0,0,0,136,0,0,136,0,136,0,0,0,5,0,0,0,0
LGA25810,18,7,0,20,0,4,0,3,0,42,6,4,0,10,0,3,0,5,0,0,0,4,0,19,8,19,0,26,13,19,0,30,0,15,0,14,5,78,20,32,0,55,43,30,0,71,126,20,0,148,12,286,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,13,0,14,0,0,0,0,0,0,0,0,11,0,0,10,0,11,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,5,4,0,15,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,4,0,4,0,4,0,4,6,21,0,9,0,14,9,8,0,21,25,0,0,29,8,70,0,0,0,0,0,0,0,0,37,0,0,37,0,37,0,0,0,0,0,0,0,0
LGA25900,1648,254,0,1906,93,42,0,140,0,2426,210,187,0,398,510,187,0,697,99,96,0,203,6,1302,217,384,0,603,296,350,0,652,83,190,3,277,35,1562,728,716,3,1445,2949,824,0,3775,738,329,4,1069,44,6344,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,0,0,0,0,0,0,0,24,0,0,24,0,21,0,0,0,0,0,0,0,0,49,0,0,49,0,50,9,0,0,10,30,0,0,28,22,0,0,27,3,63,5,0,0,5,66,5,0,78,0,0,0,0,0,80,31,19,0,56,234,37,0,265,9,8,0,19,8,347,26,19,0,42,85,25,0,108,6,13,0,16,3,175,28,48,0,80,60,57,0,116,13,25,0,35,43,277,97,99,0,196,483,121,0,601,144,42,0,187,52,1044,0,0,0,0,0,0,0,0,99,0,0,99,0,99,3,0,0,3,0,0,0,0
LGA25990,11,0,0,11,0,0,0,0,0,14,0,0,0,0,0,5,0,3,0,6,0,6,0,9,0,13,0,13,3,8,0,12,0,7,0,7,3,42,0,18,0,18,15,11,0,30,33,12,0,47,3,98,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,6,9,3,0,0,3,6,6,0,8,9,0,0,9,3,29,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0
