POW_LGA_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
LGA21270,7,0,0,9,0,0,0,0,0,24,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,7,0,9,0,11,0,10,0,10,0,10,3,39,12,19,0,26,18,16,0,31,73,10,0,80,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,4,0,4,9,0,0,7,3,24,0,0,0,0,0,0,0,0,17,0,0,17,0,15,0,0,0,0,0,0,0,0
LGA21370,58,13,0,71,0,5,0,7,0,144,4,23,0,22,8,13,0,21,0,8,0,8,3,58,25,89,4,109,25,51,0,74,7,29,0,35,33,261,55,176,4,231,120,76,0,199,543,37,0,578,54,1063,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,0,0,0,0,0,0,0,39,0,0,39,0,39,0,3,0,3,0,0,0,0,36,0,0,36,0,39,0,4,0,3,3,0,0,3,24,0,0,24,0,36,0,4,0,4,10,0,0,10,0,0,0,0,0,15,3,11,0,11,23,0,0,21,0,0,0,0,5,41,3,3,0,7,0,4,0,8,0,0,0,0,0,16,4,8,0,16,6,13,0,17,4,3,0,9,16,54,12,33,0,44,38,17,0,54,133,5,0,138,25,263,0,0,0,0,0,0,0,0,156,0,0,156,0,157,5,8,0,10,0,0,0,0
LGA21450,471,80,0,552,14,14,4,30,3,746,48,45,0,89,106,43,0,154,19,26,0,41,3,281,66,205,0,273,85,134,0,220,16,79,0,99,21,613,254,382,0,629,935,278,0,1210,1305,125,4,1433,31,3311,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0,60,0,0,60,0,60,0,0,0,3,0,0,0,0,66,0,0,70,0,70,5,3,0,5,10,0,0,9,32,0,0,32,0,59,7,4,0,11,22,0,0,22,0,0,0,0,0,30,7,12,0,18,60,11,0,73,6,0,0,4,6,98,0,9,0,11,7,10,0,16,4,5,0,8,0,37,8,22,0,36,8,20,0,35,0,15,0,19,13,103,38,53,0,89,110,39,0,148,202,28,0,236,24,496,0,0,0,0,0,0,0,0,264,0,0,266,5,273,9,13,0,21,0,0,0,0
LGA21610,2024,301,3,2328,104,44,0,154,3,2999,174,114,0,284,345,116,0,459,62,42,0,106,3,859,222,494,4,714,268,422,4,698,98,233,4,340,46,1794,851,956,4,1807,3707,884,4,4597,3196,331,4,3534,67,10011,0,0,0,0,0,0,0,0,52,0,0,52,0,52,0,0,0,0,0,0,0,0,99,0,0,99,0,101,0,3,0,8,0,0,0,0,109,0,0,109,0,112,13,0,0,14,53,0,0,54,68,3,0,74,0,140,12,7,0,16,69,3,0,77,0,0,0,5,0,100,35,18,0,52,253,39,0,287,9,8,0,16,9,369,26,19,0,39,50,32,0,80,12,11,0,16,4,144,27,57,0,82,39,45,0,86,14,24,0,39,33,240,105,103,4,215,468,114,0,586,364,41,0,408,53,1258,0,0,0,3,0,0,0,0,605,0,0,605,5,611,18,10,0,23,0,0,0,0
LGA21670,27,5,0,32,0,0,0,0,5,46,4,5,0,10,0,6,0,7,0,0,0,0,0,20,5,20,0,30,9,24,0,32,0,12,0,12,11,81,16,37,0,56,51,38,0,89,129,11,0,137,15,303,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,9,0,0,9,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,5,0,3,0,3,8,23,6,8,0,12,5,9,0,14,28,5,0,33,12,66,0,0,0,0,0,0,0,0,35,0,0,35,0,40,0,0,0,0,0,0,0,0
LGA21750,47,18,0,62,7,5,0,9,0,102,11,18,0,28,20,10,0,26,4,3,0,9,0,63,6,48,0,56,22,38,0,62,8,13,0,23,15,159,39,96,0,133,118,64,0,187,347,18,0,367,18,711,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,21,0,0,0,0,5,0,0,5,16,0,0,16,0,15,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,6,0,5,7,5,0,12,0,0,0,0,0,17,4,0,0,4,5,0,0,5,0,0,0,0,0,14,0,0,0,3,5,5,0,5,0,3,0,4,11,28,7,13,0,16,21,3,0,29,66,3,0,71,8,126,0,0,0,0,0,0,0,0,92,0,0,92,0,92,0,6,0,6,0,0,0,0
LGA21830,31,4,0,34,0,0,0,0,0,53,0,9,0,11,8,6,0,13,0,0,0,0,0,25,5,29,0,35,22,17,0,39,0,9,0,9,7,86,24,60,0,77,68,30,0,97,200,9,0,209,14,399,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,12,0,0,12,0,16,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,4,0,0,4,10,0,0,10,0,14,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,5,0,3,0,6,0,0,0,0,5,16,3,4,0,12,11,4,0,21,44,0,0,49,8,82,0,0,0,0,0,0,0,0,54,0,0,54,5,55,0,3,0,0,0,0,0,0
LGA21890,1522,223,6,1743,44,25,0,68,3,2103,146,102,0,245,454,137,0,592,47,45,0,89,5,936,189,315,0,499,375,377,0,752,55,160,0,218,34,1499,566,558,0,1130,2880,768,6,3648,1093,223,0,1316,50,6144,0,0,0,0,0,0,0,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,44,0,0,44,0,44,0,3,0,4,0,0,0,0,72,0,0,72,0,80,0,0,0,3,17,0,0,21,27,0,0,27,0,55,0,5,0,4,57,3,0,57,0,0,0,3,0,66,19,22,0,44,246,28,0,272,7,5,0,15,3,332,15,16,0,30,69,23,0,96,10,6,0,19,9,151,16,40,0,59,41,49,0,95,9,14,0,30,31,213,57,83,0,148,433,113,0,544,209,30,0,234,43,970,0,0,0,0,0,0,0,0,201,0,0,201,0,201,3,0,0,5,0,0,0,0
LGA22110,30,22,0,57,0,8,0,8,0,130,8,23,0,33,14,20,0,36,0,5,0,7,0,75,18,136,0,154,36,108,0,150,11,34,0,41,38,380,67,235,0,306,95,162,3,254,477,43,0,519,45,1133,0,0,0,0,0,0,0,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,30,0,0,30,0,32,0,0,0,0,0,0,0,0,26,0,0,26,0,33,0,0,0,0,0,0,0,0,22,0,0,18,0,21,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,7,0,8,12,0,0,11,0,0,0,0,0,22,3,3,0,6,3,0,0,9,0,4,0,4,0,12,0,17,0,23,3,9,0,11,0,10,0,8,17,59,7,32,0,44,23,12,0,32,98,12,0,107,22,210,4,3,0,7,0,0,0,0,128,0,0,128,0,138,0,7,0,7,0,0,0,0
LGA22170,917,150,5,1069,29,22,0,53,7,1369,70,79,0,147,198,79,4,277,32,14,0,43,0,472,98,289,0,387,168,281,6,457,29,138,0,165,32,1049,392,550,0,941,1650,543,11,2203,1623,178,0,1802,53,5010,0,0,0,0,0,0,0,0,40,0,0,40,0,40,0,0,0,0,0,0,0,0,71,0,0,71,0,69,3,0,0,9,0,0,0,0,83,0,0,83,0,94,7,7,0,12,17,0,0,17,41,0,0,44,0,74,4,4,0,15,33,4,0,40,0,0,0,0,0,52,32,20,0,53,118,19,0,137,5,6,0,10,5,207,8,9,0,15,31,17,0,50,0,8,0,4,0,78,18,43,0,63,18,36,0,58,3,12,0,16,19,158,77,82,4,166,218,83,0,304,242,22,0,263,30,768,0,4,0,3,0,0,0,0,316,0,0,313,0,316,5,14,0,21,0,0,0,0
LGA22250,10,7,0,11,0,0,0,0,0,28,0,3,0,5,4,0,0,4,0,0,0,3,0,12,7,16,0,18,0,10,0,18,0,4,0,4,7,48,17,28,0,41,21,18,0,40,94,4,0,101,12,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,5,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,0,0,7,7,0,0,7,3,22,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,4,0,0,0,0
LGA22310,1464,187,0,1645,34,28,0,65,7,1954,92,70,0,162,360,100,0,463,45,24,0,66,0,695,139,236,0,374,218,259,6,478,48,129,0,176,26,1051,443,408,0,844,2617,572,0,3192,1042,178,3,1223,28,5295,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,29,0,0,29,0,29,0,0,0,0,0,0,0,0,44,0,0,44,0,45,6,0,0,6,23,0,0,23,30,0,0,30,0,53,3,0,0,3,44,5,0,48,4,0,0,4,0,57,17,11,0,33,158,16,0,171,3,6,0,11,6,221,12,3,0,16,33,19,0,55,4,3,0,10,0,81,11,32,3,45,32,33,0,65,3,18,0,24,13,143,49,57,3,106,290,74,0,365,137,23,0,159,19,648,0,0,0,0,0,0,0,0,191,0,0,191,0,197,3,3,0,10,0,0,0,0
LGA22410,21,4,0,20,0,0,0,0,0,45,0,6,0,11,4,6,0,10,0,3,0,3,0,26,13,45,0,63,12,38,0,55,0,12,0,12,7,131,27,84,0,108,40,52,0,94,242,14,0,264,7,474,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,4,0,0,0,0,3,0,0,3,0,8,0,4,0,4,4,0,0,4,0,0,0,0,0,4,4,7,0,5,3,0,0,3,0,0,0,0,0,14,0,0,0,0,3,0,0,4,0,0,0,0,3,13,0,7,0,9,0,5,0,6,0,0,0,0,13,22,9,10,0,21,20,5,0,18,34,3,0,37,15,88,0,0,0,0,0,0,0,0,55,0,0,55,0,59,0,0,0,0,0,0,0,0
LGA22490,51,17,0,62,0,3,0,3,0,85,3,6,0,11,6,8,0,16,0,0,0,3,0,24,4,24,0,31,12,19,0,31,4,14,0,8,4,72,17,51,0,71,80,42,0,121,123,17,0,139,7,339,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,8,4,7,0,9,11,5,0,17,17,0,0,17,5,45,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,3,0,9,0,0,0,0
LGA22620,710,108,0,814,22,17,0,38,3,1058,47,60,0,104,132,75,0,212,7,19,0,23,4,346,100,263,0,364,146,316,0,460,11,85,0,95,34,961,315,476,0,789,1229,518,0,1746,1725,121,0,1846,54,4441,0,0,0,0,0,0,0,0,51,0,0,51,0,51,0,0,0,0,0,0,0,0,71,0,0,71,0,77,5,0,0,4,0,0,0,0,52,0,0,52,0,57,4,8,0,11,13,0,0,17,37,0,0,38,0,64,3,5,0,11,32,5,0,38,3,0,0,3,0,47,11,26,0,32,97,19,0,114,0,7,0,7,9,161,10,13,0,23,27,21,0,45,0,5,0,5,3,69,10,41,0,53,24,41,0,69,4,12,0,12,28,166,45,87,0,132,192,86,0,275,216,22,0,242,41,688,4,0,0,4,0,0,0,0,400,0,0,400,0,406,9,11,0,21,0,0,0,0
LGA22670,1666,195,0,1861,127,58,0,182,7,2509,189,147,0,335,456,143,0,606,94,63,0,153,4,1101,266,468,3,734,234,319,0,560,143,217,7,365,46,1707,843,820,4,1666,3038,702,5,3745,1523,341,7,1874,64,7358,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0,36,0,0,36,0,36,3,0,0,3,0,0,0,0,50,0,0,50,0,56,0,5,0,0,24,0,0,24,30,0,0,30,3,60,3,7,0,9,42,0,0,43,0,0,0,0,3,59,29,27,0,55,171,29,0,199,8,7,0,18,8,279,18,22,0,42,45,27,0,70,17,8,0,27,5,149,22,45,0,67,34,49,0,84,8,24,0,37,62,250,80,102,0,188,312,106,0,413,177,43,4,226,82,912,0,0,0,0,0,0,0,0,239,0,0,237,0,244,7,4,0,10,0,0,0,0
LGA22750,2408,379,5,2794,71,60,0,129,14,3408,148,158,0,315,566,284,0,850,67,52,0,118,14,1292,235,615,0,853,394,668,4,1071,57,235,0,295,88,2301,762,1122,6,1894,4317,1397,11,5720,3596,347,5,3949,132,11700,0,0,0,0,0,0,0,0,90,0,0,90,4,96,0,5,0,6,0,0,0,0,153,0,0,153,3,160,0,5,0,3,0,0,0,0,169,0,0,174,5,183,15,6,0,16,32,9,0,38,92,0,0,95,0,152,6,6,0,15,102,5,0,109,3,0,0,3,0,125,46,50,0,97,402,46,0,450,10,3,0,11,13,566,25,29,0,55,85,39,0,129,9,17,0,24,9,204,32,79,0,110,63,104,0,168,5,27,0,38,62,377,128,175,0,305,686,199,0,888,530,52,3,591,90,1874,9,0,0,6,0,0,0,0,754,0,0,755,6,770,18,21,0,35,0,0,0,0
LGA22830,190,48,0,239,10,17,0,29,6,390,23,36,0,62,69,39,0,101,5,14,0,26,0,188,50,188,0,237,53,138,0,187,16,68,0,83,29,533,153,339,3,497,348,228,0,580,924,101,0,1021,47,2147,0,0,0,0,0,0,0,0,21,0,0,21,0,18,0,0,0,0,0,0,0,0,43,0,0,43,0,46,0,0,0,0,0,0,0,0,45,0,0,46,0,51,0,0,0,4,3,0,0,3,37,0,0,37,0,41,0,0,0,6,11,0,0,11,0,0,0,0,0,16,9,8,0,17,32,5,0,39,0,0,0,6,0,59,7,10,0,11,5,6,0,6,5,0,0,3,0,31,3,33,0,42,10,24,0,32,3,10,0,15,31,116,16,61,3,78,62,38,0,100,148,7,0,157,38,380,0,0,0,0,0,0,0,0,213,0,0,213,3,220,0,8,0,10,0,0,0,0
LGA22910,39,7,0,45,0,0,0,5,0,55,7,11,0,17,9,4,0,18,3,0,0,3,0,37,9,40,0,51,19,31,0,44,3,12,0,18,9,129,24,59,0,90,76,45,0,123,124,16,0,143,9,363,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,3,0,5,13,0,0,13,0,0,0,0,0,18,0,0,0,0,3,4,0,7,0,0,0,0,0,11,0,9,0,9,0,5,0,9,0,4,0,4,0,19,7,6,0,14,27,11,0,40,33,0,0,40,0,97,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0
LGA22980,5,0,0,0,0,0,0,0,0,5,0,3,0,4,6,0,0,8,0,0,0,0,0,11,0,12,0,11,3,10,0,18,4,0,0,4,0,31,4,16,0,23,18,13,0,28,38,3,0,38,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,4,0,0,0,6,3,8,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0
LGA23110,662,96,0,757,35,22,0,57,0,1013,73,73,0,141,168,40,0,206,36,33,0,72,3,423,98,153,0,253,123,123,3,249,40,94,0,139,17,656,322,334,0,659,1262,286,6,1552,809,150,0,962,22,3199,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,40,0,0,40,0,40,0,0,0,0,0,0,0,0,36,0,0,36,0,42,0,0,0,5,15,3,0,15,22,0,0,22,0,47,0,0,0,4,29,4,0,35,0,0,0,0,0,38,12,13,0,23,109,7,0,119,7,5,0,10,3,158,4,7,0,10,26,8,0,35,3,0,0,3,4,54,12,20,0,34,18,17,0,34,0,14,0,15,23,107,40,42,0,76,203,40,0,240,135,19,0,150,30,503,0,0,0,0,0,0,0,0,163,0,0,163,0,167,4,3,0,3,0,0,0,0
LGA23190,35,10,0,44,0,3,0,3,3,75,3,7,0,11,8,12,0,24,0,8,0,8,0,39,9,40,0,46,22,47,0,67,0,18,0,16,8,143,23,78,0,101,66,82,0,145,316,30,0,348,13,606,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,11,6,14,0,0,0,0,0,0,0,0,7,0,0,13,0,10,0,0,0,0,3,0,0,3,4,0,0,4,0,11,0,0,0,0,4,0,0,4,0,0,0,0,0,3,4,0,0,4,13,0,0,13,3,0,0,3,0,15,0,0,0,0,3,0,0,3,0,0,0,0,3,8,0,7,0,8,3,7,0,13,4,6,0,3,6,25,7,8,0,13,16,5,0,26,35,4,0,38,11,93,0,0,0,0,0,0,0,0,80,0,0,80,0,80,0,0,0,0,0,0,0,0
LGA23270,1714,216,3,1931,130,68,4,202,10,2666,206,180,0,386,374,120,0,498,120,74,0,196,11,1087,225,455,9,685,276,309,4,584,142,235,3,382,54,1700,896,855,6,1755,3173,700,6,3879,2222,397,8,2625,75,8341,0,0,0,0,0,0,0,0,43,0,0,43,0,43,3,0,0,3,0,0,0,0,72,0,0,72,4,77,0,5,0,10,0,0,0,0,87,0,0,87,0,94,8,3,0,12,35,4,0,37,52,0,0,52,0,99,15,5,0,21,75,0,0,74,0,0,0,0,0,101,35,28,0,66,242,31,0,275,9,3,0,13,13,367,23,20,0,44,55,29,0,82,12,8,0,19,7,158,41,74,7,119,47,53,0,106,22,26,0,55,46,319,126,138,3,268,447,119,5,575,298,47,4,347,69,1251,0,0,0,0,0,0,0,0,399,6,0,400,0,400,10,8,0,13,0,0,0,0
LGA23350,14,7,0,19,0,0,0,0,0,45,0,16,0,14,4,5,0,7,0,0,0,0,0,21,5,36,0,42,13,30,0,43,0,7,0,12,0,95,25,78,0,97,47,44,0,89,177,10,0,193,5,383,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,4,4,8,0,9,0,3,0,4,3,26,8,9,0,15,9,9,0,19,72,4,0,78,9,112,0,0,0,0,0,0,0,0,70,0,0,70,0,70,0,5,0,5,0,0,0,0
LGA23430,1987,297,3,2283,88,31,0,121,6,2822,159,135,4,297,393,131,0,526,66,56,0,115,7,949,187,401,4,579,210,269,4,484,70,163,4,239,43,1355,705,753,8,1464,3560,754,7,4320,2039,259,4,2305,67,8155,0,0,0,0,0,0,0,0,47,0,0,47,0,49,0,0,0,0,0,0,0,0,84,0,0,84,0,84,0,0,0,0,0,0,0,0,119,0,0,119,0,118,3,4,0,3,51,0,0,54,60,0,0,60,0,117,7,0,0,13,94,4,0,94,0,0,0,0,0,110,33,18,0,56,296,39,0,330,5,4,0,15,9,402,9,10,0,26,64,25,0,85,6,5,0,11,9,138,24,38,0,64,29,36,0,59,4,22,0,29,40,193,81,80,0,160,537,99,0,634,330,33,0,366,57,1217,0,0,0,0,0,0,0,0,329,0,0,329,0,333,4,6,0,11,0,0,0,0
