POW_LGA_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,5,0,6,3,0,5,40,0,0,0,0,0,0,0,0,0,0,26,4,6,8,8,8,5,0,0,65,3,0,0,0,4,0,3,0,0,11,18,4,0,0,3,0,0,0,0,30,3,0,0,0,0,0,0,0,0,4,18,4,9,3,9,3,8,0,0,55,29,0,12,18,25,17,45,0,4,150,7,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,18,4,3,6,5,4,0,0,0,45,11,0,5,0,0,4,5,0,0,25,11,0,3,5,6,0,0,0,0,29,23,0,3,3,4,6,0,0,0,53
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,4,8,11,13,0,0,51,0,0,0,0,4,0,0,0,0,4,14,0,3,3,18,24,79,26,3,174,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,4,0,3,0,3,3,15,0,0,26,3,0,0,7,11,0,11,0,0,30,5,3,0,4,14,6,12,0,6,45,5,0,0,0,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,3,0,3,0,0,5,0,0,17,3,0,0,0,0,0,0,0,0,14,28,3,8,9,3,11,11,0,5,72,12,0,0,0,6,0,3,0,0,31
LGA20570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,17,17,0,9,4,4,8,9,0,0,54,10,5,6,7,13,3,18,0,0,52,119,15,27,52,73,76,68,0,3,443,17,0,9,10,9,6,3,0,0,55,90,15,18,18,51,46,81,0,7,341,28,0,7,5,8,11,10,0,5,77,134,18,27,50,95,76,112,3,7,519,85,10,31,56,165,169,252,0,9,775,66,6,13,9,64,39,54,0,0,256,29,6,8,3,7,7,10,0,0,76,31,0,4,6,15,12,12,0,0,81,17,3,5,6,14,8,8,0,0,55,85,17,35,42,71,59,48,0,9,367,44,3,7,11,26,20,57,0,3,173,118,15,29,33,35,46,38,0,0,320,201,43,51,69,101,110,71,0,5,645
LGA20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,13,11,0,0,0,7,5,6,0,0,30,3,0,3,0,0,0,3,0,0,13,248,71,61,61,118,110,94,0,9,766,13,6,4,4,0,3,4,0,0,36,188,40,52,78,144,129,135,0,12,774,55,15,16,14,22,12,18,0,0,154,263,58,62,94,175,135,154,0,16,962,136,42,44,89,213,150,273,0,0,957,98,31,31,34,45,35,87,0,4,371,27,6,8,13,15,6,8,0,0,80,74,22,20,27,34,13,12,0,0,198,41,10,14,11,13,11,4,0,0,103,259,55,70,97,131,102,96,3,9,820,86,18,29,23,52,55,113,0,0,377,169,54,52,67,114,73,36,0,6,565,321,64,94,116,175,135,121,0,8,1037
LGA20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,4,4,8,10,0,0,79,0,0,0,0,0,0,0,0,0,6,23,3,7,3,15,20,11,0,3,86,10,7,0,3,8,6,0,0,0,37,53,6,14,19,22,20,9,0,3,139,12,0,0,0,0,0,4,0,0,24,72,5,12,22,19,24,15,0,7,178,60,7,20,25,61,53,74,0,3,301,18,0,0,8,3,3,6,0,0,40,9,0,0,4,0,3,0,0,0,15,16,0,0,0,0,6,0,0,0,24,7,0,4,0,7,0,0,0,4,33,56,5,0,9,4,5,3,0,3,84,24,3,3,4,9,12,5,0,0,63,42,6,4,8,12,13,3,0,4,90,43,5,12,18,7,10,10,0,8,112
LGA20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,96,5,19,21,47,51,151,0,17,402,3,0,0,0,0,0,0,0,0,10,44,4,14,11,15,31,38,0,8,168,7,0,0,0,0,0,0,0,0,7,66,3,11,19,17,26,19,0,3,166,21,0,3,0,3,3,13,0,0,45,74,11,7,23,51,24,29,0,5,222,48,3,8,21,53,40,49,0,0,226,27,0,3,7,15,8,4,0,0,55,10,0,0,3,5,4,4,0,0,24,13,0,11,0,10,5,0,0,0,46,13,0,0,0,0,0,0,0,0,19,52,4,11,13,18,20,16,0,0,124,24,6,7,0,14,9,8,0,0,68,40,5,14,13,8,10,3,0,0,93,116,15,14,23,37,13,12,0,7,234
LGA20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,8,0,0,0,4,0,7,0,0,17,6,0,0,0,5,0,0,0,0,6,170,53,52,52,91,65,96,5,3,585,10,4,5,3,0,0,3,0,0,28,186,44,72,74,110,159,116,4,9,773,64,20,30,25,26,21,33,4,0,222,223,52,70,121,147,132,178,0,11,940,164,40,77,146,207,213,427,3,10,1281,81,29,20,30,37,16,35,0,0,249,31,0,10,12,17,9,11,0,0,97,131,27,40,49,67,43,41,6,0,403,68,17,12,26,19,18,9,0,0,174,358,102,123,162,176,188,152,0,13,1281,85,25,23,35,40,31,98,0,8,347,90,22,35,39,45,29,31,0,5,298,261,47,99,160,164,158,141,3,11,1051
LGA21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,3,0,0,5,0,0,37,5,0,0,0,0,0,0,0,0,9,28,8,6,11,8,3,13,0,0,74,0,0,0,0,0,0,0,0,0,0,25,3,7,9,19,34,70,0,3,163,6,0,0,0,0,0,0,0,0,4,13,5,0,5,11,7,7,0,0,41,6,6,0,0,17,4,12,0,0,45,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,9,0,0,0,3,0,5,0,5,27,3,0,0,0,0,0,0,0,0,8,12,5,0,12,3,6,4,0,0,44,13,0,0,4,4,3,6,0,0,34
LGA21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,0,0,7,8,3,4,0,0,39,11,0,3,3,10,9,17,0,0,63,12,3,0,5,7,6,4,0,0,33,173,47,48,77,124,123,116,3,12,716,23,8,4,21,31,24,22,0,0,134,341,72,95,148,235,284,259,6,14,1450,164,37,58,62,88,147,137,9,7,705,602,138,229,369,591,546,682,10,28,3194,242,70,136,233,389,436,817,0,20,2344,226,35,53,70,111,80,146,0,4,728,64,9,15,31,49,25,47,0,3,248,373,78,109,208,216,187,147,0,11,1341,171,45,75,114,190,123,67,4,6,797,1131,257,434,627,759,876,881,23,32,5020,152,21,66,73,106,129,333,7,10,897,235,55,60,90,104,90,63,5,11,706,876,231,311,457,633,598,508,6,29,3641
LGA21180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,0,4,0,3,15,12,0,6,6,6,8,9,0,0,37,34,10,5,10,41,31,26,0,0,159,14,5,3,7,11,7,10,0,0,48,1503,402,367,464,1030,862,767,15,70,5479,75,18,24,23,61,42,29,6,3,283,672,172,192,204,427,532,496,3,34,2740,471,115,119,152,290,224,218,4,11,1612,719,222,202,327,547,420,511,3,33,2988,270,87,83,149,337,251,392,3,24,1609,920,275,276,376,953,672,893,10,39,4412,59,19,19,36,50,44,36,0,0,263,120,34,29,43,65,27,27,0,5,352,123,18,38,32,67,55,47,0,5,396,240,61,67,77,138,143,124,0,3,853,257,68,73,86,165,152,260,0,10,1069,333,66,65,128,157,115,68,0,9,926,612,137,151,198,258,207,131,0,13,1700
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,3,5,0,0,23,3,0,0,0,9,0,16,0,0,34,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,9,0,0,0,7,0,0,0,0,15
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,8,18,8,31,33,60,3,7,203,0,0,0,0,0,0,0,0,0,0,43,13,17,9,35,22,41,5,0,188,0,0,0,0,0,0,3,0,0,4,10,4,0,4,9,9,7,0,0,44,10,0,0,0,3,5,3,0,0,24,28,4,3,7,21,18,21,0,5,106,20,11,3,7,18,35,42,0,8,143,16,0,3,0,7,3,0,0,0,31,3,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,7,5,0,0,0,0,0,0,0,3,10,16,0,3,11,3,6,5,0,0,49,10,0,3,0,0,0,11,0,4,32,12,0,0,3,8,6,3,0,0,44,20,5,10,4,7,10,12,0,0,77
LGA21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,81,11,19,21,50,48,89,0,12,327,16,0,0,3,6,3,0,0,0,32,154,35,45,64,164,151,274,3,7,893,12,0,3,10,16,3,5,0,0,49,200,28,55,73,134,155,99,0,18,752,46,4,11,8,10,19,9,0,0,117,173,26,40,96,211,127,133,0,5,809,73,18,33,77,163,133,140,0,7,642,110,14,30,42,216,89,103,0,5,617,9,0,4,8,16,13,0,0,0,51,35,10,3,18,30,15,16,0,0,125,30,6,6,5,15,5,6,0,0,75,88,21,28,38,74,94,61,0,4,403,66,8,23,15,44,58,61,0,3,279,74,12,11,21,39,28,22,0,4,211,212,62,75,104,178,132,89,0,4,861
LGA21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,4,3,7,0,0,37,132,41,56,73,109,170,190,3,20,787,3,0,0,3,9,3,0,0,0,17,523,150,148,229,437,336,369,3,27,2232,67,10,10,22,35,20,19,0,0,181,702,160,310,350,676,740,441,6,31,3411,182,43,45,66,121,100,89,0,6,651,659,153,272,485,1042,588,445,5,33,3686,197,64,115,291,622,463,562,5,22,2347,303,91,169,234,801,344,380,0,9,2340,46,13,23,48,98,75,64,0,0,374,136,44,65,129,135,84,37,0,3,632,94,21,36,80,99,72,36,0,4,445,275,62,120,196,257,253,165,0,7,1336,242,53,72,112,216,171,300,0,6,1170,286,77,80,121,182,110,54,3,4,919,689,176,254,476,733,482,266,3,19,3090
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,6,0,4,0,0,22,0,0,0,0,0,0,0,0,0,3,20,0,0,5,9,16,5,0,0,64,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,10,6,0,0,0,0,0,0,0,0,3,10,0,3,3,4,7,8,0,0,38,17,0,0,0,9,10,7,0,0,41,0,0,3,4,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,13,0,6,0,0,0,0,0,0,19,13,0,0,0,3,0,0,0,0,18
LGA21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,3,10,13,19,75,11,0,166,0,0,0,0,0,0,0,0,0,0,29,6,9,23,35,47,184,10,4,348,0,0,4,0,0,0,0,0,0,5,10,5,0,7,5,7,4,0,0,44,3,0,4,0,0,5,3,0,0,17,22,0,0,4,14,27,26,0,0,91,35,3,8,14,36,35,58,0,3,192,10,0,3,0,0,0,5,0,0,21,3,0,0,0,0,4,0,0,0,3,4,0,0,4,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,8,0,4,4,9,5,3,0,0,27,13,0,8,5,7,9,11,0,0,46,17,3,5,11,8,0,5,0,0,54,18,0,0,3,5,4,6,0,0,41
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,42,4,18,41,35,42,69,3,7,271,5,0,0,0,6,0,0,0,0,9,18,3,4,7,7,6,10,0,0,57,6,0,5,0,5,0,3,0,0,12,4,0,4,0,5,0,4,0,0,12,0,0,0,0,0,0,3,0,0,10,7,0,3,6,8,11,3,0,0,39,11,4,3,6,12,5,3,0,0,39,3,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,14,0,0,3,0,0,0,4,0,0,11,11,0,0,0,0,4,5,0,0,23,12,0,4,5,0,0,0,0,0,22
LGA21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,6,0,3,0,0,6,29,12,8,0,10,26,27,29,0,0,124,10,3,0,7,13,3,7,0,0,43,574,155,136,155,242,210,209,0,19,1701,9,7,6,4,9,8,8,0,0,52,282,53,78,81,145,201,167,0,10,1021,182,36,44,75,68,93,90,0,11,599,510,121,165,248,371,339,447,4,21,2231,226,69,99,138,255,318,619,5,22,1747,199,57,51,61,119,120,215,0,13,831,42,10,14,25,22,42,31,0,0,185,79,12,18,37,54,41,20,0,3,262,78,8,12,26,21,22,18,0,0,182,278,57,101,131,167,175,143,0,12,1073,132,34,33,62,98,93,219,0,8,679,275,56,68,103,122,135,88,0,6,860,597,144,197,261,426,391,314,4,17,2355
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,46,6,9,4,15,40,78,5,3,206,0,0,0,0,0,0,5,0,0,4,72,13,18,9,23,22,37,0,8,210,11,0,0,0,3,0,0,0,0,17,34,7,3,4,10,6,11,0,3,71,15,0,3,0,6,0,4,0,0,27,62,8,9,18,32,23,26,0,6,173,75,8,11,22,34,41,35,0,10,233,19,4,4,3,5,3,7,0,6,51,0,0,0,0,0,3,0,0,0,10,3,3,0,3,3,4,0,0,0,15,4,6,0,0,0,0,0,0,0,18,32,4,4,3,3,9,7,0,0,62,19,0,3,4,9,11,20,0,0,63,51,7,11,7,19,13,9,0,0,119,81,6,12,17,24,11,18,0,8,171
LGA22170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,4,0,5,0,0,0,9,27,20,10,13,13,18,16,29,0,0,119,6,0,0,0,5,3,0,0,0,17,431,76,98,147,272,213,214,5,16,1469,85,15,25,40,61,47,39,0,3,313,348,56,105,131,184,167,142,0,12,1146,88,23,34,36,63,49,41,0,4,338,323,54,93,176,303,202,228,3,14,1395,144,37,47,121,217,157,218,5,8,948,159,27,43,51,109,62,88,0,9,546,29,10,6,5,17,18,6,0,5,92,74,9,10,23,29,26,16,0,0,190,51,8,7,13,14,14,8,0,0,123,214,39,57,56,91,80,57,0,5,600,136,19,36,58,85,68,100,0,4,504,170,23,46,54,76,44,29,0,9,458,334,37,75,100,141,103,59,0,6,851
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,7,11,24,0,3,70,0,0,0,0,0,0,0,0,0,0,4,0,10,0,9,4,11,0,0,32,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,4,0,0,18,9,0,4,0,3,4,5,0,0,23,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,12,5,0,0,0,0,4,0,0,0,9
LGA22310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,13,3,0,0,0,0,0,6,0,0,5,5,0,0,0,0,0,0,0,0,7,140,33,38,47,61,71,97,0,5,489,5,3,3,10,4,4,3,0,0,31,227,63,89,94,156,200,174,0,14,1017,67,13,27,28,28,30,38,3,3,229,333,123,137,186,292,291,404,3,16,1772,188,59,89,155,289,289,596,5,20,1684,126,37,36,40,76,37,130,0,4,494,50,13,18,14,38,27,17,0,0,188,137,33,47,61,71,47,29,0,6,429,87,16,27,31,40,30,17,0,0,250,465,138,153,201,240,216,216,9,9,1649,99,17,35,26,66,67,159,5,0,480,207,42,52,73,87,57,29,0,3,547,549,145,213,280,358,373,392,4,21,2330
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,11,8,10,12,25,0,7,103,0,0,0,0,0,0,0,0,0,0,36,0,5,4,3,8,4,0,0,54,0,0,0,0,0,0,3,0,0,8,11,4,0,3,3,4,0,0,0,31,3,0,0,6,0,0,0,0,0,15,14,0,4,4,5,11,6,0,0,40,12,6,4,0,3,15,5,0,0,50,19,0,7,0,9,4,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,13,7,0,5,5,3,3,8,0,3,26,12,0,6,0,4,8,4,0,3,32,16,0,6,5,8,4,9,0,4,50
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,7,13,27,25,3,3,119,3,0,0,0,0,0,0,0,0,3,8,0,4,0,18,15,16,0,0,55,0,0,0,0,0,0,0,0,0,4,19,4,8,0,3,13,7,0,0,53,4,0,0,4,0,0,3,0,0,9,12,0,4,5,3,9,7,0,0,37,9,0,0,0,0,0,4,0,0,25,0,0,0,4,3,0,0,0,0,11,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,14,0,3,0,4,4,3,0,0,36,12,0,6,0,3,3,4,0,3,24,14,4,0,0,5,7,0,0,0,34,14,0,4,4,0,0,4,0,0,24
LGA22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,30,4,5,10,38,41,29,0,0,155,19,16,16,16,12,15,17,0,0,108,81,25,40,44,204,176,207,0,10,794,12,3,7,8,11,12,8,0,0,54,63,6,18,18,37,35,43,0,0,236,18,0,6,6,10,12,3,0,0,59,105,15,25,37,87,67,75,4,5,429,75,14,23,59,124,148,155,0,3,598,43,0,8,19,46,23,25,0,4,165,16,0,7,4,8,0,16,0,0,50,57,7,19,21,23,12,23,0,3,163,11,0,4,0,0,3,0,0,0,25,60,14,16,26,40,27,54,0,4,240,37,4,3,12,28,36,42,0,5,162,90,16,13,22,41,18,14,0,7,228,132,23,31,44,58,43,54,0,4,395
LGA22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,8,27,21,9,0,11,24,15,12,0,7,101,62,27,19,29,38,52,64,0,0,296,9,0,6,4,6,3,6,0,0,32,3299,1036,1028,1270,2210,1739,1879,37,133,12640,176,53,70,75,156,113,94,0,3,747,824,233,333,396,763,797,684,9,46,4090,1011,261,324,425,671,524,458,14,21,3716,859,275,403,541,901,756,820,16,36,4617,274,121,143,174,394,365,538,5,19,2027,1060,310,334,441,1042,652,952,7,44,4843,59,16,21,37,60,74,76,0,0,349,170,64,55,96,128,69,40,0,3,630,168,43,47,72,101,77,60,0,8,572,430,123,153,244,337,298,255,5,15,1863,302,91,103,140,262,221,409,4,18,1555,596,167,174,177,248,147,98,0,13,1627,659,173,223,303,417,298,192,5,8,2268
LGA22750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,0,0,0,0,6,9,0,9,33,79,15,13,32,55,35,56,0,0,293,9,0,3,4,0,5,3,0,0,21,455,83,112,124,324,366,394,6,37,1894,62,9,18,20,56,41,43,4,4,251,429,57,99,110,234,313,318,6,30,1590,158,29,22,44,91,68,84,0,5,511,482,76,102,187,394,374,485,5,32,2135,208,39,90,170,407,441,692,5,16,2070,246,29,33,43,220,185,230,0,11,998,46,0,10,15,20,27,41,0,0,159,149,27,32,55,80,71,40,0,6,462,69,13,16,29,36,21,17,0,0,192,371,57,90,120,211,194,225,5,18,1282,173,18,43,44,89,116,184,0,9,678,409,65,75,118,188,169,103,3,12,1143,597,94,136,204,382,386,286,9,23,2114
LGA22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,11,124,20,30,49,143,136,283,4,17,807,0,0,0,0,0,0,0,0,0,0,81,18,25,31,82,85,111,0,5,444,25,4,3,12,20,19,12,0,0,96,33,11,14,31,39,62,49,0,7,243,10,5,5,0,17,15,28,0,3,82,54,8,13,39,88,92,92,3,12,410,42,11,24,25,92,83,115,0,0,397,38,4,9,14,70,47,26,0,0,209,5,3,0,5,5,7,7,0,0,34,12,0,0,3,12,0,5,0,0,34,9,5,4,3,3,8,3,0,0,27,39,5,16,25,22,30,36,0,0,177,24,9,11,17,37,64,115,0,0,278,38,7,20,12,28,24,20,0,0,154,56,11,28,31,52,51,41,4,0,275
