POW_LGA_CODE_2021,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49ov_Mng,SS_NS_49ov_Pro,SS_NS_49ov_TecTW,SS_NS_49ov_CoPSW,SS_NS_49ov_ClAW,SS_NS_49ov_SWks,SS_NS_49ov_MaOpDv,SS_NS_49ov_Lab,SS_NS_49ov_IDNS,SS_NS_49ov_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49ov_Mng,Tot_49ov_Pro,Tot_49ov_TecTW,Tot_49ov_CoPSW,Tot_49ov_ClAW,Tot_49ov_SWks,Tot_49ov_MaOpDv,Tot_49ov_Lab,Tot_49ov_IDNS,Tot_49ov_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
LGA22310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,22,176,13,80,5,49,9,379,30,222,55,690,194,750,39,385,21,2398,29,55,71,221,115,185,25,141,6,847,20,19,38,97,46,60,9,23,3,304,9,17,63,36,20,7,0,9,4,170,4,7,74,13,11,9,3,5,0,132,4,7,20,8,3,0,0,0,0,43,4,5,14,12,5,4,5,4,0,48,0,0,4,13,6,4,0,7,15,47,93,361,359,1267,413,1105,78,622,55,4357
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,11,0,37,0,0,3,34,0,138,3,70,3,254,0,0,3,12,0,14,0,7,0,41,0,0,0,3,0,9,0,4,0,23,0,0,32,7,9,0,0,0,0,49,0,6,26,3,0,0,0,0,0,40,0,0,7,3,0,0,0,3,0,11,0,0,8,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,11,14,3,10,85,83,15,169,8,98,11,488
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,23,4,3,15,34,5,58,0,53,0,172,3,7,0,10,0,11,4,11,0,47,3,0,5,6,0,3,0,9,0,23,0,3,20,7,0,0,0,0,0,33,4,0,11,3,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,8,17,9,60,65,6,81,6,83,6,338
LGA22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,5,11,149,9,110,8,64,9,375,15,50,51,400,79,944,60,610,14,2227,10,19,49,137,56,192,23,107,4,600,13,32,32,90,33,68,9,37,6,301,10,17,155,48,27,24,3,14,3,309,5,17,161,14,13,9,5,4,4,228,0,9,74,5,6,5,0,0,0,102,5,3,36,3,0,0,0,0,0,53,0,0,8,14,0,19,0,12,24,74,71,153,563,864,225,1371,105,844,54,4262
LGA22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,11,23,22,96,20,109,25,48,13,365,38,188,92,304,173,1000,151,593,30,2569,36,80,127,147,175,347,230,290,26,1451,19,45,35,70,69,126,85,68,10,525,21,45,221,42,77,38,53,56,9,562,14,25,192,15,38,10,31,17,8,349,6,7,91,8,9,4,5,5,0,147,7,9,44,9,7,11,14,6,3,101,5,10,21,11,7,27,7,7,45,136,148,423,844,691,573,1674,608,1098,144,6202
LGA22750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,17,6,16,69,431,41,374,18,162,13,1131,56,134,155,1206,225,2425,155,1330,39,5720,30,78,123,412,116,509,82,295,17,1668,25,53,72,196,69,175,31,72,4,702,30,40,318,105,65,47,12,37,9,657,11,40,368,47,24,15,8,18,4,535,8,14,158,15,13,3,4,7,0,228,5,4,50,11,4,6,3,3,0,91,0,9,15,23,0,33,5,16,38,148,187,383,1322,2452,567,3597,322,1943,124,10885
LGA22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,8,4,43,11,77,0,38,3,188,11,18,19,125,41,537,11,266,7,1034,7,20,17,41,17,92,3,38,4,244,5,17,12,40,16,31,0,24,5,141,3,21,90,34,29,15,5,18,0,208,7,13,103,13,9,7,0,4,3,169,3,9,46,5,6,0,0,7,0,75,4,0,26,8,0,4,0,5,0,47,0,0,3,11,0,8,0,8,17,47,47,106,321,312,124,763,26,398,39,2139
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,4,0,18,0,58,5,5,8,42,6,53,0,40,0,154,0,0,9,10,4,7,0,6,0,30,0,0,0,9,0,3,0,3,0,13,0,0,14,3,0,0,0,0,0,16,0,0,9,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,6,3,46,96,11,69,0,68,5,302
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,4,0,4,5,0,8,0,16,0,41,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,16,0,18,0,76
LGA23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,8,106,17,87,13,43,0,283,8,50,28,284,79,525,40,301,14,1323,15,17,59,92,38,146,67,114,6,562,13,12,27,48,16,52,24,28,3,230,8,7,81,15,14,12,15,14,0,165,5,3,82,9,12,5,10,13,0,136,0,0,45,0,8,4,0,5,0,61,0,0,31,3,0,0,4,4,0,39,0,6,8,15,0,12,4,4,14,53,63,100,357,574,185,854,174,521,44,2858
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,23,0,11,0,54,9,4,8,57,14,132,8,94,0,321,0,0,6,16,5,16,0,16,0,60,0,0,8,15,0,11,0,3,0,38,3,5,32,10,5,6,0,8,0,67,0,7,26,5,5,4,0,0,0,46,0,0,12,0,0,0,0,3,0,15,0,0,4,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,3,6,14,19,103,107,36,189,9,128,5,610
LGA23270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,9,0,0,25,6,15,20,164,30,219,27,109,6,600,38,125,79,448,182,1488,153,801,44,3355,47,55,176,194,103,423,217,360,13,1592,17,15,65,83,60,169,63,113,10,602,19,29,216,48,49,42,18,24,8,469,13,21,239,28,33,9,17,24,13,396,8,5,110,5,8,3,9,14,0,165,3,10,54,7,3,0,13,6,7,104,0,3,23,24,6,31,13,22,48,165,164,275,985,1000,479,2394,536,1468,153,7451
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,17,0,19,0,77,4,3,6,62,5,73,0,49,0,205,6,3,3,16,0,12,0,5,0,40,0,0,0,3,0,4,0,0,0,14,6,0,14,3,0,0,0,4,0,25,0,0,14,0,0,0,0,0,0,15,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,9,11,14,7,50,118,10,104,5,79,9,407
LGA23430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,4,14,16,21,38,268,29,291,10,107,6,785,31,150,109,736,190,1639,142,791,32,3817,47,63,111,259,132,472,143,253,15,1490,19,36,58,95,55,162,39,83,9,546,31,29,224,63,31,37,28,14,3,467,15,23,224,13,22,20,8,14,10,337,6,4,77,10,15,6,4,4,0,117,9,15,42,12,5,4,5,5,0,83,0,5,8,19,0,13,7,8,36,96,166,345,881,1467,473,2639,380,1282,99,7731
LGA23670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,6,13,26,189,25,176,11,82,11,545,28,112,81,598,130,1382,112,686,24,3153,33,54,94,185,75,317,84,221,7,1061,16,22,53,81,38,111,25,58,4,404,14,38,167,43,44,26,12,17,0,372,7,26,203,11,24,9,3,14,3,308,6,15,78,8,5,3,4,0,3,119,4,4,26,8,0,4,3,3,0,56,0,0,5,11,3,21,5,3,31,82,124,285,732,1139,342,2044,266,1088,85,6110
LGA23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,57,8,68,0,29,9,185,5,24,28,184,39,592,20,288,10,1201,10,17,18,78,21,106,8,48,5,301,4,11,20,52,21,34,3,14,3,160,4,20,112,36,32,20,0,4,5,229,0,12,95,5,14,0,0,6,0,142,4,3,39,3,4,0,0,0,0,55,0,0,17,0,0,0,0,0,0,29,0,0,8,6,0,11,0,7,11,46,33,87,352,425,141,830,34,387,42,2339
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,4,0,0,18,6,26,3,25,0,76,0,0,0,0,0,0,0,6,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,8,9,3,10,28,0,29,7,28,3,118
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,70,5,35,4,51,0,175,13,11,30,225,22,368,16,245,12,936,6,11,28,60,14,59,5,33,0,214,3,3,13,25,4,17,0,13,3,84,10,5,46,18,0,4,0,6,0,81,0,3,62,8,0,0,0,3,0,85,0,0,27,6,0,3,0,3,0,44,0,0,9,0,0,0,0,0,0,11,0,3,4,12,3,4,0,9,9,42,32,32,231,418,45,489,28,366,19,1665
LGA24210,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,5,15,223,18,214,5,79,4,556,29,123,45,522,111,1154,27,388,16,2409,21,18,49,154,45,281,17,108,8,705,23,8,27,53,22,106,6,27,0,273,11,15,43,28,15,22,0,5,0,140,7,12,58,9,8,13,0,3,0,97,0,4,15,4,5,6,0,0,0,31,0,9,7,3,0,0,0,0,0,14,0,0,0,5,3,4,3,3,13,37,104,191,260,990,218,1790,55,614,39,4261
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,0,9,0,12,0,34,4,0,3,27,3,41,0,27,0,113,0,0,3,0,0,11,0,4,0,24,0,0,0,0,0,0,0,3,0,12,0,3,13,0,0,0,0,0,0,19,0,0,9,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,6,12,4,4,45,45,3,65,0,56,7,242
LGA24330,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,8,15,149,19,264,12,56,8,536,26,119,48,397,87,993,65,376,14,2131,20,29,65,130,55,301,65,142,9,812,21,16,20,50,25,99,12,49,4,303,13,17,53,21,20,31,9,11,6,172,8,12,52,7,11,8,3,4,0,113,5,8,18,5,0,4,0,3,0,39,0,10,17,3,4,0,0,0,0,30,0,0,6,17,0,9,7,8,31,79,105,222,285,777,223,1715,175,650,65,4220
LGA24410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,11,8,26,178,21,210,7,64,4,525,28,69,50,483,100,1262,42,587,17,2638,36,36,63,183,63,287,46,167,10,885,15,17,45,81,32,102,17,53,5,363,15,17,143,37,21,30,3,21,0,285,9,16,167,16,16,11,3,8,0,240,5,3,56,4,4,4,0,7,0,83,6,0,17,5,5,0,0,4,0,40,0,8,4,12,0,7,0,3,13,38,122,169,575,1005,257,1912,126,901,44,5113
LGA24600,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7,0,4,3,24,62,159,115,1280,231,796,18,357,51,3084,132,1133,269,1895,1028,1817,109,982,124,7496,145,722,347,888,1147,738,99,774,74,4931,86,329,148,362,518,241,20,161,29,1895,80,560,237,147,601,85,15,61,34,1810,60,543,246,82,326,41,8,31,19,1352,21,172,72,26,90,16,4,13,7,421,12,129,44,24,48,13,0,8,10,287,8,40,35,107,24,80,8,46,159,506,612,3797,1504,4803,4008,3818,288,2425,511,21777
LGA24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,3,0,14,79,14,146,8,58,4,321,22,70,56,302,66,993,46,491,15,2056,15,12,101,82,61,227,97,159,3,758,16,9,25,34,23,96,21,38,9,270,9,17,110,27,20,17,18,14,0,222,4,9,134,8,12,16,9,10,0,205,5,0,52,3,4,0,0,8,0,77,0,0,24,4,0,0,4,0,0,39,0,0,17,13,3,17,3,15,22,87,73,115,542,563,196,1512,193,791,55,4042
LGA24780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,0,12,0,3,9,29,3,38,0,21,4,105,15,18,16,76,19,427,7,182,10,762,0,4,16,29,11,55,8,35,0,162,0,10,12,18,7,26,0,20,0,103,9,9,68,29,18,8,4,3,3,153,6,3,56,3,6,6,0,6,0,85,4,6,33,11,5,0,0,0,0,53,4,0,20,6,0,0,0,3,0,33,0,0,3,4,0,14,0,4,7,39,35,62,228,202,64,580,24,274,28,1501
LGA24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,35,6,28,0,27,0,107,4,14,20,87,25,313,3,201,5,675,5,8,22,19,9,71,5,43,0,187,7,10,3,27,3,19,0,12,0,78,0,4,30,30,0,0,0,5,0,67,3,0,35,3,0,0,0,6,0,51,5,0,8,0,0,0,0,0,0,24,0,0,5,8,0,0,0,4,0,17,0,0,4,3,0,6,0,3,8,37,31,42,138,217,43,436,20,297,21,1244
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,0,24,0,22,0,13,0,57,4,5,12,65,11,169,3,123,3,396,0,3,11,15,3,26,0,17,0,76,0,3,4,18,5,9,0,5,0,54,0,5,36,8,5,6,3,11,3,69,3,0,38,5,4,0,0,5,0,51,0,0,12,0,0,0,0,6,0,16,0,0,18,3,0,0,0,4,0,23,6,0,5,0,0,9,0,0,10,26,15,22,135,133,24,245,13,167,14,774
