POW_LGA_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
LGA26260,11,49,4,0,4,0,0,0,4,60,0,31,6,0,0,0,0,0,0,46,8,49,10,0,4,3,0,7,4,84,6,27,12,0,5,0,0,0,0,58,4,27,25,9,7,9,0,0,4,81,9,29,23,13,35,28,5,7,5,155,0,7,11,19,39,48,12,12,0,157,0,10,8,6,26,38,10,15,3,118,0,3,5,8,8,9,4,12,0,54,4,0,5,5,4,10,3,8,0,34,0,0,0,0,0,8,0,4,0,13,0,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,10,47,237,118,64,134,154,43,81,24,904,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,10,10,0,3,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,5
LGA26350,51,284,9,0,0,0,0,0,0,342,27,203,30,3,0,0,0,0,3,267,19,185,56,4,0,0,0,4,8,268,27,162,114,15,5,4,0,3,5,328,30,142,216,40,26,7,7,0,3,467,29,97,174,78,81,22,0,7,7,492,19,69,77,60,144,47,3,26,12,455,8,30,54,29,96,84,20,17,4,347,4,16,13,14,42,34,15,16,4,147,0,5,7,9,22,25,3,9,0,85,0,5,0,4,10,26,6,11,0,64,0,9,9,0,7,14,9,15,0,57,0,0,0,0,0,6,0,10,0,14,0,0,4,0,0,3,0,5,0,19,0,3,3,0,5,3,0,0,8,18,220,1212,774,266,430,277,59,129,59,3423,4,3,3,6,0,4,0,0,16,41,4,7,0,0,0,0,0,5,9,23,3,17,0,3,0,0,0,0,3,35,4,16,0,0,0,0,0,0,14,35
LGA26430,0,31,0,0,0,0,0,0,0,44,3,36,6,0,0,0,0,0,0,47,0,18,3,0,0,0,0,0,0,27,0,24,22,0,0,0,0,0,3,59,3,20,18,8,0,6,0,4,0,70,0,18,20,10,28,30,5,11,0,123,5,6,6,10,54,40,4,13,5,139,0,0,5,6,38,46,6,14,0,112,6,0,0,4,4,17,5,4,0,44,0,3,0,0,3,8,4,3,0,25,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,29,166,82,47,139,155,25,64,12,711,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
LGA26490,31,119,0,0,0,0,0,0,0,151,19,81,8,0,0,0,0,0,0,109,18,63,15,0,0,0,0,0,0,102,15,59,22,3,0,0,0,3,3,107,13,55,47,13,10,4,0,3,3,148,13,45,35,23,13,10,0,9,0,146,7,20,19,15,45,31,7,9,3,157,5,8,9,11,24,35,5,13,3,111,5,4,0,4,12,20,4,7,0,53,5,0,0,4,5,14,0,11,0,37,0,3,0,3,7,11,7,6,0,25,0,3,7,0,0,4,5,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,122,471,176,79,121,128,34,56,16,1206,0,0,0,0,0,0,0,0,5,10,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,4
LGA26610,0,51,0,0,0,3,0,0,0,56,10,43,9,0,6,4,0,0,4,72,9,42,17,0,6,0,0,0,3,78,4,38,38,17,9,10,0,0,8,131,9,46,58,25,50,12,6,13,9,234,12,23,38,46,99,62,11,9,12,310,17,24,17,39,148,119,23,31,4,413,4,12,7,13,75,95,34,32,8,277,3,9,5,3,14,20,0,23,0,84,0,3,0,5,8,6,3,8,0,31,0,0,3,0,0,0,0,5,0,12,0,3,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,12,0,6,0,0,3,3,3,0,8,27,72,313,198,161,419,350,80,122,51,1758,4,5,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,12
LGA26670,4,21,0,0,0,0,0,0,0,26,0,17,4,0,0,0,0,0,0,18,5,14,4,0,0,0,0,4,0,18,0,10,3,0,0,0,0,0,0,17,0,13,13,0,0,4,0,0,0,29,0,8,11,6,22,6,0,4,0,60,4,5,9,6,14,7,5,4,5,53,3,0,3,0,18,10,6,3,3,47,0,0,0,0,10,5,5,0,0,23,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,16,84,47,19,66,34,15,24,8,315,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,26,135,5,0,0,3,0,0,3,167,6,89,12,4,5,0,0,4,0,120,0,47,16,5,9,3,0,6,0,83,12,49,21,10,6,0,0,3,5,105,11,70,54,24,16,10,0,8,0,190,14,40,50,31,65,23,4,6,4,231,10,14,24,31,110,52,6,16,4,262,6,10,7,18,67,60,11,17,0,189,4,5,5,6,27,16,3,18,0,82,3,0,0,0,3,11,5,10,0,32,0,0,0,3,0,7,0,11,0,21,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,6,16,92,460,201,127,308,196,38,96,28,1551,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,8
LGA26730,24,157,4,0,0,0,0,0,0,191,13,113,7,0,0,0,0,3,3,146,8,73,20,6,0,3,0,0,0,116,15,76,46,4,5,0,0,0,3,146,18,75,65,25,19,8,4,3,10,221,12,49,45,41,54,25,3,3,9,241,8,39,24,37,137,94,16,17,3,369,10,16,21,8,108,138,21,17,3,352,3,15,3,5,19,59,20,19,4,144,3,3,0,6,9,9,8,9,0,44,0,0,0,0,0,0,0,9,0,14,3,0,0,0,4,3,4,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,10,4,12,3,0,0,6,0,3,7,31,125,644,250,122,356,345,72,92,36,2048,0,0,0,0,0,0,0,3,10,13,0,4,0,0,0,0,0,0,3,13,0,4,0,0,0,0,0,0,5,13,0,0,0,0,3,0,0,0,0,10
LGA26810,26,125,6,0,0,0,0,0,10,162,5,79,13,4,3,6,0,0,0,111,8,64,19,6,0,3,0,4,3,104,5,67,40,6,10,3,3,3,4,153,10,69,69,36,11,14,8,10,9,241,13,36,53,54,59,46,8,13,3,281,14,23,26,42,115,97,22,30,7,371,4,15,12,23,60,92,21,35,0,257,6,6,0,3,22,38,10,23,7,122,7,0,11,8,12,23,5,24,0,81,0,0,0,0,7,18,4,10,0,48,7,7,0,0,11,18,8,28,6,74,9,0,0,0,0,0,0,9,0,14,0,5,0,0,4,0,0,7,0,10,3,6,5,0,4,3,0,6,3,28,105,508,253,183,322,362,92,198,55,2083,9,0,0,0,0,0,0,6,11,26,0,3,0,0,0,0,0,0,5,8,0,7,0,0,0,0,0,0,7,9,0,9,0,0,0,0,0,3,4,17
LGA26890,7,10,0,0,0,3,0,0,0,13,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,0,9,0,6,0,0,0,0,0,16,0,4,9,9,7,0,0,0,0,30,0,0,5,8,0,9,3,4,0,29,3,3,9,3,8,13,0,5,5,55,0,0,5,0,6,18,8,5,0,43,0,0,0,0,0,9,4,4,0,24,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,43,25,24,24,57,19,24,8,236,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,45,432,16,0,0,0,0,0,0,496,28,321,37,8,0,5,0,0,6,408,31,230,72,20,8,6,0,0,6,366,25,159,120,21,7,8,0,0,0,344,25,153,216,58,33,27,0,12,12,531,30,96,127,90,151,44,7,8,9,561,14,58,91,63,225,96,19,10,17,590,10,40,58,52,160,129,24,22,8,499,0,19,10,23,69,45,14,20,4,201,10,9,8,11,28,23,10,22,0,114,0,7,4,3,12,27,12,18,0,83,3,7,6,0,9,30,7,23,0,90,0,3,0,0,3,3,0,5,0,15,0,4,0,0,0,0,0,5,0,20,0,8,7,0,3,5,0,0,13,36,226,1547,776,351,718,452,93,142,77,4391,0,3,5,0,0,5,0,3,13,33,0,11,5,0,0,0,0,0,17,45,6,26,7,0,3,0,0,0,10,52,0,27,10,5,3,0,0,3,20,70
LGA27070,48,390,16,6,0,0,0,3,5,466,20,358,55,4,0,4,0,0,10,459,26,236,99,18,13,8,3,4,9,412,24,221,208,24,14,10,3,0,4,519,40,229,306,88,62,26,4,14,8,770,29,133,225,171,290,101,6,20,19,1005,46,115,151,164,563,356,74,45,33,1540,27,52,66,81,385,332,69,82,15,1107,9,26,32,30,153,198,47,80,13,577,6,13,9,13,73,88,26,56,3,301,5,5,8,12,36,44,22,40,0,164,7,5,10,10,24,70,30,65,3,212,0,0,4,0,7,7,3,15,0,37,0,4,0,0,7,6,0,25,0,42,5,11,9,4,15,11,5,0,22,88,310,1808,1193,622,1653,1268,291,452,154,7733,12,8,0,3,3,3,0,3,23,50,7,31,0,0,0,0,0,0,6,44,0,16,4,0,0,0,0,0,17,41,3,22,8,4,0,0,0,0,15,56
LGA27170,11,147,5,0,0,0,0,0,0,168,9,91,19,0,0,3,0,0,4,120,8,74,22,3,0,0,0,0,0,111,8,52,38,6,6,3,0,0,3,120,15,72,72,24,22,6,0,13,4,224,14,40,55,49,78,38,7,9,0,288,11,22,39,43,145,107,22,26,3,429,8,18,12,33,104,129,14,32,6,356,3,0,8,9,43,52,18,25,0,162,8,3,0,0,23,44,10,13,0,104,3,0,0,0,15,25,6,17,0,70,0,0,3,0,8,16,6,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,5,0,0,0,0,3,0,3,25,104,538,271,166,447,436,91,156,34,2243,0,0,0,0,0,0,0,0,4,10,0,6,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,4,10,0,6,0,0,0,0,0,0,5,11
LGA27260,64,462,11,3,0,0,0,0,3,544,42,435,64,13,5,3,3,0,5,576,30,330,132,23,6,12,0,0,10,542,33,231,212,31,22,13,7,7,6,555,49,245,341,100,59,39,5,9,18,864,52,158,245,170,282,120,17,16,29,1088,52,102,179,139,598,300,56,46,25,1501,34,77,93,90,464,331,85,72,18,1262,17,31,42,42,184,177,56,56,10,608,11,22,17,18,89,123,37,58,11,374,7,4,7,9,31,56,21,50,10,193,9,8,16,8,21,67,39,85,4,250,0,4,0,0,5,7,3,17,0,36,0,3,3,0,8,4,3,23,0,46,3,12,8,9,6,3,0,0,24,71,413,2158,1373,660,1789,1262,319,447,183,8597,9,10,7,0,0,9,0,6,32,74,7,23,4,0,0,0,0,3,9,47,11,22,9,4,0,3,0,0,14,66,7,18,16,3,4,0,0,0,21,70
LGA27350,37,217,4,0,0,0,0,0,0,262,31,204,32,0,0,0,0,0,5,272,21,162,54,9,3,0,3,0,4,255,27,139,126,16,11,7,0,0,11,332,32,161,214,56,18,11,3,8,3,505,30,107,154,75,110,44,7,8,8,537,19,67,125,76,180,99,12,16,11,611,13,28,58,43,137,110,21,22,7,444,6,15,21,18,65,55,9,23,5,217,5,5,22,7,30,58,16,19,0,160,4,5,5,4,26,43,5,20,0,105,8,0,8,7,21,71,27,45,3,194,0,0,0,0,0,3,0,16,0,18,0,0,0,0,3,0,0,14,0,24,0,5,6,0,8,3,0,3,10,43,237,1122,828,314,611,507,117,195,74,4001,7,4,0,0,0,8,0,4,21,49,9,20,0,0,0,0,0,4,6,38,5,13,0,0,0,0,0,0,11,38,0,23,8,0,0,0,0,0,22,59
LGA27450,95,454,9,3,0,3,0,0,0,573,52,339,44,4,3,0,0,3,0,453,34,235,66,15,8,4,0,4,11,375,39,187,111,20,18,14,0,4,14,406,51,177,162,64,52,31,6,8,9,560,40,126,133,110,180,84,13,13,12,705,35,63,88,110,333,197,26,31,6,888,26,34,58,59,202,188,45,66,4,685,11,19,11,17,65,103,11,44,4,286,6,16,7,14,38,64,18,35,0,192,0,4,5,8,14,19,11,25,0,93,4,5,7,9,9,22,8,35,0,93,0,0,0,0,0,5,0,3,0,10,4,6,0,0,4,0,0,5,0,28,9,9,4,0,5,10,0,9,9,55,412,1698,711,430,934,750,149,286,86,5451,3,4,0,0,0,3,0,3,15,29,4,18,5,0,0,0,0,4,9,40,5,9,0,4,0,0,0,0,9,30,0,10,5,0,5,0,0,0,5,27
LGA27630,0,22,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,4,18,0,9,5,4,0,0,0,0,0,16,0,6,6,0,0,0,0,0,0,19,0,10,13,0,0,5,0,0,0,31,0,5,11,7,3,7,0,0,0,38,0,5,0,3,21,13,0,10,0,59,0,0,0,0,9,18,3,4,0,39,3,0,5,0,6,8,0,0,0,25,0,0,0,0,0,4,0,0,0,12,0,0,0,0,4,4,3,0,0,7,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,85,41,19,45,57,18,24,8,302,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
LGA29399,0,9,0,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,11,0,12,5,3,3,0,0,0,0,15,0,25,17,10,8,0,0,0,0,62,5,22,22,8,7,4,0,0,0,69,0,12,15,6,9,3,0,0,9,65,0,4,0,4,4,5,0,0,0,23,0,4,0,0,3,6,0,0,0,10,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,102,57,36,38,18,9,8,16,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA29499,96,527,28,7,6,4,6,0,16,692,169,810,104,18,17,20,5,11,17,1163,198,813,257,55,36,33,9,14,29,1438,173,852,401,90,52,68,9,8,54,1709,238,939,671,265,146,161,19,59,60,2534,194,615,597,372,355,253,40,74,66,2564,160,478,517,412,587,580,111,141,62,3040,155,319,383,320,510,848,191,246,48,3025,84,136,175,204,350,590,148,286,26,2011,60,77,111,107,229,470,154,293,25,1527,26,59,66,59,138,313,115,225,21,1021,36,31,55,65,116,364,158,354,16,1192,9,4,9,9,11,60,21,96,0,225,5,16,14,9,10,36,17,75,3,178,28,48,22,17,17,44,9,28,69,283,1665,5808,3440,2005,2577,3873,1002,1935,512,22816,30,21,10,6,11,11,4,7,62,159,20,35,3,0,0,5,0,5,21,89,14,32,13,3,0,3,0,0,33,106,32,40,28,9,4,3,0,8,46,163
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,10,3,0,0,0,3,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,8,0,23,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
