POW_LGA_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA23940,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,5,0,0,9,0,5,0,0,8,12,24,8,6,43,18,84,8,6,115,78,48,0,0,129,120,43,5,3,171,125,56,8,6,195,117,50,12,4,185,161,62,8,5,246,158,63,3,4,240,195,88,13,14,310,190,91,7,8,294,209,122,18,6,349,111,72,9,7,199,51,58,4,0,117,38,35,0,10,82,1583,861,106,91,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,0,10,0,0,15,4,13,0,0,21,3,14,0,0,18,3,7,5,0,15,3,7,0,0,15,7,8,0,0,16,6,7,0,0,18,0,13,4,0,15,7,11,3,0,22,3,12,0,0,14,8,9,3,0,15,0,9,0,0,14,0,4,0,0,6,49,124,23,3,201,182,945,133,31,1296,604,655,85,38,1377,787,395,70,23,1272,725,426,73,21,1250,746,540,69,24,1380,903,580,60,24,1563,940,675,68,25,1708,1019,638,78,22,1752,773,618,87,20,1500,529,556,69,13,1168,235,347,34,4,616,91,197,16,8,311,69,119,12,7,200,7596,6675,860,274,15402,5,5,0,0,4,3,5,0,0,14,4,0,0,3,4,0,4,4,0,8,6,3,0,0,8,7,5,0,0,12,8,9,0,0,18,0,5,0,0,10,6,0,0,0,6,8,12,0,0,11,0,7,0,0,6,0,0,0,0,4
LGA24210,0,24,3,0,25,4,14,5,0,21,9,17,6,0,27,0,13,0,0,18,6,7,3,0,20,5,15,0,0,19,5,9,0,0,19,5,13,0,0,20,16,18,0,0,37,6,19,12,0,38,4,16,4,0,28,3,16,4,0,19,3,22,3,6,31,74,199,41,12,313,130,1821,329,13,2297,871,2270,327,46,3510,1657,1180,167,51,3057,1807,1048,223,69,3143,1655,1223,182,64,3123,1534,1150,107,37,2819,1693,1242,112,39,3086,1754,1297,125,43,3221,1500,1280,148,36,2957,958,1050,128,18,2159,415,629,81,18,1144,112,346,28,5,484,63,214,23,12,306,14147,14742,1982,438,31305,0,8,0,0,9,10,16,0,0,26,6,0,0,3,17,12,6,0,4,17,15,9,0,0,21,10,8,0,0,14,9,11,0,4,18,11,10,3,0,25,9,6,0,0,20,11,3,0,0,12,3,7,0,0,11,4,0,0,0,3
LGA24250,0,0,0,0,3,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,6,0,0,11,0,0,0,0,0,0,0,0,0,3,13,18,10,3,45,49,143,27,9,235,127,90,15,12,240,199,91,18,4,318,162,102,21,3,294,186,158,13,6,367,199,152,12,10,372,233,125,19,9,380,241,150,19,10,419,224,141,28,12,402,183,195,30,4,417,80,140,20,5,245,39,66,3,0,111,11,34,4,5,59,1926,1593,235,92,3848,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,3,4,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA24330,0,12,3,0,14,4,21,5,0,32,12,17,3,0,32,7,30,6,0,48,9,8,4,0,23,15,10,7,0,34,13,10,6,3,31,22,22,8,0,52,15,6,0,0,26,13,20,14,0,43,3,6,0,0,18,0,4,0,0,4,0,3,0,0,7,119,180,53,10,365,120,1508,291,37,1953,1313,2808,384,106,4607,2868,1921,276,147,5216,3402,1664,318,97,5483,3137,1555,244,99,5028,2794,1373,142,65,4369,2678,1333,119,57,4180,2492,1250,129,50,3912,2084,1071,137,37,3332,1374,900,131,23,2424,525,438,86,15,1062,127,157,38,5,324,22,64,6,7,101,22943,16019,2288,743,41993,0,11,4,0,18,7,10,3,3,28,20,10,0,4,32,20,16,0,5,36,23,14,6,4,41,15,7,6,0,29,15,8,0,0,27,24,11,0,6,43,22,6,3,0,26,8,9,0,0,20,0,3,0,0,6,0,4,0,0,4
LGA24410,11,20,5,0,36,13,30,9,0,52,15,23,3,0,45,18,18,0,0,35,18,18,3,0,42,17,25,5,5,43,22,19,0,3,41,25,24,4,6,49,16,25,4,0,41,7,17,7,4,38,6,18,0,0,31,6,11,0,0,15,0,14,6,0,15,159,245,58,16,475,324,2458,335,34,3150,2019,2629,315,60,5020,3007,1370,231,105,4712,2922,1389,279,88,4690,2816,1563,214,74,4671,2785,1499,118,58,4460,3066,1444,120,40,4670,2960,1487,167,61,4678,2657,1440,168,32,4297,1743,1250,201,33,3234,619,761,85,9,1473,171,320,41,11,547,54,170,19,8,251,25146,17787,2301,610,45844,0,12,0,0,19,16,16,3,0,35,16,6,0,4,23,17,0,0,3,22,20,10,0,0,29,17,12,4,5,33,24,10,0,4,32,20,14,0,0,34,21,15,0,0,38,16,17,0,0,26,4,9,3,0,12,7,0,0,0,3
LGA24600,9,27,13,0,47,60,95,39,7,202,151,137,49,0,338,178,130,49,5,360,181,113,53,11,357,207,117,51,5,383,208,94,39,6,350,155,76,50,4,286,153,88,57,4,297,80,82,35,11,209,63,56,25,8,155,23,40,8,3,69,14,29,14,16,73,1479,1094,475,83,3127,650,3538,1081,177,5441,17492,15663,3069,784,37008,50735,13719,3026,1116,68594,60451,13396,5178,1133,80154,61970,13991,4646,923,81531,51773,11091,2147,593,65608,41956,8085,1282,437,51760,34213,6660,1254,377,42509,24342,5638,1289,304,31575,13920,5007,1125,185,20242,4821,2995,632,104,8556,1320,1459,220,61,3064,307,628,112,88,1140,363958,101883,25058,6272,497169,9,24,8,3,40,93,75,13,16,199,242,68,15,38,360,242,73,26,38,383,256,70,21,35,373,247,75,8,28,350,234,32,13,15,286,188,37,12,12,255,161,45,5,6,218,100,54,10,4,162,31,25,0,5,60,13,13,4,7,33
LGA24650,0,36,9,0,52,6,12,0,0,28,7,12,0,4,30,11,19,4,0,29,11,13,0,0,27,15,15,11,3,42,29,9,10,0,47,13,12,6,0,31,15,21,3,0,47,18,18,0,3,38,5,6,5,0,14,4,0,4,0,9,0,3,0,0,4,140,184,52,17,390,357,2127,226,54,2767,1649,1868,215,102,3837,2890,1347,202,127,4563,3064,1535,264,126,4987,3018,1559,207,121,4907,2630,1310,123,65,4128,2409,1213,104,50,3781,2039,957,107,52,3162,1445,759,114,38,2356,858,644,86,14,1600,310,316,42,13,675,67,132,23,7,224,9,40,6,8,60,20752,13806,1710,773,37044,0,10,0,0,17,6,11,4,9,22,9,11,0,6,23,22,10,6,5,34,23,15,4,0,44,17,8,0,5,25,10,11,0,4,26,15,3,0,3,19,5,3,0,0,11,4,5,0,0,12,3,0,0,0,3,0,0,0,0,0
LGA24780,6,25,0,0,34,3,12,4,0,19,6,23,0,3,30,4,12,0,0,20,8,11,4,0,20,7,12,0,0,20,12,11,4,0,29,7,10,3,0,23,12,11,0,0,24,12,16,0,3,31,3,6,0,4,11,0,0,0,0,0,8,4,0,0,10,85,154,27,12,280,311,989,111,46,1457,1174,716,103,65,2051,1644,684,134,84,2539,1521,742,169,66,2498,1402,752,102,65,2321,1444,670,63,39,2216,1643,640,73,59,2411,1649,661,85,61,2463,1452,646,91,42,2227,1079,690,106,37,1910,435,338,39,16,829,137,172,15,9,337,61,55,10,12,139,13951,7746,1101,611,23408,0,3,0,8,10,9,4,0,4,16,8,4,0,0,18,11,0,0,0,12,15,9,0,0,28,13,0,0,0,18,6,0,0,0,15,12,8,0,3,27,9,18,0,0,26,5,6,0,3,12,6,3,0,0,15,0,4,0,0,4
LGA24850,0,13,0,0,16,0,3,4,0,8,3,14,3,0,23,0,6,9,0,21,6,7,3,0,16,5,3,0,3,16,4,4,3,0,8,8,7,0,0,11,10,3,0,0,14,6,12,3,0,23,6,6,0,0,8,3,4,0,0,7,0,7,0,0,10,50,93,26,9,173,252,786,79,30,1155,677,540,84,34,1339,868,357,60,38,1314,838,452,114,35,1439,789,485,63,37,1373,746,402,43,26,1221,820,490,30,21,1364,801,429,58,19,1304,732,395,66,27,1214,432,403,62,3,902,198,241,41,11,496,84,116,9,6,211,39,55,4,0,98,7270,5166,707,288,13429,0,10,0,0,10,4,0,0,7,8,5,3,0,0,7,5,3,0,0,9,0,0,0,6,10,9,0,0,0,9,7,0,0,0,6,8,4,0,3,17,5,8,0,0,18,0,8,0,0,9,0,0,0,0,6,0,0,0,0,0
LGA24900,5,11,0,0,17,0,6,0,0,9,5,0,0,0,5,5,4,0,0,6,0,3,0,0,8,0,3,4,0,3,4,0,0,0,4,4,12,3,0,11,4,5,0,0,11,6,6,0,0,11,0,3,0,0,7,0,3,0,0,7,0,7,0,9,9,31,67,9,12,120,183,506,47,35,771,512,268,30,15,821,701,246,64,42,1050,623,322,72,32,1040,650,303,44,24,1018,675,310,27,19,1029,736,324,37,15,1109,793,364,54,19,1233,711,406,53,17,1185,561,395,65,26,1043,248,220,46,14,532,84,130,11,4,235,51,62,11,12,133,6529,3859,553,267,11205,0,5,5,0,13,3,0,0,0,3,0,0,0,0,3,0,4,0,0,4,5,4,0,0,9,4,3,0,0,9,4,0,0,0,9,7,5,0,3,13,3,0,0,0,3,5,6,0,0,11,0,0,0,0,3,0,0,0,0,0
LGA24970,3,17,12,0,35,19,39,6,0,68,33,55,10,0,99,34,43,8,4,92,40,50,11,0,100,46,45,9,3,99,61,36,14,0,108,52,53,15,0,119,33,55,13,0,97,38,39,9,6,92,16,25,7,0,50,4,21,3,0,31,6,22,9,3,42,383,508,122,22,1042,341,3005,349,47,3737,3915,5574,584,222,10289,8534,3909,484,279,13201,9331,3438,805,271,13847,9664,3758,664,234,14318,9045,3405,319,153,12917,8939,3141,301,127,12516,8428,3075,306,131,11934,6803,2806,344,93,10043,4302,2402,315,85,7110,1579,1512,179,28,3300,398,720,71,27,1221,121,324,37,26,509,71405,37066,4747,1721,114952,0,12,5,4,20,13,26,4,5,48,41,20,0,9,60,54,17,8,5,82,53,27,3,8,88,50,19,0,3,75,61,24,5,5,91,41,21,5,3,71,31,23,5,0,64,45,18,0,0,58,11,6,0,3,22,3,6,0,0,15
LGA25060,0,22,4,0,25,8,24,4,0,38,10,19,9,0,36,6,7,5,0,21,17,16,0,0,32,13,22,0,0,37,15,11,3,0,29,5,22,0,3,31,12,13,3,0,26,4,18,5,0,26,3,8,0,0,20,0,8,4,0,8,0,13,0,0,16,103,205,43,7,353,202,2112,313,19,2655,1462,2493,288,101,4341,2557,1455,219,105,4334,2828,1410,287,111,4641,2624,1371,252,68,4324,2427,1309,161,78,3974,2509,1372,157,55,4096,2464,1333,157,52,4012,2040,1159,137,33,3364,1201,998,136,33,2366,480,615,86,13,1195,147,243,25,16,430,46,99,10,0,166,20999,15972,2231,697,39892,0,17,0,0,19,12,16,3,3,35,24,7,0,0,35,11,3,3,0,23,14,11,3,8,26,11,12,8,0,28,14,12,0,0,27,20,16,4,0,37,22,9,7,0,34,14,7,0,0,26,3,3,0,0,11,3,6,0,0,9
LGA25150,0,9,0,0,13,0,10,0,0,14,0,6,0,0,12,3,3,0,0,14,0,7,3,0,7,3,3,4,0,8,9,9,0,0,18,4,6,0,0,10,3,0,0,0,8,0,8,5,0,16,0,5,0,0,5,4,3,0,0,9,0,6,0,0,6,38,78,12,3,134,138,556,67,14,769,415,369,44,24,856,538,289,61,25,906,586,324,78,23,1015,533,375,41,35,980,583,323,25,24,966,593,293,27,18,933,567,333,35,22,958,471,377,41,16,901,319,276,32,14,642,136,171,16,3,336,50,80,8,5,148,35,54,6,6,97,4976,3828,485,227,9517,3,6,0,3,7,8,0,0,0,12,0,6,0,0,8,9,3,0,0,10,5,10,0,0,11,8,9,6,0,14,0,0,0,0,0,10,0,0,0,8,3,8,0,0,6,9,7,0,0,13,0,3,0,0,3,0,0,0,0,0
LGA25250,3,18,0,0,25,7,28,3,0,39,15,36,7,4,56,19,30,5,0,53,11,35,10,0,56,16,22,9,3,47,8,35,5,0,57,10,28,6,5,52,16,28,5,0,53,7,27,6,0,41,6,8,0,0,20,0,11,3,0,15,6,21,0,5,28,131,330,57,13,525,168,1440,146,26,1786,1333,2640,283,113,4372,3017,2247,242,132,5633,3274,2026,329,88,5714,2909,1931,266,100,5202,2590,1661,138,72,4458,2470,1588,137,54,4249,2465,1484,145,53,4145,2055,1317,152,34,3561,1327,1029,130,18,2511,486,568,84,18,1152,163,287,25,0,477,64,105,17,6,191,22323,18318,2087,716,43447,0,6,0,0,7,4,14,0,7,26,16,12,0,4,41,22,9,3,0,43,12,14,0,4,32,22,15,5,3,37,13,10,0,0,21,13,7,0,5,26,18,9,0,4,36,9,10,0,0,18,3,0,0,0,10,0,0,0,0,8
LGA25340,7,45,13,0,61,8,40,6,0,57,14,19,3,0,45,12,25,6,0,46,0,28,6,0,34,10,28,7,0,42,18,22,4,0,46,17,33,12,0,60,13,23,4,0,42,4,21,9,0,41,8,16,0,0,24,3,22,0,3,28,0,21,9,8,34,119,335,76,22,554,808,3249,574,103,4741,2665,2724,448,140,5985,3230,1599,303,92,5217,2983,1801,400,95,5278,2852,1997,324,98,5272,2986,1971,209,70,5238,3407,2288,254,92,6039,3444,2317,334,81,6177,2879,2140,316,94,5442,1860,2091,287,60,4294,751,1281,151,34,2225,257,715,82,19,1072,118,350,49,21,535,28251,24527,3729,1004,57514,5,13,0,5,20,12,19,3,9,36,26,5,0,3,37,19,11,0,6,29,20,22,0,3,45,12,12,0,3,29,29,13,5,4,45,24,13,4,0,47,20,25,3,0,47,18,21,0,3,41,6,5,4,4,19,0,7,0,0,7
LGA25430,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,7,0,0,9,4,0,0,0,10,0,0,0,0,4,3,9,4,0,13,5,5,3,0,15,3,3,3,0,9,0,8,0,0,5,4,0,0,0,5,0,4,0,0,6,0,4,0,0,0,22,47,10,0,86,77,286,36,10,401,238,199,26,11,481,335,185,18,9,560,347,206,40,10,600,364,238,40,9,653,396,299,15,7,712,504,290,33,11,835,527,344,37,12,925,461,383,52,15,909,379,354,59,10,796,133,242,31,9,416,43,93,12,3,150,37,44,0,9,89,3837,3164,403,131,7531,0,5,0,0,5,0,4,0,0,6,0,4,0,0,9,0,0,0,0,0,0,4,0,0,5,0,7,0,0,5,0,5,0,0,0,0,3,0,0,4,7,0,0,0,10,3,0,0,0,10,0,0,0,0,0,0,3,0,0,3
LGA25490,0,5,0,0,3,3,6,0,0,8,0,3,0,0,6,0,4,0,0,4,0,0,0,0,3,4,0,0,0,4,0,4,0,0,6,5,0,0,0,3,5,5,0,0,7,0,3,0,0,5,0,3,0,0,3,5,4,0,0,6,0,10,0,0,18,15,44,5,0,73,113,204,29,11,351,234,125,20,8,384,350,114,32,15,511,386,156,29,12,581,364,166,27,7,566,405,128,14,14,564,476,167,21,10,679,489,196,25,22,728,525,211,34,15,785,334,231,46,15,619,206,154,26,14,395,97,82,8,20,204,76,59,8,15,151,4042,1994,318,167,6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,4,0,0,8,9,6,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,3,4,6,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,5,0,5,3,0,8,0,8,0,0,10,0,7,0,0,8,6,0,0,0,3,0,4,0,0,3,0,4,0,0,7,0,6,0,0,9,15,38,16,0,73,52,144,52,9,252,172,107,25,7,306,223,107,29,11,365,201,104,29,4,339,199,130,30,10,370,239,141,25,10,408,291,172,15,11,487,304,173,28,8,517,283,217,43,10,546,231,217,38,10,496,89,139,13,8,249,56,92,7,0,161,54,79,5,9,140,2402,1805,336,93,4634,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,5,0,3,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA25710,0,0,0,0,6,6,5,0,0,12,0,5,0,0,9,0,4,0,0,10,0,5,4,0,10,4,3,0,0,12,6,8,0,0,12,0,7,0,0,11,3,3,0,0,10,0,11,0,0,12,4,0,0,0,7,5,6,0,0,6,0,8,0,0,6,46,70,12,0,127,111,1022,155,11,1290,541,836,112,26,1519,688,389,75,21,1175,716,432,101,30,1276,689,560,74,14,1339,750,567,58,21,1392,889,611,40,24,1562,922,615,53,11,1593,748,611,89,14,1462,497,559,72,7,1134,198,368,45,3,621,83,168,10,10,272,32,112,9,0,151,6848,6857,883,190,14780,0,8,0,0,14,0,6,0,0,10,0,3,0,0,5,5,0,0,0,5,3,5,0,0,11,8,7,0,0,13,4,4,0,0,5,6,0,0,0,8,7,0,0,0,7,3,3,0,0,11,5,3,0,0,9,0,0,0,0,3
LGA25810,0,4,0,0,4,5,0,0,0,8,0,3,0,0,4,0,6,0,0,8,5,3,0,0,9,0,6,0,0,6,0,0,0,0,3,0,5,3,0,9,4,5,0,0,9,0,3,0,0,9,6,5,0,0,11,0,3,0,0,0,4,4,3,0,8,22,46,11,3,82,54,188,22,20,276,240,145,25,16,431,350,109,33,13,502,342,137,42,11,536,255,116,23,12,404,253,119,11,0,386,277,135,21,9,442,331,170,26,11,539,308,158,39,3,509,248,193,37,0,484,115,117,21,4,255,42,61,9,0,115,33,41,3,4,84,2846,1695,306,105,4955,0,4,0,0,4,0,0,0,0,5,3,0,0,0,3,8,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,5,0,0,3,0,0,0,0,3,0,3,0,0,3,0,4,0,0,4,0,4,0,0,3,0,0,0,0,0
LGA25900,0,4,6,0,9,12,25,7,0,46,25,30,3,0,59,17,18,4,0,44,30,18,7,3,59,37,18,3,0,62,35,28,3,0,67,26,16,0,0,43,14,13,5,0,41,19,17,3,0,48,7,18,3,0,23,3,4,4,0,12,4,21,4,0,26,221,238,64,14,536,194,1180,231,33,1641,2979,3332,422,140,6868,7843,2991,428,192,11450,8786,2556,607,199,12142,8016,2369,498,153,11041,6528,1812,230,92,8655,5631,1683,175,65,7553,4867,1523,177,56,6621,3467,1355,162,41,5019,2092,1241,161,29,3515,868,776,85,27,1757,298,483,40,12,832,110,248,26,12,392,51662,21543,3234,1048,77488,0,13,0,0,16,18,19,0,5,45,35,9,4,4,51,33,9,4,7,51,42,16,3,4,63,31,15,0,9,56,25,17,0,6,44,39,12,4,0,53,27,14,4,8,47,21,17,0,0,34,6,6,0,0,17,8,0,0,0,13
LGA25990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,11,13,3,4,29,17,50,8,7,85,82,34,7,7,132,98,36,5,10,148,106,30,10,0,148,110,48,6,3,170,121,62,5,0,184,166,65,8,5,245,161,80,5,9,251,152,80,10,0,238,135,85,8,7,238,57,55,13,4,127,33,38,4,9,86,19,31,0,0,49,1255,709,91,54,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,8,62,28,5,104,34,65,20,7,122,56,43,7,3,109,52,36,10,5,109,59,54,10,3,119,61,61,10,4,135,82,72,12,0,167,96,67,13,3,174,92,93,16,0,200,54,79,18,0,155,17,75,9,0,110,7,29,7,0,44,9,14,0,0,27,634,752,164,27,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA26170,3,5,0,0,13,0,3,0,0,6,4,7,0,0,10,7,3,0,0,10,3,6,0,0,11,3,0,0,0,10,0,3,3,0,11,3,7,6,0,20,4,8,6,0,14,5,6,3,0,16,0,9,0,0,4,4,4,0,0,7,4,6,0,0,16,36,88,22,3,152,143,506,78,31,761,412,260,49,21,738,493,243,45,33,814,563,304,51,13,925,599,339,51,16,1003,607,309,41,25,986,714,404,34,25,1184,798,443,57,24,1322,696,456,78,20,1247,554,523,66,25,1168,277,352,42,19,691,132,197,15,9,354,61,101,7,15,189,6053,4449,617,282,11388,0,0,0,0,5,3,0,0,0,6,8,0,0,0,9,3,3,0,0,3,6,5,0,0,9,4,0,0,0,10,3,0,0,3,6,7,5,0,0,19,4,3,0,0,9,4,7,0,0,10,7,0,0,0,10,0,6,0,0,10
