POW_LGA_CODE_2021,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000_3499_Mng,SS_NS_3000_3499_Pro,SS_NS_3000_3499_TecTW,SS_NS_3000_3499_CoPSW,SS_NS_3000_3499_ClAW,SS_NS_3000_3499_SWks,SS_NS_3000_3499_MaOpDv,SS_NS_3000_3499_Lab,SS_NS_3000_3499_IDNS,SS_NS_3000_3499_Tot,SS_NS_3500mo_Mng,SS_NS_3500mo_Pro,SS_NS_3500mo_TecTW,SS_NS_3500mo_CoPSW,SS_NS_3500mo_ClAW,SS_NS_3500mo_SWks,SS_NS_3500mo_MaOpDv,SS_NS_3500mo_Lab,SS_NS_3500mo_IDNS,SS_NS_3500mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,8,0,13,6,30,7,6,10,82,13,241,0,136,7,502,3,0,9,14,5,101,5,42,4,183,0,0,11,15,4,27,6,19,0,75,3,7,28,12,0,9,0,0,0,66,0,5,52,23,9,10,0,13,0,114,0,10,38,13,5,10,0,3,0,84,3,3,22,10,7,5,5,3,0,60,0,3,7,9,0,0,0,0,0,26
LGA21450,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,11,6,4,0,6,0,17,0,13,5,47,14,25,17,161,32,532,21,389,13,1194,9,20,21,120,19,259,11,150,3,616,4,7,18,66,16,91,9,57,4,272,5,9,56,54,11,65,15,45,0,259,12,8,130,51,20,70,10,36,0,343,8,14,93,60,10,32,0,28,0,233,5,9,62,35,13,26,3,14,4,175,12,3,22,12,9,3,0,11,0,66
LGA21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,14,6,0,10,27,8,53,0,45,11,156,11,92,43,376,80,1296,36,653,19,2621,10,84,49,319,67,995,55,436,15,2036,21,33,44,189,58,455,27,182,8,1024,28,31,122,147,68,320,38,144,7,909,30,34,233,157,73,294,22,117,12,975,25,37,175,118,59,127,23,73,12,635,23,42,118,87,29,57,22,41,11,434,17,37,38,49,26,32,18,14,0,236
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,21,0,57,0,36,0,127,0,0,0,8,6,23,0,7,0,41,0,0,5,4,0,14,0,5,0,29,0,0,3,6,0,0,0,4,0,12,0,0,6,13,0,4,0,0,0,26,0,0,9,3,3,4,0,0,0,20,4,0,6,3,0,4,0,3,0,15,0,3,0,0,0,0,0,0,0,5
LGA21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,6,3,16,44,3,121,0,85,7,281,5,0,5,9,6,48,3,40,4,117,0,5,0,13,6,15,0,19,3,57,0,5,17,14,0,12,0,11,0,60,3,0,24,9,0,9,0,8,0,55,6,3,15,14,3,4,4,9,0,56,5,0,14,4,3,0,0,6,0,25,3,4,9,7,0,0,0,6,0,27
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,15,7,0,5,25,0,72,6,50,5,169,3,0,4,12,0,32,0,20,4,83,4,0,4,10,3,3,4,3,0,34,0,0,10,13,0,5,0,0,0,27,3,5,18,0,0,0,0,0,0,34,5,0,9,3,6,6,0,4,0,26,0,0,6,4,0,0,0,7,0,23,0,0,7,0,0,0,0,5,0,16
LGA21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,10,0,20,0,18,0,59,4,53,13,220,48,543,19,250,9,1158,14,40,21,175,55,405,28,135,6,868,11,32,35,173,47,235,20,84,11,650,14,24,54,129,39,168,20,70,5,522,14,32,114,124,60,139,32,80,8,609,20,22,105,98,29,78,15,42,3,413,14,19,69,55,28,36,19,17,4,253,5,15,31,37,24,16,4,8,9,147
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,5,0,10,0,8,3,23,4,7,7,79,0,190,3,116,7,418,0,0,5,18,0,74,0,35,0,144,0,0,8,16,5,19,0,11,0,61,4,4,27,23,4,15,0,5,0,75,0,5,48,25,5,7,0,8,5,96,6,0,33,26,4,7,0,5,0,78,0,0,15,13,4,0,0,8,0,48,6,3,6,12,3,0,0,0,0,35
LGA22170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,0,4,5,0,36,0,16,5,73,5,15,21,201,28,638,23,392,23,1340,8,20,27,150,43,452,22,195,5,934,5,20,25,110,34,181,15,105,7,501,12,18,60,91,28,147,13,62,6,433,22,19,158,118,45,112,9,43,3,523,15,8,131,80,22,53,10,30,0,351,12,17,91,46,26,27,11,12,0,251,14,23,28,28,30,16,0,9,0,149
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,5,4,17,0,26,0,18,5,67,0,0,0,5,0,15,0,14,0,35,0,0,0,3,0,5,0,3,0,12,0,0,8,0,0,3,0,0,0,10,0,0,11,3,0,0,0,5,0,18,3,0,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4
LGA22310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15,0,12,8,55,6,86,24,331,46,425,17,236,10,1183,13,71,27,270,69,253,14,137,10,861,9,41,25,165,74,130,6,60,7,516,7,34,41,122,62,110,5,66,0,448,19,46,70,146,47,78,11,56,0,469,14,16,69,82,46,40,8,28,3,310,11,25,65,71,36,19,13,17,3,248,7,14,27,36,24,11,4,9,6,140
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,3,28,0,117,0,57,5,206,0,0,0,11,0,34,0,24,0,75,0,0,0,7,0,0,0,3,0,21,0,0,8,0,5,3,0,5,0,19,0,0,23,14,3,3,0,4,0,45,3,0,21,6,3,3,0,0,0,37,0,5,7,4,0,0,0,3,0,23,0,6,4,4,0,0,0,4,0,15
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,16,0,42,5,44,0,110,0,0,4,14,0,22,0,22,0,68,5,0,7,8,4,5,0,7,0,34,7,0,10,10,0,4,0,0,0,33,4,3,10,12,0,6,0,8,0,38,3,0,7,6,0,0,0,5,0,23,0,0,10,3,0,6,0,3,0,24,0,0,3,0,0,0,0,0,0,7
LGA22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,6,0,18,0,15,10,49,9,14,18,211,39,631,27,443,23,1403,3,18,25,167,20,354,21,199,8,820,5,17,22,117,28,116,19,58,4,377,5,8,66,86,22,90,16,40,0,345,13,8,176,102,34,77,5,38,4,457,8,14,148,78,28,37,4,22,3,343,9,22,69,59,29,23,6,19,0,232,7,20,15,27,12,8,3,6,4,104
LGA22670,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,3,0,14,17,11,36,5,28,11,125,14,55,25,159,43,517,48,312,25,1195,17,72,34,117,81,395,48,205,22,992,16,51,55,92,65,225,61,136,12,720,13,41,106,77,66,167,77,113,12,674,25,51,191,77,77,145,104,103,16,786,21,38,196,53,78,75,82,96,12,651,21,43,114,43,64,47,86,59,8,488,19,31,52,26,61,24,65,25,9,309
LGA22750,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,0,17,0,0,8,18,5,44,0,23,4,108,13,36,70,611,73,1511,52,887,40,3282,15,49,82,432,76,804,66,426,17,1957,14,34,65,306,74,399,51,175,11,1118,22,46,174,289,67,309,44,140,10,1101,23,50,322,300,93,281,41,136,6,1254,24,34,286,212,62,133,30,67,5,848,31,45,175,156,58,57,25,48,7,597,31,48,72,73,42,25,8,17,0,319
LGA22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,4,4,18,0,26,6,53,3,4,10,82,24,403,3,179,16,738,6,8,7,31,14,189,0,84,6,346,4,9,17,26,9,50,0,32,0,142,3,10,50,36,13,27,6,16,0,166,0,5,81,37,15,28,6,15,4,202,3,11,86,30,14,20,0,18,0,186,10,17,30,29,20,9,4,5,0,125,7,17,12,20,11,5,0,6,0,83
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,32,0,31,0,36,6,101,0,0,3,18,3,18,0,14,0,67,0,0,0,10,0,9,0,3,0,27,0,0,4,8,3,4,0,0,0,16,0,0,11,7,3,5,0,3,0,31,0,0,10,10,0,0,0,0,0,13,0,0,7,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,8
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,8,0,9,0,30,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
LGA23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,12,3,7,4,37,8,25,5,157,22,308,10,197,6,734,0,7,12,118,41,223,26,107,3,535,8,16,21,78,30,104,19,43,6,320,11,18,52,58,33,75,21,39,3,304,4,8,77,79,12,50,36,35,0,307,14,9,79,37,17,39,27,44,4,264,13,9,62,22,17,15,18,22,5,177,3,4,23,13,6,12,12,14,0,78
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,4,0,11,4,0,11,53,3,108,8,57,0,240,0,0,10,10,4,44,0,45,0,108,0,0,0,9,0,13,4,9,0,35,0,0,9,6,3,0,0,4,0,27,3,0,27,15,3,9,0,3,0,71,0,0,17,7,4,0,0,0,0,34,0,9,11,9,4,5,0,0,0,40,0,4,5,0,10,0,0,0,0,21
LGA23270,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,0,0,25,0,5,5,12,0,48,3,34,6,127,16,46,36,193,45,842,26,460,26,1691,13,44,34,174,95,651,69,312,15,1411,15,29,46,155,60,263,77,164,15,827,22,24,139,107,52,217,67,136,14,783,23,30,228,131,67,184,88,123,13,880,12,22,216,84,46,106,68,104,12,678,21,18,136,58,56,45,61,66,17,471,21,29,87,36,31,20,45,33,8,303
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,15,4,3,6,52,4,67,0,53,5,184,6,0,5,23,0,20,0,12,0,63,3,0,0,10,0,3,0,0,0,20,3,0,13,9,0,8,0,4,0,31,4,0,10,10,0,0,0,0,0,31,0,0,11,3,0,0,0,3,0,22,0,0,7,0,0,0,0,0,0,13,0,0,4,5,0,0,0,0,0,9
LGA23430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,4,14,0,5,4,24,3,40,3,19,3,101,8,58,41,409,59,884,44,526,27,2054,13,51,43,309,77,677,73,230,10,1476,13,41,51,204,51,332,43,142,3,885,14,34,111,155,56,261,59,102,11,785,30,41,224,141,72,208,51,116,7,885,28,21,195,96,57,107,43,77,11,642,31,35,132,54,48,67,39,46,0,445,18,28,56,28,29,27,22,8,4,212
LGA23670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,4,22,6,31,4,23,5,91,12,47,41,307,54,787,40,434,18,1735,13,40,41,255,47,576,52,256,11,1293,17,35,35,129,37,237,49,123,0,661,12,31,80,130,41,149,29,86,3,565,12,28,183,104,41,134,31,69,4,609,15,25,178,73,27,61,21,53,10,464,16,23,92,63,35,33,22,34,6,326,19,26,38,28,29,12,13,12,3,178
LGA23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,5,4,16,0,13,0,39,0,3,12,104,10,418,8,213,14,786,0,3,12,71,15,219,7,77,5,417,3,10,17,38,9,67,7,28,0,176,0,4,51,43,15,42,8,21,6,194,4,11,90,55,16,31,3,21,4,233,7,6,70,32,16,18,4,9,0,168,6,16,38,38,21,10,0,5,0,139,0,15,25,21,23,3,0,4,4,92
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,9,0,0,0,12,0,23,0,13,3,48,0,0,0,3,0,3,0,6,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
