POW_LGA_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
LGA22310,0,0,0,15,3,15,0,7,4,49,8,87,19,319,45,418,15,227,10,1152,11,71,16,255,58,235,9,129,10,793,9,37,17,154,67,124,6,53,7,466,7,30,20,102,52,96,7,56,0,377,11,42,23,125,40,72,11,40,0,365,8,10,33,57,37,38,8,20,3,214,8,13,30,46,25,7,13,10,0,156,8,10,10,28,14,7,4,5,3,79,0,5,0,6,0,5,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,5,3,36,74,305,175,1131,347,1026,76,550,47,3733,0,0,0,0,0,0,0,0,0,5,4,0,3,8,0,4,0,3,0,29,0,4,4,13,10,18,0,11,0,67
LGA22410,4,0,0,0,0,0,0,0,0,12,0,0,3,27,0,114,0,57,5,205,0,0,0,8,0,31,0,24,0,72,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,10,0,0,0,8,0,0,0,0,0,16,0,0,6,0,0,3,0,0,0,14,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,3,23,61,5,161,3,94,11,355,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6
LGA22490,0,0,0,0,0,0,0,0,0,7,0,0,4,16,0,42,0,41,0,104,0,0,3,12,0,22,0,15,0,59,5,0,5,8,3,7,0,6,0,28,0,0,6,9,0,6,0,0,0,22,0,3,0,5,0,3,0,6,0,14,0,0,0,0,0,0,0,3,0,10,0,0,4,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,58,8,80,4,66,6,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6
LGA22620,0,0,0,0,0,16,0,15,10,47,9,14,18,202,30,623,27,434,23,1370,9,13,20,146,16,335,24,194,3,750,0,12,4,99,23,102,19,49,3,309,3,9,14,74,12,80,16,39,0,252,14,3,36,77,30,57,5,27,7,248,3,12,30,54,19,27,4,10,0,165,12,12,18,32,21,11,0,5,0,115,6,12,4,14,7,3,0,3,0,54,0,6,3,3,4,0,0,0,0,13,0,0,4,0,4,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,9,0,3,0,31,47,98,156,708,160,1265,96,787,42,3371,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,14,0,3,0,28,0,0,9,19,6,19,4,8,3,61
LGA22670,3,0,11,16,11,36,6,25,11,111,14,52,24,153,44,503,40,305,27,1152,17,66,30,112,74,378,39,192,15,927,16,48,36,80,59,205,54,121,10,636,7,32,49,61,58,150,69,91,5,533,25,44,52,54,62,124,79,86,4,532,17,30,55,42,52,67,58,67,8,393,9,29,34,32,41,38,59,42,0,285,3,14,14,15,34,19,44,13,0,156,0,9,5,12,7,4,6,6,3,47,4,0,3,3,0,3,5,0,0,22,0,4,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,21,0,8,14,61,112,333,319,579,452,1546,471,947,104,4863,0,0,6,3,0,0,0,4,0,15,0,3,5,3,4,8,3,10,3,46,0,4,10,3,3,20,9,17,3,62
LGA22750,0,4,3,21,6,42,0,22,4,97,13,36,59,599,66,1490,50,872,41,3218,17,46,66,400,70,752,60,399,15,1816,12,28,37,262,55,360,39,151,4,951,18,43,49,234,49,269,38,115,5,811,12,36,53,252,64,229,35,109,6,799,15,24,68,141,35,94,21,54,0,463,15,26,35,86,25,36,13,30,3,270,12,16,21,46,19,12,8,8,3,136,3,7,9,15,4,5,8,3,0,51,0,3,0,5,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,6,3,30,0,8,8,61,117,273,402,2056,408,3318,263,1773,95,8708,0,0,0,0,0,3,0,0,0,12,0,0,10,16,0,22,0,12,0,61,3,4,17,38,0,49,8,23,0,138
LGA22830,5,0,0,4,3,19,0,19,6,48,3,4,12,77,24,394,3,179,16,722,6,6,5,32,14,177,0,73,5,318,4,9,3,24,9,38,0,25,0,111,3,6,9,24,7,18,0,10,0,86,6,3,10,17,9,20,3,7,0,75,5,5,15,17,3,13,0,4,0,57,0,7,16,18,5,3,0,8,0,53,0,6,3,10,0,5,0,6,0,30,0,4,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,4,0,17,31,59,76,222,76,687,17,345,30,1547,0,0,0,0,0,3,0,5,0,3,0,0,4,4,0,8,0,0,0,14,0,0,4,5,3,12,0,7,0,31
LGA22910,0,0,0,0,0,0,0,6,0,8,0,0,0,34,0,31,0,30,6,100,0,0,5,15,3,18,0,13,0,59,0,0,0,5,0,10,0,3,0,27,0,0,0,8,0,0,0,0,0,13,0,0,0,6,3,5,0,3,0,24,0,0,6,3,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,76,9,63,0,60,5,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,12
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,8,0,9,0,30,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,3,12,0,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,0,0,0,4,0,13,3,7,4,33,8,26,5,152,19,302,9,198,6,713,0,7,9,106,34,203,21,101,7,496,6,12,12,72,27,96,20,34,0,278,6,13,17,54,19,65,20,33,3,223,4,4,21,61,12,42,23,31,0,203,8,8,25,19,5,31,21,32,0,154,4,4,16,12,4,8,13,17,0,90,0,6,8,6,5,3,3,8,0,45,7,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,23,48,82,112,503,137,774,136,467,35,2283,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,6,0,9,0,22,0,0,5,13,4,14,5,5,0,42
LGA23190,0,0,0,3,0,3,0,4,0,11,4,0,11,49,3,104,8,56,0,234,0,0,6,3,4,37,0,42,0,99,0,0,0,4,0,12,0,5,0,25,0,0,0,5,3,0,0,0,0,14,6,0,6,8,0,0,0,0,0,27,0,0,6,0,4,0,0,0,0,10,0,4,7,5,4,0,0,4,0,20,0,4,4,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,9,9,34,78,21,167,8,118,5,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,0,0,3,0,0,8,0,0,0,11
LGA23270,0,3,5,11,0,47,3,34,6,119,13,41,20,190,44,832,26,442,21,1633,11,40,25,164,92,621,61,300,14,1326,12,29,31,135,55,244,62,143,11,727,13,24,59,90,43,184,60,109,13,599,21,24,64,108,53,145,67,94,5,588,13,17,60,56,36,76,50,88,8,400,17,13,49,34,24,35,43,52,12,285,11,20,24,29,14,11,32,16,8,161,5,5,6,5,3,0,10,4,3,47,0,0,3,3,0,0,4,0,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,24,3,12,20,74,127,217,361,838,383,2221,430,1300,119,5995,0,0,7,0,0,0,0,0,0,5,4,4,8,3,3,12,0,16,4,48,0,0,9,8,7,30,8,13,0,77
LGA23350,0,0,0,0,0,3,0,8,4,15,4,3,6,49,4,67,0,49,5,179,6,0,0,23,0,20,0,10,0,64,0,0,0,11,0,5,0,4,0,17,0,0,0,5,0,3,0,0,0,13,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,97,7,99,0,67,9,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23430,0,0,0,24,3,38,3,19,3,97,8,53,40,398,59,859,40,520,26,2007,12,55,35,283,70,622,66,221,8,1370,13,37,30,186,48,304,37,123,4,786,11,34,46,132,51,221,47,76,6,625,17,36,65,119,65,179,45,90,0,613,16,14,35,65,40,70,28,60,9,349,16,27,49,39,28,37,29,32,0,247,6,17,13,15,12,17,15,8,3,108,0,3,4,9,7,8,3,4,0,34,0,0,3,6,3,0,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,0,12,4,26,0,11,9,69,108,283,321,1289,391,2383,318,1166,83,6335,0,0,0,0,0,4,0,0,0,6,0,3,0,17,0,18,0,4,0,49,0,3,11,23,4,49,4,13,5,110
LGA23670,0,0,0,23,6,32,4,23,8,81,12,48,32,302,47,769,36,425,17,1684,7,39,27,236,45,556,44,238,11,1207,9,28,16,121,30,202,45,109,0,568,12,20,22,108,39,123,26,72,6,422,13,22,39,74,30,117,26,50,4,367,15,19,51,46,19,46,13,35,0,249,10,6,25,46,26,24,14,22,0,170,5,14,4,15,8,12,8,10,0,65,0,4,6,0,10,5,0,0,0,24,0,0,4,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,16,5,3,14,36,86,201,234,970,254,1898,218,979,64,4910,0,0,0,0,0,0,0,0,0,4,0,5,4,13,8,18,0,11,0,49,0,0,18,24,5,16,8,13,0,86
LGA23810,0,0,0,5,0,16,0,13,0,36,0,3,13,103,10,403,12,208,14,763,0,4,7,63,11,203,7,65,7,375,3,10,4,29,7,58,0,24,0,140,0,3,8,38,8,32,0,11,3,105,0,10,16,37,9,17,3,10,0,113,8,9,8,17,6,6,4,0,0,59,4,6,3,23,3,5,0,0,0,48,0,7,7,8,13,0,0,0,0,36,0,0,7,11,3,0,0,0,0,17,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,3,18,19,51,77,335,83,761,23,343,28,1726,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,6,0,7,0,25,0,0,5,4,0,18,0,9,0,40
LGA23940,3,0,0,0,0,5,0,3,0,7,0,0,0,12,0,23,0,13,3,48,0,0,0,3,0,3,0,5,0,17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,17,0,28,3,28,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA24130,0,0,0,0,3,4,0,5,0,11,0,8,19,139,10,251,9,195,4,638,3,0,8,77,7,108,3,63,14,288,0,5,8,44,4,32,0,27,0,127,5,0,9,28,3,26,0,18,0,93,4,4,15,36,10,18,0,13,0,97,6,0,9,22,0,5,0,6,0,48,0,0,4,8,6,5,3,4,0,27,0,4,3,3,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,24,18,74,371,44,456,18,330,18,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,13,5,0,3,3,0,11,0,8,0,24
LGA24210,0,0,3,22,3,15,0,15,0,61,8,49,17,324,31,569,6,246,4,1265,9,42,15,202,46,430,9,131,4,879,6,16,18,128,24,230,4,55,4,495,7,13,15,68,31,160,12,48,0,357,12,11,14,50,20,136,6,39,0,291,14,5,18,49,14,49,5,19,4,170,0,11,13,26,7,27,3,8,0,95,7,6,0,15,0,7,0,4,0,46,0,3,0,3,0,0,0,3,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,27,69,161,114,896,186,1646,46,569,29,3705,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,11,0,3,0,29,0,0,4,12,4,17,0,10,0,53
LGA24250,0,0,0,0,0,0,0,0,0,6,0,0,8,27,0,37,0,25,4,103,0,0,0,9,0,14,0,11,0,39,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,15,41,3,55,5,47,7,182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,3,0,4,0,7
LGA24330,0,4,0,12,3,28,4,7,3,62,3,55,7,177,24,449,12,202,7,942,14,30,13,146,42,364,19,110,6,752,8,24,15,99,35,242,15,79,7,512,9,14,21,80,17,186,15,56,0,399,10,14,26,69,29,168,22,60,5,408,15,11,30,48,12,84,24,37,7,263,9,8,11,25,10,31,10,21,3,131,3,12,4,20,9,11,9,6,0,76,0,0,4,0,0,7,0,5,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,5,0,4,10,22,76,179,143,678,178,1580,137,577,46,3602,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,11,0,3,0,21,0,5,8,9,0,18,3,9,3,52
LGA24410,0,0,0,16,0,16,5,15,0,50,13,18,19,249,41,692,10,380,18,1434,8,32,21,199,33,474,25,176,3,965,6,7,10,125,33,211,8,74,3,479,16,18,19,82,25,134,19,65,0,377,12,14,34,87,28,107,18,44,3,349,17,11,20,45,16,68,5,27,0,204,3,6,10,30,15,26,4,24,0,115,3,10,12,21,8,7,3,5,0,70,0,5,5,7,0,0,0,5,0,21,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,3,10,32,81,134,156,859,192,1745,97,811,35,4108,0,0,3,0,0,0,0,0,0,7,0,0,4,10,4,10,0,9,0,35,4,0,9,10,4,28,6,19,0,87
LGA24600,5,46,9,68,24,54,3,30,26,265,40,224,36,620,186,644,16,388,86,2239,52,327,80,770,343,797,33,345,57,2811,45,307,77,656,381,598,33,257,35,2390,40,276,130,566,441,448,31,302,39,2267,67,373,136,578,494,449,35,363,43,2544,68,313,134,355,385,202,27,186,21,1686,51,265,100,231,305,107,17,103,19,1210,35,213,63,111,250,45,17,45,17,795,21,97,29,43,92,10,4,13,8,319,12,57,4,25,33,12,6,0,8,146,8,19,0,11,15,3,0,4,0,56,5,24,0,8,11,5,0,4,3,56,0,7,0,0,4,0,0,4,0,12,0,5,3,3,3,3,0,0,0,26,4,14,0,32,17,30,0,12,50,158,444,2562,812,4078,3001,3394,235,2066,406,16992,0,3,10,0,6,0,0,6,0,27,0,10,4,28,14,20,0,16,6,92,0,21,16,61,28,54,3,24,6,211
LGA24650,0,0,0,8,3,31,0,27,0,71,0,24,18,151,40,589,14,320,7,1162,14,30,15,126,24,412,17,164,7,811,4,8,16,58,16,142,16,60,0,324,3,3,34,46,25,83,24,32,6,261,13,4,35,34,19,64,32,48,4,257,8,5,37,26,12,39,15,28,0,173,3,5,23,14,7,20,18,24,0,124,5,6,9,13,0,9,13,12,0,64,0,3,5,5,5,0,6,6,0,30,0,0,4,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,10,30,62,85,202,489,160,1410,155,728,39,3328,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11,0,6,3,27,0,0,4,8,4,18,5,3,0,44
LGA24780,0,0,3,0,0,13,0,5,0,30,6,9,13,58,5,309,0,131,14,548,0,8,7,25,3,139,0,63,0,251,0,3,0,15,5,35,0,19,0,81,0,0,11,11,5,12,0,11,0,48,0,0,5,15,4,4,0,4,0,46,0,0,10,5,0,0,0,0,0,22,0,3,9,9,4,0,0,0,0,27,0,5,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,3,0,15,13,31,57,144,37,531,10,244,16,1095,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,11,0,3,3,3,0,6,4,0,0,24
LGA24850,0,0,0,0,0,10,0,11,0,20,0,4,15,53,5,194,4,160,4,437,6,3,4,30,9,124,0,67,7,243,0,3,0,13,3,25,0,18,0,64,5,0,8,19,0,26,0,7,3,75,3,0,4,17,6,15,0,0,0,50,0,5,5,13,0,5,0,9,0,39,0,7,7,11,0,0,0,4,3,37,0,0,4,10,0,0,0,7,0,13,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,20,29,48,160,32,399,7,275,21,998,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,0,0,14,0,0,5,6,0,6,0,5,0,20
LGA24900,5,0,0,0,0,4,0,0,0,18,8,3,7,46,3,131,3,95,3,299,0,0,9,17,4,60,0,38,0,128,0,0,3,4,0,13,0,7,0,38,0,0,5,4,0,0,0,3,0,11,0,0,0,10,0,0,0,0,0,16,0,0,9,10,0,3,0,4,0,32,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,99,20,221,7,151,10,554,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,4,0,11,0,0,0,4,0,5,0,0,0,13
