POW_LGA_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,14,684,938,700,591,540,438,269,565,51,4778,22,10,52,45,15,79,9,78,3,317,19,0,7,0,0,0,24,9,0,59,7,0,0,0,0,0,3,0,0,15,0,3,12,4,6,5,0,5,0,40,24,0,7,0,5,0,0,8,0,44,135,75,40,63,28,31,15,71,4,465,897,1039,814,707,593,561,328,736,63,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26350,175,431,270,402,225,287,33,244,47,2115,17,21,36,76,27,182,7,77,21,470,0,0,3,0,0,5,0,0,0,12,78,165,117,215,95,165,15,125,14,983,27,38,15,35,8,21,3,9,0,165,3526,5635,3123,3101,2392,3231,582,1420,333,23348,128,176,124,262,114,442,19,239,21,1526,7,0,25,0,0,5,16,10,0,59,20,37,29,14,11,7,12,23,5,164,77,193,70,79,34,43,7,44,4,567,43,57,23,25,19,44,4,11,12,243,331,562,224,479,203,383,22,156,27,2392,4432,7324,4065,4702,3129,4807,723,2368,490,32039,24,52,47,96,43,82,5,94,12,446,0,0,0,0,0,0,0,0,0,0,14,67,50,89,40,58,8,62,6,399,22,62,25,30,31,17,0,12,3,200,6,19,6,19,11,14,3,8,0,91,7,17,14,14,6,3,0,7,4,70,74,215,146,249,127,174,11,188,22,1210
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,408,268,374,281,184,164,127,449,48,2303,26,4,30,16,3,26,4,66,3,176,7,0,10,0,0,0,7,12,0,32,5,0,4,0,0,0,0,3,0,13,0,0,5,0,3,4,0,9,0,26,19,0,3,0,0,0,3,8,0,36,84,27,32,23,10,17,10,59,5,262,550,313,448,323,209,207,157,596,59,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26490,0,0,0,0,0,0,0,0,0,7,0,0,3,8,0,9,0,13,0,31,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,919,1044,1225,1089,467,650,220,690,62,6365,22,8,62,87,13,125,14,107,7,436,8,0,14,0,0,0,19,16,3,57,4,0,3,3,0,0,4,3,0,21,17,20,9,4,4,15,3,16,0,85,15,9,4,13,7,0,0,8,5,54,114,54,47,60,22,53,8,57,11,416,1094,1141,1381,1263,508,847,267,901,81,7471,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
LGA26610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,44,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,27,1115,1069,964,745,718,546,476,1003,118,6756,58,36,64,59,20,90,38,410,19,796,6,0,6,0,0,0,26,6,3,39,0,0,5,4,0,0,5,4,0,22,6,12,13,19,0,4,0,15,4,71,15,5,3,0,7,3,7,4,3,48,128,71,50,35,40,48,23,98,9,508,1335,1200,1108,868,789,693,588,1592,170,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,199,133,144,108,67,80,188,19,1159,5,7,3,5,0,15,6,34,0,90,8,0,4,0,0,0,3,4,0,21,22,0,0,0,0,0,0,4,0,28,0,4,0,4,4,0,0,3,0,13,15,0,3,0,0,0,0,0,0,22,64,27,17,29,7,21,11,21,0,196,338,240,163,188,122,95,102,263,21,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,9,3,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,18,0,34,1015,1778,1339,1226,960,704,606,901,105,8628,33,52,84,79,27,138,18,235,10,678,12,0,11,0,3,0,36,0,0,64,14,0,3,3,5,0,5,3,0,34,13,43,16,20,7,15,19,35,4,166,23,5,8,3,8,4,0,3,0,63,121,131,46,61,42,39,20,71,5,538,1228,2010,1510,1403,1048,914,714,1283,128,10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA26730,0,0,3,0,0,0,0,3,0,14,4,4,4,10,3,17,9,10,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,6,0,6,3,11,3,41,1222,2382,1775,1734,1395,1184,661,1224,135,11711,34,73,97,98,45,317,23,295,20,1001,0,0,16,0,4,0,30,6,0,62,0,5,3,3,0,3,0,4,3,25,15,51,10,20,6,11,11,25,0,147,6,4,8,13,3,5,0,9,3,56,59,160,52,72,57,58,22,142,3,625,1353,2671,1975,1961,1517,1596,753,1741,180,13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
LGA26810,0,0,0,0,0,0,0,0,0,9,0,0,5,6,4,4,7,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,18,1474,1973,1909,1646,1067,825,764,1352,182,11191,46,44,129,85,33,176,34,209,10,762,14,0,21,0,0,0,52,13,4,108,40,8,3,0,3,0,4,18,0,74,15,56,19,12,6,12,7,32,0,159,48,21,27,8,5,4,15,19,5,142,310,168,76,110,44,81,27,100,12,919,1947,2266,2193,1861,1164,1109,912,1764,212,13426,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,123,100,78,57,22,70,158,14,906,11,9,4,0,0,0,9,12,0,54,7,0,0,0,0,0,0,3,0,16,4,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,3,0,0,13,22,3,3,0,0,0,0,5,0,39,74,17,14,19,7,15,13,12,4,173,419,146,127,94,64,47,95,194,25,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,33,206,93,136,147,62,26,98,24,818,24,101,69,137,96,89,22,140,13,685,0,0,0,0,0,0,3,0,0,9,6,42,11,26,18,35,11,28,0,184,5,19,6,20,9,8,12,10,4,110,4303,9195,5155,5177,4355,3123,1503,2357,567,35733,136,313,193,372,238,529,66,446,43,2336,19,6,58,0,11,0,34,28,4,154,15,22,22,8,9,6,18,24,7,138,27,104,27,38,13,14,25,30,0,275,34,72,36,33,27,11,15,24,14,267,111,337,130,341,159,238,36,209,33,1589,4717,10414,5798,6295,5094,4109,1763,3391,713,42289,6,48,32,72,51,32,23,66,0,332,0,0,0,0,0,0,0,0,0,0,9,31,10,17,10,12,4,13,5,104,3,28,12,13,35,6,0,3,0,109,0,5,6,8,3,3,0,5,0,39,5,8,6,3,8,0,0,12,0,42,20,124,67,112,104,52,28,96,11,621
LGA27070,21,60,79,76,21,43,22,104,18,447,17,43,52,109,35,115,31,114,10,532,0,4,3,0,0,0,0,0,6,15,10,9,10,4,9,13,0,21,3,69,13,11,10,25,19,17,67,49,3,216,5181,7417,7351,5055,4565,4252,4890,5186,848,44742,137,205,388,355,218,900,212,869,54,3336,61,3,97,0,19,5,194,59,9,451,9,9,12,10,4,10,24,27,5,112,15,57,31,15,9,13,24,28,0,201,26,34,53,22,57,24,36,35,24,302,47,88,52,144,46,130,30,116,12,656,5538,7939,8141,5821,5004,5520,5530,6602,986,51083,12,28,41,52,23,38,32,72,8,308,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,15,0,8,9,3,0,0,3,10,0,42,0,4,6,6,0,3,0,9,0,30,4,5,4,0,4,3,0,6,0,24,17,45,63,70,26,49,41,108,8,429
LGA27170,0,0,0,0,0,0,0,0,0,5,0,9,3,3,5,5,8,33,4,67,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,3,11,0,36,1703,2613,2664,1907,1531,1083,1635,1531,214,14877,33,51,126,128,40,234,51,261,15,938,3,0,30,0,0,5,58,19,5,120,7,16,19,3,0,9,11,5,0,69,15,29,25,7,3,6,4,35,0,132,13,4,18,16,7,0,19,10,3,86,40,54,223,156,56,39,42,49,12,678,1818,2779,3107,2231,1650,1382,1835,1962,254,17028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA27260,22,94,46,36,32,38,26,58,17,364,18,35,52,119,32,155,31,143,18,607,0,0,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,0,10,28,19,23,42,16,48,140,59,9,383,5680,6890,7490,5580,5419,4140,12160,5500,1092,53952,185,253,435,504,255,1104,715,1078,131,4661,28,3,78,0,24,0,372,81,22,611,17,8,37,18,10,14,66,26,6,208,17,41,42,41,16,30,26,59,9,273,48,60,53,31,72,28,76,49,19,440,104,102,66,222,54,172,34,140,16,902,6149,7514,8325,6595,5933,5738,13640,7190,1330,62423,6,39,32,39,28,45,28,46,0,262,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,0,8,0,26,6,22,11,10,5,7,10,6,0,77,3,9,4,3,4,3,7,3,0,35,5,4,7,3,4,5,18,5,0,52,17,83,46,67,45,55,58,66,0,445
LGA27350,285,1244,497,404,613,253,122,412,82,3917,31,114,36,73,50,50,17,62,8,431,0,0,3,0,0,0,0,0,4,11,158,613,243,386,231,276,51,222,31,2198,34,84,13,50,19,15,15,35,3,283,4875,7744,4271,2496,3023,2106,1046,1631,401,27589,170,337,179,202,162,221,38,197,19,1526,16,0,22,0,3,0,46,7,3,99,37,66,60,29,23,15,21,28,4,288,293,917,237,310,176,165,81,122,21,2321,72,114,47,24,40,31,15,14,19,371,584,1160,285,544,347,388,61,214,53,3633,6560,12400,5887,4526,4685,3518,1507,2942,647,42671,26,90,53,51,71,32,10,53,14,411,0,0,0,0,0,0,0,0,0,0,56,174,95,119,104,71,10,82,10,725,44,246,85,61,109,35,12,26,8,619,11,55,13,19,11,10,0,14,4,139,17,36,16,15,21,7,7,9,9,127,153,604,262,260,322,162,37,183,39,2018
LGA27450,6,21,19,17,4,12,4,21,4,101,8,3,33,29,13,53,20,65,3,223,0,0,0,0,5,0,0,0,6,17,0,0,0,0,0,0,0,0,0,5,0,0,8,10,3,3,0,12,0,34,3283,3548,5176,3538,2254,2247,1740,3216,356,25359,107,53,344,265,75,486,65,639,38,2089,51,3,116,0,6,6,138,65,8,389,5,6,18,5,4,0,11,13,3,73,5,9,20,3,0,5,12,19,0,84,27,21,20,15,7,11,3,18,4,134,217,108,137,149,64,92,42,149,19,977,3707,3776,5887,4043,2438,2922,2046,4232,450,29489,0,9,10,24,5,7,0,21,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,7,0,0,0,0,0,13,0,0,4,0,0,3,0,3,0,7,0,4,0,0,0,0,0,0,0,5,8,20,19,25,5,12,0,26,5,117
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,223,199,241,138,100,127,182,20,1579,6,4,10,0,7,15,4,29,0,74,5,0,5,0,0,0,7,0,0,16,3,0,0,0,0,0,4,0,0,8,0,3,6,0,0,0,0,8,0,15,19,0,5,0,0,0,5,0,0,29,63,24,15,33,23,22,10,29,0,217,449,251,238,281,169,140,152,245,21,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,8,0,14,43,5,19,22,20,0,129,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,81,18,43,69,22,17,28,31,12,312,5,5,13,16,4,9,9,6,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,8,73,0,3,36,15,6,194,106,39,110,284,53,120,97,147,14,962,241,68,184,485,84,168,195,231,34,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,25,100,265,108,54,16,31,237,32,865,13,20,30,62,8,24,28,107,5,290,3,0,10,0,0,0,7,9,11,35,18,46,30,44,15,20,3,48,6,215,12,19,15,37,0,3,194,21,5,306,5121,5229,36661,9303,2038,2035,6497,15158,1710,83744,163,131,2302,233,70,126,169,1812,136,5139,267,15,1123,0,91,31,1323,819,55,3725,8,23,50,17,11,3,104,43,12,269,18,56,59,46,15,12,115,73,14,413,116,112,371,58,103,34,183,179,82,1224,102,98,61,135,57,40,92,203,24,805,5855,5839,40970,10040,2455,2348,8741,18706,2086,97034,10,20,30,49,5,11,6,61,10,204,0,0,0,0,0,0,0,0,0,0,0,15,14,20,0,8,6,28,9,88,3,31,86,20,7,9,8,36,6,200,0,6,14,0,0,3,0,17,0,55,0,9,3,10,7,0,3,4,0,35,9,76,153,102,21,30,25,152,20,584
LGA29799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,5,16,0,37,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,18,0,4,0,6,21,4,86,0,3,0,6,0,0,0,0,0,12,7,28,34,13,4,0,15,39,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
