POW_LGA_CODE_2021,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
LGA22310,7,10,5,6,0,9,0,3,4,42,5,0,5,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,7,12,0,9,0,6,12,37,93,361,359,1267,413,1105,78,622,55,4357
LGA22410,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,10,85,83,15,169,8,98,11,488
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,60,65,6,81,6,83,6,338
LGA22620,0,11,11,4,4,5,0,3,0,44,0,3,7,0,7,0,0,0,0,24,0,3,0,0,0,0,0,0,0,3,0,6,7,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,8,0,11,0,3,3,42,71,153,563,864,225,1371,105,844,54,4262
LGA22670,4,24,18,14,17,7,14,4,3,110,4,8,13,9,0,3,8,5,0,49,4,4,5,0,0,5,0,0,0,15,0,0,3,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,9,6,5,22,0,6,17,79,148,423,844,691,573,1674,608,1098,144,6202
LGA22750,14,28,34,24,12,10,9,4,3,125,3,15,14,10,11,0,0,3,0,59,0,7,4,3,0,0,0,0,0,13,4,3,4,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,3,12,10,5,33,0,18,9,91,187,383,1322,2452,567,3597,322,1943,124,10885
LGA22830,0,10,8,13,4,0,0,3,0,38,0,8,3,5,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,3,7,0,7,5,29,47,106,321,312,124,763,26,398,39,2139
LGA22910,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,46,96,11,69,0,68,5,302
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,16,0,18,0,76
LGA23110,4,0,9,0,4,3,0,9,0,34,0,0,9,4,4,0,0,0,0,11,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,5,7,0,4,32,63,100,357,574,185,854,174,521,44,2858
LGA23190,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,14,19,103,107,36,189,9,128,5,610
LGA23270,9,15,24,10,13,4,16,9,3,100,3,4,10,9,6,0,4,5,0,40,5,0,0,5,3,0,0,0,0,17,0,4,0,6,0,0,0,4,0,15,0,0,3,0,0,0,0,0,0,3,0,3,4,7,0,0,0,0,0,8,3,0,18,8,0,25,3,11,24,94,164,275,985,1000,479,2394,536,1468,153,7451
LGA23350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,7,50,118,10,104,5,79,9,407
LGA23430,7,10,16,14,7,10,4,4,0,73,5,4,7,9,4,0,0,4,0,34,0,0,3,3,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,10,0,3,4,14,4,26,0,13,13,85,166,345,881,1467,473,2639,380,1282,99,7731
LGA23670,6,19,17,7,8,6,0,0,0,64,0,5,9,8,3,6,5,3,0,32,0,4,0,0,3,0,0,0,5,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,8,0,16,5,3,14,56,124,285,732,1139,342,2044,266,1088,85,6110
LGA23810,0,3,15,13,6,0,0,0,0,40,0,9,6,3,0,0,0,0,0,19,0,3,4,5,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,8,22,33,87,352,425,141,830,34,387,42,2339
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,10,28,0,29,7,28,3,118
LGA24130,0,4,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,7,21,32,32,231,418,45,489,28,366,19,1665
LGA24210,4,4,3,4,0,4,0,3,0,27,3,7,0,0,0,4,0,0,0,14,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,12,0,0,6,36,104,191,260,990,218,1790,55,614,39,4261
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,45,45,3,65,0,56,7,242
LGA24330,3,7,6,0,3,4,4,5,0,35,0,0,5,0,4,0,3,0,0,23,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,15,0,0,0,3,0,11,0,4,18,37,105,222,285,777,223,1715,175,650,65,4220
LGA24410,0,7,10,8,3,0,6,5,0,42,6,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,5,0,7,0,3,8,32,122,169,575,1005,257,1912,126,901,44,5113
LGA24600,39,367,73,65,199,20,9,22,11,805,25,178,38,39,89,18,7,6,9,403,17,77,12,28,27,10,0,4,4,168,11,47,11,23,26,8,0,9,7,142,0,14,0,4,7,4,0,4,0,28,5,8,3,24,4,3,0,0,4,48,5,24,19,34,24,32,0,17,62,212,612,3797,1504,4803,4008,3818,288,2425,511,21777
LGA24650,0,5,10,6,0,4,5,10,0,47,0,4,3,0,0,0,0,3,0,19,0,0,8,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,14,0,5,6,43,73,115,542,563,196,1512,193,791,55,4042
LGA24780,3,3,3,0,3,6,0,0,0,17,0,5,0,5,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,3,4,22,35,62,228,202,64,580,24,274,28,1501
LGA24850,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,15,31,42,138,217,43,436,20,297,21,1244
LGA24900,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,15,22,135,133,24,245,13,167,14,774
LGA24970,8,44,17,33,27,8,6,13,0,151,0,27,6,12,11,7,6,0,0,72,0,3,5,4,6,0,0,0,0,22,3,3,0,9,5,0,0,0,0,22,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,0,8,3,12,3,8,6,19,0,0,22,70,199,1051,847,1886,992,2297,351,1188,144,8941
LGA25060,4,3,8,7,5,9,5,4,0,51,0,0,0,5,0,6,0,0,3,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,8,4,0,11,0,6,6,41,88,232,395,1067,325,1755,113,690,53,4720
LGA25150,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,18,38,130,159,29,290,17,223,9,917
LGA25250,3,7,9,5,6,0,0,4,3,36,5,4,11,9,0,0,0,5,0,30,0,0,4,0,5,0,0,0,0,13,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,3,0,6,7,0,3,8,31,79,263,402,938,296,1160,122,614,60,3938
LGA25340,5,9,29,11,3,4,0,0,0,68,0,0,6,6,0,4,0,0,0,23,0,3,12,0,0,0,0,0,0,15,0,0,3,0,0,0,0,3,0,8,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,7,10,3,17,0,3,9,52,112,151,891,1649,200,1919,129,1041,79,6166
LGA25430,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,10,52,68,13,135,6,114,11,425
LGA25490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,21,6,42,75,9,70,3,109,15,350
LGA25620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,46,116,10,39,4,74,10,312
LGA25710,0,0,4,6,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,13,42,70,231,519,84,544,22,399,19,1937
LGA25810,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,10,10,39,60,12,84,0,75,8,304
LGA25900,12,36,22,13,20,7,6,0,0,115,11,15,9,4,5,0,0,4,0,54,0,5,10,0,3,4,0,0,0,21,0,3,7,4,0,0,0,5,0,17,0,11,0,8,0,0,0,4,0,17,0,0,0,5,0,0,0,0,0,13,0,8,8,5,3,5,0,0,8,40,140,521,484,1268,650,864,260,524,76,4780
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,29,0,15,3,27,7,88
LGA26080,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,12,56,0,34,0,32,0,142
LGA26170,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,15,30,21,127,169,26,237,7,162,17,784
LGA26260,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,14,65,83,20,125,0,93,8,429
LGA26350,3,22,12,11,8,12,0,4,0,78,9,7,6,8,0,0,0,0,0,29,0,4,3,9,0,4,0,0,0,15,0,8,3,4,0,0,0,3,0,16,0,0,0,4,0,3,0,0,0,6,0,0,0,7,0,8,0,0,0,15,3,3,0,17,4,17,0,5,11,59,167,418,437,1817,579,2900,88,944,89,7447
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,8,36,53,13,53,0,62,8,234
LGA26490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,0,0,11,17,32,158,442,35,380,23,282,12,1382
LGA26610,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,23,97,95,30,164,13,98,7,543
LGA26670,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,13,19,6,33,0,27,0,111
LGA26700,3,5,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,16,34,132,201,41,272,19,243,15,971
