POW_LGA_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
LGA22410,0,4,0,3,0,0,0,0,0,14,0,11,0,6,0,0,0,3,0,24,0,15,4,27,16,0,0,13,0,77,4,33,11,34,15,3,0,14,0,115,4,28,5,41,15,0,0,15,0,119,6,76,0,40,21,0,0,8,0,150,4,71,3,37,23,0,0,4,0,139,10,110,0,26,10,0,0,0,0,154,8,64,0,19,3,0,0,0,0,97,19,93,0,56,3,0,0,0,0,175,6,0,0,6,0,0,0,0,0,14,4,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,71,521,36,310,110,6,0,64,7,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,3,0,0,13,0,0,0,3,0,24
LGA22490,0,0,0,3,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,11,0,4,0,9,3,0,0,0,0,17,0,7,0,12,0,0,0,0,0,23,0,8,0,7,3,0,0,0,0,20,5,18,0,4,4,0,0,0,0,35,0,21,0,3,4,0,0,0,0,30,0,27,0,6,9,0,0,0,0,38,0,22,0,0,6,0,0,0,0,28,13,23,0,11,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,156,9,50,29,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,4,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4
LGA22620,0,25,0,35,16,8,0,7,0,91,0,32,9,44,27,0,6,5,5,136,4,89,14,126,70,19,0,24,3,350,3,164,13,170,99,0,6,33,3,493,14,301,21,165,164,4,16,24,3,706,24,593,36,155,230,9,16,16,8,1092,31,703,35,124,163,3,9,12,3,1079,40,874,39,118,120,4,8,5,0,1207,76,700,16,102,67,3,3,0,6,980,230,844,16,238,53,7,13,4,3,1413,73,79,0,25,0,0,0,0,0,182,65,159,0,14,3,0,0,0,0,239,0,17,0,4,6,0,0,0,0,26,558,4601,201,1359,1030,60,78,136,37,8066,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,0,14,0,22,0,0,0,0,5,0,0,4,0,14,0,0,0,12,0,0,0,9,0,17,0,5,6,22,8,4,0,17,0,60
LGA22670,0,25,3,24,5,0,0,0,0,54,0,32,5,25,13,0,5,0,0,74,0,49,5,60,33,0,5,4,0,152,6,81,10,111,37,0,4,5,0,266,12,142,13,110,79,7,19,18,0,409,14,256,32,110,154,9,16,20,5,611,29,418,21,134,132,0,6,11,7,756,39,474,18,176,79,8,7,9,8,812,69,387,4,160,58,0,6,0,5,683,187,474,14,317,49,3,5,0,12,1065,56,25,0,37,4,0,6,0,0,129,67,47,0,11,4,0,0,0,0,128,0,15,0,12,4,0,4,0,4,41,481,2457,141,1285,649,27,87,73,49,5245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,14,0,12,0,0,0,4,4,0,0,19,0,22,0,0,0,4,0,0,0,4,0,9,0,5,3,11,5,0,0,12,0,40
LGA22750,4,53,6,68,27,0,0,16,0,175,4,81,12,108,59,0,5,30,4,297,0,176,17,190,108,0,5,67,7,583,9,306,32,276,206,5,11,79,5,926,26,527,56,311,296,12,21,105,0,1345,39,928,79,391,384,10,27,71,12,1936,57,1217,70,356,345,12,14,23,9,2111,103,1428,58,438,267,14,12,22,24,2358,118,1211,39,343,157,9,13,10,16,1919,548,1811,55,545,274,11,16,3,29,3300,163,162,9,46,24,0,8,0,0,411,181,398,8,27,23,0,4,4,3,652,0,31,0,13,11,0,0,0,6,70,1260,8387,444,3188,2205,77,132,441,129,16273,0,0,0,3,0,0,0,0,0,3,0,0,0,20,8,0,0,5,0,30,0,5,3,17,6,0,0,20,0,51,0,0,0,25,9,0,0,14,0,43,0,0,3,33,10,0,0,23,3,77,0,8,10,63,15,0,0,28,0,122
LGA22830,0,16,3,14,11,0,0,3,0,36,4,27,6,13,12,0,0,0,0,71,0,30,9,36,37,0,0,7,4,118,0,83,6,67,66,0,0,15,0,245,7,112,20,88,87,0,16,25,3,365,11,294,33,109,122,3,23,25,9,626,19,330,31,120,87,0,15,11,4,609,32,433,14,106,68,0,10,4,3,672,34,295,15,67,38,4,7,3,4,478,149,379,19,131,37,0,5,0,9,725,37,35,0,21,0,0,0,0,0,93,56,85,0,11,3,0,0,0,0,154,0,9,0,8,6,0,0,0,0,18,344,2127,155,812,584,17,77,101,34,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,13,0,0,0,6,0,0,0,7,0,11,0,0,0,0,7,0,0,0,0,7,0,5,0,9,0,0,0,3,0,23
LGA22910,0,0,0,8,0,0,0,0,0,10,0,4,0,5,0,0,0,0,0,17,0,9,0,10,6,0,0,5,0,26,0,9,3,18,7,0,0,4,0,41,0,12,4,12,9,0,0,4,0,35,0,34,0,6,10,0,0,4,0,49,0,34,0,8,5,0,0,0,0,48,0,42,0,5,4,0,0,0,0,59,5,20,0,6,4,0,0,0,0,36,11,29,0,12,5,0,0,0,0,48,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,192,8,85,50,0,0,28,4,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,0,4,0,7,3,0,0,0,0,12
LGA22980,0,0,0,0,6,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,4,0,15,0,0,0,8,0,31,0,13,5,11,6,0,0,14,0,47,0,8,3,16,7,0,0,5,0,38,0,36,5,18,13,0,0,0,0,78,7,37,0,13,7,0,0,3,0,68,5,39,0,3,4,0,0,0,0,52,0,12,0,0,0,0,0,0,0,15,7,34,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,10,5,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,5,19,202,9,96,51,0,5,40,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3
LGA23110,0,16,0,13,0,0,0,0,0,27,0,7,0,11,10,0,4,4,0,28,0,24,4,37,9,0,0,11,0,85,3,40,5,68,18,0,0,10,0,141,3,69,8,52,34,0,6,13,0,185,4,120,15,26,39,3,17,16,0,240,9,180,9,49,30,0,4,8,0,292,11,179,7,70,21,0,3,3,6,294,19,129,6,67,11,0,0,3,6,230,61,207,7,151,21,0,12,0,4,457,20,11,0,15,4,0,0,0,0,52,15,14,0,3,0,0,0,0,0,35,0,6,0,5,0,0,0,0,0,12,149,1003,61,567,180,4,50,77,14,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,5,0,12,0,0,0,0,6,0,0,15,0,21,0,7,4,7,5,0,0,3,0,30
LGA23190,0,6,0,6,5,0,0,7,0,15,0,8,0,13,8,0,0,0,0,33,0,15,0,29,24,0,0,4,0,81,0,29,3,38,16,0,3,18,0,112,6,54,9,52,42,0,3,18,0,191,3,117,12,57,57,5,6,19,0,278,5,132,9,31,39,0,0,5,0,226,15,151,11,46,15,0,0,5,0,240,13,87,3,41,15,0,3,0,3,168,51,109,8,73,9,0,3,0,0,251,10,13,0,5,0,0,0,0,0,30,15,9,0,4,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,4,124,736,58,410,232,5,21,87,4,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5
LGA23270,0,18,0,21,7,0,0,0,0,48,0,25,12,38,4,4,4,5,0,92,3,53,9,137,30,0,0,5,3,241,9,95,14,218,72,5,3,6,3,431,8,167,17,156,104,7,6,8,0,477,14,361,35,206,171,4,10,15,4,817,25,540,22,176,115,0,4,3,12,899,34,598,22,239,79,5,6,0,6,993,39,408,4,185,57,0,6,0,5,713,166,588,4,413,71,6,6,0,7,1269,53,30,0,28,9,0,0,0,0,120,35,36,0,30,0,0,0,0,0,100,0,13,0,7,7,0,3,0,0,29,395,2954,146,1864,746,31,48,46,48,6280,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,23,4,0,0,8,0,39,0,5,0,21,0,0,0,8,0,34,3,5,3,21,3,0,0,7,0,43,0,12,4,34,17,0,5,6,0,78
LGA23350,0,4,0,4,3,0,0,0,0,15,0,9,0,10,0,0,0,0,0,20,0,3,0,16,7,0,0,3,0,25,0,13,0,14,3,0,0,5,0,34,7,16,0,24,8,0,0,0,0,59,3,27,3,23,19,0,0,4,0,72,0,34,4,26,5,0,0,3,0,72,10,35,0,15,3,0,0,0,0,70,6,35,0,21,6,0,0,0,0,66,20,60,0,24,5,0,0,0,0,114,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,51,238,11,186,61,0,7,22,4,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5
LGA23430,0,17,0,18,10,0,0,0,0,46,0,13,6,21,11,0,3,0,0,60,3,44,3,62,21,0,3,6,0,135,6,74,14,76,34,6,5,3,0,212,4,99,4,78,58,4,11,14,0,263,3,171,7,70,99,10,14,10,6,388,16,304,11,88,56,3,3,3,9,490,20,342,8,94,34,7,8,3,5,519,28,224,3,90,17,3,5,0,3,366,87,341,3,249,19,0,6,0,5,716,41,21,0,15,0,0,0,0,0,80,37,32,3,10,0,0,0,0,0,80,0,8,0,3,3,0,0,0,0,22,239,1709,63,895,365,29,58,39,25,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,10,0,0,0,4,0,0,0,23,0,29,0,0,0,5,0,0,0,6,0,13,0,0,3,9,3,0,0,6,0,30,0,11,0,35,7,0,4,18,0,74
LGA23670,4,12,0,33,0,0,0,3,0,56,0,26,6,37,17,0,0,3,4,88,0,40,12,53,30,0,0,3,0,135,0,82,11,104,41,0,3,3,0,246,3,145,9,72,61,0,5,9,0,300,12,307,17,69,73,0,10,3,4,478,12,353,12,60,51,0,0,3,0,492,10,377,6,71,31,0,0,0,7,514,12,288,10,88,22,0,0,0,0,420,108,362,10,191,20,0,0,0,0,691,43,27,0,12,0,0,0,0,0,82,27,48,0,9,0,0,0,0,0,81,0,7,0,7,0,0,0,5,0,16,235,2083,92,812,351,7,18,36,16,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,6,0,3,5,0,0,33,0,46,0,0,0,9,5,0,0,10,0,23,0,0,0,9,0,0,0,14,0,27,0,5,4,16,6,0,0,15,0,56
LGA23810,0,18,5,8,10,0,0,0,0,49,0,23,0,32,19,0,0,4,0,92,5,45,13,72,58,0,4,27,5,220,3,99,11,110,79,0,7,32,0,347,13,186,22,115,119,3,6,20,4,486,20,316,25,128,166,3,6,10,9,678,19,409,29,107,102,6,8,15,0,693,32,462,26,146,95,0,13,3,0,783,34,360,10,108,42,3,10,3,3,574,173,431,18,225,47,0,23,9,9,921,56,32,6,33,3,0,6,0,0,139,60,75,10,15,7,0,0,0,0,162,3,15,0,6,10,0,0,0,0,26,415,2475,176,1115,766,11,84,132,41,5213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,13,0,0,0,10,3,0,0,5,0,20,0,0,0,21,9,0,0,4,0,40,0,6,8,42,11,0,0,9,0,82
LGA23940,0,5,0,9,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,4,0,4,3,0,0,4,0,18,0,6,0,8,0,0,0,0,0,16,0,9,0,3,3,0,0,0,0,20,0,15,0,6,4,0,0,0,0,28,0,25,0,0,6,0,0,0,0,35,0,22,0,0,0,0,0,0,0,24,0,14,0,0,0,0,0,0,0,13,7,19,0,12,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,116,4,61,20,0,6,9,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,0,0,4,9,0,0,0,0,0,14,0,6,0,17,0,0,0,0,0,25,0,14,0,26,0,0,0,6,0,47,0,33,0,33,9,0,0,0,0,88,3,52,5,26,8,0,0,3,5,101,3,49,5,62,15,4,0,3,0,149,0,105,3,61,15,0,0,0,0,189,5,115,0,72,9,0,0,0,0,210,10,81,4,67,7,0,0,0,0,173,40,98,0,95,9,0,3,0,0,240,13,9,0,8,0,0,0,0,0,38,10,7,0,3,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,97,578,35,490,89,8,11,13,8,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,0,4,0,0,0,7,0,12,0,0,0,11,3,0,0,3,0,16,0,0,0,8,0,0,0,0,0,10,3,5,0,14,10,0,0,5,0,36
LGA24210,0,8,0,13,4,0,0,0,0,31,0,10,0,29,6,0,0,3,0,52,0,38,3,54,7,0,0,0,4,102,0,50,9,53,11,0,0,0,3,129,3,63,4,55,19,0,0,0,0,144,4,144,7,56,44,0,0,3,0,255,10,228,3,52,32,0,0,0,3,329,15,257,5,81,31,0,0,0,0,393,16,170,4,82,16,0,0,0,0,288,79,267,0,321,18,0,0,0,0,688,45,24,0,49,0,0,0,0,0,118,38,20,0,28,0,0,0,0,0,91,0,6,0,6,0,0,0,0,0,13,211,1298,40,899,200,3,3,11,12,2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,20,0,0,0,8,0,0,0,3,0,14,0,0,0,12,4,0,0,3,0,22,0,0,0,12,7,0,0,7,0,24
LGA24250,0,3,0,0,0,0,0,3,0,10,0,3,0,9,4,0,0,0,0,19,0,8,0,3,0,0,0,4,0,16,0,10,0,10,11,0,0,0,0,30,3,19,0,10,5,0,0,4,0,42,3,20,3,14,6,0,0,5,0,53,6,33,0,9,3,0,0,0,0,49,0,30,0,12,4,0,0,0,0,53,0,17,0,4,0,0,0,0,0,24,6,36,0,28,0,0,0,0,0,77,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,179,9,109,39,0,0,22,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3
LGA24330,0,11,0,15,9,0,0,3,0,40,3,6,5,13,7,0,0,3,0,36,3,52,4,45,31,0,0,7,0,148,4,83,9,50,42,0,7,19,5,210,10,141,10,74,110,3,0,21,4,379,18,327,26,105,124,8,7,16,0,627,21,458,19,87,94,5,11,7,4,694,25,537,19,82,61,0,4,0,7,743,39,436,11,46,49,0,0,4,8,596,145,598,7,105,52,3,0,0,7,913,49,87,0,6,3,0,0,0,0,146,60,204,0,7,7,0,0,0,0,279,0,16,0,5,5,0,0,0,4,30,384,2990,111,644,594,22,32,80,37,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,0,4,0,0,0,0,0,12,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,8,0,20
LGA24410,0,21,0,28,15,0,0,5,0,65,0,26,10,51,16,0,0,4,0,101,0,43,9,77,27,0,0,10,0,170,3,106,16,81,48,0,4,27,0,289,0,132,10,87,77,0,8,38,0,358,8,337,26,88,103,4,9,13,0,594,20,411,4,62,58,6,4,7,7,570,14,400,9,89,45,0,5,4,9,571,22,338,0,75,26,0,0,0,0,465,75,472,3,146,24,0,7,4,7,737,25,47,0,15,5,0,3,0,0,94,23,80,0,3,6,0,0,0,0,110,0,12,0,6,3,0,0,0,0,27,196,2446,85,832,451,8,42,120,21,4202,0,0,3,0,0,0,0,0,0,6,0,0,0,9,0,0,0,7,0,19,4,0,0,17,0,0,0,15,0,34,0,0,0,17,0,0,0,4,0,31,6,0,0,10,3,3,0,7,0,32,0,0,0,17,20,0,0,15,0,51
LGA24600,7,95,23,51,69,0,0,16,7,269,5,135,33,86,140,12,3,31,9,456,24,327,77,162,336,25,3,41,20,1021,41,613,99,240,489,25,18,93,12,1634,90,1132,183,404,978,37,53,106,48,3047,256,2779,322,605,1909,47,94,98,78,6195,400,3720,336,773,1990,50,65,48,100,7493,641,5235,337,1058,1953,37,65,43,160,9523,1110,5371,245,930,1535,53,72,36,155,9500,4241,8892,348,2335,1846,53,174,59,222,18158,1560,1643,50,332,309,14,67,7,35,4017,2467,2908,50,115,258,16,24,6,51,5894,23,83,11,41,48,0,4,4,30,238,10898,33060,2126,7216,11935,375,640,608,934,67799,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,9,0,11,0,0,0,7,6,3,0,6,0,28,0,0,0,0,12,3,0,0,0,26,0,3,3,11,11,0,0,6,0,51
LGA24650,0,10,0,5,4,0,0,0,0,29,0,4,0,21,8,0,0,0,0,37,0,27,3,77,18,0,0,0,0,135,4,56,9,151,35,0,0,3,0,268,3,73,9,129,62,0,0,0,0,276,6,163,12,204,80,0,4,3,5,478,11,326,11,295,46,0,0,0,7,694,14,318,9,327,45,3,0,0,3,711,28,221,7,244,23,0,0,0,6,526,94,337,7,264,28,0,0,0,5,736,30,16,0,29,0,0,0,0,0,70,15,21,0,6,0,0,0,0,0,44,0,7,0,13,0,0,0,0,0,30,209,1586,69,1782,356,6,8,22,34,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,19,0,20,0,0,0,5,0,0,0,24,0,24,0,0,0,8,4,0,0,6,0,17,0,3,0,12,7,0,0,11,0,25
LGA24780,0,4,0,16,0,0,0,0,0,18,3,8,4,12,6,0,0,3,0,35,0,23,4,45,8,0,0,0,0,82,0,43,3,75,19,0,0,0,0,145,4,62,6,51,27,0,3,5,0,161,10,99,20,50,53,0,8,7,3,246,10,162,3,51,40,0,3,9,4,285,10,176,8,95,33,0,11,3,0,345,21,152,0,57,14,0,4,0,0,256,87,230,3,126,18,0,0,3,0,468,23,12,0,10,0,0,0,0,0,45,20,9,0,10,0,0,0,0,0,38,0,3,0,3,0,0,0,0,0,11,192,982,59,604,233,10,24,39,13,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,5,0,9,0,0,0,4,0,0,0,0,0,9,0,0,0,12,7,0,0,12,0,29
LGA24850,0,8,0,7,6,0,0,0,0,25,0,5,0,12,0,0,0,4,0,26,0,13,0,32,13,0,3,14,0,77,0,28,6,34,16,0,0,11,0,91,3,45,8,32,15,0,0,8,0,118,6,75,5,23,23,0,0,3,5,137,5,98,4,29,21,0,0,4,0,172,11,128,5,58,8,0,4,0,0,214,8,77,0,39,5,3,0,0,0,133,48,97,4,84,3,3,4,0,0,246,11,7,0,7,0,0,0,0,0,22,6,8,0,5,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,10,87,595,27,379,124,11,21,54,7,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,0,0,0,3,5,0,0,6,0,16,0,0,0,6,0,0,0,0,0,11,0,4,0,11,0,0,0,0,0,17,0,0,3,13,7,0,0,6,0,28
LGA24900,0,0,0,10,4,0,0,0,0,15,0,0,0,0,3,0,0,5,0,9,0,9,3,9,9,0,0,3,0,37,0,11,6,19,3,0,0,7,0,55,0,30,0,19,9,0,6,4,0,68,0,46,6,32,19,0,11,9,0,124,0,53,4,6,8,0,0,3,0,74,8,56,0,12,9,0,6,3,0,92,12,36,0,15,0,0,0,0,0,61,18,58,0,53,0,0,0,0,0,132,10,3,0,4,0,0,0,0,0,20,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,56,315,18,186,74,4,18,37,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8
LGA24970,0,24,8,29,7,0,0,0,0,70,0,33,11,45,20,0,0,3,0,114,0,66,18,85,38,0,0,10,0,217,4,139,19,137,49,0,0,14,9,382,9,184,41,141,73,0,3,17,6,478,18,396,46,226,137,6,7,15,11,866,19,566,23,348,92,0,0,9,10,1066,26,691,21,211,39,6,0,4,10,1001,46,451,9,143,40,0,0,0,4,703,151,648,33,364,44,0,4,0,5,1253,56,50,3,42,7,0,0,0,0,155,50,98,5,20,8,0,0,0,5,183,0,21,0,3,5,0,0,0,0,33,383,3417,245,1836,574,15,26,87,51,6632,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,4,0,0,7,0,0,0,12,0,0,0,8,0,20,0,0,0,13,3,0,0,0,0,19,0,0,0,11,5,0,0,0,0,26,3,3,7,25,14,0,0,0,0,51
LGA25060,0,6,0,8,0,0,0,0,0,24,0,8,0,22,5,0,0,0,0,40,0,21,3,40,9,0,0,4,0,79,0,37,4,35,18,0,8,0,0,107,3,50,3,36,24,0,11,5,0,142,3,123,3,38,37,0,16,4,0,227,14,177,4,56,33,0,28,0,3,305,10,243,5,67,31,0,19,0,0,385,14,180,16,59,27,0,37,0,0,335,68,214,40,156,31,0,36,0,4,548,22,18,0,18,5,0,0,0,0,64,21,34,0,15,0,0,0,0,3,78,0,8,0,6,0,0,3,0,0,16,161,1136,99,558,223,4,154,19,11,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,15,0,14,0,0,0,0,3,0,0,8,0,16,0,4,0,4,0,0,0,5,0,22,0,0,3,13,3,0,0,8,0,43
