RA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
RA20,7830,95285,4666,26197,11316,4104,839,2450,1135,153828,8163,62370,1065,21685,7677,2605,501,1580,741,106391,44542,58174,4738,16913,69687,19262,2670,7493,3144,226614,17452,53406,3106,46742,25423,7599,1440,5065,2118,162359,7993,22302,3045,5561,8045,5739,635,1572,635,55526,4954,1834,11500,10014,8322,5719,1111,4322,612,48393,61,82,32,118,103,79,27,113,18,637,2838,4583,729,2686,3599,1330,269,860,451,17349,1339,2209,690,2528,2796,1448,356,1287,3593,16243,110913,346909,40605,141481,153000,55080,10048,30228,14147,902413,12154,31677,6402,5238,7736,3948,1674,2899,953,72672,18221,54443,10185,4434,9425,5100,5556,5282,1931,114578,36670,58887,74808,6456,13113,7863,19802,16921,3427,237942,16558,15120,53621,2217,4706,3119,4754,8798,1564,110449,3811,3805,7128,1385,2176,1313,1573,2882,346,24415,11759,128597,6970,33780,12897,5271,2245,3989,1587,207096,11934,81797,2284,24155,8770,3275,1531,2479,1002,137230,101653,118106,15204,25433,96249,36371,15419,16652,6424,431512,29585,83480,7036,62737,32890,11136,5622,8974,3322,244777,13633,39808,8128,8528,11316,9090,2741,4263,1139,98642
RA21,2536,23399,1551,8180,3166,1105,178,885,265,41270,2622,16332,308,5970,1991,668,88,575,176,28736,6513,6197,887,2782,13894,3186,276,1520,404,35660,3246,8701,744,15079,4631,1770,251,1895,419,36728,943,2430,497,833,1143,731,90,414,88,7169,1560,407,3658,2896,2231,1626,199,1498,168,14232,4,19,9,30,21,14,0,36,0,138,405,621,144,427,510,179,45,150,71,2540,457,462,246,820,772,546,84,665,660,4717,20998,62539,10280,38311,30687,10910,1610,9267,2431,187034,1736,3284,1032,677,858,344,163,463,102,8666,1272,2470,966,290,717,301,248,492,93,6844,8326,5873,25118,1578,2018,1677,6336,5498,852,57277,5133,1549,16136,636,709,655,1972,3157,481,30421,5449,2108,3267,757,1109,850,1233,2511,221,17508,3469,29475,2021,10118,3416,1275,393,1220,345,51736,4089,21954,786,6829,2252,832,378,878,257,38257,13964,11956,2313,3999,16354,5177,1545,2887,692,58882,5016,12271,1497,19300,5380,2280,756,2803,605,49906,1583,4109,1212,1232,1461,1128,358,953,149,12188
RA22,672,4106,240,1585,563,185,34,222,58,7661,716,3174,60,1079,355,105,18,123,46,5676,1315,944,167,549,2545,609,54,425,72,6684,625,1299,120,2964,669,292,46,434,76,6528,157,312,67,134,151,86,17,68,22,1002,347,93,734,582,439,362,38,368,38,3006,7,3,0,6,4,3,0,23,4,43,70,76,20,79,76,29,7,40,15,413,160,105,53,174,147,131,22,193,156,1144,4812,10748,1778,7453,5381,1990,335,2348,519,35364,313,480,119,94,125,37,30,94,8,1303,156,201,128,61,85,61,41,84,11,827,1866,719,4553,253,312,317,1319,1201,178,10716,1050,173,2336,132,119,131,371,553,93,4954,3122,669,656,236,291,233,468,932,100,6707,867,4942,302,1932,604,202,84,277,74,9291,1054,4096,123,1222,392,138,75,200,62,7348,2578,1657,428,729,2872,969,262,712,132,10335,919,1795,224,3685,758,363,138,590,114,8588,245,466,158,193,192,138,54,135,20,1598
RA23,8,43,4,22,7,5,0,4,0,101,17,41,0,8,10,0,0,0,0,80,12,4,0,4,17,5,0,9,0,48,7,8,3,30,9,0,0,8,0,57,0,0,0,3,0,0,0,0,0,7,6,0,8,7,10,4,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,66,111,12,89,64,19,10,27,9,397,4,0,0,0,6,0,0,0,0,12,4,0,0,0,0,0,0,0,0,9,38,5,24,0,0,0,20,8,5,96,15,0,9,0,0,0,0,6,0,30,69,12,3,8,7,0,3,12,3,127,8,48,4,29,13,5,0,4,0,110,17,58,0,8,12,0,0,4,0,98,23,4,0,4,13,4,0,10,0,68,10,11,3,31,9,0,4,9,0,74,3,0,0,3,5,0,0,0,0,9
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,4,50,3,20,6,0,0,11,0,96,3,19,0,13,3,0,0,3,0,40,22,18,3,13,26,8,5,6,0,109,10,33,8,34,11,5,0,15,0,116,4,21,0,8,3,3,0,3,0,38,0,0,13,7,4,4,3,6,0,31,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12,0,4,0,0,4,0,0,3,7,28,57,166,37,104,70,27,15,60,8,546,7,14,8,3,3,4,0,5,0,43,3,20,8,3,4,4,0,3,0,52,18,37,72,4,0,14,16,29,0,188,7,0,40,8,4,0,3,16,3,89,5,0,4,9,6,0,5,10,0,35,3,75,9,28,9,0,4,15,0,141,3,21,0,19,3,0,0,5,0,59,47,54,16,20,35,12,21,20,0,225,16,44,9,49,14,9,8,26,0,178,9,31,6,6,3,4,0,14,0,77
